Time,Z,X,Y
80.34,1.139351,8.851301,-0.878666
80.35,1.122672,8.814514,-0.893076
80.36,1.122319,8.803933,-0.893649
80.37,1.110263,8.780521,-0.890656
80.38,1.107266,8.787855,-0.885276
80.39,1.111829,8.78961,-0.889526
80.4,1.110035,8.782068,-0.89223
80.41,1.102133,8.789424,-0.88433
80.42,1.110147,8.771246,-0.883421
80.43,1.102996,8.774725,-0.883419
80.44,1.107409,8.765006,-0.888509
80.45,1.111557,8.760087,-0.883333
80.46,1.114193,8.784801,-0.887228
80.47,1.112416,8.785315,-0.886434
80.48,1.10576,8.788548,-0.880723
80.49,1.111726,8.782064,-0.886782
80.5,1.112766,8.797076,-0.886862
80.51,1.104632,8.834425,-0.876875
80.52,1.082181,8.910899,-0.873495
80.53,1.055971,9.011685,-0.889512
80.54,1.053913,9.079801,-0.900878
80.55,1.059008,9.062168,-0.897347
80.56,1.054657,9.056499,-0.893793
80.57,1.038319,9.052545,-0.895229
80.58,1.054509,9.049195,-0.894587
80.59,1.070352,9.07698,-0.888696
80.6,1.054983,9.07648,-0.901837
80.61,1.058311,9.061479,-0.897428
80.62,1.082216,9.10981,-0.886406
80.63,1.051294,9.076725,-0.901065
80.64,1.056534,9.068067,-0.8903
80.65,1.055782,9.071327,-0.900334
80.66,1.048918,9.069639,-0.905359
80.67,1.040989,9.044079,-0.896177
80.68,1.051347,9.067476,-0.89706
80.69,1.04765,9.069444,-0.895523
80.7,1.056837,9.067712,-0.891066
80.71,1.042194,9.048298,-0.893234
80.72,1.035106,9.041209,-0.890662
80.73,1.040447,9.028857,-0.892031
80.74,1.038349,9.029984,-0.896041
80.75,1.042218,9.034974,-0.897005
80.76,1.04701,9.041322,-0.8989
80.77,1.039187,9.035873,-0.896591
80.78,1.042523,9.044057,-0.897581
80.79,1.053981,9.061005,-0.900694
80.8,1.050525,9.069896,-0.903208
80.81,1.058144,9.072631,-0.905321
80.82,1.059071,9.074722,-0.90277
80.83,1.056583,9.078935,-0.906243
80.84,1.074801,9.107756,-0.889514
80.85,1.057219,9.066159,-0.904812
80.86,1.058509,9.06818,-0.905824
80.87,1.057283,9.063751,-0.901427
80.88,1.060675,9.067913,-0.89988
80.89,1.062029,9.074574,-0.906442
80.9,1.055856,9.069025,-0.905506
80.91,1.0539,9.061389,-0.901917
80.92,1.041199,9.044726,-0.893567
80.93,1.041814,9.039446,-0.892896
80.94,1.045134,9.043792,-0.895482
80.95,1.042717,9.038538,-0.890497
80.96,1.046989,9.048052,-0.891966
80.97,1.057091,9.072972,-0.898941
80.98,1.073218,9.1087,-0.884378
80.99,1.042159,9.045102,-0.895881
81,1.056705,9.066422,-0.901043
81.01,1.052742,9.064466,-0.901511
81.02,1.053982,9.064829,-0.900922
81.03,1.050107,9.063325,-0.898558
81.04,1.050907,9.067914,-0.900391
81.05,1.053351,9.067309,-0.900575
81.06,1.051357,9.069208,-0.898077
81.07,1.0523,9.070026,-0.898587
81.08,1.052395,9.069697,-0.899694
81.09,1.052235,9.060023,-0.898993
81.1,1.053712,9.06477,-0.897871
81.11,1.049672,9.056386,-0.890989
81.12,1.037336,9.037737,-0.883382
81.13,1.043414,9.039577,-0.888697
81.14,1.039563,9.029847,-0.885271
81.15,1.041991,9.038987,-0.888088
81.16,1.055289,9.062895,-0.903134
81.17,1.039778,9.041325,-0.89069
81.18,1.038039,9.041002,-0.892716
81.19,1.05381,9.058728,-0.903666
81.2,1.056111,9.066848,-0.908589
81.21,1.054215,9.070247,-0.903302
81.22,1.056197,9.067121,-0.897213
81.23,1.052244,9.063887,-0.898327
81.24,1.05383,9.070601,-0.901173
81.25,1.132183,9.287748,-0.901238
81.26,1.710208,10.11504,-1.012556
81.27,2.670213,11.600734,-1.182974
81.28,3.742396,12.843745,-1.54812
81.29,4.685829,13.478296,-1.663088
81.3,5.076253,13.450286,-1.759335
81.31,4.945167,13.370698,-1.715548
81.32,4.79978,13.399986,-1.717853
81.33,4.85892,13.382126,-1.70839
81.34,4.952974,13.381832,-1.707716
81.35,4.915841,13.416666,-1.726244
81.36,4.874719,13.393221,-1.72076
81.37,4.902959,13.393079,-1.709616
81.38,4.909278,13.409186,-1.699596
81.39,4.894373,13.375551,-1.689545
81.4,4.900827,13.372768,-1.710541
81.41,4.903588,13.408285,-1.71931
81.42,4.912546,13.390816,-1.708027
81.43,4.890582,13.371009,-1.691127
81.44,4.888377,13.407276,-1.708929
81.45,4.9271,13.359701,-1.661216
81.46,4.909376,13.388366,-1.708522
81.47,4.885452,13.386926,-1.70926
81.48,4.899413,13.378308,-1.702027
81.49,4.923833,13.357172,-1.657986
81.5,4.894315,13.402101,-1.700389
81.51,4.901323,13.380291,-1.702542
81.52,4.917577,13.340536,-1.658897
81.53,4.894959,13.38537,-1.707224
81.54,4.915596,13.337018,-1.654007
81.55,4.917239,13.346157,-1.657531
81.56,4.901091,13.400593,-1.711719
81.57,4.904513,13.389353,-1.718008
81.58,4.890454,13.415091,-1.710437
81.59,4.901361,13.39712,-1.70965
81.6,4.907909,13.395204,-1.712478
81.61,4.916773,13.348025,-1.667979
81.62,4.90411,13.393355,-1.717825
81.63,4.904225,13.404834,-1.725153
81.64,4.902448,13.394838,-1.712599
81.65,4.902613,13.390769,-1.707034
81.66,4.902988,13.401796,-1.719739
81.67,4.900881,13.390455,-1.710924
81.68,4.902541,13.392065,-1.711201
81.69,4.901793,13.407572,-1.723576
81.7,4.894455,13.407625,-1.717495
81.71,4.901234,13.381791,-1.705437
81.72,4.901552,13.385683,-1.713777
81.73,4.893728,13.398342,-1.719074
81.74,4.901109,13.375176,-1.704736
81.75,4.897079,13.391877,-1.710727
81.76,4.89907,13.398821,-1.714433
81.77,4.899622,13.39401,-1.713545
81.78,4.91537,13.34558,-1.653388
81.79,4.891626,13.397598,-1.712468
81.8,4.901219,13.386495,-1.706166
81.81,4.916103,13.34584,-1.658294
81.82,4.895179,13.39563,-1.714037
81.83,4.918085,13.34403,-1.65715
81.84,4.915213,13.340332,-1.652366
81.85,4.914414,13.335931,-1.65554
81.86,4.916284,13.343838,-1.658674
81.87,4.901566,13.387136,-1.702745
81.88,4.916656,13.34074,-1.654162
81.89,4.915889,13.341648,-1.658224
81.9,4.912812,13.334629,-1.657842
81.91,4.912123,13.346672,-1.657406
81.92,4.899383,13.390863,-1.707063
81.93,4.898072,13.387887,-1.701462
81.94,4.911243,13.350777,-1.660005
81.95,4.895969,13.39069,-1.703386
81.96,4.897212,13.395138,-1.708523
81.97,4.899773,13.38782,-1.708871
81.98,4.895045,13.393708,-1.71551
81.99,4.904716,13.34688,-1.644813
82,4.898892,13.388423,-1.698463
82.01,4.897624,13.3838,-1.704228
82.02,4.899369,13.381989,-1.704492
82.03,4.895395,13.399952,-1.708802
82.04,4.896258,13.402925,-1.706178
82.05,4.902489,13.400578,-1.703751
82.06,4.896363,13.402421,-1.711381
82.07,4.898016,13.40774,-1.713959
82.08,4.899315,13.390306,-1.707422
82.09,4.898191,13.404002,-1.709307
82.1,4.90244,13.390628,-1.704698
82.11,4.897901,13.399777,-1.715698
82.12,4.900661,13.385604,-1.711053
82.13,4.898312,13.38062,-1.709867
82.14,4.899074,13.380485,-1.701131
82.15,4.897285,13.38728,-1.698577
82.16,4.897945,13.390475,-1.702345
82.17,4.896768,13.37739,-1.70486
82.18,4.897767,13.38228,-1.702134
82.19,4.901439,13.386559,-1.705997
82.2,4.902202,13.386011,-1.703137
82.21,4.917724,13.343474,-1.656796
82.22,4.901949,13.38347,-1.708299
82.23,4.902159,13.393906,-1.709937
82.24,4.917352,13.351005,-1.660974
82.25,4.905552,13.380992,-1.711308
82.26,4.901714,13.385359,-1.707137
82.27,4.913941,13.329823,-1.672726
82.28,5.548864,12.9209,-1.76398
82.29,7.318464,12.331348,-1.817998
82.3,9.541527,11.17767,-1.735708
82.31,10.695307,9.419456,-1.469211
82.32,10.32709,7.654207,-0.967415
82.33,8.863157,6.285273,-0.646157
82.34,7.123172,5.653698,-0.539887
82.35,5.543416,5.450282,-0.580694
82.36,4.402611,5.324112,-0.574792
82.37,3.863292,5.263734,-0.553468
82.38,4.141768,5.239583,-0.546676
82.39,4.739419,5.400976,-0.570502
82.4,5.329389,5.441599,-0.59456
82.41,5.645619,5.459672,-0.556531
82.42,5.789746,5.472087,-0.54674
82.43,5.710129,5.513642,-0.570785
82.44,5.512898,5.463271,-0.588543
82.45,5.363406,5.432005,-0.583256
82.46,5.320544,5.474214,-0.608436
82.47,5.381053,5.421791,-0.6155
82.48,5.380337,5.39642,-0.603123
82.49,5.311613,5.464282,-0.602497
82.5,5.324629,5.471664,-0.596887
82.51,5.382835,5.413424,-0.59989
82.52,5.361936,5.421582,-0.609414
82.53,5.360344,5.403495,-0.608658
82.54,5.368986,5.396282,-0.605283
82.55,5.365638,5.406885,-0.61143
82.56,5.322105,5.465128,-0.601252
82.57,5.367521,5.399139,-0.609721
82.58,5.36348,5.400331,-0.612346
82.59,5.361755,5.395724,-0.611064
82.6,5.361873,5.397297,-0.603573
82.61,5.360659,5.415497,-0.613864
82.62,5.326014,5.471189,-0.598966
82.63,5.372273,5.403182,-0.604806
82.64,5.36243,5.405138,-0.609627
82.65,5.364038,5.400989,-0.604433
82.66,5.367463,5.406682,-0.612136
82.67,5.363316,5.413372,-0.611828
82.68,5.36455,5.420259,-0.60856
82.69,5.322395,5.472183,-0.599904
82.7,5.360005,5.406365,-0.610862
82.71,5.314978,5.45848,-0.599888
82.72,5.320464,5.454591,-0.601751
82.73,5.319013,5.465912,-0.603305
82.74,5.320015,5.464735,-0.598239
82.75,5.319085,5.454811,-0.60176
82.76,5.316944,5.45288,-0.605054
82.77,5.362974,5.39982,-0.608836
82.78,5.322644,5.461415,-0.599427
82.79,5.322331,5.46464,-0.594464
82.8,5.322041,5.456909,-0.598682
82.81,5.322053,5.471121,-0.598373
82.82,5.318038,5.475204,-0.599552
82.83,5.322774,5.473747,-0.601594
82.84,5.320675,5.475899,-0.602678
82.85,5.320736,5.47534,-0.601764
82.86,5.319266,5.479659,-0.600324
82.87,5.318427,5.466415,-0.604509
82.88,5.362083,5.40524,-0.617693
82.89,5.319253,5.461067,-0.601838
82.9,5.362461,5.40539,-0.611039
82.91,5.36224,5.400722,-0.60517
82.92,5.360181,5.404253,-0.610582
82.93,5.362042,5.410163,-0.606655
82.94,5.363671,5.401879,-0.600544
82.95,5.363729,5.402105,-0.603541
82.96,5.363337,5.405272,-0.605244
82.97,5.365222,5.402336,-0.601446
82.98,5.363544,5.404239,-0.61037
82.99,5.360261,5.392768,-0.609974
83,5.359683,5.394563,-0.605672
83.01,5.36236,5.405683,-0.609527
83.02,5.360577,5.408894,-0.609516
83.03,5.360826,5.402382,-0.603235
83.04,5.358135,5.388493,-0.605582
83.05,5.413231,5.437124,-0.596885
83.06,5.445811,5.367607,-0.573493
83.07,5.381434,5.164481,-0.498483
83.08,5.358642,4.891964,-0.486848
83.09,5.263245,4.528579,-0.409781
83.1,4.789778,4.263103,-0.433813
83.11,4.148057,3.764959,-0.381925
83.12,3.668056,3.255063,-0.325547
83.13,3.492739,3.160501,-0.339657
83.14,3.666733,3.34,-0.377235
83.15,3.761364,3.364839,-0.334138
83.16,3.621792,3.335968,-0.33693
83.17,3.573194,3.358948,-0.350272
83.18,3.617443,3.228815,-0.352476
83.19,3.450066,3.168157,-0.369025
83.2,3.179759,3.105716,-0.35211
83.21,3.114455,2.970209,-0.350813
83.22,3.13355,3.009745,-0.338517
83.23,3.089259,2.940424,-0.303606
83.24,3.064915,2.881384,-0.283882
83.25,3.048994,2.952344,-0.334789
83.26,3.074535,2.931281,-0.3038
83.27,3.050936,2.94267,-0.33767
83.28,3.065796,2.916615,-0.280763
83.29,3.067576,2.920915,-0.282035
83.3,3.088054,2.901854,-0.292639
83.31,3.03514,2.945178,-0.329515
83.32,3.052158,2.887471,-0.271082
83.33,3.088893,2.891742,-0.299268
83.34,3.069443,2.90334,-0.279968
83.35,3.062108,2.901454,-0.278876
83.36,3.081199,2.894324,-0.275997
83.37,3.076714,2.90614,-0.309925
83.38,3.066219,2.907303,-0.280986
83.39,3.074769,2.898787,-0.273876
83.4,3.076776,2.913009,-0.29629
83.41,3.069637,2.917977,-0.283841
83.42,3.081786,2.922528,-0.30622
83.43,3.072297,2.927498,-0.283698
83.44,3.075093,2.932484,-0.283038
83.45,3.078218,2.930035,-0.286094
83.46,3.071759,2.93076,-0.280152
83.47,3.048811,2.979004,-0.336893
83.48,3.050477,2.974493,-0.33564
83.49,3.073103,2.931413,-0.283018
83.5,3.050243,2.982365,-0.337612
83.51,3.078331,2.937288,-0.28618
83.52,3.052401,2.989743,-0.354866
83.53,3.057115,2.991907,-0.354721
83.54,3.083823,2.955848,-0.305823
83.55,3.048478,2.989215,-0.333903
83.56,3.077168,2.941288,-0.295773
83.57,3.052428,2.981911,-0.346137
83.58,3.056435,2.993612,-0.354526
83.59,3.085183,2.955121,-0.308196
83.6,3.049187,2.985507,-0.341784
83.61,3.054781,2.99057,-0.355035
83.62,3.086307,2.951664,-0.308516
83.63,3.088989,2.965963,-0.304775
83.64,3.084182,2.970256,-0.287703
83.65,3.091813,2.969002,-0.299562
83.66,3.089617,2.975405,-0.304035
83.67,3.064072,3.026631,-0.35692
83.68,3.065445,3.027266,-0.350978
83.69,3.085925,2.982791,-0.285715
83.7,3.090262,2.988874,-0.313009
83.71,3.093393,2.989777,-0.315169
83.72,3.094644,2.980623,-0.313563
83.73,3.09115,2.987231,-0.313634
83.74,3.093279,2.99386,-0.317406
83.75,3.109934,3.032808,-0.298481
83.76,3.094337,2.99541,-0.310449
83.77,3.101806,3.021835,-0.312465
83.78,3.124404,3.078026,-0.301946
83.79,3.110596,3.036089,-0.31628
83.8,3.106747,3.032354,-0.313852
83.81,3.105505,3.034428,-0.318334
83.82,3.125633,3.073767,-0.308587
83.83,3.120632,3.068817,-0.303948
83.84,3.080935,3.095247,-0.369387
83.85,3.105675,3.123759,-0.351724
83.86,3.09887,3.128327,-0.352563
83.87,3.083838,3.099102,-0.370253
83.88,3.088281,3.09013,-0.372106
83.89,3.085686,3.087198,-0.368578
83.9,3.096951,3.12437,-0.354914
83.91,3.089485,3.090891,-0.365023
83.92,3.087662,3.093824,-0.366296
83.93,3.099559,3.121581,-0.355579
83.94,3.091249,3.09539,-0.377005
83.95,3.08472,3.091727,-0.371701
83.96,3.101192,3.128666,-0.351826
83.97,3.10388,3.134713,-0.351758
83.98,3.102764,3.138956,-0.349315
83.99,3.124607,3.082648,-0.304429
84,3.125884,3.080692,-0.307413
84.01,3.099222,3.123712,-0.357019
84.02,3.113255,3.052531,-0.317308
84.03,3.10233,3.129452,-0.351781
84.04,3.113562,3.051337,-0.317559
84.05,3.125339,3.074341,-0.299926
84.06,3.112032,3.043095,-0.321698
84.07,3.112709,3.048391,-0.318695
84.08,3.113883,3.045317,-0.313051
84.09,3.127759,3.079939,-0.298729
84.1,3.088996,3.090212,-0.367802
84.11,3.129799,3.072212,-0.300669
84.12,3.11046,3.040756,-0.310303
84.13,3.112048,3.047641,-0.312981
84.14,3.112009,3.048303,-0.321607
84.15,3.127612,3.072078,-0.301681
84.16,3.113095,3.042891,-0.325641
84.17,3.091575,3.091719,-0.375351
84.18,3.11559,3.046198,-0.3177
84.19,3.115757,3.049244,-0.324718
84.2,3.102541,3.125021,-0.357904
84.21,3.127658,3.07686,-0.307428
84.22,3.103728,3.129221,-0.355181
84.23,3.105436,3.144633,-0.357383
84.24,3.128391,3.097585,-0.31066
84.25,3.129482,3.080926,-0.307812
84.26,3.102346,3.129344,-0.361394
84.27,3.103091,3.12501,-0.361815
84.28,3.129047,3.085531,-0.306936
84.29,3.091429,3.097798,-0.369612
84.3,3.089023,3.095801,-0.369963
84.31,3.088709,3.091216,-0.37052
84.32,3.100354,3.118807,-0.357006
84.33,3.104647,3.129229,-0.361719
84.34,3.10268,3.13357,-0.359637
84.35,3.092129,3.098988,-0.373926
84.36,3.086393,3.103281,-0.373846
84.37,3.101132,3.130348,-0.361574
84.38,3.102705,3.126762,-0.357483
84.39,3.117905,3.054954,-0.328061
84.4,3.092478,3.098174,-0.373313
84.41,3.127522,3.08544,-0.308141
84.42,3.113499,3.044458,-0.321488
84.43,3.090694,3.096842,-0.373162
84.44,3.113461,3.047682,-0.320133
84.45,3.126316,3.076377,-0.298369
84.46,3.107108,3.131121,-0.353372
84.47,3.130413,3.080607,-0.308266
84.48,3.126946,3.068343,-0.300098
84.49,3.129719,3.077323,-0.302637
84.5,3.137274,3.160251,-0.349365
84.51,3.409624,2.800893,-0.26405
84.52,3.996666,1.944261,-0.107111
84.53,4.953442,1.494844,0.027928
84.54,6.31212,1.381867,0.147422
84.55,7.894476,1.023435,0.364752
84.56,9.401973,0.651657,0.630353
84.57,10.323287,0.579974,0.794036
84.58,10.805478,0.278364,0.860034
84.59,10.690011,0.062034,0.915636
84.6,10.391665,0.097266,0.848768
84.61,10.408398,0.173206,0.835626
84.62,10.626044,0.088063,0.883376
84.63,10.599385,0.124084,0.861306
84.64,10.442601,0.16031,0.849458
84.65,10.505162,0.084767,0.892505
84.66,10.573096,0.114881,0.85854
84.67,10.516871,0.157832,0.842233
84.68,10.504945,0.1123,0.865515
84.69,10.532041,0.099827,0.852805
84.7,10.510967,0.192611,0.846145
84.71,10.526366,0.17482,0.863972
84.72,10.525107,0.146673,0.847991
84.73,10.505211,0.204381,0.848052
84.74,10.544081,0.209309,0.835672
84.75,10.528482,0.210203,0.834489
84.76,10.502983,0.235192,0.842841
84.77,10.543615,0.273858,0.824813
84.78,10.533229,0.292497,0.826344
84.79,10.523747,0.282593,0.825276
84.8,10.516891,0.321758,0.826975
84.81,10.528752,0.351823,0.815814
84.82,10.539647,0.353323,0.820402
84.83,10.517702,0.387737,0.821291
84.84,10.524264,0.399226,0.810415
84.85,10.530357,0.406678,0.82083
84.86,10.519118,0.431058,0.816572
84.87,10.532604,0.422235,0.859469
84.88,10.547425,0.454726,0.806652
84.89,10.524166,0.465079,0.814494
84.9,10.514508,0.443976,0.810599
84.91,10.558495,0.414226,0.850632
84.92,10.540942,0.456772,0.799466
84.93,10.520338,0.466349,0.810071
84.94,10.522519,0.458832,0.815911
84.95,10.525317,0.46286,0.812222
84.96,10.527435,0.444604,0.807204
84.97,10.519876,0.452191,0.818269
84.98,10.519685,0.453678,0.813584
84.99,10.533679,0.449754,0.811944
85,10.524532,0.460526,0.820102
85.01,10.522959,0.467466,0.816575
85.02,10.536709,0.459487,0.808408
85.03,10.52644,0.459011,0.808415
85.04,10.531819,0.452951,0.804895
85.05,10.54261,0.458582,0.800176
85.06,10.537408,0.447074,0.803287
85.07,10.53521,0.446913,0.805008
85.08,10.525069,0.458338,0.810246
85.09,10.538832,0.452239,0.802837
85.1,10.535401,0.444774,0.802796
85.11,10.523461,0.45174,0.812478
85.12,10.527051,0.45719,0.806573
85.13,10.522239,0.460176,0.808384
85.14,10.535258,0.4378,0.802718
85.15,10.530298,0.446087,0.804208
85.16,10.52382,0.458293,0.808126
85.17,10.570647,0.401988,0.79193
85.18,10.533571,0.43797,0.802755
85.19,10.533535,0.441363,0.807436
85.2,10.543003,0.438483,0.857073
85.21,10.525328,0.460489,0.816487
85.22,10.534913,0.443777,0.803797
85.23,10.533383,0.436231,0.801073
85.24,10.539917,0.425962,0.858765
85.25,10.534997,0.444827,0.810433
85.26,10.527877,0.457701,0.816191
85.27,10.541535,0.43172,0.862306
85.28,10.53438,0.446214,0.803057
85.29,10.524622,0.461621,0.816713
85.3,10.571915,0.40704,0.803247
85.31,10.525002,0.463459,0.811762
85.32,10.534049,0.446065,0.804602
85.33,10.52232,0.457355,0.812504
85.34,10.520686,0.461038,0.813253
85.35,10.531659,0.452511,0.802037
85.36,10.524829,0.45959,0.812543
85.37,10.530753,0.44639,0.803782
85.38,10.522162,0.464011,0.807418
85.39,10.522332,0.464228,0.807395
85.4,10.524721,0.462832,0.814304
85.41,10.538341,0.450204,0.805276
85.42,10.525475,0.466722,0.811954
85.43,10.53653,0.44935,0.806292
85.44,10.523807,0.458714,0.808648
85.45,10.536578,0.451406,0.800252
85.46,10.525903,0.45973,0.813405
85.47,10.522048,0.454907,0.810866
85.48,10.525084,0.45233,0.810468
85.49,10.524383,0.45693,0.809556
85.5,10.54116,0.424727,0.857584
85.51,10.539228,0.451054,0.800478
85.52,10.5354,0.441978,0.801878
85.53,10.556299,0.420588,0.796312
85.54,10.521605,0.45742,0.810656
85.55,10.53516,0.44128,0.804786
85.56,10.569224,0.394783,0.796901
85.57,10.538969,0.426788,0.857348
85.58,10.534439,0.447841,0.803242
85.59,10.570189,0.401543,0.797006
85.6,10.540421,0.42834,0.857621
85.61,10.520543,0.442998,0.812732
85.62,10.542083,0.417453,0.859705
85.63,10.570105,0.403535,0.792225
85.64,10.563822,0.547595,0.823691
85.65,11.262952,0.928795,0.767913
85.66,12.548437,2.17125,0.633227
85.67,13.766752,4.214548,0.096471
85.68,14.081528,6.480556,-0.681768
85.69,13.169423,8.047939,-1.189218
85.7,11.679909,8.613438,-1.309857
85.71,9.965513,8.789623,-1.260582
85.72,8.206252,8.581334,-1.135975
85.73,6.853884,8.119955,-0.999889
85.74,6.434038,7.462059,-0.845552
85.75,6.687157,7.097363,-0.783469
85.76,7.252043,7.242724,-0.805048
85.77,7.67972,7.590587,-0.891286
85.78,7.813207,7.699455,-0.944348
85.79,7.598309,7.597159,-0.885813
85.8,7.144988,7.406301,-0.898299
85.81,6.706932,7.235939,-0.849039
85.82,6.450642,7.103734,-0.793101
85.83,6.343026,6.968409,-0.747144
85.84,6.335329,7.078767,-0.809241
85.85,6.539676,7.197242,-0.782382
85.86,6.90243,7.283389,-0.82494
85.87,7.080776,7.473452,-0.890581
85.88,7.108793,7.53022,-0.903314
85.89,7.049766,7.481356,-0.846034
85.9,6.97183,7.396852,-0.826094
85.91,6.965434,7.424011,-0.837312
85.92,6.981925,7.431292,-0.833609
85.93,6.954085,7.423405,-0.867669
85.94,6.963541,7.460788,-0.880582
85.95,6.970508,7.422349,-0.828168
85.96,6.981868,7.4195,-0.829704
85.97,6.958952,7.45112,-0.88261
85.98,6.963256,7.44892,-0.88865
85.99,6.969438,7.452368,-0.880097
86,6.969047,7.411201,-0.830746
86.01,6.95891,7.392674,-0.827215
86.02,6.979555,7.390564,-0.834811
86.03,6.971852,7.394151,-0.829235
86.04,6.971454,7.414098,-0.835907
86.05,6.966021,7.403422,-0.82858
86.06,6.964155,7.397875,-0.830006
86.07,6.959799,7.403425,-0.82968
86.08,6.975227,7.41424,-0.838998
86.09,6.94783,7.431475,-0.878236
86.1,6.95682,7.462669,-0.883919
86.11,6.972875,7.423555,-0.8366
86.12,6.948261,7.430853,-0.871425
86.13,6.954284,7.452178,-0.886312
86.14,6.952242,7.440669,-0.888289
86.15,6.952013,7.451802,-0.884849
86.16,6.961972,7.421361,-0.838844
86.17,6.934098,7.42058,-0.873477
86.18,6.930221,7.421909,-0.877172
86.19,6.925873,7.416588,-0.872477
86.2,6.936759,7.386856,-0.829875
86.21,6.923062,7.417048,-0.86507
86.22,6.928574,7.429962,-0.883978
86.23,6.924242,7.423782,-0.873457
86.24,6.921723,7.421747,-0.869375
86.25,6.933894,7.392058,-0.828836
86.26,6.921053,7.421346,-0.872447
86.27,6.918289,7.428064,-0.874989
86.28,6.92739,7.388675,-0.830537
86.29,6.92718,7.386033,-0.827667
86.3,6.961866,7.330366,-0.849644
86.31,6.962119,7.334176,-0.849787
86.32,6.920349,7.367433,-0.825704
86.33,6.919079,7.370443,-0.827595
86.34,6.960443,7.329965,-0.856972
86.35,6.913834,7.358696,-0.816181
86.36,6.91763,7.373087,-0.820403
86.37,6.952438,7.321627,-0.838741
86.38,6.954129,7.322735,-0.842964
86.39,6.913919,7.372153,-0.822091
86.4,6.915486,7.36964,-0.821468
86.41,6.911263,7.358137,-0.824829
86.42,6.948661,7.306989,-0.839376
86.43,6.912292,7.360556,-0.818663
86.44,6.951155,7.332778,-0.842895
86.45,6.953049,7.331076,-0.841173
86.46,6.951262,7.343746,-0.848346
86.47,6.896918,7.816522,-0.904231
86.48,6.82097,8.725268,-1.07934
86.49,6.501349,10.238148,-1.380612
86.5,5.825918,11.79397,-1.614791
86.51,5.092076,12.718214,-1.690554
86.52,4.74242,12.880531,-1.621143
86.53,4.879943,12.729478,-1.603034
86.54,5.203822,12.757109,-1.633219
86.55,5.272487,12.754703,-1.640046
86.56,5.143231,12.697686,-1.61292
86.57,5.052117,12.706121,-1.628875
86.58,5.100658,12.69558,-1.619849
86.59,5.160773,12.729279,-1.623101
86.6,5.123285,12.752314,-1.638625
86.61,5.088794,12.733627,-1.617775
86.62,5.11319,12.732087,-1.6118
86.63,5.125438,12.759684,-1.62951
86.64,5.116914,12.734882,-1.612378
86.65,5.1039,12.718386,-1.609333
86.66,5.102822,12.749918,-1.628972
86.67,5.107593,12.753346,-1.630639
86.68,5.093045,12.742617,-1.627391
86.69,5.073227,12.737277,-1.632985
86.7,5.087195,12.750659,-1.636745
86.71,5.090225,12.746122,-1.630664
86.72,5.080495,12.752035,-1.636355
86.73,5.088039,12.744947,-1.624135
86.74,5.086695,12.742778,-1.623535
86.75,5.081135,12.751066,-1.618377
86.76,5.079312,12.756485,-1.634999
86.77,5.087061,12.758884,-1.629217
86.78,5.076208,12.771637,-1.625031
86.79,5.057216,12.789325,-1.62793
86.8,5.045456,12.799813,-1.638212
86.81,5.038198,12.809571,-1.640695
86.82,5.035301,12.799329,-1.646214
86.83,5.039312,12.806665,-1.640206
86.84,5.040019,12.80275,-1.628465
86.85,5.030506,12.801782,-1.644019
86.86,5.01979,12.816374,-1.645104
86.87,4.996295,12.850873,-1.653475
86.88,4.980678,12.862714,-1.655137
86.89,4.967721,12.874923,-1.646832
86.9,4.948992,12.900863,-1.650389
86.91,4.934291,12.908223,-1.652377
86.92,4.932619,12.891985,-1.647327
86.93,4.928898,12.894274,-1.649018
86.94,4.935087,12.905247,-1.650055
86.95,4.931579,12.899278,-1.643485
86.96,4.930719,12.899396,-1.645517
86.97,4.930842,12.891026,-1.657175
86.98,4.927642,12.88919,-1.652326
86.99,4.926375,12.904582,-1.644556
87,4.931445,12.910804,-1.642951
87.01,4.934406,12.907543,-1.647908
87.02,4.931919,12.901999,-1.644629
87.03,4.930641,12.909382,-1.649211
87.04,4.933968,12.909494,-1.656971
87.05,4.93158,12.902063,-1.651872
87.06,4.931702,12.898155,-1.649511
87.07,4.932184,12.907088,-1.651647
87.08,4.929309,12.903829,-1.643175
87.09,4.924513,12.89418,-1.642995
87.1,4.926332,12.893301,-1.647102
87.11,4.926081,12.895115,-1.644438
87.12,4.926926,12.899957,-1.637751
87.13,4.930201,12.897972,-1.641251
87.14,4.930611,12.897406,-1.649265
87.15,4.930092,12.891823,-1.654246
87.16,4.929134,12.892044,-1.644921
87.17,4.929269,12.90419,-1.648025
87.18,4.929938,12.903203,-1.644854
87.19,4.928369,12.8965,-1.651646
87.2,4.930483,12.902293,-1.657523
87.21,4.929182,12.911146,-1.652699
87.22,4.926731,12.901328,-1.651397
87.23,4.929876,12.903994,-1.651392
87.24,4.934312,12.900117,-1.654801
87.25,4.932566,12.903259,-1.647456
87.26,4.932117,12.907977,-1.643371
87.27,4.928112,12.899148,-1.641811
87.28,4.930639,12.905574,-1.640496
87.29,4.92893,12.894962,-1.640212
87.3,4.926751,12.898206,-1.644785
87.31,4.929177,12.901181,-1.643821
87.32,4.927737,12.897543,-1.638732
87.33,4.928434,12.902697,-1.641273
87.34,4.932052,12.911549,-1.644084
87.35,4.926909,12.90303,-1.640041
87.36,4.928703,12.914765,-1.64572
87.37,4.931067,12.910202,-1.647915
87.38,4.929866,12.906192,-1.647044
