Time,Z,X,Y
133.33,-2.858784,4.80919,-0.747469
133.34,-2.862968,4.815503,-0.754157
133.35,-2.860957,4.815515,-0.754539
133.36,-2.861834,4.81635,-0.752877
133.37,-2.859354,4.807508,-0.746958
133.38,-2.864401,4.806056,-0.753729
133.39,-2.86564,4.809071,-0.753876
133.4,-2.864378,4.809057,-0.761138
133.41,-2.811568,4.681172,-0.767435
133.42,-2.605308,4.126554,-0.75019
133.43,-2.023008,3.209757,-0.696947
133.44,-0.922833,2.402298,-0.492681
133.45,0.620238,2.01493,-0.381726
133.46,2.3355,2.257585,-0.231367
133.47,3.351372,2.992103,-0.296787
133.48,3.299155,3.313802,-0.289997
133.49,2.788174,3.275741,-0.435764
133.5,2.459369,2.895706,-0.361006
133.51,2.409659,2.842178,-0.359328
133.52,2.621404,3.184938,-0.438449
133.53,2.611567,2.97819,-0.322553
133.54,2.656907,2.976226,-0.317421
133.55,2.639378,3.012718,-0.330106
133.56,2.766991,3.181705,-0.364938
133.57,2.883895,3.192132,-0.336118
133.58,2.941396,3.23783,-0.347026
133.59,3.000365,3.289508,-0.365755
133.6,3.029779,3.285188,-0.350721
133.61,3.042512,3.294986,-0.354394
133.62,3.04118,3.303188,-0.355274
133.63,3.04542,3.284862,-0.345715
133.64,3.046304,3.296926,-0.360483
133.65,3.041735,3.295948,-0.356654
133.66,3.049537,3.284906,-0.349375
133.67,3.04369,3.297119,-0.353946
133.68,3.042361,3.287701,-0.359076
133.69,3.054331,3.29055,-0.354098
133.7,3.045516,3.307569,-0.360302
133.71,3.042249,3.300035,-0.3574
133.72,3.024346,3.344167,-0.403936
133.73,3.046777,3.300824,-0.358323
133.74,3.04967,3.316051,-0.364969
133.75,3.061349,3.314204,-0.355889
133.76,3.068444,3.322241,-0.362711
133.77,3.056314,3.362294,-0.398582
133.78,3.057704,3.368394,-0.394385
133.79,3.077806,3.332874,-0.351226
133.8,3.086159,3.3558,-0.358017
133.81,3.089403,3.343034,-0.353316
133.82,3.089193,3.339772,-0.353311
133.83,3.093035,3.337443,-0.358913
133.84,3.095799,3.344901,-0.357686
133.85,3.093938,3.337236,-0.356188
133.86,3.095334,3.334736,-0.350659
133.87,3.095714,3.328081,-0.354071
133.88,3.096447,3.323242,-0.349235
133.89,3.100777,3.317928,-0.35064
133.9,3.104172,3.315521,-0.351181
133.91,3.108904,3.319196,-0.347989
133.92,3.111759,3.318862,-0.342993
133.93,3.116783,3.319036,-0.349931
133.94,3.116002,3.320534,-0.34987
133.95,3.122802,3.316606,-0.347043
133.96,3.124846,3.328489,-0.350466
133.97,3.125651,3.333469,-0.350653
133.98,3.124172,3.327726,-0.348501
133.99,3.127671,3.335876,-0.357373
134,3.129888,3.353556,-0.358608
134.01,3.127444,3.34993,-0.353307
134.02,3.150034,3.33532,-0.408655
134.03,3.148488,3.330137,-0.414991
134.04,3.134762,3.362613,-0.364579
134.05,3.133108,3.36363,-0.358917
134.06,3.135076,3.361688,-0.361223
134.07,3.133641,3.361775,-0.357763
134.08,3.132397,3.365734,-0.351865
134.09,3.134557,3.363156,-0.35633
134.1,3.13296,3.361246,-0.35771
134.11,3.13621,3.363626,-0.357959
134.12,3.139303,3.383889,-0.362593
134.13,3.133015,3.367446,-0.354334
134.14,3.132698,3.358891,-0.359175
134.15,3.13407,3.358669,-0.361715
134.16,3.131109,3.347276,-0.352561
134.17,3.13249,3.352852,-0.357541
134.18,3.133156,3.346528,-0.359037
134.19,3.13188,3.343506,-0.360059
134.2,3.130695,3.341662,-0.356395
134.21,3.132462,3.337015,-0.360498
134.22,3.128617,3.331906,-0.358665
134.23,3.133329,3.337389,-0.353888
134.24,3.132209,3.344854,-0.361688
134.25,3.131479,3.337574,-0.364883
134.26,3.132051,3.346594,-0.359986
134.27,3.133379,3.355928,-0.358927
134.28,3.13435,3.360779,-0.359109
134.29,3.135761,3.358624,-0.361493
134.3,3.133907,3.354498,-0.356996
134.31,3.131162,3.348894,-0.354829
134.32,3.137586,3.368038,-0.355883
134.33,3.133719,3.353168,-0.351103
134.34,3.135122,3.35578,-0.358229
134.35,3.113991,3.408382,-0.402707
134.36,3.133935,3.367416,-0.358036
134.37,3.132902,3.35812,-0.348975
134.38,3.136187,3.362844,-0.357306
134.39,3.134762,3.365968,-0.3627
134.4,3.13759,3.362036,-0.355756
134.41,3.133012,3.362753,-0.358528
134.42,3.130703,3.355196,-0.356032
134.43,3.130218,3.353421,-0.354059
134.44,3.133959,3.351263,-0.354973
134.45,3.135668,3.359217,-0.359298
134.46,3.135292,3.353429,-0.363094
134.47,3.136038,3.352169,-0.362012
134.48,3.133465,3.340315,-0.359702
134.49,3.133219,3.337428,-0.359239
134.5,3.129531,3.326231,-0.356514
134.51,3.131974,3.332201,-0.361144
134.52,3.132478,3.333356,-0.360953
134.53,3.132147,3.339526,-0.354035
134.54,3.133286,3.347637,-0.362047
134.55,3.134611,3.349293,-0.358595
134.56,3.110076,3.391248,-0.408182
134.57,3.135604,3.353208,-0.359501
134.58,3.134732,3.360962,-0.360587
134.59,3.159044,3.418027,-0.336827
134.6,3.137516,3.365483,-0.363253
134.61,3.134277,3.351472,-0.366257
134.62,3.134356,3.35632,-0.368578
134.63,3.139521,3.366933,-0.365616
134.64,3.137565,3.361285,-0.364611
134.65,3.134713,3.354619,-0.366662
134.66,3.134898,3.347921,-0.370535
134.67,3.133722,3.35472,-0.35804
134.68,3.112832,3.404089,-0.398597
134.69,3.133106,3.364641,-0.354497
134.7,3.131516,3.348782,-0.350268
134.71,3.134565,3.34604,-0.363137
134.72,3.132578,3.345003,-0.361544
134.73,3.114132,3.388951,-0.412145
134.74,3.134591,3.344161,-0.362742
134.75,3.132721,3.337188,-0.353864
134.76,3.136143,3.337042,-0.361896
134.77,3.128733,3.331191,-0.356187
134.78,3.130122,3.333178,-0.356173
134.79,3.132979,3.344436,-0.360842
134.8,3.133734,3.339107,-0.356297
134.81,3.133279,3.336578,-0.361782
134.82,3.133437,3.350268,-0.366877
134.83,3.112187,3.399673,-0.411101
134.84,3.133512,3.367225,-0.368129
134.85,3.134655,3.364751,-0.366654
134.86,3.137358,3.371117,-0.369308
134.87,3.135849,3.360503,-0.366589
134.88,3.133987,3.357675,-0.368474
134.89,3.117733,3.407907,-0.404282
134.9,3.135512,3.369456,-0.361839
134.91,3.138434,3.369896,-0.35849
134.92,3.123802,3.416407,-0.404886
134.93,3.137058,3.368348,-0.364969
134.94,3.134487,3.361457,-0.35955
134.95,3.136827,3.376434,-0.36332
134.96,3.132408,3.369987,-0.358845
134.97,3.136349,3.362463,-0.36059
134.98,3.13266,3.360766,-0.362176
134.99,3.131223,3.347355,-0.35596
135,3.132806,3.340189,-0.35274
135.01,3.130567,3.336428,-0.355752
135.02,3.129914,3.334096,-0.354393
135.03,3.123157,3.209912,-0.424666
135.04,2.514607,2.213755,-0.35684
135.05,1.510947,0.632315,-0.246691
135.06,0.594964,-1.12775,-0.25806
135.07,0.479594,-2.901465,-0.14692
135.08,1.18672,-4.147676,0.073915
135.09,2.864427,-4.656007,0.425362
135.1,4.457238,-4.493805,0.766573
135.11,5.771152,-4.405988,0.956365
135.12,6.498164,-4.464562,1.127012
135.13,6.596454,-4.423658,1.112779
135.14,6.453097,-4.408046,1.081493
135.15,5.967161,-4.485791,0.965961
135.16,5.385374,-4.622628,0.848458
135.17,4.979472,-4.650502,0.811224
135.18,4.864652,-4.624445,0.791702
135.19,4.9245,-4.638903,0.803863
135.2,5.048015,-4.63815,0.832656
135.21,5.12498,-4.590236,0.837927
135.22,5.133967,-4.599742,0.839998
135.23,5.114911,-4.637307,0.829107
135.24,5.109754,-4.646033,0.827074
135.25,5.12922,-4.61497,0.833997
135.26,5.156453,-4.610541,0.83635
135.27,5.176554,-4.649706,0.831374
135.28,5.161195,-4.613159,0.836499
135.29,5.196048,-4.650982,0.847248
135.3,5.203102,-4.609041,0.841173
135.31,5.246436,-4.638697,0.855581
135.32,5.22147,-4.603352,0.858438
135.33,5.245645,-4.657164,0.843283
135.34,5.295255,-4.601475,0.816647
135.35,5.262115,-4.594995,0.847341
135.36,5.267849,-4.595668,0.844606
135.37,5.292439,-4.640486,0.841323
135.38,5.294986,-4.639686,0.843875
135.39,5.272086,-4.600612,0.845605
135.4,5.290045,-4.635161,0.858274
135.41,5.293929,-4.630723,0.856363
135.42,5.28272,-4.585852,0.850266
135.43,5.296292,-4.61681,0.860109
135.44,5.296638,-4.611434,0.862611
135.45,5.296644,-4.613403,0.860717
135.46,5.284254,-4.578421,0.864408
135.47,5.298784,-4.620257,0.859627
135.48,5.295789,-4.616533,0.85868
135.49,5.301714,-4.626319,0.862763
135.5,5.302121,-4.624883,0.846664
135.51,5.291656,-4.608586,0.854067
135.52,5.316298,-4.188384,0.865705
135.53,5.338703,-2.823151,0.750739
135.54,5.347739,-0.125405,0.323092
135.55,5.136547,3.46503,-0.247126
135.56,5.01913,7.333117,-0.802687
135.57,5.098852,10.997328,-1.413339
135.58,5.192321,13.001381,-1.869871
135.59,5.491445,12.65283,-1.740955
135.6,5.474643,11.998245,-1.51291
135.61,5.113225,12.000873,-1.507119
135.62,4.669816,12.239445,-1.59004
135.63,4.387676,12.064013,-1.451653
135.64,4.419765,12.0547,-1.442122
135.65,4.578028,12.474404,-1.577918
135.66,4.867116,12.703705,-1.613869
135.67,5.076886,12.747136,-1.593713
135.68,5.17478,12.916813,-1.651757
135.69,5.237113,13.015882,-1.697785
135.7,5.231857,12.941337,-1.665027
135.71,5.188392,12.929253,-1.6558
135.72,5.191524,12.984593,-1.671339
135.73,5.218161,12.92846,-1.659732
135.74,5.212179,12.953568,-1.672996
135.75,5.193655,12.99195,-1.688287
135.76,5.210006,12.952059,-1.664419
135.77,5.203804,12.944824,-1.663987
135.78,5.189026,12.973075,-1.679907
135.79,5.203606,12.946451,-1.668283
135.8,5.201778,12.959812,-1.675953
135.81,5.191639,12.978482,-1.679011
135.82,5.199143,12.949962,-1.649273
135.83,5.194979,12.942888,-1.668002
135.84,5.191265,12.974029,-1.68257
135.85,5.197295,12.953302,-1.67668
135.86,5.193226,12.959844,-1.679819
135.87,5.188836,12.968172,-1.682848
135.88,5.190887,12.941697,-1.673459
135.89,5.193437,12.967847,-1.685606
135.9,5.186891,12.969655,-1.68428
135.91,5.200734,12.953672,-1.680723
135.92,5.194831,12.961479,-1.680708
135.93,5.196163,12.962584,-1.672372
135.94,5.204779,12.959302,-1.667174
135.95,5.197649,12.972105,-1.674928
135.96,5.20221,12.965412,-1.676252
135.97,5.199717,12.952971,-1.65882
135.98,5.196274,12.957421,-1.664443
135.99,5.198049,12.963437,-1.666573
136,5.194513,12.955614,-1.669082
136.01,5.201128,12.966052,-1.66771
136.02,5.204102,12.961731,-1.67357
136.03,5.20788,12.955276,-1.667136
136.04,5.202076,12.964581,-1.666404
136.05,5.204449,12.971071,-1.666923
136.06,5.199457,12.964599,-1.666489
136.07,5.193919,12.967449,-1.674312
136.08,5.196451,12.969338,-1.670777
136.09,5.204329,12.959472,-1.667357
136.1,5.194138,12.97133,-1.678073
136.11,5.198215,12.950748,-1.675782
136.12,5.20032,12.956307,-1.676608
136.13,5.192196,12.943569,-1.671006
136.14,5.191756,12.945923,-1.668723
136.15,5.189376,12.947465,-1.667677
136.16,5.189538,12.966718,-1.674134
136.17,5.193005,12.964009,-1.673254
136.18,5.19226,12.965723,-1.671423
136.19,5.190842,12.970964,-1.672318
136.2,5.194831,12.96846,-1.673433
136.21,5.19707,12.966285,-1.673706
136.22,5.191458,12.972771,-1.675291
136.23,5.193477,12.971323,-1.674526
136.24,5.194244,12.964517,-1.668615
136.25,5.203728,12.964208,-1.66737
136.26,5.202661,12.966028,-1.66584
136.27,5.19244,12.953162,-1.667757
136.28,5.200683,12.966018,-1.670926
136.29,5.202775,12.954242,-1.667895
136.3,5.200631,12.969615,-1.66758
136.31,5.202036,12.966388,-1.668
136.32,5.203455,12.958446,-1.663765
136.33,5.20312,12.966261,-1.66504
136.34,5.200507,12.968467,-1.667573
136.35,5.199512,12.964381,-1.666478
136.36,5.203043,12.956505,-1.670206
136.37,5.198417,12.957666,-1.667314
136.38,5.194757,12.966005,-1.677396
136.39,5.197419,12.955143,-1.67902
136.4,5.195038,12.962663,-1.684758
136.41,5.198196,12.962643,-1.686692
136.42,5.19526,12.974521,-1.683076
136.43,5.190882,12.962954,-1.677805
136.44,5.19211,12.967642,-1.679404
136.45,5.195925,12.955575,-1.682097
136.46,5.192754,12.956359,-1.681805
136.47,5.195717,12.956635,-1.683096
136.48,5.191533,12.955807,-1.680802
136.49,5.196936,12.956013,-1.679756
136.5,5.194469,12.965672,-1.681958
136.51,5.19249,12.95567,-1.678914
136.52,5.19928,12.962561,-1.665517
136.53,5.193032,12.966274,-1.674507
136.54,5.192483,12.960884,-1.674491
136.55,5.200382,12.964935,-1.667616
136.56,5.202271,12.959347,-1.667212
136.57,5.200759,12.962692,-1.661803
136.58,5.19827,12.963473,-1.660992
136.59,5.199376,12.954887,-1.665775
136.6,5.202075,12.962487,-1.670928
136.61,5.201776,12.966146,-1.669974
136.62,5.20114,12.97779,-1.665909
136.63,5.202876,12.975458,-1.662336
136.64,5.199321,12.966916,-1.659057
136.65,5.195729,12.964193,-1.671045
136.66,5.191591,12.962156,-1.669822
136.67,5.194345,12.967287,-1.671587
136.68,5.189312,12.964272,-1.667763
136.69,5.189785,12.958776,-1.672601
136.7,5.187876,12.954154,-1.675446
136.71,5.191369,12.957116,-1.674758
136.72,5.1912,12.949552,-1.674609
136.73,5.196602,12.965919,-1.678904
136.74,5.192135,12.965982,-1.672974
136.75,5.187823,12.962442,-1.672732
136.76,5.195136,12.966905,-1.680015
136.77,5.194466,12.962878,-1.678163
136.78,5.190379,12.964409,-1.67781
136.79,5.191132,12.969958,-1.677368
136.8,5.192691,12.964082,-1.678185
136.81,5.190339,12.973144,-1.67114
136.82,5.197172,12.96913,-1.667874
136.83,5.192646,12.97623,-1.672871
136.84,5.201298,12.964055,-1.659431
136.85,5.201503,12.971045,-1.659408
136.86,5.197749,12.979036,-1.655848
136.87,5.198339,12.98101,-1.65959
136.88,5.200246,12.981616,-1.658841
136.89,5.199896,12.982937,-1.658916
136.9,5.199349,12.979485,-1.662046
136.91,5.19585,12.973592,-1.659965
136.92,5.194286,12.971722,-1.659259
136.93,5.201894,12.964392,-1.663804
136.94,5.197386,12.956767,-1.666215
136.95,5.194458,12.968312,-1.674204
136.96,5.196354,12.966511,-1.674031
136.97,5.186126,12.94813,-1.671661
136.98,5.190221,12.938741,-1.67595
136.99,5.189728,12.953993,-1.677719
137,5.192781,12.953384,-1.674042
137.01,5.189057,12.95067,-1.668667
137.02,5.188029,12.957498,-1.674816
137.03,5.189166,12.951954,-1.674619
137.04,5.191248,12.957226,-1.675506
137.05,5.193894,12.957633,-1.672354
137.06,5.191277,12.95983,-1.66915
137.07,5.192385,12.961887,-1.67479
137.08,5.193157,12.958489,-1.671886
137.09,5.191542,12.952559,-1.671087
137.1,5.201579,12.957931,-1.66529
137.11,5.199187,12.965828,-1.659628
137.12,5.203737,12.969028,-1.663206
137.13,5.201539,12.975035,-1.660082
137.14,5.185689,12.999309,-1.662914
137.15,5.10137,13.090503,-1.6689
137.16,4.975998,13.190302,-1.669192
137.17,4.883075,13.270816,-1.68652
137.18,4.866335,13.262755,-1.692158
137.19,4.88764,13.260203,-1.687486
137.2,4.881961,13.278025,-1.696671
137.21,4.868169,13.25649,-1.692813
137.22,4.88132,13.239773,-1.689869
137.23,4.877288,13.25348,-1.69382
137.24,4.86761,13.26071,-1.69918
137.25,4.875799,13.23872,-1.690534
137.26,4.890714,13.208959,-1.652902
137.27,4.893611,13.203074,-1.652859
137.28,4.888923,13.210468,-1.639815
137.29,4.88423,13.206617,-1.649384
137.3,4.871247,13.250433,-1.689715
137.31,5.400849,13.044394,-1.695516
137.32,7.257656,12.251962,-1.809082
137.33,9.88685,11.063884,-1.790172
137.34,11.98802,9.265349,-1.503118
137.35,12.68284,7.210243,-0.913698
137.36,12.234648,5.75754,-0.429617
137.37,11.496735,5.339176,-0.338306
137.38,11.07521,5.480844,-0.447451
137.39,10.761607,5.824461,-0.488186
137.4,10.333344,6.238564,-0.63271
137.41,9.96246,6.389495,-0.707302
137.42,10.003695,6.250679,-0.645676
137.43,10.435667,6.08048,-0.543478
137.44,10.849736,6.020307,-0.511281
137.45,11.095849,5.956435,-0.536745
137.46,11.122456,5.85834,-0.432879
137.47,11.089296,5.872157,-0.437817
137.48,11.100043,5.915569,-0.523128
137.49,11.124193,5.844745,-0.498567
137.5,11.079192,5.859934,-0.441722
137.51,11.096957,5.888558,-0.524342
137.52,11.094878,5.869207,-0.443991
137.53,11.109162,5.825227,-0.490908
137.54,11.069251,5.881688,-0.453621
137.55,11.112082,5.844929,-0.498688
137.56,11.112009,5.826888,-0.497709
137.57,11.064884,5.899151,-0.511101
137.58,11.084736,5.86159,-0.449961
137.59,11.08951,5.856708,-0.435106
137.6,11.060244,5.908291,-0.506335
137.61,11.081019,5.867134,-0.453792
137.62,11.112185,5.845033,-0.508461
137.63,11.046299,5.917458,-0.503767
137.64,11.038671,5.898665,-0.457113
137.65,11.074142,5.868963,-0.510714
137.66,11.052279,5.894917,-0.456642
137.67,11.040986,5.92323,-0.50267
137.68,11.045126,5.875859,-0.461432
137.69,11.041142,5.875233,-0.45514
137.7,11.041059,5.923687,-0.460415
137.71,11.00883,5.931872,-0.470019
137.72,10.987559,5.910593,-0.46841
137.73,11.007057,5.901407,-0.471343
137.74,11.004948,5.934376,-0.462485
137.75,10.982306,5.948661,-0.458363
137.76,10.94221,5.931348,-0.475282
137.77,10.946262,5.980749,-0.516798
137.78,10.952958,5.92177,-0.469745
137.79,10.941276,5.921261,-0.46363
137.8,10.97896,5.451832,-0.436017
137.81,10.937497,4.144811,-0.107171
137.82,10.515182,2.174711,0.374374
137.83,9.130445,0.306742,0.663252
137.84,6.654716,-0.838046,0.617154
137.85,3.881067,-1.358818,0.268999
137.86,1.713053,-0.539409,-0.10179
137.87,0.983408,0.285216,-0.395918
137.88,0.925772,0.791825,-0.443551
137.89,1.492477,0.580177,-0.20531
137.9,1.999579,0.697712,-0.132263
137.91,2.407633,1.112083,-0.139276
137.92,2.387275,1.315013,-0.183587
137.93,2.050326,1.073758,-0.277722
137.94,1.73249,0.880721,-0.269182
137.95,1.551943,0.769501,-0.251211
137.96,1.411101,0.755765,-0.274786
137.97,1.353942,0.809756,-0.27774
137.98,1.418117,0.761367,-0.27348
137.99,1.429044,0.81014,-0.242691
138,1.39279,0.840271,-0.272773
138.01,1.392084,0.794638,-0.236031
138.02,1.409558,0.797894,-0.237638
138.03,1.41884,0.788738,-0.242937
138.04,1.418049,0.750849,-0.30647
138.05,1.405407,0.769405,-0.284638
138.06,1.41324,0.767796,-0.279687
138.07,1.408393,0.760061,-0.275841
138.08,1.398714,0.751947,-0.278524
138.09,1.432242,0.704979,-0.340488
138.1,1.409299,0.750346,-0.287782
138.11,1.405135,0.750177,-0.28293
138.12,1.399673,0.76745,-0.247466
138.13,1.407149,0.766845,-0.250386
138.14,1.417897,0.74706,-0.286548
138.15,1.404103,0.771772,-0.252614
138.16,1.401198,0.771679,-0.257093
138.17,1.409598,0.763942,-0.28436
138.18,1.392988,0.798355,-0.254799
138.19,1.406981,0.763882,-0.286622
138.2,1.408122,0.77093,-0.286782
138.21,1.431287,0.741424,-0.334323
138.22,1.407721,0.780818,-0.27211
138.23,1.409981,0.780787,-0.268927
138.24,1.43135,0.743529,-0.327756
138.25,1.407276,0.771896,-0.282029
138.26,1.427069,0.731879,-0.330026
138.27,1.384014,0.844029,-0.27949
138.28,1.415846,0.784391,-0.273333
138.29,1.413576,0.783446,-0.277278
138.3,1.38544,0.838102,-0.285106
138.31,1.413073,0.770753,-0.286702
138.32,1.411788,0.762798,-0.280682
138.33,1.399272,0.778125,-0.280906
138.34,1.431629,0.716965,-0.329489
138.35,1.432693,0.721559,-0.334993
138.36,1.41092,0.766421,-0.279517
138.37,1.376257,0.830064,-0.28864
138.38,1.408888,0.758325,-0.278451
138.39,1.409988,0.761864,-0.27098
138.4,1.406685,0.77926,-0.258604
138.41,1.706582,0.297906,-0.195407
138.42,2.826703,-1.204771,0.094836
138.43,4.815444,-2.271307,0.529467
138.44,7.541715,-2.102095,0.9661
138.45,10.200254,-0.690283,1.064591
138.46,12.397752,1.466493,0.858439
138.47,13.227962,3.887628,0.071434
138.48,12.625773,5.489472,-0.481648
138.49,11.673162,5.698465,-0.523385
138.5,10.935071,5.413171,-0.408059
138.51,10.460451,5.302451,-0.416415
138.52,10.415643,5.300593,-0.436721
138.53,10.641787,5.20346,-0.380489
138.54,10.782747,5.313639,-0.394373
138.55,10.734676,5.375257,-0.426335
138.56,10.674868,5.277049,-0.379416
138.57,10.660303,5.26993,-0.377044
138.58,10.659027,5.424448,-0.386576
138.59,10.641017,5.379507,-0.43237
138.6,10.562676,5.389591,-0.436235
138.61,10.539719,5.423944,-0.461149
138.62,10.567504,5.421111,-0.453545
138.63,10.55934,5.375215,-0.43993
138.64,10.494233,5.479513,-0.467902
138.65,10.55295,5.423605,-0.460084
138.66,10.555021,5.419914,-0.453007
138.67,10.497354,5.481524,-0.462201
138.68,10.493457,5.471749,-0.457785
138.69,10.551149,5.388156,-0.452625
138.7,10.501143,5.464365,-0.469302
138.71,10.488035,5.489713,-0.460287
138.72,10.491932,5.486345,-0.454011
138.73,10.485709,5.48722,-0.463858
138.74,10.485751,5.491303,-0.4616
138.75,10.525868,5.448131,-0.472965
138.76,10.501556,5.472857,-0.413469
138.77,10.487493,5.483566,-0.457727
138.78,10.483118,5.484542,-0.457535
138.79,10.494401,5.475447,-0.410139
138.8,10.522049,5.453474,-0.468571
138.81,10.518832,5.453742,-0.466359
138.82,10.49188,5.478958,-0.414744
138.83,10.469414,5.500578,-0.462682
138.84,10.468676,5.501932,-0.463533
138.85,10.474936,5.485975,-0.422105
138.86,10.477663,5.490803,-0.418308
138.87,10.4579,5.518699,-0.469434
138.88,10.455693,5.508866,-0.467239
138.89,10.473105,5.480358,-0.416632
138.9,10.461323,5.507827,-0.468237
138.91,10.47648,5.485566,-0.420606
138.92,10.501888,5.451611,-0.472432
138.93,10.470773,5.514465,-0.47895
138.94,10.485061,5.532091,-0.479168
138.95,10.518584,5.515464,-0.439901
138.96,10.530294,5.496889,-0.427693
138.97,10.488733,5.533217,-0.487992
138.98,10.495027,5.545217,-0.48702
138.99,10.516056,5.522262,-0.440501
139,10.511733,5.517351,-0.439575
139.01,10.510569,5.530536,-0.439064
139.02,10.509734,5.509755,-0.434063
139.03,10.495914,5.534356,-0.484715
139.04,10.49612,5.541702,-0.485758
139.05,10.51479,5.53287,-0.432554
139.06,10.513065,5.534487,-0.433974
139.07,10.497465,5.545133,-0.486186
139.08,10.491825,5.54121,-0.484093
139.09,10.516619,5.538028,-0.439128
139.1,10.511019,5.543523,-0.439457
139.11,10.502229,5.578412,-0.486141
139.12,10.498297,5.579805,-0.487029
139.13,10.499763,5.576293,-0.491684
139.14,10.498054,5.584214,-0.487337
139.15,10.513124,5.564305,-0.43312
139.16,10.49762,5.585343,-0.487492
139.17,10.496418,5.578057,-0.491399
139.18,10.494679,5.579265,-0.49087
139.19,10.500685,5.594077,-0.492034
139.2,10.517082,5.572285,-0.438932
139.21,10.512009,5.574674,-0.436194
139.22,10.496074,5.595941,-0.492797
139.23,10.495118,5.593747,-0.490525
139.24,10.493903,5.603833,-0.491481
139.25,10.509943,5.583358,-0.433536
139.26,10.51388,5.578581,-0.442388
139.27,10.515006,5.577188,-0.444134
139.28,10.495672,5.59522,-0.497001
139.29,10.499412,5.597653,-0.490194
139.3,10.514917,5.573014,-0.448025
139.31,10.5161,5.575859,-0.44657
139.32,10.515408,5.565113,-0.446879
139.33,10.502722,5.587077,-0.492757
139.34,10.5161,5.574913,-0.447086
139.35,10.516851,5.578853,-0.444814
139.36,10.502855,5.598637,-0.494077
139.37,10.519238,5.58029,-0.451184
139.38,10.501517,5.603953,-0.495708
139.39,10.503053,5.594878,-0.49715
139.4,10.499415,5.59571,-0.494976
139.41,10.513268,5.576426,-0.448458
139.42,10.502605,5.599005,-0.493418
139.43,10.502342,5.592802,-0.495769
139.44,10.501095,5.595812,-0.488526
139.45,10.499706,5.593078,-0.490755
139.46,10.49951,5.601511,-0.494878
139.47,10.498779,5.590153,-0.492432
139.48,10.510621,5.566504,-0.440003
139.49,10.494995,5.602845,-0.487133
139.5,10.496218,5.592417,-0.492364
139.51,10.510909,5.566951,-0.441275
139.52,10.498269,5.593794,-0.493024
139.53,10.492746,5.598618,-0.48973
139.54,10.510262,5.566481,-0.434811
139.55,10.491214,5.590781,-0.492897
139.56,10.491241,5.587698,-0.49651
139.57,10.511829,5.570853,-0.445305
139.58,10.49779,5.604928,-0.495682
139.59,10.493114,5.601429,-0.487984
139.6,10.488288,5.610434,-0.492497
139.61,10.219635,5.574618,-0.533756
139.62,8.880702,5.209553,-0.484737
139.63,6.485889,5.051737,-0.455073
139.64,3.885234,5.458695,-0.541466
139.65,1.461313,6.800187,-0.749499
139.66,-0.965495,8.060061,-0.851184
139.67,-3.013679,9.504514,-0.795291
139.68,-4.358205,10.18407,-0.774922
139.69,-4.529633,9.622284,-0.73536
139.7,-3.927786,7.901271,-0.819822
139.71,-3.707026,5.927047,-0.70757
139.72,-3.499206,4.387292,-0.660941
139.73,-3.173238,4.051048,-0.684232
139.74,-3.018404,4.340737,-0.710347
139.75,-3.134852,5.027487,-0.714394
139.76,-3.671962,5.218992,-0.804968
139.77,-3.783771,5.198829,-0.765603
139.78,-3.515844,5.192689,-0.762602
139.79,-3.210143,5.082922,-0.748766
139.8,-3.14867,4.748591,-0.739582
139.81,-3.112008,4.689474,-0.72246
139.82,-3.099995,4.689885,-0.733175
139.83,-3.08849,4.65121,-0.750563
139.84,-3.099124,4.655197,-0.764628
139.85,-3.116089,4.650651,-0.765863
139.86,-3.074335,4.603181,-0.726556
139.87,-3.090698,4.680102,-0.760865
139.88,-3.090561,4.690443,-0.738996
139.89,-3.04267,4.769254,-0.765567
139.9,-3.094369,4.652124,-0.759377
139.91,-3.100172,4.64329,-0.746503
139.92,-3.098969,4.646298,-0.749949
139.93,-3.096595,4.643458,-0.74954
139.94,-3.098919,4.639234,-0.75264
139.95,-3.080484,4.681,-0.728065
139.96,-3.096327,4.652908,-0.751387
139.97,-3.0861,4.685195,-0.730582
139.98,-3.102379,4.646159,-0.750454
139.99,-3.100878,4.652256,-0.761513
140,-3.08807,4.682648,-0.739102
140.01,-3.102036,4.655559,-0.76557
140.02,-3.096497,4.651833,-0.76366
140.03,-3.085155,4.697005,-0.739242
140.04,-3.083377,4.696197,-0.746569
140.05,-3.104925,4.647492,-0.75667
140.06,-3.095418,4.667431,-0.774351
140.07,-3.09442,4.661694,-0.771971
140.08,-3.084597,4.687859,-0.734726
140.09,-3.102409,4.64513,-0.756744
140.1,-3.099035,4.64328,-0.772151
140.11,-3.100891,4.644594,-0.769851
140.12,-3.107746,4.655222,-0.761307
140.13,-3.106883,4.649879,-0.753529
140.14,-3.083979,4.689785,-0.741641
140.15,-3.050407,4.7563,-0.755379
140.16,-3.0861,4.684991,-0.74281
140.17,-3.10393,4.65366,-0.772311
140.18,-3.085813,4.677238,-0.739299
140.19,-3.100199,4.652124,-0.751009
140.2,-3.04296,4.759249,-0.753252
140.21,-3.102916,4.650277,-0.75397
140.22,-3.101743,4.651914,-0.753638
140.23,-3.101133,4.65594,-0.754786
140.24,-3.044457,4.767023,-0.750416
140.25,-3.080191,4.693279,-0.736801
140.26,-3.098788,4.655746,-0.757359
140.27,-3.095127,4.653667,-0.77182
140.28,-3.103267,4.649951,-0.752591
