Time,X,Y,Z,W
72.8,-0.081307,0.005127,-0.073747,-0.993944
72.81,-0.081358,0.005027,-0.073714,-0.993943
72.82,-0.081234,0.005114,-0.073718,-0.993952
72.83,-0.081275,0.005158,-0.073719,-0.993948
72.84,-0.081209,0.005061,-0.073675,-0.993958
72.85,-0.081248,0.005114,-0.073696,-0.993952
72.86,-0.081176,0.005123,-0.073669,-0.99396
72.87,-0.081211,0.00512,-0.073675,-0.993957
72.88,-0.081229,0.005118,-0.073696,-0.993954
72.89,-0.081233,0.005099,-0.073699,-0.993954
72.9,-0.081234,0.005081,-0.073721,-0.993952
72.91,-0.081251,0.005053,-0.073695,-0.993953
72.92,-0.081216,0.005112,-0.073733,-0.993952
72.93,-0.081277,0.005151,-0.07372,-0.993948
72.94,-0.081264,0.005066,-0.073694,-0.993952
72.95,-0.080785,0.005128,-0.074017,-0.993966
72.96,-0.081182,0.005152,-0.0737,-0.993957
72.97,-0.081186,0.005102,-0.073664,-0.99396
72.98,-0.081222,0.00511,-0.073683,-0.993956
72.99,-0.081264,0.005074,-0.073698,-0.993951
73,-0.081221,0.005074,-0.073735,-0.993952
73.01,-0.081255,0.005098,-0.073719,-0.99395
73.02,-0.081268,0.005071,-0.073702,-0.993951
73.03,-0.081297,0.005091,-0.073688,-0.993949
73.04,-0.081286,0.005069,-0.073748,-0.993946
73.05,-0.080796,0.005141,-0.074049,-0.993963
73.06,-0.081305,0.00511,-0.073748,-0.993944
73.07,-0.081189,0.005165,-0.073699,-0.993957
73.08,-0.08124,0.005106,-0.073692,-0.993954
73.09,-0.081193,0.005278,-0.073117,-0.993999
73.1,-0.072995,0.004547,-0.067175,-0.995057
73.11,-0.057867,0.003207,-0.055372,-0.996782
73.12,-0.041813,0.002477,-0.03993,-0.998324
73.13,-0.030083,0.002906,-0.021405,-0.999314
73.14,-0.017459,0.004144,-0.005198,-0.999826
73.15,-0.000386,0.003805,0.003202,-0.999988
73.16,0.016353,0.002211,0.000326,-0.999864
73.17,0.029065,0.00052,-0.010357,-0.999524
73.18,0.036791,-0.002463,-0.024742,-0.999014
73.19,0.041986,-0.005598,-0.041448,-0.998242
73.2,0.03843,-0.007004,-0.05428,-0.997761
73.21,0.037433,-0.007888,-0.059931,-0.997469
73.22,0.037993,-0.007156,-0.057246,-0.997611
73.23,0.039818,-0.006125,-0.050347,-0.997919
73.24,0.040495,-0.005396,-0.043491,-0.998218
73.25,0.038718,-0.004205,-0.039041,-0.998478
73.26,0.038833,-0.004555,-0.038469,-0.998495
73.27,0.04135,-0.005385,-0.041377,-0.998273
73.28,0.040369,-0.005471,-0.045526,-0.998132
73.29,0.04012,-0.00623,-0.050371,-0.997905
73.3,0.039332,-0.007061,-0.053996,-0.997741
73.31,0.03908,-0.007058,-0.054498,-0.997724
73.32,0.037187,-0.006923,-0.053956,-0.997827
73.33,0.039872,-0.006566,-0.051678,-0.997846
73.34,0.039882,-0.006493,-0.051525,-0.997854
73.35,0.03948,-0.006579,-0.052339,-0.997827
73.36,0.039473,-0.006585,-0.052372,-0.997826
73.37,0.039692,-0.006492,-0.051649,-0.997855
73.38,0.039689,-0.006442,-0.051436,-0.997867
73.39,0.0397,-0.006362,-0.051262,-0.997876
73.4,0.039805,-0.006312,-0.050968,-0.997887
73.41,0.039941,-0.006432,-0.050966,-0.997881
73.42,0.039666,-0.006347,-0.051026,-0.997889
73.43,0.039729,-0.006265,-0.050887,-0.997894
73.44,0.040001,-0.006227,-0.050746,-0.997891
73.45,0.040006,-0.006205,-0.050726,-0.997892
73.46,0.039835,-0.006216,-0.050796,-0.997895
73.47,0.039868,-0.00626,-0.050861,-0.99789
73.48,0.039874,-0.006219,-0.050721,-0.997897
73.49,0.039807,-0.006156,-0.050733,-0.9979
73.5,0.039851,-0.006217,-0.050864,-0.997891
73.51,0.039831,-0.006247,-0.050812,-0.997894
73.52,0.039771,-0.006185,-0.050743,-0.9979
73.53,0.03988,-0.006301,-0.050786,-0.997893
73.54,0.039713,-0.006297,-0.05087,-0.997896
73.55,0.039656,-0.006253,-0.050792,-0.997902
73.56,0.039847,-0.006208,-0.050794,-0.997895
73.57,0.039753,-0.006254,-0.050796,-0.997898
73.58,0.039732,-0.006203,-0.050776,-0.9979
73.59,0.039766,-0.006218,-0.050792,-0.997898
73.6,0.039344,-0.005941,-0.050997,-0.997906
73.61,0.039342,-0.00592,-0.050995,-0.997906
73.62,0.039403,-0.005963,-0.051041,-0.997901
73.63,0.039313,-0.00595,-0.05098,-0.997908
73.64,0.039335,-0.005921,-0.050974,-0.997908
73.65,0.039778,-0.006208,-0.050787,-0.997898
73.66,0.039854,-0.006197,-0.050773,-0.997895
73.67,0.039911,-0.006233,-0.050756,-0.997894
73.68,0.040296,-0.006041,-0.050648,-0.997885
73.69,0.04031,-0.006015,-0.050621,-0.997886
73.7,0.040011,-0.006251,-0.050783,-0.997888
73.71,0.03992,-0.006224,-0.050768,-0.997893
73.72,0.039843,-0.006233,-0.050788,-0.997895
73.73,0.03989,-0.00624,-0.050785,-0.997893
73.74,0.039893,-0.006243,-0.050765,-0.997894
73.75,0.040239,-0.006016,-0.050613,-0.997889
73.76,0.039462,-0.006006,-0.051026,-0.997899
73.77,0.039339,-0.006093,-0.051112,-0.997899
73.78,0.039767,-0.006391,-0.050794,-0.997897
73.79,0.039925,-0.006247,-0.050783,-0.997892
73.8,0.039768,-0.006303,-0.050821,-0.997896
73.81,0.039936,-0.006214,-0.050793,-0.997891
73.82,0.03995,-0.006233,-0.050775,-0.997891
73.83,0.039767,-0.006278,-0.050831,-0.997895
73.84,0.039719,-0.006262,-0.050857,-0.997896
73.85,0.03974,-0.006314,-0.050822,-0.997897
73.86,0.039908,-0.006204,-0.050766,-0.997894
73.87,0.039916,-0.00623,-0.050785,-0.997892
73.88,0.039899,-0.006214,-0.050785,-0.997893
73.89,0.039746,-0.006202,-0.050771,-0.9979
73.9,0.039749,-0.006211,-0.050751,-0.997901
73.91,0.039788,-0.00623,-0.050791,-0.997897
73.92,0.040173,-0.005994,-0.050622,-0.997892
73.93,0.039863,-0.006185,-0.050763,-0.997896
73.94,0.039896,-0.006204,-0.050783,-0.997893
73.95,0.039859,-0.006188,-0.050774,-0.997895
73.96,0.039818,-0.006224,-0.050774,-0.997897
73.97,0.039883,-0.00622,-0.050788,-0.997893
73.98,0.039815,-0.006186,-0.050758,-0.997898
73.99,0.039834,-0.006164,-0.050773,-0.997897
74,0.0398,-0.006205,-0.050777,-0.997897
74.01,0.039708,-0.00617,-0.050768,-0.997902
74.02,0.039798,-0.006204,-0.050801,-0.997896
74.03,0.040212,-0.006,-0.050626,-0.99789
74.04,0.03983,-0.00616,-0.050757,-0.997898
74.05,0.039795,-0.006208,-0.050777,-0.997898
74.06,0.039808,-0.006234,-0.050806,-0.997896
74.07,0.039821,-0.006245,-0.050781,-0.997896
74.08,0.039966,-0.006207,-0.050778,-0.997891
74.09,0.039892,-0.006199,-0.050775,-0.997894
74.1,0.039856,-0.006203,-0.050783,-0.997895
74.11,0.039612,-0.006323,-0.05085,-0.9979
74.12,0.039737,-0.006201,-0.050801,-0.997899
74.13,0.039832,-0.006239,-0.050771,-0.997896
74.14,0.040163,-0.006026,-0.050629,-0.997891
74.15,0.039765,-0.006207,-0.050741,-0.997901
74.16,0.03973,-0.006251,-0.050423,-0.997918
74.17,0.039725,-0.00615,-0.04998,-0.997941
74.18,0.039498,-0.006231,-0.049742,-0.997961
74.19,0.039852,-0.00619,-0.050039,-0.997933
74.2,0.039526,-0.005841,-0.050898,-0.997904
74.21,0.039251,-0.007271,-0.05619,-0.997622
74.22,0.034113,-0.009175,-0.068293,-0.99704
74.23,0.026924,-0.010463,-0.082111,-0.996205
74.24,0.013605,-0.009972,-0.093852,-0.995443
74.25,-0.003312,-0.008771,-0.100478,-0.994895
74.26,-0.020369,-0.006479,-0.101737,-0.994582
74.27,-0.036201,-0.00279,-0.096659,-0.994655
74.28,-0.046348,-0.000154,-0.08569,-0.995243
74.29,-0.049528,0.001167,-0.07298,-0.996102
74.3,-0.049149,0.001567,-0.06497,-0.996675
74.31,-0.048725,0.001332,-0.064292,-0.99674
74.32,-0.04889,0.000874,-0.067933,-0.996491
74.33,-0.048855,0.001058,-0.071181,-0.996266
74.34,-0.048339,0.000941,-0.071015,-0.996303
74.35,-0.048408,0.000762,-0.069416,-0.996412
74.36,-0.048654,0.000848,-0.068236,-0.996482
74.37,-0.049005,0.001581,-0.066876,-0.996556
74.38,-0.049943,0.001725,-0.064673,-0.996654
74.39,-0.049278,0.001534,-0.063759,-0.996747
74.4,-0.049532,0.001632,-0.063878,-0.996726
74.41,-0.049764,0.001719,-0.064054,-0.996703
74.42,-0.049057,0.001106,-0.064056,-0.996739
74.43,-0.049047,0.001117,-0.063951,-0.996746
74.44,-0.049326,0.001346,-0.064084,-0.996724
74.45,-0.049219,0.001275,-0.064147,-0.996725
74.46,-0.049039,0.001179,-0.063927,-0.996748
74.47,-0.049139,0.001367,-0.064013,-0.996738
74.48,-0.048935,0.001836,-0.064286,-0.996729
74.49,-0.048895,0.00181,-0.064135,-0.996741
74.5,-0.048896,0.001788,-0.064072,-0.996745
74.51,-0.04905,0.001263,-0.064065,-0.996739
74.52,-0.049043,0.001202,-0.064001,-0.996743
74.53,-0.049048,0.001144,-0.063939,-0.996747
74.54,-0.04931,0.001262,-0.064149,-0.996721
74.55,-0.049428,0.001291,-0.064175,-0.996713
74.56,-0.049312,0.001225,-0.064117,-0.996723
74.57,-0.049138,0.00117,-0.064062,-0.996735
74.58,-0.049035,0.001094,-0.064023,-0.996742
74.59,-0.049478,0.001705,-0.063901,-0.996728
74.6,-0.049447,0.00161,-0.063885,-0.99673
74.61,-0.0491,0.001255,-0.064059,-0.996737
74.62,-0.049406,0.001662,-0.063906,-0.996731
74.63,-0.049404,0.001709,-0.06389,-0.996732
74.64,-0.049375,0.001642,-0.063831,-0.996737
74.65,-0.049342,0.00151,-0.063862,-0.996737
74.66,-0.049217,0.001223,-0.064099,-0.996728
74.67,-0.049511,0.001666,-0.063914,-0.996725
74.68,-0.049508,0.001621,-0.063959,-0.996723
74.69,-0.049562,0.001622,-0.063955,-0.99672
74.7,-0.049678,0.001646,-0.063991,-0.996712
74.71,-0.049552,0.001538,-0.063969,-0.99672
74.72,-0.049624,0.001555,-0.063949,-0.996718
74.73,-0.049608,0.001611,-0.063943,-0.996719
74.74,-0.049688,0.00169,-0.064002,-0.996711
74.75,-0.049526,0.001658,-0.063911,-0.996725
74.76,-0.049187,0.001362,-0.064063,-0.996732
74.77,-0.049092,0.00136,-0.064087,-0.996735
74.78,-0.049319,0.001682,-0.063866,-0.996738
74.79,-0.04912,0.001331,-0.064052,-0.996736
74.8,-0.049096,0.001326,-0.064076,-0.996736
74.81,-0.049006,0.001178,-0.064,-0.996745
74.82,-0.049026,0.001295,-0.064034,-0.996742
74.83,-0.049034,0.001234,-0.064018,-0.996743
74.84,-0.049059,0.001352,-0.064054,-0.996739
74.85,-0.048996,0.001296,-0.064047,-0.996743
74.86,-0.049007,0.001161,-0.063998,-0.996745
74.87,-0.048957,0.001151,-0.064007,-0.996747
74.88,-0.049469,0.001688,-0.06391,-0.996727
74.89,-0.049208,0.001294,-0.064108,-0.996728
74.9,-0.049123,0.001244,-0.0641,-0.996733
74.91,-0.049097,0.001336,-0.064066,-0.996736
74.92,-0.049091,0.001422,-0.064053,-0.996737
74.93,-0.049039,0.001184,-0.063994,-0.996744
74.94,-0.049411,0.001624,-0.063847,-0.996734
74.95,-0.049285,0.001236,-0.064088,-0.996726
74.96,-0.049082,0.00118,-0.063985,-0.996742
74.97,-0.049497,0.001709,-0.063918,-0.996725
74.98,-0.049417,0.001615,-0.06388,-0.996732
74.99,-0.049461,0.001654,-0.063915,-0.996728
75,-0.049219,0.001314,-0.064103,-0.996728
75.01,-0.049503,0.001647,-0.063949,-0.996723
75.02,-0.049493,0.001698,-0.063925,-0.996725
75.03,-0.049519,0.001687,-0.063909,-0.996725
75.04,-0.049477,0.00172,-0.063932,-0.996726
75.05,-0.049533,0.001688,-0.063954,-0.996721
75.06,-0.049207,0.001254,-0.064098,-0.996729
75.07,-0.049525,0.001712,-0.063934,-0.996723
75.08,-0.049512,0.00174,-0.063899,-0.996726
75.09,-0.04942,0.001703,-0.063865,-0.996733
75.1,-0.049526,0.00171,-0.063932,-0.996723
75.11,-0.049366,0.001638,-0.063862,-0.996736
75.12,-0.049086,0.001174,-0.064039,-0.996739
75.13,-0.049414,0.001727,-0.063885,-0.996732
75.14,-0.049337,0.001819,-0.063907,-0.996734
75.15,-0.048904,0.00123,-0.064001,-0.99675
75.16,-0.049141,0.001311,-0.064064,-0.996734
75.17,-0.049196,0.001332,-0.06406,-0.996732
75.18,-0.049455,0.001638,-0.063863,-0.996731
75.19,-0.049098,0.001275,-0.064065,-0.996736
75.2,-0.049844,0.001645,-0.064083,-0.996698
75.21,-0.049486,0.00161,-0.063872,-0.996729
75.22,-0.04918,0.001279,-0.06405,-0.996733
75.23,-0.048982,0.001273,-0.064013,-0.996745
75.24,-0.049446,0.001795,-0.063921,-0.996728
75.25,-0.049095,0.001283,-0.064057,-0.996737
75.26,-0.049099,0.001221,-0.064005,-0.99674
75.27,-0.049146,0.001302,-0.06406,-0.996734
75.28,-0.049129,0.0013,-0.064061,-0.996735
75.29,-0.049072,0.001271,-0.064058,-0.996738
75.3,-0.049363,0.001653,-0.063847,-0.996737
75.31,-0.049434,0.001769,-0.063948,-0.996727
75.32,-0.049079,0.001214,-0.064023,-0.99674
75.33,-0.04923,0.001358,-0.063422,-0.996771
75.34,-0.054603,0.001491,-0.065226,-0.996374
75.35,-0.06311,0.002534,-0.069656,-0.99557
75.36,-0.074271,0.004238,-0.072504,-0.99459
75.37,-0.081738,0.005675,-0.070737,-0.994124
75.38,-0.082339,0.005717,-0.06914,-0.994187
75.39,-0.080013,0.004954,-0.072037,-0.994175
75.4,-0.078658,0.00385,-0.076785,-0.993933
75.41,-0.079258,0.004305,-0.078541,-0.993746
75.42,-0.078902,0.004011,-0.077813,-0.993833
75.43,-0.078965,0.00422,-0.07622,-0.99395
75.44,-0.079428,0.004695,-0.075571,-0.993961
75.45,-0.079459,0.00475,-0.075454,-0.993967
75.46,-0.078951,0.004225,-0.075584,-0.994
75.47,-0.079486,0.004655,-0.075467,-0.993964
75.48,-0.079466,0.0047,-0.075491,-0.993964
75.49,-0.079131,0.004243,-0.075644,-0.993981
75.5,-0.079451,0.004678,-0.075451,-0.993968
75.51,-0.079292,0.004739,-0.075422,-0.993983
75.52,-0.078996,0.004223,-0.075654,-0.993991
75.53,-0.079023,0.004244,-0.075582,-0.993994
75.54,-0.079057,0.004189,-0.075643,-0.993987
75.55,-0.079342,0.004648,-0.075533,-0.993971
75.56,-0.079007,0.004279,-0.075622,-0.993992
75.57,-0.07906,0.004178,-0.075681,-0.993984
75.58,-0.078938,0.004236,-0.075649,-0.993996
75.59,-0.078841,0.004206,-0.07563,-0.994005
75.6,-0.078938,0.004188,-0.075662,-0.993995
75.61,-0.079114,0.004289,-0.075725,-0.993976
75.62,-0.078931,0.004186,-0.075639,-0.993998
75.63,-0.078948,0.004231,-0.075626,-0.993997
75.64,-0.078926,0.004252,-0.075639,-0.993998
75.65,-0.078921,0.004236,-0.075615,-0.994
75.66,-0.078982,0.004335,-0.07568,-0.99399
75.67,-0.079143,0.004308,-0.075726,-0.993974
75.68,-0.079257,0.004282,-0.075729,-0.993964
75.69,-0.079213,0.004198,-0.075711,-0.99397
75.7,-0.079134,0.004315,-0.075699,-0.993976
75.71,-0.079439,0.004789,-0.075482,-0.993966
75.72,-0.079311,0.004322,-0.075764,-0.993957
75.73,-0.079612,0.004727,-0.075463,-0.993954
75.74,-0.07978,0.005039,-0.075073,-0.993969
75.75,-0.080117,0.00489,-0.07447,-0.993988
75.76,-0.080277,0.00495,-0.074258,-0.99399
75.77,-0.080615,0.00522,-0.074172,-0.993968
75.78,-0.080407,0.005183,-0.074239,-0.99398
75.79,-0.080176,0.004863,-0.074412,-0.993988
75.8,-0.080289,0.005256,-0.074208,-0.993992
75.81,-0.079821,0.005346,-0.074486,-0.994008
75.82,-0.080133,0.00481,-0.074362,-0.993995
75.83,-0.080391,0.00521,-0.074207,-0.993984
75.84,-0.08002,0.004814,-0.074316,-0.994008
75.85,-0.080286,0.005232,-0.074199,-0.993993
75.86,-0.080336,0.00481,-0.074339,-0.99398
75.87,-0.080084,0.005292,-0.074409,-0.993993
75.88,-0.079984,0.004823,-0.074336,-0.994009
75.89,-0.080138,0.00488,-0.074289,-0.994
75.9,-0.080142,0.004863,-0.07427,-0.994001
75.91,-0.080375,0.004781,-0.07433,-0.993978
75.92,-0.079942,0.004779,-0.074336,-0.994012
75.93,-0.079873,0.004745,-0.07435,-0.994017
75.94,-0.080277,0.005116,-0.074247,-0.99399
75.95,-0.080414,0.005199,-0.074233,-0.99398
75.96,-0.07968,0.005186,-0.074507,-0.994019
75.97,-0.079982,0.004689,-0.074427,-0.994003
75.98,-0.080359,0.005207,-0.074112,-0.993993
75.99,-0.07984,0.005215,-0.074571,-0.994001
76,-0.07967,0.005262,-0.074523,-0.994018
76.01,-0.079727,0.005251,-0.074498,-0.994015
76.02,-0.080043,0.004769,-0.074412,-0.993999
76.03,-0.080205,0.004708,-0.074315,-0.993993
76.04,-0.0793,0.00434,-0.076441,-0.993906
76.05,-0.075417,0.004104,-0.083421,-0.993648
76.06,-0.067707,0.001664,-0.097046,-0.992973
76.07,-0.060213,0.000002,-0.109201,-0.992194
76.08,-0.055123,-0.001895,-0.114028,-0.991945
76.09,-0.053525,-0.001181,-0.112349,-0.992226
76.1,-0.054702,-0.000476,-0.109366,-0.992495
76.11,-0.057082,0.000162,-0.10691,-0.992629
76.12,-0.058733,0.000429,-0.10486,-0.992751
76.13,-0.058087,0.000393,-0.104284,-0.99285
76.14,-0.056764,0.000089,-0.105631,-0.992784
76.15,-0.056506,-0.000315,-0.107135,-0.992637
76.16,-0.055754,-0.000348,-0.107229,-0.99267
76.17,-0.055493,-0.000318,-0.106687,-0.992743
76.18,-0.055662,-0.000161,-0.106761,-0.992725
76.19,-0.055983,-0.000332,-0.107074,-0.992674
76.2,-0.054658,-0.000362,-0.107991,-0.992648
76.21,-0.054136,-0.000594,-0.108606,-0.99261
76.22,-0.054295,-0.000529,-0.108678,-0.992593
76.23,-0.054295,-0.000508,-0.108649,-0.992596
76.24,-0.054103,-0.000599,-0.108683,-0.992603
76.25,-0.054246,-0.000572,-0.108671,-0.992597
76.26,-0.054221,-0.000515,-0.108668,-0.992598
76.27,-0.05406,-0.000553,-0.108657,-0.992608
76.28,-0.05418,-0.000507,-0.108629,-0.992605
76.29,-0.05431,-0.000538,-0.108714,-0.992588
76.3,-0.054237,-0.000636,-0.108666,-0.992597
76.31,-0.054248,-0.000593,-0.10856,-0.992608
76.32,-0.054322,-0.000593,-0.108593,-0.992601
76.33,-0.054267,-0.000647,-0.108651,-0.992598
76.34,-0.054267,-0.000617,-0.108611,-0.992602
76.35,-0.054281,-0.000561,-0.108669,-0.992595
76.36,-0.054197,-0.000641,-0.108675,-0.992599
76.37,-0.0542,-0.000583,-0.108579,-0.992609
76.38,-0.054225,-0.000547,-0.108636,-0.992601
76.39,-0.054223,-0.00063,-0.108685,-0.992596
76.4,-0.054291,-0.000648,-0.10867,-0.992594
76.41,-0.054325,-0.000594,-0.108626,-0.992597
76.42,-0.054285,-0.000626,-0.108646,-0.992597
76.43,-0.054182,-0.000583,-0.108636,-0.992604
76.44,-0.054177,-0.00056,-0.108638,-0.992604
76.45,-0.054136,-0.00055,-0.108656,-0.992604
76.46,-0.054164,-0.000546,-0.108669,-0.992601
76.47,-0.054143,-0.000525,-0.108625,-0.992607
76.48,-0.054134,-0.000545,-0.108644,-0.992606
76.49,-0.05421,-0.000543,-0.108662,-0.992599
76.5,-0.0542,-0.000566,-0.108688,-0.992597
76.51,-0.054177,-0.000577,-0.108684,-0.992599
76.52,-0.054227,-0.000566,-0.108645,-0.9926
76.53,-0.054245,-0.000548,-0.108678,-0.992596
76.54,-0.054213,-0.000521,-0.108675,-0.992598
76.55,-0.054241,-0.000588,-0.108701,-0.992593
76.56,-0.054298,-0.000557,-0.108702,-0.99259
76.57,-0.054212,-0.000584,-0.108671,-0.992598
76.58,-0.054264,-0.000574,-0.108676,-0.992595
76.59,-0.054226,-0.000562,-0.108698,-0.992595
76.6,-0.054268,-0.000529,-0.108729,-0.992589
76.61,-0.054246,-0.000542,-0.108685,-0.992595
76.62,-0.054237,-0.000579,-0.108645,-0.9926
76.63,-0.054184,-0.000531,-0.10862,-0.992605
76.64,-0.054218,-0.000581,-0.108655,-0.9926
76.65,-0.054157,-0.000585,-0.108651,-0.992603
76.66,-0.054167,-0.000579,-0.108668,-0.992601
76.67,-0.054198,-0.000581,-0.108678,-0.992598
76.68,-0.054252,-0.000601,-0.108691,-0.992594
76.69,-0.054185,-0.000626,-0.10866,-0.992601
76.7,-0.054186,-0.000595,-0.108653,-0.992602
76.71,-0.05425,-0.000605,-0.108643,-0.992599
76.72,-0.054271,-0.000588,-0.108704,-0.992591
76.73,-0.054201,-0.000616,-0.108672,-0.992599
76.74,-0.054139,-0.000613,-0.108637,-0.992606
76.75,-0.054171,-0.000543,-0.108652,-0.992603
76.76,-0.054179,-0.000547,-0.108625,-0.992605
76.77,-0.054226,-0.000585,-0.108644,-0.9926
76.78,-0.054256,-0.000611,-0.108699,-0.992593
76.79,-0.054155,-0.000604,-0.108645,-0.992604
76.8,-0.054199,-0.000572,-0.10861,-0.992606
76.81,-0.054206,-0.000543,-0.108626,-0.992604
76.82,-0.054363,-0.000619,-0.108651,-0.992592
76.83,-0.054264,-0.000652,-0.108641,-0.992599
76.84,-0.054271,-0.000587,-0.108646,-0.992598
76.85,-0.054219,-0.00056,-0.108616,-0.992604
76.86,-0.054218,-0.000546,-0.108617,-0.992604
76.87,-0.054254,-0.000582,-0.108652,-0.992598
76.88,-0.05419,-0.000584,-0.108639,-0.992603
76.89,-0.054209,-0.000594,-0.108672,-0.992598
76.9,-0.054228,-0.000539,-0.108657,-0.992599
76.91,-0.054218,-0.000549,-0.108674,-0.992598
76.92,-0.054246,-0.000563,-0.108689,-0.992594
76.93,-0.054287,-0.000582,-0.108717,-0.992589
76.94,-0.054351,-0.000587,-0.108702,-0.992587
76.95,-0.05433,-0.000572,-0.1087,-0.992589
76.96,-0.054299,-0.000595,-0.10866,-0.992595
76.97,-0.054288,-0.000588,-0.108681,-0.992593
76.98,-0.054262,-0.000625,-0.108657,-0.992597
76.99,-0.054264,-0.000619,-0.108655,-0.992597
77,-0.054296,-0.000605,-0.108664,-0.992594
77.01,-0.054172,-0.000587,-0.108647,-0.992603
77.02,-0.054181,-0.00062,-0.108624,-0.992605
77.03,-0.054164,-0.000646,-0.108637,-0.992605
77.04,-0.054223,-0.000648,-0.108628,-0.992602
77.05,-0.054271,-0.000669,-0.108646,-0.992598
77.06,-0.054174,-0.000662,-0.108613,-0.992607
77.07,-0.05423,-0.000618,-0.108615,-0.992603
77.08,-0.054162,-0.000598,-0.108585,-0.992611
77.09,-0.054148,-0.000609,-0.108576,-0.992612
77.1,-0.054252,-0.000602,-0.108623,-0.992601
77.11,-0.054201,-0.000577,-0.108659,-0.9926
77.12,-0.05417,-0.000579,-0.108616,-0.992607
77.13,-0.054207,-0.000597,-0.108643,-0.992602
77.14,-0.054206,-0.000561,-0.108631,-0.992603
77.15,-0.054219,-0.000538,-0.108627,-0.992603
77.16,-0.054211,-0.000559,-0.108629,-0.992603
77.17,-0.054221,-0.000568,-0.10867,-0.992598
77.18,-0.054264,-0.000536,-0.108648,-0.992598
77.19,-0.054161,-0.000597,-0.108622,-0.992606
77.2,-0.054132,-0.000638,-0.108648,-0.992605
77.21,-0.054276,-0.000558,-0.108681,-0.992594
77.22,-0.054245,-0.000598,-0.108676,-0.992596
77.23,-0.054224,-0.000596,-0.108668,-0.992598
77.24,-0.054213,-0.000626,-0.108676,-0.992598
77.25,-0.054149,-0.000551,-0.108649,-0.992604
77.26,-0.054185,-0.000558,-0.108661,-0.992601
77.27,-0.05423,-0.000582,-0.108657,-0.992599
77.28,-0.054235,-0.00053,-0.108641,-0.9926
77.29,-0.05426,-0.0006,-0.108647,-0.992598
77.3,-0.054241,-0.000549,-0.10864,-0.9926
77.31,-0.054279,-0.000556,-0.108666,-0.992595
77.32,-0.054278,-0.00058,-0.108644,-0.992598
77.33,-0.05434,-0.000615,-0.10866,-0.992593
77.34,-0.054243,-0.000552,-0.108618,-0.992602
77.35,-0.054241,-0.000557,-0.108623,-0.992602
77.36,-0.05426,-0.000575,-0.108621,-0.992601
77.37,-0.054278,-0.000541,-0.108665,-0.992595
77.38,-0.054241,-0.000534,-0.108653,-0.992599
77.39,-0.0542,-0.000533,-0.108657,-0.992601
77.4,-0.054131,-0.000547,-0.108617,-0.992609
77.41,-0.052343,-0.001668,-0.10855,-0.992711
77.42,-0.043672,-0.002474,-0.108767,-0.993104
77.43,-0.028769,-0.005596,-0.10761,-0.993761
77.44,-0.013422,-0.007035,-0.102994,-0.994567
77.45,-0.003071,-0.007926,-0.095567,-0.995387
77.46,0.00226,-0.007708,-0.089677,-0.995939
77.47,0.001666,-0.007635,-0.087969,-0.996093
77.48,-0.000864,-0.007606,-0.090022,-0.99591
77.49,-0.004076,-0.007752,-0.091726,-0.995746
77.5,-0.006962,-0.007128,-0.091322,-0.995772
77.51,-0.007489,-0.006283,-0.090613,-0.995838
77.52,-0.006849,-0.007109,-0.090761,-0.995824
77.53,-0.007013,-0.00701,-0.090951,-0.995806
77.54,-0.007251,-0.006789,-0.090513,-0.995846
77.55,-0.00644,-0.007103,-0.090791,-0.995824
77.56,-0.006295,-0.007082,-0.090888,-0.995816
77.57,-0.006741,-0.006756,-0.090496,-0.995851
77.58,-0.006118,-0.007168,-0.090859,-0.995819
77.59,-0.006014,-0.007424,-0.090922,-0.995812
77.6,-0.006346,-0.00673,-0.090524,-0.995851
77.61,-0.006022,-0.007114,-0.090908,-0.995816
77.62,-0.005113,-0.007219,-0.090903,-0.995821
77.63,-0.003741,-0.007391,-0.090652,-0.995848
77.64,-0.002568,-0.007452,-0.090839,-0.995834
77.65,-0.002129,-0.007444,-0.090724,-0.995846
77.66,-0.002044,-0.007407,-0.090639,-0.995854
77.67,-0.00214,-0.007406,-0.090784,-0.995841
77.68,-0.00224,-0.007416,-0.090698,-0.995848
77.69,-0.002187,-0.007414,-0.090653,-0.995853
77.7,-0.002084,-0.007457,-0.090776,-0.995841
77.71,-0.002212,-0.007462,-0.090694,-0.995848
77.72,-0.002208,-0.007448,-0.090649,-0.995853
77.73,-0.002111,-0.007477,-0.090734,-0.995845
77.74,-0.002071,-0.007448,-0.090666,-0.995851
77.75,-0.002058,-0.007416,-0.09068,-0.99585
77.76,-0.001788,-0.00736,-0.091091,-0.995814
77.77,-0.001735,-0.007286,-0.090981,-0.995824
77.78,-0.002007,-0.007379,-0.090701,-0.995849
77.79,-0.001993,-0.007422,-0.090742,-0.995845
77.8,-0.001742,-0.007328,-0.090977,-0.995825
77.81,-0.001716,-0.007293,-0.091014,-0.995821
77.82,-0.001978,-0.007434,-0.090722,-0.995847
77.83,-0.001685,-0.007283,-0.090983,-0.995824
77.84,-0.002016,-0.007437,-0.090772,-0.995842
77.85,-0.00209,-0.0074,-0.090755,-0.995844
77.86,-0.001798,-0.007288,-0.090959,-0.995826
77.87,-0.00168,-0.007256,-0.090989,-0.995824
77.88,-0.002044,-0.007415,-0.090703,-0.995848
77.89,-0.002086,-0.007431,-0.090711,-0.995847
77.9,-0.001845,-0.007822,-0.090906,-0.995827
77.91,-0.002157,-0.007417,-0.090771,-0.995842
