Time,X,Y,Z,W
0,-0.054326,-0.002027,-0.130717,-0.989928
0.01,,,,
0.02,,,,
0.03,,,,
0.04,-0.054305,-0.002084,-0.130731,-0.989927
0.05,-0.054325,-0.00203,-0.1307,-0.98993
0.06,-0.054339,-0.002061,-0.130745,-0.989924
0.07,-0.054366,-0.0021,-0.130787,-0.989917
0.08,-0.054312,-0.002093,-0.130816,-0.989916
0.09,-0.054288,-0.002092,-0.130787,-0.989921
0.1,-0.054273,-0.002045,-0.130742,-0.989928
0.11,-0.054266,-0.002063,-0.130751,-0.989927
0.12,-0.054242,-0.002021,-0.130764,-0.989927
0.13,-0.054354,-0.00204,-0.130815,-0.989914
0.14,-0.054331,-0.002077,-0.130843,-0.989911
0.15,-0.054321,-0.00209,-0.130806,-0.989917
0.16,,,,
0.17,,,,
0.18,-0.05446,-0.00212,-0.1308,-0.98991
0.19,-0.054505,-0.002173,-0.13079,-0.989908
0.2,-0.054506,-0.002155,-0.130794,-0.989908
0.21,-0.054493,-0.002137,-0.130772,-0.989911
0.22,,,,
0.23,-0.054502,-0.002131,-0.130796,-0.989908
0.24,-0.054404,-0.002101,-0.130795,-0.989913
0.25,-0.054437,-0.002076,-0.130806,-0.98991
0.26,-0.054468,-0.00211,-0.130816,-0.989907
0.27,-0.0544,-0.002094,-0.130831,-0.989909
0.28,-0.054354,-0.002094,-0.130783,-0.989918
0.29,-0.054334,-0.00208,-0.130788,-0.989918
0.3,-0.054354,-0.002099,-0.130796,-0.989916
0.31,-0.054434,-0.002087,-0.130773,-0.989915
0.32,-0.054382,-0.002096,-0.130781,-0.989916
0.33,-0.054541,-0.001976,-0.130848,-0.989899
0.34,-0.054404,-0.002078,-0.130784,-0.989915
0.35,-0.054429,-0.002049,-0.130758,-0.989917
0.36,-0.054574,-0.002072,-0.13079,-0.989905
0.37,-0.054375,-0.002094,-0.130721,-0.989925
0.38,-0.054364,-0.002068,-0.130786,-0.989917
0.39,-0.054544,-0.002024,-0.130829,-0.989901
0.4,-0.05443,-0.002044,-0.13085,-0.989905
0.41,-0.054497,-0.002095,-0.130844,-0.989902
0.42,-0.054521,-0.002079,-0.130859,-0.989899
0.43,-0.054389,-0.002189,-0.130787,-0.989915
0.44,-0.054477,-0.002059,-0.13083,-0.989905
0.45,-0.054291,-0.002148,-0.130785,-0.989921
0.46,-0.054358,-0.002144,-0.130774,-0.989919
0.47,-0.054464,-0.002103,-0.130852,-0.989903
0.48,-0.054432,-0.002067,-0.130816,-0.989909
0.49,-0.054355,-0.002152,-0.13078,-0.989918
0.5,-0.054253,-0.002104,-0.130762,-0.989926
0.51,-0.054423,-0.001983,-0.130848,-0.989906
0.52,-0.054374,-0.002197,-0.130785,-0.989916
0.53,-0.054323,-0.002068,-0.130792,-0.989918
0.54,-0.054387,-0.002085,-0.130823,-0.989911
0.55,-0.05445,-0.002109,-0.130827,-0.989907
0.56,-0.054413,-0.002083,-0.130788,-0.989914
0.57,-0.054505,-0.00194,-0.130845,-0.989902
0.58,-0.054403,-0.002036,-0.130827,-0.989909
0.59,-0.054425,-0.002087,-0.130849,-0.989905
0.6,-0.054471,-0.002055,-0.130839,-0.989904
0.61,-0.054403,-0.001973,-0.130847,-0.989907
0.62,-0.054417,-0.002002,-0.130838,-0.989907
0.63,-0.054314,-0.001836,-0.130738,-0.989926
0.64,-0.054385,-0.001973,-0.130828,-0.98991
0.65,-0.054336,-0.002005,-0.130881,-0.989906
0.66,-0.054579,-0.001943,-0.130877,-0.989893
0.67,-0.054437,-0.002005,-0.130835,-0.989906
0.68,-0.054586,-0.00197,-0.130894,-0.989891
0.69,-0.054372,-0.002032,-0.130849,-0.989908
0.7,-0.054537,-0.001955,-0.130863,-0.989897
0.71,-0.054465,-0.001956,-0.130849,-0.989903
0.72,-0.054386,-0.002057,-0.130775,-0.989917
0.73,-0.054229,-0.001866,-0.130739,-0.989931
0.74,-0.054312,-0.002022,-0.130778,-0.989921
0.75,-0.054323,-0.00204,-0.130804,-0.989917
0.76,-0.054425,-0.002032,-0.130845,-0.989906
0.77,-0.054332,-0.002172,-0.130735,-0.989925
0.78,-0.054327,-0.00214,-0.130739,-0.989925
0.79,-0.054245,-0.002169,-0.130725,-0.989931
0.8,-0.054325,-0.002148,-0.130737,-0.989925
0.81,-0.054313,-0.002146,-0.130779,-0.98992
0.82,-0.054325,-0.002123,-0.130772,-0.989921
0.83,-0.054251,-0.0021,-0.130773,-0.989925
0.84,-0.054264,-0.002096,-0.130727,-0.98993
0.85,-0.054285,-0.002088,-0.130754,-0.989925
0.86,-0.05426,-0.002064,-0.130764,-0.989925
0.87,-0.054285,-0.00209,-0.130765,-0.989924
0.88,-0.054306,-0.002117,-0.130739,-0.989926
0.89,-0.054315,-0.002098,-0.130748,-0.989924
0.9,-0.054326,-0.002041,-0.130773,-0.989921
0.91,-0.054328,-0.002052,-0.130767,-0.989921
0.92,-0.054317,-0.002095,-0.130807,-0.989917
0.93,-0.054333,-0.00211,-0.13078,-0.989919
0.94,-0.054451,-0.002123,-0.130786,-0.989912
0.95,-0.054402,-0.002091,-0.130803,-0.989913
0.96,-0.054457,-0.002139,-0.13083,-0.989906
0.97,-0.054419,-0.002097,-0.130851,-0.989905
0.98,-0.0544,-0.002101,-0.130818,-0.989911
0.99,-0.054424,-0.002089,-0.130817,-0.989909
1,-0.054442,-0.002022,-0.130802,-0.989911
1.01,-0.054391,-0.002078,-0.130812,-0.989912
1.02,-0.054274,-0.002021,-0.130756,-0.989926
1.03,-0.054311,-0.0021,-0.130797,-0.989918
1.04,-0.054329,-0.002082,-0.1308,-0.989917
1.05,-0.054264,-0.002073,-0.130795,-0.989921
1.06,-0.054349,-0.002078,-0.130826,-0.989912
1.07,-0.054356,-0.002104,-0.130849,-0.989909
1.08,-0.054284,-0.002148,-0.130817,-0.989917
1.09,-0.054317,-0.002127,-0.130768,-0.989922
1.1,-0.05426,-0.002064,-0.130766,-0.989925
1.11,-0.054253,-0.002124,-0.13075,-0.989928
1.12,-0.054281,-0.002136,-0.13074,-0.989927
1.13,-0.054245,-0.002086,-0.130723,-0.989932
1.14,-0.054245,-0.002117,-0.130723,-0.989932
1.15,-0.054225,-0.00208,-0.130732,-0.989932
1.16,-0.054246,-0.002081,-0.130711,-0.989933
1.17,-0.054305,-0.002086,-0.130733,-0.989927
1.18,-0.054295,-0.002104,-0.130755,-0.989925
1.19,-0.054326,-0.002061,-0.130801,-0.989917
1.2,-0.05438,-0.002087,-0.13076,-0.989919
1.21,-0.054307,-0.002097,-0.130745,-0.989925
1.22,-0.054301,-0.002113,-0.130778,-0.989921
1.23,-0.054381,-0.002112,-0.13077,-0.989918
1.24,-0.054406,-0.002137,-0.130769,-0.989917
1.25,-0.054379,-0.002164,-0.130773,-0.989917
1.26,-0.05438,-0.00215,-0.130781,-0.989916
1.27,-0.054377,-0.002108,-0.130788,-0.989916
1.28,-0.054395,-0.002141,-0.130807,-0.989912
1.29,-0.054409,-0.002108,-0.130813,-0.989911
1.3,-0.054352,-0.002076,-0.130804,-0.989915
1.31,-0.054411,-0.00211,-0.130845,-0.989906
1.32,-0.05444,-0.002083,-0.130822,-0.989908
1.33,-0.05445,-0.002043,-0.130822,-0.989907
1.34,-0.054426,-0.002019,-0.130815,-0.98991
1.35,-0.05442,-0.002091,-0.130813,-0.98991
1.36,-0.054449,-0.002077,-0.130783,-0.989913
1.37,-0.054404,-0.002004,-0.130717,-0.989924
1.38,-0.054334,-0.002067,-0.130735,-0.989925
1.39,-0.05436,-0.002058,-0.130753,-0.989921
1.4,-0.054349,-0.002078,-0.130792,-0.989917
1.41,-0.0543,-0.002097,-0.130806,-0.989918
1.42,-0.054396,-0.002009,-0.130834,-0.989909
1.43,-0.054355,-0.002034,-0.130702,-0.989928
1.44,-0.054315,-0.001995,-0.130713,-0.989929
1.45,-0.054338,-0.002089,-0.130782,-0.989919
1.46,-0.054462,-0.002064,-0.130862,-0.989901
1.47,-0.054318,-0.002099,-0.130783,-0.98992
1.48,-0.054449,-0.002048,-0.130809,-0.989909
1.49,-0.054339,-0.002022,-0.130729,-0.989926
1.5,-0.054396,-0.002138,-0.130756,-0.989919
1.51,-0.05433,-0.002124,-0.130803,-0.989916
1.52,-0.054341,-0.002126,-0.130782,-0.989918
1.53,-0.054347,-0.002065,-0.130746,-0.989923
1.54,-0.054403,-0.002041,-0.130747,-0.98992
1.55,-0.054291,-0.002036,-0.130783,-0.989921
1.56,-0.054404,-0.001993,-0.130897,-0.9899
1.57,-0.054371,-0.002133,-0.130841,-0.989909
1.58,-0.054351,-0.002154,-0.130784,-0.989918
1.59,-0.054331,-0.002051,-0.130737,-0.989925
1.6,-0.054347,-0.002111,-0.13075,-0.989922
1.61,-0.054431,-0.002138,-0.130835,-0.989907
1.62,-0.054455,-0.002038,-0.130909,-0.989896
1.63,-0.054348,-0.002059,-0.130775,-0.989919
1.64,-0.054329,-0.002068,-0.130727,-0.989927
1.65,-0.054374,-0.002046,-0.130736,-0.989923
1.66,-0.05445,-0.002111,-0.130798,-0.98991
1.67,-0.054474,-0.002085,-0.130838,-0.989904
1.68,-0.054545,-0.002026,-0.130858,-0.989897
1.69,-0.05444,-0.002082,-0.130746,-0.989918
1.7,-0.054464,-0.002105,-0.130753,-0.989916
1.71,-0.054442,-0.002084,-0.130793,-0.989912
1.72,-0.054452,-0.002101,-0.130787,-0.989912
1.73,-0.05448,-0.002119,-0.13075,-0.989915
1.74,-0.054475,-0.002114,-0.13077,-0.989913
1.75,-0.054476,-0.002103,-0.130766,-0.989913
1.76,-0.054422,-0.002148,-0.130731,-0.989921
1.77,-0.054301,-0.001946,-0.130671,-0.989936
1.78,-0.054416,-0.002111,-0.130765,-0.989917
1.79,-0.054416,-0.002161,-0.130731,-0.989921
1.8,-0.05447,-0.002182,-0.130757,-0.989915
1.81,-0.054421,-0.002203,-0.130732,-0.989921
1.82,-0.054381,-0.002156,-0.130734,-0.989923
1.83,-0.054463,-0.002225,-0.130759,-0.989915
1.84,-0.054391,-0.002164,-0.130785,-0.989915
1.85,-0.054466,-0.002209,-0.13075,-0.989916
1.86,-0.054389,-0.002194,-0.130745,-0.989921
1.87,-0.054464,-0.00218,-0.130741,-0.989917
1.88,-0.05454,-0.002126,-0.130848,-0.989899
1.89,-0.054522,-0.002129,-0.130823,-0.989903
1.9,-0.054393,-0.002174,-0.130701,-0.989926
1.91,-0.054375,-0.002096,-0.130687,-0.989929
1.92,-0.054447,-0.002067,-0.130803,-0.98991
1.93,-0.054442,-0.002153,-0.130743,-0.989918
1.94,-0.054351,-0.002158,-0.130756,-0.989921
1.95,-0.054321,-0.002038,-0.130689,-0.989932
1.96,-0.054436,-0.002101,-0.130691,-0.989925
1.97,-0.054443,-0.002099,-0.130699,-0.989924
1.98,-0.054372,-0.002107,-0.130748,-0.989921
1.99,-0.054477,-0.002024,-0.130813,-0.989907
2,-0.054443,-0.002148,-0.130734,-0.989919
2.01,-0.054429,-0.002129,-0.130761,-0.989916
2.02,-0.054443,-0.002158,-0.130767,-0.989915
2.03,-0.05444,-0.002107,-0.130713,-0.989922
2.04,-0.054604,-0.002071,-0.130833,-0.989897
2.05,-0.054438,-0.002163,-0.130787,-0.989912
2.06,-0.054393,-0.002119,-0.130773,-0.989917
2.07,-0.054324,-0.001957,-0.130702,-0.98993
2.08,-0.054463,-0.002153,-0.130802,-0.989909
2.09,-0.054454,-0.002156,-0.130823,-0.989907
2.1,-0.054427,-0.002157,-0.130827,-0.989908
2.11,-0.054402,-0.002159,-0.130804,-0.989912
2.12,-0.054405,-0.002141,-0.130821,-0.98991
2.13,-0.054461,-0.002144,-0.130821,-0.989907
2.14,-0.054543,-0.002005,-0.130905,-0.989892
2.15,-0.054386,-0.002167,-0.130835,-0.989909
2.16,-0.054382,-0.002123,-0.130821,-0.989911
2.17,-0.054339,-0.00212,-0.1308,-0.989916
2.18,-0.054278,-0.002088,-0.130786,-0.989921
2.19,-0.05431,-0.002125,-0.130801,-0.989918
2.2,-0.054342,-0.002166,-0.130803,-0.989916
2.21,-0.054288,-0.002128,-0.130809,-0.989918
2.22,-0.054249,-0.002111,-0.130792,-0.989922
2.23,-0.05428,-0.002073,-0.130691,-0.989934
2.24,-0.054214,-0.002103,-0.130693,-0.989937
2.25,-0.05423,-0.002155,-0.130719,-0.989933
2.26,-0.054331,-0.002105,-0.130778,-0.98992
2.27,-0.054273,-0.002202,-0.130708,-0.989932
2.28,-0.054232,-0.002181,-0.130704,-0.989935
2.29,-0.054286,-0.002084,-0.130692,-0.989934
2.3,-0.054248,-0.002127,-0.130701,-0.989934
2.31,-0.054347,-0.00218,-0.130725,-0.989926
2.32,-0.054406,-0.002051,-0.130786,-0.989915
2.33,-0.054249,-0.00215,-0.130726,-0.989931
2.34,-0.054388,-0.00209,-0.130816,-0.989911
2.35,-0.054349,-0.002095,-0.130839,-0.989911
2.36,-0.054268,-0.002149,-0.130771,-0.989924
2.37,-0.054326,-0.002151,-0.130774,-0.98992
2.38,-0.054345,-0.002177,-0.130775,-0.989919
2.39,-0.054353,-0.002186,-0.130769,-0.98992
2.4,-0.054389,-0.002138,-0.130764,-0.989918
2.41,-0.054377,-0.002202,-0.130769,-0.989918
2.42,-0.054431,-0.002157,-0.130798,-0.989911
2.43,-0.05445,-0.002137,-0.130835,-0.989905
2.44,-0.054544,-0.002047,-0.130876,-0.989895
2.45,-0.054364,-0.002062,-0.130786,-0.989917
2.46,-0.054337,-0.002055,-0.130761,-0.989922
2.47,-0.054294,-0.002041,-0.130751,-0.989925
2.48,-0.054341,-0.00207,-0.130771,-0.98992
2.49,-0.054367,-0.002082,-0.130777,-0.989918
2.5,-0.054303,-0.002051,-0.130779,-0.989921
2.51,-0.054271,-0.002021,-0.130775,-0.989923
2.52,-0.054376,-0.002047,-0.130692,-0.989929
2.53,-0.054255,-0.002054,-0.130718,-0.989932
2.54,-0.054304,-0.002128,-0.130731,-0.989927
2.55,-0.05427,-0.002147,-0.130761,-0.989925
2.56,-0.054215,-0.002054,-0.130752,-0.989929
2.57,-0.054144,-0.002033,-0.130726,-0.989937
2.58,-0.054133,-0.002049,-0.130731,-0.989937
2.59,-0.054198,-0.002124,-0.130754,-0.98993
2.6,-0.054222,-0.002103,-0.130787,-0.989924
2.61,-0.054232,-0.002121,-0.13074,-0.98993
2.62,-0.054225,-0.002058,-0.130746,-0.98993
2.63,-0.054287,-0.002039,-0.130692,-0.989934
2.64,-0.05429,-0.002133,-0.130754,-0.989925
2.65,-0.054292,-0.002125,-0.130808,-0.989918
2.66,-0.054341,-0.002118,-0.130769,-0.98992
2.67,-0.054334,-0.002099,-0.130764,-0.989921
2.68,-0.054443,-0.001957,-0.13085,-0.989904
2.69,-0.054503,-0.002032,-0.130857,-0.9899
2.7,-0.054352,-0.002082,-0.130801,-0.989916
2.71,-0.054405,-0.002067,-0.130856,-0.989905
2.72,-0.054435,-0.002096,-0.130805,-0.98991
2.73,-0.05449,-0.001952,-0.130836,-0.989904
2.74,-0.054372,-0.002086,-0.130784,-0.989917
2.75,-0.054401,-0.002099,-0.130835,-0.989908
2.76,-0.054444,-0.002103,-0.130795,-0.989911
2.77,-0.054401,-0.002086,-0.130766,-0.989917
2.78,-0.054341,-0.002073,-0.130781,-0.989919
2.79,-0.054318,-0.002035,-0.130801,-0.989917
2.8,-0.054377,-0.002086,-0.130787,-0.989916
2.81,-0.054348,-0.002089,-0.130789,-0.989917
2.82,-0.054275,-0.002041,-0.130783,-0.989922
2.83,-0.05439,-0.002099,-0.130766,-0.989918
2.84,-0.054317,-0.002067,-0.130748,-0.989924
2.85,-0.054283,-0.002072,-0.130751,-0.989926
2.86,-0.054324,-0.002101,-0.130749,-0.989924
2.87,-0.054348,-0.002129,-0.13073,-0.989925
2.88,-0.054322,-0.002139,-0.1308,-0.989917
2.89,-0.054399,-0.002085,-0.130793,-0.989914
2.9,-0.054368,-0.002021,-0.130793,-0.989916
2.91,-0.054326,-0.002061,-0.130799,-0.989917
2.92,-0.054407,-0.002092,-0.130786,-0.989914
2.93,-0.054389,-0.002144,-0.130818,-0.989911
2.94,-0.05436,-0.002187,-0.130851,-0.989908
2.95,-0.054395,-0.002183,-0.130833,-0.989909
2.96,-0.054406,-0.00215,-0.130785,-0.989915
2.97,-0.054293,-0.002104,-0.130809,-0.989918
2.98,-0.054306,-0.002097,-0.130855,-0.989911
2.99,-0.054367,-0.002139,-0.130814,-0.989913
3,-0.054382,-0.002198,-0.130776,-0.989917
3.01,-0.054361,-0.002127,-0.130729,-0.989924
3.02,-0.054352,-0.002104,-0.130732,-0.989925
3.03,-0.054317,-0.002113,-0.130775,-0.989921
3.04,-0.054419,-0.002131,-0.130784,-0.989914
3.05,-0.054414,-0.002129,-0.130773,-0.989916
3.06,-0.054385,-0.001993,-0.130739,-0.989922
3.07,-0.054368,-0.00206,-0.130761,-0.98992
3.08,-0.054495,-0.00205,-0.130713,-0.989919
3.09,-0.054494,-0.002125,-0.130784,-0.98991
3.1,-0.054514,-0.002162,-0.130785,-0.989909
3.11,-0.054407,-0.002136,-0.13077,-0.989916
3.12,-0.054458,-0.002104,-0.130698,-0.989923
3.13,-0.054521,-0.001979,-0.130803,-0.989906
3.14,-0.054371,-0.002135,-0.130809,-0.989913
3.15,-0.054385,-0.002137,-0.130824,-0.989911
3.16,-0.054357,-0.002135,-0.130741,-0.989923
3.17,-0.054303,-0.002065,-0.130769,-0.989922
3.18,-0.054387,-0.002129,-0.1308,-0.989914
3.19,-0.054425,-0.002167,-0.130795,-0.989912
3.2,-0.054407,-0.002209,-0.130806,-0.989912
3.21,-0.054535,-0.002068,-0.130885,-0.989894
3.22,-0.054435,-0.002098,-0.130803,-0.989911
3.23,-0.054457,-0.002135,-0.130792,-0.989911
3.24,-0.054459,-0.002094,-0.130828,-0.989906
3.25,-0.054413,-0.002119,-0.130847,-0.989906
3.26,-0.054372,-0.002219,-0.130819,-0.989912
3.27,-0.054383,-0.002174,-0.130789,-0.989915
3.28,-0.054327,-0.002095,-0.130791,-0.989918
3.29,-0.054313,-0.002049,-0.13079,-0.989919
3.3,-0.054297,-0.002068,-0.130786,-0.98992
3.31,-0.054293,-0.002047,-0.130793,-0.98992
3.32,-0.054329,-0.002067,-0.130777,-0.98992
3.33,-0.054281,-0.00208,-0.130778,-0.989922
3.34,-0.054275,-0.002099,-0.130767,-0.989924
3.35,-0.054315,-0.002131,-0.130775,-0.989921
3.36,-0.054327,-0.002109,-0.130755,-0.989923
3.37,-0.054284,-0.002079,-0.130749,-0.989926
3.38,-0.054301,-0.002122,-0.130722,-0.989929
3.39,-0.0543,-0.002059,-0.130668,-0.989936
3.4,-0.054336,-0.002051,-0.130682,-0.989932
3.41,-0.054346,-0.002092,-0.130704,-0.989929
3.42,-0.054305,-0.002031,-0.130807,-0.989917
3.43,-0.054314,-0.002023,-0.130812,-0.989916
3.44,-0.054177,-0.001866,-0.130705,-0.989938
3.45,-0.054336,-0.002025,-0.130763,-0.989922
3.46,-0.054424,-0.002114,-0.130792,-0.989913
3.47,-0.05439,-0.00205,-0.130841,-0.989908
3.48,-0.054321,-0.001972,-0.1308,-0.989918
3.49,-0.054456,-0.002112,-0.130811,-0.989908
3.5,-0.05433,-0.001951,-0.13076,-0.989922
3.51,-0.054425,-0.002016,-0.130822,-0.989909
3.52,-0.05443,-0.002054,-0.130819,-0.989909
3.53,-0.054438,-0.002083,-0.130858,-0.989903
3.54,-0.054348,-0.00201,-0.130856,-0.989909
3.55,-0.054371,-0.001987,-0.130827,-0.989911
3.56,-0.054353,-0.002005,-0.130807,-0.989915
3.57,-0.05432,-0.002043,-0.130844,-0.989912
3.58,-0.054388,-0.002042,-0.130879,-0.989903
3.59,-0.054382,-0.00206,-0.13084,-0.989909
3.6,-0.054342,-0.002099,-0.13078,-0.989919
3.61,-0.054329,-0.002039,-0.13075,-0.989924
3.62,-0.054392,-0.002034,-0.130714,-0.989925
3.63,-0.054352,-0.002072,-0.13073,-0.989925
3.64,-0.054319,-0.002046,-0.130796,-0.989918
3.65,-0.054341,-0.002054,-0.130779,-0.989919
3.66,-0.054238,-0.002052,-0.130754,-0.989928
3.67,-0.054259,-0.001987,-0.130687,-0.989936
3.68,-0.054248,-0.002035,-0.130687,-0.989936
3.69,-0.054226,-0.002006,-0.130741,-0.989931
3.7,-0.054201,-0.002008,-0.130759,-0.98993
3.71,-0.054231,-0.002027,-0.130779,-0.989925
3.72,-0.054236,-0.002031,-0.130746,-0.989929
3.73,-0.054301,-0.002075,-0.130741,-0.989926
3.74,-0.054292,-0.00209,-0.130744,-0.989926
3.75,-0.054347,-0.002125,-0.130781,-0.989918
3.76,-0.054353,-0.002132,-0.130814,-0.989914
3.77,-0.054294,-0.002112,-0.130774,-0.989922
3.78,-0.054472,-0.002,-0.130879,-0.989899
3.79,-0.054393,-0.002098,-0.130792,-0.989914
3.8,-0.054338,-0.00206,-0.130833,-0.989912
3.81,-0.054391,-0.002067,-0.13083,-0.98991
3.82,-0.054372,-0.002082,-0.1308,-0.989915
3.83,-0.054408,-0.0021,-0.130778,-0.989915
3.84,-0.054433,-0.002135,-0.130823,-0.989908
3.85,-0.054431,-0.002073,-0.130817,-0.989909
3.86,-0.054403,-0.002067,-0.130825,-0.989909
3.87,-0.054335,-0.002019,-0.130805,-0.989916
3.88,-0.054375,-0.001993,-0.130794,-0.989915
3.89,-0.054368,-0.002008,-0.13081,-0.989914
3.9,-0.0544,-0.002137,-0.130762,-0.989918
3.91,-0.054311,-0.002069,-0.130737,-0.989926
3.92,-0.054349,-0.002087,-0.130753,-0.989922
3.93,-0.054299,-0.002116,-0.130708,-0.989931
3.94,-0.054352,-0.00211,-0.130723,-0.989926
3.95,-0.054387,-0.002108,-0.130746,-0.989921
3.96,-0.054351,-0.002099,-0.130754,-0.989922
3.97,-0.054354,-0.002081,-0.13077,-0.98992
3.98,-0.054346,-0.002062,-0.130755,-0.989922
3.99,-0.05431,-0.002051,-0.130799,-0.989918
4,-0.054483,-0.002015,-0.130861,-0.9899
4.01,-0.054372,-0.002087,-0.130805,-0.989914
4.02,-0.054374,-0.002043,-0.130818,-0.989912
4.03,-0.054362,-0.0021,-0.130779,-0.989918
4.04,-0.054342,-0.00213,-0.13078,-0.989919
4.05,-0.054341,-0.002067,-0.130816,-0.989914
4.06,-0.054359,-0.002126,-0.1308,-0.989915
4.07,-0.054311,-0.002061,-0.130829,-0.989914
4.08,-0.054378,-0.002103,-0.130817,-0.989912
4.09,-0.05433,-0.002101,-0.130808,-0.989916
4.1,-0.054413,-0.002139,-0.130816,-0.98991
4.11,-0.05433,-0.002045,-0.130827,-0.989913
4.12,-0.054447,-0.002015,-0.130867,-0.989902
4.13,-0.05432,-0.002107,-0.130788,-0.989919
4.14,-0.054297,-0.002091,-0.130759,-0.989924
4.15,-0.054405,-0.002153,-0.13076,-0.989918
4.16,-0.054461,-0.002038,-0.130856,-0.989902
4.17,-0.054368,-0.002119,-0.130771,-0.989918
4.18,-0.05457,-0.002051,-0.130782,-0.989906
4.19,-0.054317,-0.002041,-0.130683,-0.989933
4.2,-0.054371,-0.002071,-0.130698,-0.989928
4.21,-0.054369,-0.002097,-0.13076,-0.98992
4.22,-0.054361,-0.002125,-0.130793,-0.989916
4.23,-0.05433,-0.002094,-0.130764,-0.989922
4.24,-0.054375,-0.002013,-0.130727,-0.989924
4.25,-0.054324,-0.002059,-0.130741,-0.989925
4.26,-0.05437,-0.00209,-0.130797,-0.989915
4.27,-0.054382,-0.002078,-0.130842,-0.989908
4.28,-0.054399,-0.002078,-0.130877,-0.989903
4.29,-0.054351,-0.00204,-0.130843,-0.98991
4.3,-0.054376,-0.002036,-0.130779,-0.989917
4.31,-0.054337,-0.002064,-0.130785,-0.989918
4.32,-0.054385,-0.002061,-0.130847,-0.989908
4.33,-0.054437,-0.00214,-0.130843,-0.989905
4.34,-0.054519,-0.002116,-0.130845,-0.9899
4.35,-0.05441,-0.0021,-0.130827,-0.989909
4.36,-0.054322,-0.00212,-0.130818,-0.989915
4.37,-0.054327,-0.002075,-0.130787,-0.989919
4.38,-0.054365,-0.002103,-0.130814,-0.989913
4.39,-0.054363,-0.00212,-0.130829,-0.989911
4.4,-0.054365,-0.002093,-0.130842,-0.989909
4.41,-0.054394,-0.002071,-0.130798,-0.989914
4.42,-0.054337,-0.002055,-0.130824,-0.989913
4.43,-0.054351,-0.002156,-0.130755,-0.989922
4.44,-0.05434,-0.00208,-0.130752,-0.989923
4.45,-0.054361,-0.002133,-0.130743,-0.989923
4.46,-0.054318,-0.00216,-0.130745,-0.989925
4.47,-0.054397,-0.002092,-0.130717,-0.989924
4.48,-0.054324,-0.002114,-0.130712,-0.989929
4.49,-0.054319,-0.002133,-0.130726,-0.989927
4.5,-0.05432,-0.00209,-0.130757,-0.989923
4.51,-0.054274,-0.002067,-0.130762,-0.989925
4.52,-0.054485,-0.00201,-0.130866,-0.9899
4.53,-0.054246,-0.002019,-0.130805,-0.989921
4.54,-0.054307,-0.002035,-0.130819,-0.989916
4.55,-0.054341,-0.002102,-0.130768,-0.98992
4.56,-0.054265,-0.002106,-0.130771,-0.989924
4.57,-0.054337,-0.002111,-0.13077,-0.98992
4.58,-0.054422,-0.002104,-0.130802,-0.989911
4.59,-0.054422,-0.002112,-0.130816,-0.98991
4.6,-0.054397,-0.002097,-0.130839,-0.989908
4.61,-0.054367,-0.002042,-0.130799,-0.989915
4.62,-0.054374,-0.002098,-0.130788,-0.989916
4.63,-0.054377,-0.002104,-0.130813,-0.989912
4.64,-0.054363,-0.002057,-0.130802,-0.989915
4.65,-0.054301,-0.00203,-0.130848,-0.989912
4.66,-0.05431,-0.002116,-0.13082,-0.989915
4.67,-0.054343,-0.002049,-0.130773,-0.98992
4.68,-0.054495,-0.001987,-0.13085,-0.989901
4.69,-0.054344,-0.002081,-0.130768,-0.98992
4.7,-0.05446,-0.002046,-0.130847,-0.989904
4.71,-0.054389,-0.002063,-0.130786,-0.989915
4.72,-0.054369,-0.0021,-0.130749,-0.989921
4.73,-0.054304,-0.002113,-0.130731,-0.989927
4.74,-0.054283,-0.002013,-0.130716,-0.989931
4.75,-0.05428,-0.002067,-0.13077,-0.989924
4.76,-0.054325,-0.002051,-0.130773,-0.989921
4.77,-0.054416,-0.001965,-0.13081,-0.989911
4.78,-0.054275,-0.002018,-0.130721,-0.98993
4.79,-0.054258,-0.002057,-0.130735,-0.989929
4.8,-0.054325,-0.00209,-0.13077,-0.989921
4.81,-0.054362,-0.002087,-0.130767,-0.989919
4.82,-0.054319,-0.002053,-0.130786,-0.989919
4.83,-0.054303,-0.002104,-0.130766,-0.989923
4.84,-0.054315,-0.002101,-0.130741,-0.989925
4.85,-0.054339,-0.002067,-0.130788,-0.989918
4.86,-0.054346,-0.00208,-0.130822,-0.989913
4.87,-0.054376,-0.002096,-0.130861,-0.989906
4.88,-0.054389,-0.002121,-0.130849,-0.989907
4.89,-0.054358,-0.002089,-0.130818,-0.989913
4.9,-0.054544,-0.00204,-0.130891,-0.989893
4.91,-0.05434,-0.002109,-0.130828,-0.989913
4.92,-0.054374,-0.002144,-0.1308,-0.989914
4.93,-0.054373,-0.002091,-0.130817,-0.989912
4.94,-0.054324,-0.002066,-0.130853,-0.98991
4.95,-0.054357,-0.002137,-0.130819,-0.989913
4.96,-0.054323,-0.002108,-0.13077,-0.989921
4.97,-0.054295,-0.002075,-0.130791,-0.98992
4.98,-0.054351,-0.002083,-0.130799,-0.989916
4.99,-0.054352,-0.002119,-0.130784,-0.989918
5,-0.054366,-0.002116,-0.130775,-0.989918
5.01,-0.05454,-0.001993,-0.130788,-0.989907
5.02,-0.054465,-0.001987,-0.130853,-0.989903
5.03,-0.054305,-0.002055,-0.13078,-0.989921
