%time,field.mx,field.my,field.fz,field.t,,time dif,avg time,max dif
1.67694E+18,324,144,495.88,1676941320,10.11447001,0.005570173,,
1.67694E+18,313,166,484.12,1676941320,10.11478996,0.000319958,,
1.67694E+18,307,188,478.24,1676941320,10.14595985,0.031169891,,
1.67694E+18,300,212,466.48,1676941320,10.14638996,0.000430107,,
1.67694E+18,299,229,466.48,1676941320,10.14681005,0.000420094,,
1.67694E+18,301,246,460.6,1676941320,10.14709997,0.000289917,,
1.67694E+18,342,308,448.84,1676941320,10.15264988,0.005549908,,
1.67694E+18,353,331,456.68,1676941320,10.19472003,0.04207015,,
1.67694E+18,355,356,452.76,1676941320,10.19561005,0.000890017,,
1.67694E+18,360,386,444.92,1676941320,10.19588995,0.000279903,,
1.67694E+18,356,412,452.76,1676941320,10.19623995,0.000349998,,
1.67694E+18,353,445,444.92,1676941320,10.24343991,0.047199965,,
1.67694E+18,348,481,448.84,1676941320,10.24386001,0.000420094,,
1.67694E+18,339,518,442.96,1676941320,10.24424005,0.000380039,,
1.67694E+18,337,561,431.2,1676941320,10.24496984,0.000729799,,
1.67694E+18,332,600,415.52,1676941323,13.60728002,3.362310171,,
1.67694E+18,336,639,407.68,1676941323,13.60805988,0.000779867,,
1.67694E+18,338,676,390.04,1676941323,13.6084199,0.000360012,,
1.67694E+18,353,716,378.28,1676941323,13.60870004,0.000280142,,
1.67694E+18,-7,19,-137.2,1676941323,13.65553999,0.046839952,,
1.67694E+18,-10,16,-135.24,1676941323,13.65595007,0.00041008,,
1.67694E+18,-6,16,-141.12,1676941323,13.65626001,0.000309944,,
1.67694E+18,-10,13,-137.2,1676941323,13.65673995,0.000479937,,
1.67694E+18,-9,15,-143.08,1676941323,13.70474005,0.048000097,,
1.67694E+18,-9,13,-137.2,1676941323,13.70533991,0.000599861,,
1.67694E+18,-12,9,-143.08,1676941323,13.70563984,0.000299931,,
1.67694E+18,-10,9,-145.04,1676941323,13.70596004,0.000320196,,
1.67694E+18,-12,12,-139.16,1676941323,13.71142006,0.005460024,,
1.67694E+18,-16,10,-145.04,1676941323,13.7536099,0.042189837,,
1.67694E+18,-13,11,-145.04,1676941323,13.75404,0.000430107,,
1.67694E+18,-11,10,-137.2,1676941323,13.75446987,0.000429869,,
1.67694E+18,-11,8,-141.12,1676941323,13.75484991,0.000380039,,
1.67694E+18,-10,2,-137.2,1676941323,13.76034999,0.005500078,,
1.67694E+18,-8,3,-141.12,1676941323,13.76065993,0.000309944,,
1.67694E+18,-13,-1,-137.2,1676941324,13.81256986,0.051909924,,
1.67694E+18,-19,-16,-123.48,1676941324,13.81295991,0.000390053,,
1.67694E+18,-9,-37,-78.4,1676941324,13.82392001,0.010960102,,
1.67694E+18,85,63,-43.12,1676941324,13.82426,0.000339985,,
1.67694E+18,189,89,41.16,1676941324,13.86133003,0.037070036,,
1.67694E+18,248,180,78.4,1676941324,13.86170983,0.000379801,,
1.67694E+18,310,307,203.84,1676941324,13.86220002,0.000490189,,
1.67694E+18,338,375,272.44,1676941324,13.86251998,0.000319958,,
1.67694E+18,342,383,311.64,1676941324,13.89928985,0.036769867,,
1.67694E+18,323,362,301.84,1676941324,13.89971995,0.000430107,,
1.67694E+18,280,314,282.24,1676941324,13.89997005,0.000250101,,
1.67694E+18,228,246,258.72,1676941324,13.91587996,0.01590991,,
1.67694E+18,175,187,227.36,1676941324,13.94782996,0.031949997,,
1.67694E+18,135,155,188.16,1676941324,13.94823003,0.000400066,,
1.67694E+18,105,146,147,1676941324,13.95876002,0.010529995,,
1.67694E+18,88,152,113.68,1676941324,13.95920992,0.000449896,,
1.67694E+18,79,164,78.4,1676941324,13.97454,0.015330076,,
1.67694E+18,81,178,45.08,1676941324,13.97513986,0.000599861,,
1.67694E+18,90,188,21.56,1676941324,13.99724007,0.02210021,,
1.67694E+18,89,185,-3.92,1676941324,13.99765992,0.000419855,,
1.67694E+18,80,181,-27.44,1676941324,13.99795985,0.000299931,,
1.67694E+18,71,171,-50.96,1676941324,14.00976992,0.011810064,,
1.67694E+18,59,163,-80.36,1676941324,14.00998998,0.00022006,,
1.67694E+18,33,143,-101.92,1676941324,14.05631995,0.046329975,,
1.67694E+18,4,120,-129.36,1676941324,14.05672002,0.000400066,,
1.67694E+18,-16,86,-150.92,1676941324,14.05726004,0.000540018,,
1.67694E+18,-20,32,-156.8,1676941324,14.05749989,0.000239849,,
1.67694E+18,-15,18,-156.8,1676941324,14.10505986,0.047559977,,
1.67694E+18,-18,16,-156.8,1676941324,14.1054399,0.000380039,,
1.67694E+18,-20,14,-156.8,1676941324,14.10579991,0.000360012,,
1.67694E+18,-12,21,-156.8,1676941324,14.10592985,0.000129938,,
1.67694E+18,-9,25,-150.92,1676941324,14.24052,0.134590149,,
1.67694E+18,-15,23,-150.92,1676941324,14.24098992,0.000469923,,
1.67694E+18,-12,24,-147,1676941324,14.24144983,0.000459909,,
1.67694E+18,-15,23,-148.96,1676941324,14.24166989,0.00022006,,
1.67694E+18,-16,22,-150.92,1676941324,14.28973985,0.048069954,,
1.67694E+18,-14,22,-148.96,1676941324,14.29025006,0.000510216,,
1.67694E+18,-17,17,-141.12,1676941324,14.29063988,0.000389814,,
1.67694E+18,-17,16,-143.08,1676941324,14.29103994,0.000400066,,
1.67694E+18,-15,16,-143.08,1676941324,14.29134989,0.000309944,,
1.67694E+18,-12,14,-135.24,1676941324,14.29161,0.000260115,,
1.67694E+18,-17,10,-135.24,1676941324,14.31775999,0.026149988,,
1.67694E+18,-13,10,-139.16,1676941324,14.31824994,0.00048995,,
1.67694E+18,-12,8,-131.32,1676941324,14.33804989,0.019799948,,
1.67694E+18,-16,5,-129.36,1676941324,14.33855987,0.000509977,,
1.67694E+18,-12,9,-131.32,1676941324,14.33882999,0.000270128,,
1.67694E+18,-10,8,-127.4,1676941324,14.35469985,0.015869856,,
1.67694E+18,-13,3,-125.44,1676941324,14.38723993,0.032540083,,
1.67694E+18,-11,1,-123.48,1676941324,14.38771987,0.000479937,,
1.67694E+18,-10,1,-123.48,1676941324,14.38821006,0.000490189,,
1.67694E+18,-11,2,-125.44,1676941324,14.38835001,0.000139952,,
1.67694E+18,-9,4,-129.36,1676941324,14.41004992,0.021699905,,
1.67694E+18,-8,6,-125.44,1676941324,14.41041994,0.000370026,,
1.67694E+18,-9,3,-129.36,1676941324,14.43129992,0.020879984,,
1.67694E+18,-10,0,-121.52,1676941324,14.43177986,0.000479937,,
1.67694E+18,-8,1,-123.48,1676941324,14.43228984,0.000509977,,
1.67694E+18,-11,-1,-123.48,1676941324,14.43254995,0.000260115,,
1.67694E+18,-11,-1,-129.36,1676941324,14.43268991,0.000139952,,
1.67694E+18,-12,-1,-131.32,1676941324,14.45886993,0.026180029,,
1.67694E+18,-12,0,-133.28,1676941324,14.45930004,0.000430107,,
1.67694E+18,-11,1,-127.4,1676941324,14.48479986,0.025499821,,
1.67694E+18,-15,0,-129.36,1676941324,14.48526001,0.000460148,,
1.67694E+18,-14,3,-135.24,1676941324,14.53463006,0.04937005,,
1.67694E+18,-13,4,-129.36,1676941324,14.53516984,0.00053978,,
1.67694E+18,-17,3,-133.28,1676941324,14.53551984,0.000349998,,
1.67694E+18,-17,2,-135.24,1676941324,14.53589988,0.000380039,,
1.67694E+18,-17,3,-139.16,1676941324,14.58197999,0.046080112,,
1.67694E+18,-14,4,-139.16,1676941324,14.58240986,0.000429869,,
1.67694E+18,-18,2,-141.12,1676941324,14.58289003,0.000480175,,
1.67694E+18,-16,5,-145.04,1676941324,14.58326006,0.000370026,,
1.67694E+18,-14,8,-147,1676941324,14.63467002,0.05140996,,
1.67694E+18,-12,11,-148.96,1676941324,14.63509989,0.000429869,,
1.67694E+18,-15,11,-147,1676941324,14.63567996,0.000580072,,
1.67694E+18,-14,13,-145.04,1676941324,14.63608003,0.000400066,,
1.67694E+18,-13,15,-152.88,1676941324,14.63645005,0.000370026,,
1.67694E+18,-12,17,-150.92,1676941324,14.63681006,0.000360012,,
1.67694E+18,-14,17,-152.88,1676941324,14.67981005,0.042999983,,
1.67694E+18,-19,15,-147,1676941324,14.68020988,0.000399828,,
1.67694E+18,-18,16,-150.92,1676941324,14.69600987,0.015799999,,
1.67694E+18,-18,15,-152.88,1676941324,14.71195984,0.015949965,,
1.67694E+18,-18,15,-148.96,1676941324,14.71231985,0.000360012,,
1.67694E+18,-23,9,-148.96,1676941324,14.72825003,0.015930176,,
1.67694E+18,-26,9,-152.88,1676941324,14.72873998,0.00048995,,
1.67694E+18,-23,11,-152.88,1676941324,14.75511003,0.026370049,,
1.67694E+18,-19,13,-154.84,1676941324,14.75563002,0.000519991,,
1.67694E+18,-15,12,-145.04,1676941324,14.77728987,0.021659851,,
1.67694E+18,-36,-27,-109.76,1676941324,14.77766991,0.000380039,,
1.67694E+18,-42,58,-68.6,1676941324,14.77850986,0.000839949,,
1.67694E+18,3,115,-52.92,1676941325,14.77873993,0.000230074,,
1.67694E+18,58,111,-11.76,1676941325,14.82554007,0.046800137,,
1.67694E+18,105,155,33.32,1676941325,14.82594991,0.000409842,,
1.67694E+18,131,137,90.16,1676941325,14.82608986,0.000139952,,
1.67694E+18,131,113,135.24,1676941325,14.82653999,0.000450134,,
1.67694E+18,117,120,137.2,1676941325,14.8747499,0.048209906,,
1.67694E+18,105,147,113.68,1676941325,14.87515998,0.00041008,,
1.67694E+18,94,156,90.16,1676941325,14.87529993,0.000139952,,
1.67694E+18,80,144,66.64,1676941325,14.87575006,0.000450134,,
1.67694E+18,66,113,64.68,1676941325,14.91743994,0.041689873,,
1.67694E+18,58,85,56.84,1676941325,14.91782999,0.000390053,,
1.67694E+18,52,68,41.16,1676941325,14.92451,0.006680012,,
1.67694E+18,73,75,23.52,1676941325,14.92470002,0.00019002,,
1.67694E+18,99,89,3.92,1676941325,14.94064999,0.015949965,,
1.67694E+18,98,106,-5.88,1676941325,14.94122005,0.000570059,,
1.67694E+18,89,130,-31.36,1676941325,14.94175005,0.000530005,,
1.67694E+18,77,148,-60.76,1676941325,14.94190001,0.000149965,,
1.67694E+18,67,162,-72.52,1676941325,14.97839999,0.036499977,,
1.67694E+18,55,163,-92.12,1676941325,14.97879004,0.000390053,,
1.67694E+18,44,145,-107.8,1676941325,15.00484991,0.026059866,,
1.67694E+18,25,117,-117.6,1676941325,15.00521994,0.000370026,,
1.67694E+18,4,83,-133.28,1676941325,15.03656006,0.031340122,,
1.67694E+18,-18,47,-147,1676941325,15.03715992,0.000599861,,
1.67694E+18,-21,14,-154.84,1676941325,15.03763986,0.000479937,,
1.67694E+18,-16,15,-164.64,1676941325,15.03779006,0.000150204,,
1.67694E+18,-17,15,-164.64,1676941325,15.06927991,0.031489849,,
1.67694E+18,-26,-13,-162.68,1676941325,15.06968999,0.00041008,,
1.67694E+18,-12,17,-158.76,1676941325,15.06985998,0.000169992,,
1.67694E+18,-7,23,-162.68,1676941325,15.09094,0.021080017,,
1.67694E+18,-7,24,-154.84,1676941325,15.11891985,0.027979851,,
1.67694E+18,-10,19,-152.88,1676941325,15.11943984,0.000519991,,
1.67694E+18,-6,22,-158.76,1676941325,15.11959004,0.000150204,,
1.67694E+18,-10,19,-148.96,1676941325,15.14074993,0.021159887,,
1.67694E+18,-11,19,-152.88,1676941325,15.15165997,0.010910034,,
1.67694E+18,-9,19,-147,1676941325,15.16246986,0.010809898,,
1.67694E+18,-10,16,-150.92,1676941325,15.16289997,0.000430107,,
1.67694E+18,-12,12,-141.12,1676941325,15.16307998,0.000180006,,
1.67694E+18,-11,12,-147,1676941325,15.16318989,0.000109911,,
1.67694E+18,-10,9,-139.16,1676941325,15.18946004,0.026270151,,
1.67694E+18,-10,-2,-141.12,1676941325,15.18984985,0.000389814,,
1.67694E+18,-12,5,-137.2,1676941325,15.22634006,0.036490202,,
1.67694E+18,-14,12,-143.08,1676941325,15.22671986,0.000379801,,
1.67694E+18,-11,14,-135.24,1676941325,15.23738003,0.010660172,,
1.67694E+18,-13,12,-135.24,1676941325,15.23778987,0.000409842,,
1.67694E+18,-11,13,-139.16,1676941325,15.27507997,0.037290096,,
1.67694E+18,-8,12,-131.32,1676941325,15.27543998,0.000360012,,
1.67694E+18,-12,10,-129.36,1676941325,15.30152988,0.026089907,,
1.67694E+18,-8,11,-135.24,1676941325,15.30191994,0.000390053,,
1.67694E+18,-6,12,-129.36,1676941325,15.32272005,0.020800114,,
1.67694E+18,-8,8,-125.44,1676941325,15.32309985,0.000379801,,
1.67694E+18,-10,11,-131.32,1676941325,15.34399986,0.020900011,,
1.67694E+18,-9,11,-131.32,1676941325,15.36005998,0.016060114,,
1.67694E+18,-7,9,-123.48,1676941325,15.3605299,0.000469923,,
1.67694E+18,-10,7,-129.36,1676941325,15.36071992,0.00019002,,
1.67694E+18,-9,9,-127.4,1676941325,15.38196993,0.02125001,,
1.67694E+18,-14,7,-125.44,1676941325,15.38238001,0.00041008,,
1.67694E+18,-14,8,-129.36,1676941325,15.39821005,0.01583004,,
1.67694E+18,-12,8,-131.32,1676941325,15.39860988,0.000399828,,
1.67694E+18,-12,8,-131.32,1676941325,15.40961003,0.011000156,,
1.67694E+18,-11,9,-125.44,1676941325,15.41543007,0.005820036,,
1.67694E+18,-14,7,-125.44,1676941325,15.41578984,0.000359774,,
1.67694E+18,-16,6,-129.36,1676941325,15.42649984,0.010710001,,
1.67694E+18,-16,11,-141.12,1676941325,15.42686987,0.000370026,,
1.67694E+18,-11,13,-139.16,1676941325,15.46974993,0.042880058,,
1.67694E+18,-14,10,-139.16,1676941325,15.47054005,0.000790119,,
1.67694E+18,-13,11,-145.04,1676941325,15.47099996,0.000459909,,
1.67694E+18,-14,10,-141.12,1676941325,15.47138,0.000380039,,
1.67694E+18,-12,12,-148.96,1676941325,15.50874996,0.037369967,,
1.67694E+18,-15,11,-141.12,1676941325,15.50934005,0.000590086,,
1.67694E+18,-15,11,-147,1676941325,15.50980997,0.000469923,,
1.67694E+18,-17,10,-145.04,1676941325,15.51023006,0.000420094,,
1.67694E+18,-14,13,-147,1676941325,15.55692005,0.046689987,,
1.67694E+18,-18,9,-147,1676941325,15.55733991,0.000419855,,
1.67694E+18,-18,8,-150.92,1676941325,15.55781984,0.000479937,,
1.67694E+18,-17,8,-154.84,1676941325,15.55841994,0.0006001,,
1.67694E+18,-15,10,-150.92,1676941325,15.60620999,0.047790051,,
1.67694E+18,-19,7,-152.88,1676941325,15.60663986,0.000429869,,
1.67694E+18,-16,7,-156.8,1676941325,15.60712004,0.000480175,,
1.67694E+18,-14,8,-154.84,1676941325,15.60749984,0.000379801,,
1.67694E+18,-14,7,-150.92,1676941325,15.60785985,0.000360012,,
1.67694E+18,-19,5,-154.84,1676941325,15.60840988,0.000550032,,
1.67694E+18,-16,7,-156.8,1676941325,15.65490985,0.046499968,,
1.67694E+18,-14,8,-158.76,1676941325,15.65544987,0.000540018,,
1.67694E+18,-12,7,-147,1676941325,15.65584993,0.000400066,,
1.67694E+18,-27,-42,-105.84,1676941325,15.65622997,0.000380039,,
1.67694E+18,41,115,-123.48,1676941325,15.65658998,0.000360012,,
1.67694E+18,65,164,-74.48,1676941325,15.70409989,0.047509909,,
1.67694E+18,72,147,-64.68,1676941325,15.70984983,0.005749941,,
1.67694E+18,85,132,-39.2,1676941325,15.71004987,0.000200033,,
1.67694E+18,87,129,-7.84,1676941325,15.71542001,0.00537014,,
1.67694E+18,81,111,1.96,1676941325,15.75223994,0.036819935,,
1.67694E+18,78,103,7.84,1676941325,15.75266004,0.000420094,,
1.67694E+18,72,98,11.76,1676941325,15.75283003,0.000169992,,
1.67694E+18,53,94,5.88,1676941326,15.77967,0.026839972,,
1.67694E+18,49,91,7.84,1676941326,15.80057001,0.020900011,,
1.67694E+18,45,79,9.8,1676941326,15.80095005,0.000380039,,
1.67694E+18,51,59,13.72,1676941326,15.80138993,0.000439882,,
1.67694E+18,65,36,25.48,1676941326,15.80151987,0.000129938,,
1.67694E+18,71,16,47.04,1676941326,15.84974003,0.048220158,,
1.67694E+18,76,8,54.88,1676941326,15.85015988,0.000419855,,
1.67694E+18,97,7,62.72,1676941326,15.85068989,0.000530005,,
1.67694E+18,131,9,84.28,1676941326,15.85082984,0.000139952,,
1.67694E+18,154,14,105.84,1676941326,15.85654998,0.005720139,,
1.67694E+18,174,21,117.6,1676941326,15.85696006,0.00041008,,
1.67694E+18,188,32,131.32,1676941326,15.89947987,0.042519808,,
1.67694E+18,197,45,145.04,1676941326,15.9000299,0.000550032,,
1.67694E+18,195,55,150.92,1676941326,15.90052986,0.000499964,,
1.67694E+18,193,62,150.92,1676941326,15.9009099,0.000380039,,
1.67694E+18,171,63,154.84,1676941326,15.90130997,0.000400066,,
1.67694E+18,161,65,156.8,1676941326,15.90171003,0.000400066,,
1.67694E+18,149,67,156.8,1676941326,15.94739985,0.045689821,,
1.67694E+18,137,72,150.92,1676941326,15.94784999,0.000450134,,
1.67694E+18,134,81,148.96,1676941326,15.94866991,0.000819921,,
1.67694E+18,123,86,145.04,1676941326,15.94906998,0.000400066,,
1.67694E+18,119,93,139.16,1676941326,15.99620986,0.047139883,,
1.67694E+18,118,96,137.2,1676941326,15.99663997,0.000430107,,
1.67694E+18,117,94,133.28,1676941326,15.99712992,0.00048995,,
1.67694E+18,120,90,133.28,1676941326,15.9974699,0.000339985,,
1.67694E+18,123,86,137.2,1676941326,16.04448986,0.047019958,,
1.67694E+18,122,81,133.28,1676941326,16.04506993,0.000580072,,
1.67694E+18,131,83,125.44,1676941326,16.04542994,0.000360012,,
1.67694E+18,136,83,131.32,1676941326,16.04577994,0.000349998,,
1.67694E+18,140,85,125.44,1676941326,16.09416986,0.048389912,,
1.67694E+18,145,88,125.44,1676941326,16.09482002,0.000650167,,
1.67694E+18,145,87,125.44,1676941326,16.09503007,0.000210047,,
1.67694E+18,145,87,119.56,1676941326,16.09570003,0.000669956,,
1.67694E+18,147,87,115.64,1676941326,16.09609985,0.000399828,,
