%time,field.accel_x,field.accel_y,field.accel_z,field.gyro_x,field.gyro_y,field.gyro_z,field.state,field.swing_time,,time dif,avg time dif,max
1.67694E+18,-1.0078125,-0.228515625,-0.446044922,0.038167939,-0.79389313,1.870229008,0,1676941310,0.344599962,0.014790058,,
1.67694E+18,-1.047851563,-0.318359375,-0.452636719,0.022900763,-1.167938931,3.763358779,0,1676941310,0.36390996,0.019309998,,
1.67694E+18,-1.068115234,-0.331542969,-0.464355469,-0.190839695,-2.335877863,4.961832061,0,1676941310,0.378910065,0.015000105,,
1.67694E+18,-1.006347656,-0.335449219,-0.366455078,-1.946564885,-3.458015267,3.908396947,0,1676941310,0.393810034,0.014899969,,
1.67694E+18,-1.099853516,-0.382080078,-0.143554688,-0.160305344,-3.740458015,6.717557252,0,1676941310,0.408839941,0.015029907,,
1.67694E+18,-1.325927734,-0.284667969,-0.039306641,0.114503817,-2.404580153,7.129770992,0,1676941310,0.423490047,0.014650106,,
1.67694E+18,-1.557861328,-0.359619141,-0.147216797,-0.687022901,-1.786259542,8.305343511,0,1676941310,0.43840003,0.014909983,,
1.67694E+18,-1.565917969,0.135986328,-0.155029297,0.946564885,-2.20610687,9.160305344,0,1676941310,0.467819929,0.029419899,,
1.67694E+18,-1.451171875,0.130126953,-0.107666016,0.893129771,-2.030534351,7.938931298,0,1676941310,0.482419968,0.014600039,,
1.67694E+18,-0.987304688,0.753173828,-0.088867188,2.335877863,-3.267175573,10.94656489,0,1676941310,0.504430056,0.022010088,,
1.67694E+18,-1.288818359,0.158203125,0.0390625,2.007633588,-2.06870229,9.961832061,0,1676941310,0.519170046,0.01473999,,
1.67694E+18,-1.199951172,0.317871094,-0.184082031,2.145038168,-1.572519084,10.48091603,0,1676941310,0.53550005,0.016330004,,
1.67694E+18,-0.952636719,0.241210938,-0.121826172,1.809160305,-1.648854962,10.1221374,0,1676941310,0.550159931,0.014659882,,
1.67694E+18,-0.890869141,0.346923828,-0.135742188,1.79389313,-1.603053435,9.809160305,0,1676941310,0.573999882,0.023839951,,
1.67694E+18,-0.774902344,0.283447266,-0.125488281,0.610687023,-1.381679389,8.503816794,0,1676941310,0.595989943,0.021990061,,
1.67694E+18,-0.552490234,0.368652344,-0.156738281,0.259541985,-1.511450382,7.595419847,0,1676941310,0.610610008,0.014620066,,
1.67694E+18,-0.407470703,0.420410156,-0.158691406,0.198473282,-1.580152672,6.526717557,0,1676941310,0.625659943,0.015049934,,
1.67694E+18,-0.353759766,0.424804688,-0.154052734,0.20610687,-1.603053435,4.916030534,0,1676941310,0.646719933,0.02105999,,
1.67694E+18,-0.263427734,0.426757813,-0.1484375,0.106870229,-1.549618321,3.610687023,0,1676941310,0.661589861,0.014869928,,
1.67694E+18,-0.212646484,0.448486328,-0.170410156,0.083969466,-1.473282443,2.374045802,0,1676941310,0.676019907,0.014430046,,
1.67694E+18,-0.180419922,0.421630859,-0.165527344,-0.061068702,-1.190839695,0.374045802,0,1676941310,0.698070049,0.022050142,,
1.67694E+18,-0.143066406,0.444091797,-0.156982422,-0.198473282,-0.938931298,-1.076335878,0,1676941310,0.712759972,0.014689922,,
1.67694E+18,-0.210449219,0.411621094,-0.15234375,-0.473282443,-0.603053435,-2.473282443,0,1676941310,0.728029966,0.015269995,,
1.67694E+18,-0.252197266,0.374755859,-0.153320313,-0.870229008,-0.129770992,-3.748091603,0,1676941310,0.743219852,0.015189886,,
1.67694E+18,-0.350830078,0.346679688,-0.159667969,-1.519083969,0.305343511,-4.992366412,0,1676941310,0.759079933,0.015860081,,
1.67694E+18,-0.436035156,0.339599609,-0.160888672,-2.099236641,0.641221374,-6.061068702,0,1676941310,0.773900032,0.014820099,,
1.67694E+18,-0.528564453,0.3125,-0.176757813,-2.732824427,0.832061069,-7,0,1676941311,0.789190054,0.015290022,,
1.67694E+18,-0.615966797,0.325927734,-0.200683594,-3.282442748,0.885496183,-7.79389313,0,1676941311,0.803920031,0.014729977,,
1.67694E+18,-0.67578125,0.358886719,-0.197021484,-3.503816794,0.79389313,-8.511450382,0,1676941311,0.818719864,0.014799833,,
1.67694E+18,-0.779785156,0.340332031,-0.179199219,-3.541984733,0.603053435,-9.076335878,0,1676941311,0.833859921,0.015140057,,
1.67694E+18,-0.828857422,0.319335938,-0.158691406,-3.152671756,0.519083969,-9.396946565,0,1676941311,0.850029945,0.016170025,,
1.67694E+18,-0.895996094,0.323730469,-0.161865234,-2.396946565,0.511450382,-9.664122137,0,1676941311,0.865119934,0.015089989,,
1.67694E+18,-0.91796875,0.345214844,-0.165771484,-1.190839695,0.679389313,-10.24427481,0,1676941311,0.886940002,0.021820068,,
1.67694E+18,-0.985107422,0.312011719,-0.137207031,0.450381679,1.229007634,-10.7480916,0,1676941311,0.902169943,0.01522994,,
1.67694E+18,-1.014892578,0.257568359,-0.121582031,1.114503817,1.511450382,-10.9389313,0,1676941311,0.908669949,0.006500006,,
1.67694E+18,-1.006103516,0.208251953,-0.112548828,1.732824427,1.786259542,-11.23664122,0,1676941311,0.91869998,0.010030031,,
1.67694E+18,-1.008789063,0.190673828,-0.172119141,2.427480916,1.893129771,-11.46564885,0,1676941311,0.928740025,0.010040045,,
1.67694E+18,-0.978027344,0.183349609,-0.197265625,3.290076336,1.877862595,-11.63358779,0,1676941311,0.938740015,0.00999999,,
1.67694E+18,-0.931884766,0.153076172,-0.209716797,4.122137405,1.786259542,-11.80916031,0,1676941311,0.949699879,0.010959864,,
1.67694E+18,-1.629638672,1.202636719,-0.075927734,7.450381679,3.496183206,-8.65648855,0,1676941311,0.95875001,0.009050131,,
1.67694E+18,-1.717285156,0.958496094,-0.470703125,14,0.748091603,-10.95419847,0,1676941311,0.968770027,0.010020018,,
1.67694E+18,-0.928955078,-0.038818359,-0.181884766,7.312977099,1.854961832,-12.99236641,0,1676941311,0.978790045,0.010020018,,
1.67694E+18,2,0.785888672,0.077392578,8.694656489,5.152671756,-11.36641221,0,1676941311,0.988739967,0.009949923,,
1.67694E+18,2,2,0.368896484,-3.572519084,8.091603053,-7.854961832,0,1676941311,0.998790026,0.010050058,,
1.67694E+18,0.187255859,-1.096191406,-1.275878906,-3.175572519,5.465648855,-5.167938931,0,1676941311,1.008729935,0.009939909,,
1.67694E+18,-1.856201172,-0.360595703,-0.817382813,-4.427480916,5.72519084,-3.839694656,0,1676941311,1.018699884,0.00996995,,
1.67694E+18,-0.547607422,-1.255126953,-0.564697266,-7.534351145,0.496183206,-3.290076336,0,1676941311,1.028789997,0.010090113,,
1.67694E+18,-1.092529297,0.051025391,-0.370849609,-4.824427481,-0.885496183,-2.572519084,0,1676941311,1.038820028,0.010030031,,
1.67694E+18,-1.060546875,0.182617188,-0.402832031,-0.984732824,-1.419847328,-2.458015267,0,1676941311,1.048709869,0.009889841,,
1.67694E+18,-1.028320313,-0.081054688,-0.442626953,1.679389313,-1.244274809,-2.328244275,0,1676941311,1.058759928,0.010050058,,
1.67694E+18,-0.954345703,-0.304931641,-0.714355469,3.511450382,-1.022900763,-1.893129771,0,1676941311,1.068729877,0.00996995,,
1.67694E+18,-0.917236328,-0.587646484,-0.720458984,2.900763359,-1.34351145,-0.977099237,0,1676941311,1.078939915,0.010210037,,
1.67694E+18,-1.0078125,-0.494384766,-0.687255859,1.824427481,-1.679389313,0.480916031,0,1676941311,1.088799953,0.009860039,,
1.67694E+18,-1.004394531,-0.388671875,-0.568115234,0.435114504,-2.34351145,1.916030534,0,1676941311,1.098739862,0.009939909,,
1.67694E+18,-1.083984375,-0.2421875,-0.446777344,-0.946564885,-2.564885496,3.122137405,0,1676941311,1.108700037,0.009960175,,
1.67694E+18,-1.097900391,-0.226806641,-0.3671875,-1.458015267,-2.27480916,4.20610687,0,1676941311,1.118710041,0.010010004,,
1.67694E+18,-0.922607422,-0.170166016,-0.324707031,-2.335877863,-2.381679389,4.763358779,0,1676941311,1.128799915,0.010089874,,
1.67694E+18,-0.789306641,-0.062988281,-0.2265625,-2.297709924,-3.694656489,4.549618321,0,1676941311,1.138939857,0.010139942,,
1.67694E+18,-0.983886719,-0.028808594,-0.130859375,-0.885496183,-4.083969466,4.282442748,0,1676941311,1.148750067,0.009810209,,
1.67694E+18,-1.051269531,-0.408203125,0.129394531,-0.664122137,-4.091603053,4.946564885,0,1676941311,1.158750057,0.00999999,,
1.67694E+18,-1.222412109,-0.544677734,0.158691406,-1.664122137,-3.114503817,6.106870229,0,1676941311,1.168609858,0.0098598,,
1.67694E+18,-1.198486328,-0.599609375,-0.063964844,-3.480916031,-2.389312977,6.916030534,0,1676941311,1.179080009,0.010470152,,
1.67694E+18,-1.155517578,-0.520019531,-0.224609375,-5.572519084,-2.251908397,7.473282443,0,1676941311,1.188600063,0.009520054,,
1.67694E+18,-1.438232422,-0.25,-0.295898438,-6.526717557,-2.34351145,7.748091603,0,1676941311,1.198580027,0.009979963,,
1.67694E+18,-1.395751953,-0.258300781,-0.217529297,-7.366412214,-2.358778626,8.06870229,0,1676941311,1.208580017,0.00999999,,
1.67694E+18,-1.282226563,-0.260009766,-0.226318359,-7.526717557,-2.458015267,8.572519084,0,1676941311,1.218580008,0.00999999,,
1.67694E+18,-1.271972656,-0.196289063,-0.233886719,-7.534351145,-2.916030534,9.732824427,0,1676941311,1.228649855,0.010069847,,
1.67694E+18,-1.309814453,0.247314453,-0.233398438,-6.312977099,-3.374045802,10.25954198,0,1676941311,1.238630056,0.009980202,,
1.67694E+18,-1.454589844,0.305664063,-0.006103516,-6.13740458,-3.564885496,10.09923664,0,1676941311,1.248579979,0.009949923,,
1.67694E+18,-1.618408203,0.167724609,0.047607422,-6.198473282,-3.190839695,10.04580153,0,1676941311,1.258669853,0.010089874,,
1.67694E+18,-1.638183594,0.051025391,0.166259766,-6.374045802,-2.770992366,10.35877863,0,1676941311,1.268630028,0.009960175,,
1.67694E+18,-1.552734375,0.086425781,0.227294922,-5.908396947,-2.114503817,12.04580153,0,1676941311,1.278739929,0.010109901,,
1.67694E+18,-1.181884766,1.323486328,0.215576172,-1.007633588,-2.916030534,12.29007634,0,1676941311,1.289459944,0.010720015,,
1.67694E+18,-1.706787109,0.307373047,0.106445313,-2.312977099,-2.038167939,10.83206107,0,1676941311,1.298589945,0.009130001,,
1.67694E+18,-1.392578125,0.380371094,0.016845703,-1.083969466,-0.007633588,10.49618321,0,1676941311,1.308589935,0.00999999,,
1.67694E+18,-1.183837891,0.199707031,-0.067138672,-1.954198473,-2.190839695,11.09160305,0,1676941311,1.31862998,0.010040045,,
1.67694E+18,-1.026855469,0.312011719,0.004638672,0.473282443,-2.351145038,10.94656489,0,1676941311,1.328909874,0.010279894,,
1.67694E+18,-0.950195313,0.525878906,-0.047851563,1.374045802,-2.465648855,10.42748092,0,1676941311,1.338619947,0.009710073,,
1.67694E+18,-0.953613281,0.526367188,-0.083251953,2.259541985,-2.65648855,9.824427481,0,1676941311,1.348599911,0.009979963,,
1.67694E+18,-0.894775391,0.530273438,-0.064453125,3.213740458,-2.954198473,9.557251908,0,1676941311,1.358969927,0.010370016,,
1.67694E+18,-0.935058594,0.520751953,-0.025634766,3.72519084,-2.778625954,8.847328244,0,1676941311,1.368669987,0.00970006,,
1.67694E+18,-0.854980469,0.398681641,-0.047363281,3.732824427,-2.732824427,8.27480916,0,1676941311,1.378659964,0.009989977,,
1.67694E+18,-0.760742188,0.425292969,-0.099121094,3.977099237,-2.748091603,7.824427481,0,1676941311,1.388599873,0.009939909,,
1.67694E+18,-0.693847656,0.409667969,-0.117675781,4.114503817,-2.885496183,7.41221374,0,1676941311,1.39861989,0.010020018,,
1.67694E+18,-0.641601563,0.359619141,-0.135498047,3.908396947,-3.030534351,6.938931298,0,1676941311,1.40858984,0.00996995,,
1.67694E+18,-0.587890625,0.369140625,-0.129394531,3.732824427,-3.122137405,6.473282443,0,1676941311,1.418619871,0.010030031,,
1.67694E+18,-0.537841797,0.331787109,-0.135498047,3.34351145,-3.221374046,5.93129771,0,1676941311,1.428689957,0.010070086,,
1.67694E+18,-0.504150391,0.308105469,-0.14453125,2.702290076,-3.290076336,5.41221374,0,1676941311,1.438649893,0.009959936,,
1.67694E+18,-0.449707031,0.287841797,-0.164306641,1.961832061,-3.389312977,4.900763359,0,1676941311,1.448719978,0.010070086,,
1.67694E+18,-0.405517578,0.278320313,-0.1640625,1.114503817,-3.511450382,4.374045802,0,1676941311,1.458899975,0.010179996,,
1.67694E+18,-0.373779297,0.277832031,-0.193115234,0.290076336,-3.648854962,3.809160305,0,1676941311,1.46901989,0.010119915,,
1.67694E+18,-0.377197266,0.277587891,-0.177734375,-0.641221374,-3.709923664,3.267175573,0,1676941311,1.478909969,0.009890079,,
1.67694E+18,-0.414794922,0.287597656,-0.157958984,-1.557251908,-3.633587786,2.709923664,0,1676941311,1.488709927,0.009799957,,
1.67694E+18,-0.452148438,0.302734375,-0.142333984,-2.435114504,-3.381679389,2.145038168,0,1676941311,1.498719931,0.010010004,,
1.67694E+18,-0.487548828,0.304199219,-0.132568359,-3.13740458,-3.061068702,1.748091603,0,1676941311,1.508699894,0.009979963,,
1.67694E+18,-0.510498047,0.317138672,-0.129638672,-3.709923664,-2.595419847,1.435114504,0,1676941311,1.518699884,0.00999999,,
1.67694E+18,-0.525634766,0.381835938,-0.128662109,-3.908396947,-2.076335878,1.167938931,0,1676941311,1.528729916,0.010030031,,
1.67694E+18,-0.517089844,0.397949219,-0.111816406,-3.86259542,-1.549618321,0.977099237,0,1676941311,1.538709879,0.009979963,,
1.67694E+18,-0.521240234,0.444580078,-0.097412109,-3.534351145,-1.022900763,0.809160305,0,1676941311,1.548719883,0.010010004,,
1.67694E+18,-0.463134766,0.402832031,-0.073486328,-3.297709924,-0.763358779,0.755725191,0,1676941311,1.558729887,0.010010004,,
1.67694E+18,-0.508300781,0.520507813,-0.076660156,-2.572519084,-0.007633588,0.557251908,0,1676941311,1.569200039,0.010470152,,
1.67694E+18,-0.495117188,0.481689453,-0.055175781,-2.045801527,0.549618321,0.374045802,0,1676941311,1.578830004,0.009629965,,
1.67694E+18,-0.458740234,0.433837891,-0.037109375,-1.687022901,1.076335878,0.175572519,0,1676941311,1.588759899,0.009929895,,
1.67694E+18,-0.415283203,0.431884766,-0.077392578,-1.259541985,1.427480916,-0.152671756,0,1676941311,1.598719835,0.009959936,,
1.67694E+18,-0.405273438,0.492431641,-0.105957031,-0.41221374,0.015267176,-0.557251908,0,1676941311,1.608729839,0.010010004,,
1.67694E+18,-0.369384766,0.441650391,-0.079833984,0.290076336,2.335877863,-0.923664122,0,1676941311,1.619299889,0.010570049,,
1.67694E+18,-0.372558594,0.487792969,-0.086181641,0.86259542,2.694656489,-1.366412214,0,1676941311,1.628789902,0.009490013,,
1.67694E+18,-0.338623047,0.503417969,-0.087890625,1.458015267,2.977099237,-1.938931298,0,1676941311,1.638880014,0.010090113,,
1.67694E+18,-0.336914063,0.493164063,-0.113037109,2.030534351,3.229007634,-2.65648855,0,1676941311,1.648740053,0.009860039,,
1.67694E+18,-0.337646484,0.451904297,-0.107666016,2.396946565,3.335877863,-3.427480916,0,1676941311,1.660029888,0.011289835,,
1.67694E+18,-0.354248047,0.428222656,-0.115234375,2.58778626,3.358778626,-4.13740458,0,1676941311,1.668809891,0.008780003,,
1.67694E+18,-0.373535156,0.436279297,-0.112792969,2.549618321,3.190839695,-4.900763359,0,1676941311,1.678920031,0.01011014,,
1.67694E+18,-0.384765625,0.395751953,-0.141357422,2.549618321,3.022900763,-5.687022901,0,1676941311,1.688760042,0.009840012,,
1.67694E+18,-0.337646484,0.388427734,-0.138183594,2.541984733,2.778625954,-6.541984733,0,1676941311,1.698809862,0.01004982,,
1.67694E+18,-0.387695313,0.384277344,-0.152099609,2.389312977,2.389312977,-7.160305344,0,1676941311,1.708770037,0.009960175,,
1.67694E+18,-0.375488281,0.519287109,-0.103027344,2.923664122,1.984732824,-7.72519084,0,1676941311,1.718790054,0.010020018,,
1.67694E+18,-0.482910156,0.484130859,-0.130859375,3.282442748,1.908396947,-8.854961832,0,1676941311,1.728780031,0.009989977,,
1.67694E+18,-0.512939453,0.411621094,-0.132080078,3.167938931,1.824427481,-9.992366412,0,1676941311,1.739059925,0.010279894,,
1.67694E+18,-0.556884766,0.469238281,-0.187255859,3.664122137,1.694656489,-11.05343511,0,1676941311,1.748729944,0.009670019,,
1.67694E+18,-0.602294922,0.293945313,-0.166015625,3.160305344,1.290076336,-12.09160305,0,1676941311,1.758839846,0.010109901,,
1.67694E+18,-0.65234375,0.333984375,-0.209716797,3.267175573,1.083969466,-12.89312977,0,1676941311,1.768749952,0.009910107,,
1.67694E+18,-0.674804688,0.310791016,-0.163574219,3.305343511,0.717557252,-13.71755725,0,1676941312,1.778779984,0.010030031,,
1.67694E+18,-0.733642578,0.358886719,-0.119628906,3.229007634,0.465648855,-14.55725191,0,1676941312,1.788709879,0.009929895,,
1.67694E+18,-0.872558594,0.28125,-0.148193359,3.06870229,0.496183206,-15.51908397,0,1676941312,1.798729897,0.010020018,,
1.67694E+18,-0.964599609,0.172607422,-0.150390625,2.65648855,0.503816794,-16.16030534,0,1676941312,1.808939934,0.010210037,,
1.67694E+18,-0.989013672,0.174804688,-0.155029297,2.488549618,0.595419847,-16.5648855,0,1676941312,1.818799973,0.009860039,,
1.67694E+18,-1.073730469,0.143798828,-0.138916016,2.488549618,0.847328244,-16.96946565,0,1676941312,1.828929901,0.010129929,,
1.67694E+18,-1.1875,0.072509766,-0.128173828,2.312977099,1.160305344,-17.09160305,0,1676941312,1.838739872,0.009809971,,
1.67694E+18,2,0.4296875,0.322265625,6.167938931,4.221374046,-10.22137405,0,1676941312,1.84878993,0.010050058,,
1.67694E+18,1.054931641,1.237548828,-0.513427734,10.04580153,-0.038167939,-20.77099237,0,1676941312,1.858999968,0.010210037,,
1.67694E+18,2,1.999938965,-0.071044922,5.977099237,6.183206107,-17.46564885,0,1676941312,1.86916995,0.010169983,,
1.67694E+18,2,-0.281494141,0.564697266,6.305343511,6.114503817,-10.48091603,0,1676941312,1.878959894,0.009789944,,
1.67694E+18,-0.002685547,-0.830566406,0.475830078,-1.244274809,7.022900763,-9.572519084,0,1676941312,1.888730049,0.009770155,,
1.67694E+18,2,-1.568603516,-0.379394531,-7.511450382,8.122137405,-4.893129771,0,1676941312,1.898769855,0.010039806,,
1.67694E+18,-0.505371094,-1.494384766,-0.524658203,-10.41984733,4.79389313,-4.687022901,0,1676941312,1.908769846,0.00999999,,
1.67694E+18,-1.359130859,0.107666016,-0.065185547,-7.106870229,3.79389313,-3.908396947,0,1676941312,1.91918993,0.010420084,,
1.67694E+18,-0.872070313,0.255126953,-0.139404297,-1.86259542,2.595419847,-3.984732824,0,1676941312,1.928770065,0.009580135,,
1.67694E+18,-1.006103516,-0.299072266,-0.412841797,3.351145038,2.320610687,-3.58778626,0,1676941312,1.938719988,0.009949923,,
1.67694E+18,-0.859619141,-0.4765625,-1.044677734,2.93129771,0.923664122,-1.557251908,0,1676941312,1.958400011,0.019680023,,
1.67694E+18,-0.862304688,-0.507568359,-0.940917969,1.65648855,0.06870229,-0.503816794,0,1676941312,1.965389967,0.006989956,,
1.67694E+18,-0.970703125,-0.268554688,-0.938720703,1.106870229,-0.580152672,0.435114504,0,1676941312,1.971439838,0.006049871,,
1.67694E+18,-0.952880859,-0.395751953,-0.806396484,-0.221374046,-1.366412214,1.503816794,0,1676941312,1.979799986,0.008360147,,
1.67694E+18,-0.993896484,-0.279052734,-0.609130859,-1.381679389,-0.015267176,2.312977099,0,1676941312,1.989799976,0.00999999,,
1.67694E+18,-1.004882813,-0.191162109,-0.524414063,-1.312977099,-2.519083969,2.671755725,0,1676941312,1.998800039,0.009000063,,
1.67694E+18,-0.995117188,-0.156982422,-0.433837891,-0.580152672,-3.213740458,3.007633588,0,1676941312,2.009649992,0.010849953,,
1.67694E+18,-1.020751953,-0.180664063,-0.305419922,0.061068702,-3.755725191,3.358778626,0,1676941312,2.019039869,0.009389877,,
1.67694E+18,-1.059814453,-0.281005859,-0.165527344,0.427480916,-4,4.091603053,0,1676941312,2.028729916,0.009690046,,
1.67694E+18,-1.09765625,-0.306884766,-0.113037109,0.58778626,-4,4.900763359,0,1676941312,2.038830042,0.010100126,,
1.67694E+18,-1.10546875,-0.427734375,-0.093505859,-0.160305344,-3.839694656,5.717557252,0,1676941312,2.049540043,0.010710001,,
1.67694E+18,-1.233642578,-0.523681641,-0.154785156,-0.022900763,-3.312977099,6.465648855,0,1676941312,2.059139967,0.009599924,,
1.67694E+18,-1.462158203,-0.420410156,-0.209716797,-4.305343511,-2.740458015,7.175572519,0,1676941312,2.074130058,0.014990091,,
1.67694E+18,-1.41796875,-0.449707031,-0.263427734,-5.06870229,-2.610687023,7.496183206,0,1676941312,2.080189943,0.006059885,,
1.67694E+18,-1.270507813,-0.414306641,-0.25390625,-5.778625954,-2.732824427,8.076335878,0,1676941312,2.089709997,0.009520054,,
1.67694E+18,-1.334472656,-0.326171875,-0.315185547,-5.916030534,-2.786259542,9.114503817,0,1676941312,2.098690033,0.008980036,,
1.67694E+18,-1.337646484,-0.069580078,-0.209472656,-5.549618321,-3.374045802,10.15267176,0,1676941312,2.108589888,0.009899855,,
1.67694E+18,-1.494140625,0.134521484,-0.053710938,-5.374045802,-3.389312977,10.06870229,0,1676941312,2.118690014,0.010100126,,
1.67694E+18,-1.621337891,0.035888672,-0.0546875,-5.427480916,-3.061068702,10.12977099,0,1676941312,2.128679991,0.009989977,,
1.67694E+18,-1.622070313,-0.179199219,0.154541016,-5.900763359,-0.007633588,12.03816794,0,1676941312,2.148180008,0.019500017,,
1.67694E+18,-0.9453125,0.713867188,-0.263183594,-3.366412214,-3.045801527,13.19847328,0,1676941312,2.15399003,0.005810022,,
1.67694E+18,-1.230957031,1.178222656,0.303955078,-1.679389313,-2.755725191,12.06870229,0,1676941312,2.159460068,0.005470037,,
1.67694E+18,-1.518798828,-0.302734375,0.060546875,-4.251908397,-1.374045802,11.35114504,0,1676941312,2.168659925,0.009199858,,
1.67694E+18,-1.527587891,0.23828125,0.005371094,-3.770992366,-1.030534351,10.81679389,0,1676941312,2.178619862,0.009959936,,
1.67694E+18,-1.311279297,0.191894531,-0.051269531,-3.770992366,-0.755725191,11.39694656,0,1676941312,2.188619852,0.00999999,,
1.67694E+18,-1.093505859,0.185058594,-0.052978516,-3.961832061,-0.778625954,11.41984733,0,1676941312,2.198659897,0.010040045,,
1.67694E+18,-0.976806641,0.445800781,-0.084472656,-3.259541985,-0.938931298,11.35114504,0,1676941312,2.209599972,0.010940075,,
1.67694E+18,-0.957519531,0.467285156,-0.123779297,-2.839694656,-1.13740458,10.93129771,0,1676941312,2.218649864,0.009049892,,
1.67694E+18,-0.945800781,0.479248047,-0.080078125,-2.526717557,-1.290076336,10.5648855,0,1676941312,2.228600025,0.009950161,,
1.67694E+18,-0.933837891,0.489501953,-0.072753906,-2.282442748,-1.259541985,10.12977099,0,1676941312,2.238579988,0.009979963,,
1.67694E+18,-0.881591797,0.454833984,-0.090332031,-2.167938931,-1.145038168,9.625954198,0,1676941312,2.248600006,0.010020018,,
1.67694E+18,-0.819335938,0.492431641,-0.114990234,-2.091603053,-1.091603053,9.129770992,0,1676941312,2.258630037,0.010030031,,
1.67694E+18,-0.750976563,0.489501953,-0.114990234,-1.893129771,-1.083969466,8.65648855,0,1676941312,2.268739939,0.010109901,,
1.67694E+18,-0.694580078,0.461181641,-0.094726563,-1.893129771,-1.045801527,8.229007634,0,1676941312,2.278620005,0.009880066,,
1.67694E+18,-0.651611328,0.443847656,-0.108642578,-1.86259542,-0.969465649,7.832061069,0,1676941312,2.288619995,0.00999999,,
1.67694E+18,-0.623291016,0.450439453,-0.106201172,-1.885496183,-0.908396947,7.41221374,0,1676941312,2.29866004,0.010040045,,
1.67694E+18,-0.602294922,0.449951172,-0.100097656,-1.824427481,-0.847328244,7.007633588,0,1676941312,2.30862999,0.00996995,,
1.67694E+18,-0.576171875,0.461669922,-0.100341797,-1.748091603,-0.79389313,6.633587786,0,1676941312,2.31862998,0.00999999,,
1.67694E+18,-0.557861328,0.477050781,-0.098876953,-1.549618321,-0.79389313,6.152671756,0,1676941312,2.328609943,0.009979963,,
1.67694E+18,-0.553710938,0.499023438,-0.108886719,-1.442748092,-0.740458015,5.687022901,0,1676941312,2.338579893,0.00996995,,
1.67694E+18,-0.548828125,0.496826172,-0.104980469,-1.27480916,-0.740458015,5.305343511,0,1676941312,2.34856987,0.009989977,,
1.67694E+18,-0.523925781,0.495361328,-0.102294922,-1,-0.717557252,4.977099237,0,1676941312,2.358829975,0.010260105,,
