%time,field.mx,field.my,field.fz,field.t,%time,field.accel_x,field.accel_y,field.accel_z,field.gyro_x,field.gyro_y,field.gyro_z,field.state,field.swing_time
1.6769413118293207e+18,190.0,184.0,301.84,1676941310.9474833,1676941311090548300,-1.56591796875,0.135986328125,-0.155029296875,0.9465648854961832,-2.206106870229008,9.16030534351145,0.0,1676941310.1892416
1.6769413118746852e+18,193.0,185.0,301.84,1676941310.9943433,1676941311090575400,-1.451171875,0.130126953125,-0.107666015625,0.8931297709923665,-2.030534351145038,7.938931297709924,0.0,1676941310.2038443
1.6769413118747075e+18,196.0,186.0,305.76,1676941310.9948814,1676941311090588800,-0.9873046875,0.753173828125,-0.0888671875,2.33587786259542,-3.267175572519084,10.946564885496183,0.0,1676941310.2258575
1.6769413118747154e+18,199.0,186.0,311.64,1676941310.995375,1676941311139216400,-1.288818359375,0.158203125,0.0390625,2.0076335877862594,-2.068702290076336,9.9618320610687,0.0,1676941310.240593
1.676941311874745e+18,200.0,186.0,317.52,1676941310.995844,1676941311139246300,-1.199951171875,0.31787109375,-0.18408203125,2.145038167938931,-1.5725190839694656,10.48091603053435,0.0,1676941310.2569208
1.6769413119195067e+18,202.0,186.0,323.4,1676941311.043647,1676941311139270600,-0.95263671875,0.2412109375,-0.121826171875,1.8091603053435117,-1.6488549618320612,10.122137404580153,0.0,1676941310.2715845
1.67694131191953e+18,207.0,188.0,325.36,1676941311.0441508,1676941311202556500,-0.890869140625,0.346923828125,-0.1357421875,1.7938931297709924,-1.6030534351145038,9.80916030534351,0.0,1676941310.2954245
1.6769413119195497e+18,210.0,189.0,333.2,1676941311.044626,1676941311202577200,-0.77490234375,0.283447265625,-0.12548828125,0.6106870229007634,-1.381679389312977,8.50381679389313,0.0,1676941310.3174183
1.6769413119195558e+18,211.0,188.0,335.16,1676941311.0451443,1676941311202602700,-0.552490234375,0.36865234375,-0.15673828125,0.2595419847328244,-1.5114503816793894,7.595419847328245,0.0,1676941310.3320308
1.6769413119195773e+18,214.0,188.0,343.0,1676941311.0455594,1676941311262423400,-0.407470703125,0.42041015625,-0.15869140625,0.1984732824427481,-1.5801526717557253,6.526717557251908,0.0,1676941310.347087
1.6769413119195914e+18,213.0,185.0,348.88,1676941311.0459485,1676941311262452000,-0.353759765625,0.4248046875,-0.154052734375,0.2061068702290076,-1.6030534351145038,4.916030534351145,0.0,1676941310.36814
1.6769413119667003e+18,218.0,186.0,352.8,1676941311.092315,1676941311262482100,-0.263427734375,0.4267578125,-0.1484375,0.1068702290076335,-1.549618320610687,3.610687022900764,0.0,1676941310.3830106
1.676941311966721e+18,218.0,187.0,352.8,1676941311.0927985,1676941311262507100,-0.212646484375,0.448486328125,-0.17041015625,0.0839694656488549,-1.4732824427480915,2.3740458015267176,0.0,1676941310.397441
1.676941311966734e+18,218.0,185.0,350.84,1676941311.0932384,1676941311310562400,-0.180419921875,0.421630859375,-0.16552734375,-0.0610687022900763,-1.1908396946564883,0.3740458015267175,0.0,1676941310.4194973
1.6769413119667492e+18,219.0,185.0,350.84,1676941311.0936852,1676941311310603300,-0.14306640625,0.444091796875,-0.156982421875,-0.1984732824427481,-0.9389312977099236,-1.076335877862595,0.0,1676941310.434188
1.6769413119667597e+18,215.0,181.0,354.76,1676941311.093986,1676941311310623900,-0.21044921875,0.41162109375,-0.15234375,-0.4732824427480916,-0.6030534351145038,-2.473282442748092,0.0,1676941310.4494588
1.6769413120131113e+18,213.0,179.0,356.72,1676941311.1422698,1676941311357806200,-0.252197265625,0.374755859375,-0.1533203125,-0.8702290076335878,-0.1297709923664122,-3.7480916030534353,0.0,1676941310.4646423
1.6769413120131423e+18,212.0,178.0,356.72,1676941311.142797,1676941311357837700,-0.350830078125,0.3466796875,-0.15966796875,-1.5190839694656488,0.3053435114503817,-4.99236641221374,0.0,1676941310.480505
1.6769413120131533e+18,210.0,178.0,358.68,1676941311.143283,1676941311357853700,-0.43603515625,0.339599609375,-0.160888671875,-2.099236641221374,0.6412213740458015,-6.061068702290076,0.0,1676941310.495327
1.6769413120131858e+18,212.0,178.0,354.76,1676941311.1438086,1676941311406692000,-0.528564453125,0.3125,-0.1767578125,-2.732824427480916,0.8320610687022901,-7.0,0.0,1676941310.5106115
1.676941312068813e+18,212.0,177.0,358.68,1676941311.1898024,1676941311406728100,-0.615966796875,0.325927734375,-0.20068359375,-3.282442748091603,0.8854961832061069,-7.793893129770993,0.0,1676941310.5253465
1.6769413120688297e+18,209.0,176.0,354.76,1676941311.190318,1676941311406763800,-0.67578125,0.35888671875,-0.197021484375,-3.50381679389313,0.7938931297709924,-8.511450381679388,0.0,1676941310.5401475
1.676941312068851e+18,204.0,173.0,343.0,1676941311.19083,1676941311466406200,-0.77978515625,0.34033203125,-0.17919921875,-3.541984732824428,0.6030534351145038,-9.076335877862595,0.0,1676941310.5552871
1.676941312068863e+18,196.0,170.0,333.2,1676941311.1913085,1676941311466430800,-0.828857421875,0.3193359375,-0.15869140625,-3.15267175572519,0.5190839694656488,-9.396946564885496,0.0,1676941310.5714526
1.676941312140339e+18,185.0,165.0,321.44,1676941311.2868352,1676941311466491200,-0.89599609375,0.32373046875,-0.161865234375,-2.3969465648854964,0.5114503816793893,-9.66412213740458,0.0,1676941310.5865483
1.6769413121960407e+18,172.0,160.0,295.96,1676941311.2873893,1676941311466517300,-0.91796875,0.34521484375,-0.165771484375,-1.1908396946564883,0.6793893129770993,-10.244274809160306,0.0,1676941310.608364
1.6769413121960658e+18,153.0,154.0,262.64,1676941311.2879074,1676941311513688600,-0.985107421875,0.31201171875,-0.13720703125,0.4503816793893129,1.2290076335877862,-10.748091603053435,0.0,1676941310.623591
1.6769413121960837e+18,136.0,150.0,219.52,1676941311.288378,1676941311513737800,-1.014892578125,0.257568359375,-0.12158203125,1.1145038167938932,1.5114503816793894,-10.938931297709924,0.0,1676941310.630098
1.6769413121961068e+18,112.0,143.0,166.6,1676941311.3361058,1676941311513800400,-1.006103515625,0.208251953125,-0.112548828125,1.732824427480916,1.786259541984733,-11.236641221374043,0.0,1676941310.6401255
1.6769413122512118e+18,89.0,133.0,117.6,1676941311.336363,1676941311513861000,-1.0087890625,0.190673828125,-0.172119140625,2.427480916030534,1.8931297709923665,-11.465648854961833,0.0,1676941310.6501698
1.6769413122512653e+18,65.0,120.0,68.6,1676941311.3523445,1676941311559865000,-0.97802734375,0.183349609375,-0.197265625,3.2900763358778624,1.8778625954198476,-11.63358778625954,0.0,1676941310.660162
1.676941312251293e+18,48.0,104.0,19.6,1676941311.352569,1676941311559906400,-0.931884765625,0.153076171875,-0.209716796875,4.122137404580153,1.786259541984733,-11.80916030534351,0.0,1676941310.671122
1.676941312251414e+18,44.0,95.0,-21.56,1676941311.3788073,1676941311559936100,-1.629638671875,1.20263671875,-0.075927734375,7.450381679389313,3.49618320610687,-8.65648854961832,0.0,1676941310.6801715
1.676941312251429e+18,37.0,88.0,-64.67999999999999,1676941311.3790584,1676941311559954500,-1.71728515625,0.95849609375,-0.470703125,14.0,0.7480916030534351,-10.954198473282442,0.0,1676941310.6901984
1.6769413122514975e+18,26.0,83.0,-99.96,1676941311.379523,1676941311560007100,-0.928955078125,-0.038818359375,-0.181884765625,7.312977099236641,1.8549618320610688,-12.99236641221374,0.0,1676941310.7002184
1.6769413122515072e+18,11.0,73.0,-131.32,1676941311.3798509,1676941311608032300,2.0,0.785888671875,0.077392578125,8.694656488549619,5.152671755725191,-11.36641221374046,0.0,1676941310.7101698
1.6769413122515592e+18,-5.0,76.0,-145.04,1676941311.380384,1676941311608066100,2.0,2.0,0.368896484375,-3.572519083969466,8.091603053435115,-7.854961832061068,0.0,1676941310.7202156
1.676941312251572e+18,-16.0,61.0,-156.8,1676941311.380731,1676941311608077800,0.187255859375,-1.09619140625,-1.27587890625,-3.175572519083969,5.465648854961832,-5.1679389312977095,0.0,1676941310.7301571
1.676941312251699e+18,-14.0,13.0,-152.88,1676941311.381146,1676941311608200500,-1.856201171875,-0.360595703125,-0.8173828125,-4.427480916030534,5.7251908396946565,-3.8396946564885495,0.0,1676941310.7401242
1.6769413122517558e+18,-17.0,12.0,-152.88,1676941311.3814633,1676941311608215700,-0.547607421875,-1.255126953125,-0.564697265625,-7.534351145038168,0.4961832061068702,-3.2900763358778624,0.0,1676941310.7502162
1.6769413123034844e+18,-15.0,13.0,-154.84,1676941311.3974996,1676941311665398900,-1.092529296875,0.051025390625,-0.370849609375,-4.824427480916031,-0.8854961832061069,-2.572519083969466,0.0,1676941310.760244
1.6769413123035018e+18,-13.0,-6.0,-154.84,1676941311.3980863,1676941311665406600,-1.060546875,0.1826171875,-0.40283203125,-0.9847328244274808,-1.4198473282442747,-2.4580152671755724,0.0,1676941310.770132
1.676941312303538e+18,-13.0,-36.0,-150.92,1676941311.4335902,1676941311665471400,-1.0283203125,-0.0810546875,-0.442626953125,1.6793893129770991,-1.2442748091603053,-2.3282442748091605,0.0,1676941310.780187
1.6769413123035523e+18,-16.0,14.0,-154.84,1676941311.4338682,1676941311665495900,-0.954345703125,-0.304931640625,-0.71435546875,3.5114503816793894,-1.0229007633587786,-1.8931297709923665,0.0,1676941310.7901564
1.67694131235187e+18,-20.0,14.0,-156.8,1676941311.4550362,1676941311665506300,-0.917236328125,-0.587646484375,-0.720458984375,2.900763358778626,-1.3435114503816794,-0.9770992366412212,0.0,1676941310.8003633
1.6769413123518953e+18,-17.0,13.0,-150.92,1676941311.4552834,1676941311723096800,-1.0078125,-0.494384765625,-0.687255859375,1.8244274809160304,-1.6793893129770991,0.4809160305343511,0.0,1676941310.8102255
1.6769413123999214e+18,-19.0,11.0,-145.04,1676941311.5311234,1676941311723115900,-1.00439453125,-0.388671875,-0.568115234375,0.4351145038167939,-2.3435114503816794,1.916030534351145,0.0,1676941310.8201656
1.6769413123999596e+18,-19.0,9.0,-148.96,1676941311.5313714,1676941311723156600,-1.083984375,-0.2421875,-0.44677734375,-0.9465648854961832,-2.564885496183206,3.122137404580153,0.0,1676941310.830125
1.6769413124453775e+18,-19.0,5.0,-147.0,1676941311.5474808,1676941311723172500,-1.097900390625,-0.226806640625,-0.3671875,-1.4580152671755726,-2.2748091603053435,4.206106870229007,0.0,1676941310.84014
1.6769413124454065e+18,-19.0,3.0,-145.04,1676941311.5477133,1676941311723181900,-0.922607421875,-0.170166015625,-0.32470703125,-2.33587786259542,-2.381679389312977,4.763358778625954,0.0,1676941310.850225
1.676941312445422e+18,-17.0,5.0,-139.16,1676941311.563743,1676941311723200400,-0.789306640625,-0.06298828125,-0.2265625,-2.2977099236641223,-3.694656488549618,4.549618320610687,0.0,1676941310.8603618
1.6769413124454433e+18,-13.0,10.0,-141.12,1676941311.5798802,1676941311781106800,-0.98388671875,-0.02880859375,-0.130859375,-0.8854961832061069,-4.083969465648855,4.282442748091603,0.0,1676941310.870174
1.6769413124454625e+18,-14.0,8.0,-135.24,1676941311.585333,1676941311781118500,-1.05126953125,-0.408203125,0.12939453125,-0.6641221374045801,-4.091603053435114,4.946564885496184,0.0,1676941310.8801763
1.6769413124455183e+18,-19.0,8.0,-135.24,1676941311.5857627,1676941311781122700,-1.222412109375,-0.544677734375,0.15869140625,-1.6641221374045805,-3.114503816793893,6.106870229007634,0.0,1676941310.890036
1.6769413124455278e+18,-14.0,11.0,-137.2,1676941311.5861742,1676941311781153500,-1.198486328125,-0.599609375,-0.06396484375,-3.480916030534351,-2.3893129770992365,6.916030534351145,0.0,1676941310.9005003
1.6769413124927567e+18,-13.0,11.0,-133.28,1676941311.591895,1676941311781172900,-1.155517578125,-0.52001953125,-0.224609375,-5.572519083969466,-2.2519083969465647,7.473282442748092,0.0,1676941310.910028
1.676941312492786e+18,-16.0,8.0,-137.2,1676941311.597328,1676941311781180300,-1.438232421875,-0.25,-0.2958984375,-6.526717557251908,-2.3435114503816794,7.748091603053435,0.0,1676941310.920005
1.676941312492801e+18,-15.0,8.0,-137.2,1676941311.598188,1676941311829336100,-1.395751953125,-0.25830078125,-0.217529296875,-7.366412213740458,-2.3587786259541983,8.068702290076336,0.0,1676941310.9300067
1.6769413124928136e+18,-15.0,8.0,-137.2,1676941311.6285672,1676941311829349700,-1.2822265625,-0.260009765625,-0.226318359375,-7.526717557251908,-2.4580152671755724,8.572519083969466,0.0,1676941310.9400082
1.6769413124928259e+18,-15.0,8.0,-133.28,1676941311.6341107,1676941311829402800,-1.27197265625,-0.1962890625,-0.23388671875,-7.534351145038168,-2.916030534351145,9.732824427480915,0.0,1676941310.9500744
1.6769413124928343e+18,-16.0,7.0,-131.32,1676941311.6346903,1676941311829416800,-1.309814453125,0.247314453125,-0.2333984375,-6.312977099236641,-3.3740458015267176,10.259541984732824,0.0,1676941310.9600527
1.6769413124929326e+18,-12.0,7.0,-127.4,1676941311.634997,1676941311829423000,-1.45458984375,0.3056640625,-0.006103515625,-6.137404580152672,-3.564885496183206,10.099236641221374,0.0,1676941310.970007
1.6769413125429614e+18,-15.0,6.0,-131.32,1676941311.6353185,1676941311874760300,-1.618408203125,0.167724609375,0.047607421875,-6.198473282442748,-3.1908396946564888,10.045801526717558,0.0,1676941310.9800978
1.6769413126043502e+18,-13.0,6.0,-133.28,1676941311.6878324,1676941311874786400,-1.63818359375,0.051025390625,0.166259765625,-6.374045801526718,-2.7709923664122136,10.358778625954198,0.0,1676941310.9900537
1.6769413126043727e+18,-13.0,5.0,-133.28,1676941311.688089,1676941311874791300,-1.552734375,0.08642578125,0.227294921875,-5.908396946564886,-2.114503816793893,12.045801526717558,0.0,1676941311.0001638
1.6769413126043876e+18,-14.0,4.0,-131.32,1676941311.7111027,1676941311874892600,-1.181884765625,1.323486328125,0.215576171875,-1.0076335877862594,-2.916030534351145,12.290076335877863,0.0,1676941311.0108864
1.6769413126043996e+18,-11.0,5.0,-135.24,1676941311.7119572,1676941311874899500,-1.706787109375,0.307373046875,0.1064453125,-2.312977099236641,-2.0381679389312977,10.83206106870229,0.0,1676941311.020018
1.6769413126044137e+18,-12.0,5.0,-135.24,1676941311.7367065,1676941311919652200,-1.392578125,0.38037109375,0.016845703125,-1.083969465648855,-0.0076335877862595,10.49618320610687,0.0,1676941311.0300164
1.6769413126044326e+18,-12.0,4.0,-135.24,1676941311.7369452,1676941311919663800,-1.183837890625,0.19970703125,-0.067138671875,-1.954198473282443,-2.1908396946564888,11.091603053435117,0.0,1676941311.0400589
1.6769413126495956e+18,-12.0,4.0,-137.2,1676941311.7530026,1676941311919669700,-1.02685546875,0.31201171875,0.004638671875,0.4732824427480916,-2.351145038167939,10.946564885496183,0.0,1676941311.050331
1.6769413126496742e+18,-15.0,4.0,-135.24,1676941311.753234,1676941311919674800,-0.9501953125,0.52587890625,-0.0478515625,1.3740458015267176,-2.4656488549618323,10.427480916030534,0.0,1676941311.0600443
1.6769413126496978e+18,-13.0,8.0,-139.16,1676941311.7748506,1676941311966822400,-0.95361328125,0.5263671875,-0.083251953125,2.2595419847328246,-2.6564885496183206,9.82442748091603,0.0,1676941311.070022
1.6769413126497275e+18,-13.0,8.0,-139.16,1676941311.7752297,1676941311966833800,-0.894775390625,0.5302734375,-0.064453125,3.213740458015267,-2.954198473282443,9.557251908396946,0.0,1676941311.080396
1.6769413126497626e+18,-13.0,9.0,-141.12,1676941311.7868557,1676941311966839500,-0.93505859375,0.520751953125,-0.025634765625,3.725190839694657,-2.778625954198473,8.84732824427481,0.0,1676941311.0900905
1.6769413126497802e+18,-15.0,8.0,-147.0,1676941311.78729,1676941311966844600,-0.85498046875,0.398681640625,-0.04736328125,3.732824427480916,-2.732824427480916,8.274809160305344,0.0,1676941311.1000874
1.6769413126977434e+18,-16.0,8.0,-148.96,1676941311.8338535,1676941311966849000,-0.7607421875,0.42529296875,-0.09912109375,3.977099236641221,-2.7480916030534357,7.824427480916031,0.0,1676941311.11002
1.6769413126977974e+18,-17.0,8.0,-147.0,1676941311.8340948,1676941312013042800,-0.69384765625,0.40966796875,-0.11767578125,4.114503816793893,-2.885496183206107,7.412213740458015,0.0,1676941311.1200483
1.6769413127439913e+18,-18.0,8.0,-147.0,1676941311.850123,1676941312013065800,-0.6416015625,0.359619140625,-0.135498046875,3.908396946564885,-3.030534351145038,6.938931297709924,0.0,1676941311.1300151
1.6769413127440182e+18,-15.0,7.0,-141.12,1676941311.8509712,1676941312013099300,-0.587890625,0.369140625,-0.12939453125,3.732824427480916,-3.122137404580153,6.473282442748092,0.0,1676941311.1400497
1.6769413127440374e+18,-13.0,5.0,-139.16,1676941311.8825915,1676941312013106800,-0.537841796875,0.331787109375,-0.135498046875,3.3435114503816794,-3.2213740458015265,5.931297709923665,0.0,1676941311.1501102
1.6769413127929582e+18,-9.0,4.0,-141.12,1676941311.8830218,1676941312067654100,-0.504150390625,0.30810546875,-0.14453125,2.7022900763358777,-3.2900763358778624,5.412213740458015,0.0,1676941311.1600783
1.6769413127929797e+18,-10.0,1.0,-141.12,1676941311.9090178,1676941312067671800,-0.44970703125,0.287841796875,-0.164306640625,1.9618320610687023,-3.3893129770992365,4.900763358778626,0.0,1676941311.1701486
1.6769413127929935e+18,-7.0,1.0,-141.12,1676941311.9094791,1676941312067682200,-0.405517578125,0.2783203125,-0.1640625,1.1145038167938932,-3.5114503816793894,4.374045801526718,0.0,1676941311.1803267
1.6769413127929997e+18,-7.0,1.0,-143.07999999999998,1676941311.9206388,1676941312067721100,-0.373779296875,0.27783203125,-0.193115234375,0.2900763358778626,-3.648854961832061,3.8091603053435112,0.0,1676941311.190446
1.6769413127930107e+18,-8.0,0.0,-148.96,1676941311.9210758,1676941312067726800,-0.377197265625,0.277587890625,-0.177734375,-0.6412213740458015,-3.7099236641221376,3.267175572519084,0.0,1676941311.200338
1.6769413127930442e+18,-14.0,-1.0,-145.04,1676941311.921216,1676941312067751000,-0.414794921875,0.28759765625,-0.157958984375,-1.5572519083969465,-3.633587786259542,2.7099236641221376,0.0,1676941311.2101333
1.67694131279305e+18,-15.0,-2.0,-143.07999999999998,1676941311.9267166,1676941312115467500,-0.4521484375,0.302734375,-0.142333984375,-2.435114503816794,-3.381679389312977,2.145038167938931,0.0,1676941311.2201476
1.676941312840517e+18,-26.0,-61.0,-96.04,1676941311.9697835,1676941312115489500,-0.487548828125,0.30419921875,-0.132568359375,-3.137404580152672,-3.0610687022900764,1.748091603053435,0.0,1676941311.230124
1.6769413128849078e+18,38.0,4.0,-98.0,1676941311.9810803,1676941312115504400,-0.510498046875,0.317138671875,-0.129638671875,-3.7099236641221376,-2.595419847328244,1.4351145038167938,0.0,1676941311.240126
1.676941312884934e+18,43.0,49.0,-98.0,1676941311.981527,1676941312115520300,-0.525634765625,0.3818359375,-0.128662109375,-3.908396946564885,-2.0763358778625958,1.16793893129771,0.0,1676941311.2501533
1.6769413128849403e+18,75.0,36.0,5.88,1676941311.9871764,1676941312115529800,-0.51708984375,0.39794921875,-0.11181640625,-3.862595419847328,-1.549618320610687,0.9770992366412212,0.0,1676941311.260134
1.6769413128849446e+18,117.0,76.0,68.6,1676941311.9873655,1676941312162279300,-0.521240234375,0.444580078125,-0.097412109375,-3.534351145038168,-1.0229007633587786,0.8091603053435115,0.0,1676941311.2701442
1.6769413128849585e+18,168.0,107.0,125.44,1676941312.0185387,1676941312162303900,-0.463134765625,0.40283203125,-0.073486328125,-3.2977099236641223,-0.7633587786259542,0.7557251908396947,0.0,1676941311.2801588
1.6769413128850657e+18,185.0,139.0,160.72,1676941312.0191176,1676941312162318600,-0.50830078125,0.5205078125,-0.07666015625,-2.572519083969466,-0.0076335877862595,0.5572519083969466,0.0,1676941311.2906284
1.676941312885097e+18,148.0,157.0,180.32,1676941312.0195403,1676941312162340700,-0.4951171875,0.481689453125,-0.05517578125,-2.045801526717557,0.549618320610687,0.3740458015267175,0.0,1676941311.3002534
1.6769413128851064e+18,117.0,165.0,164.64,1676941312.0198934,1676941312209835500,-0.458740234375,0.433837890625,-0.037109375,-1.6870229007633588,1.076335877862595,0.1755725190839694,0.0,1676941311.3101888
1.6769413128851154e+18,75.0,166.0,147.0,1676941312.0200248,1676941312209871800,-0.415283203125,0.431884765625,-0.077392578125,-1.2595419847328244,1.4274809160305344,-0.1526717557251908,0.0,1676941311.32014
1.676941312885142e+18,50.0,156.0,121.52,1676941312.0206833,1676941312209895000,-0.4052734375,0.492431640625,-0.10595703125,-0.4122137404580153,0.015267175572519,-0.5572519083969466,0.0,1676941311.33015
1.6769413129797115e+18,37.0,127.0,101.92,1676941312.1263597,1676941312209927600,-0.369384765625,0.441650390625,-0.079833984375,0.2900763358778626,2.33587786259542,-0.9236641221374046,0.0,1676941311.3407247
1.6769413130271903e+18,45.0,87.0,105.84,1676941312.12664,1676941312209947700,-0.37255859375,0.48779296875,-0.086181640625,0.8625954198473282,2.6946564885496183,-1.366412213740458,0.0,1676941311.3502164
1.6769413130272125e+18,62.0,57.0,105.84,1676941312.1427565,1676941312270407800,-0.338623046875,0.50341796875,-0.087890625,1.4580152671755726,2.977099236641221,-1.938931297709924,0.0,1676941311.3603053
1.676941313027231e+18,82.0,43.0,94.08,1676941312.1430087,1676941312270447400,-0.3369140625,0.4931640625,-0.113037109375,2.030534351145038,3.2290076335877864,-2.6564885496183206,0.0,1676941311.3701692
1.6769413130734106e+18,84.0,46.0,72.52,1676941312.176056,1676941312270483200,-0.337646484375,0.451904296875,-0.107666015625,2.3969465648854964,3.33587786259542,-3.427480916030534,0.0,1676941311.381451
