%time,field.mode,field.duration,field.motor1_move,field.motor2_move,field.motor1_torque,field.motor2_torque
1677616066900079300,0,0,10000,10000,1500,1500
1677616066900096000,0,0,10000,10000,1500,1500
1677616066900111900,0,0,10000,10000,1500,1500
1677616066900122100,0,0,10000,10000,1500,1500
1677616066900154100,0,0,10000,10000,1500,1500
1677616066900163200,0,0,10000,10000,1500,1500
1677616066900172800,0,0,10000,10000,1500,1500
1677616066961615100,0,0,10000,10000,1500,1500
1677616066961626100,0,0,10000,10000,1500,1500
1677616066961637600,0,0,10000,10000,1500,1500
1677616066961648700,0,0,10000,10000,1500,1500
1677616066961665300,0,0,10000,10000,1500,1500
1677616066961675300,0,0,10000,10000,1500,1500
1677616067029170100,0,0,10000,10000,1500,1500
1677616067029220700,0,0,10000,10000,1500,1500
1677616067029232900,0,0,10000,10000,1500,1500
1677616068566687400,0,0,10000,10000,1500,1500
1677616068618796800,0,0,10000,10000,1500,1500
1677616068618839800,0,0,10000,10000,1500,1500
1677616068618855400,0,0,10000,10000,1500,1500
1677616068618863100,0,0,10000,10000,1500,1500
1677616068618867200,0,0,10000,10000,1500,1500
1677616068618894700,0,0,10000,10000,1500,1500
1677616068681784100,0,0,10000,10000,1500,1500
1677616068681831400,0,0,10000,10000,1500,1500
1677616068681873200,0,0,10000,10000,1500,1500
1677616068681894400,0,0,10000,10000,1500,1500
1677616068681902700,0,0,10000,10000,1500,1500
1677616068681914800,0,0,10000,10000,1500,1500
1677616068730943400,0,0,10000,10000,1500,1500
1677616068730992700,0,0,10000,10000,1500,1500
1677616068731013500,0,0,10000,10000,1500,1500
1677616068731054700,0,0,10000,10000,1500,1500
1677616068731092600,0,0,10000,10000,1500,1500
1677616068793340100,0,0,10000,10000,1500,1500
1677616068793368700,0,0,10000,10000,1500,1500
1677616068793375500,0,0,10000,10000,1500,1500
1677616068793382400,0,0,10000,10000,1500,1500
1677616068793386600,0,0,10000,10000,1500,1500
1677616068793390900,0,0,10000,10000,1500,1500
1677616068854340100,0,0,10000,10000,1500,1500
1677616068854381700,0,0,10000,10000,1500,1500
1677616068854387600,0,0,10000,10000,1500,1500
1677616068854399200,0,0,10000,10000,1500,1500
1677616068854407100,0,0,10000,10000,1500,1500
1677616068854413300,0,0,10000,10000,1500,1500
1677616068914463200,0,0,10000,10000,1500,1500
1677616068914548900,0,0,10000,10000,1500,1500
1677616068914588000,0,0,10000,10000,1500,1500
1677616068914601300,0,0,10000,10000,1500,1500
1677616068914608700,0,0,10000,10000,1500,1500
1677616068914619700,0,0,10000,10000,1500,1500
1677616068979688000,0,0,10000,10000,1500,1500
1677616068979717300,0,0,10000,10000,1500,1500
1677616068979722100,0,0,10000,10000,1500,1500
1677616068979729100,0,0,10000,10000,1500,1500
1677616068979735800,0,0,10000,10000,1500,1500
1677616068979739700,0,0,10000,10000,1500,1500
1677616068979750300,0,0,10000,10000,1500,1500
1677616069037630700,0,0,10000,10000,1500,1500
1677616069037694700,0,0,10000,10000,1500,1500
1677616069037706900,0,0,10000,10000,1500,1500
1677616069037716600,0,0,10000,10000,1500,1500
1677616069037722700,0,0,10000,10000,1500,1500
1677616069037728200,0,0,10000,10000,1500,1500
1677616069083812700,0,0,10000,10000,1500,1500
1677616069083858800,0,0,10000,10000,1500,1500
1677616069083874000,0,0,10000,10000,1500,1500
1677616069083882200,0,0,10000,10000,1500,1500
1677616069130971400,0,0,10000,10000,1500,1500
1677616069130995200,0,0,10000,10000,1500,1500
1677616069130998600,0,0,10000,10000,1500,1500
1677616069131004700,0,0,10000,10000,1500,1500
1677616069131018000,0,0,10000,10000,1500,1500
1677616069191868800,0,0,10000,10000,1500,1500
1677616069191897400,0,0,10000,10000,1500,1500
1677616069191901400,0,0,10000,10000,1500,1500
1677616069191944000,0,0,10000,10000,1500,1500
1677616069191956200,0,0,10000,10000,1500,1500
1677616069191961900,0,0,10000,10000,1500,1500
1677616069238948300,0,0,10000,10000,1500,1500
1677616069238986500,0,0,10000,10000,1500,1500
1677616069238995000,0,0,10000,10000,1500,1500
1677616069239002800,0,0,10000,10000,1500,1500
1677616069239027400,0,0,10000,10000,1500,1500
1677616069288122400,0,0,10000,10000,1500,1500
1677616069288149600,0,0,10000,10000,1500,1500
1677616069288154100,0,0,10000,10000,1500,1500
1677616069288161500,0,0,10000,10000,1500,1500
1677616069288167500,0,0,10000,10000,1500,1500
1677616069351952800,0,0,10000,10000,1500,1500
1677616069351980400,0,0,10000,10000,1500,1500
1677616069351984900,0,0,10000,10000,1500,1500
1677616069351992300,0,0,10000,10000,1500,1500
1677616069351999100,0,0,10000,10000,1500,1500
1677616069352002900,0,0,10000,10000,1500,1500
1677616069418430400,0,0,10000,10000,1500,1500
1677616069418493400,0,0,10000,10000,1500,1500
1677616069418517700,0,0,10000,10000,1500,1500
1677616069418528300,0,0,10000,10000,1500,1500
1677616069418534300,0,0,10000,10000,1500,1500
1677616069418543000,0,0,10000,10000,1500,1500
1677616069418817100,0,0,10000,10000,1500,1500
1677616069471633600,0,0,10000,10000,1500,1500
1677616069471691600,0,0,10000,10000,1500,1500
1677616069471707800,0,0,10000,10000,1500,1500
1677616069471719800,0,0,10000,10000,1500,1500
1677616069471883700,0,0,10000,10000,1500,1500
1677616069520198500,0,0,10000,10000,1500,1500
1677616069520247200,0,0,10000,10000,1500,1500
1677616069520260300,0,0,10000,10000,1500,1500
1677616069520270600,0,0,10000,10000,1500,1500
1677616069520390900,0,0,10000,10000,1500,1500
1677616069581744200,0,0,10000,10000,1500,1500
1677616069581777400,0,0,10000,10000,1500,1500
1677616069581857700,0,0,10000,10000,1500,1500
1677616069581894700,0,0,10000,10000,1500,1500
1677616069581981600,0,0,10000,10000,1500,1500
1677616069582072200,0,0,10000,10000,1500,1500
1677616069643573900,0,0,10000,10000,1500,1500
1677616069643600600,0,0,10000,10000,1500,1500
1677616069643635400,0,0,10000,10000,1500,1500
1677616069643648700,0,0,10000,10000,1500,1500
1677616069643692600,0,0,10000,10000,1500,1500
1677616069643816000,0,0,10000,10000,1500,1500
1677616069704161700,0,0,10000,10000,1500,1500
1677616069704257600,0,0,10000,10000,1500,1500
1677616069704269500,0,0,10000,10000,1500,1500
1677616069704275300,0,0,10000,10000,1500,1500
1677616069704341400,0,0,10000,10000,1500,1500
1677616069704391100,0,0,10000,10000,1500,1500
1677616069751906700,0,0,10000,10000,1500,1500
1677616069751945700,0,0,10000,10000,1500,1500
1677616069751985400,0,0,10000,10000,1500,1500
1677616069752002700,0,0,10000,10000,1500,1500
1677616069752016500,0,0,10000,10000,1500,1500
1677616069811093200,0,0,10000,10000,1500,1500
1677616069811133800,0,0,10000,10000,1500,1500
1677616069811146100,0,0,10000,10000,1500,1500
1677616069811156200,0,0,10000,10000,1500,1500
1677616069811165500,0,0,10000,10000,1500,1500
1677616069811171000,0,0,10000,10000,1500,1500
1677616069858838300,0,0,10000,10000,1500,1500
1677616069858877700,0,0,10000,10000,1500,1500
1677616069858921100,0,0,10000,10000,1500,1500
1677616069858927900,0,0,10000,10000,1500,1500
1677616069858986700,0,0,10000,10000,1500,1500
1677616069904035100,0,0,10000,10000,1500,1500
1677616069904062100,0,0,10000,10000,1500,1500
1677616069904071700,0,0,10000,10000,1500,1500
1677616069904224600,0,0,10000,10000,1500,1500
1677616069950025400,0,0,10000,10000,1500,1500
1677616069950139600,0,0,10000,10000,1500,1500
1677616069950191700,0,0,10000,10000,1500,1500
1677616069950213600,0,0,10000,10000,1500,1500
1677616069950555600,0,0,10000,10000,1500,1500
1677616069999207300,0,0,10000,10000,1500,1500
1677616069999313900,0,0,10000,10000,1500,1500
1677616069999342100,0,0,10000,10000,1500,1500
1677616069999364700,0,0,10000,10000,1500,1500
1677616069999388300,0,0,10000,10000,1500,1500
1677616070060713400,0,0,10000,10000,1500,1500
1677616070060746900,0,0,10000,10000,1500,1500
1677616070060755000,0,0,10000,10000,1500,1500
1677616070060761200,0,0,10000,10000,1500,1500
1677616070060771700,0,0,10000,10000,1500,1500
1677616070060779000,0,0,10000,10000,1500,1500
1677616070122124400,0,0,10000,10000,1500,1500
1677616070122153300,0,0,10000,10000,1500,1500
1677616070122205000,0,0,10000,10000,1500,1500
1677616070122212400,0,0,10000,10000,1500,1500
1677616070122224200,0,0,10000,10000,1500,1500
1677616070122235600,0,0,10000,10000,1500,1500
1677616070168338000,0,0,10000,10000,1500,1500
1677616070168377500,0,0,10000,10000,1500,1500
1677616070168398900,0,0,10000,10000,1500,1500
1677616070168404600,0,0,10000,10000,1500,1500
1677616070168415300,0,0,10000,10000,1500,1500
1677616070216968800,0,0,10000,10000,1500,1500
1677616070217024100,0,0,10000,10000,1500,1500
1677616070217040200,0,0,10000,10000,1500,1500
1677616070217047900,0,0,10000,10000,1500,1500
1677616070217193300,0,0,10000,10000,1500,1500
1677616070262989600,0,0,10000,10000,1500,1500
1677616070263037200,0,0,10000,10000,1500,1500
1677616070263051300,0,0,10000,10000,1500,1500
1677616070263114100,0,0,10000,10000,1500,1500
1677616070313479400,0,0,10000,10000,1500,1500
1677616070313517800,0,0,10000,10000,1500,1500
1677616070313648600,0,0,10000,10000,1500,1500
1677616070313657200,0,0,10000,10000,1500,1500
1677616070313667500,0,0,10000,10000,1500,1500
1677616070372423100,0,0,10000,10000,1500,1500
1677616070372433800,0,0,10000,10000,1500,1500
1677616070372520000,0,0,10000,10000,1500,1500
1677616070372601200,0,0,10000,10000,1500,1500
1677616070372791200,0,0,10000,10000,1500,1500
1677616070372857700,0,0,10000,10000,1500,1500
1677616070438169400,0,0,10000,10000,1500,1500
1677616070438201800,0,0,10000,10000,1500,1500
1677616070438210000,0,0,10000,10000,1500,1500
1677616070438258200,0,0,10000,10000,1500,1500
1677616070438279600,0,0,10000,10000,1500,1500
1677616070438292700,0,0,10000,10000,1500,1500
1677616070438314100,0,0,10000,10000,1500,1500
1677616070498346800,0,0,10000,10000,1500,1500
1677616070498354400,0,0,10000,10000,1500,1500
1677616070498422300,0,0,10000,10000,1500,1500
1677616070498428000,0,0,10000,10000,1500,1500
1677616070498444400,0,0,10000,10000,1500,1500
1677616070498451300,0,0,10000,10000,1500,1500
1677616070566080800,0,0,10000,10000,1500,1500
1677616070566085900,0,0,10000,10000,1500,1500
1677616070566093200,0,0,10000,10000,1500,1500
1677616070566120900,0,0,10000,10000,1500,1500
1677616070566129600,0,0,10000,10000,1500,1500
1677616070566133700,0,0,10000,10000,1500,1500
1677616070566156300,0,0,10000,10000,1500,1500
1677616070627811000,0,0,10000,10000,1500,1500
1677616070627855600,0,0,10000,10000,1500,1500
1677616070627864500,0,0,10000,10000,1500,1500
1677616070627903500,0,0,10000,10000,1500,1500
1677616070628137000,0,0,10000,10000,1500,1500
1677616070684265500,0,0,10000,10000,1500,1500
1677616070684272500,0,0,10000,10000,1500,1500
1677616070684280000,0,0,10000,10000,1500,1500
1677616070684286700,0,0,10000,10000,1500,1500
1677616070684299800,0,0,10000,10000,1500,1500
1677616070684306200,0,0,10000,10000,1500,1500
1677616070732077700,0,0,10000,10000,1500,1500
1677616070732138000,0,0,10000,10000,1500,1500
1677616070732149100,0,0,10000,10000,1500,1500
1677616070732153900,0,0,10000,10000,1500,1500
1677616070732174500,0,0,10000,10000,1500,1500
1677616070804528000,0,0,10000,10000,1500,1500
1677616070804530900,0,0,10000,10000,1500,1500
1677616070804533900,0,0,10000,10000,1500,1500
1677616070804537200,0,0,10000,10000,1500,1500
1677616070804546600,0,0,10000,10000,1500,1500
1677616070804572900,0,0,10000,10000,1500,1500
1677616070856978900,0,0,10000,10000,1500,1500
1677616070856983500,0,0,10000,10000,1500,1500
1677616070857012800,0,0,10000,10000,1500,1500
1677616070857018300,0,0,10000,10000,1500,1500
1677616070857048200,0,0,10000,10000,1500,1500
1677616070857053800,0,0,10000,10000,1500,1500
1677616070857072700,0,0,10000,10000,1500,1500
1677616070925135000,0,0,10000,10000,1500,1500
1677616070925142100,0,0,10000,10000,1500,1500
1677616070925149100,0,0,10000,10000,1500,1500
1677616070925164700,0,0,10000,10000,1500,1500
1677616070925185600,0,0,10000,10000,1500,1500
1677616070925243500,0,0,10000,10000,1500,1500
1677616070982103700,0,0,10000,10000,1500,1500
1677616070982110500,0,0,10000,10000,1500,1500
1677616070982116200,0,0,10000,10000,1500,1500
1677616070982122300,0,0,10000,10000,1500,1500
1677616070982135300,0,0,10000,10000,1500,1500
1677616070982141100,0,0,10000,10000,1500,1500
1677616071043527700,0,0,10000,10000,1500,1500
1677616071043535300,0,0,10000,10000,1500,1500
1677616071043646900,0,0,10000,10000,1500,1500
1677616071043658300,0,0,10000,10000,1500,1500
1677616071043670200,0,0,10000,10000,1500,1500
1677616071043729000,0,0,10000,10000,1500,1500
1677616071106982300,0,0,10000,10000,1500,1500
1677616071107031800,0,0,10000,10000,1500,1500
1677616071107044900,0,0,10000,10000,1500,1500
1677616071107049000,0,0,10000,10000,1500,1500
1677616071107058100,0,0,10000,10000,1500,1500
1677616071107064600,0,0,10000,10000,1500,1500
1677616071168475600,0,0,10000,10000,1500,1500
1677616071168492100,0,0,10000,10000,1500,1500
1677616071168548800,0,0,10000,10000,1500,1500
1677616071168558300,0,0,10000,10000,1500,1500
1677616071168596600,0,0,10000,10000,1500,1500
1677616071168607500,0,0,10000,10000,1500,1500
1677616071168613900,0,0,10000,10000,1500,1500
1677616071230595100,0,0,10000,10000,1500,1500
1677616071230599900,0,0,10000,10000,1500,1500
1677616071230606600,0,0,10000,10000,1500,1500
1677616071230611900,0,0,10000,10000,1500,1500
1677616071230619000,0,0,10000,10000,1500,1500
1677616071230623200,0,0,10000,10000,1500,1500
1677616071291464300,0,0,10000,10000,1500,1500
1677616071291468900,0,0,10000,10000,1500,1500
1677616071291472800,0,0,10000,10000,1500,1500
1677616071291476800,0,0,10000,10000,1500,1500
1677616071291483400,0,0,10000,10000,1500,1500
1677616071291487700,0,0,10000,10000,1500,1500
1677616071362020900,0,0,10000,10000,1500,1500
1677616071362025200,0,0,10000,10000,1500,1500
1677616071362029600,0,0,10000,10000,1500,1500
1677616071362033400,0,0,10000,10000,1500,1500
1677616071362038900,0,0,10000,10000,1500,1500
1677616071362042700,0,0,10000,10000,1500,1500
1677616071420711800,0,0,10000,10000,1500,1500
1677616071420718600,0,0,10000,10000,1500,1500
1677616071420723500,0,0,10000,10000,1500,1500
1677616071420728600,0,0,10000,10000,1500,1500
1677616071420737900,0,0,10000,10000,1500,1500
1677616071420747200,0,0,10000,10000,1500,1500
1677616071420781200,0,0,10000,10000,1500,1500
1677616071486366400,0,0,10000,10000,1500,1500
1677616071486371900,0,0,10000,10000,1500,1500
1677616071486376900,0,0,10000,10000,1500,1500
1677616071486382100,0,0,10000,10000,1500,1500
1677616071486390700,0,0,10000,10000,1500,1500
1677616071486400400,0,0,10000,10000,1500,1500
1677616071486407000,0,0,10000,10000,1500,1500
1677616071541420100,0,0,10000,10000,1500,1500
1677616071541425800,0,0,10000,10000,1500,1500
1677616071541430700,0,0,10000,10000,1500,1500
1677616071541435100,0,0,10000,10000,1500,1500
1677616071541442200,0,0,10000,10000,1500,1500
1677616071607428800,0,0,10000,10000,1500,1500
1677616071607433800,0,0,10000,10000,1500,1500
1677616071607438100,0,0,10000,10000,1500,1500
1677616071607442500,0,0,10000,10000,1500,1500
1677616071607450400,0,0,10000,10000,1500,1500
1677616071607454700,0,0,10000,10000,1500,1500
1677616071607466600,0,0,10000,10000,1500,1500
1677616071667615100,0,0,10000,10000,1500,1500
1677616071667626600,0,0,10000,10000,1500,1500
1677616071667632200,0,0,10000,10000,1500,1500
1677616071667641500,0,0,10000,10000,1500,1500
1677616071667653900,0,0,10000,10000,1500,1500
1677616071667660200,0,0,10000,10000,1500,1500
1677616071727946200,0,0,10000,10000,1500,1500
1677616071727949700,0,0,10000,10000,1500,1500
1677616071727953000,0,0,10000,10000,1500,1500
1677616071727956500,0,0,10000,10000,1500,1500
1677616071727962200,0,0,10000,10000,1500,1500
1677616071727965800,0,0,10000,10000,1500,1500
1677616071783726400,0,0,10000,10000,1500,1500
1677616071783730100,0,0,10000,10000,1500,1500
1677616071783733400,0,0,10000,10000,1500,1500
1677616071783736500,0,0,10000,10000,1500,1500
1677616071844924800,0,0,10000,10000,1500,1500
1677616071844943900,0,0,10000,10000,1500,1500
1677616071844948600,0,0,10000,10000,1500,1500
1677616071845013100,0,0,10000,10000,1500,1500
1677616071845018400,0,0,10000,10000,1500,1500
1677616071845022600,0,0,10000,10000,1500,1500
1677616071845070800,0,0,10000,10000,1500,1500
1677616071900853300,0,0,10000,10000,1500,1500
1677616071900856900,0,0,10000,10000,1500,1500
1677616071900860100,0,0,10000,10000,1500,1500
1677616071900865700,0,0,10000,10000,1500,1500
1677616071900869100,0,0,10000,10000,1500,1500
1677616071900872300,0,0,10000,10000,1500,1500
1677616071964552400,0,0,10000,10000,1500,1500
1677616071964606700,0,0,10000,10000,1500,1500
1677616071964623800,0,0,10000,10000,1500,1500
1677616071964639400,0,0,10000,10000,1500,1500
1677616071964648900,0,0,10000,10000,1500,1500
1677616071964679200,0,0,10000,10000,1500,1500
1677616072023513800,0,0,10000,10000,1500,1500
1677616072023520600,0,0,10000,10000,1500,1500
1677616072023525000,0,0,10000,10000,1500,1500
1677616072023532700,0,0,10000,10000,1500,1500
1677616072023537200,0,0,10000,10000,1500,1500
1677616072023575300,0,0,10000,10000,1500,1500
1677616072090408300,0,0,10000,10000,1500,1500
1677616072090429100,0,0,10000,10000,1500,1500
1677616072090432500,0,0,10000,10000,1500,1500
1677616072090440000,0,0,10000,10000,1500,1500
1677616072090444600,0,0,10000,10000,1500,1500
1677616072090448400,0,0,10000,10000,1500,1500
1677616072152385300,0,0,10000,10000,1500,1500
1677616072152388700,0,0,10000,10000,1500,1500
1677616072152399100,0,0,10000,10000,1500,1500
1677616072152421900,0,0,10000,10000,1500,1500
1677616072152431300,0,0,10000,10000,1500,1500
1677616072152435900,0,0,10000,10000,1500,1500
1677616072152444600,0,0,10000,10000,1500,1500
1677616072209378300,0,0,10000,10000,1500,1500
1677616072209382100,0,0,10000,10000,1500,1500
1677616072209385600,0,0,10000,10000,1500,1500
1677616072209392400,0,0,10000,10000,1500,1500
1677616072209422400,0,0,10000,10000,1500,1500
1677616072209432600,0,0,10000,10000,1500,1500
1677616072271894300,0,0,10000,10000,1500,1500
1677616072271898200,0,0,10000,10000,1500,1500
1677616072271919800,0,0,10000,10000,1500,1500
1677616072271926800,0,0,10000,10000,1500,1500
1677616072271941600,0,0,10000,10000,1500,1500
1677616072271961200,0,0,10000,10000,1500,1500
1677616072342163500,0,0,10000,10000,1500,1500
1677616072342170900,0,0,10000,10000,1500,1500
1677616072342177700,0,0,10000,10000,1500,1500
1677616072342189800,0,0,10000,10000,1500,1500
1677616072342196500,0,0,10000,10000,1500,1500
1677616072342203300,0,0,10000,10000,1500,1500
1677616072342209500,0,0,10000,10000,1500,1500
1677616072395355300,0,0,10000,10000,1500,1500
1677616072395432600,0,0,10000,10000,1500,1500
1677616072395494700,0,0,10000,10000,1500,1500
1677616072395504500,0,0,10000,10000,1500,1500
1677616072395509300,0,0,10000,10000,1500,1500
1677616072463611900,0,0,10000,10000,1500,1500
1677616072463741400,0,0,10000,10000,1500,1500
1677616072463749000,0,0,10000,10000,1500,1500
1677616072463757000,0,0,10000,10000,1500,1500
1677616072463777300,0,0,10000,10000,1500,1500
1677616072463866900,0,0,10000,10000,1500,1500
1677616072463886600,0,0,10000,10000,1500,1500
1677616072519699600,0,0,10000,10000,1500,1500
1677616072519705600,0,0,10000,10000,1500,1500
1677616072519711600,0,0,10000,10000,1500,1500
1677616072519749400,0,0,10000,10000,1500,1500
1677616072519776600,0,0,10000,10000,1500,1500
1677616072519797000,0,0,10000,10000,1500,1500
1677616072567550300,0,0,10000,10000,1500,1500
1677616072567556500,0,0,10000,10000,1500,1500
1677616072567562600,0,0,10000,10000,1500,1500
1677616072567573700,0,0,10000,10000,1500,1500
1677616072567578400,0,0,10000,10000,1500,1500
1677616072631422000,0,0,10000,10000,1500,1500
1677616072631427200,0,0,10000,10000,1500,1500
1677616072631432200,0,0,10000,10000,1500,1500
1677616072631441300,0,0,10000,10000,1500,1500
1677616072631446200,0,0,10000,10000,1500,1500
1677616072631450900,0,0,10000,10000,1500,1500
1677616072691568900,0,0,10000,10000,1500,1500
1677616072691575400,0,0,10000,10000,1500,1500
1677616072691626700,0,0,10000,10000,1500,1500
1677616072691636000,0,0,10000,10000,1500,1500
1677616072691641200,0,0,10000,10000,1500,1500
1677616072691646700,0,0,10000,10000,1500,1500
1677616072753345000,0,0,10000,10000,1500,1500
1677616072753354500,0,0,10000,10000,1500,1500
1677616072753360200,0,0,10000,10000,1500,1500
