%time,field.accel_x,field.accel_y,field.accel_z,field.gyro_x,field.gyro_y,field.gyro_z,field.state,field.swing_time
1677616065438360100,0.7919921875,-0.232666015625,-0.796142578125,-0.08396946564885496,-0.3053435114503817,-0.0916030534351145,0.0,1677303878.239485
1677616065438377900,0.800537109375,-0.230712890625,-0.799560546875,-0.07633587786259542,-0.31297709923664124,-0.08396946564885496,0.0,1677303878.2510388
1677616065438384200,0.794921875,-0.22705078125,-0.802734375,-0.06870229007633588,-0.2900763358778626,-0.0916030534351145,0.0,1677303878.2600365
1677616065438389800,0.79345703125,-0.227294921875,-0.797119140625,-0.06870229007633588,-0.2900763358778626,-0.10687022900763359,0.0,1677303878.2698944
1677616065513126600,0.798095703125,-0.22509765625,-0.79248046875,-0.07633587786259542,-0.2900763358778626,-0.08396946564885496,0.0,1677303878.2798204
1677616065513172000,0.79248046875,-0.227783203125,-0.80029296875,-0.07633587786259542,-0.2824427480916031,-0.06870229007633588,0.0,1677303878.2900975
1677616065513178500,0.796142578125,-0.2275390625,-0.80126953125,-0.0916030534351145,-0.2900763358778626,-0.07633587786259542,0.0,1677303878.3007529
1677616065513366300,0.797119140625,-0.229248046875,-0.7958984375,-0.06870229007633588,-0.2748091603053435,-0.08396946564885496,0.0,1677303878.309486
1677616065513382300,0.795654296875,-0.230712890625,-0.787841796875,-0.06870229007633588,-0.2900763358778626,-0.08396946564885496,0.0,1677303878.319941
1677616065513393600,0.794921875,-0.23046875,-0.783203125,-0.07633587786259542,-0.2748091603053435,-0.06870229007633588,0.0,1677303878.3296175
1677616065513514600,0.79638671875,-0.233642578125,-0.79248046875,-0.09923664122137404,-0.29770992366412213,-0.0916030534351145,0.0,1677303878.3396132
1677616065513522200,0.79248046875,-0.232666015625,-0.79345703125,-0.08396946564885496,-0.29770992366412213,-0.09923664122137404,0.0,1677303878.35006
1677616065561054400,0.79443359375,-0.232177734375,-0.80224609375,-0.08396946564885496,-0.2824427480916031,-0.09923664122137404,0.0,1677303878.3600473
1677616065561111400,0.799560546875,-0.228515625,-0.79541015625,-0.07633587786259542,-0.29770992366412213,-0.07633587786259542,0.0,1677303878.3690326
1677616065561122700,0.81201171875,-0.2275390625,-0.7958984375,-0.06870229007633588,-0.2900763358778626,-0.10687022900763359,0.0,1677303878.379542
1677616065561128700,0.7939453125,-0.2314453125,-0.795166015625,-0.06870229007633588,-0.26717557251908397,-0.09923664122137404,0.0,1677303878.3891053
1677616065610049300,0.80029296875,-0.22607421875,-0.797119140625,-0.0916030534351145,-0.24427480916030533,-0.09923664122137404,0.0,1677303878.4000921
1677616065610102900,0.810302734375,-0.22314453125,-0.796142578125,-0.09923664122137404,-0.2595419847328244,-0.0916030534351145,0.0,1677303878.409035
1677616065610115200,0.81201171875,-0.249267578125,-0.797119140625,-0.07633587786259542,-0.2900763358778626,-0.09923664122137404,0.0,1677303878.420032
1677616065610127200,0.796142578125,-0.22802734375,-0.7939453125,-0.0916030534351145,-0.3053435114503817,-0.08396946564885496,0.0,1677303878.429925
1677616065610221600,0.790283203125,-0.22998046875,-0.79638671875,-0.061068702290076333,-0.29770992366412213,-0.08396946564885496,0.0,1677303878.4402587
1677616065668987300,0.802001953125,-0.229248046875,-0.7900390625,-0.08396946564885496,-0.29770992366412213,-0.08396946564885496,0.0,1677303878.450132
1677616065669181800,0.796875,-0.22607421875,-0.796142578125,-0.0916030534351145,-0.2824427480916031,-0.11450381679389313,0.0,1677303878.4595382
1677616065669194900,0.812255859375,-0.23193359375,-0.781494140625,-0.08396946564885496,-0.29770992366412213,-0.09923664122137404,0.0,1677303878.4698973
1677616065669202400,0.794189453125,-0.229248046875,-0.8046875,-0.06870229007633588,-0.2900763358778626,-0.09923664122137404,0.0,1677303878.4795883
1677616065669206400,0.810546875,-0.228759765625,-0.793212890625,-0.05343511450381679,-0.3053435114503817,-0.0916030534351145,0.0,1677303878.4960723
1677616065669210100,0.80078125,-0.227294921875,-0.7978515625,-0.10687022900763359,-0.2824427480916031,-0.11450381679389313,0.0,1677303878.5026326
1677616065732993800,0.799560546875,-0.2294921875,-0.78759765625,-0.08396946564885496,-0.3053435114503817,-0.0916030534351145,0.0,1677303878.5096993
1677616065733026200,0.785888671875,-0.234130859375,-0.79443359375,-0.08396946564885496,-0.29770992366412213,-0.08396946564885496,0.0,1677303878.5195932
1677616065733037900,0.78466796875,-0.23291015625,-0.8037109375,-0.07633587786259542,-0.2748091603053435,-0.0916030534351145,0.0,1677303878.5290952
1677616065733046700,0.798583984375,-0.22021484375,-0.797607421875,-0.06870229007633588,-0.2900763358778626,-0.12213740458015267,0.0,1677303878.5396204
1677616065733066000,0.797119140625,-0.219482421875,-0.792724609375,-0.08396946564885496,-0.29770992366412213,-0.08396946564885496,0.0,1677303878.5499072
1677616065733076300,0.808837890625,-0.228271484375,-0.797607421875,-0.0916030534351145,-0.2900763358778626,-0.07633587786259542,0.0,1677303878.5596645
1677616065733086700,0.79345703125,-0.234130859375,-0.794921875,-0.06870229007633588,-0.3053435114503817,-0.05343511450381679,0.0,1677303878.5696645
1677616065801924600,0.8056640625,-0.230712890625,-0.79150390625,-0.08396946564885496,-0.2748091603053435,-0.06870229007633588,0.0,1677303878.5796714
1677616065801944600,0.794921875,-0.231689453125,-0.799560546875,-0.09923664122137404,-0.3053435114503817,-0.08396946564885496,0.0,1677303878.58969
1677616065801949000,0.797607421875,-0.21923828125,-0.79833984375,-0.07633587786259542,-0.2824427480916031,-0.09923664122137404,0.0,1677303878.5996084
1677616065801955100,0.793701171875,-0.22802734375,-0.796142578125,-0.08396946564885496,-0.2900763358778626,-0.10687022900763359,0.0,1677303878.6095705
1677616065801958700,0.795654296875,-0.229736328125,-0.792724609375,-0.06870229007633588,-0.2900763358778626,-0.09923664122137404,0.0,1677303878.6195908
1677616065801964300,0.793212890625,-0.2333984375,-0.80126953125,-0.09923664122137404,-0.2748091603053435,-0.09923664122137404,0.0,1677303878.6295183
1677616065858337200,0.796630859375,-0.233154296875,-0.7958984375,-0.07633587786259542,-0.2824427480916031,-0.10687022900763359,0.0,1677303878.639667
1677616065858396500,0.79541015625,-0.23046875,-0.787841796875,-0.0916030534351145,-0.2824427480916031,-0.09923664122137404,0.0,1677303878.6495733
1677616065858446600,0.7958984375,-0.230224609375,-0.798583984375,-0.09923664122137404,-0.29770992366412213,-0.09923664122137404,0.0,1677303878.659606
1677616065858463600,0.795654296875,-0.228271484375,-0.79541015625,-0.08396946564885496,-0.29770992366412213,-0.0916030534351145,0.0,1677303878.6707318
1677616065858473700,0.80029296875,-0.2314453125,-0.80322265625,-0.0916030534351145,-0.2748091603053435,-0.08396946564885496,0.0,1677303878.6801817
1677616065858626800,0.799072265625,-0.23046875,-0.802978515625,-0.0916030534351145,-0.2900763358778626,-0.07633587786259542,0.0,1677303878.6899726
1677616065919426400,0.794677734375,-0.23046875,-0.803955078125,-0.06870229007633588,-0.2900763358778626,-0.08396946564885496,0.0,1677303878.7010381
1677616065919450100,0.794921875,-0.23388671875,-0.801513671875,-0.08396946564885496,-0.29770992366412213,-0.10687022900763359,0.0,1677303878.7095993
1677616065919454100,0.78857421875,-0.239501953125,-0.7939453125,-0.06870229007633588,-0.2824427480916031,-0.08396946564885496,0.0,1677303878.7195938
1677616065919470900,0.795166015625,-0.224853515625,-0.794921875,-0.08396946564885496,-0.29770992366412213,-0.08396946564885496,0.0,1677303878.7295964
1677616065919475000,0.79443359375,-0.225830078125,-0.794677734375,-0.07633587786259542,-0.2748091603053435,-0.09923664122137404,0.0,1677303878.7414556
1677616065919478900,0.803955078125,-0.22998046875,-0.787109375,-0.08396946564885496,-0.2824427480916031,-0.06870229007633588,0.0,1677303878.7498033
1677616065981516300,0.798095703125,-0.228271484375,-0.799560546875,-0.06870229007633588,-0.2900763358778626,-0.0916030534351145,0.0,1677303878.760291
1677616065981546800,0.795654296875,-0.22705078125,-0.802978515625,-0.061068702290076333,-0.2900763358778626,-0.08396946564885496,0.0,1677303878.7702174
1677616065981551300,0.793701171875,-0.2294921875,-0.79052734375,-0.0916030534351145,-0.2595419847328244,-0.07633587786259542,0.0,1677303878.7802088
1677616065981559500,0.80029296875,-0.2275390625,-0.783203125,-0.0916030534351145,-0.2824427480916031,-0.09923664122137404,0.0,1677303878.7906563
1677616065981563800,0.80029296875,-0.229736328125,-0.789306640625,-0.05343511450381679,-0.2748091603053435,-0.10687022900763359,0.0,1677303878.7999647
1677616065981568500,0.79833984375,-0.2314453125,-0.788818359375,-0.09923664122137404,-0.29770992366412213,-0.10687022900763359,0.0,1677303878.8099973
1677616066045666800,0.801025390625,-0.229736328125,-0.78662109375,-0.07633587786259542,-0.2748091603053435,-0.09923664122137404,0.0,1677303878.8199732
1677616066045690400,0.79345703125,-0.232421875,-0.7998046875,-0.09923664122137404,-0.29770992366412213,-0.06870229007633588,0.0,1677303878.8295672
1677616066045698200,0.792724609375,-0.234130859375,-0.79638671875,-0.07633587786259542,-0.2824427480916031,-0.09923664122137404,0.0,1677303878.8400433
1677616066045702000,0.799560546875,-0.231689453125,-0.781494140625,-0.0916030534351145,-0.3053435114503817,-0.09923664122137404,0.0,1677303878.8500092
1677616066045708700,0.783447265625,-0.229736328125,-0.796875,-0.0916030534351145,-0.2748091603053435,-0.06870229007633588,0.0,1677303878.859573
1677616066045716200,0.781494140625,-0.23046875,-0.796142578125,-0.07633587786259542,-0.2900763358778626,-0.0916030534351145,0.0,1677303878.8694663
1677616066045722500,0.792724609375,-0.219970703125,-0.787841796875,-0.08396946564885496,-0.29770992366412213,-0.12213740458015267,0.0,1677303878.8795907
1677616066107136700,0.79931640625,-0.22998046875,-0.79296875,-0.09923664122137404,-0.32061068702290074,-0.07633587786259542,0.0,1677303878.8905377
1677616066107214200,0.782958984375,-0.22705078125,-0.79248046875,-0.0916030534351145,-0.2900763358778626,-0.0916030534351145,0.0,1677303878.899692
1677616066107218100,0.794921875,-0.225341796875,-0.782470703125,-0.07633587786259542,-0.2824427480916031,-0.0916030534351145,0.0,1677303878.9095964
1677616066107222200,0.79638671875,-0.236572265625,-0.798828125,-0.06870229007633588,-0.29770992366412213,-0.09923664122137404,0.0,1677303878.9201076
1677616066107225600,0.797119140625,-0.228271484375,-0.803955078125,-0.08396946564885496,-0.29770992366412213,-0.09923664122137404,0.0,1677303878.9300041
1677616066107533900,0.800048828125,-0.22802734375,-0.79443359375,-0.07633587786259542,-0.2900763358778626,-0.08396946564885496,0.0,1677303878.939991
1677616066166893800,0.79931640625,-0.22998046875,-0.801513671875,-0.08396946564885496,-0.3053435114503817,-0.09923664122137404,0.0,1677303878.9504943
1677616066166953000,0.798828125,-0.24560546875,-0.7998046875,-0.10687022900763359,-0.3053435114503817,-0.0916030534351145,0.0,1677303878.959699
1677616066166968900,0.794921875,-0.232666015625,-0.802001953125,-0.06870229007633588,-0.31297709923664124,-0.10687022900763359,0.0,1677303878.9697819
1677616066166972800,0.80078125,-0.226318359375,-0.80078125,-0.06870229007633588,-0.2748091603053435,-0.09923664122137404,0.0,1677303878.980773
1677616066166977800,0.811279296875,-0.229248046875,-0.796142578125,-0.0916030534351145,-0.2824427480916031,-0.10687022900763359,0.0,1677303878.9895825
1677616066167017300,0.794677734375,-0.2333984375,-0.794677734375,-0.07633587786259542,-0.29770992366412213,-0.09923664122137404,0.0,1677303878.999548
1677616066218163600,0.811279296875,-0.230224609375,-0.79638671875,-0.10687022900763359,-0.32061068702290074,-0.07633587786259542,0.0,1677303879.0099993
1677616066218211300,0.80908203125,-0.2294921875,-0.80810546875,-0.07633587786259542,-0.3053435114503817,-0.0916030534351145,0.0,1677303879.0195148
1677616066218222300,0.79345703125,-0.230224609375,-0.79296875,-0.06870229007633588,-0.2900763358778626,-0.11450381679389313,0.0,1677303879.030649
1677616066218233700,0.7978515625,-0.227783203125,-0.796875,-0.07633587786259542,-0.3053435114503817,-0.08396946564885496,0.0,1677303879.039941
1677616066218238100,0.7958984375,-0.23291015625,-0.799072265625,-0.07633587786259542,-0.3053435114503817,-0.0916030534351145,0.0,1677303879.0512683
1677616066276900300,0.78125,-0.221923828125,-0.801513671875,-0.08396946564885496,-0.2824427480916031,-0.07633587786259542,0.0,1677303879.059511
1677616066276929700,0.796142578125,-0.2314453125,-0.79052734375,-0.07633587786259542,-0.2824427480916031,-0.0916030534351145,0.0,1677303879.0695448
1677616066276934100,0.810302734375,-0.22021484375,-0.801025390625,-0.07633587786259542,-0.2748091603053435,-0.07633587786259542,0.0,1677303879.0796328
1677616066277028300,0.794921875,-0.22998046875,-0.784912109375,-0.08396946564885496,-0.31297709923664124,-0.07633587786259542,0.0,1677303879.0895503
1677616066277039900,0.796630859375,-0.232177734375,-0.791259765625,-0.07633587786259542,-0.2748091603053435,-0.08396946564885496,0.0,1677303879.099041
1677616066277135200,0.80029296875,-0.230712890625,-0.80224609375,-0.06870229007633588,-0.2748091603053435,-0.0916030534351145,0.0,1677303879.110028
1677616066343074800,0.79931640625,-0.230712890625,-0.7939453125,-0.06870229007633588,-0.29770992366412213,-0.08396946564885496,0.0,1677303879.1203997
1677616066343111800,0.79443359375,-0.22607421875,-0.788330078125,-0.06870229007633588,-0.2748091603053435,-0.09923664122137404,0.0,1677303879.1303313
1677616066343116900,0.790771484375,-0.22900390625,-0.796875,-0.06870229007633588,-0.2824427480916031,-0.10687022900763359,0.0,1677303879.1397069
1677616066343125200,0.794189453125,-0.22802734375,-0.800048828125,-0.061068702290076333,-0.29770992366412213,-0.08396946564885496,0.0,1677303879.1501338
1677616066343130200,0.796630859375,-0.231689453125,-0.78466796875,-0.07633587786259542,-0.2824427480916031,-0.1297709923664122,0.0,1677303879.160157
1677616066343134600,0.79638671875,-0.225830078125,-0.798095703125,-0.08396946564885496,-0.29770992366412213,-0.0916030534351145,0.0,1677303879.1698139
1677616066343154500,0.79736328125,-0.223388671875,-0.79345703125,-0.07633587786259542,-0.29770992366412213,-0.0916030534351145,0.0,1677303879.1798124
1677616066404797000,0.801025390625,-0.22705078125,-0.79638671875,-0.08396946564885496,-0.2900763358778626,-0.09923664122137404,0.0,1677303879.1896913
1677616066404805800,0.794677734375,-0.232177734375,-0.798095703125,-0.07633587786259542,-0.2824427480916031,-0.10687022900763359,0.0,1677303879.1997023
1677616066404813700,0.797119140625,-0.225830078125,-0.80078125,-0.06870229007633588,-0.2824427480916031,-0.09923664122137404,0.0,1677303879.2095346
1677616066404856000,0.79736328125,-0.23583984375,-0.79052734375,-0.07633587786259542,-0.2900763358778626,-0.09923664122137404,0.0,1677303879.2197828
1677616066404922400,0.7841796875,-0.228515625,-0.791748046875,-0.07633587786259542,-0.29770992366412213,-0.09923664122137404,0.0,1677303879.2299867
1677616066404966500,0.798828125,-0.232421875,-0.79443359375,-0.06870229007633588,-0.3053435114503817,-0.10687022900763359,0.0,1677303879.239576
1677616066469604500,0.78125,-0.230712890625,-0.7822265625,-0.08396946564885496,-0.2824427480916031,-0.0916030534351145,0.0,1677303879.2513807
1677616066469634400,0.79833984375,-0.228515625,-0.792236328125,-0.04580152671755725,-0.3053435114503817,-0.0916030534351145,0.0,1677303879.260411
1677616066469641000,0.794921875,-0.225341796875,-0.794921875,-0.0916030534351145,-0.2900763358778626,-0.061068702290076333,0.0,1677303879.269595
1677616066469649700,0.7978515625,-0.2294921875,-0.81103515625,-0.0916030534351145,-0.29770992366412213,-0.0916030534351145,0.0,1677303879.2799344
1677616066469655000,0.798095703125,-0.231201171875,-0.797119140625,-0.06870229007633588,-0.29770992366412213,-0.08396946564885496,0.0,1677303879.290011
1677616066469746900,0.797119140625,-0.229736328125,-0.781494140625,-0.07633587786259542,-0.3053435114503817,-0.08396946564885496,0.0,1677303879.299986
1677616066525370900,0.800537109375,-0.232666015625,-0.802978515625,-0.08396946564885496,-0.2900763358778626,-0.09923664122137404,0.0,1677303879.3095179
1677616066525433900,0.794677734375,-0.22998046875,-0.80029296875,-0.0916030534351145,-0.2900763358778626,-0.09923664122137404,0.0,1677303879.3204002
1677616066525466400,0.79541015625,-0.234375,-0.7880859375,-0.07633587786259542,-0.31297709923664124,-0.08396946564885496,0.0,1677303879.3295658
1677616066525519600,0.7939453125,-0.2294921875,-0.809814453125,-0.07633587786259542,-0.2595419847328244,-0.0916030534351145,0.0,1677303879.3390853
1677616066525528000,0.798583984375,-0.229736328125,-0.79345703125,-0.08396946564885496,-0.2824427480916031,-0.08396946564885496,0.0,1677303879.3494616
1677616066525597500,0.80224609375,-0.22802734375,-0.809814453125,-0.09923664122137404,-0.2748091603053435,-0.0916030534351145,0.0,1677303879.359024
1677616066588762700,0.79638671875,-0.2275390625,-0.808349609375,-0.0916030534351145,-0.26717557251908397,-0.08396946564885496,0.0,1677303879.3696866
1677616066588812000,0.7939453125,-0.228759765625,-0.795166015625,-0.0916030534351145,-0.2748091603053435,-0.09923664122137404,0.0,1677303879.3795497
1677616066588823300,0.7919921875,-0.225830078125,-0.800048828125,-0.0916030534351145,-0.2900763358778626,-0.07633587786259542,0.0,1677303879.3921533
1677616066588833700,0.797119140625,-0.232177734375,-0.79931640625,-0.0916030534351145,-0.2900763358778626,-0.09923664122137404,0.0,1677303879.4003277
1677616066588893300,0.809326171875,-0.233154296875,-0.796630859375,-0.06870229007633588,-0.2748091603053435,-0.07633587786259542,0.0,1677303879.411413
1677616066588963800,0.781494140625,-0.227783203125,-0.794921875,-0.08396946564885496,-0.3053435114503817,-0.09923664122137404,0.0,1677303879.4210532
1677616066649383300,0.797119140625,-0.229736328125,-0.7978515625,-0.09923664122137404,-0.2900763358778626,-0.08396946564885496,0.0,1677303879.429943
1677616066649427800,0.782470703125,-0.231689453125,-0.791259765625,-0.06870229007633588,-0.2748091603053435,-0.0916030534351145,0.0,1677303879.4403098
1677616066649461200,0.7822265625,-0.21923828125,-0.8017578125,-0.09923664122137404,-0.2824427480916031,-0.08396946564885496,0.0,1677303879.4503646
1677616066649481100,0.79248046875,-0.228759765625,-0.7919921875,-0.0916030534351145,-0.2748091603053435,-0.06870229007633588,0.0,1677303879.4601147
1677616066649522200,0.78271484375,-0.222412109375,-0.79052734375,-0.08396946564885496,-0.29770992366412213,-0.10687022900763359,0.0,1677303879.470566
1677616066649531100,0.808349609375,-0.232177734375,-0.806884765625,-0.08396946564885496,-0.2748091603053435,-0.08396946564885496,0.0,1677303879.480125
1677616066711666500,0.78369140625,-0.228759765625,-0.81103515625,-0.07633587786259542,-0.2824427480916031,-0.07633587786259542,0.0,1677303879.4902315
1677616066711700900,0.785888671875,-0.230224609375,-0.792724609375,-0.08396946564885496,-0.2824427480916031,-0.0916030534351145,0.0,1677303879.4997103
1677616066711705900,0.783447265625,-0.230712890625,-0.8056640625,-0.0916030534351145,-0.2824427480916031,-0.12213740458015267,0.0,1677303879.5150113
1677616066711713600,0.811279296875,-0.2294921875,-0.791259765625,-0.07633587786259542,-0.2824427480916031,-0.08396946564885496,0.0,1677303879.5217009
1677616066711717500,0.7861328125,-0.221435546875,-0.79345703125,-0.09923664122137404,-0.26717557251908397,-0.10687022900763359,0.0,1677303879.5297182
1677616066711721600,0.795654296875,-0.2197265625,-0.808837890625,-0.07633587786259542,-0.2824427480916031,-0.08396946564885496,0.0,1677303879.5396674
1677616066777936500,0.784912109375,-0.233154296875,-0.797607421875,-0.0916030534351145,-0.2900763358778626,-0.0916030534351145,0.0,1677303879.5497227
1677616066777975300,0.798583984375,-0.228515625,-0.793212890625,-0.08396946564885496,-0.2900763358778626,-0.09923664122137404,0.0,1677303879.5595667
1677616066777980400,0.79736328125,-0.224365234375,-0.783203125,-0.08396946564885496,-0.2900763358778626,-0.06870229007633588,0.0,1677303879.5696003
1677616066777987400,0.79541015625,-0.2197265625,-0.798583984375,-0.07633587786259542,-0.2824427480916031,-0.0916030534351145,0.0,1677303879.5796704
1677616066777991900,0.81201171875,-0.233642578125,-0.7841796875,-0.08396946564885496,-0.2900763358778626,-0.0916030534351145,0.0,1677303879.5896428
1677616066777996800,0.809326171875,-0.219970703125,-0.787353515625,-0.07633587786259542,-0.3053435114503817,-0.06870229007633588,0.0,1677303879.5996895
1677616066778001300,0.79638671875,-0.232177734375,-0.794677734375,-0.07633587786259542,-0.2900763358778626,-0.09923664122137404,0.0,1677303879.60975
1677616066835026500,0.79638671875,-0.23388671875,-0.79638671875,-0.08396946564885496,-0.29770992366412213,-0.0916030534351145,0.0,1677303879.6197526
1677616066835162200,0.78955078125,-0.220458984375,-0.80029296875,-0.08396946564885496,-0.2748091603053435,-0.09923664122137404,0.0,1677303879.630156
1677616066835170400,0.798583984375,-0.2275390625,-0.794921875,-0.061068702290076333,-0.32061068702290074,-0.10687022900763359,0.0,1677303879.6438937
1677616066835179000,0.789794921875,-0.233642578125,-0.78759765625,-0.06870229007633588,-0.2900763358778626,-0.0916030534351145,0.0,1677303879.650572
1677616066835184100,0.794921875,-0.220703125,-0.797119140625,-0.10687022900763359,-0.29770992366412213,-0.09923664122137404,0.0,1677303879.6594515
1677616066835329900,0.80126953125,-0.24609375,-0.802490234375,-0.08396946564885496,-0.2900763358778626,-0.06870229007633588,0.0,1677303879.6695285
1677616066899653100,0.79296875,-0.233642578125,-0.803466796875,-0.09923664122137404,-0.3053435114503817,-0.10687022900763359,0.0,1677303879.6797624
1677616066899726300,0.790771484375,-0.225830078125,-0.793212890625,-0.07633587786259542,-0.2824427480916031,-0.07633587786259542,0.0,1677303879.6894436
1677616066899744400,0.797607421875,-0.228759765625,-0.79345703125,-0.09923664122137404,-0.2824427480916031,-0.0916030534351145,0.0,1677303879.6994932
1677616066899753300,0.797119140625,-0.230224609375,-0.798095703125,-0.07633587786259542,-0.26717557251908397,-0.0916030534351145,0.0,1677303879.7095947
1677616066899777400,0.7958984375,-0.237548828125,-0.80029296875,-0.07633587786259542,-0.2824427480916031,-0.08396946564885496,0.0,1677303879.7194893
1677616066899785900,0.8056640625,-0.22900390625,-0.796142578125,-0.0916030534351145,-0.2824427480916031,-0.06870229007633588,0.0,1677303879.7294843
1677616066961206200,0.791748046875,-0.234130859375,-0.796875,-0.08396946564885496,-0.2824427480916031,-0.09923664122137404,0.0,1677303879.7394955
1677616066961246400,0.79248046875,-0.229248046875,-0.802001953125,-0.0916030534351145,-0.2900763358778626,-0.06870229007633588,0.0,1677303879.749433
1677616066961257900,0.797607421875,-0.235107421875,-0.807861328125,-0.07633587786259542,-0.26717557251908397,-0.0916030534351145,0.0,1677303879.7603414
1677616066961276600,0.79833984375,-0.233642578125,-0.789794921875,-0.08396946564885496,-0.3053435114503817,-0.09923664122137404,0.0,1677303879.7694662
1677616066961292600,0.797607421875,-0.2333984375,-0.794921875,-0.07633587786259542,-0.2900763358778626,-0.07633587786259542,0.0,1677303879.7794273
1677616066961330300,0.794189453125,-0.2294921875,-0.79833984375,-0.08396946564885496,-0.3053435114503817,-0.11450381679389313,0.0,1677303879.7894504
1677616067024915300,0.7958984375,-0.226806640625,-0.8017578125,-0.07633587786259542,-0.2748091603053435,-0.0916030534351145,0.0,1677303879.799136
1677616067024959900,0.788818359375,-0.230224609375,-0.801513671875,-0.08396946564885496,-0.2900763358778626,-0.09923664122137404,0.0,1677303879.8099205
1677616067024974800,0.78759765625,-0.22998046875,-0.792236328125,-0.07633587786259542,-0.2900763358778626,-0.09923664122137404,0.0,1677303879.819323
1677616067024979500,0.798095703125,-0.234130859375,-0.79345703125,-0.0916030534351145,-0.29770992366412213,-0.09923664122137404,0.0,1677303879.829441
1677616067024984600,0.795166015625,-0.22802734375,-0.80078125,-0.0916030534351145,-0.2824427480916031,-0.0916030534351145,0.0,1677303879.8436475
1677616067024988800,0.798828125,-0.230224609375,-0.79345703125,-0.11450381679389313,-0.2824427480916031,-0.0916030534351145,0.0,1677303879.857885
1677616067083714700,0.795654296875,-0.23046875,-0.796630859375,-0.061068702290076333,-0.29770992366412213,-0.09923664122137404,0.0,1677303879.8654983
1677616067083744100,0.79541015625,-0.2265625,-0.80859375,-0.08396946564885496,-0.2748091603053435,-0.0916030534351145,0.0,1677303879.8723612
1677616067083750300,0.8017578125,-0.22998046875,-0.801025390625,-0.06870229007633588,-0.2748091603053435,-0.08396946564885496,0.0,1677303879.879572
1677616067083762600,0.80859375,-0.22998046875,-0.79296875,-0.08396946564885496,-0.3053435114503817,-0.11450381679389313,0.0,1677303879.8900623
1677616067083769200,0.78271484375,-0.229736328125,-0.800048828125,-0.0916030534351145,-0.31297709923664124,-0.07633587786259542,0.0,1677303879.8995612
1677616067083773500,0.810791015625,-0.234130859375,-0.80615234375,-0.0916030534351145,-0.29770992366412213,-0.0916030534351145,0.0,1677303879.9096222
1677616067083784400,0.796142578125,-0.228271484375,-0.804443359375,-0.08396946564885496,-0.2900763358778626,-0.10687022900763359,0.0,1677303879.9196193
1677616067147084900,0.802001953125,-0.22998046875,-0.811279296875,-0.0916030534351145,-0.29770992366412213,-0.0916030534351145,0.0,1677303879.9295778
1677616067147167900,0.79296875,-0.23388671875,-0.796875,-0.06870229007633588,-0.2824427480916031,-0.07633587786259542,0.0,1677303879.9395132
1677616067147194500,0.7958984375,-0.220458984375,-0.795654296875,-0.07633587786259542,-0.2900763358778626,-0.0916030534351145,0.0,1677303879.9561806
1677616067147203700,0.7998046875,-0.230224609375,-0.801513671875,-0.07633587786259542,-0.29770992366412213,-0.07633587786259542,0.0,1677303879.9635034
1677616067147215000,0.791748046875,-0.23388671875,-0.796630859375,-0.07633587786259542,-0.3053435114503817,-0.07633587786259542,0.0,1677303879.9702942
1677616067147254300,0.791015625,-0.2314453125,-0.792236328125,-0.07633587786259542,-0.29770992366412213,-0.07633587786259542,0.0,1677303879.9796748
