%time,field.curr_pos1,field.curr_pos2,field.toff,field.motor_fail,field.t
1685049954202886500,0,0,251240,0,49954.265625
1685049954202930300,0,0,250640,0,49954.2734375
1685049954202996500,0,0,249520,0,49954.28515625
1685049954203060100,0,0,249280,0,49954.296875
1685049954248551800,0,0,248000,0,49954.3046875
1685049954248571200,0,0,248360,0,49954.31640625
1685049954248656000,0,0,252959,0,49954.32421875
1685049954248683100,0,0,250080,0,49954.3359375
1685049954248779800,0,0,249600,0,49954.34375
1685049954304436100,0,0,248480,0,49954.359375
1685049954304455800,0,0,247280,0,49954.375
1685049954304468700,0,0,251280,0,49954.38671875
1685049954356896100,0,0,255200,0,49954.40234375
1685049954356925300,0,0,250160,0,49954.41015625
1685049954356946300,-6,4,248400,0,49954.421875
1685049954356956100,-23,18,249200,0,49954.43359375
1685049954356961600,-35,29,255040,0,49954.4375
1685049954357170100,-60,52,251840,0,49954.4453125
1685049954427964900,-89,72,249520,0,49954.45703125
1685049954427993200,-119,87,250800,0,49954.46484375
1685049954428016500,-153,94,251040,0,49954.4765625
1685049954428026500,-185,90,249800,0,49954.484375
1685049954428053400,-203,84,250880,0,49954.49609375
1685049954428067800,-209,75,250320,0,49954.5078125
1685049954428073300,-209,65,252240,0,49954.515625
1685049954473886700,-205,56,248720,0,49954.52734375
1685049954473913400,-202,55,250160,0,49954.53515625
1685049954473926700,-201,60,249920,0,49954.546875
1685049954473940700,-204,67,250560,0,49954.5546875
1685049954474099900,-205,77,250320,0,49954.56640625
1685049954526672900,-206,85,250000,0,49954.57421875
1685049954527056800,-207,88,250360,0,49954.5859375
1685049954527073400,-207,87,250240,0,49954.59765625
1685049954527077900,-206,82,250480,0,49954.60546875
1685049954527167500,-206,76,250440,0,49954.6171875
1685049954571717200,-206,69,250240,0,49954.625
1685049954571734000,-206,67,250000,0,49954.63671875
1685049954571737200,-205,69,251600,0,49954.64453125
1685049954571766700,-204,70,247600,0,49954.65625
1685049954571846900,-204,72,249280,0,49954.6640625
1685049954628475800,-206,78,254720,0,49954.6796875
1685049954628509000,-206,80,249760,0,49954.69140625
1685049954628537700,-207,80,255280,0,49954.69921875
1685049954628567900,-207,80,250720,0,49954.70703125
1685049954678483200,-207,79,249880,0,49954.71484375
1685049954678490100,-207,79,249280,0,49954.7265625
1685049954678492600,-207,79,249120,0,49954.734375
1685049954678495000,-207,79,249840,0,49954.74609375
1685049954678517600,-207,79,250160,0,49954.7578125
1685049954678770300,-207,79,250560,0,49954.765625
1685049954726807300,-207,79,253520,0,49954.77734375
1685049954726841800,-207,78,248160,0,49954.78515625
1685049954726855500,-207,78,249040,0,49954.796875
1685049954726859400,-207,78,250160,0,49954.8046875
1685049954726873400,-207,78,250360,0,49954.81640625
1685049954776989400,-207,78,249920,0,49954.82421875
1685049954777036700,-207,78,250080,0,49954.8359375
1685049954777073900,-207,78,250400,0,49954.84765625
1685049954777083200,-207,77,250240,0,49954.85546875
1685049954777180600,-207,77,250480,0,49954.8671875
1685049954824225100,-207,77,250480,0,49954.875
1685049954824374800,-207,77,249440,0,49954.88671875
1685049954824393500,-207,77,250400,0,49954.89453125
1685049954824500700,-207,77,251760,0,49954.90625
1685049954824505400,-207,77,247240,0,49954.9140625
1685049954872078000,-207,77,249360,0,49954.92578125
1685049954872110100,-207,77,249840,0,49954.9375
1685049954872186000,-207,77,249360,0,49954.9453125
1685049954872201800,-207,77,250240,0,49954.95703125
1685049954872242500,-207,76,250160,0,49954.96484375
1685049954923061000,-207,76,250720,0,49954.9765625
1685049954923150000,-207,76,250160,0,49954.984375
1685049954923160700,-207,76,250400,0,49954.99609375
1685049954923295700,-207,76,250720,0,49955.0078125
1685049954923357900,-207,76,250480,0,49955.015625
1685049954969219700,-207,76,250480,0,49955.02734375
1685049954969255200,-207,76,252480,0,49955.03515625
1685049954969264300,-207,76,234280,0,49955.046875
1685049954969270800,-207,76,249520,0,49955.0546875
1685049954969349600,-207,76,250880,0,49955.06640625
1685049955021036800,-207,76,250400,0,49955.07421875
1685049955021066200,-207,76,250240,0,49955.0859375
1685049955021073400,-207,76,249920,0,49955.09765625
1685049955021080300,-207,76,249880,0,49955.10546875
1685049955021086000,-207,76,250880,0,49955.1171875
1685049955099599600,-207,76,250000,0,49955.125
1685049955099615500,-207,76,250000,0,49955.13671875
1685049955099624100,-207,76,251320,0,49955.14453125
1685049955099630200,-207,76,250160,0,49955.15625
1685049955146043700,-207,76,252560,0,49955.1640625
1685049955146072800,-207,76,247680,0,49955.17578125
1685049955146087900,-207,76,249320,0,49955.1875
1685049955146093200,-207,76,235600,0,49955.1953125
1685049955146100200,-207,76,250080,0,49955.20703125
1685049955146113200,-207,76,250360,0,49955.21484375
1685049955146310000,-207,76,247440,0,49955.2265625
