%time,field.curr_pos1,field.curr_pos2,field.toff,field.motor_fail,field.t
1685043320906837800,283,0,246480,0,43320.92578125
1685043320906865700,283,0,245120,0,43320.93359375
1685043320906971100,283,0,246400,0,43320.9453125
1685043320907026100,283,0,247280,0,43320.953125
1685043320953305500,283,0,246480,0,43320.96484375
1685043320953348400,283,0,246960,0,43320.9765625
1685043320953373800,283,0,246960,0,43320.984375
1685043320953440200,283,0,247760,0,43320.99609375
1685043320953473100,283,0,247440,0,43321.00390625
1685043320953484600,283,0,247680,0,43321.015625
1685043321000598000,283,0,247280,0,43321.0234375
1685043321000644100,283,0,248800,0,43321.03515625
1685043321000658900,283,0,243280,0,43321.046875
1685043321000720700,283,0,247680,0,43321.0546875
1685043321000867300,283,0,246400,0,43321.06640625
1685043321047045300,283,0,247040,0,43321.07421875
1685043321047078500,283,0,246040,0,43321.0859375
1685043321047083900,283,0,248360,0,43321.09375
1685043321047090700,283,0,246720,0,43321.10546875
1685043321094428200,283,0,246400,0,43321.11328125
1685043321094457800,283,0,246080,0,43321.125
1685043321094504800,283,0,248560,0,43321.13671875
1685043321094528300,283,0,246320,0,43321.14453125
1685043321094556900,283,0,246840,0,43321.15625
1685043321141221900,283,0,248800,0,43321.1640625
1685043321141244900,283,0,243200,0,43321.17578125
1685043321141354000,283,0,247240,0,43321.18359375
1685043321141366000,283,0,247600,0,43321.1953125
1685043321141461900,283,0,247360,0,43321.203125
1685043321189836200,283,0,247200,0,43321.21484375
1685043321189927400,283,0,247520,0,43321.2265625
1685043321190069700,283,0,246400,0,43321.234375
1685043321190091300,283,0,247760,0,43321.24609375
1685043321190480300,283,0,248480,0,43321.25390625
1685043321237653300,283,0,247040,0,43321.265625
1685043321237721900,283,0,245040,0,43321.2734375
1685043321237758000,283,0,246520,0,43321.28515625
1685043321237919200,283,0,247640,0,43321.296875
1685043321284548400,283,0,245760,0,43321.3046875
1685043321284615700,283,0,246880,0,43321.31640625
1685043321284630700,283,0,247040,0,43321.32421875
1685043321284644100,283,0,247600,0,43321.3359375
1685043321284656900,283,0,248800,0,43321.34375
1685043321332847800,283,0,248320,0,43321.35546875
1685043321332888000,283,0,246720,0,43321.36328125
1685043321332898100,283,0,248080,0,43321.375
1685043321332905200,283,0,246760,0,43321.38671875
1685043321332912900,283,0,247840,0,43321.39453125
1685043321380790900,283,0,248320,0,43321.40625
1685043321380824000,283,0,247560,0,43321.4140625
1685043321380837600,283,0,250080,0,43321.42578125
1685043321380861300,283,0,243360,0,43321.43359375
1685043321380875900,283,0,247600,0,43321.4453125
1685043321428726100,283,0,245040,0,43321.453125
1685043321428751100,283,0,245920,0,43321.46484375
1685043321428812400,283,0,248000,0,43321.4765625
1685043321428837200,283,0,245160,0,43321.484375
1685043321428886100,283,0,248080,0,43321.49609375
1685043321475939400,283,0,247840,0,43321.50390625
1685043321475985700,283,0,247040,0,43321.515625
1685043321476010300,283,0,244800,0,43321.5234375
1685043321476020800,283,0,248560,0,43321.53515625
1685043321524457200,283,0,246400,0,43321.546875
1685043321524534600,283,0,246480,0,43321.5546875
1685043321524554300,283,0,244080,0,43321.56640625
1685043321524562300,283,0,245040,0,43321.57421875
1685043321524652400,283,0,246840,0,43321.5859375
1685043321581467600,283,0,246400,0,43321.59375
1685043321581529500,283,0,246400,0,43321.60546875
1685043321581564200,283,0,247680,0,43321.61328125
1685043321581587000,283,0,245440,0,43321.625
1685043321581609400,283,0,246800,0,43321.63671875
1685043321633072300,283,0,247440,0,43321.64453125
1685043321633115400,283,0,248000,0,43321.65625
1685043321633119900,283,0,246320,0,43321.6640625
1685043321633123400,283,0,245440,0,43321.67578125
1685043321633135900,283,0,249800,0,43321.68359375
1685043321703168400,283,0,246320,0,43321.6953125
1685043321703211200,283,0,246640,0,43321.703125
1685043321703224700,283,0,246720,0,43321.71484375
1685043321703374400,283,0,247760,0,43321.7265625
1685043321703403500,283,0,244720,0,43321.734375
1685043321703410000,283,0,247680,0,43321.74609375
1685043321752604900,283,0,244560,0,43321.75390625
1685043321752622700,283,0,245840,0,43321.765625
1685043321752625800,283,0,246800,0,43321.7734375
1685043321752687200,283,0,245680,0,43321.78515625
1685043321752712300,283,0,247840,0,43321.796875
1685043321752716000,283,0,246800,0,43321.8046875
1685043321752760700,283,0,248160,0,43321.81640625
1685043321803104000,283,0,246720,0,43321.82421875
1685043321803127400,283,0,247600,0,43321.8359375
1685043321803138100,283,0,247920,0,43321.84375
1685043321803160600,283,0,249080,0,43321.85546875
1685043321803164600,283,0,245960,0,43321.86328125
1685043321850284200,283,0,248000,0,43321.875
1685043321850334400,283,0,253200,0,43321.88671875
1685043321850349400,283,0,244080,0,43321.89453125
1685043321850356600,283,0,218080,0,43321.90625
1685043321850684900,283,0,265360,0,43321.9140625
1685043321897090200,283,0,246640,0,43321.92578125
1685043321897130400,283,0,245840,0,43321.93359375
1685043321897214600,283,0,256960,0,43321.9453125
1685043321897253400,283,0,243440,0,43321.953125
1685043321954026400,283,0,244400,0,43321.96484375
1685043321954052000,283,0,237440,0,43321.9765625
1685043321954058900,283,0,244840,0,43321.984375
1685043321954096300,283,0,245520,0,43321.99609375
1685043321954134500,283,0,244960,0,43322.00390625
1685043322000809100,283,0,247200,0,43322.015625
1685043322000849800,283,0,246720,0,43322.0234375
1685043322000858700,283,0,245840,0,43322.03515625
1685043322000990100,283,0,245600,0,43322.046875
1685043322001051100,283,0,246160,0,43322.0546875
1685043322001120900,283,0,246400,0,43322.06640625
1685043322055684500,283,0,248320,0,43322.07421875
1685043322055729500,283,0,244720,0,43322.0859375
1685043322055743000,283,0,246720,0,43322.09375
1685043322055754500,283,0,242320,0,43322.10546875
1685043322056001500,283,0,245240,0,43322.11328125
1685043322104416800,283,0,246320,0,43322.125
1685043322104452000,283,0,246640,0,43322.13671875
1685043322104461900,283,0,284560,0,43322.14453125
1685043322104467400,283,0,251040,0,43322.15625
1685043322104517600,283,0,247840,0,43322.1640625
1685043322153457400,283,0,246480,0,43322.17578125
1685043322153484100,279,-3,238640,0,43322.18359375
1685043322153499000,263,-5,259760,0,43322.1953125
1685043322153506700,235,7,244440,0,43322.203125
1685043322153583200,212,26,241760,0,43322.21484375
1685043322212396600,183,53,247760,0,43322.2265625
1685043322212421600,153,77,246720,0,43322.234375
1685043322212449600,124,90,249840,0,43322.24609375
1685043322212466100,95,91,247040,0,43322.25390625
1685043322212558800,74,87,248480,0,43322.265625
1685043322266038600,66,81,243960,0,43322.2734375
1685043322266071900,69,68,247000,0,43322.28515625
1685043322266080000,75,55,244800,0,43322.296875
1685043322266140300,81,51,249680,0,43322.3046875
1685043322266146500,85,58,244560,0,43322.31640625
1685043322266286100,84,68,244560,0,43322.32421875
1685043322314479100,82,77,248400,0,43322.3359375
1685043322314525100,78,86,244320,0,43322.34375
1685043322314534300,76,89,246640,0,43322.35546875
1685043322314540400,73,86,246640,0,43322.36328125
1685043322314610400,72,80,257760,0,43322.375
1685043322361087500,73,72,199640,0,43322.38671875
1685043322361105800,74,66,247040,0,43322.39453125
1685043322361112500,75,65,251520,0,43322.40625
1685043322361121800,76,69,245760,0,43322.4140625
1685043322361136600,77,73,247960,0,43322.42578125
1685043322408559000,78,78,248160,0,43322.43359375
1685043322408629600,77,81,248320,0,43322.4453125
1685043322408690500,76,82,246960,0,43322.453125
1685043322408715900,76,80,248240,0,43322.46484375
1685043322466117400,76,78,242720,0,43322.4765625
1685043322466184100,76,75,248360,0,43322.484375
1685043322466198500,76,72,245920,0,43322.49609375
1685043322466212600,76,71,249360,0,43322.50390625
1685043322466224900,76,73,248080,0,43322.515625
1685043322466334600,76,75,248000,0,43322.5234375
1685043322513355000,76,76,247360,0,43322.53515625
1685043322513425200,76,77,249400,0,43322.546875
1685043322513512300,76,78,247200,0,43322.5546875
1685043322513522200,76,77,245760,0,43322.56640625
1685043322513879000,76,77,248321,0,43322.57421875
1685043322562735200,76,77,246600,0,43322.5859375
1685043322562798200,76,77,245840,0,43322.59375
1685043322562820700,76,77,250000,0,43322.60546875
1685043322562855600,76,77,206800,0,43322.61328125
1685043322563220700,76,77,248240,0,43322.625
1685043322614538700,76,77,247040,0,43322.63671875
1685043322614585900,76,77,248880,0,43322.64453125
1685043322614597700,76,77,248320,0,43322.65625
1685043322615027200,76,77,247840,0,43322.6640625
1685043322615143000,76,77,248960,0,43322.67578125
1685043322662429800,76,77,248680,0,43322.68359375
1685043322662515600,76,77,247760,0,43322.6953125
1685043322662542300,76,77,246960,0,43322.703125
1685043322662745900,76,77,246960,0,43322.71484375
1685043322662826800,76,76,251280,0,43322.7265625
1685043322710521700,76,76,246320,0,43322.734375
1685043322710578200,76,75,248720,0,43322.74609375
1685043322710591700,76,75,249280,0,43322.75390625
1685043322710604000,76,75,247840,0,43322.765625
1685043322710844800,76,75,248720,0,43322.7734375
1685043322766042200,76,75,247880,0,43322.78515625
1685043322766062800,77,75,245920,0,43322.796875
1685043322766067300,76,75,249360,0,43322.8046875
1685043322766100800,76,75,243920,0,43322.81640625
1685043322766110500,76,75,248560,0,43322.82421875
1685043322812696500,76,75,248400,0,43322.8359375
1685043322812721300,76,75,212080,0,43322.84375
1685043322812728700,76,75,243120,0,43322.85546875
1685043322812835700,76,75,245560,0,43322.86328125
1685043322812885000,76,75,245360,0,43322.875
1685043322860390200,76,75,247840,0,43322.88671875
1685043322860412400,76,75,248000,0,43322.89453125
