%time,field.layout.data_offset,field.data0,field.data1,field.data2,field.data3,field.data4,field.data5,field.data6,field.data7,field.data8,field.data9,field.data10,field.data11,field.data12,field.data13,field.data14,field.data15,field.data16,field.data17,field.data18,field.data19,field.data20,field.data21,field.data22,field.data23,field.data24,field.data25,field.data26,field.data27,field.data28,field.data29,field.data30,field.data31,field.data32,field.data33,field.data34,field.data35,field.data36,field.data37,field.data38,field.data39,field.data40,field.data41,field.data42,field.data43,field.data44,field.data45,field.data46,field.data47,field.data48,field.data49
1689263454592678100,0,63454.59375,1.0,-0.11276878416538239,-0.568666398525238,-1.016168236732483,-29.031023025512695,-20.7864990234375,-8.503752708435059,16.0,1.1421211957931519,-0.3060760498046875,-1.597442388534546,13.91832160949707,10.600970268249512,36.047698974609375,17.0,-0.34980839490890503,0.12525410950183868,0.15733003616333008,13.983351707458496,1.4586725234985352,8.781740188598633,18.0,0.0855184942483902,-0.2660081684589386,0.6264487504959106,-3.0785810947418213,19.659456253051758,-22.602710723876953,20.0,0.10433201491832733,0.25025755167007446,-1.1982290744781494,-18.36179542541504,-12.104726791381836,26.42839813232422,21.0,0.22114905714988708,-0.24588966369628906,2.054776906967163,8.71810531616211,13.101739883422852,36.04740905761719,22.0,0.6699092388153076,-1.1144635677337646,0.6370335221290588,-11.72339916229248,2.108074426651001,-12.89627456665039
1689263454625310400,0,63454.625,1.0,-0.717010498046875,-0.2595601975917816,-0.7288323044776917,-35.87007141113281,4.7991156578063965,33.09111022949219,16.0,0.5161295533180237,0.309993714094162,-0.6929709911346436,-64.11670684814453,55.237937927246094,51.563961029052734,17.0,-0.21011953055858612,0.1531611680984497,-0.3599303662776947,30.543987274169922,15.2997465133667,-47.98970413208008,18.0,0.44415533542633057,-0.7787297368049622,0.4130362272262573,30.946197509765625,-42.950584411621094,-13.631166458129883,20.0,-0.05935041606426239,0.6487478017807007,-0.03271804749965668,-3.948594570159912,26.761327743530273,41.139766693115234,21.0,-0.08429877460002899,-0.12367882579565048,1.929945945739746,-10.003941535949707,2.4269824028015137,15.552906036376953,22.0,1.2552627325057983,-1.42472505569458,0.5453760623931885,43.41227340698242,-14.483365058898926,-16.685653686523438
1689263454655314700,0,63454.65625,1.0,-0.5398445725440979,-0.26506873965263367,-0.2692693769931793,10.388731002807617,7.962741374969482,40.74577331542969,16.0,0.3169119954109192,0.13953916728496552,-1.6898990869522095,6.590794086456299,-21.631193161010742,23.011581420898438,17.0,-0.24050746858119965,0.1299811452627182,0.051113348454236984,-23.594552993774414,2.944267988204956,29.564512252807617,18.0,0.5496042966842651,-0.9100767374038696,0.4215964376926422,-8.224764823913574,-10.01900863647461,5.401457786560059,20.0,-0.20117416977882385,0.25705909729003906,0.6837884187698364,-0.6239395141601562,-7.925162315368652,46.5454216003418,21.0,-0.36111214756965637,0.06549858301877975,4.019330024719238,-26.025060653686523,8.601347923278809,111.00870513916016,22.0,1.2063080072402954,-1.69231116771698,0.30873942375183105,-13.816926002502441,-6.436437606811523,-12.519912719726562
1689263454687955900,0,63454.6875,1.0,-0.18518444895744324,-0.4235396981239319,0.977935791015625,29.799606323242188,-36.926902770996094,57.53139877319336,16.0,0.665668785572052,-0.1433866024017334,-1.1451630592346191,-7.187654972076416,8.641682624816895,2.295248508453369,17.0,-0.45891448855400085,0.12074935436248779,0.2634701728820801,-24.049596786499023,12.994683265686035,5.109725475311279,18.0,0.678970456123352,-0.9142858982086182,0.6045129895210266,6.620819568634033,36.713050842285156,4.582430362701416,20.0,-0.5825183987617493,0.511039674282074,2.8183681964874268,-20.86564826965332,30.187427520751953,60.84166717529297,21.0,-0.1517413854598999,0.3330792784690857,3.0940964221954346,-22.12901496887207,9.21985912322998,-53.789005279541016,22.0,1.2897475957870483,-1.3510991334915161,0.29360926151275635,32.051937103271484,-7.555238723754883,-17.363248825073242
1689263454719776900,0,63454.71875,1.0,0.36789149045944214,-0.764021635055542,2.1034505367279053,9.919731140136719,-3.8862855434417725,36.87192916870117,16.0,0.767060399055481,-0.10173358023166656,1.4228928089141846,-0.0003482127212919295,0.021117566153407097,0.0016991514712572098,17.0,-0.5112262964248657,0.07487373799085617,0.13624514639377594,-0.0003572700370568782,-0.0008244242053478956,-0.0008874456980265677,18.0,-0.054699964821338654,-0.6867824792861938,0.6399394869804382,-0.00021571668912656605,0.004764536861330271,0.005095238797366619,20.0,0.030004244297742844,0.46788886189460754,2.7038750648498535,-11.994627952575684,8.850205421447754,-3.412245273590088,21.0,0.0024653428699821234,0.3238363265991211,2.694352865219116,-0.0048217810690402985,-0.003916727378964424,0.0004752384265884757,22.0,0.6762413382530212,-1.1205346584320068,0.5130792260169983,-13.815594673156738,-6.421817779541016,-12.521738052368164
1689263454750091800,0,63454.75,1.0,0.39950305223464966,-0.4939495623111725,3.315777540206909,-4.691959381103516,13.12887191772461,26.368885040283203,16.0,0.49779823422431946,0.2219042032957077,2.4155263900756836,-14.239444732666016,-7.495458126068115,22.53879737854004,17.0,-0.47684192657470703,0.49593672156333923,0.4954642057418823,20.934431076049805,19.687061309814453,-9.629772186279297,18.0,0.01847544126212597,-0.29456228017807007,1.0058131217956543,2.416275978088379,12.720617294311523,17.432106018066406,20.0,-0.15556156635284424,0.5327138900756836,2.1569998264312744,9.834451675415039,4.661019325256348,-19.20073699951172,21.0,0.3588848412036896,0.6317907571792603,0.645635724067688,-0.7913500666618347,-0.26398250460624695,-12.874314308166504,22.0,0.4855019152164459,-0.2661137878894806,0.5881129503250122,0.0027465815655887127,-0.0005118873086757958,-0.001974551472812891
1689263454781813000,0,63454.78125,1.0,0.08683925867080688,-0.33348238468170166,2.296825885772705,-18.151020050048828,-11.377411842346191,-49.80690002441406,16.0,0.3516407310962677,0.2883945405483246,1.0305263996124268,-8.5887451171875,13.031920433044434,-74.85602569580078,17.0,-0.2980717122554779,0.6828927993774414,0.20514395833015442,8.706672668457031,14.379889488220215,-26.7398681640625,18.0,0.43490973114967346,-0.13803648948669434,1.1005996465682983,1.5152941942214966,7.087141036987305,32.56100845336914,20.0,-0.6663675904273987,0.33306384086608887,1.5094417333602905,-36.82746124267578,0.5963642001152039,-55.29826354980469,21.0,0.25558963418006897,0.9680113196372986,-0.07254134118556976,7.233599662780762,65.08213806152344,-45.98027038574219,22.0,0.5275477766990662,-0.09539242833852768,0.5804181098937988,13.101266860961914,-3.2576041221618652,-11.91219711303711
1689263454812816300,0,63454.8125,1.0,0.16831927001476288,-0.13759323954582214,1.2401806116104126,-11.960692405700684,-3.6344687938690186,-31.901798248291016,16.0,0.8238211274147034,0.05106282979249954,-0.266422301530838,-10.542415618896484,-1.0198698043823242,-16.87405776977539,17.0,-0.14475826919078827,0.4159466624259949,0.1190081462264061,-0.0003344204742461443,-0.0006996233714744449,0.0020386811811476946,18.0,0.7131520509719849,-0.37141889333724976,0.7378544211387634,11.45738697052002,-7.504047870635986,-14.27998161315918,20.0,-0.09725412726402283,0.3201169967651367,0.2967497408390045,1.3445417881011963,3.437687397003174,-39.0123176574707,21.0,0.24983462691307068,0.6241782307624817,-0.24238057434558868,-0.0016395077109336853,0.0011471300385892391,0.0012640440836548805,22.0,0.37331321835517883,0.12425354868173599,0.751298189163208,-4.439354419708252,10.168264389038086,5.5681986808776855
1689263454842809800,0,63454.84375,1.0,0.4199989140033722,0.3347570598125458,0.8079417943954468,13.430320739746094,14.043384552001953,-9.643340110778809,16.0,0.23943087458610535,0.7219988107681274,-2.026475191116333,-31.83880043029785,21.654207229614258,-68.59464263916016,17.0,0.14345364272594452,0.6008238792419434,0.025121958926320076,28.811405181884766,17.797576904296875,20.858367919921875,18.0,0.7711922526359558,-0.39849644899368286,0.508989691734314,18.76875877380371,-3.1329543590545654,-4.564200401306152,20.0,-0.16084566712379456,0.6637867093086243,-0.11140305548906326,-10.604161262512207,6.050017356872559,-15.379804611206055,21.0,0.1597195714712143,0.3093414604663849,0.0009242412634193897,-6.509181022644043,8.673537254333496,20.7402400970459,22.0,0.3427466154098511,0.2145877629518509,0.5587686896324158,-11.475022315979004,-25.118844985961914,-17.698833465576172
1689263454871711600,0,63454.87109375,1.0,0.7301931381225586,0.5131621360778809,-0.014549641869962215,37.348304748535156,10.840618133544922,-31.650400161743164,16.0,0.9120049476623535,0.6536281108856201,-2.3268237113952637,13.889928817749023,10.652154922485352,36.028568267822266,17.0,-0.12256990373134613,0.28362759947776794,-0.022189270704984665,6.960803508758545,18.24433708190918,-18.409887313842773,18.0,0.6002491116523743,-0.2753664255142212,0.56566321849823,-16.964725494384766,14.392589569091797,-25.721477508544922,20.0,0.32460832595825195,0.9431672692298889,-1.1471481323242188,19.030759811401367,7.651332378387451,-18.907039642333984,21.0,-0.20243917405605316,-0.009694530628621578,-1.518599033355713,-22.81979751586914,8.992199897766113,-66.72335815429688,22.0,0.29625946283340454,0.5887123942375183,0.662262499332428,-2.5650129318237305,45.94546127319336,9.972274780273438
