%time,field.accel_x,field.accel_y,field.accel_z,field.gyro_x,field.gyro_y,field.gyro_z,field.state,field.swing_time,,time dif
1.67694E+18,-0.966796875,0.009277344,-0.196533203,-0.091603053,-0.183206107,-0.183206107,0,1676941258,0.310009956,0.009690046
1.67694E+18,-0.95703125,0.006347656,-0.190917969,-0.106870229,-0.152671756,-0.190839695,0,1676941258,0.319939852,0.009929895
1.67694E+18,-0.960205078,0.006591797,-0.196289063,-0.099236641,-0.167938931,-0.183206107,0,1676941258,0.330080032,0.010140181
1.67694E+18,-0.961669922,0.008300781,-0.200927734,-0.06870229,-0.167938931,-0.160305344,0,1676941258,0.340009928,0.009929895
1.67694E+18,-0.967529297,0.013427734,-0.203125,-0.099236641,-0.145038168,-0.152671756,0,1676941258,0.350029945,0.010020018
1.67694E+18,-0.962890625,0.009521484,-0.216064453,-0.091603053,-0.167938931,-0.152671756,0,1676941258,0.36033988,0.010309935
1.67694E+18,-0.963134766,0.00390625,-0.206542969,-0.106870229,-0.198473282,-0.13740458,0,1676941258,0.369999886,0.009660006
1.67694E+18,-0.961425781,0.007324219,-0.210693359,-0.129770992,-0.183206107,-0.129770992,0,1676941258,0.379950047,0.009950161
1.67694E+18,-0.962646484,0.0078125,-0.199951172,-0.13740458,-0.198473282,-0.160305344,0,1676941258,0.389980078,0.010030031
1.67694E+18,-0.959960938,0,-0.204101563,-0.129770992,-0.198473282,-0.129770992,0,1676941258,0.400009871,0.010029793
1.67694E+18,-0.963623047,0.017089844,-0.192382813,-0.106870229,-0.213740458,-0.129770992,0,1676941258,0.410249949,0.010240078
1.67694E+18,-0.966308594,0.007324219,-0.200683594,-0.114503817,-0.183206107,-0.145038168,0,1676941258,0.432229996,0.021980047
1.67694E+18,-0.961669922,0.009277344,-0.216064453,-0.099236641,-0.198473282,-0.145038168,0,1676941258,0.439090014,0.006860018
1.67694E+18,-0.966796875,0.007324219,-0.198486328,-0.106870229,-0.167938931,-0.152671756,0,1676941258,0.444969893,0.005879879
1.67694E+18,-0.966552734,0.010742188,-0.196289063,-0.129770992,-0.167938931,-0.122137405,0,1676941258,0.450720072,0.005750179
1.67694E+18,-0.956298828,0.014160156,-0.201171875,-0.122137405,-0.160305344,-0.099236641,0,1676941258,0.460039854,0.009319782
1.67694E+18,-0.958984375,0.010253906,-0.192626953,-0.145038168,-0.13740458,-0.145038168,0,1676941258,0.469980001,0.009940147
1.67694E+18,-0.959472656,0.019042969,-0.196044922,-0.106870229,-0.114503817,-0.160305344,0,1676941258,0.48003006,0.010050058
1.67694E+18,-0.965332031,0.012939453,-0.176269531,-0.114503817,-0.038167939,-0.152671756,0,1676941258,0.490429878,0.010399818
1.67694E+18,-0.955810547,0.006591797,-0.195800781,-0.106870229,-0.038167939,-0.183206107,0,1676941258,0.500050068,0.00962019
1.67694E+18,-0.968505859,0.015869141,-0.194091797,-0.114503817,0.053435115,-0.183206107,0,1676941258,0.51383996,0.013789892
1.67694E+18,-0.96484375,0.012939453,-0.190429688,-0.145038168,0.076335878,-0.183206107,0,1676941258,0.519939899,0.006099939
1.67694E+18,-0.959960938,0.0078125,-0.193603516,-0.145038168,0.13740458,-0.198473282,0,1676941258,0.529969931,0.010030031
1.67694E+18,-0.96484375,0.005859375,-0.194091797,-0.167938931,0.198473282,-0.190839695,0,1676941258,0.54479003,0.014820099
1.67694E+18,-0.961181641,0.003662109,-0.198486328,-0.229007634,0.229007634,-0.145038168,0,1676941258,0.550889969,0.006099939
1.67694E+18,-0.970214844,-0.002197266,-0.201904297,-0.244274809,0.229007634,-0.122137405,0,1676941258,0.560220003,0.009330034
1.67694E+18,-0.966552734,-0.002441406,-0.188232422,-0.244274809,0.244274809,-0.076335878,0,1676941258,0.570050001,0.009829998
1.67694E+18,-0.969482422,-0.005371094,-0.199951172,-0.244274809,0.27480916,-0.06870229,0,1676941258,0.580009937,0.009959936
1.67694E+18,-0.966552734,-0.014160156,-0.184570313,-0.229007634,0.312977099,-1.946564885,0,1676941258,0.590549946,0.010540009
1.67694E+18,-0.978027344,-0.024658203,-0.201416016,-0.236641221,0.328244275,0.06870229,0,1676941258,0.600039959,0.009490013
1.67694E+18,-0.967773438,-0.020507813,-0.1953125,-0.251908397,0.351145038,0.122137405,0,1676941258,0.609999895,0.009959936
1.67694E+18,-0.974121094,-0.012939453,-0.192871094,-0.20610687,0.358778626,0.167938931,0,1676941258,0.619989872,0.009989977
1.67694E+18,-0.973144531,0.000244141,-0.181640625,-0.152671756,0.351145038,0.190839695,0,1676941258,0.629950047,0.009960175
1.67694E+18,-0.974609375,-0.000732422,-0.176025391,-0.129770992,0.404580153,0.213740458,0,1676941258,0.640290022,0.010339975
1.67694E+18,-0.971435547,-0.007568359,-0.1953125,-0.114503817,0.442748092,0.244274809,0,1676941258,0.650019884,0.009729862
1.67694E+18,-0.974853516,0.000732422,-0.195800781,-0.13740458,0.488549618,0.290076336,0,1676941258,0.660239935,0.010220051
1.67694E+18,-0.962646484,0.011962891,-0.194580078,-0.076335878,0.541984733,0.290076336,0,1676941258,0.673860073,0.013620138
1.67694E+18,-0.970947266,0.025634766,-0.176269531,-0.083969466,0.572519084,0.259541985,0,1676941258,0.679949999,0.006089926
1.67694E+18,-0.964111328,0.021972656,-0.196044922,-0.053435115,0.648854962,0.229007634,0,1676941258,0.690010071,0.010060072
1.67694E+18,-0.963867188,0.031005859,-0.197753906,-0.015267176,0.702290076,0.183206107,0,1676941258,0.700259924,0.010249853
1.67694E+18,-0.961914063,0.032470703,-0.201416016,-0.045801527,0.748091603,0.129770992,0,1676941258,0.713850021,0.013590097
1.67694E+18,-0.968261719,0.032714844,-0.19140625,-0.06870229,0.854961832,0.099236641,0,1676941258,0.719969988,0.006119967
1.67694E+18,-0.955810547,0.032470703,-0.199951172,-0.083969466,0.854961832,0.045801527,0,1676941258,0.730010033,0.010040045
1.67694E+18,-0.968017578,0.033935547,-0.192382813,-0.091603053,0.916030534,1.946564885,0,1676941258,0.739979982,0.00996995
1.67694E+18,-0.963867188,0.057617188,-0.194335938,-0.091603053,0.969465649,-0.091603053,0,1676941258,0.750730038,0.010750055
1.67694E+18,-0.968017578,0.037597656,-0.195556641,-0.076335878,1.045801527,-0.175572519,0,1676941258,0.760099888,0.00936985
1.67694E+18,-0.954589844,0.029541016,-0.208251953,-0.114503817,1.053435115,-0.213740458,0,1676941258,0.770689964,0.010590076
1.67694E+18,-0.963134766,0.032714844,-0.212402344,-0.122137405,1.091603053,-0.244274809,0,1676941258,0.780009985,0.009320021
1.67694E+18,-0.966308594,0.020996094,-0.223388672,-0.160305344,1.13740458,-0.290076336,0,1676941258,0.790410042,0.010400057
1.67694E+18,-0.963623047,0.021728516,-0.216552734,-0.190839695,1.145038168,-0.290076336,0,1676941258,0.799989939,0.009579897
1.67694E+18,-0.956542969,0.004150391,-0.227539063,-0.175572519,1.152671756,-0.297709924,0,1676941258,0.809959888,0.00996995
1.67694E+18,-0.964599609,0.015380859,-0.23828125,-0.145038168,1.175572519,-0.320610687,0,1676941258,0.819930077,0.009970188
1.67694E+18,-0.964355469,0.007080078,-0.247558594,-0.091603053,1.160305344,-0.297709924,0,1676941258,0.82998991,0.010059834
1.67694E+18,-0.9609375,-0.012939453,-0.247802734,-0.045801527,1.106870229,-0.27480916,0,1676941258,0.840460062,0.010470152
1.67694E+18,-0.973632813,-0.016357422,-0.259521484,-0.045801527,1.06870229,-0.221374046,0,1676941258,0.849979877,0.009519815
1.67694E+18,-0.967041016,-0.020019531,-0.280517578,-0.06870229,0.900763359,-0.099236641,0,1676941258,0.863369942,0.013390064
1.67694E+18,-0.973388672,-0.039306641,-0.312011719,-0.076335878,0.770992366,-0.022900763,0,1676941258,0.869969845,0.006599903
1.67694E+18,-0.970947266,-0.048095703,-0.335693359,-0.083969466,0.465648855,0.114503817,0,1676941258,0.88000989,0.010040045
1.67694E+18,-0.973876953,-0.077148438,-0.370849609,-0.091603053,0.076335878,0.244274809,0,1676941258,0.890310049,0.010300159
1.67694E+18,-0.987060547,-0.079345703,-0.389160156,-0.122137405,-0.297709924,0.488549618,0,1676941258,0.899970055,0.009660006
1.67694E+18,-0.995361328,-0.116455078,-0.398681641,-0.190839695,-0.664122137,0.79389313,0,1676941258,0.909950018,0.009979963
1.67694E+18,-1.011230469,-0.167480469,-0.404296875,-0.351145038,-1.083969466,1.20610687,0,1676941258,0.919950008,0.00999999
1.67694E+18,-1.014892578,-0.177978516,-0.400878906,-0.465648855,-1.458015267,1.72519084,0,1676941258,0.930029869,0.010079861
1.67694E+18,-1.023193359,-0.194824219,-0.396484375,-0.473282443,-1.79389313,2.183206107,0,1676941258,0.9400599,0.010030031
1.67694E+18,-1.024658203,-0.216796875,-0.364257813,-0.404580153,-2.083969466,2.664122137,0,1676941258,0.949970007,0.009910107
1.67694E+18,-1.041503906,-0.186279297,-0.318359375,-0.13740458,-2.259541985,3.091603053,0,1676941258,0.959980011,0.010010004
1.67694E+18,-1.057861328,-0.201660156,-0.276367188,0.122137405,-2.427480916,3.557251908,0,1676941258,0.969980001,0.00999999
1.67694E+18,-1.108642578,-0.228027344,-0.244384766,0.328244275,-2.41221374,4.244274809,0,1676941258,0.982620001,0.012639999
1.67694E+18,-1.150634766,-0.278320313,-0.231445313,0.442748092,-2.427480916,4.702290076,0,1676941258,0.990059853,0.007439852
1.67694E+18,-1.340820313,-0.273681641,-0.118164063,0.755725191,-2.190839695,5.091603053,0,1676941258,0.999850035,0.009790182
1.67694E+18,-1.456298828,-0.521728516,-0.198730469,-0.061068702,-1.755725191,5.748091603,0,1676941258,1.009819984,0.00996995
1.67694E+18,-1.505859375,-0.428222656,-0.231201172,-0.290076336,-1.480916031,6.900763359,0,1676941258,1.019819975,0.00999999
1.67694E+18,-1.422607422,-0.139404297,-0.271484375,0.488549618,-1.625954198,8.213740458,0,1676941258,1.029870033,0.010050058
1.67694E+18,-1.291748047,0.240234375,-0.228515625,1.083969466,-1.923664122,8.694656489,0,1676941258,1.039900064,0.010030031
1.67694E+18,-1.35546875,0.410644531,-0.227294922,1.458015267,-1.984732824,8.778625954,0,1676941258,1.049870014,0.00996995
1.67694E+18,-1.389404297,0.351806641,-0.193359375,2.007633588,-1.969465649,8.86259542,0,1676941258,1.059849977,0.009979963
1.67694E+18,-1.293701172,0.233154297,-0.165283203,2.13740458,-1.870229008,9.030534351,0,1676941258,1.069829941,0.009979963
1.67694E+18,-0.694580078,-0.2421875,-0.397460938,2.198473282,-2.809160305,10.81679389,0,1676941258,1.079900026,0.010070086
1.67694E+18,-1.248291016,1.023193359,-0.069824219,5.122137405,-2.305343511,10.0610687,0,1676941258,1.089900017,0.00999999
1.67694E+18,-1.200683594,0.078857422,-0.193359375,3.877862595,-1.595419847,9.778625954,0,1676941258,1.099889994,0.009989977
1.67694E+18,-1.208740234,0.159423828,-0.104492188,2.854961832,-1.183206107,9.34351145,0,1676941258,1.109839916,0.009949923
1.67694E+18,-1.093505859,0.317138672,-0.232177734,3.030534351,-0.58778626,9.374045802,0,1676941258,1.119859934,0.010020018
1.67694E+18,-0.939697266,0.177246094,-0.257568359,3.053435115,-0.580152672,9.740458015,0,1676941258,1.129909992,0.010050058
1.67694E+18,-0.888916016,0.328857422,-0.128173828,2.923664122,-0.557251908,9.496183206,0,1676941258,1.139889956,0.009979963
1.67694E+18,-0.944824219,0.208740234,-0.178955078,2.366412214,-0.061068702,8.954198473,0,1676941258,1.149869919,0.009979963
1.67694E+18,-0.860351563,0.203857422,-0.181396484,1.832061069,0.007633588,8.564885496,0,1676941258,1.160039902,0.010169983
1.67694E+18,-0.813476563,0.248291016,-0.174316406,1.465648855,0.175572519,8.145038168,0,1676941258,1.169849873,0.009809971
1.67694E+18,-0.755371094,0.267089844,-0.199951172,1.13740458,0.335877863,7.541984733,0,1676941258,1.179899931,0.010050058
1.67694E+18,-0.677734375,0.286376953,-0.201904297,0.885496183,0.41221374,6.877862595,0,1676941258,1.189899921,0.00999999
1.67694E+18,-0.637207031,0.307861328,-0.216308594,0.72519084,0.404580153,6.175572519,0,1676941258,1.199840069,0.009940147
1.67694E+18,-0.60546875,0.321533203,-0.210205078,0.610687023,0.419847328,5.396946565,0,1676941258,1.209840059,0.00999999
1.67694E+18,-0.578369141,0.330322266,-0.207275391,0.427480916,0.381679389,4.526717557,0,1676941258,1.219969988,0.010129929
1.67694E+18,-0.563720703,0.333740234,-0.1796875,0.198473282,0.419847328,3.633587786,0,1676941258,1.230020046,0.010050058
1.67694E+18,-0.540771484,0.318359375,-0.180908203,-0.106870229,0.442748092,2.770992366,0,1676941258,1.240040064,0.010020018
1.67694E+18,-0.523925781,0.307861328,-0.182373047,-0.442748092,0.458015267,3.885496183,0,1676941258,1.250010014,0.00996995
1.67694E+18,-0.501953125,0.310058594,-0.189941406,-0.847328244,0.435114504,1.106870229,0,1676941258,1.260040045,0.010030031
1.67694E+18,-0.491210938,0.305908203,-0.190429688,-1.221374046,0.41221374,0.312977099,0,1676941258,1.270020008,0.009979963
1.67694E+18,-0.497070313,0.301269531,-0.187011719,-1.717557252,0.320610687,-0.458015267,0,1676941258,1.280050039,0.010030031
1.67694E+18,-0.501464844,0.295898438,-0.197509766,-2.20610687,0.312977099,-1.229007634,0,1676941259,1.29005003,0.00999999
1.67694E+18,-0.498291016,0.299072266,-0.217285156,-2.702290076,0.236641221,-0.007633588,0,1676941259,1.300060034,0.010010004
1.67694E+18,-0.504150391,0.304199219,-0.177978516,-3.251908397,0.167938931,-2.633587786,0,1676941259,1.310070038,0.010010004
1.67694E+18,-0.513427734,0.309570313,-0.176269531,-3.755725191,0.175572519,-3.282442748,0,1676941259,1.320009947,0.009939909
1.67694E+18,-0.519042969,0.315917969,-0.180664063,-4.152671756,0.167938931,-3.824427481,0,1676941259,1.330080032,0.010070086
1.67694E+18,-0.514160156,0.323242188,-0.190429688,-4.458015267,0.091603053,-4.312977099,0,1676941259,1.340049982,0.00996995
1.67694E+18,-0.516113281,0.350097656,-0.191650391,-4.603053435,0.06870229,-4.732824427,0,1676941259,1.350039959,0.009989977
1.67694E+18,-0.541992188,0.362792969,-0.180908203,-4.618320611,0.053435115,-5.122137405,0,1676941259,1.359969854,0.009929895
1.67694E+18,-0.558105469,0.384765625,-0.162109375,-4.442748092,0.007633588,-5.427480916,0,1676941259,1.369989872,0.010020018
1.67694E+18,-0.578613281,0.411376953,-0.162353516,-4.061068702,-0.045801527,-5.732824427,0,1676941259,1.380130053,0.010140181
1.67694E+18,-0.590576172,0.443847656,-0.169189453,-3.526717557,-0.061068702,-5.992366412,0,1676941259,1.390049934,0.009919882
1.67694E+18,-0.615966797,0.459472656,-0.152587891,-2.86259542,-0.083969466,-6.328244275,0,1676941259,1.400049925,0.00999999
1.67694E+18,-0.627685547,0.468017578,-0.156494141,-2.122137405,-0.145038168,-6.618320611,0,1676941259,1.409970045,0.00992012
1.67694E+18,-0.637207031,0.466552734,-0.157958984,-1.427480916,-0.259541985,-6.938931298,0,1676941259,1.420000076,0.010030031
1.67694E+18,-0.648193359,0.482421875,-0.162841797,-0.732824427,-0.404580153,-7.312977099,0,1676941259,1.430069923,0.010069847
1.67694E+18,-0.663330078,0.455322266,-0.169433594,-0.091603053,-0.511450382,-7.72519084,0,1676941259,1.43998003,0.009910107
1.67694E+18,-0.696533203,0.452392578,-0.17578125,0.610687023,-0.618320611,-8.038167939,0,1676941259,1.44994998,0.00996995
1.67694E+18,-0.717529297,0.429199219,-0.191650391,1.305343511,-0.732824427,-8.282442748,0,1676941259,1.460160017,0.010210037
1.67694E+18,-0.758300781,0.393554688,-0.185302734,1.824427481,-0.763358779,-8.511450382,0,1676941259,1.470010042,0.009850025
1.67694E+18,-0.779052734,0.355957031,-0.168457031,2.320610687,-0.687022901,-8.603053435,0,1676941259,1.480020046,0.010010004
1.67694E+18,-0.802246094,0.341308594,-0.197753906,2.854961832,-0.618320611,-8.58778626,0,1676941259,1.490050077,0.010030031
1.67694E+18,-0.824951172,0.316894531,-0.214355469,3.419847328,-0.610687023,-8.519083969,0,1676941259,1.499989986,0.009939909
1.67694E+18,-0.857910156,0.267333984,-0.197509766,3.885496183,-0.519083969,-8.404580153,0,1676941259,1.509949923,0.009959936
1.67694E+18,-0.877685547,0.232421875,-0.189453125,4.259541985,-0.358778626,-8.259541985,0,1676941259,1.519989967,0.010040045
1.67694E+18,-0.893310547,0.188476563,-0.177001953,4.572519084,-0.213740458,-8.045801527,0,1676941259,1.530040026,0.010050058
1.67694E+18,-0.873291016,0.1796875,-0.193115234,4.923664122,0.030534351,-7.854961832,0,1676941259,1.539999962,0.009959936
1.67694E+18,-0.852294922,0.133789063,-0.216552734,5.320610687,0.198473282,-7.664122137,0,1676941259,1.549989939,0.009989977
1.67694E+18,-0.83203125,0.127685547,-0.205078125,5.79389313,0.34351145,-7.557251908,0,1676941259,1.559969902,0.009979963
1.67694E+18,-0.811279297,0.125244141,-0.229980469,6.312977099,0.404580153,-7.694656489,0,1676941259,1.570070028,0.010100126
1.67694E+18,-0.803710938,0.142089844,-0.238769531,6.770992366,0.290076336,-7.954198473,0,1676941259,1.58010006,0.010030031
1.67694E+18,-0.830322266,0.169921875,-0.26953125,7.374045802,0.045801527,-8.312977099,0,1676941259,1.589999914,0.009899855
1.67694E+18,-0.882080078,0.125732422,-0.269287109,7.717557252,-0.282442748,-8.847328244,0,1676941259,1.599969864,0.00996995
1.67694E+18,-0.894775391,0.085449219,-0.301513672,7.824427481,-0.709923664,-9.41221374,0,1676941259,1.609999895,0.010030031
1.67694E+18,-0.905029297,0.021240234,-0.325439453,9.732824427,-0.984732824,-9.175572519,0,1676941259,1.620019913,0.010020018
1.67694E+18,2,1.999938965,-0.192626953,15.47328244,-0.488549618,-5.801526718,0,1676941259,1.630100012,0.010080099
1.67694E+18,2,2,1.499755859,3.175572519,5.740458015,-8.221374046,0,1676941259,1.639970064,0.009870052
1.67694E+18,-1.555419922,2,-0.320556641,-7.664122137,11.6259542,-5.65648855,0,1676941259,1.649950027,0.009979963
1.67694E+18,0.859619141,-0.299316406,-1.397949219,-1.175572519,4.145038168,-4.198473282,0,1676941259,1.66008997,0.010139942
1.67694E+18,2,-0.904052734,-0.350585938,-5.954198473,2.977099237,-1.572519084,0,1676941259,1.670259953,0.010169983
1.67694E+18,-0.794189453,-0.620117188,-0.200439453,-3.053435115,0.580152672,-1.320610687,0,1676941259,1.680109978,0.009850025
1.67694E+18,-1.105224609,-0.276123047,-0.238769531,-2.198473282,-0.564885496,-0.816793893,0,1676941259,1.69002986,0.009919882
1.67694E+18,-0.953613281,0.168945313,-0.366943359,1.442748092,-1.374045802,-0.580152672,0,1676941259,1.699970007,0.009940147
1.67694E+18,-1.040527344,-0.025634766,-0.499755859,4.190839695,-1.312977099,-0.511450382,0,1676941259,1.710049868,0.010079861
1.67694E+18,-1.096191406,-0.473876953,-0.688720703,3.824427481,-0.809160305,0.129770992,0,1676941259,1.720000029,0.009950161
1.67694E+18,-0.998291016,-0.445800781,-0.755615234,2.778625954,-0.473282443,1.526717557,0,1676941259,1.732389927,0.012389898
1.67694E+18,-0.930175781,-0.211914063,-0.731201172,1.618320611,-0.564885496,2.20610687,0,1676941259,1.740010023,0.007620096
1.67694E+18,-1.020019531,0.051757813,-0.559814453,0.86259542,-0.335877863,2.213740458,0,1676941259,1.749939919,0.009929895
1.67694E+18,-1.047851563,0.124511719,-0.427246094,0.305343511,0.083969466,2.083969466,0,1676941259,1.760030031,0.010090113
1.67694E+18,-0.734863281,-0.106445313,-0.361816406,-1.106870229,-1.007633588,2.099236641,0,1676941259,1.770050049,0.010020018
1.67694E+18,-0.901855469,0.209960938,-0.212646484,-1.58778626,-1.671755725,1.610687023,0,1676941259,1.779969931,0.009919882
1.67694E+18,-0.934570313,-0.170898438,0.058349609,-1.877862595,-2.213740458,1.229007634,0,1676941259,1.793869972,0.013900042
1.67694E+18,-1.040527344,-0.101806641,0.149658203,-2.13740458,-2.015267176,1.351145038,0,1676941259,1.799939871,0.006069899
1.67694E+18,-1.042480469,0.069091797,0.065185547,-1.183206107,-1.595419847,1.58778626,0,1676941259,1.810070038,0.010130167
1.67694E+18,-0.993164063,-0.111328125,0.075195313,-0.824427481,-1.297709924,1.65648855,0,1676941259,1.821650028,0.01157999
1.67694E+18,-1.043457031,-0.202636719,-0.067626953,-0.358778626,-1.030534351,1.992366412,0,1676941259,1.832279921,0.010629892
1.67694E+18,-1.038330078,-0.320556641,-0.1171875,-0.27480916,-1.122137405,2.595419847,0,1676941259,1.839930058,0.007650137
1.67694E+18,-1.072265625,-0.316162109,-0.176269531,-0.305343511,-1.320610687,3.419847328,0,1676941259,1.849920034,0.009989977
1.67694E+18,-1.04296875,-0.359619141,-0.273681641,-0.312977099,-1.679389313,4.229007634,0,1676941259,1.860059977,0.010139942
1.67694E+18,-1.063964844,-0.352783203,-0.271484375,-0.427480916,-2.030534351,4.984732824,0,1676941259,1.870069981,0.010010004
1.67694E+18,-1.040771484,-0.350097656,-0.25390625,-0.717557252,-2.511450382,5.923664122,0,1676941259,1.879859924,0.009789944
1.67694E+18,-1.098144531,-0.237548828,-0.246582031,-0.885496183,-2.572519084,6.175572519,0,1676941259,1.889839888,0.009979963
1.67694E+18,-1.208496094,-0.378417969,-0.248291016,-2.229007634,-3.893129771,5.908396947,0,1676941259,1.899819851,0.009979963
1.67694E+18,-1.576660156,-0.489501953,-0.264160156,-3.190839695,-0.79389313,6.511450382,0,1676941259,1.909889936,0.010070086
1.67694E+18,-1.541992188,-0.425537109,-0.3671875,-4.938931298,-1.244274809,8.396946565,0,1676941259,1.927909851,0.018019915
1.67694E+18,-1.292236328,-0.261962891,-0.322265625,-6.106870229,-2,8.893129771,0,1676941259,1.93370986,0.005800009
1.67694E+18,-1.189453125,-0.194335938,-0.329101563,-6.839694656,-2.480916031,9.450381679,0,1676941259,1.940719843,0.007009983
1.67694E+18,-1.269287109,-0.121826172,-0.235595703,-7.969465649,-2.954198473,9.641221374,0,1676941259,1.949849844,0.009130001
1.67694E+18,-1.299316406,-0.148925781,-0.047851563,-10.03053435,-3.312977099,11.71755725,0,1676941259,1.959889889,0.010040045
1.67694E+18,-1.344238281,0.006347656,-0.014404297,-11.41984733,-3.183206107,9.870229008,0,1676941259,1.969860077,0.009970188
1.67694E+18,-1.230957031,0.930908203,-0.477783203,-8.572519084,-2.450381679,11.09923664,0,1676941259,1.97984004,0.009979963
1.67694E+18,-0.991455078,0.739257813,0.184570313,-8.572519084,-3.160305344,10.42748092,0,1676941259,1.989860058,0.010020018
1.67694E+18,-1.294433594,0.563964844,-0.078857422,-8.152671756,-2.328244275,9.694656489,0,1676941259,1.999830008,0.00996995
1.67694E+18,-1.030029297,0.324462891,-0.103515625,-6.687022901,-2.885496183,11.70992366,0,1676941259,2.009850025,0.010020018
1.67694E+18,-1.130126953,0.493408203,0.014160156,-5.190839695,-2.045801527,9.526717557,0,1676941259,2.019999981,0.010149956
1.67694E+18,-1.008789063,0.438720703,-0.031982422,-3.732824427,-1.618320611,9.396946565,0,1676941259,2.029829979,0.009829998
1.67694E+18,-0.958496094,0.589599609,-0.060546875,-2.015267176,-1.152671756,8.618320611,0,1676941259,2.049000025,0.019170046
1.67694E+18,-0.888183594,0.592285156,-0.139648438,0.832061069,-1.091603053,8.366412214,0,1676941259,2.054909945,0.00590992
1.67694E+18,-0.874755859,0.551757813,-0.117675781,1.839694656,-0.969465649,8.198473282,0,1676941259,2.060559988,0.005650043
