%time,field.curr_pos1,field.curr_pos2,field.toff,field.motor_fail,field.t
1685050059897117900,-208,76,251200,0,50059.9453125
1685050059897141900,-208,77,250600,0,50059.95703125
1685050059897156600,-208,79,252320,0,50059.96875
1685050059897190200,-208,78,250880,0,50059.9765625
1685050059897315000,-208,78,250960,0,50059.98828125
1685050059944554200,-208,78,253160,0,50059.99609375
1685050059944604500,-208,78,249040,0,50060.0078125
1685050059944613800,-208,78,250080,0,50060.015625
1685050059944622700,-208,78,249120,0,50060.02734375
1685050059944697800,-208,78,249600,0,50060.03515625
1685050059990080900,-208,78,250080,0,50060.046875
1685050059990161200,-208,78,252000,0,50060.05859375
1685050059990178800,-208,78,250640,0,50060.06640625
1685050059990271500,-208,78,250641,0,50060.078125
1685050059990408500,-207,78,250720,0,50060.0859375
1685050060036283100,-208,78,248840,0,50060.09765625
1685050060036324800,-207,78,249840,0,50060.10546875
1685050060036332000,-207,78,252240,0,50060.1171875
1685050060036337400,-207,78,252560,0,50060.12890625
1685050060084320500,-207,78,247680,0,50060.13671875
1685050060084350200,-207,78,249840,0,50060.1484375
1685050060084368800,-207,78,250080,0,50060.15625
1685050060084461700,-207,78,251520,0,50060.16796875
1685050060084548100,-207,78,250000,0,50060.17578125
1685050060146888400,-207,78,254400,0,50060.1875
1685050060146906600,-207,78,248840,0,50060.1953125
1685050060146910000,-207,78,251840,0,50060.20703125
1685050060146917800,-207,78,251920,0,50060.21875
1685050060147058900,-207,78,250240,0,50060.2265625
1685050060147103100,-207,78,250320,0,50060.23828125
1685050060193860200,-207,78,249920,0,50060.24609375
1685050060193880700,-207,78,252720,0,50060.2578125
1685050060193884100,-207,78,247760,0,50060.265625
1685050060193886700,-207,77,244160,0,50060.27734375
1685050060193889300,-207,77,249920,0,50060.28515625
1685050060239876900,-207,77,239920,0,50060.3046875
1685050060239932000,-207,77,251680,0,50060.30859375
1685050060239948200,-207,77,252080,0,50060.31640625
1685050060239958200,-207,77,250960,0,50060.328125
