%time,field.mode,field.duration,field.motor1_move,field.motor2_move,field.motor1_torque,field.motor2_torque,field.PF_cmd,field.EV_cmd,field.PF_curr,field.EV_curr,field.CPU0,field.CPU1,field.CPU2,field.CPU3,field.t
1680668293543050700,0,0,0,0,1500,1500,0.0,0.0,0.0,0.0,0.0,9.100000381469727,25.0,0.0,39991.1953125
1680668293543109200,0,0,0,0,1500,1500,0.0,0.0,0.0,0.0,0.0,9.100000381469727,25.0,0.0,39991.20703125
1680668293543117000,0,0,0,0,1500,1500,0.0,0.0,0.0,0.0,0.0,9.100000381469727,25.0,0.0,39991.21484375
1680668293543168600,0,0,0,0,1500,1500,0.0,0.0,0.0,0.0,0.0,9.100000381469727,25.0,0.0,39991.2265625
1680668293603797600,0,0,0,0,1500,1500,0.0,0.0,0.0,0.0,0.0,10.0,11.100000381469727,0.0,39991.23828125
1680668293603820600,0,0,0,0,1500,1500,0.0,0.0,0.0,0.0,0.0,10.0,11.100000381469727,0.0,39991.24609375
1680668293603834200,0,0,0,0,1500,1500,0.0,0.0,0.0,0.0,0.0,10.0,11.100000381469727,0.0,39991.2578125
1680668293603872400,0,0,0,0,1500,1500,0.0,0.0,0.0,0.0,0.0,10.0,11.100000381469727,0.0,39991.265625
1680668293603880300,0,0,0,0,1500,1500,0.0,0.0,0.0,0.0,0.0,10.0,11.100000381469727,0.0,39991.27734375
1680668293603937900,0,0,0,0,1500,1500,0.0,0.0,0.0,0.0,0.0,10.0,11.100000381469727,0.0,39991.28515625
1680668293653601700,0,0,0,0,1500,1500,0.0,0.0,0.0,0.0,0.0,10.0,11.100000381469727,0.0,39991.296875
1680668293653607500,0,0,0,0,1500,1500,0.0,0.0,0.0,0.0,0.0,10.0,11.100000381469727,0.0,39991.3046875
1680668293653670700,0,0,0,0,1500,1500,0.0,0.0,0.0,0.0,0.0,10.0,11.100000381469727,0.0,39991.31640625
1680668293653700900,0,0,0,0,1500,1500,0.0,0.0,0.0,0.0,0.0,10.0,11.100000381469727,0.0,39991.328125
1680668293653711000,0,0,0,0,1500,1500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39991.3359375
1680668293709917400,0,0,0,0,1500,1500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39991.34765625
1680668293709929400,0,0,0,0,1500,1500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39991.35546875
1680668293709947800,0,0,0,0,1500,1500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39991.3671875
1680668293710028300,0,0,0,0,1500,1500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39991.375
1680668293710034800,0,0,0,0,1500,1500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39991.38671875
1680668293710096600,0,0,0,0,1500,1500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39991.3984375
1680668293766395200,0,0,0,0,1500,1500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39991.40625
1680668293766414300,0,0,0,0,1500,1500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39991.41796875
1680668293766425200,0,0,0,0,1500,1500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39991.42578125
1680668293766435800,0,0,0,0,1500,1500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39991.4375
1680668293766449400,0,0,0,0,1500,1500,0.0,0.0,0.0,0.0,25.0,0.0,33.29999923706055,0.0,39991.4453125
1680668293766456300,0,0,0,0,1500,1500,0.0,0.0,0.0,0.0,25.0,0.0,33.29999923706055,0.0,39991.45703125
1680668293818456700,0,0,0,0,1500,1500,0.0,0.0,0.0,0.0,25.0,0.0,33.29999923706055,0.0,39991.46484375
1680668293818499200,0,0,0,0,1500,1500,0.0,0.0,0.0,0.0,25.0,0.0,33.29999923706055,0.0,39991.4765625
1680668293818552100,0,0,0,0,1500,1500,0.0,0.0,0.0,0.0,25.0,0.0,33.29999923706055,0.0,39991.48828125
1680668293818560500,0,0,0,0,1500,1500,0.0,0.0,0.0,0.0,25.0,0.0,33.29999923706055,0.0,39991.49609375
1680668293818587500,0,0,0,0,1500,1500,0.0,0.0,0.0,0.0,25.0,0.0,33.29999923706055,0.0,39991.5078125
1680668293877026700,0,0,0,0,1500,1500,0.0,0.0,0.0,0.0,25.0,0.0,33.29999923706055,0.0,39991.515625
1680668293877038500,0,0,0,0,1500,1500,0.0,0.0,0.0,0.0,25.0,0.0,33.29999923706055,0.0,39991.52734375
1680668293877065100,0,0,0,0,1500,1500,0.0,0.0,0.0,0.0,25.0,0.0,33.29999923706055,0.0,39991.53515625
1680668293877117100,0,0,0,0,1500,1500,0.0,0.0,0.0,0.0,10.0,9.100000381469727,11.100000381469727,0.0,39991.546875
1680668293877124800,0,0,0,0,1500,1500,0.0,0.0,0.0,0.0,10.0,9.100000381469727,11.100000381469727,0.0,39991.5546875
1680668293877173100,0,0,0,0,1500,1500,0.0,0.0,0.0,0.0,10.0,9.100000381469727,11.100000381469727,0.0,39991.56640625
1680668293933298500,0,0,0,0,1500,1500,0.0,0.0,0.0,0.0,10.0,9.100000381469727,11.100000381469727,0.0,39991.578125
1680668293933308800,0,0,0,0,1500,1500,0.0,0.0,0.0,0.0,10.0,9.100000381469727,11.100000381469727,0.0,39991.5859375
1680668293933313600,0,0,0,0,1500,1500,0.0,0.0,0.0,0.0,10.0,9.100000381469727,11.100000381469727,0.0,39991.59765625
1680668293933327100,0,0,0,0,1500,1500,0.0,0.0,0.0,0.0,10.0,9.100000381469727,11.100000381469727,0.0,39991.60546875
1680668293933341400,0,0,0,0,1500,1500,0.0,0.0,0.0,0.0,10.0,9.100000381469727,11.100000381469727,0.0,39991.6171875
1680668293981704000,0,0,0,0,1500,1500,0.0,0.0,0.0,0.0,10.0,9.100000381469727,11.100000381469727,0.0,39991.625
1680668293981714400,0,0,0,0,1500,1500,0.0,0.0,0.0,0.0,10.0,9.100000381469727,11.100000381469727,0.0,39991.63671875
1680668302143509000,0,0,-236,47,1500,1500,0.008202128112316132,-4.9794135093688965,0.0,0.0,8.300000190734863,100.0,8.300000190734863,0.0,39999.8359375
1680668317596158600,0,0,-142,236,1500,1500,6.115465117914945e-16,0.0,0.0,0.0,10.0,0.0,100.0,0.0,40015.2890625
1680668325364604700,0,0,0,0,1500,1500,9.949307441711426,0.0,0.0,0.0,11.100000381469727,90.9000015258789,25.0,0.0,40023.00390625
1680668342838155700,0,0,-142,-142,1500,1500,6.115465117914945e-16,0.0,0.0,0.0,7.699999809265137,17.600000381469727,93.80000305175781,0.0,40040.53125
1680668342884226800,0,0,-1,-1,1500,1500,-1.0,-1.0,0.0,0.0,7.699999809265137,17.600000381469727,93.80000305175781,0.0,40040.53125
1680668342884241600,0,0,-1,-1,1500,1500,-1.0,-1.0,0.0,0.0,7.699999809265137,17.600000381469727,93.80000305175781,0.0,40040.5390625
1680668342884246100,0,0,-1,-1,1500,1500,-1.0,-1.0,0.0,0.0,10.0,0.0,90.9000015258789,0.0,40040.55078125
1680668342884269200,0,0,-1,-1,1500,1500,-1.0,-1.0,0.0,0.0,10.0,0.0,90.9000015258789,0.0,40040.55859375
1680668342884328500,0,0,-1,-1,1500,1500,-1.0,-1.0,0.0,0.0,10.0,0.0,90.9000015258789,0.0,40040.5703125
1680668342940636300,0,0,-1,-1,1500,1500,-1.0,-1.0,0.0,0.0,10.0,0.0,90.9000015258789,0.0,40040.58203125
1680668342940642200,0,0,-1,-1,1500,1500,-1.0,-1.0,0.0,0.0,10.0,0.0,90.9000015258789,0.0,40040.58984375
1680668342940684000,0,0,-1,-1,1500,1500,-1.0,-1.0,0.0,0.0,10.0,0.0,90.9000015258789,0.0,40040.6015625
1680668342940695900,0,0,-1,-1,1500,1500,-1.0,-1.0,0.0,0.0,10.0,0.0,90.9000015258789,0.0,40040.609375
1680668342940705400,0,0,-1,-1,1500,1500,-1.0,-1.0,0.0,0.0,10.0,0.0,90.9000015258789,0.0,40040.625
1680668342940744800,0,0,-1,-1,1500,1500,-1.0,-1.0,0.0,0.0,10.0,0.0,90.9000015258789,0.0,40040.62890625
1680668342996889900,0,0,-1,-1,1500,1500,-1.0,-1.0,0.0,0.0,10.0,0.0,90.9000015258789,0.0,40040.640625
1680668342996910100,0,0,-1,-1,1500,1500,-1.0,-1.0,0.0,0.0,63.599998474121094,11.100000381469727,0.0,0.0,40040.6484375
1680668342996926700,0,0,-1,-1,1500,1500,-1.0,-1.0,0.0,0.0,63.599998474121094,11.100000381469727,0.0,0.0,40040.66015625
1680668342996975200,0,0,-1,-1,1500,1500,-1.0,-1.0,0.0,0.0,63.599998474121094,11.100000381469727,0.0,0.0,40040.671875
1680668342997004300,0,0,-1,-1,1500,1500,-1.0,-1.0,0.0,0.0,63.599998474121094,11.100000381469727,0.0,0.0,40040.6796875
1680668343048457000,0,0,-1,-1,1500,1500,-1.0,-1.0,0.0,0.0,63.599998474121094,11.100000381469727,0.0,0.0,40040.69140625
1680668343048485100,0,0,-1,-1,1500,1500,-1.0,-1.0,0.0,0.0,63.599998474121094,11.100000381469727,0.0,0.0,40040.69921875
1680668343048500100,0,0,-1,-1,1500,1500,-1.0,-1.0,0.0,0.0,63.599998474121094,11.100000381469727,0.0,0.0,40040.7109375
1680668343048544200,0,0,-1,-1,1500,1500,-1.0,-1.0,0.0,0.0,63.599998474121094,11.100000381469727,0.0,0.0,40040.71875
1680668343048551500,0,0,-1,-1,1500,1500,-1.0,-1.0,0.0,0.0,63.599998474121094,11.100000381469727,0.0,0.0,40040.73046875
1680668343098065600,0,0,-1,-1,1500,1500,-1.0,-1.0,0.0,0.0,63.599998474121094,11.100000381469727,0.0,0.0,40040.73828125
1680668343098090100,0,0,-1,-1,1500,1500,-1.0,-1.0,0.0,0.0,18.200000762939453,0.0,0.0,0.0,40040.75
1680668343098098100,0,0,-1,-1,1500,1500,-1.0,-1.0,0.0,0.0,18.200000762939453,0.0,0.0,0.0,40040.76171875
1680668343098160500,0,0,-1,-1,1500,1500,-1.0,-1.0,0.0,0.0,18.200000762939453,0.0,0.0,0.0,40040.76953125
1680668343098220000,0,0,-1,-1,1500,1500,-1.0,-1.0,0.0,0.0,18.200000762939453,0.0,0.0,0.0,40040.78125
1680668343156107500,0,0,-1,-1,1500,1500,-1.0,-1.0,0.0,0.0,18.200000762939453,0.0,0.0,0.0,40040.7890625
1680668343156130000,0,0,-1,-1,1500,1500,-1.0,-1.0,0.0,0.0,18.200000762939453,0.0,0.0,0.0,40040.80078125
1680668343156136800,0,0,-1,-1,1500,1500,-1.0,-1.0,0.0,0.0,18.200000762939453,0.0,0.0,0.0,40040.80859375
1680668343156143900,0,0,-1,-1,1500,1500,-1.0,-1.0,0.0,0.0,18.200000762939453,0.0,0.0,0.0,40040.8203125
1680668343156148800,0,0,-1,-1,1500,1500,-1.0,-1.0,0.0,0.0,18.200000762939453,0.0,0.0,0.0,40040.83203125
1680668343156161800,0,0,-1,-1,1500,1500,-1.0,-1.0,0.0,0.0,18.200000762939453,0.0,0.0,0.0,40040.83984375
1680668343208037400,0,0,-1,-1,1500,1500,-1.0,-1.0,0.0,0.0,0.0,16.700000762939453,18.200000762939453,0.0,40040.8515625
1680668343208050700,0,0,-1,-1,1500,1500,-1.0,-1.0,0.0,0.0,0.0,16.700000762939453,18.200000762939453,0.0,40040.859375
1680668343208062300,0,0,-1,-1,1500,1500,-1.0,-1.0,0.0,0.0,0.0,16.700000762939453,18.200000762939453,0.0,40040.87109375
1680668343208069500,0,0,-1,-1,1500,1500,-1.0,-1.0,0.0,0.0,0.0,16.700000762939453,18.200000762939453,0.0,40040.87890625
1680668343208075000,0,0,-1,-1,1500,1500,-1.0,-1.0,0.0,0.0,0.0,16.700000762939453,18.200000762939453,0.0,40040.890625
1680668343266485200,0,0,-1,-1,1500,1500,-1.0,-1.0,0.0,0.0,0.0,16.700000762939453,18.200000762939453,0.0,40040.8984375
1680668343266497900,0,0,-1,-1,1500,1500,-1.0,-1.0,0.0,0.0,0.0,16.700000762939453,18.200000762939453,0.0,40040.91015625
1680668343266504500,0,0,-1,-1,1500,1500,-1.0,-1.0,0.0,0.0,0.0,16.700000762939453,18.200000762939453,0.0,40040.921875
1680668343266526100,0,0,-1,-1,1500,1500,-1.0,-1.0,0.0,0.0,0.0,16.700000762939453,18.200000762939453,0.0,40040.9296875
1680668343266540200,0,0,-1,-1,1500,1500,-1.0,-1.0,0.0,0.0,0.0,16.700000762939453,18.200000762939453,0.0,40040.94140625
1680668343266603900,0,0,-1,-1,1500,1500,-1.0,-1.0,0.0,0.0,0.0,10.0,0.0,0.0,40040.94921875
1680668343324797000,0,0,-1,-1,1500,1500,-1.0,-1.0,0.0,0.0,0.0,10.0,0.0,0.0,40040.9609375
1680668343324804300,0,0,-1,-1,1500,1500,-1.0,-1.0,0.0,0.0,0.0,10.0,0.0,0.0,40040.97265625
1680668343324889000,0,0,-1,-1,1500,1500,-1.0,-1.0,0.0,0.0,0.0,10.0,0.0,0.0,40040.98046875
1680668343324897300,0,0,-1,-1,1500,1500,-1.0,-1.0,0.0,0.0,0.0,10.0,0.0,0.0,40040.98828125
1680668343324977000,0,0,-1,-1,1500,1500,-1.0,-1.0,0.0,0.0,0.0,10.0,0.0,0.0,40041.0
1680668343324986100,0,0,-1,-1,1500,1500,-1.0,-1.0,0.0,0.0,0.0,10.0,0.0,0.0,40041.01171875
1680668343376461800,0,0,-1,-1,1500,1500,-1.0,-1.0,0.0,0.0,0.0,10.0,0.0,0.0,40041.01953125
1680668343376475900,0,0,-1,-1,1500,1500,-1.0,-1.0,0.0,0.0,0.0,10.0,0.0,0.0,40041.03125
1680668343376503300,0,0,-1,-1,1500,1500,-1.0,-1.0,0.0,0.0,0.0,10.0,0.0,0.0,40041.0390625
1680668343376530700,0,0,-1,-1,1500,1500,-1.0,-1.0,0.0,0.0,22.200000762939453,18.200000762939453,37.5,0.0,40041.05078125
1680668343376539600,0,0,-1,-1,1500,1500,-1.0,-1.0,0.0,0.0,22.200000762939453,18.200000762939453,37.5,0.0,40041.05859375
1680668343424791700,0,0,-1,-1,1500,1500,-1.0,-1.0,0.0,0.0,22.200000762939453,18.200000762939453,37.5,0.0,40041.07421875
1680668343424799100,0,0,-1,-1,1500,1500,-1.0,-1.0,0.0,0.0,22.200000762939453,18.200000762939453,37.5,0.0,40041.078125
1680668343424849400,0,0,-1,-1,1500,1500,-1.0,-1.0,0.0,0.0,22.200000762939453,18.200000762939453,37.5,0.0,40041.08984375
1680668343424856500,0,0,-1,-1,1500,1500,-1.0,-1.0,0.0,0.0,22.200000762939453,18.200000762939453,37.5,0.0,40041.1015625
1680668343424910000,0,0,-1,-1,1500,1500,-1.0,-1.0,0.0,0.0,22.200000762939453,18.200000762939453,37.5,0.0,40041.109375
1680668343472241600,0,0,-1,-1,1500,1500,-1.0,-1.0,0.0,0.0,22.200000762939453,18.200000762939453,37.5,0.0,40041.12109375
1680668343472248900,0,0,-1,-1,1500,1500,-1.0,-1.0,0.0,0.0,22.200000762939453,18.200000762939453,37.5,0.0,40041.12890625
1680668343472297900,0,0,-1,-1,1500,1500,-1.0,-1.0,0.0,0.0,22.200000762939453,18.200000762939453,37.5,0.0,40041.140625
1680668343472346000,0,0,-1,-1,1500,1500,-1.0,-1.0,0.0,0.0,25.0,10.0,11.100000381469727,0.0,40041.1484375
1680668343472397600,0,0,-1,-1,1500,1500,-1.0,-1.0,0.0,0.0,25.0,10.0,11.100000381469727,0.0,40041.16015625
1680668343528865700,0,0,-1,-1,1500,1500,-1.0,-1.0,0.0,0.0,25.0,10.0,11.100000381469727,0.0,40041.171875
1680668343528930400,0,0,-1,-1,1500,1500,-1.0,-1.0,0.0,0.0,25.0,10.0,11.100000381469727,0.0,40041.1796875
1680668343528953000,0,0,-1,-1,1500,1500,-1.0,-1.0,0.0,0.0,25.0,10.0,11.100000381469727,0.0,40041.19140625
1680668343529039200,0,0,-1,-1,1500,1500,-1.0,-1.0,0.0,0.0,25.0,10.0,11.100000381469727,0.0,40041.19921875
1680668343529046800,0,0,-1,-1,1500,1500,-1.0,-1.0,0.0,0.0,25.0,10.0,11.100000381469727,0.0,40041.2109375
1680668343529109700,0,0,-1,-1,1500,1500,-1.0,-1.0,0.0,0.0,25.0,10.0,11.100000381469727,0.0,40041.21875
1680668343586324400,0,0,-1,-1,1500,1500,-1.0,-1.0,0.0,0.0,25.0,10.0,11.100000381469727,0.0,40041.23046875
1680668343586333400,0,0,-1,-1,1500,1500,-1.0,-1.0,0.0,0.0,25.0,10.0,11.100000381469727,0.0,40041.23828125
1680668343586382000,0,0,-1,-1,1500,1500,-1.0,-1.0,0.0,0.0,0.0,10.0,10.0,0.0,40041.25
1680668343586389900,0,0,-1,-1,1500,1500,-1.0,-1.0,0.0,0.0,0.0,10.0,10.0,0.0,40041.26171875
1680668343586449600,0,0,-1,-1,1500,1500,-1.0,-1.0,0.0,0.0,0.0,10.0,10.0,0.0,40041.26953125
1680668343646498200,0,0,-1,-1,1500,1500,-1.0,-1.0,0.0,0.0,0.0,10.0,10.0,0.0,40041.28125
1680668343646505700,0,0,-1,-1,1500,1500,-1.0,-1.0,0.0,0.0,0.0,10.0,10.0,0.0,40041.2890625
1680668343646533800,0,0,-1,-1,1500,1500,-1.0,-1.0,0.0,0.0,0.0,10.0,10.0,0.0,40041.30078125
1680668343646605600,0,0,-1,-1,1500,1500,-1.0,-1.0,0.0,0.0,0.0,10.0,10.0,0.0,40041.30859375
1680668343646654600,0,0,-1,-1,1500,1500,-1.0,-1.0,0.0,0.0,0.0,10.0,10.0,0.0,40041.3203125
1680668343646665900,0,0,-1,-1,1500,1500,-1.0,-1.0,0.0,0.0,0.0,10.0,10.0,0.0,40041.33203125
1680668343707184900,0,0,-1,-1,1500,1500,-1.0,-1.0,0.0,0.0,0.0,10.0,10.0,0.0,40041.33984375
1680668343707191300,0,0,-1,-1,1500,1500,-1.0,-1.0,0.0,0.0,0.0,10.0,10.0,0.0,40041.3515625
1680668343707238200,0,0,-1,-1,1500,1500,-1.0,-1.0,0.0,0.0,20.0,0.0,11.100000381469727,0.0,40041.359375
1680668343707256200,0,0,-1,-1,1500,1500,-1.0,-1.0,0.0,0.0,20.0,0.0,11.100000381469727,0.0,40041.37109375
1680668343707268700,0,0,-1,-1,1500,1500,-1.0,-1.0,0.0,0.0,20.0,0.0,11.100000381469727,0.0,40041.37890625
1680668343707285600,0,0,-1,-1,1500,1500,-1.0,-1.0,0.0,0.0,20.0,0.0,11.100000381469727,0.0,40041.390625
1680668343772813000,0,0,-1,-1,1500,1500,-1.0,-1.0,0.0,0.0,20.0,0.0,11.100000381469727,0.0,40041.3984375
1680668343772850900,0,0,-1,-1,1500,1500,-1.0,-1.0,0.0,0.0,20.0,0.0,11.100000381469727,0.0,40041.41015625
1680668343772867100,0,0,-1,-1,1500,1500,-1.0,-1.0,0.0,0.0,20.0,0.0,11.100000381469727,0.0,40041.421875
1680668343772876600,0,0,-1,-1,1500,1500,-1.0,-1.0,0.0,0.0,20.0,0.0,11.100000381469727,0.0,40041.4296875
1680668343772881400,0,0,-1,-1,1500,1500,-1.0,-1.0,0.0,0.0,20.0,0.0,11.100000381469727,0.0,40041.44140625
1680668343772922500,0,0,-1,-1,1500,1500,-1.0,-1.0,0.0,0.0,20.0,0.0,11.100000381469727,0.0,40041.44921875
1680668343828619600,0,0,-1,-1,1500,1500,-1.0,-1.0,0.0,0.0,0.0,0.0,20.0,0.0,40041.4609375
1680668343828653100,0,0,-1,-1,1500,1500,-1.0,-1.0,0.0,0.0,0.0,0.0,20.0,0.0,40041.46875
1680668343828684100,0,0,-1,-1,1500,1500,-1.0,-1.0,0.0,0.0,0.0,0.0,20.0,0.0,40041.48046875
1680668343828703600,0,0,-1,-1,1500,1500,-1.0,-1.0,0.0,0.0,0.0,0.0,20.0,0.0,40041.48828125
1680668343828745200,0,0,-1,-1,1500,1500,-1.0,-1.0,0.0,0.0,0.0,0.0,20.0,0.0,40041.5
1680668343828752500,0,0,-1,-1,1500,1500,-1.0,-1.0,0.0,0.0,0.0,0.0,20.0,0.0,40041.51171875
1680668343828803300,0,0,-1,-1,1500,1500,-1.0,-1.0,0.0,0.0,0.0,0.0,20.0,0.0,40041.51953125
1680668343892523400,0,0,-1,-1,1500,1500,-1.0,-1.0,0.0,0.0,0.0,0.0,20.0,0.0,40041.53125
1680668343892538500,0,0,-1,-1,1500,1500,-1.0,-1.0,0.0,0.0,0.0,0.0,20.0,0.0,40041.5390625
1680668343892550300,0,0,-1,-1,1500,1500,-1.0,-1.0,0.0,0.0,0.0,0.0,20.0,0.0,40041.55078125
1680668343892555800,0,0,-1,-1,1500,1500,-1.0,-1.0,0.0,0.0,11.100000381469727,25.0,0.0,0.0,40041.55859375
1680668343892611300,0,0,-1,-1,1500,1500,-1.0,-1.0,0.0,0.0,11.100000381469727,25.0,0.0,0.0,40041.5703125
1680668343943146800,0,0,-1,-1,1500,1500,-1.0,-1.0,0.0,0.0,11.100000381469727,25.0,0.0,0.0,40041.58203125
1680668343943156900,0,0,-1,-1,1500,1500,-1.0,-1.0,0.0,0.0,11.100000381469727,25.0,0.0,0.0,40041.58984375
1680668343943166500,0,0,-1,-1,1500,1500,-1.0,-1.0,0.0,0.0,11.100000381469727,25.0,0.0,0.0,40041.6015625
1680668343943176600,0,0,-1,-1,1500,1500,-1.0,-1.0,0.0,0.0,11.100000381469727,25.0,0.0,0.0,40041.609375
1680668343943189000,0,0,-1,-1,1500,1500,-1.0,-1.0,0.0,0.0,11.100000381469727,25.0,0.0,0.0,40041.62109375
1680668343943195300,0,0,-1,-1,1500,1500,-1.0,-1.0,0.0,0.0,11.100000381469727,25.0,0.0,0.0,40041.62890625
1680668344000783000,0,0,-1,-1,1500,1500,-1.0,-1.0,0.0,0.0,11.100000381469727,25.0,0.0,0.0,40041.640625
