%time,field.curr_pos1,field.curr_pos2,field.toff,field.motor_fail,field.t
1685049245569913100,0,0,254720,0,49245.6015625
1685049245569930900,0,0,254080,0,49245.61328125
1685049245569933900,0,0,253840,0,49245.62109375
1685049245570016100,0,0,253040,0,49245.6328125
1685049245570025600,0,0,255040,0,49245.640625
1685049245570036200,0,0,253120,0,49245.65234375
1685049245570053100,0,0,252080,0,49245.66015625
1685049245614900600,0,0,251920,0,49245.671875
1685049245614924900,0,0,254160,0,49245.68359375
1685049245614938600,0,0,254520,0,49245.69140625
1685049245614964600,0,0,256080,0,49245.703125
1685049245660168100,0,0,254080,0,49245.7109375
1685049245660190200,0,0,253840,0,49245.72265625
1685049245660231000,0,0,254080,0,49245.73046875
1685049245660246100,0,0,254440,0,49245.7421875
1685049245660281500,0,0,252800,0,49245.75390625
1685049245723314400,0,0,270800,0,49245.76171875
1685049245723401400,0,0,256840,0,49245.7734375
1685049245723405900,0,0,252280,0,49245.78125
1685049245723459400,0,0,250400,0,49245.79296875
1685049245723497300,0,0,257280,0,49245.80078125
1685049245723545800,0,0,254400,0,49245.8125
1685049245772604100,0,0,256240,0,49245.8203125
1685049245772703300,0,0,241760,0,49245.84375
1685049245772712600,0,0,244480,0,49245.859375
1685049245822915300,0,0,246480,0,49245.875
1685049245822933000,0,0,292160,0,49245.890625
1685049245822936700,-9,5,240560,0,49245.90234375
1685049245823006300,-38,31,249920,0,49245.9140625
1685049245880664000,-82,68,245120,0,49245.93359375
1685049245880669800,-129,90,270560,0,49245.94921875
1685049245880797800,-163,93,222160,0,49245.95703125
1685049245880836000,-192,93,249680,0,49245.96875
1685049245940126800,-206,93,250120,0,49245.9765625
1685049245940149900,-210,93,250240,0,49245.98828125
1685049245940158400,-208,93,248400,0,49246.0
1685049245940165900,-206,93,255120,0,49246.0078125
1685049245940177900,-203,93,250160,0,49246.01953125
1685049245940366100,-202,93,246960,0,49246.02734375
1685049245986768000,-204,93,253040,0,49246.0390625
1685049245986780500,-204,93,251360,0,49246.046875
1685049245986789900,-204,93,250480,0,49246.05859375
1685049245986801000,-204,93,249760,0,49246.06640625
1685049245986854900,-204,93,249920,0,49246.078125
1685049246033869700,-205,93,249840,0,49246.08984375
1685049246033893400,-205,93,254640,0,49246.09765625
1685049246033922500,-205,93,247960,0,49246.109375
1685049246034130200,-205,93,249600,0,49246.1171875
1685049246034176500,-205,93,249840,0,49246.12890625
1685049246078554000,-205,93,250400,0,49246.13671875
1685049246078564100,-205,93,249200,0,49246.1484375
1685049246078567300,-205,93,250080,0,49246.15625
1685049246078580300,-205,93,249520,0,49246.16796875
1685049246127226600,-205,93,248720,0,49246.1796875
1685049246127231800,-205,93,235680,0,49246.1875
1685049246127279200,-205,93,243200,0,49246.19921875
1685049246127287900,-205,93,249840,0,49246.20703125
1685049246127471200,-206,93,253040,0,49246.21875
1685049246179301200,-207,93,246720,0,49246.2265625
1685049246179317000,-207,93,247760,0,49246.23828125
1685049246179347700,-207,93,250880,0,49246.24609375
1685049246179353200,-207,93,251200,0,49246.2578125
1685049246179540600,-207,93,251920,0,49246.26953125
1685049246224141400,-207,93,249920,0,49246.27734375
1685049246224146100,-207,93,249440,0,49246.2890625
1685049246224173600,-207,93,243840,0,49246.3046875
1685049246224324300,-207,93,254320,0,49246.31640625
1685049246272139500,-207,93,253840,0,49246.32421875
1685049246272154900,-207,93,248720,0,49246.33203125
1685049246272159300,-207,93,251200,0,49246.33984375
1685049246272166900,-207,93,252760,0,49246.34765625
1685049246272190600,-207,93,246160,0,49246.359375
1685049246319438600,-207,93,248640,0,49246.3671875
1685049246319451000,-207,93,251920,0,49246.37890625
1685049246319463600,-207,93,251600,0,49246.38671875
1685049246319475700,-207,93,250880,0,49246.3984375
1685049246319480700,-207,93,250800,0,49246.40625
1685049246363770700,-207,93,247760,0,49246.41796875
1685049246363781500,-207,93,239840,0,49246.4296875
1685049246363787000,-207,93,250960,0,49246.4375
1685049246363973500,-207,93,250400,0,49246.44921875
1685049246364012800,-207,93,250320,0,49246.45703125
1685049246409853500,-207,93,250640,0,49246.46875
1685049246409864000,-207,93,252720,0,49246.4765625
1685049246409930000,-207,93,249400,0,49246.48828125
1685049246409938700,-207,93,250800,0,49246.49609375
1685049246459899500,-207,93,251600,0,49246.5078125
1685049246459915300,-207,93,250640,0,49246.51953125
1685049246459918900,-207,93,254640,0,49246.52734375
1685049246459925700,-207,93,250480,0,49246.5390625
1685049246460023600,-207,93,250400,0,49246.546875
1685049246511804000,-207,93,251360,0,49246.55859375
1685049246511919600,-207,93,250400,0,49246.56640625
1685049246511936200,-207,93,248560,0,49246.578125
1685049246511976200,-208,93,250240,0,49246.58984375
1685049246512042000,-207,93,254400,0,49246.59765625
1685049246564450900,-207,93,247120,0,49246.609375
1685049246564454700,-207,93,248880,0,49246.6171875
1685049246564588500,-207,93,249360,0,49246.62890625
1685049246564612600,-207,93,251200,0,49246.63671875
1685049246564637500,-207,93,251720,0,49246.6484375
1685049246613868200,-207,93,243080,0,49246.65625
1685049246613880100,-207,93,249840,0,49246.66796875
1685049246613888400,-207,93,252600,0,49246.6796875
1685049246613904100,-207,93,250000,0,49246.6875
1685049246613907700,-207,93,249920,0,49246.69921875
1685049246614010500,-207,93,250720,0,49246.70703125
1685049246670676400,-207,93,250480,0,49246.71875
1685049246670994000,-207,93,244480,0,49246.7265625
1685049246671045900,-207,93,248720,0,49246.73828125
1685049246671060600,-207,93,248320,0,49246.74609375
1685049246715714800,-207,93,250040,0,49246.7578125
1685049246715865100,-207,93,251360,0,49246.76953125
1685049246715874200,-207,93,253280,0,49246.77734375
1685049246715877000,-207,93,250800,0,49246.7890625
1685049246715926500,-207,93,250720,0,49246.796875
1685049246715930900,-207,93,249200,0,49246.80859375
1685049246761816400,-207,93,250400,0,49246.81640625
1685049246761871300,-207,93,251920,0,49246.828125
1685049246761906000,-207,93,251280,0,49246.8515625
1685049246761908400,-207,93,263360,0,49246.859375
1685049246830178100,-207,93,244800,0,49246.8671875
1685049246830216000,-214,93,246240,0,49246.8828125
1685049246830227500,-238,108,251680,0,49246.89453125
1685049246883465700,-269,141,247760,0,49246.90625
1685049246883488800,-309,185,254000,0,49246.91796875
1685049246883530100,-345,216,242560,0,49246.9296875
1685049246883569700,-377,236,243360,0,49246.9375
1685049246883573700,-411,245,249720,0,49246.94921875
1685049246883645300,-445,246,247920,0,49246.9609375
1685049246883650000,-469,246,244720,0,49246.96875
1685049246965107200,-480,246,248720,0,49246.98046875
1685049246965111800,-484,246,244480,0,49246.98828125
1685049246965211800,-482,246,251920,0,49247.0
1685049246965344800,-478,245,251200,0,49247.0078125
1685049246965357000,-475,237,249920,0,49247.01953125
1685049246965363800,-475,223,242400,0,49247.02734375
1685049246965375800,-476,210,249760,0,49247.0390625
1685049246965381100,-477,206,244480,0,49247.05078125
1685049247010428200,-477,212,226880,0,49247.05859375
1685049247010434900,-479,222,250560,0,49247.0703125
1685049247010438400,-482,230,249600,0,49247.078125
1685049247010663300,-482,234,248560,0,49247.08984375
1685049247010676900,-481,235,250800,0,49247.09765625
1685049247058291300,-480,233,249600,0,49247.109375
1685049247058302600,-480,233,252640,0,49247.1171875
1685049247058361800,-480,232,252160,0,49247.12890625
1685049247058368100,-480,232,250000,0,49247.140625
1685049247058510600,-480,232,251440,0,49247.1484375
1685049247102570000,-480,232,250560,0,49247.16015625
1685049247102671200,-480,232,250360,0,49247.16796875
1685049247102678000,-480,232,248240,0,49247.1796875
1685049247102705000,-480,232,247200,0,49247.1875
1685049247102723700,-480,231,251320,0,49247.19921875
1685049247147994400,-480,231,250320,0,49247.2109375
1685049247148008300,-480,231,250240,0,49247.21875
1685049247148066500,-480,231,250560,0,49247.23046875
1685049247148122800,-480,231,247680,0,49247.23828125
1685049247193649000,-480,231,249000,0,49247.25
1685049247193661000,-480,231,249840,0,49247.2578125
1685049247193671200,-480,230,249360,0,49247.26953125
1685049247193675200,-480,230,248560,0,49247.27734375
