time,index,ankle_angle,ankle_angle,ankle_angle,imu_ang_vel,imu_ang_vel,imu_ang_vel
12-27-17-399819,3.8 0,3.8 0,[0.],[0.],[0.],[0.],[0.]
12-27-17-409374,3.8 0,3.8 0,[0.],[0.],[0.],[0.],[0.]
12-27-17-419372,3.8 0,3.8 0,[0.],[0.],[0.],[0.],[0.]
12-27-17-428373,3.8 0,3.8 0,[0.],[0.],[0.],[0.],[0.]
12-27-17-439364,3.8 0,3.8 0,[0.],[0.],[0.],[0.],[0.]
12-27-17-448369,3.8 0,3.8 0,[0.],[0.],[0.],[0.],[0.]
12-27-17-458369,3.8 0,3.8 0,[0.],[0.],[0.],[0.],[0.]
12-27-17-468377,3.8 0,3.8 0,[0.],[0.],[0.],[0.],[0.]
12-27-17-479373,3.8 0,3.8 0,[0.],[0.],[0.],[0.],[0.]
12-27-17-488376,3.8 0,3.8 0,[0.],[0.],[0.],[0.],[0.]
12-27-17-498377,3.8 0,3.8 0,[0.],[0.],[0.],[0.],[0.]
12-27-17-508852,3.8 0,3.8 0,[0.],[0.],[0.],[0.],[0.]
12-27-17-519853,3.8 0,3.8 0,[0.],[0.],[0.],[0.],[0.]
12-27-17-528857,3.8 0,3.8 0,[0.],[0.],[0.],[0.],[0.]
12-27-17-539856,3.8 0,3.8 0,[0.],[0.],[0.],[0.],[0.]
12-27-17-548856,3.8 0,3.8 0,[0.],[0.],[0.],[0.],[0.]
12-27-17-559856,3.8 0,3.8 0,[0.],[0.],[0.],[0.],[0.]
12-27-17-568890,3.8 0,3.8 0,[0.],[0.],[0.],[0.],[0.]
12-27-17-579889,3.8 0,3.8 0,[0.],[0.],[0.],[0.],[0.]
12-27-17-588934,3.8 0,3.8 0,[0.],[0.],[0.],[0.],[0.]
12-27-17-598934,3.8 0,3.8 0,[0.],[0.],[0.],[0.],[0.]
12-27-17-609520,3.8 0,3.8 0,[0.],[0.],[0.],[0.],[0.]
12-27-17-619521,3.8 0,3.8 0,[0.],[0.],[0.],[0.],[0.]
12-27-17-629517,3.8 0,3.8 0,[0.],[0.],[0.],[0.],[0.]
12-27-17-639483,3.8 0,3.8 0,[0.],[0.],[0.],[0.],[0.]
12-27-17-648519,3.8 0,3.8 0,[0.],[0.],[0.],[0.],[0.]
12-27-17-659485,3.8 0,3.8 0,[0.],[0.],[0.],[0.],[0.]
12-27-17-668486,3.8 0,3.8 0,[0.],[0.],[0.],[0.],[0.]
12-27-17-678520,3.8 0,3.8 0,[0.],[0.],[0.],[0.],[0.]
12-27-17-688568,3.8 0,3.8 0,[0.],[0.],[0.],[0.],[0.]
12-27-17-699562,3.8 0,3.8 0,[0.],[0.],[0.],[0.],[0.]
12-27-17-709114,3.8 0,3.8 0,[0.],[0.],[0.],[0.],[0.]
12-27-17-719151,3.8 0,3.8 0,[0.],[0.],[0.],[0.],[0.]
12-27-17-729154,3.8 0,3.8 0,[0.],[0.],[0.],[0.],[0.]
12-27-17-739117,3.8 0,3.8 0,[0.],[0.],[0.],[0.],[0.]
12-27-17-749111,3.8 0,3.8 0,[0.],[0.],[0.],[0.],[0.]
12-27-17-758113,3.8 0,3.8 0,[0.],[0.],[0.],[0.],[0.]
12-27-17-768642,3.8 0,3.8 0,[0.],[0.],[0.],[0.],[0.]
12-27-17-779642,3.8 0,3.8 0,[0.],[0.],[0.],[0.],[0.]
12-27-17-788681,3.8 0,3.8 0,[0.],[0.],[0.],[0.],[0.]
12-27-17-799679,3.8 0,3.8 0,[0.],[0.],[0.],[0.],[0.]
12-27-17-808879,3.8 0,3.8 0,[0.],[0.],[0.],[0.],[0.]
12-27-17-819879,3.8 0,3.8 0,[0.],[0.],[0.],[0.],[0.]
12-27-17-829880,3.8 0,3.8 0,[0.],[0.],[0.],[0.],[0.]
12-27-17-839879,3.8 0,3.8 0,[0.],[0.],[0.],[0.],[0.]
12-27-17-848880,3.8 0,3.8 0,[0.],[0.],[0.],[0.],[0.]
12-27-17-859878,3.8 0,3.8 0,[0.],[0.],[0.],[0.],[0.]
12-27-17-868878,3.8 0,3.8 0,[0.],[0.],[0.],[0.],[0.]
12-27-17-878879,3.8 0,3.8 0,[0.],[0.],[0.],[0.],[0.]
12-27-17-888884,3.8 0,3.8 0,[0.],[0.],[0.],[0.],[0.]
12-27-17-899882,3.8 0,3.8 0,[0.],[0.],[0.],[0.],[0.]
12-27-17-909394,3.8 0,3.8 0,[0.],[0.],[0.],[0.],[0.]
12-27-17-918395,3.8 0,3.8 0,[0.],[0.],[0.],[0.],[0.]
12-27-17-928432,3.8 0,3.8 0,[0.],[0.],[0.],[0.],[0.]
12-27-17-938438,3.8 0,3.8 0,[0.],[0.],[0.],[0.],[0.]
12-27-17-950398,3.8 0,3.8 0,[0.],[0.],[0.],[0.],[0.]
12-27-17-958399,3.8 0,3.8 0,[0.],[0.],[0.],[0.],[0.]
12-27-17-969395,3.8 0,3.8 0,[0.],[0.],[0.],[0.],[0.]
12-27-17-978398,3.8 0,3.8 0,[0.],[0.],[0.],[0.],[0.]
12-27-17-988403,3.8 0,3.8 0,[0.],[0.],[0.],[0.],[0.]
12-27-17-999401,3.8 0,3.8 0,[0.],[0.],[0.],[0.],[0.]
12-27-18-008913,3.8 0,3.8 0,[0.],[0.],[0.],[0.],[0.]
12-27-18-018952,3.8 0,3.8 0,[0.],[0.],[0.],[0.],[0.]
12-27-18-029951,3.8 0,3.8 0,[0.],[0.],[0.],[0.],[0.]
12-27-18-039954,3.8 0,3.8 0,[0.],[0.],[0.],[0.],[0.]
12-27-18-049951,3.8 0,3.8 0,[0.],[0.],[0.],[0.],[0.]
12-27-18-058956,3.8 0,3.8 0,[0.],[0.],[0.],[0.],[0.]
12-27-18-068958,3.8 0,3.8 0,[0.],[0.],[0.],[0.],[0.]
12-27-18-079951,3.8 0,3.8 0,[0.],[0.],[0.],[0.],[0.]
12-27-18-089920,3.8 0,3.8 0,[0.],[0.],[0.],[0.],[0.]
12-27-18-099919,3.8 0,3.8 0,[0.],[0.],[0.],[0.],[0.]
12-27-18-109438,3.8 0,3.8 0,[0.],[0.],[0.],[0.],[0.]
12-27-18-118473,3.8 0,3.8 0,[0.],[0.],[0.],[0.],[0.]
12-27-18-129439,3.8 0,3.8 0,[0.],[0.],[0.],[0.],[0.]
12-27-18-139435,3.8 0,3.8 0,[0.],[0.],[0.],[0.],[0.]
12-27-18-148473,3.8 0,3.8 0,[0.],[0.],[0.],[0.],[0.]
12-27-18-159439,3.8 0,3.8 0,[0.],[0.],[0.],[0.],[0.]
12-27-18-169474,3.8 0,3.8 0,[0.],[0.],[0.],[0.],[0.]
12-27-18-178441,3.8 0,3.8 0,[0.],[0.],[0.],[0.],[0.]
12-27-18-188479,3.8 0,3.8 0,[0.],[0.],[0.],[0.],[0.]
12-27-18-198518,3.8 0,3.8 0,[0.],[0.],[0.],[0.],[0.]
12-27-18-209518,3.8 0,3.8 0,[0.],[0.],[0.],[0.],[0.]
12-27-18-218520,3.8 0,3.8 0,[0.],[0.],[0.],[0.],[0.]
12-27-18-229517,3.8 0,3.8 0,[0.],[0.],[0.],[0.],[0.]
12-27-18-238518,3.8 0,3.8 0,[0.],[0.],[0.],[0.],[0.]
12-27-18-249517,3.8 0,3.8 0,[0.],[0.],[0.],[0.],[0.]
12-27-18-259518,3.8 0,3.8 0,[0.],[0.],[0.],[0.],[0.]
12-27-18-268554,3.8 0,3.8 0,[0.],[0.],[0.],[0.],[0.]
12-27-18-278555,3.8 0,3.8 0,[0.],[0.],[0.],[0.],[0.]
12-27-18-288562,3.8 0,3.8 0,[0.],[0.],[0.],[0.],[0.]
12-27-18-299560,3.8 0,3.8 0,[0.],[0.],[0.],[0.],[0.]
12-27-18-309071,3.8 0,3.8 0,[0.],[0.],[0.],[0.],[0.]
12-27-18-318107,3.8 0,3.8 0,[0.],[0.],[0.],[0.],[0.]
12-27-18-328109,3.8 0,3.8 0,[0.],[0.],[0.],[0.],[0.]
12-27-18-339075,3.8 0,3.8 0,[0.],[0.],[0.],[0.],[0.]
12-27-18-349072,3.8 0,3.8 0,[0.],[0.],[0.],[0.],[0.]
12-27-18-358111,3.8 0,3.8 0,[0.],[0.],[0.],[0.],[0.]
12-27-18-369109,3.8 0,3.8 0,[0.],[0.],[0.],[0.],[0.]
12-27-18-379108,3.8 0,3.8 0,[0.],[0.],[0.],[0.],[0.]
12-27-18-388133,3.8 0,3.8 0,[0.],[0.],[0.],[0.],[0.]
12-27-18-398446,3.8 0,3.8 0,[0.],[0.],[0.],[0.],[0.]
12-27-18-408307,3.8 0,3.8 0,[0.],[0.],[0.],[0.],[0.]
12-27-18-418995,3.8 0,3.8 0,[0.],[0.],[0.],[0.],[0.]
12-27-18-428996,3.8 0,3.8 0,[0.],[0.],[0.],[0.],[0.]
12-27-18-439985,3.8 0,3.8 0,[0.],[0.],[0.],[0.],[0.]
12-27-18-448996,3.8 0,3.8 0,[0.],[0.],[0.],[0.],[0.]
12-27-18-459989,3.8 0,3.8 0,[0.],[0.],[0.],[0.],[0.]
12-27-18-468989,3.8 0,3.8 0,[0.],[0.],[0.],[0.],[0.]
12-27-18-479356,3.8 0,3.8 0,[0.],[0.],[0.],[0.],[0.]
12-27-18-489994,3.8 0,3.8 0,[0.],[0.],[0.],[0.],[0.]
12-27-18-499001,3.8 0,3.8 0,[0.],[0.],[0.],[0.],[0.]
12-27-18-509312,3.8 0,3.8 0,[0.],[0.],[0.],[0.],[0.]
12-27-18-518313,3.8 0,3.8 0,[0.],[0.],[0.],[0.],[0.]
12-27-18-528323,3.8 0,3.8 0,[0.],[0.],[0.],[0.],[0.]
12-27-18-538322,3.8 0,3.8 0,[0.],[0.],[0.],[0.],[0.]
12-27-18-548322,3.8 0,3.8 0,[0.],[0.],[0.],[0.],[0.]
12-27-18-558322,3.8 0,3.8 0,[0.],[0.],[0.],[0.],[0.]
12-27-18-568324,3.8 0,3.8 0,[0.],[0.],[0.],[0.],[0.]
12-27-18-579322,3.8 0,3.8 0,[0.],[0.],[0.],[0.],[0.]
12-27-18-589316,3.8 0,3.8 0,[0.],[0.],[0.],[0.],[0.]
12-27-18-598328,3.8 0,3.8 0,[0.],[0.],[0.],[0.],[0.]
12-27-18-608684,3.8 0,3.8 0,[0.],[0.],[0.],[0.],[0.]
12-27-18-618695,3.8 0,3.8 0,[0.],[0.],[0.],[0.],[0.]
12-27-18-628694,3.8 0,3.8 0,[0.],[0.],[0.],[0.],[0.]
12-27-18-638694,3.8 0,3.8 0,[0.],[0.],[0.],[0.],[0.]
12-27-18-649693,3.8 0,3.8 0,[0.],[0.],[0.],[0.],[0.]
12-27-18-659684,3.8 0,3.8 0,[0.],[0.],[0.],[0.],[0.]
12-27-18-668686,3.8 0,3.8 0,[0.],[0.],[0.],[0.],[0.]
12-27-18-678715,3.8 0,3.8 0,[0.],[0.],[0.],[0.],[0.]
12-27-18-688721,3.8 0,3.8 0,[0.],[0.],[0.],[0.],[0.]
12-27-18-698794,3.8 0,3.8 0,[0.],[0.],[0.],[0.],[0.]
12-27-18-710390,3.8 0,3.8 0,[0.],[0.],[0.],[0.],[0.]
12-27-18-719362,3.8 0,3.8 0,[0.],[0.],[0.],[0.],[0.]
12-27-18-728365,3.8 0,3.8 0,[0.],[0.],[0.],[0.],[0.]
12-27-18-738356,3.8 0,3.8 0,[0.],[0.],[0.],[0.],[0.]
12-27-18-748357,3.8 0,3.8 0,[0.],[0.],[0.],[0.],[0.]
12-27-18-758358,3.8 0,3.8 0,[0.],[0.],[0.],[0.],[0.]
12-27-18-769367,3.8 0,3.8 0,[0.],[0.],[0.],[0.],[0.]
12-27-18-779353,3.8 0,3.8 0,[0.],[0.],[0.],[0.],[0.]
12-27-18-788872,3.8 0,3.8 0,[0.],[0.],[0.],[0.],[0.]
12-27-18-799887,3.8 0,3.8 0,[0.],[0.],[0.],[0.],[0.]
12-27-18-810420,3.8 0,3.8 0,[0.],[0.],[0.],[0.],[0.]
12-27-18-818421,3.8 0,3.8 0,[0.],[0.],[0.],[0.],[0.]
12-27-18-829420,3.8 0,3.8 0,[0.],[0.],[0.],[0.],[0.]
12-27-18-839420,3.8 0,3.8 0,[0.],[0.],[0.],[0.],[0.]
12-27-18-848423,3.8 0,3.8 0,[0.],[0.],[0.],[0.],[0.]
12-27-18-858421,3.8 0,3.8 0,[0.],[0.],[0.],[0.],[0.]
12-27-18-868422,3.8 0,3.8 0,[0.],[0.],[0.],[0.],[0.]
12-27-18-879420,3.8 0,3.8 0,[0.],[0.],[0.],[0.],[0.]
12-27-18-889420,3.8 0,3.8 0,[0.],[0.],[0.],[0.],[0.]
12-27-18-898440,3.8 0,3.8 0,[0.],[0.],[0.],[0.],[0.]
12-27-18-908950,3.8 0,3.8 0,[0.],[0.],[0.],[0.],[0.]
12-27-18-918959,3.8 0,3.8 0,[0.],[0.],[0.],[0.],[0.]
12-27-18-928960,3.8 0,3.8 0,[0.],[0.],[0.],[0.],[0.]
12-27-18-939953,3.8 0,3.8 0,[0.],[0.],[0.],[0.],[0.]
12-27-18-949950,3.8 0,3.8 0,[0.],[0.],[0.],[0.],[0.]
12-27-18-959950,3.8 0,3.8 0,[0.],[0.],[0.],[0.],[0.]
12-27-18-968958,3.8 0,3.8 0,[0.],[0.],[0.],[0.],[0.]
12-27-18-979953,3.8 0,3.8 0,[0.],[0.],[0.],[0.],[0.]
12-27-18-990954,3.8 0,3.8 0,[0.],[0.],[0.],[0.],[0.]
12-27-18-998955,3.8 0,3.8 0,[0.],[0.],[0.],[0.],[0.]
12-27-19-009467,3.8 0,3.8 0,[0.],[0.],[0.],[0.],[0.]
12-27-19-019465,3.8 0,3.8 0,[0.],[0.],[0.],[0.],[0.]
12-27-19-028467,3.8 0,3.8 0,[0.],[0.],[0.],[0.],[0.]
12-27-19-039477,3.8 0,3.8 0,[0.],[0.],[0.],[0.],[0.]
12-27-19-048479,3.8 0,3.8 0,[0.],[0.],[0.],[0.],[0.]
12-27-19-059477,3.8 0,3.8 0,[0.],[0.],[0.],[0.],[0.]
12-27-19-069474,3.8 0,3.8 0,[0.],[0.],[0.],[0.],[0.]
12-27-19-078474,3.8 0,3.8 0,[0.],[0.],[0.],[0.],[0.]
12-27-19-088474,3.8 0,3.8 0,[0.],[0.],[0.],[0.],[0.]
12-27-19-098482,3.8 0,3.8 0,[0.],[0.],[0.],[0.],[0.]
12-27-19-108993,3.8 0,3.8 0,[0.],[0.],[0.],[0.],[0.]
12-27-19-118995,3.8 0,3.8 0,[0.],[0.],[0.],[0.],[0.]
12-27-19-128995,3.8 0,3.8 0,[0.],[0.],[0.],[0.],[0.]
12-27-19-139993,3.8 0,3.8 0,[0.],[0.],[0.],[0.],[0.]
12-27-19-149002,3.8 0,3.8 0,[0.],[0.],[0.],[0.],[0.]
12-27-19-159995,3.8 0,3.8 0,[0.],[0.],[0.],[0.],[0.]
12-27-19-168995,3.8 0,3.8 0,[0.],[0.],[0.],[0.],[0.]
12-27-19-179004,3.8 0,3.8 0,[0.],[0.],[0.],[0.],[0.]
12-27-19-190007,3.8 0,3.8 0,[0.],[0.],[0.],[0.],[0.]
12-27-19-198017,3.8 0,3.8 0,[0.],[0.],[0.],[0.],[0.]
12-27-19-208084,3.8 0,3.8 0,[0.],[0.],[0.],[0.],[0.]
12-27-19-218085,3.8 0,3.8 0,[0.],[0.],[0.],[0.],[0.]
12-27-19-228094,3.8 0,3.8 0,[0.],[0.],[0.],[0.],[0.]
