time,theta,alpha,mx,my,fz,imu_ang_vel_x,imu_ang_vel_y,imu_ang_vel_z,imu_accel_x,imu_accel_y,imu_accel_z
11-24-42-074133,0.0,0.0,4.0,-7.0,15.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11-24-42-084636,0.0,0.0,4.0,-7.0,13.719999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11-24-42-093636,0.0,0.0,4.0,-7.0,13.719999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11-24-42-104636,0.0,0.0,4.0,-7.0,13.719999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11-24-42-114636,0.0,0.0,4.0,-7.0,13.719999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11-24-42-124636,0.0,0.0,4.0,-7.0,13.719999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11-24-42-134632,0.0,0.0,4.0,-7.0,13.719999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11-24-42-143636,0.0,0.0,4.0,-7.0,13.719999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11-24-42-153707,0.0,0.0,4.0,-7.0,13.719999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11-24-42-164258,0.0,0.0,4.0,-7.0,13.719999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11-24-42-173259,0.0,0.0,4.0,-7.0,13.719999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11-24-42-184257,0.0,0.0,4.0,-7.0,13.719999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11-24-42-194257,0.0,0.0,4.0,-7.0,13.719999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11-24-42-203294,0.0,0.0,5.0,-7.0,13.719999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11-24-42-213295,0.0,0.0,5.0,-7.0,13.719999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11-24-42-223298,0.0,0.0,5.0,-7.0,13.719999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11-24-42-234294,0.0,0.0,5.0,-7.0,13.719999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11-24-42-244292,0.0,0.0,5.0,-7.0,13.719999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11-24-42-254266,0.0,0.0,5.0,-7.0,13.719999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11-24-42-263267,0.0,0.0,5.0,-7.0,13.719999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11-24-42-273788,0.0,0.0,5.0,-7.0,13.719999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11-24-42-283789,0.0,0.0,5.0,-7.0,13.719999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11-24-42-294789,0.0,0.0,5.0,-7.0,13.719999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11-24-42-304788,0.0,0.0,5.0,-7.0,13.719999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11-24-42-314791,0.0,0.0,5.0,-7.0,13.719999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11-24-42-324788,0.0,0.0,5.0,-7.0,13.719999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11-24-42-333788,0.0,0.0,5.0,-7.0,13.719999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11-24-42-343789,0.0,0.0,5.0,-7.0,13.719999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11-24-42-353791,0.0,0.0,5.0,-7.0,13.719999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11-24-42-364314,0.0,0.0,5.0,-7.0,13.719999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11-24-42-374350,0.0,0.0,5.0,-7.0,13.719999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11-24-42-384310,0.0,0.0,5.0,-7.0,13.719999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11-24-42-394312,0.0,0.0,5.0,-7.0,13.719999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11-24-42-403313,0.0,0.0,4.0,-7.0,13.719999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11-24-42-414311,0.0,0.0,4.0,-7.0,13.719999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11-24-42-425311,0.0,0.0,4.0,-7.0,13.719999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11-24-42-434310,0.0,0.0,4.0,-7.0,13.719999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11-24-42-443346,0.0,0.0,4.0,-7.0,13.719999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11-24-42-453322,0.0,0.0,4.0,-7.0,13.719999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11-24-42-464817,0.0,0.0,4.0,-7.0,13.719999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11-24-42-473818,0.0,0.0,4.0,-7.0,13.719999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11-24-42-484814,0.0,0.0,4.0,-7.0,13.719999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11-24-42-494815,0.0,0.0,4.0,-7.0,13.719999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11-24-42-503815,0.0,0.0,4.0,-7.0,13.719999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11-24-42-514815,0.0,0.0,4.0,-7.0,15.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11-24-42-524815,0.0,0.0,4.0,-7.0,15.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11-24-42-533815,0.0,0.0,4.0,-7.0,15.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11-24-42-543850,0.0,0.0,4.0,-7.0,15.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11-24-42-553893,0.0,0.0,4.0,-7.0,15.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11-24-42-564416,0.0,0.0,4.0,-7.0,15.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11-24-42-573449,0.0,0.0,4.0,-7.0,15.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11-24-42-583450,0.0,0.0,4.0,-7.0,15.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11-24-42-594413,0.0,0.0,4.0,-7.0,15.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11-24-42-604412,0.0,0.0,4.0,-7.0,15.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11-24-42-613413,0.0,0.0,4.0,-7.0,13.719999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11-24-42-623414,0.0,0.0,4.0,-7.0,13.719999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11-24-42-633416,0.0,0.0,4.0,-7.0,13.719999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11-24-42-643416,0.0,0.0,4.0,-7.0,13.719999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11-24-42-653504,0.0,0.0,4.0,-7.0,13.719999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11-24-42-664046,0.0,0.0,4.0,-7.0,13.719999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11-24-42-674089,0.0,0.0,4.0,-7.0,13.719999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11-24-42-685053,0.0,0.0,4.0,-7.0,13.719999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11-24-42-694086,0.0,0.0,4.0,-7.0,13.719999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11-24-42-705051,0.0,0.0,4.0,-7.0,13.719999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11-24-42-714089,0.0,0.0,5.0,-7.0,13.719999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11-24-42-725054,0.0,0.0,5.0,-7.0,13.719999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
