time,theta,alpha,mx,my,fz,imu_ang_vel_x,imu_ang_vel_y,imu_ang_vel_z,imu_accel_x,imu_accel_y,imu_accel_z,State,Swing,Right_Hip_x,Right_Hip_y,Right_Hip_z,Right_Knee_x,Right_Knee_y,Right_Knee_z,Right_Ankle_x,Right_Ankle_y,Right_Ankle_z,Right_Ball_of_Foot_x,Right_Ball_of_Foot_y,Right_Ball_of_Foot_z,Left_Hip_x,Left_Hip_y,Left_Hip_z,Left_Knee_x,Left_Knee_y,Left_Knee_z,Left_Ankle_x,Left_Ankle_y,Left_Ankle_z,Left_Ball_of_Foot_x,Left_Ball_of_Foot_y,Left_Ball_of_Foot_z,Center_of_Mass_Position_x,Center_of_Mass_Position_y,Center_of_Mass_Position_z,Center_of_Mass_Velocity_x,Center_of_Mass_Velocity_y,Center_of_Mass_Velocity_z,Center_of_Mass_Acceleration_x,Center_of_Mass_Acceleration_y,Center_of_Mass_Acceleration_z
18-21-25-220309,0.0,0.0,2.0,-7.0,7.84,-0.152587890625,0.964599609375,-0.399658203125,-0.3511450381679389,-0.007633587786259542,-0.1297709923664122,0.0,0.0,-46.505279541015625,122.010498046875,-73.93021392822266,4.2993083000183105,170.19192504882812,-30.609088897705078,-24.0733642578125,48.714378356933594,-98.030517578125,2.010539087646257e-14,-1.214430438807243e-14,-55.32731628417969,-7.742352485656738,-6.881899833679199,173.864990234375,-1.9593908786773682,-155.75648498535156,-109.89674377441406,-29.344722747802734,-131.20614624023438,-178.84812927246094,-1.9587062841910584e-17,3.67209661996889e-15,-8.669957932854101e-17,0.7062976956367493,0.7715789079666138,0.29066532850265503,-0.0009207221446558833,0.0009099729359149933,0.0002667112275958061,0.006153658498078585,-0.015655091032385826,-0.010890748351812363
18-21-25-229316,0.0,0.0,2.0,-7.0,7.84,-0.152587890625,0.964599609375,-0.399658203125,-0.3511450381679389,-0.007633587786259542,-0.1297709923664122,0.0,0.0,-46.504695892333984,122.01075744628906,-73.9300765991211,4.300217628479004,170.1921844482422,-30.609804153442383,-24.07396125793457,48.714149475097656,-98.03133392333984,8.89394123737672e-16,-1.7355596669023365e-14,-55.32980728149414,-7.743514060974121,-6.882586479187012,173.86387634277344,-1.9602773189544678,-155.75621032714844,-109.8967514038086,-29.34663200378418,-131.2089385986328,-178.84774780273438,-3.367485096230082e-16,-1.6777781920867293e-15,2.0690501595849376e-16,0.7062950730323792,0.7715896964073181,0.2906663715839386,-0.000971256464254111,0.0009524630149826407,0.00045053925714455545,0.006851051934063435,0.00010725964239099994,0.013112153857946396
18-21-25-239313,0.0,0.0,2.0,-7.0,7.84,-0.152587890625,0.964599609375,-0.399658203125,-0.3511450381679389,-0.007633587786259542,-0.1297709923664122,0.0,0.0,-46.50360870361328,122.00996398925781,-73.93196105957031,4.2985992431640625,170.19412231445312,-30.61154556274414,-24.073457717895508,48.71549987792969,-98.03156280517578,1.4872900113698938e-15,-1.3271335087469954e-14,-55.330970764160156,-7.745011806488037,-6.882215976715088,173.8636016845703,-1.9601240158081055,-155.75604248046875,-109.89530944824219,-29.345169067382812,-131.21060180664062,-178.84938049316406,3.6610741272867107e-16,1.9422160548680095e-15,-4.265788947781685e-17,0.7062976956367493,0.7715913653373718,0.29066598415374756,-0.0006788636092096567,0.0007654684595763683,0.0002741041244007647,-0.00011237185390200466,0.01950223185122013,-0.006851966492831707
18-21-25-249327,0.0,0.0,2.0,-7.0,7.84,-0.152587890625,0.964599609375,-0.399658203125,-0.3511450381679389,-0.007633587786259542,-0.1297709923664122,0.0,0.0,-46.50457000732422,122.01022338867188,-73.9307861328125,4.299306869506836,170.1925506591797,-30.61062240600586,-24.07245635986328,48.713993072509766,-98.03163146972656,-3.909399173479948e-17,-4.802375690719134e-15,-55.325775146484375,-7.74564266204834,-6.882065773010254,173.86378479003906,-1.9606966972351074,-155.75538635253906,-109.89555358886719,-29.344011306762695,-131.21121215820312,-178.84991455078125,2.845745887945935e-16,2.820844813362553e-15,5.840715026047538e-17,0.7062971591949463,0.7715924382209778,0.29066556692123413,-0.0008100935956463218,0.0005922123091295362,0.00019394965784158558,0.024080485105514526,0.002102941507473588,-0.003232849994674325
18-21-25-259329,0.0,0.0,2.0,-7.0,9.8,-0.15234375,0.96728515625,-0.380859375,-0.04580152671755725,-0.3053435114503817,-0.1297709923664122,0.0,0.0,-46.50463104248047,122.01216125488281,-73.93162536621094,4.2995924949646,170.19081115722656,-30.610971450805664,-24.0700740814209,48.71527862548828,-98.03422546386719,-2.153344734443538e-15,-1.319558831912879e-14,-55.316123962402344,-7.745678424835205,-6.882529258728027,173.8647003173828,-1.959093451499939,-155.7558135986328,-109.89376068115234,-29.3442325592041,-131.21176147460938,-178.8504638671875,3.779225429610233e-17,1.778580089128556e-15,-2.735822451913804e-16,0.7062996029853821,0.7715993523597717,0.29066598415374756,-0.0008978162077255547,0.0009663168457336724,0.0003912037645932287,0.030469154939055443,-0.019045641645789146,0.01456232089549303
18-21-25-269665,0.0,0.0,2.0,-7.0,9.8,-0.15234375,0.96728515625,-0.380859375,-0.04580152671755725,-0.3053435114503817,-0.1297709923664122,0.0,0.0,-46.50463104248047,122.01216125488281,-73.93162536621094,4.2995924949646,170.19081115722656,-30.610971450805664,-24.0700740814209,48.71527862548828,-98.03422546386719,-2.153344734443538e-15,-1.319558831912879e-14,-55.316123962402344,-7.745678424835205,-6.882529258728027,173.8647003173828,-1.959093451499939,-155.7558135986328,-109.89376068115234,-29.3442325592041,-131.21176147460938,-178.8504638671875,3.779225429610233e-17,1.778580089128556e-15,-2.735822451913804e-16,0.7062996029853821,0.7715993523597717,0.29066598415374756,-0.0008978162077255547,0.0009663168457336724,0.0003912037645932287,0.030469154939055443,-0.019045641645789146,0.01456232089549303
18-21-25-278698,0.0,0.0,2.0,-7.0,9.8,-0.15234375,0.96728515625,-0.380859375,-0.04580152671755725,-0.3053435114503817,-0.1297709923664122,0.0,0.0,-46.50471878051758,122.00948333740234,-73.9275131225586,4.298031806945801,170.1881866455078,-30.61420440673828,-24.068544387817383,48.71463394165039,-98.0322036743164,-1.7064045175721357e-15,-7.597419668750084e-15,-55.31789779663086,-7.746220588684082,-6.883525848388672,173.86459350585938,-1.9600743055343628,-155.7567596435547,-109.893310546875,-29.34529685974121,-131.21273803710938,-178.85198974609375,5.093941001246095e-17,-5.50329460753912e-15,6.629009547132203e-17,0.7062996029853821,0.7715993523597717,0.29066598415374756,-0.0008978162077255547,0.0009663168457336724,0.0003912037645932287,0.030469154939055443,-0.019045641645789146,0.01456232089549303
18-21-25-289489,0.0,0.0,2.0,-7.0,9.8,-0.15234375,0.96728515625,-0.380859375,-0.04580152671755725,-0.3053435114503817,-0.1297709923664122,0.0,0.0,-46.505245208740234,122.00885009765625,-73.9291000366211,4.296611309051514,170.18954467773438,-30.613143920898438,-24.06968879699707,48.715065002441406,-98.03236389160156,4.417910824092196e-15,-6.2099542901591226e-15,-55.328155517578125,-7.74621057510376,-6.883966445922852,173.86331176757812,-1.9613360166549683,-155.7581329345703,-109.89505767822266,-29.345006942749023,-131.215576171875,-178.8496856689453,-1.4106304062093866e-16,2.59598922372294e-16,-1.2062054894855636e-16,0.7063108682632446,0.7716044783592224,0.29066789150238037,-0.00037129572592675686,0.000996436458081007,0.0006564095383509994,-0.016109928488731384,0.004208676051348448,0.010801266878843307
18-21-25-298670,0.0,0.0,2.0,-7.0,9.8,-0.15234375,0.96728515625,-0.380859375,-0.04580152671755725,-0.3053435114503817,-0.1297709923664122,0.0,0.0,-46.505245208740234,122.00885009765625,-73.9291000366211,4.296611309051514,170.18954467773438,-30.613143920898438,-24.06968879699707,48.715065002441406,-98.03236389160156,4.417910824092196e-15,-6.2099542901591226e-15,-55.328155517578125,-7.74621057510376,-6.883966445922852,173.86331176757812,-1.9613360166549683,-155.7581329345703,-109.89505767822266,-29.345006942749023,-131.215576171875,-178.8496856689453,-1.4106304062093866e-16,2.59598922372294e-16,-1.2062054894855636e-16,0.7063066959381104,0.7716089487075806,0.2906677722930908,-0.0010570926824584603,0.0008647517533972859,0.0003651404404081404,0.03018915466964245,-0.00013147672871127725,-0.009065710008144379
18-21-25-308666,0.0,0.0,2.0,-7.0,9.8,-0.15234375,0.96728515625,-0.380859375,-0.04580152671755725,-0.3053435114503817,-0.1297709923664122,0.0,0.0,-46.504425048828125,122.00822448730469,-73.92865753173828,4.297643184661865,170.19076538085938,-30.614408493041992,-24.07051658630371,48.714359283447266,-98.03276824951172,-9.105867610230325e-15,-6.031208315431837e-15,-55.331722259521484,-7.746730327606201,-6.884330749511719,173.8646697998047,-1.9620996713638306,-155.7572479248047,-109.89479064941406,-29.34511947631836,-131.21444702148438,-178.84906005859375,-5.226958814366557e-20,3.041366453048421e-15,1.992339811856934e-16,0.7063064575195312,0.7716124653816223,0.29065844416618347,-0.0008836288470774889,0.0006263519753701985,0.0002904447028413415,0.00770649453625083,0.008940605446696281,-0.00018251605797559023
