time,theta,alpha,mx,my,fz
14-08-11-794146,['0 0'],2.0,-16.0,-3.92
14-08-11-805113,['0 0'],2.0,-16.0,-3.92
14-08-11-814137,['0 0'],2.0,-16.0,-3.92
14-08-11-825108,['0 0'],2.0,-16.0,-3.92
14-08-11-835109,['0 0'],2.0,-16.0,-3.92
14-08-11-844109,['0 0'],2.0,-16.0,-3.92
14-08-11-855107,['0 0'],2.0,-16.0,-3.92
14-08-11-864113,['0 0'],2.0,-16.0,-3.92
14-08-11-874624,['0 0'],2.0,-16.0,-3.92
14-08-11-884624,['0 0'],2.0,-16.0,-3.92
14-08-11-893626,['0 0'],1.0,-16.0,-5.88
14-08-11-904624,['0 0'],1.0,-16.0,-5.88
14-08-11-913628,['0 0'],1.0,-16.0,-5.88
14-08-11-923666,['0 0'],1.0,-16.0,-5.88
14-08-11-934659,['0 0'],1.0,-16.0,-5.88
14-08-11-944625,['0 0'],1.0,-16.0,-3.92
14-08-11-953626,['0 0'],1.0,-16.0,-3.92
14-08-11-964635,['0 0'],1.0,-16.0,-3.92
14-08-11-974136,['0 0'],1.0,-16.0,-3.92
14-08-11-984142,['0 0'],1.0,-16.0,-3.92
14-08-11-995140,['0 0'],1.0,-16.0,-3.92
14-08-12-004142,['0 0'],1.0,-16.0,-3.92
14-08-12-014142,['0 0'],1.0,-16.0,-3.92
14-08-12-025141,['0 0'],1.0,-16.0,-3.92
14-08-12-034179,['0 0'],2.0,-16.0,-3.92
14-08-12-045142,['0 0'],2.0,-16.0,-3.92
14-08-12-054179,['0 0'],2.0,-16.0,-3.92
14-08-12-064220,['0 0'],2.0,-16.0,-3.92
14-08-12-074738,['0 0'],2.0,-16.0,-3.92
14-08-12-084696,['0 0'],1.0,-16.0,-3.92
14-08-12-094695,['0 0'],1.0,-16.0,-3.92
14-08-12-103695,['0 0'],1.0,-16.0,-3.92
14-08-12-114696,['0 0'],1.0,-16.0,-3.92
14-08-12-124694,['0 0'],1.0,-16.0,-3.92
14-08-12-133695,['0 0'],1.0,-16.0,-3.92
14-08-12-143699,['0 0'],1.0,-16.0,-3.92
14-08-12-154722,['0 0'],1.0,-16.0,-3.92
14-08-12-164699,['0 0'],1.0,-16.0,-3.92
14-08-12-174203,['0 0'],1.0,-16.0,-3.92
14-08-12-184213,['0 0'],1.0,-16.0,-3.92
14-08-12-195213,['0 0'],2.0,-16.0,-5.88
14-08-12-204213,['0 0'],2.0,-16.0,-5.88
14-08-12-215209,['0 0'],2.0,-16.0,-5.88
14-08-12-224209,['0 0'],2.0,-16.0,-5.88
14-08-12-234209,['0 0'],2.0,-16.0,-5.88
14-08-12-244210,['0 0'],2.0,-16.0,-5.88
14-08-12-255217,['0 0'],2.0,-16.0,-5.88
14-08-12-265215,['0 0'],1.0,-16.0,-3.92
14-08-12-274723,['0 0'],1.0,-16.0,-3.92
14-08-12-283723,['0 0'],1.0,-16.0,-3.92
14-08-12-294722,['0 0'],1.0,-16.0,-3.92
14-08-12-303727,['0 0'],1.0,-16.0,-3.92
14-08-12-314727,['0 0'],1.0,-16.0,-5.88
14-08-12-324723,['0 0'],1.0,-16.0,-5.88
14-08-12-333761,['0 0'],1.0,-16.0,-5.88
14-08-12-343761,['0 0'],1.0,-16.0,-5.88
14-08-12-354764,['0 0'],1.0,-16.0,-5.88
14-08-12-363804,['0 0'],2.0,-16.0,-3.92
14-08-12-373801,['0 0'],2.0,-16.0,-3.92
14-08-12-384073,['0 0'],2.0,-16.0,-3.92
14-08-12-395035,['0 0'],2.0,-16.0,-3.92
14-08-12-405035,['0 0'],2.0,-16.0,-3.92
14-08-12-414036,['0 0'],2.0,-17.0,-3.92
14-08-12-426035,['0 0'],2.0,-17.0,-3.92
14-08-12-434037,['0 0'],2.0,-17.0,-3.92
14-08-12-445035,['0 0'],2.0,-17.0,-3.92
14-08-12-454035,['0 0'],2.0,-17.0,-3.92
14-08-12-464040,['0 0'],2.0,-17.0,-3.92
14-08-12-474075,['0 0'],1.0,-16.0,-5.88
14-08-12-484328,['0 0'],1.0,-16.0,-5.88
14-08-12-495332,['0 0'],1.0,-16.0,-5.88
14-08-12-505330,['0 0'],1.0,-16.0,-5.88
14-08-12-515341,['0 0'],1.0,-16.0,-3.92
14-08-12-524291,['0 0'],1.0,-16.0,-3.92
14-08-12-535291,['0 0'],1.0,-16.0,-3.92
14-08-12-545329,['0 0'],1.0,-16.0,-3.92
14-08-12-554328,['0 0'],1.0,-16.0,-3.92
14-08-12-564372,['0 0'],1.0,-16.0,-3.92
14-08-12-574371,['0 0'],1.0,-16.0,-3.92
14-08-12-583594,['0 0'],2.0,-16.0,-3.92
14-08-12-594594,['0 0'],2.0,-16.0,-3.92
14-08-12-604594,['0 0'],2.0,-16.0,-3.92
14-08-12-614594,['0 0'],2.0,-16.0,-3.92
14-08-12-623597,['0 0'],1.0,-17.0,-3.92
14-08-12-634592,['0 0'],1.0,-17.0,-3.92
14-08-12-643594,['0 0'],1.0,-17.0,-3.92
14-08-12-654629,['0 0'],1.0,-17.0,-3.92
14-08-12-664605,['0 0'],1.0,-17.0,-3.92
14-08-12-673642,['0 0'],1.0,-17.0,-3.92
14-08-12-684162,['0 0'],2.0,-17.0,-3.92
14-08-12-695162,['0 0'],2.0,-17.0,-3.92
14-08-12-704163,['0 0'],2.0,-17.0,-3.92
14-08-12-715128,['0 0'],2.0,-17.0,-3.92
14-08-12-725124,['0 0'],2.0,-17.0,-3.92
14-08-12-735128,['0 0'],2.0,-17.0,-3.92
14-08-12-745124,['0 0'],2.0,-16.0,-5.88
14-08-12-754164,['0 0'],2.0,-16.0,-5.88
14-08-12-764208,['0 0'],2.0,-16.0,-5.88
14-08-12-774746,['0 0'],2.0,-16.0,-5.88
14-08-12-783790,['0 0'],2.0,-16.0,-5.88
14-08-12-793791,['0 0'],2.0,-16.0,-5.88
14-08-12-804790,['0 0'],2.0,-16.0,-5.88
14-08-12-813795,['0 0'],2.0,-16.0,-5.88
14-08-12-824789,['0 0'],2.0,-16.0,-5.88
14-08-12-834789,['0 0'],2.0,-16.0,-5.88
14-08-12-843792,['0 0'],2.0,-16.0,-5.88
14-08-12-853793,['0 0'],1.0,-16.0,-3.92
14-08-12-863792,['0 0'],1.0,-16.0,-3.92
14-08-12-873798,['0 0'],1.0,-16.0,-3.92
14-08-12-883947,['0 0'],1.0,-16.0,-3.92
14-08-12-894911,['0 0'],1.0,-16.0,-3.92
14-08-12-904909,['0 0'],1.0,-16.0,-3.92
14-08-12-913936,['0 0'],1.0,-16.0,-3.92
14-08-12-923474,['0 0'],1.0,-16.0,-3.92
14-08-12-934472,['0 0'],1.0,-16.0,-3.92
14-08-12-943478,['0 0'],1.0,-16.0,-3.92
14-08-12-954476,['0 0'],1.0,-16.0,-3.92
14-08-12-963484,['0 0'],1.0,-16.0,-3.92
14-08-12-973485,['0 0'],1.0,-16.0,-3.92
14-08-12-984070,['0 0'],1.0,-16.0,-3.92
14-08-12-995074,['0 0'],1.0,-16.0,-3.92
14-08-13-005034,['0 0'],1.0,-16.0,-5.88
14-08-13-015070,['0 0'],1.0,-16.0,-5.88
14-08-13-024071,['0 0'],1.0,-16.0,-5.88
14-08-13-035037,['0 0'],1.0,-16.0,-5.88
14-08-13-044069,['0 0'],1.0,-16.0,-5.88
14-08-13-055038,['0 0'],1.0,-16.0,-5.88
14-08-13-064111,['0 0'],2.0,-16.0,-3.92
14-08-13-074113,['0 0'],2.0,-16.0,-3.92
14-08-13-084347,['0 0'],2.0,-16.0,-3.92
14-08-13-094346,['0 0'],2.0,-16.0,-3.92
14-08-13-104346,['0 0'],2.0,-16.0,-3.92
14-08-13-113346,['0 0'],1.0,-16.0,-3.92
14-08-13-124345,['0 0'],1.0,-16.0,-3.92
14-08-13-133346,['0 0'],1.0,-16.0,-3.92
14-08-13-144346,['0 0'],1.0,-16.0,-3.92
14-08-13-154344,['0 0'],1.0,-16.0,-3.92
14-08-13-164323,['0 0'],1.0,-16.0,-3.92
14-08-13-174324,['0 0'],1.0,-16.0,-3.92
14-08-13-184415,['0 0'],1.0,-16.0,-3.92
14-08-13-194416,['0 0'],1.0,-16.0,-3.92
14-08-13-204380,['0 0'],1.0,-16.0,-3.92
14-08-13-214376,['0 0'],1.0,-16.0,-3.92
14-08-13-223376,['0 0'],1.0,-16.0,-3.92
14-08-13-234377,['0 0'],1.0,-16.0,-3.92
14-08-13-244377,['0 0'],1.0,-16.0,-3.92
14-08-13-254377,['0 0'],1.0,-16.0,-3.92
14-08-13-263388,['0 0'],1.0,-16.0,-3.92
14-08-13-273423,['0 0'],1.0,-16.0,-3.92
14-08-13-284897,['0 0'],1.0,-16.0,-3.92
14-08-13-295934,['0 0'],1.0,-17.0,-3.92
14-08-13-304897,['0 0'],1.0,-17.0,-3.92
14-08-13-314897,['0 0'],1.0,-17.0,-3.92
14-08-13-323934,['0 0'],1.0,-17.0,-3.92
14-08-13-333936,['0 0'],1.0,-17.0,-3.92
14-08-13-343938,['0 0'],1.0,-17.0,-3.92
14-08-13-353938,['0 0'],1.0,-17.0,-3.92
14-08-13-363975,['0 0'],1.0,-17.0,-3.92
14-08-13-373980,['0 0'],1.0,-17.0,-3.92
14-08-13-384491,['0 0'],1.0,-17.0,-3.92
14-08-13-395491,['0 0'],1.0,-17.0,-3.92
14-08-13-403491,['0 0'],1.0,-17.0,-3.92
14-08-13-414493,['0 0'],1.0,-17.0,-3.92
14-08-13-424490,['0 0'],1.0,-17.0,-3.92
14-08-13-433493,['0 0'],1.0,-16.0,-3.92
14-08-13-443493,['0 0'],1.0,-16.0,-3.92
14-08-13-454493,['0 0'],1.0,-16.0,-3.92
14-08-13-463494,['0 0'],1.0,-16.0,-3.92
14-08-13-473495,['0 0'],1.0,-16.0,-3.92
14-08-13-484006,['0 0'],1.0,-16.0,-3.92
14-08-13-495006,['0 0'],1.0,-16.0,-3.92
14-08-13-504007,['0 0'],1.0,-16.0,-3.92
14-08-13-514007,['0 0'],1.0,-16.0,-3.92
14-08-13-525006,['0 0'],1.0,-16.0,-3.92
14-08-13-534044,['0 0'],1.0,-16.0,-3.92
14-08-13-544047,['0 0'],1.0,-16.0,-5.88
14-08-13-554048,['0 0'],1.0,-16.0,-5.88
14-08-13-564088,['0 0'],1.0,-16.0,-5.88
14-08-13-574083,['0 0'],1.0,-16.0,-5.88
14-08-13-584600,['0 0'],1.0,-16.0,-5.88
14-08-13-593631,['0 0'],1.0,-16.0,-5.88
14-08-13-604632,['0 0'],1.0,-16.0,-5.88
14-08-13-614596,['0 0'],1.0,-16.0,-5.88
14-08-13-624596,['0 0'],1.0,-16.0,-5.88
14-08-13-634596,['0 0'],1.0,-16.0,-5.88
14-08-13-643631,['0 0'],1.0,-16.0,-5.88
14-08-13-654597,['0 0'],1.0,-16.0,-5.88
14-08-13-664687,['0 0'],1.0,-16.0,-5.88
14-08-13-674673,['0 0'],1.0,-16.0,-5.88
14-08-13-683767,['0 0'],1.0,-17.0,-3.92
14-08-13-694768,['0 0'],1.0,-17.0,-3.92
14-08-13-703770,['0 0'],1.0,-17.0,-3.92
14-08-13-714767,['0 0'],1.0,-17.0,-3.92
14-08-13-724764,['0 0'],1.0,-17.0,-3.92
14-08-13-733765,['0 0'],1.0,-17.0,-3.92
14-08-13-744766,['0 0'],1.0,-17.0,-3.92
14-08-13-753769,['0 0'],1.0,-17.0,-3.92
14-08-13-763778,['0 0'],1.0,-17.0,-3.92
14-08-13-774774,['0 0'],2.0,-16.0,-3.92
14-08-13-783962,['0 0'],2.0,-16.0,-3.92
14-08-13-793963,['0 0'],2.0,-16.0,-3.92
14-08-13-804928,['0 0'],2.0,-16.0,-3.92
14-08-13-814929,['0 0'],2.0,-16.0,-3.92
14-08-13-824967,['0 0'],1.0,-16.0,-3.92
14-08-13-834924,['0 0'],1.0,-16.0,-3.92
14-08-13-843963,['0 0'],1.0,-16.0,-3.92
14-08-13-854968,['0 0'],1.0,-16.0,-3.92
14-08-13-864004,['0 0'],1.0,-16.0,-3.92
14-08-13-874004,['0 0'],1.0,-16.0,-3.92
14-08-13-884595,['0 0'],1.0,-16.0,-3.92
14-08-13-894560,['0 0'],1.0,-16.0,-3.92
14-08-13-904559,['0 0'],1.0,-16.0,-3.92
14-08-13-914558,['0 0'],1.0,-16.0,-3.92
14-08-13-924559,['0 0'],1.0,-16.0,-3.92
14-08-13-934558,['0 0'],1.0,-16.0,-3.92
14-08-13-943560,['0 0'],1.0,-17.0,-3.92
14-08-13-954559,['0 0'],1.0,-17.0,-3.92
14-08-13-963563,['0 0'],1.0,-17.0,-3.92
14-08-13-974563,['0 0'],1.0,-17.0,-3.92
14-08-13-984074,['0 0'],1.0,-17.0,-3.92
14-08-13-994078,['0 0'],1.0,-17.0,-3.92
14-08-14-005074,['0 0'],1.0,-17.0,-3.92
14-08-14-015074,['0 0'],1.0,-17.0,-3.92
14-08-14-024074,['0 0'],1.0,-16.0,-3.92
14-08-14-034075,['0 0'],1.0,-16.0,-3.92
14-08-14-046113,['0 0'],1.0,-16.0,-3.92
14-08-14-056074,['0 0'],1.0,-16.0,-3.92
14-08-14-064079,['0 0'],1.0,-16.0,-3.92
14-08-14-074083,['0 0'],1.0,-16.0,-5.88
14-08-14-084604,['0 0'],1.0,-16.0,-5.88
14-08-14-093604,['0 0'],1.0,-16.0,-5.88
14-08-14-104607,['0 0'],1.0,-16.0,-5.88
14-08-14-114605,['0 0'],1.0,-16.0,-3.92
14-08-14-125603,['0 0'],1.0,-16.0,-3.92
14-08-14-133638,['0 0'],1.0,-16.0,-3.92
14-08-14-143643,['0 0'],1.0,-16.0,-3.92
14-08-14-153641,['0 0'],1.0,-16.0,-3.92
14-08-14-163683,['0 0'],1.0,-16.0,-3.92
14-08-14-173683,['0 0'],1.0,-16.0,-3.92
14-08-14-184201,['0 0'],1.0,-16.0,-3.92
14-08-14-196161,['0 0'],1.0,-16.0,-3.92
14-08-14-205163,['0 0'],2.0,-16.0,-5.88
14-08-14-215159,['0 0'],2.0,-16.0,-5.88
14-08-14-224159,['0 0'],2.0,-16.0,-5.88
14-08-14-234160,['0 0'],2.0,-16.0,-5.88
14-08-14-245197,['0 0'],1.0,-17.0,-3.92
14-08-14-254197,['0 0'],1.0,-17.0,-3.92
14-08-14-264243,['0 0'],1.0,-17.0,-3.92
14-08-14-274242,['0 0'],1.0,-17.0,-3.92
14-08-14-285730,['0 0'],1.0,-17.0,-3.92
14-08-14-293763,['0 0'],1.0,-17.0,-3.92
14-08-14-303771,['0 0'],1.0,-17.0,-3.92
14-08-14-314763,['0 0'],2.0,-16.0,-3.92
14-08-14-323763,['0 0'],2.0,-16.0,-3.92
14-08-14-333761,['0 0'],2.0,-16.0,-3.92
14-08-14-344728,['0 0'],2.0,-16.0,-3.92
14-08-14-353766,['0 0'],2.0,-16.0,-3.92
14-08-14-364247,['0 0'],2.0,-16.0,-3.92
14-08-14-374250,['0 0'],2.0,-16.0,-5.88
14-08-14-384877,['0 0'],2.0,-16.0,-5.88
14-08-14-394840,['0 0'],2.0,-16.0,-5.88
14-08-14-404839,['0 0'],2.0,-16.0,-5.88
14-08-14-413876,['0 0'],2.0,-16.0,-5.88
14-08-14-423878,['0 0'],1.0,-16.0,-3.92
14-08-14-434877,['0 0'],1.0,-16.0,-3.92
