time,theta,alpha,mx,my,fz,imu_ang_vel_x,imu_ang_vel_y,imu_ang_vel_z,imu_accel_x,imu_accel_y,imu_accel_z,Right_Hip_x,Right_Hip_y,Right_Hip_z,Right_Knee_x,Right_Knee_y,Right_Knee_z,Right_Ankle_x,Right_Ankle_y,Right_Ankle_z,Right_Ball_of_Foot_x,Right_Ball_of_Foot_y,Right_Ball_of_Foot_z,Left_Hip_x,Left_Hip_y,Left_Hip_z,Left_Knee_x,Left_Knee_y,Left_Knee_z,Left_Ankle_x,Left_Ankle_y,Left_Ankle_z,Left_Ball_of_Foot_x,Left_Ball_of_Foot_y,Left_Ball_of_Foot_z,Center_of_Mass_Position_x,Center_of_Mass_Position_y,Center_of_Mass_Position_z,Center_of_Mass_Velocity_x,Center_of_Mass_Velocity_y,Center_of_Mass_Velocity_z,Center_of_Mass_Acceleration_x,Center_of_Mass_Acceleration_y,Center_of_Mass_Acceleration_z
13-09-09-930947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.7086989879608154,-9.389297485351562,-179.77572631835938,-0.05388127267360687,-179.13046264648438,-8.65569019317627,-1.5859439373016357,173.12612915039062,3.5366568565368652,2.5064977576257997e-15,3.1524790174593785e-16,1.600725775396933e-16,-2.3794169425964355,-130.19464111328125,-174.30755615234375,-0.11390700191259384,-0.5962386131286621,2.664205551147461,-0.6065583229064941,-13.200928688049316,4.825581073760986,-8.457201308893509e-15,4.718526205204536e-15,-0.3752712309360504,1.3457494974136353,1.090821385383606,0.5766791701316833,0.0019507257966324687,0.0002964882296510041,-1.8718614228419028e-05,-0.0077033862471580505,-0.018690016120672226,0.004936582408845425
13-09-09-941949,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.7073203325271606,-9.390266418457031,-179.7756805419922,-0.05460267886519432,-179.13063049316406,-8.65571117401123,-1.5859769582748413,173.12721252441406,3.5373153686523438,-2.3765794206594614e-15,2.5703257136079107e-16,1.9885833530847592e-16,-2.380033254623413,-130.19435119628906,-174.3074493408203,-0.11410623788833618,-0.5960795283317566,2.6630213260650635,-0.6062890291213989,-13.200480461120605,4.825387954711914,-1.2401581963713214e-15,2.1295824956577393e-15,-0.3721115291118622,1.3457553386688232,1.090820550918579,0.5766797661781311,0.0016825550701469183,0.0001716564001981169,0.00022707953758072108,-0.011693285778164864,0.0018646378302946687,0.02121501974761486
13-09-09-951978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.7080157995224,-9.388325691223145,-179.77577209472656,-0.054338663816452026,-179.13189697265625,-8.654583930969238,-1.5847647190093994,173.1268310546875,3.536705732345581,-2.607089696375826e-15,-9.664264763345302e-17,1.0062898982402367e-16,-2.378829002380371,-130.19589233398438,-174.30841064453125,-0.11374519765377045,-0.5952692031860352,2.664109945297241,-0.6071664690971375,-13.201327323913574,4.825132846832275,-3.993795921687811e-15,1.3957326319144004e-15,-0.3715101480484009,1.3457633256912231,1.0908170938491821,0.5766811370849609,0.0017668686341494322,-4.7984562115743756e-05,0.00021678816119674593,-0.013554530218243599,-0.0008432139293290675,0.004417337477207184
13-09-09-960946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.707759141921997,-9.387530326843262,-179.77561950683594,-0.05441855266690254,-179.13192749023438,-8.65517807006836,-1.5847939252853394,173.1278839111328,3.5373246669769287,-3.085794389923093e-15,-3.7398452797056045e-16,1.6116623273221906e-17,-2.379751205444336,-130.197509765625,-174.3079833984375,-0.11420539766550064,-0.5954037308692932,2.663839817047119,-0.6092845797538757,-13.200700759887695,4.8252787590026855,5.395707023677721e-15,-3.576213337372651e-15,-0.3718935549259186,1.3457688093185425,1.0908162593841553,0.5766828060150146,0.0016586967976763844,8.31965371617116e-05,0.00034165664692409337,0.012459933757781982,0.009596272371709347,0.012931873090565205
13-09-09-971949,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.707759141921997,-9.387530326843262,-179.77561950683594,-0.05441855266690254,-179.13192749023438,-8.65517807006836,-1.5847939252853394,173.1278839111328,3.5373246669769287,-3.085794389923093e-15,-3.7398452797056045e-16,1.6116623273221906e-17,-2.379751205444336,-130.197509765625,-174.3079833984375,-0.11420539766550064,-0.5954037308692932,2.663839817047119,-0.6092845797538757,-13.200700759887695,4.8252787590026855,5.395707023677721e-15,-3.576213337372651e-15,-0.3718935549259186,1.3457688093185425,1.0908162593841553,0.5766828060150146,0.0016586967976763844,8.31965371617116e-05,0.00034165664692409337,0.012459933757781982,0.009596272371709347,0.012931873090565205
13-09-09-981945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.7045754194259644,-9.388784408569336,-179.77349853515625,-0.05531451478600502,-179.1340789794922,-8.654638290405273,-1.5844238996505737,173.12567138671875,3.5367588996887207,-6.693463460462335e-16,2.8666885128690014e-16,3.5139055937726243e-16,-2.3810644149780273,-130.19586181640625,-174.30677795410156,-0.11284961551427841,-0.5968671441078186,2.6622769832611084,-0.610044002532959,-13.202117919921875,4.825042724609375,2.2169910018584628e-15,4.428232344070963e-15,-0.36857596039772034,1.3457766771316528,1.090820550918579,0.5766842365264893,0.0012869547354057431,0.0004820668254978955,0.0002799539652187377,0.009582136757671833,0.0047975764609873295,0.02166804112493992
13-09-09-990948,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.7049027681350708,-9.388904571533203,-179.77352905273438,-0.057310737669467926,-179.13218688964844,-8.654383659362793,-1.5853710174560547,173.125,3.537060499191284,3.985333162572234e-16,-6.695552587817399e-17,-3.03058197662442e-17,-2.3801302909851074,-130.19473266601562,-174.30702209472656,-0.11200487613677979,-0.5967560410499573,2.663388729095459,-0.6100369095802307,-13.201347351074219,4.826838493347168,6.949747360576871e-15,2.4644129256414697e-15,-0.3609057068824768,1.3457825183868408,1.090818166732788,0.5766845941543579,0.0018617925234138966,0.00016697676619514823,4.913430984743172e-06,-0.01174377091228962,0.009161358699202538,-0.016298780217766762
13-09-10-001944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.7057875394821167,-9.388947486877441,-179.7742462158203,-0.058006733655929565,-179.1337127685547,-8.653985023498535,-1.5866936445236206,173.1246795654297,3.535778284072876,-2.4131843729915297e-15,2.1174070058458896e-16,1.3166325627054535e-17,-2.3788225650787354,-130.19271850585938,-174.307861328125,-0.11293474584817886,-0.5980492830276489,2.6629092693328857,-0.6104677319526672,-13.20220947265625,4.826511383056641,3.735923940676291e-15,4.933170177390288e-16,-0.3566998839378357,1.3457903861999512,1.0908106565475464,0.5766846537590027,0.0019417224684730172,-0.00021963295876048505,0.00010862092312891036,0.008165217004716396,0.008847571909427643,0.005114949308335781
13-09-10-011978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.7043923139572144,-9.388652801513672,-179.773681640625,-0.05789196118712425,-179.13400268554688,-8.652617454528809,-1.586399793624878,173.12376403808594,3.535703182220459,-1.5778303160139716e-15,-3.264141782709137e-16,1.3124086889845433e-18,-2.379687786102295,-130.1931610107422,-174.308349609375,-0.11239051818847656,-0.5977643132209778,2.6636505126953125,-0.6110565662384033,-13.200162887573242,4.825918197631836,-1.9011616384640145e-15,4.2675628994710314e-15,-0.3583346903324127,1.3457903861999512,1.0908106565475464,0.5766846537590027,0.0019417224684730172,-0.00021963295876048505,0.00010862092312891036,0.008165217004716396,0.008847571909427643,0.005114949308335781
13-09-10-020953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.7067261934280396,-9.389058113098145,-179.77285766601562,-0.0569007433950901,-179.13267517089844,-8.652237892150879,-1.586679220199585,173.12353515625,3.535478115081787,2.157999604005174e-15,-3.4994311241930284e-16,1.504262486990061e-16,-2.3785393238067627,-130.19305419921875,-174.3078155517578,-0.11256413906812668,-0.5980415344238281,2.663043260574341,-0.6105268597602844,-13.199686050415039,4.825664043426514,-6.040910230809687e-15,1.4179299773301466e-15,-0.3596305251121521,1.3457995653152466,1.0908143520355225,0.5766857862472534,0.0019450199324637651,0.0005525238811969757,0.0002845067938324064,-0.003164904657751322,-0.01655835658311844,0.016948288306593895
