time,theta,alpha,mx,my,fz,imu_ang_vel_x,imu_ang_vel_y,imu_ang_vel_z,imu_accel_x,imu_accel_y,imu_accel_z,Right_Hip_x,Right_Hip_y,Right_Hip_z,Right_Knee_x,Right_Knee_y,Right_Knee_z,Right_Ankle_x,Right_Ankle_y,Right_Ankle_z,Right_Ball_of_Foot_x,Right_Ball_of_Foot_y,Right_Ball_of_Foot_z,Left_Hip_x,Left_Hip_y,Left_Hip_z,Left_Knee_x,Left_Knee_y,Left_Knee_z,Left_Ankle_x,Left_Ankle_y,Left_Ankle_z,Left_Ball_of_Foot_x,Left_Ball_of_Foot_y,Left_Ball_of_Foot_z,Center_of_Mass_Position_x,Center_of_Mass_Position_y,Center_of_Mass_Position_z,Center_of_Mass_Velocity_x,Center_of_Mass_Velocity_y,Center_of_Mass_Velocity_z,Center_of_Mass_Acceleration_x,Center_of_Mass_Acceleration_y,Center_of_Mass_Acceleration_z
13-09-10-031473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.7061214447021484,-9.389169692993164,-179.77218627929688,-0.05770738795399666,-179.1310577392578,-8.652009010314941,-1.5860601663589478,173.1223907470703,3.536292552947998,2.1687338407874908e-15,1.5108524033196995e-16,2.449076388279806e-16,-2.378964900970459,-130.19314575195312,-174.3071746826172,-0.11259306222200394,-0.599969208240509,2.662846088409424,-0.6111549735069275,-13.197733879089355,4.8258585929870605,-3.8417357199637715e-15,-1.6168838288383152e-15,-0.359529584646225,1.3458054065704346,1.0908058881759644,0.5766879320144653,0.0019636042416095734,-0.0001911911676870659,0.0003852321533486247,-0.007708350662142038,0.017305949702858925,0.01293927151709795
13-09-10-040470,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.7059770822525024,-9.389795303344727,-179.7720184326172,-0.05750672146677971,-179.13198852539062,-8.650961875915527,-1.585949182510376,173.12359619140625,3.536747455596924,3.0454561398760016e-15,-5.82031939911994e-17,-9.524499694836913e-17,-2.3795599937438965,-130.19131469726562,-174.30792236328125,-0.11344454437494278,-0.6009564399719238,2.6640989780426025,-0.6101313829421997,-13.197588920593262,4.828463554382324,1.9687197157875966e-15,5.60289212960907e-15,-0.3542014956474304,1.3458082675933838,1.0908037424087524,0.5766894221305847,0.0018169962568208575,0.00032475622720085084,0.00023331311240326613,-0.0013933561276644468,0.004932846408337355,-0.010559224523603916
13-09-10-050472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.7059770822525024,-9.389795303344727,-179.7720184326172,-0.05750672146677971,-179.13198852539062,-8.650961875915527,-1.585949182510376,173.12359619140625,3.536747455596924,3.0454561398760016e-15,-5.82031939911994e-17,-9.524499694836913e-17,-2.3795599937438965,-130.19131469726562,-174.30792236328125,-0.11344454437494278,-0.6009564399719238,2.6640989780426025,-0.6101313829421997,-13.197588920593262,4.828463554382324,1.9687197157875966e-15,5.60289212960907e-15,-0.3542014956474304,1.345812439918518,1.090802788734436,0.5766904354095459,0.001678421045653522,0.00023699529992882162,0.0002904596913140267,-0.008144866675138474,-0.005645502358675003,0.007574750576168299
13-09-10-061470,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.707423448562622,-9.389422416687012,-179.77374267578125,-0.05918223038315773,-179.13031005859375,-8.65361499786377,-1.5871661901474,173.12205505371094,3.5367867946624756,-2.2024917036256005e-15,-1.6166249808635902e-16,-2.254437481423628e-16,-2.378187656402588,-130.192626953125,-174.3095703125,-0.1142183318734169,-0.6004380583763123,2.6643013954162598,-0.6113101840019226,-13.198143005371094,4.8270955085754395,1.7524054210996386e-16,-9.744113500491781e-16,-0.359763503074646,1.3458278179168701,1.0907913446426392,0.5766894817352295,0.001980005530640483,5.7832017773762345e-05,-9.946734280674718e-07,0.0006877421401441097,0.0075327688828110695,-0.008414655923843384
13-09-10-070506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.709372639656067,-9.387953758239746,-179.77316284179688,-0.05810360237956047,-179.1325225830078,-8.6516695022583,-1.5862740278244019,173.12353515625,3.5365524291992188,-2.525916623216315e-15,2.51780993557594e-16,1.2076691359486395e-16,-2.3769545555114746,-130.1923065185547,-174.30714416503906,-0.11267483979463577,-0.601084291934967,2.663844347000122,-0.6127392649650574,-13.196549415588379,4.828312873840332,-1.0136050256504686e-14,-5.400403821370246e-15,-0.357916921377182,1.3458306789398193,1.0907847881317139,0.5766885280609131,0.0016340271104127169,-0.0003790757618844509,0.00012448641064111143,0.010787243954837322,-0.011971685104072094,0.011241518892347813
13-09-10-080469,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.708662986755371,-9.388572692871094,-179.7731475830078,-0.057361215353012085,-179.13233947753906,-8.652478218078613,-1.5865556001663208,173.12356567382812,3.5380795001983643,-5.71000315155852e-16,-3.6766346519233643e-16,5.0023065947319605e-17,-2.377260208129883,-130.19268798828125,-174.30734252929688,-0.11248274892568588,-0.6030853986740112,2.6631412506103516,-0.6122613549232483,-13.194738388061523,4.825688362121582,-7.617071680159331e-15,-1.963453288438043e-15,-0.3600028157234192,1.345837116241455,1.0907833576202393,0.576687216758728,0.0018645226955413818,0.00045807010610587895,-0.00016003607015591115,-0.010135711170732975,-0.0025085113011300564,-0.021693356335163116
13-09-10-091472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.708662986755371,-9.388572692871094,-179.7731475830078,-0.057361215353012085,-179.13233947753906,-8.652478218078613,-1.5865556001663208,173.12356567382812,3.5380795001983643,-5.71000315155852e-16,-3.6766346519233643e-16,5.0023065947319605e-17,-2.377260208129883,-130.19268798828125,-174.30734252929688,-0.11248274892568588,-0.6030853986740112,2.6631412506103516,-0.6122613549232483,-13.194738388061523,4.825688362121582,-7.617071680159331e-15,-1.963453288438043e-15,-0.3600028157234192,1.345837116241455,1.0907833576202393,0.576687216758728,0.0018645226955413818,0.00045807010610587895,-0.00016003607015591115,-0.010135711170732975,-0.0025085113011300564,-0.021693356335163116
13-09-10-101469,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.7072219848632812,-9.388864517211914,-179.77444458007812,-0.0580642931163311,-179.1324462890625,-8.653131484985352,-1.5865249633789062,173.12265014648438,3.5397794246673584,-1.7997173728108136e-15,1.9745804426287675e-16,4.961364132260791e-17,-2.37697696685791,-130.19268798828125,-174.30856323242188,-0.11198537051677704,-0.6027767062187195,2.662851572036743,-0.6120135188102722,-13.194794654846191,4.824351787567139,-7.563474823388868e-15,-1.16102403739497e-15,-0.3617720603942871,1.3458541631698608,1.0907769203186035,0.5766811370849609,0.0019317030673846602,0.0002692163980100304,-0.0003742521512322128,0.0019563320092856884,0.009060817770659924,-0.006506843492388725
13-09-10-111472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.708858609199524,-9.389559745788574,-179.77452087402344,-0.05685457959771156,-179.13217163085938,-8.653153419494629,-1.58586585521698,173.12246704101562,3.539625644683838,1.0304815430256238e-15,2.505158704415309e-16,-3.789146303004949e-17,-2.376863479614258,-130.19126892089844,-174.30845642089844,-0.1130482405424118,-0.6034824252128601,2.6624159812927246,-0.6112777590751648,-13.195347785949707,4.824805736541748,3.745275607930452e-15,6.0328350422070385e-15,-0.36070650815963745,1.3458620309829712,1.0907725095748901,0.5766792297363281,0.001974907238036394,-0.00011051880574086681,-0.0002410895103821531,0.003766728797927499,0.0017635461408644915,0.010057789273560047
13-09-10-120480,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.7068467140197754,-9.383039474487305,-179.7732696533203,-0.056799739599227905,-179.1353302001953,-8.650724411010742,-1.5850344896316528,173.1234130859375,3.5366098880767822,2.820477836338155e-15,-3.6314165921275815e-16,2.0361846194869807e-16,-2.377497434616089,-130.19650268554688,-174.30674743652344,-0.11307305842638016,-0.6035139560699463,2.6611549854278564,-0.611437201499939,-13.195735931396484,4.823204517364502,1.0515989426094444e-14,9.442636475113847e-16,-0.3620975911617279,1.34586763381958,1.0907732248306274,0.5766785740852356,0.0020242987666279078,0.00037545725353993475,-0.0002365720720263198,-0.005850066896528006,0.013458465225994587,0.0017809856217354536
13-09-10-131995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.7073948383331299,-9.383209228515625,-179.77268981933594,-0.054710954427719116,-179.13168334960938,-8.652112007141113,-1.584707260131836,173.1208953857422,3.53791880607605,1.3492287231651264e-15,2.2628397504753703e-17,1.6528761381215021e-16,-2.3792662620544434,-130.19862365722656,-174.30712890625,-0.11403363198041916,-0.6020241379737854,2.662827253341675,-0.6097514629364014,-13.19440746307373,4.82503080368042,-1.0386268024288343e-14,-2.389130278415843e-16,-0.3608645796775818,1.345871925354004,1.090775966644287,0.5766792297363281,0.0017350076232105494,0.0005611889064311981,-3.702700269059278e-05,0.0016666626324877143,-0.016652755439281464,0.012538348324596882
13-09-10-141996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.7087972164154053,-9.383249282836914,-179.77406311035156,-0.0546577088534832,-179.13388061523438,-8.652684211730957,-1.5864169597625732,173.12318420410156,3.5375609397888184,-2.89396429725957e-15,3.200499962217185e-16,-1.8189431678289141e-16,-2.3783512115478516,-130.196533203125,-174.30630493164062,-0.11211714893579483,-0.6041103005409241,2.662230968475342,-0.6130925416946411,-13.193276405334473,4.824888706207275,1.3393419428465374e-15,-1.1795718354783527e-15,-0.36001455783843994,1.3458818197250366,1.0907695293426514,0.576680064201355,0.0021599677857011557,-0.0002885511494241655,-2.6636336770025082e-05,0.0006149869877845049,0.012448062188923359,-0.0006459868745878339
13-09-10-150997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.7070289850234985,-9.38492202758789,-179.77552795410156,-0.05816899240016937,-179.13336181640625,-8.6543607711792,-1.5873290300369263,173.12457275390625,3.536709785461426,1.9578911142409996e-16,-3.718731130610719e-16,-3.002163028627303e-17,-2.3765177726745605,-130.1960906982422,-174.30581665039062,-0.11189375817775726,-0.6033949851989746,2.662125587463379,-0.6106255054473877,-13.19405460357666,4.824935436248779,-5.09888169148787e-15,4.327143196980899e-15,-0.35929012298583984,1.3458918333053589,1.0907663106918335,0.5766814947128296,0.0023933344054967165,7.657410606043413e-05,9.540537575958297e-05,0.008787724189460278,0.001816709409467876,0.009365084581077099
13-09-10-162994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.7074934244155884,-9.38254165649414,-179.77456665039062,-0.05701659247279167,-179.13397216796875,-8.652807235717773,-1.5850876569747925,173.1249542236328,3.5380706787109375,2.163487953986908e-15,-2.8488449697417016e-16,2.4405826661395398e-17,-2.376450777053833,-130.197998046875,-174.30447387695312,-0.11085402220487595,-0.6035265326499939,2.661226511001587,-0.6094876527786255,-13.192350387573242,4.824916362762451,-4.277939053074897e-15,1.4436977783768064e-15,-0.35897260904312134,1.345896601676941,1.0907646417617798,0.5766830444335938,0.002123038051649928,0.000170432758750394,0.00016673380741849542,-0.007470187731087208,-0.005703387316316366,0.005928876344114542
13-09-10-171994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.7074934244155884,-9.38254165649414,-179.77456665039062,-0.05701659247279167,-179.13397216796875,-8.652807235717773,-1.5850876569747925,173.1249542236328,3.5380706787109375,2.163487953986908e-15,-2.8488449697417016e-16,2.4405826661395398e-17,-2.376450777053833,-130.197998046875,-174.30447387695312,-0.11085402220487595,-0.6035265326499939,2.661226511001587,-0.6094876527786255,-13.192350387573242,4.824916362762451,-4.277939053074897e-15,1.4436977783768064e-15,-0.35897260904312134,1.3459018468856812,1.090761661529541,0.5766845345497131,0.0020638189744204283,2.0812443835893646e-05,0.00015904911560937762,-0.012080570682883263,0.002969232853502035,0.0019727323669940233
13-09-10-180998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.7060209512710571,-9.382736206054688,-179.774658203125,-0.058213554322719574,-179.13404846191406,-8.653096199035645,-1.5841084718704224,173.12474060058594,3.538731813430786,-2.2709133310389084e-15,1.1599514025161705e-16,7.532858552812565e-17,-2.377347230911255,-130.1967010498047,-174.30471801757812,-0.11145111918449402,-0.603988766670227,2.6618220806121826,-0.6102508902549744,-13.192536354064941,4.8265275955200195,4.166303075242095e-16,-1.1074516387008589e-15,-0.3573180139064789,1.345905065536499,1.0907609462738037,0.57668536901474,0.0020438849460333586,8.603354217484593e-05,6.797922833357006e-05,0.012988267466425896,-0.010008130222558975,-0.005562958773225546
13-09-10-191997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.706504464149475,-9.38353443145752,-179.77493286132812,-0.05819941684603691,-179.13333129882812,-8.653464317321777,-1.584482192993164,173.1249542236328,3.5395801067352295,-2.427418973428375e-15,-2.340469658346737e-17,-3.0030531411408593e-16,-2.3760786056518555,-130.19601440429688,-174.30514526367188,-0.11241597682237625,-0.6050822138786316,2.663364887237549,-0.6096523404121399,-13.191178321838379,4.827107906341553,6.5511213736212624e-15,-1.5523845793931705e-17,-0.3580617904663086,1.3459092378616333,1.0907589197158813,0.5766850709915161,0.002049438888207078,6.79719087202102e-05,-6.392652721842751e-05,-0.008468369022011757,0.010240674950182438,-0.011669997125864029
13-09-10-201995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.706234335899353,-9.382990837097168,-179.77639770507812,-0.057256102561950684,-179.13490295410156,-8.656293869018555,-1.5815460681915283,173.1252899169922,3.538985252380371,2.705573370120136e-15,1.1874360334677964e-16,1.3394454926243392e-16,-2.3773701190948486,-130.1943359375,-174.30455017089844,-0.11132786422967911,-0.6057759523391724,2.6617965698242188,-0.6119126677513123,-13.19062614440918,4.826622486114502,-5.001905312873199e-15,1.6606348805090127e-15,-0.3588162362575531,1.345911979675293,1.0907599925994873,0.5766852498054504,0.0018893014639616013,0.000397711613913998,0.00018042343435809016,0.005338992923498154,0.016191834583878517,0.018265658989548683
13-09-10-210996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.706234335899353,-9.382990837097168,-179.77639770507812,-0.057256102561950684,-179.13490295410156,-8.656293869018555,-1.5815460681915283,173.1252899169922,3.538985252380371,2.705573370120136e-15,1.1874360334677964e-16,1.3394454926243392e-16,-2.3773701190948486,-130.1943359375,-174.30455017089844,-0.11132786422967911,-0.6057759523391724,2.6617965698242188,-0.6119126677513123,-13.19062614440918,4.826622486114502,-5.001905312873199e-15,1.6606348805090127e-15,-0.3588162362575531,1.345911979675293,1.0907599925994873,0.5766852498054504,0.0018893014639616013,0.000397711613913998,0.00018042343435809016,0.005338992923498154,0.016191834583878517,0.018265658989548683
13-09-10-221005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.7045515775680542,-9.382682800292969,-179.7754669189453,-0.06056639179587364,-179.13406372070312,-8.654627799987793,-1.5843806266784668,173.1243438720703,3.5390496253967285,-1.6312886828975586e-15,2.6622933746472304e-17,1.136498913091271e-16,-2.3755931854248047,-130.19532775878906,-174.30564880371094,-0.11108321696519852,-0.6061997413635254,2.664943218231201,-0.6111545562744141,-13.190679550170898,4.826881408691406,-2.9737859293517367e-15,3.988106401381104e-15,-0.364245742559433,1.3459161520004272,1.0907562971115112,0.5766859650611877,0.0017529350006952882,0.0007985257543623447,3.049456972803455e-05,0.014316366985440254,-0.00861660297960043,0.0062412079423666
13-09-10-231300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.7067722082138062,-9.383140563964844,-179.774169921875,-0.058492861688137054,-179.134521484375,-8.655595779418945,-1.582550048828125,173.1255340576172,3.5380611419677734,-1.6045745342905789e-15,3.7686279886488976e-16,-1.1088620809069353e-17,-2.373887538909912,-130.19430541992188,-174.30422973632812,-0.1104353815317154,-0.605329155921936,2.6659111976623535,-0.6124608516693115,-13.192028045654297,4.828605651855469,-1.014598256484419e-14,3.642006621550628e-15,-0.362694650888443,1.345915675163269,1.090747594833374,0.5766860246658325,0.001606781268492341,-0.000538961379788816,0.00012616657477337867,0.01175391674041748,0.01389959454536438,0.005692027509212494
13-09-10-242304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.7069909572601318,-9.38123893737793,-179.7740936279297,-0.05835939198732376,-179.13473510742188,-8.652857780456543,-1.581260323524475,173.12518310546875,3.537686586380005,5.662763594694556e-16,-6.300276060302809e-17,1.417564032627153e-16,-2.3738834857940674,-130.1953887939453,-174.306396484375,-0.11173362284898758,-0.605779767036438,2.665626287460327,-0.6122385263442993,-13.191697120666504,4.828474521636963,1.1605196716265274e-14,-2.09721355509489e-15,-0.3598777949810028,1.3459256887435913,1.0907459259033203,0.5766865015029907,0.0020303523633629084,0.0002223960036644712,0.00014777918113395572,-0.02599891647696495,-0.0021165101788938046,0.0036303959786891937
13-09-10-252299,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.7069129943847656,-9.383231163024902,-179.7724609375,-0.05854801461100578,-179.13270568847656,-8.65089225769043,-1.5834004878997803,173.12472534179688,3.537336587905884,1.8072123438445933e-15,2.0181978748520357e-16,-7.660725455389992e-17,-2.375927448272705,-130.19432067871094,-174.30615234375,-0.11286051571369171,-0.6064362525939941,2.665433883666992,-0.6134467124938965,-13.190600395202637,4.829129219055176,1.588113423048581e-14,-1.5742167675818664e-15,-0.36283206939697266,1.34592866897583,1.090743064880371,0.5766866207122803,0.0017402018420398235,1.1283955245744437e-05,-4.295382314012386e-05,0.0022128873970359564,-0.021305395290255547,-0.01649518311023712
13-09-10-262300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.7067291736602783,-9.38494873046875,-179.77259826660156,-0.058856889605522156,-179.13107299804688,-8.650337219238281,-1.5832304954528809,173.12396240234375,3.538126230239868,-3.138105874196098e-15,3.688814985704881e-16,1.2184035580194136e-16,-2.376394510269165,-130.19346618652344,-174.30662536621094,-0.11243113875389099,-0.6064884662628174,2.664907932281494,-0.6136510372161865,-13.19045639038086,4.82913875579834,-3.4402249505480513e-15,1.7387078395513525e-16,-0.36344972252845764,1.3459323644638062,1.0907416343688965,0.5766861438751221,0.0016738364938646555,0.00025825496413744986,-1.2882590453955345e-05,-0.007202413864433765,0.02026211842894554,0.00117244734428823
13-09-10-271301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.7067291736602783,-9.38494873046875,-179.77259826660156,-0.058856889605522156,-179.13107299804688,-8.650337219238281,-1.5832304954528809,173.12396240234375,3.538126230239868,-3.138105874196098e-15,3.688814985704881e-16,1.2184035580194136e-16,-2.376394510269165,-130.19346618652344,-174.30662536621094,-0.11243113875389099,-0.6064884662628174,2.664907932281494,-0.6136510372161865,-13.19045639038086,4.82913875579834,-3.4402249505480513e-15,1.7387078395513525e-16,-0.36344972252845764,1.3459382057189941,1.090741515159607,0.5766856670379639,0.002005606424063444,0.00027185099315829575,5.757628969149664e-06,-0.005196148995310068,0.005341342184692621,0.0029837333131581545
