time,theta,alpha,mx,my,fz,imu_ang_vel_x,imu_ang_vel_y,imu_ang_vel_z,imu_accel_x,imu_accel_y,imu_accel_z,State,Swing,Right_Hip_x,Right_Hip_y,Right_Hip_z,Right_Knee_x,Right_Knee_y,Right_Knee_z,Right_Ankle_x,Right_Ankle_y,Right_Ankle_z,Right_Ball_of_Foot_x,Right_Ball_of_Foot_y,Right_Ball_of_Foot_z,Left_Hip_x,Left_Hip_y,Left_Hip_z,Left_Knee_x,Left_Knee_y,Left_Knee_z,Left_Ankle_x,Left_Ankle_y,Left_Ankle_z,Left_Ball_of_Foot_x,Left_Ball_of_Foot_y,Left_Ball_of_Foot_z,Center_of_Mass_Position_x,Center_of_Mass_Position_y,Center_of_Mass_Position_z,Center_of_Mass_Velocity_x,Center_of_Mass_Velocity_y,Center_of_Mass_Velocity_z,Center_of_Mass_Acceleration_x,Center_of_Mass_Acceleration_y,Center_of_Mass_Acceleration_z
18-15-58-871760,4.2,0.0,1.0,-7.0,9.8,0.812255859375,0.5419921875,-0.5458984375,0.16030534351145037,-0.4198473282442748,-0.061068702290076333,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18-15-58-881285,4.2,0.0,1.0,-7.0,9.8,0.78466796875,0.520751953125,-0.549072265625,0.8854961832061069,-0.4961832061068702,0.37404580152671757,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18-15-58-892180,4.2,0.0,1.0,-7.0,9.8,0.78466796875,0.520751953125,-0.549072265625,0.8854961832061069,-0.4961832061068702,0.37404580152671757,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18-15-58-901181,4.2,0.0,1.0,-7.0,9.8,0.78466796875,0.520751953125,-0.549072265625,0.8854961832061069,-0.4961832061068702,0.37404580152671757,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18-15-58-912180,4.2,0.0,1.0,-7.0,9.8,0.78466796875,0.520751953125,-0.549072265625,0.8854961832061069,-0.4961832061068702,0.37404580152671757,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18-15-58-922183,4.2,0.0,1.0,-8.0,9.8,0.78759765625,0.496826171875,-0.559814453125,1.5267175572519085,-1.083969465648855,0.3282442748091603,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18-15-58-931181,4.2,0.0,1.0,-8.0,9.8,0.78759765625,0.496826171875,-0.559814453125,1.5267175572519085,-1.083969465648855,0.3282442748091603,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18-15-58-942183,4.2,0.0,1.0,-8.0,9.8,0.78759765625,0.496826171875,-0.559814453125,1.5267175572519085,-1.083969465648855,0.3282442748091603,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18-15-58-952183,4.2,0.0,1.0,-8.0,9.8,0.78759765625,0.496826171875,-0.559814453125,1.5267175572519085,-1.083969465648855,0.3282442748091603,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18-15-58-961195,4.2,0.0,1.0,-8.0,9.8,0.78759765625,0.496826171875,-0.559814453125,1.5267175572519085,-1.083969465648855,0.3282442748091603,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18-15-58-972701,4.2,0.0,1.0,-8.0,9.8,0.78759765625,0.496826171875,-0.559814453125,1.5267175572519085,-1.083969465648855,0.3282442748091603,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18-15-58-981717,4.2,0.0,1.0,-7.0,7.84,0.791015625,0.5361328125,-0.5576171875,1.0610687022900764,-1.0687022900763359,0.5954198473282443,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18-15-58-990712,4.2,0.0,1.0,-7.0,7.84,0.791015625,0.5361328125,-0.5576171875,1.0610687022900764,-1.0687022900763359,0.5954198473282443,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18-15-59-000715,4.2,0.0,1.0,-7.0,7.84,0.791015625,0.5361328125,-0.5576171875,1.0610687022900764,-1.0687022900763359,0.5954198473282443,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18-15-59-010713,4.2,0.0,1.0,-7.0,7.84,0.791015625,0.5361328125,-0.5576171875,1.0610687022900764,-1.0687022900763359,0.5954198473282443,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18-15-59-021716,4.2,0.0,1.0,-7.0,7.84,0.78857421875,0.46533203125,-0.580078125,1.3129770992366412,-0.44274809160305345,0.5954198473282443,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18-15-59-031712,4.2,0.0,2.0,-6.0,9.8,0.78857421875,0.46533203125,-0.580078125,1.3129770992366412,-0.44274809160305345,0.5954198473282443,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18-15-59-041717,4.2,0.0,2.0,-6.0,9.8,0.78857421875,0.46533203125,-0.580078125,1.3129770992366412,-0.44274809160305345,0.5954198473282443,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18-15-59-051711,4.2,0.0,2.0,-6.0,9.8,0.78857421875,0.46533203125,-0.580078125,1.3129770992366412,-0.44274809160305345,0.5954198473282443,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18-15-59-060732,4.2,0.0,2.0,-6.0,9.8,0.78857421875,0.46533203125,-0.580078125,1.3129770992366412,-0.44274809160305345,0.5954198473282443,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18-15-59-071762,4.2,0.0,0.0,-8.0,11.76,0.786376953125,0.459228515625,-0.57373046875,2.1755725190839694,-0.6717557251908397,0.5954198473282443,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18-15-59-080858,4.2,0.0,0.0,-8.0,11.76,0.786376953125,0.459228515625,-0.57373046875,2.1755725190839694,-0.6717557251908397,0.5954198473282443,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18-15-59-090858,4.2,0.0,0.0,-8.0,11.76,0.786376953125,0.459228515625,-0.57373046875,2.1755725190839694,-0.6717557251908397,0.5954198473282443,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18-15-59-101891,4.2,0.0,0.0,-8.0,11.76,0.786376953125,0.459228515625,-0.57373046875,2.1755725190839694,-0.6717557251908397,0.5954198473282443,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18-15-59-111854,4.2,0.0,0.0,-8.0,11.76,0.786376953125,0.459228515625,-0.57373046875,2.1755725190839694,-0.6717557251908397,0.5954198473282443,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18-15-59-121860,4.2,0.0,2.0,-6.0,11.76,0.792236328125,0.50244140625,-0.579833984375,1.0916030534351144,-0.42748091603053434,0.45038167938931295,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18-15-59-130890,4.2,0.0,2.0,-6.0,11.76,0.792236328125,0.50244140625,-0.579833984375,1.0916030534351144,-0.42748091603053434,0.45038167938931295,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18-15-59-141859,4.2,0.0,2.0,-6.0,11.76,0.792236328125,0.50244140625,-0.579833984375,1.0916030534351144,-0.42748091603053434,0.45038167938931295,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18-15-59-151857,4.2,0.0,2.0,-6.0,11.76,0.792236328125,0.50244140625,-0.579833984375,1.0916030534351144,-0.42748091603053434,0.45038167938931295,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18-15-59-160873,4.2,0.0,2.0,-6.0,11.76,0.792236328125,0.50244140625,-0.579833984375,1.0916030534351144,-0.42748091603053434,0.45038167938931295,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18-15-59-171867,4.2,0.0,1.0,-7.0,9.8,0.78466796875,0.46240234375,-0.6171875,0.9083969465648855,-1.1297709923664123,0.0916030534351145,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18-15-59-180971,4.2,0.0,1.0,-7.0,9.8,0.78466796875,0.46240234375,-0.6171875,0.9083969465648855,-1.1297709923664123,0.0916030534351145,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18-15-59-190973,4.2,0.0,1.0,-7.0,9.8,0.78466796875,0.46240234375,-0.6171875,0.9083969465648855,-1.1297709923664123,0.0916030534351145,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18-15-59-200973,4.2,0.0,1.0,-7.0,9.8,0.78466796875,0.46240234375,-0.6171875,0.9083969465648855,-1.1297709923664123,0.0916030534351145,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18-15-59-211974,4.2,0.0,1.0,-7.0,9.8,0.78466796875,0.46240234375,-0.6171875,0.9083969465648855,-1.1297709923664123,0.0916030534351145,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18-15-59-221971,4.2,0.0,2.0,-7.0,11.76,0.80126953125,0.475830078125,-0.610595703125,0.6412213740458015,-0.5801526717557252,0.5190839694656488,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18-15-59-231970,4.2,0.0,2.0,-7.0,11.76,0.80126953125,0.475830078125,-0.610595703125,0.6412213740458015,-0.5801526717557252,0.5190839694656488,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18-15-59-240972,4.2,0.0,2.0,-7.0,11.76,0.80126953125,0.475830078125,-0.610595703125,0.6412213740458015,-0.5801526717557252,0.5190839694656488,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
