time,theta,alpha,mx,my,fz,imu_ang_vel_x,imu_ang_vel_y,imu_ang_vel_z,imu_accel_x,imu_accel_y,imu_accel_z,Right_Hip_x,Right_Hip_y,Right_Hip_z,Right_Knee_x,Right_Knee_y,Right_Knee_z,Right_Ankle_x,Right_Ankle_y,Right_Ankle_z,Right_Ball_of_Foot_x,Right_Ball_of_Foot_y,Right_Ball_of_Foot_z,Left_Hip_x,Left_Hip_y,Left_Hip_z,Left_Knee_x,Left_Knee_y,Left_Knee_z,Left_Ankle_x,Left_Ankle_y,Left_Ankle_z,Left_Ball_of_Foot_x,Left_Ball_of_Foot_y,Left_Ball_of_Foot_z
12-39-38-777960,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.4647066593170166,-23.775650024414062,-177.71453857421875,-0.01892232522368431,179.83985900878906,-8.090982437133789,-1.360121250152588,-156.33714294433594,4.038757801055908,1.3697117797747483e-15,-1.0427436154865507e-15,2.384643650773355e-16,-2.0150985717773438,-131.94615173339844,-174.0604248046875,-0.0010312877129763365,0.01923271082341671,2.8444929122924805,-0.8411134481430054,0.6032081842422485,4.503389358520508
12-39-38-787963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.463446855545044,-23.775136947631836,-177.71742248535156,-0.019974905997514725,179.83843994140625,-8.09153938293457,-1.3605197668075562,-156.3353271484375,4.037835121154785,-2.6935662545763328e-15,1.0488117462857907e-16,-2.6178696729372945e-16,-2.016099214553833,-131.94662475585938,-174.06320190429688,-0.0012173692230135202,0.019774632528424263,2.8454067707061768,-0.8428316116333008,0.6025047898292542,4.506013870239258
12-39-38-798956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.4640614986419678,-23.774578094482422,-177.71823120117188,-0.01882312446832657,179.83714294433594,-8.09135913848877,-1.3605725765228271,-156.3340606689453,4.036285877227783,2.6901512294912402e-15,-9.706916048613109e-16,-4.616624965276292e-16,-2.015760898590088,-131.9468231201172,-174.06341552734375,-0.000643318984657526,0.019310198724269867,2.8452041149139404,-0.8439045548439026,0.6038652658462524,4.505840301513672
12-39-38-807958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.463559865951538,-23.772842407226562,-177.71807861328125,-0.018417641520500183,179.83554077148438,-8.09174919128418,-1.3591933250427246,-156.33465576171875,4.03718376159668,-3.3447848779414625e-15,1.283588328434128e-15,1.2458451755791868e-15,-2.016892433166504,-131.94775390625,-174.06350708007812,-0.0013716152170673013,0.019742529839277267,2.843560218811035,-0.8434210419654846,0.6043028831481934,4.505356788635254
12-39-38-818994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.4628121852874756,-23.773082733154297,-177.7179412841797,-0.019251910969614983,179.8355712890625,-8.09298038482666,-1.3597429990768433,-156.3343505859375,4.039300918579102,1.1228133223531445e-15,1.419595879379159e-15,-2.4712667986132963e-16,-2.015876293182373,-131.9486083984375,-174.06394958496094,-0.0018389960750937462,0.01999356783926487,2.845245599746704,-0.8425989747047424,0.6042187213897705,4.505034923553467
12-39-38-828956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.462740898132324,-23.772655487060547,-177.7170867919922,-0.01898113824427128,179.83462524414062,-8.092087745666504,-1.359487771987915,-156.33436584472656,4.039238452911377,2.8381693850278983e-18,4.4110556276313894e-16,2.7873837296933375e-16,-2.015953540802002,-131.94854736328125,-174.06527709960938,-0.002414162503555417,0.01969791390001774,2.8459038734436035,-0.8418484926223755,0.60397869348526,4.5060296058654785
12-39-38-837993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.46490216255188,-23.77230453491211,-177.71649169921875,-0.01653892919421196,179.83419799804688,-8.09316349029541,-1.3595139980316162,-156.33277893066406,4.037597179412842,-2.2600736386546583e-15,-5.506825887896223e-16,-3.3972927150395526e-16,-2.016751766204834,-131.9488983154297,-174.06349182128906,-0.00012896102271042764,0.02049662172794342,2.8437390327453613,-0.8440366983413696,0.6035047769546509,4.504523754119873
12-39-38-848971,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.462279796600342,-23.77143096923828,-177.71832275390625,-0.017698530107736588,179.83456420898438,-8.092631340026855,-1.3602348566055298,-156.3336944580078,4.036686420440674,-7.354444959107738e-17,7.460658258481997e-16,9.454737399556558e-16,-2.018547534942627,-131.94900512695312,-174.06259155273438,-0.0018605906516313553,0.021034765988588333,2.8433632850646973,-0.8430078029632568,0.6045716404914856,4.503636837005615
12-39-38-859007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.4653263092041016,-23.773990631103516,-177.7173614501953,-0.01744229532778263,179.8347930908203,-8.094047546386719,-1.3588669300079346,-156.3321990966797,4.034701824188232,1.0731168273116608e-16,4.2470644903892405e-16,3.0499459438920414e-16,-2.016721487045288,-131.94810485839844,-174.06201171875,-0.002858148654922843,0.01989511214196682,2.8433046340942383,-0.841963529586792,0.6043444275856018,4.503951549530029
12-39-38-869501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.4649312496185303,-23.7730712890625,-177.71861267089844,-0.016157781705260277,179.8349151611328,-8.0944185256958,-1.358595848083496,-156.3330841064453,4.036753177642822,2.3442826896553654e-15,-6.078864294868495e-17,-1.2540606540137247e-15,-2.016636610031128,-131.9480743408203,-174.06350708007812,-0.0010418797610327601,0.020100323483347893,2.844754219055176,-0.8439586758613586,0.6057673692703247,4.504604816436768
