index,ankle_angle,ankle_angle,ankle_angle,imu_ang_vel,imu_ang_vel,imu_ang_vel
69580.0,0.001,0.001,0.001,0.001,0.001,0.001
69581.0,0.001,0.001,0.001,0.001,0.001,0.001
69582.0,0.001,0.001,0.001,0.001,0.001,0.001
69583.0,0.001,0.001,0.001,0.001,0.001,0.001
69584.0,0.001,0.001,0.001,0.001,0.001,0.001
69585.0,0.001,0.001,0.001,0.001,0.001,0.001
69586.0,0.001,0.001,0.001,0.001,0.001,0.001
69587.0,0.001,0.001,0.001,0.001,0.001,0.001
69588.0,0.001,0.001,0.001,0.001,0.001,0.001
69589.0,0.001,0.001,0.001,0.001,0.001,0.001
69590.0,0.001,0.001,0.001,0.001,0.001,0.001
69591.0,0.001,0.001,0.001,0.001,0.001,0.001
69592.0,0.001,0.001,0.001,0.001,0.001,0.001
69593.0,0.001,0.001,0.001,0.001,0.001,0.001
69594.0,0.001,0.001,0.001,0.001,0.001,0.001
69595.0,0.001,0.001,0.001,0.001,0.001,0.001
69596.0,0.001,0.001,0.001,0.001,0.001,0.001
69597.0,0.001,0.001,0.001,0.001,0.001,0.001
69598.0,0.001,0.001,0.001,0.001,0.001,0.001
69599.0,0.001,0.001,0.001,0.001,0.001,0.001
69600.0,99.77956,99.77956,99.77956,63.27925,63.27925,63.27925
69601.0,99.79344,99.79344,99.79344,63.35264,63.35264,63.35264
69602.0,99.80635,99.80635,99.80635,63.4223,63.4223,63.4223
69603.0,99.818306,99.818306,99.818306,63.488224,63.488224,63.488224
69604.0,99.829285,99.829285,99.829285,63.550404,63.550404,63.550404
69605.0,99.8393,99.8393,99.8393,63.60882,63.60882,63.60882
69606.0,99.84835,99.84835,99.84835,63.663467,63.663467,63.663467
69607.0,99.85643,99.85643,99.85643,63.714336,63.714336,63.714336
69608.0,99.86355,99.86355,99.86355,63.761417,63.761417,63.761417
69609.0,99.86969,99.86969,99.86969,63.804703,63.804703,63.804703
69610.0,99.87487,99.87487,99.87487,63.84418,63.84418,63.84418
69611.0,99.87908,99.87908,99.87908,63.87985,63.87985,63.87985
69612.0,99.882324,99.882324,99.882324,63.911697,63.911697,63.911697
69613.0,99.884605,99.884605,99.884605,63.93972,63.93972,63.93972
69614.0,99.88591,99.88591,99.88591,63.963917,63.963917,63.963917
69615.0,99.886246,99.886246,99.886246,63.98428,63.98428,63.98428
69616.0,99.88562,99.88562,99.88562,64.0008,64.0008,64.0008
69617.0,99.88402,99.88402,99.88402,64.01349,64.01349,64.01349
69618.0,99.881454,99.881454,99.881454,64.02233,64.02233,64.02233
69619.0,99.87792,99.87792,99.87792,64.02733,64.02733,64.02733
69620.0,99.87342,99.87342,99.87342,64.02848,64.02848,64.02848
69621.0,99.86795,99.86795,99.86795,64.02579,64.02579,64.02579
69622.0,99.86151,99.86151,99.86151,64.01926,64.01926,64.01926
69623.0,99.85411,99.85411,99.85411,64.00887,64.00887,64.00887
69624.0,99.84573,99.84573,99.84573,63.994656,63.994656,63.994656
69625.0,99.836395,99.836395,99.836395,63.976593,63.976593,63.976593
69626.0,99.82609,99.82609,99.82609,63.954697,63.954697,63.954697
69627.0,99.81482,99.81482,99.81482,63.92897,63.92897,63.92897
69628.0,99.80258,99.80258,99.80258,63.899414,63.899414,63.899414
69629.0,99.789375,99.789375,99.789375,63.86604,63.86604,63.86604
69630.0,0.001,0.001,0.001,0.001,0.001,0.001
69631.0,0.001,0.001,0.001,0.001,0.001,0.001
69632.0,0.001,0.001,0.001,0.001,0.001,0.001
69633.0,0.001,0.001,0.001,0.001,0.001,0.001
69634.0,0.001,0.001,0.001,0.001,0.001,0.001
