time,index,ankle_angle,ankle_angle,ankle_angle,imu_ang_vel,imu_ang_vel,imu_ang_vel
11-06-18-595443,4,4,[0.],[0.],[0.],[0.],[0.]
11-06-18-606442,4,4,[0.],[0.],[0.],[0.],[0.]
11-06-18-616441,4,4,[0.],[0.],[0.],[0.],[0.]
11-06-18-625450,4,4,[0.],[0.],[0.],[0.],[0.]
11-06-18-635956,4,4,[0.],[0.],[0.],[0.],[0.]
11-06-18-646326,4,4,[0.],[0.],[0.],[0.],[0.]
11-06-18-655327,4,4,[0.],[0.],[0.],[0.],[0.]
11-06-18-665329,4,4,[0.],[0.],[0.],[0.],[0.]
11-06-18-676326,4,4,[0.],[0.],[0.],[0.],[0.]
11-06-18-686324,4,4,[0.],[0.],[0.],[0.],[0.]
11-06-18-695326,4,4,[0.],[0.],[0.],[0.],[0.]
11-06-18-705327,4,4,[0.],[0.],[0.],[0.],[0.]
11-06-18-715362,4,4,[0.],[0.],[0.],[0.],[0.]
11-06-18-725367,4,4,[0.],[0.],[0.],[0.],[0.]
11-06-18-735913,4,4,[0.],[0.],[0.],[0.],[0.]
11-06-18-744956,4,4,[0.],[0.],[0.],[0.],[0.]
11-06-18-755920,4,4,[0.],[0.],[0.],[0.],[0.]
11-06-18-765918,4,4,[0.],[0.],[0.],[0.],[0.]
11-06-18-774920,4,4,[0.],[0.],[0.],[0.],[0.]
11-06-18-784920,4,4,[0.],[0.],[0.],[0.],[0.]
11-06-18-795918,4,4,[0.],[0.],[0.],[0.],[0.]
11-06-18-804919,4,4,[0.],[0.],[0.],[0.],[0.]
11-06-18-814920,4,4,[0.],[0.],[0.],[0.],[0.]
11-06-18-824925,4,4,[0.],[0.],[0.],[0.],[0.]
11-06-18-835924,4,4,[0.],[0.],[0.],[0.],[0.]
11-06-18-845146,4,4,[0.],[0.],[0.],[0.],[0.]
11-06-18-856144,4,4,[0.],[0.],[0.],[0.],[0.]
11-06-18-866145,4,4,[0.],[0.],[0.],[0.],[0.]
11-06-18-875146,4,4,[0.],[0.],[0.],[0.],[0.]
11-06-18-885146,4,4,[0.],[0.],[0.],[0.],[0.]
11-06-18-896146,4,4,[0.],[0.],[0.],[0.],[0.]
11-06-18-906144,4,4,[0.],[0.],[0.],[0.],[0.]
11-06-18-916144,4,4,[0.],[0.],[0.],[0.],[0.]
11-06-18-925153,4,4,[0.],[0.],[0.],[0.],[0.]
11-06-18-936151,4,4,[0.],[0.],[0.],[0.],[0.]
11-06-18-946233,4,4,[0.],[0.],[0.],[0.],[0.]
11-06-18-956233,4,4,[0.],[0.],[0.],[0.],[0.]
11-06-18-966232,4,4,[0.],[0.],[0.],[0.],[0.]
11-06-18-976231,4,4,[0.],[0.],[0.],[0.],[0.]
11-06-18-986233,4,4,[0.],[0.],[0.],[0.],[0.]
11-06-18-996231,4,4,[0.],[0.],[0.],[0.],[0.]
11-06-19-005232,4,4,[0.],[0.],[0.],[0.],[0.]
11-06-19-017231,4,4,[0.],[0.],[0.],[0.],[0.]
11-06-19-025235,4,4,[0.],[0.],[0.],[0.],[0.]
11-06-19-035238,4,4,[0.],[0.],[0.],[0.],[0.]
11-06-19-045345,4,4,[0.],[0.],[0.],[0.],[0.]
11-06-19-056345,4,4,[0.],[0.],[0.],[0.],[0.]
11-06-19-066344,4,4,[0.],[0.],[0.],[0.],[0.]
11-06-19-076346,4,4,[0.],[0.],[0.],[0.],[0.]
11-06-19-086345,4,4,[0.],[0.],[0.],[0.],[0.]
11-06-19-095347,4,4,[0.],[0.],[0.],[0.],[0.]
11-06-19-106348,4,4,[0.],[0.],[0.],[0.],[0.]
11-06-19-116347,4,4,[0.],[0.],[0.],[0.],[0.]
11-06-19-125352,4,4,[0.],[0.],[0.],[0.],[0.]
11-06-19-136352,4,4,[0.],[0.],[0.],[0.],[0.]
11-06-19-146641,4,4,[0.],[0.],[0.],[0.],[0.]
11-06-19-158642,4,4,[0.],[0.],[0.],[0.],[0.]
11-06-19-167641,4,4,[0.],[0.],[0.],[0.],[0.]
11-06-19-176640,4,4,[0.],[0.],[0.],[0.],[0.]
11-06-19-186642,4,4,[0.],[0.],[0.],[0.],[0.]
11-06-19-196641,4,4,[0.],[0.],[0.],[0.],[0.]
11-06-19-206641,4,4,[0.],[0.],[0.],[0.],[0.]
11-06-19-215641,4,4,[0.],[0.],[0.],[0.],[0.]
11-06-19-225649,4,4,[0.],[0.],[0.],[0.],[0.]
11-06-19-236649,4,4,[0.],[0.],[0.],[0.],[0.]
11-06-19-246702,4,4,[0.],[0.],[0.],[0.],[0.]
11-06-19-255706,4,4,[0.],[0.],[0.],[0.],[0.]
11-06-19-265740,4,4,[0.],[0.],[0.],[0.],[0.]
11-06-19-276701,4,4,[0.],[0.],[0.],[0.],[0.]
11-06-19-285702,4,4,[0.],[0.],[0.],[0.],[0.]
11-06-19-296704,4,4,[0.],[0.],[0.],[0.],[0.]
11-06-19-306705,4,4,[0.],[0.],[0.],[0.],[0.]
11-06-19-316706,4,4,[0.],[0.],[0.],[0.],[0.]
11-06-19-325707,4,4,[0.],[0.],[0.],[0.],[0.]
11-06-19-336709,4,4,[0.],[0.],[0.],[0.],[0.]
11-06-19-345925,4,4,[0.],[0.],[0.],[0.],[0.]
11-06-19-355922,4,4,[0.],[0.],[0.],[0.],[0.]
11-06-19-364925,4,4,[0.],[0.],[0.],[0.],[0.]
11-06-19-375924,4,4,[0.],[0.],[0.],[0.],[0.]
11-06-19-384959,4,4,[0.],[0.],[0.],[0.],[0.]
11-06-19-394925,4,4,[0.],[0.],[0.],[0.],[0.]
11-06-19-404925,4,4,[0.],[0.],[0.],[0.],[0.]
11-06-19-415922,4,4,[0.],[0.],[0.],[0.],[0.]
11-06-19-424931,4,4,[0.],[0.],[0.],[0.],[0.]
11-06-19-435930,4,4,[0.],[0.],[0.],[0.],[0.]
11-06-19-445082,4,4,[0.],[0.],[0.],[0.],[0.]
11-06-19-457083,4,4,[0.],[0.],[0.],[0.],[0.]
11-06-19-466081,4,4,[0.],[0.],[0.],[0.],[0.]
11-06-19-476537,4,4,[0.],[0.],[0.],[0.],[0.]
11-06-19-485534,4,4,[0.],[0.],[0.],[0.],[0.]
11-06-19-496533,4,4,[0.],[0.],[0.],[0.],[0.]
11-06-19-506533,4,4,[0.],[0.],[0.],[0.],[0.]
11-06-19-515557,4,4,[0.],[0.],[0.],[0.],[0.]
11-06-19-526538,4,4,[0.],[0.],[0.],[0.],[0.]
11-06-19-535538,4,4,[0.],[0.],[0.],[0.],[0.]
11-06-19-546053,4,4,[0.],[0.],[0.],[0.],[0.]
11-06-19-555062,4,4,[0.],[0.],[0.],[0.],[0.]
11-06-19-565063,4,4,[0.],[0.],[0.],[0.],[0.]
11-06-19-575064,3,3,[0.],[0.],[0.],[0.],[0.]
11-06-19-585064,3,3,[0.],[0.],[0.],[0.],[0.]
11-06-19-596059,3,3,[0.],[0.],[0.],[0.],[0.]
11-06-19-606060,3,3,[0.],[0.],[0.],[0.],[0.]
11-06-19-615069,3,3,[0.],[0.],[0.],[0.],[0.]
11-06-19-625072,3,3,[0.],[0.],[0.],[0.],[0.]
11-06-19-635073,3,3,[0.],[0.],[0.],[0.],[0.]
11-06-19-645585,3,3,[0.],[0.],[0.],[0.],[0.]
11-06-19-656584,3,3,[0.],[0.],[0.],[0.],[0.]
11-06-19-665585,3,3,[0.],[0.],[0.],[0.],[0.]
11-06-19-675586,3,3,[0.],[0.],[0.],[0.],[0.]
11-06-19-686584,3,3,[0.],[0.],[0.],[0.],[0.]
11-06-19-696003,3,3,[0.],[0.],[0.],[0.],[0.]
11-06-19-706002,3,3,[0.],[0.],[0.],[0.],[0.]
11-06-19-716002,3,3,[0.],[0.],[0.],[0.],[0.]
11-06-19-726009,3,3,[0.],[0.],[0.],[0.],[0.]
11-06-19-736008,3,3,[0.],[0.],[0.],[0.],[0.]
11-06-19-745135,3,3,[0.],[0.],[0.],[0.],[0.]
11-06-19-755139,3,3,[0.],[0.],[0.],[0.],[0.]
11-06-19-766135,3,3,[0.],[0.],[0.],[0.],[0.]
11-06-19-776142,3,3,[0.],[0.],[0.],[0.],[0.]
11-06-19-785136,3,3,[0.],[0.],[0.],[0.],[0.]
11-06-19-795146,3,3,[0.],[0.],[0.],[0.],[0.]
11-06-19-806135,3,3,[0.],[0.],[0.],[0.],[0.]
11-06-19-815143,3,3,[0.],[0.],[0.],[0.],[0.]
11-06-19-825139,3,3,[0.],[0.],[0.],[0.],[0.]
11-06-19-835158,3,3,[0.],[0.],[0.],[0.],[0.]
11-06-19-845655,3,3,[0.],[0.],[0.],[0.],[0.]
11-06-19-856665,3,3,[0.],[0.],[0.],[0.],[0.]
11-06-19-866655,3,3,[0.],[0.],[0.],[0.],[0.]
11-06-19-876656,2,2,[0.],[0.],[0.],[0.],[0.]
11-06-19-886659,2,2,[0.],[0.],[0.],[0.],[0.]
11-06-19-895656,2,2,[0.],[0.],[0.],[0.],[0.]
11-06-19-905656,2,2,[0.],[0.],[0.],[0.],[0.]
11-06-19-915663,2,2,[0.],[0.],[0.],[0.],[0.]
11-06-19-925665,2,2,[0.],[0.],[0.],[0.],[0.]
11-06-19-935668,2,2,[0.],[0.],[0.],[0.],[0.]
11-06-19-946189,2,2,[0.],[0.],[0.],[0.],[0.]
11-06-19-956189,2,2,[0.],[0.],[0.],[0.],[0.]
11-06-19-966187,2,2,[0.],[0.],[0.],[0.],[0.]
11-06-19-976188,2,2,[0.],[0.],[0.],[0.],[0.]
11-06-19-985189,2,2,[0.],[0.],[0.],[0.],[0.]
11-06-19-996188,2,2,[0.],[0.],[0.],[0.],[0.]
11-06-20-005190,2,2,[0.],[0.],[0.],[0.],[0.]
11-06-20-017188,2,2,[0.],[0.],[0.],[0.],[0.]
11-06-20-025205,2,2,[0.],[0.],[0.],[0.],[0.]
11-06-20-035194,2,2,[0.],[0.],[0.],[0.],[0.]
11-06-20-046335,2,2,[0.],[0.],[0.],[0.],[0.]
11-06-20-055335,2,2,[0.],[0.],[0.],[0.],[0.]
11-06-20-066337,2,2,[0.],[0.],[0.],[0.],[0.]
11-06-20-077335,2,2,[0.],[0.],[0.],[0.],[0.]
11-06-20-085337,2,2,[0.],[0.],[0.],[0.],[0.]
11-06-20-096335,2,2,[0.],[0.],[0.],[0.],[0.]
11-06-20-105336,2,2,[0.],[0.],[0.],[0.],[0.]
11-06-20-116338,2,2,[0.],[0.],[0.],[0.],[0.]
11-06-20-125346,2,2,[0.],[0.],[0.],[0.],[0.]
11-06-20-135346,2,2,[0.],[0.],[0.],[0.],[0.]
11-06-20-145862,2,2,[0.],[0.],[0.],[0.],[0.]
11-06-20-154866,2,2,[0.],[0.],[0.],[0.],[0.]
11-06-20-165860,2,2,[0.],[0.],[0.],[0.],[0.]
11-06-20-175860,2,2,[0.],[0.],[0.],[0.],[0.]
11-06-20-184862,2,2,[0.],[0.],[0.],[0.],[0.]
11-06-20-195861,2,2,[0.],[0.],[0.],[0.],[0.]
11-06-20-204867,2,2,[0.],[0.],[0.],[0.],[0.]
11-06-20-215862,2,2,[0.],[0.],[0.],[0.],[0.]
11-06-20-224877,2,2,[0.],[0.],[0.],[0.],[0.]
11-06-20-234877,2,2,[0.],[0.],[0.],[0.],[0.]
11-06-20-245414,2,2,[0.],[0.],[0.],[0.],[0.]
11-06-20-256404,2,2,[0.],[0.],[0.],[0.],[0.]
11-06-20-265413,2,2,[0.],[0.],[0.],[0.],[0.]
11-06-20-275414,2,2,[0.],[0.],[0.],[0.],[0.]
11-06-20-286407,2,2,[0.],[0.],[0.],[0.],[0.]
11-06-20-295398,2,2,[0.],[0.],[0.],[0.],[0.]
11-06-20-307396,2,2,[0.],[0.],[0.],[0.],[0.]
11-06-20-315398,2,2,[0.],[0.],[0.],[0.],[0.]
11-06-20-325401,2,2,[0.],[0.],[0.],[0.],[0.]
11-06-20-335403,2,2,[0.],[0.],[0.],[0.],[0.]
11-06-20-345916,2,2,[0.],[0.],[0.],[0.],[0.]
11-06-20-354918,2,2,[0.],[0.],[0.],[0.],[0.]
11-06-20-365917,2,2,[0.],[0.],[0.],[0.],[0.]
11-06-20-375917,2,2,[0.],[0.],[0.],[0.],[0.]
11-06-20-384919,2,2,[0.],[0.],[0.],[0.],[0.]
11-06-20-395917,2,2,[0.],[0.],[0.],[0.],[0.]
11-06-20-404917,2,2,[0.],[0.],[0.],[0.],[0.]
11-06-20-415917,2,2,[0.],[0.],[0.],[0.],[0.]
11-06-20-424930,2,2,[0.],[0.],[0.],[0.],[0.]
11-06-20-435924,2,2,[0.],[0.],[0.],[0.],[0.]
11-06-20-445444,2,2,[0.],[0.],[0.],[0.],[0.]
11-06-20-455445,2,2,[0.],[0.],[0.],[0.],[0.]
11-06-20-467443,2,2,[0.],[0.],[0.],[0.],[0.]
11-06-20-476443,2,2,[0.],[0.],[0.],[0.],[0.]
11-06-20-485444,2,2,[0.],[0.],[0.],[0.],[0.]
11-06-20-495445,2,2,[0.],[0.],[0.],[0.],[0.]
11-06-20-507445,2,2,[0.],[0.],[0.],[0.],[0.]
11-06-20-516444,2,2,[0.],[0.],[0.],[0.],[0.]
11-06-20-525447,2,2,[0.],[0.],[0.],[0.],[0.]
11-06-20-536447,2,2,[0.],[0.],[0.],[0.],[0.]
11-06-20-546713,2,2,[0.],[0.],[0.],[0.],[0.]
11-06-20-555713,2,2,[0.],[0.],[0.],[0.],[0.]
11-06-20-566712,2,2,[0.],[0.],[0.],[0.],[0.]
11-06-20-576710,2,2,[0.],[0.],[0.],[0.],[0.]
11-06-20-585711,2,2,[0.],[0.],[0.],[0.],[0.]
11-06-20-595713,2,2,[0.],[0.],[0.],[0.],[0.]
11-06-20-605713,2,2,[0.],[0.],[0.],[0.],[0.]
11-06-20-615713,2,2,[0.],[0.],[0.],[0.],[0.]
11-06-20-626715,2,2,[0.],[0.],[0.],[0.],[0.]
11-06-20-636715,2,2,[0.],[0.],[0.],[0.],[0.]
11-06-20-645807,2,2,[0.],[0.],[0.],[0.],[0.]
11-06-20-654809,2,2,[0.],[0.],[0.],[0.],[0.]
11-06-20-665808,2,2,[0.],[0.],[0.],[0.],[0.]
11-06-20-674809,2,2,[0.],[0.],[0.],[0.],[0.]
11-06-20-684809,2,2,[0.],[0.],[0.],[0.],[0.]
11-06-20-695808,2,2,[0.],[0.],[0.],[0.],[0.]
11-06-20-704809,2,2,[0.],[0.],[0.],[0.],[0.]
11-06-20-714810,2,2,[0.],[0.],[0.],[0.],[0.]
11-06-20-724877,2,2,[0.],[0.],[0.],[0.],[0.]
11-06-20-735643,2,2,[0.],[0.],[0.],[0.],[0.]
11-06-20-745377,2,2,[0.],[0.],[0.],[0.],[0.]
11-06-20-755111,2,2,[0.],[0.],[0.],[0.],[0.]
11-06-20-765112,2,2,[0.],[0.],[0.],[0.],[0.]
11-06-20-776111,2,2,[0.],[0.],[0.],[0.],[0.]
11-06-20-785113,2,2,[0.],[0.],[0.],[0.],[0.]
11-06-20-796115,2,2,[0.],[0.],[0.],[0.],[0.]
11-06-20-805120,2,2,[0.],[0.],[0.],[0.],[0.]
11-06-20-816112,2,2,[0.],[0.],[0.],[0.],[0.]
11-06-20-825119,2,2,[0.],[0.],[0.],[0.],[0.]
11-06-20-836120,2,2,[0.],[0.],[0.],[0.],[0.]
11-06-20-845639,2,2,[0.],[0.],[0.],[0.],[0.]
11-06-20-856639,2,2,[0.],[0.],[0.],[0.],[0.]
11-06-20-866638,2,2,[0.],[0.],[0.],[0.],[0.]
11-06-20-876637,2,2,[0.],[0.],[0.],[0.],[0.]
11-06-20-885639,2,2,[0.],[0.],[0.],[0.],[0.]
11-06-20-896636,2,2,[0.],[0.],[0.],[0.],[0.]
11-06-20-905639,2,2,[0.],[0.],[0.],[0.],[0.]
11-06-20-916638,2,2,[0.],[0.],[0.],[0.],[0.]
11-06-20-925641,2,2,[0.],[0.],[0.],[0.],[0.]
11-06-20-935642,2,2,[0.],[0.],[0.],[0.],[0.]
11-06-20-946170,2,2,[0.],[0.],[0.],[0.],[0.]
11-06-20-955170,2,2,[0.],[0.],[0.],[0.],[0.]
11-06-20-966167,2,2,[0.],[0.],[0.],[0.],[0.]
11-06-20-977166,2,2,[0.],[0.],[0.],[0.],[0.]
11-06-20-987170,2,2,[0.],[0.],[0.],[0.],[0.]
11-06-20-996167,2,2,[0.],[0.],[0.],[0.],[0.]
11-06-21-007164,2,2,[0.],[0.],[0.],[0.],[0.]
11-06-21-015166,2,2,[0.],[0.],[0.],[0.],[0.]
11-06-21-025171,2,2,[0.],[0.],[0.],[0.],[0.]
11-06-21-035212,2,2,[0.],[0.],[0.],[0.],[0.]
11-06-21-045758,2,2,[0.],[0.],[0.],[0.],[0.]
11-06-21-055757,2,2,[0.],[0.],[0.],[0.],[0.]
11-06-21-064758,2,2,[0.],[0.],[0.],[0.],[0.]
11-06-21-074759,2,2,[0.],[0.],[0.],[0.],[0.]
11-06-21-085761,2,2,[0.],[0.],[0.],[0.],[0.]
11-06-21-095723,2,2,[0.],[0.],[0.],[0.],[0.]
11-06-21-106721,2,2,[0.],[0.],[0.],[0.],[0.]
11-06-21-115721,2,2,[0.],[0.],[0.],[0.],[0.]
11-06-21-125725,2,2,[0.],[0.],[0.],[0.],[0.]
11-06-21-135726,2,2,[0.],[0.],[0.],[0.],[0.]
11-06-21-147240,2,2,[0.],[0.],[0.],[0.],[0.]
11-06-21-155240,2,2,[0.],[0.],[0.],[0.],[0.]
11-06-21-166240,2,2,[0.],[0.],[0.],[0.],[0.]
11-06-21-176240,2,2,[0.],[0.],[0.],[0.],[0.]
11-06-21-185240,2,2,[0.],[0.],[0.],[0.],[0.]
11-06-21-196238,2,2,[0.],[0.],[0.],[0.],[0.]
11-06-21-205277,2,2,[0.],[0.],[0.],[0.],[0.]
11-06-21-216239,2,2,[0.],[0.],[0.],[0.],[0.]
11-06-21-225244,2,2,[0.],[0.],[0.],[0.],[0.]
11-06-21-236245,2,2,[0.],[0.],[0.],[0.],[0.]
11-06-21-245795,2,2,[0.],[0.],[0.],[0.],[0.]
11-06-21-255762,2,2,[0.],[0.],[0.],[0.],[0.]
11-06-21-265851,2,2,[0.],[0.],[0.],[0.],[0.]
11-06-21-274766,2,2,[0.],[0.],[0.],[0.],[0.]
11-06-21-284764,2,2,[0.],[0.],[0.],[0.],[0.]
11-06-21-295759,2,2,[0.],[0.],[0.],[0.],[0.]
11-06-21-304795,2,2,[0.],[0.],[0.],[0.],[0.]
11-06-21-315760,2,2,[0.],[0.],[0.],[0.],[0.]
11-06-21-324765,2,2,[0.],[0.],[0.],[0.],[0.]
11-06-21-334765,2,2,[0.],[0.],[0.],[0.],[0.]
11-06-21-345275,2,2,[0.],[0.],[0.],[0.],[0.]
11-06-21-356274,2,2,[0.],[0.],[0.],[0.],[0.]
11-06-21-365274,2,2,[0.],[0.],[0.],[0.],[0.]
11-06-21-375708,2,2,[0.],[0.],[0.],[0.],[0.]
11-06-21-385709,2,2,[0.],[0.],[0.],[0.],[0.]
11-06-21-396708,2,2,[0.],[0.],[0.],[0.],[0.]
11-06-21-406706,2,2,[0.],[0.],[0.],[0.],[0.]
11-06-21-415707,2,2,[0.],[0.],[0.],[0.],[0.]
11-06-21-425713,2,2,[0.],[0.],[0.],[0.],[0.]
11-06-21-436712,2,2,[0.],[0.],[0.],[0.],[0.]
11-06-21-445819,2,2,[0.],[0.],[0.],[0.],[0.]
11-06-21-454820,2,2,[0.],[0.],[0.],[0.],[0.]
11-06-21-465819,2,2,[0.],[0.],[0.],[0.],[0.]
11-06-21-474819,2,2,[0.],[0.],[0.],[0.],[0.]
11-06-21-484821,2,2,[0.],[0.],[0.],[0.],[0.]
11-06-21-495820,2,2,[0.],[0.],[0.],[0.],[0.]
11-06-21-504848,2,2,[0.],[0.],[0.],[0.],[0.]
11-06-21-516538,2,2,[0.],[0.],[0.],[0.],[0.]
11-06-21-526582,2,2,[0.],[0.],[0.],[0.],[0.]
11-06-21-536580,2,2,[0.],[0.],[0.],[0.],[0.]
11-06-21-545728,2,2,[0.],[0.],[0.],[0.],[0.]
11-06-21-556690,2,2,[0.],[0.],[0.],[0.],[0.]
11-06-21-565690,2,2,[0.],[0.],[0.],[0.],[0.]
11-06-21-575690,2,2,[0.],[0.],[0.],[0.],[0.]
11-06-21-586690,2,2,[0.],[0.],[0.],[0.],[0.]
11-06-21-595690,2,2,[0.],[0.],[0.],[0.],[0.]
11-06-21-606689,2,2,[0.],[0.],[0.],[0.],[0.]
11-06-21-615690,2,2,[0.],[0.],[0.],[0.],[0.]
11-06-21-626697,2,2,[0.],[0.],[0.],[0.],[0.]
11-06-21-636696,2,2,[0.],[0.],[0.],[0.],[0.]
11-06-21-645880,2,2,[0.],[0.],[0.],[0.],[0.]
11-06-21-654881,2,2,[0.],[0.],[0.],[0.],[0.]
11-06-21-666879,2,2,[0.],[0.],[0.],[0.],[0.]
11-06-21-674881,2,2,[0.],[0.],[0.],[0.],[0.]
11-06-21-685879,2,2,[0.],[0.],[0.],[0.],[0.]
11-06-21-694916,2,2,[0.],[0.],[0.],[0.],[0.]
11-06-21-704916,2,2,[0.],[0.],[0.],[0.],[0.]
11-06-21-714919,2,2,[0.],[0.],[0.],[0.],[0.]
11-06-21-724925,2,2,[0.],[0.],[0.],[0.],[0.]
11-06-21-735925,2,2,[0.],[0.],[0.],[0.],[0.]
11-06-21-746440,2,2,[0.],[0.],[0.],[0.],[0.]
11-06-21-755442,2,2,[0.],[0.],[0.],[0.],[0.]
11-06-21-765478,2,2,[0.],[0.],[0.],[0.],[0.]
11-06-21-776439,2,2,[0.],[0.],[0.],[0.],[0.]
11-06-21-785441,2,2,[0.],[0.],[0.],[0.],[0.]
11-06-21-796439,2,2,[0.],[0.],[0.],[0.],[0.]
11-06-21-806477,2,2,[0.],[0.],[0.],[0.],[0.]
11-06-21-815474,2,2,[0.],[0.],[0.],[0.],[0.]
11-06-21-825517,2,2,[0.],[0.],[0.],[0.],[0.]
11-06-21-836482,2,2,[0.],[0.],[0.],[0.],[0.]
11-06-21-845995,2,2,[0.],[0.],[0.],[0.],[0.]
11-06-21-854996,2,2,[0.],[0.],[0.],[0.],[0.]
11-06-21-865993,2,2,[0.],[0.],[0.],[0.],[0.]
11-06-21-874995,2,2,[0.],[0.],[0.],[0.],[0.]
11-06-21-884996,2,2,[0.],[0.],[0.],[0.],[0.]
11-06-21-896030,2,2,[0.],[0.],[0.],[0.],[0.]
11-06-21-905994,2,2,[0.],[0.],[0.],[0.],[0.]
11-06-21-914995,2,2,[0.],[0.],[0.],[0.],[0.]
11-06-21-925002,2,2,[0.],[0.],[0.],[0.],[0.]
11-06-21-935038,2,2,[0.],[0.],[0.],[0.],[0.]
11-06-21-945228,2,2,[0.],[0.],[0.],[0.],[0.]
11-06-21-955231,2,2,[0.],[0.],[0.],[0.],[0.]
11-06-21-967227,2,2,[0.],[0.],[0.],[0.],[0.]
11-06-21-975229,2,2,[0.],[0.],[0.],[0.],[0.]
11-06-21-986227,2,2,[0.],[0.],[0.],[0.],[0.]
