time,index,ankle_angle,ankle_angle,ankle_angle,imu_ang_vel,imu_ang_vel,imu_ang_vel
13-34-41-357724,4.1 0,4.1 0,[0.],[0.],[0.],[0.],[3.0, -3.0, -137.2]
13-34-41-367721,4.1 0,4.1 0,[0.],[0.],[0.],[0.],[3.0, -3.0, -137.2]
13-34-41-377722,4.1 0,4.1 0,[0.],[0.],[0.],[0.],[3.0, -3.0, -137.2]
13-34-41-387725,4.1 0,4.1 0,[0.],[0.],[0.],[0.],[3.0, -3.0, -137.2]
13-34-41-397724,4.1 0,4.1 0,[0.],[0.],[0.],[0.],[2.0, -4.0, -135.24]
13-34-41-407240,4.1 0,4.1 0,[0.],[0.],[0.],[0.],[2.0, -4.0, -135.24]
13-34-41-418239,4.1 0,4.1 0,[0.],[0.],[0.],[0.],[2.0, -4.0, -135.24]
13-34-41-429239,4.1 0,4.1 0,[0.],[0.],[0.],[0.],[2.0, -4.0, -135.24]
13-34-41-437240,4.1 0,4.1 0,[0.],[0.],[0.],[0.],[2.0, -4.0, -135.24]
13-34-41-447241,4.1 0,4.1 0,[0.],[0.],[0.],[0.],[2.0, -4.0, -135.24]
13-34-41-458238,4.1 0,4.1 0,[0.],[0.],[0.],[0.],[2.0, -4.0, -135.24]
13-34-41-468241,4.1 0,4.1 0,[0.],[0.],[0.],[0.],[2.0, -4.0, -135.24]
13-34-41-477242,4.1 0,4.1 0,[0.],[0.],[0.],[0.],[2.0, -4.0, -135.24]
13-34-41-488247,4.1 0,4.1 0,[0.],[0.],[0.],[0.],[2.0, -4.0, -135.24]
13-34-41-498245,4.1 0,4.1 0,[0.],[0.],[0.],[0.],[2.0, -4.0, -137.2]
13-34-41-507758,4.1 0,4.1 0,[0.],[0.],[0.],[0.],[2.0, -4.0, -137.2]
13-34-41-517759,4.1 0,4.1 0,[0.],[0.],[0.],[0.],[2.0, -4.0, -137.2]
13-34-41-528758,4.1 0,4.1 0,[0.],[0.],[0.],[0.],[2.0, -4.0, -137.2]
13-34-41-536762,4.1 0,4.1 0,[0.],[0.],[0.],[0.],[2.0, -4.0, -137.2]
13-34-41-546795,4.1 0,4.1 0,[0.],[0.],[0.],[0.],[2.0, -4.0, -135.24]
13-34-41-557761,4.1 0,4.1 0,[0.],[0.],[0.],[0.],[2.0, -4.0, -135.24]
13-34-41-566761,4.1 0,4.1 0,[0.],[0.],[0.],[0.],[2.0, -4.0, -135.24]
13-34-41-576796,4.1 0,4.1 0,[0.],[0.],[0.],[0.],[2.0, -4.0, -135.24]
13-34-41-586800,4.1 0,4.1 0,[0.],[0.],[0.],[0.],[2.0, -4.0, -135.24]
13-34-41-596843,4.1 0,4.1 0,[0.],[0.],[0.],[0.],[2.0, -4.0, -135.24]
13-34-41-607356,4.1 0,4.1 0,[0.],[0.],[0.],[0.],[2.0, -4.0, -135.24]
13-34-41-618355,4.1 0,4.1 0,[0.],[0.],[0.],[0.],[2.0, -4.0, -135.24]
13-34-41-627359,4.1 0,4.1 0,[0.],[0.],[0.],[0.],[2.0, -4.0, -135.24]
13-34-41-638355,4.1 0,4.1 0,[0.],[0.],[0.],[0.],[2.0, -4.0, -135.24]
13-34-41-647355,4.1 0,4.1 0,[0.],[0.],[0.],[0.],[3.0, -3.0, -135.24]
13-34-41-657393,4.1 0,4.1 0,[0.],[0.],[0.],[0.],[3.0, -3.0, -135.24]
13-34-41-668356,4.1 0,4.1 0,[0.],[0.],[0.],[0.],[3.0, -3.0, -135.24]
13-34-41-678393,4.1 0,4.1 0,[0.],[0.],[0.],[0.],[3.0, -3.0, -135.24]
13-34-41-687393,4.1 0,4.1 0,[0.],[0.],[0.],[0.],[3.0, -3.0, -135.24]
13-34-41-697399,4.1 0,4.1 0,[0.],[0.],[0.],[0.],[3.0, -3.0, -135.24]
13-34-41-707994,4.1 0,4.1 0,[0.],[0.],[0.],[0.],[3.0, -4.0, -135.24]
13-34-41-717029,4.1 0,4.1 0,[0.],[0.],[0.],[0.],[3.0, -4.0, -135.24]
13-34-41-728038,4.1 0,4.1 0,[0.],[0.],[0.],[0.],[3.0, -4.0, -135.24]
13-34-41-737993,4.1 0,4.1 0,[0.],[0.],[0.],[0.],[3.0, -4.0, -135.24]
13-34-41-747993,4.1 0,4.1 0,[0.],[0.],[0.],[0.],[3.0, -3.0, -135.24]
13-34-41-756993,4.1 0,4.1 0,[0.],[0.],[0.],[0.],[3.0, -3.0, -135.24]
13-34-41-767026,4.1 0,4.1 0,[0.],[0.],[0.],[0.],[3.0, -3.0, -135.24]
13-34-41-776995,4.1 0,4.1 0,[0.],[0.],[0.],[0.],[3.0, -3.0, -135.24]
13-34-41-787030,4.1 0,4.1 0,[0.],[0.],[0.],[0.],[3.0, -3.0, -135.24]
13-34-41-798036,4.1 0,4.1 0,[0.],[0.],[0.],[0.],[3.0, -3.0, -135.24]
13-34-41-807557,4.1 0,4.1 0,[0.],[0.],[0.],[0.],[3.0, -3.0, -135.24]
13-34-41-817556,4.1 0,4.1 0,[0.],[0.],[0.],[0.],[2.0, -4.0, -135.24]
13-34-41-826588,4.1 0,4.1 0,[0.],[0.],[0.],[0.],[2.0, -4.0, -135.24]
13-34-41-837553,4.1 0,4.1 0,[0.],[0.],[0.],[0.],[2.0, -4.0, -135.24]
13-34-41-847552,4.1 0,4.1 0,[0.],[0.],[0.],[0.],[2.0, -4.0, -135.24]
13-34-41-856553,4.1 0,4.1 0,[0.],[0.],[0.],[0.],[2.0, -4.0, -135.24]
13-34-41-867551,4.1 0,4.1 0,[0.],[0.],[0.],[0.],[2.0, -4.0, -135.24]
13-34-41-876556,4.1 0,4.1 0,[0.],[0.],[0.],[0.],[2.0, -4.0, -135.24]
13-34-41-886556,4.1 0,4.1 0,[0.],[0.],[0.],[0.],[2.0, -4.0, -135.24]
13-34-41-896599,4.1 0,4.1 0,[0.],[0.],[0.],[0.],[2.0, -4.0, -135.24]
13-34-41-906704,4.1 0,4.1 0,[0.],[0.],[0.],[0.],[2.0, -4.0, -135.24]
13-34-41-917668,4.1 0,4.1 0,[0.],[0.],[0.],[0.],[2.0, -4.0, -135.24]
13-34-41-926703,4.1 0,4.1 0,[0.],[0.],[0.],[0.],[2.0, -4.0, -135.24]
13-34-41-936703,4.1 0,4.1 0,[0.],[0.],[0.],[0.],[2.0, -4.0, -135.24]
13-34-41-947664,4.1 0,4.1 0,[0.],[0.],[0.],[0.],[2.0, -4.0, -135.24]
13-34-41-956665,4.1 0,4.1 0,[0.],[0.],[0.],[0.],[3.0, -4.0, -135.24]
13-34-41-967665,4.1 0,4.1 0,[0.],[0.],[0.],[0.],[3.0, -4.0, -135.24]
13-34-41-976701,4.1 0,4.1 0,[0.],[0.],[0.],[0.],[3.0, -4.0, -135.24]
13-34-41-987700,4.1 0,4.1 0,[0.],[0.],[0.],[0.],[3.0, -4.0, -135.24]
13-34-41-996711,4.1 0,4.1 0,[0.],[0.],[0.],[0.],[3.0, -4.0, -135.24]
13-34-42-007222,4.1 0,4.1 0,[0.],[0.],[0.],[0.],[3.0, -4.0, -135.24]
13-34-42-018221,4.1 0,4.1 0,[0.],[0.],[0.],[0.],[3.0, -4.0, -135.24]
13-34-42-027222,4.1 0,4.1 0,[0.],[0.],[0.],[0.],[3.0, -4.0, -135.24]
13-34-42-038220,4.1 0,4.1 0,[0.],[0.],[0.],[0.],[3.0, -4.0, -135.24]
13-34-42-048220,4.1 0,4.1 0,[0.],[0.],[0.],[0.],[3.0, -4.0, -135.24]
13-34-42-058220,7.6 0,7.6 0,[0.],[0.],[0.],[0.],[3.0, -4.0, -135.24]
13-34-42-068220,7.6 0,7.6 0,[0.],[0.],[0.],[0.],[2.0, -4.0, -135.24]
13-34-42-079223,7.6 0,7.6 0,[0.],[0.],[0.],[0.],[2.0, -4.0, -135.24]
13-34-42-088227,7.6 0,7.6 0,[0.],[0.],[0.],[0.],[2.0, -4.0, -135.24]
13-34-42-098231,7.6 0,7.6 0,[0.],[0.],[0.],[0.],[2.0, -4.0, -135.24]
13-34-42-107755,7.6 0,7.6 0,[0.],[0.],[0.],[0.],[2.0, -4.0, -135.24]
13-34-42-117755,7.6 0,7.6 0,[0.],[0.],[0.],[0.],[2.0, -4.0, -135.24]
13-34-42-127751,7.6 0,7.6 0,[0.],[0.],[0.],[0.],[2.0, -4.0, -135.24]
13-34-42-136755,7.6 0,7.6 0,[0.],[0.],[0.],[0.],[2.0, -4.0, -135.24]
13-34-42-146789,7.6 0,7.6 0,[0.],[0.],[0.],[0.],[2.0, -4.0, -135.24]
13-34-42-156787,7.6 0,7.6 0,[0.],[0.],[0.],[0.],[2.0, -4.0, -135.24]
13-34-42-166785,7.6 0,7.6 0,[0.],[0.],[0.],[0.],[2.0, -4.0, -135.24]
13-34-42-177753,7.6 0,7.6 0,[0.],[0.],[0.],[0.],[2.0, -4.0, -135.24]
13-34-42-187750,7.6 0,7.6 0,[0.],[0.],[0.],[0.],[2.0, -4.0, -135.24]
13-34-42-197754,7.6 0,7.6 0,[0.],[0.],[0.],[0.],[2.0, -4.0, -135.24]
13-34-42-207273,7.6 0,7.6 0,[0.],[0.],[0.],[0.],[2.0, -4.0, -135.24]
13-34-42-218271,7.6 0,7.6 0,[0.],[0.],[0.],[0.],[2.0, -4.0, -135.24]
13-34-42-228271,7.6 0,7.6 0,[0.],[0.],[0.],[0.],[2.0, -4.0, -135.24]
13-34-42-237307,7.6 0,7.6 0,[0.],[0.],[0.],[0.],[2.0, -4.0, -135.24]
13-34-42-248272,7.6 0,7.6 0,[0.],[0.],[0.],[0.],[2.0, -4.0, -135.24]
13-34-42-257307,7.6 0,7.6 0,[0.],[0.],[0.],[0.],[2.0, -4.0, -135.24]
13-34-42-267309,7.6 0,7.6 0,[0.],[0.],[0.],[0.],[3.0, -4.0, -137.2]
13-34-42-277310,7.6 0,7.6 0,[0.],[0.],[0.],[0.],[3.0, -4.0, -137.2]
13-34-42-288277,7.6 0,7.6 0,[0.],[0.],[0.],[0.],[3.0, -4.0, -137.2]
13-34-42-298279,7.6 0,7.6 0,[0.],[0.],[0.],[0.],[3.0, -4.0, -137.2]
13-34-42-307790,7.6 0,7.6 0,[0.],[0.],[0.],[0.],[3.0, -4.0, -137.2]
13-34-42-316791,7.6 0,7.6 0,[0.],[0.],[0.],[0.],[3.0, -4.0, -137.2]
13-34-42-327791,7.6 0,7.6 0,[0.],[0.],[0.],[0.],[2.0, -4.0, -135.24]
13-34-42-336792,7.6 0,7.6 0,[0.],[0.],[0.],[0.],[2.0, -4.0, -135.24]
13-34-42-346792,7.6 0,7.6 0,[0.],[0.],[0.],[0.],[2.0, -4.0, -135.24]
13-34-42-357298,7.6 0,7.6 0,[0.],[0.],[0.],[0.],[2.0, -4.0, -135.24]
13-34-42-367298,7.6 0,7.6 0,[0.],[0.],[0.],[0.],[2.0, -4.0, -135.24]
13-34-42-377301,7.6 0,7.6 0,[0.],[0.],[0.],[0.],[2.0, -4.0, -135.24]
13-34-42-387298,7.6 0,7.6 0,[0.],[0.],[0.],[0.],[2.0, -4.0, -135.24]
13-34-42-398307,7.6 0,7.6 0,[0.],[0.],[0.],[0.],[2.0, -4.0, -135.24]
13-34-42-407817,7.6 0,7.6 0,[0.],[0.],[0.],[0.],[2.0, -4.0, -135.24]
13-34-42-416820,7.6 0,7.6 0,[0.],[0.],[0.],[0.],[2.0, -4.0, -135.24]
13-34-42-426820,7.6 0,7.6 0,[0.],[0.],[0.],[0.],[2.0, -4.0, -135.24]
13-34-42-436851,7.6 0,7.6 0,[0.],[0.],[0.],[0.],[3.0, -4.0, -137.2]
13-34-42-446853,7.6 0,7.6 0,[0.],[0.],[0.],[0.],[3.0, -4.0, -137.2]
13-34-42-456818,7.6 0,7.6 0,[0.],[0.],[0.],[0.],[3.0, -4.0, -137.2]
13-34-42-467815,7.6 0,7.6 0,[0.],[0.],[0.],[0.],[3.0, -4.0, -137.2]
13-34-42-477818,7.6 0,7.6 0,[0.],[0.],[0.],[0.],[3.0, -4.0, -137.2]
13-34-42-486822,7.6 0,7.6 0,[0.],[0.],[0.],[0.],[3.0, -4.0, -137.2]
13-34-42-496827,7.6 0,7.6 0,[0.],[0.],[0.],[0.],[3.0, -4.0, -137.2]
13-34-42-507341,7.6 0,7.6 0,[0.],[0.],[0.],[0.],[3.0, -4.0, -137.2]
13-34-42-518345,7.6 0,7.6 0,[0.],[0.],[0.],[0.],[3.0, -4.0, -137.2]
13-34-42-527344,7.6 0,7.6 0,[0.],[0.],[0.],[0.],[3.0, -4.0, -137.2]
13-34-42-538342,7.6 0,7.6 0,[0.],[0.],[0.],[0.],[3.0, -4.0, -137.2]
13-34-42-547377,7.6 0,7.6 0,[0.],[0.],[0.],[0.],[3.0, -4.0, -137.2]
13-34-42-557344,7.6 0,7.6 0,[0.],[0.],[0.],[0.],[3.0, -4.0, -137.2]
13-34-42-568348,7.6 0,7.6 0,[0.],[0.],[0.],[0.],[3.0, -4.0, -137.2]
13-34-42-578342,7.6 0,7.6 0,[0.],[0.],[0.],[0.],[3.0, -4.0, -137.2]
13-34-42-588349,7.6 0,7.6 0,[0.],[0.],[0.],[0.],[3.0, -4.0, -135.24]
13-34-42-597384,7.6 0,7.6 0,[0.],[0.],[0.],[0.],[3.0, -4.0, -135.24]
13-34-42-607895,7.6 0,7.6 0,[0.],[0.],[0.],[0.],[3.0, -4.0, -135.24]
13-34-42-617895,7.6 0,7.6 0,[0.],[0.],[0.],[0.],[3.0, -4.0, -135.24]
13-34-42-626897,7.6 0,7.6 0,[0.],[0.],[0.],[0.],[3.0, -4.0, -135.24]
13-34-42-637900,7.6 0,7.6 0,[0.],[0.],[0.],[0.],[3.0, -4.0, -135.24]
13-34-42-647897,7.6 0,7.6 0,[0.],[0.],[0.],[0.],[3.0, -4.0, -135.24]
13-34-42-656897,7.6 0,7.6 0,[0.],[0.],[0.],[0.],[3.0, -4.0, -135.24]
13-34-42-668906,7.6 0,7.6 0,[0.],[0.],[0.],[0.],[3.0, -4.0, -135.24]
13-34-42-677897,7.6 0,7.6 0,[0.],[0.],[0.],[0.],[3.0, -4.0, -135.24]
13-34-42-687900,7.6 0,7.6 0,[0.],[0.],[0.],[0.],[2.0, -3.0, -135.24]
13-34-42-696904,7.6 0,7.6 0,[0.],[0.],[0.],[0.],[2.0, -3.0, -135.24]
13-34-42-707420,7.6 0,7.6 0,[0.],[0.],[0.],[0.],[2.0, -3.0, -135.24]
13-34-42-718420,7.6 0,7.6 0,[0.],[0.],[0.],[0.],[2.0, -3.0, -135.24]
13-34-42-728419,7.6 0,7.6 0,[0.],[0.],[0.],[0.],[2.0, -3.0, -135.24]
13-34-42-737420,7.6 0,7.6 0,[0.],[0.],[0.],[0.],[2.0, -3.0, -135.24]
13-34-42-748418,7.6 0,7.6 0,[0.],[0.],[0.],[0.],[2.0, -4.0, -135.24]
13-34-42-758418,7.6 0,7.6 0,[0.],[0.],[0.],[0.],[2.0, -4.0, -135.24]
13-34-42-768420,7.6 0,7.6 0,[0.],[0.],[0.],[0.],[2.0, -4.0, -135.24]
13-34-42-777419,7.6 0,7.6 0,[0.],[0.],[0.],[0.],[2.0, -4.0, -135.24]
13-34-42-788424,7.6 0,7.6 0,[0.],[0.],[0.],[0.],[3.0, -4.0, -135.24]
13-34-42-798424,7.6 0,7.6 0,[0.],[0.],[0.],[0.],[3.0, -4.0, -135.24]
13-34-42-807939,7.6 0,7.6 0,[0.],[0.],[0.],[0.],[3.0, -4.0, -135.24]
13-34-42-817939,7.6 0,7.6 0,[0.],[0.],[0.],[0.],[3.0, -4.0, -135.24]
13-34-42-827939,7.6 0,7.6 0,[0.],[0.],[0.],[0.],[3.0, -4.0, -135.24]
13-34-42-837938,7.6 0,7.6 0,[0.],[0.],[0.],[0.],[3.0, -4.0, -135.24]
13-34-42-846940,7.6 0,7.6 0,[0.],[0.],[0.],[0.],[3.0, -4.0, -137.2]
13-34-42-857938,7.6 0,7.6 0,[0.],[0.],[0.],[0.],[3.0, -4.0, -137.2]
13-34-42-866943,7.6 0,7.6 0,[0.],[0.],[0.],[0.],[3.0, -4.0, -137.2]
13-34-42-876976,7.6 0,7.6 0,[0.],[0.],[0.],[0.],[3.0, -4.0, -137.2]
13-34-42-886598,7.6 0,7.6 0,[0.],[0.],[0.],[0.],[3.0, -4.0, -137.2]
13-34-42-896603,7.6 0,7.6 0,[0.],[0.],[0.],[0.],[3.0, -4.0, -137.2]
13-34-42-907117,7.6 0,7.6 0,[0.],[0.],[0.],[0.],[3.0, -4.0, -137.2]
13-34-42-918116,7.6 0,7.6 0,[0.],[0.],[0.],[0.],[3.0, -4.0, -137.2]
