time,index,ankle_angle,ankle_angle,ankle_angle,imu_ang_vel,imu_ang_vel,imu_ang_vel
16-48-05,4,4,[0.],[0.],[0.],[0.],[0.]
16-48-05,4,4,[0.],[0.],[0.],[0.],[0.]
16-48-05,4,4,[0.],[0.],[0.],[0.],[0.]
16-48-05,4,4,[0.],[0.],[0.],[0.],[0.]
16-48-05,4,4,[0.],[0.],[0.],[0.],[0.]
16-48-05,4,4,[0.],[0.],[0.],[0.],[0.]
16-48-05,4,4,[0.],[0.],[0.],[0.],[0.]
16-48-05,3,3,[0.],[0.],[0.],[0.],[0.]
16-48-05,3,3,[0.],[0.],[0.],[0.],[0.]
16-48-05,3,3,[0.],[0.],[0.],[0.],[0.]
16-48-05,3,3,[0.],[0.],[0.],[0.],[0.]
16-48-05,3,3,[0.],[0.],[0.],[0.],[0.]
16-48-05,3,3,[0.],[0.],[0.],[0.],[0.]
16-48-05,3,3,[0.],[0.],[0.],[0.],[0.]
16-48-05,3,3,[0.],[0.],[0.],[0.],[0.]
16-48-05,3,3,[0.],[0.],[0.],[0.],[0.]
16-48-05,3,3,[0.],[0.],[0.],[0.],[0.]
16-48-05,3,3,[0.],[0.],[0.],[0.],[0.]
16-48-05,3,3,[0.],[0.],[0.],[0.],[0.]
16-48-05,3,3,[0.],[0.],[0.],[0.],[0.]
16-48-05,3,3,[0.],[0.],[0.],[0.],[0.]
16-48-05,3,3,[0.],[0.],[0.],[0.],[0.]
16-48-05,3,3,[0.],[0.],[0.],[0.],[0.]
16-48-05,3,3,[0.],[0.],[0.],[0.],[0.]
16-48-05,3,3,[0.],[0.],[0.],[0.],[0.]
16-48-05,3,3,[0.],[0.],[0.],[0.],[0.]
16-48-05,3,3,[0.],[0.],[0.],[0.],[0.]
16-48-05,3,3,[0.],[0.],[0.],[0.],[0.]
16-48-05,3,3,[0.],[0.],[0.],[0.],[0.]
16-48-05,3,3,[0.],[0.],[0.],[0.],[0.]
16-48-05,3,3,[0.],[0.],[0.],[0.],[0.]
16-48-05,3,3,[0.],[0.],[0.],[0.],[0.]
16-48-05,3,3,[0.],[0.],[0.],[0.],[0.]
16-48-05,3,3,[0.],[0.],[0.],[0.],[0.]
16-48-06,3,3,[0.],[0.],[0.],[0.],[0.]
16-48-06,3,3,[0.],[0.],[0.],[0.],[0.]
16-48-06,3,3,[0.],[0.],[0.],[0.],[0.]
16-48-06,3,3,[0.],[0.],[0.],[0.],[0.]
16-48-06,3,3,[0.],[0.],[0.],[0.],[0.]
16-48-06,3,3,[0.],[0.],[0.],[0.],[0.]
16-48-06,3,3,[0.],[0.],[0.],[0.],[0.]
16-48-06,3,3,[0.],[0.],[0.],[0.],[0.]
16-48-06,3,3,[0.],[0.],[0.],[0.],[0.]
16-48-06,3,3,[0.],[0.],[0.],[0.],[0.]
16-48-06,3,3,[0.],[0.],[0.],[0.],[0.]
16-48-06,3,3,[0.],[0.],[0.],[0.],[0.]
16-48-06,3,3,[0.],[0.],[0.],[0.],[0.]
16-48-06,3,3,[0.],[0.],[0.],[0.],[0.]
16-48-06,3,3,[0.],[0.],[0.],[0.],[0.]
16-48-06,3,3,[0.],[0.],[0.],[0.],[0.]
16-48-06,3,3,[0.],[0.],[0.],[0.],[0.]
16-48-06,3,3,[0.],[0.],[0.],[0.],[0.]
16-48-06,3,3,[0.],[0.],[0.],[0.],[0.]
16-48-06,3,3,[0.],[0.],[0.],[0.],[0.]
16-48-06,3,3,[0.],[0.],[0.],[0.],[0.]
16-48-06,3,3,[0.],[0.],[0.],[0.],[0.]
16-48-06,3,3,[0.],[0.],[0.],[0.],[0.]
16-48-06,3,3,[0.],[0.],[0.],[0.],[0.]
16-48-06,3,3,[0.],[0.],[0.],[0.],[0.]
16-48-06,3,3,[0.],[0.],[0.],[0.],[0.]
16-48-06,3,3,[0.],[0.],[0.],[0.],[0.]
16-48-06,3,3,[0.],[0.],[0.],[0.],[0.]
16-48-06,3,3,[0.],[0.],[0.],[0.],[0.]
16-48-06,3,3,[0.],[0.],[0.],[0.],[0.]
16-48-06,3,3,[0.],[0.],[0.],[0.],[0.]
16-48-06,3,3,[0.],[0.],[0.],[0.],[0.]
16-48-06,3,3,[0.],[0.],[0.],[0.],[0.]
16-48-06,3,3,[0.],[0.],[0.],[0.],[0.]
16-48-06,3,3,[0.],[0.],[0.],[0.],[0.]
16-48-06,3,3,[0.],[0.],[0.],[0.],[0.]
16-48-06,3,3,[0.],[0.],[0.],[0.],[0.]
16-48-06,3,3,[0.],[0.],[0.],[0.],[0.]
16-48-06,3,3,[0.],[0.],[0.],[0.],[0.]
16-48-06,3,3,[0.],[0.],[0.],[0.],[0.]
16-48-06,3,3,[0.],[0.],[0.],[0.],[0.]
16-48-06,3,3,[0.],[0.],[0.],[0.],[0.]
16-48-06,3,3,[0.],[0.],[0.],[0.],[0.]
16-48-06,3,3,[0.],[0.],[0.],[0.],[0.]
16-48-06,3,3,[0.],[0.],[0.],[0.],[0.]
16-48-06,3,3,[0.],[0.],[0.],[0.],[0.]
16-48-06,3,3,[0.],[0.],[0.],[0.],[0.]
16-48-06,3,3,[0.],[0.],[0.],[0.],[0.]
16-48-06,3,3,[0.],[0.],[0.],[0.],[0.]
16-48-06,3,3,[0.],[0.],[0.],[0.],[0.]
16-48-06,3,3,[0.],[0.],[0.],[0.],[0.]
16-48-06,3,3,[0.],[0.],[0.],[0.],[0.]
16-48-06,3,3,[0.],[0.],[0.],[0.],[0.]
16-48-06,3,3,[0.],[0.],[0.],[0.],[0.]
16-48-06,3,3,[0.],[0.],[0.],[0.],[0.]
16-48-06,3,3,[0.],[0.],[0.],[0.],[0.]
16-48-06,3,3,[0.],[0.],[0.],[0.],[0.]
16-48-06,3,3,[0.],[0.],[0.],[0.],[0.]
16-48-06,3,3,[0.],[0.],[0.],[0.],[0.]
16-48-06,3,3,[0.],[0.],[0.],[0.],[0.]
16-48-06,3,3,[0.],[0.],[0.],[0.],[0.]
16-48-06,3,3,[0.],[0.],[0.],[0.],[0.]
16-48-06,3,3,[0.],[0.],[0.],[0.],[0.]
16-48-06,3,3,[0.],[0.],[0.],[0.],[0.]
16-48-06,3,3,[0.],[0.],[0.],[0.],[0.]
16-48-06,3,3,[0.],[0.],[0.],[0.],[0.]
16-48-06,3,3,[0.],[0.],[0.],[0.],[0.]
16-48-06,3,3,[0.],[0.],[0.],[0.],[0.]
16-48-06,3,3,[0.],[0.],[0.],[0.],[0.]
16-48-06,3,3,[0.],[0.],[0.],[0.],[0.]
16-48-06,3,3,[0.],[0.],[0.],[0.],[0.]
16-48-06,3,3,[0.],[0.],[0.],[0.],[0.]
16-48-06,3,3,[0.],[0.],[0.],[0.],[0.]
16-48-06,3,3,[0.],[0.],[0.],[0.],[0.]
16-48-06,3,3,[0.],[0.],[0.],[0.],[0.]
16-48-06,3,3,[0.],[0.],[0.],[0.],[0.]
16-48-06,3,3,[0.],[0.],[0.],[0.],[0.]
16-48-06,3,3,[0.],[0.],[0.],[0.],[0.]
16-48-06,3,3,[0.],[0.],[0.],[0.],[0.]
16-48-06,3,3,[0.],[0.],[0.],[0.],[0.]
16-48-06,3,3,[0.],[0.],[0.],[0.],[0.]
16-48-06,3,3,[0.],[0.],[0.],[0.],[0.]
16-48-06,3,3,[0.],[0.],[0.],[0.],[0.]
16-48-06,3,3,[0.],[0.],[0.],[0.],[0.]
16-48-06,3,3,[0.],[0.],[0.],[0.],[0.]
16-48-06,3,3,[0.],[0.],[0.],[0.],[0.]
16-48-06,3,3,[0.],[0.],[0.],[0.],[0.]
16-48-06,3,3,[0.],[0.],[0.],[0.],[0.]
16-48-06,3,3,[0.],[0.],[0.],[0.],[0.]
16-48-06,3,3,[0.],[0.],[0.],[0.],[0.]
16-48-06,3,3,[0.],[0.],[0.],[0.],[0.]
16-48-06,3,3,[0.],[0.],[0.],[0.],[0.]
16-48-06,3,3,[0.],[0.],[0.],[0.],[0.]
16-48-06,3,3,[0.],[0.],[0.],[0.],[0.]
16-48-06,3,3,[0.],[0.],[0.],[0.],[0.]
16-48-06,3,3,[0.],[0.],[0.],[0.],[0.]
16-48-06,3,3,[0.],[0.],[0.],[0.],[0.]
16-48-06,3,3,[0.],[0.],[0.],[0.],[0.]
16-48-06,3,3,[0.],[0.],[0.],[0.],[0.]
16-48-06,3,3,[0.],[0.],[0.],[0.],[0.]
16-48-07,3,3,[0.],[0.],[0.],[0.],[0.]
16-48-07,3,3,[0.],[0.],[0.],[0.],[0.]
16-48-07,3,3,[0.],[0.],[0.],[0.],[0.]
16-48-07,3,3,[0.],[0.],[0.],[0.],[0.]
16-48-07,3,3,[0.],[0.],[0.],[0.],[0.]
16-48-07,3,3,[0.],[0.],[0.],[0.],[0.]
16-48-07,3,3,[0.],[0.],[0.],[0.],[0.]
16-48-07,3,3,[0.],[0.],[0.],[0.],[0.]
16-48-07,3,3,[0.],[0.],[0.],[0.],[0.]
16-48-07,3,3,[0.],[0.],[0.],[0.],[0.]
16-48-07,3,3,[0.],[0.],[0.],[0.],[0.]
