time,index,ankle_angle,ankle_angle,ankle_angle,imu_ang_vel,imu_ang_vel,imu_ang_vel
16-47-59,2,2,[0.],[0.],[0.],[0.],[0.]
16-47-59,2,2,[0.],[0.],[0.],[0.],[0.]
16-47-59,2,2,[0.],[0.],[0.],[0.],[0.]
16-47-59,2,2,[0.],[0.],[0.],[0.],[0.]
16-47-59,2,2,[0.],[0.],[0.],[0.],[0.]
16-47-59,2,2,[0.],[0.],[0.],[0.],[0.]
16-47-59,2,2,[0.],[0.],[0.],[0.],[0.]
16-47-59,2,2,[0.],[0.],[0.],[0.],[0.]
16-47-59,2,2,[0.],[0.],[0.],[0.],[0.]
16-47-59,2,2,[0.],[0.],[0.],[0.],[0.]
16-47-59,2,2,[0.],[0.],[0.],[0.],[0.]
16-47-59,2,2,[0.],[0.],[0.],[0.],[0.]
16-47-59,2,2,[0.],[0.],[0.],[0.],[0.]
16-47-59,2,2,[0.],[0.],[0.],[0.],[0.]
16-47-59,2,2,[0.],[0.],[0.],[0.],[0.]
16-47-59,2,2,[0.],[0.],[0.],[0.],[0.]
16-47-59,2,2,[0.],[0.],[0.],[0.],[0.]
16-47-59,2,2,[0.],[0.],[0.],[0.],[0.]
16-47-59,2,2,[0.],[0.],[0.],[0.],[0.]
16-47-59,2,2,[0.],[0.],[0.],[0.],[0.]
16-47-59,2,2,[0.],[0.],[0.],[0.],[0.]
16-47-59,2,2,[0.],[0.],[0.],[0.],[0.]
16-47-59,2,2,[0.],[0.],[0.],[0.],[0.]
16-47-59,2,2,[0.],[0.],[0.],[0.],[0.]
16-47-59,2,2,[0.],[0.],[0.],[0.],[0.]
16-47-59,2,2,[0.],[0.],[0.],[0.],[0.]
16-47-59,2,2,[0.],[0.],[0.],[0.],[0.]
16-47-59,2,2,[0.],[0.],[0.],[0.],[0.]
16-47-59,2,2,[0.],[0.],[0.],[0.],[0.]
16-47-59,2,2,[0.],[0.],[0.],[0.],[0.]
16-47-59,2,2,[0.],[0.],[0.],[0.],[0.]
16-47-59,2,2,[0.],[0.],[0.],[0.],[0.]
16-47-59,2,2,[0.],[0.],[0.],[0.],[0.]
16-47-59,2,2,[0.],[0.],[0.],[0.],[0.]
16-47-59,2,2,[0.],[0.],[0.],[0.],[0.]
16-47-59,2,2,[0.],[0.],[0.],[0.],[0.]
16-47-59,2,2,[0.],[0.],[0.],[0.],[0.]
16-47-59,2,2,[0.],[0.],[0.],[0.],[0.]
16-47-59,2,2,[0.],[0.],[0.],[0.],[0.]
16-47-59,2,2,[0.],[0.],[0.],[0.],[0.]
16-47-59,2,2,[0.],[0.],[0.],[0.],[0.]
16-47-59,2,2,[0.],[0.],[0.],[0.],[0.]
16-47-59,2,2,[0.],[0.],[0.],[0.],[0.]
16-47-59,2,2,[0.],[0.],[0.],[0.],[0.]
16-47-59,2,2,[0.],[0.],[0.],[0.],[0.]
16-47-59,2,2,[0.],[0.],[0.],[0.],[0.]
16-47-59,2,2,[0.],[0.],[0.],[0.],[0.]
16-47-59,2,2,[0.],[0.],[0.],[0.],[0.]
16-47-59,2,2,[0.],[0.],[0.],[0.],[0.]
16-47-59,2,2,[0.],[0.],[0.],[0.],[0.]
16-47-59,2,2,[0.],[0.],[0.],[0.],[0.]
16-47-59,2,2,[0.],[0.],[0.],[0.],[0.]
16-47-59,2,2,[0.],[0.],[0.],[0.],[0.]
16-47-59,2,2,[0.],[0.],[0.],[0.],[0.]
16-47-59,2,2,[0.],[0.],[0.],[0.],[0.]
16-47-59,2,2,[0.],[0.],[0.],[0.],[0.]
16-47-59,2,2,[0.],[0.],[0.],[0.],[0.]
16-47-59,2,2,[0.],[0.],[0.],[0.],[0.]
16-47-59,2,2,[0.],[0.],[0.],[0.],[0.]
16-47-59,2,2,[0.],[0.],[0.],[0.],[0.]
16-47-59,2,2,[0.],[0.],[0.],[0.],[0.]
16-47-59,2,2,[0.],[0.],[0.],[0.],[0.]
16-47-59,2,2,[0.],[0.],[0.],[0.],[0.]
16-47-59,2,2,[0.],[0.],[0.],[0.],[0.]
16-47-59,2,2,[0.],[0.],[0.],[0.],[0.]
16-47-59,2,2,[0.],[0.],[0.],[0.],[0.]
16-47-59,2,2,[0.],[0.],[0.],[0.],[0.]
16-47-59,2,2,[0.],[0.],[0.],[0.],[0.]
16-47-59,2,2,[0.],[0.],[0.],[0.],[0.]
16-47-59,2,2,[0.],[0.],[0.],[0.],[0.]
16-48-00,2,2,[0.],[0.],[0.],[0.],[0.]
16-48-00,2,2,[0.],[0.],[0.],[0.],[0.]
16-48-00,2,2,[0.],[0.],[0.],[0.],[0.]
16-48-00,2,2,[0.],[0.],[0.],[0.],[0.]
16-48-00,2,2,[0.],[0.],[0.],[0.],[0.]
16-48-00,2,2,[0.],[0.],[0.],[0.],[0.]
16-48-00,2,2,[0.],[0.],[0.],[0.],[0.]
16-48-00,2,2,[0.],[0.],[0.],[0.],[0.]
16-48-00,2,2,[0.],[0.],[0.],[0.],[0.]
16-48-00,2,2,[0.],[0.],[0.],[0.],[0.]
16-48-00,2,2,[0.],[0.],[0.],[0.],[0.]
16-48-00,2,2,[0.],[0.],[0.],[0.],[0.]
16-48-00,2,2,[0.],[0.],[0.],[0.],[0.]
16-48-00,2,2,[0.],[0.],[0.],[0.],[0.]
16-48-00,2,2,[0.],[0.],[0.],[0.],[0.]
16-48-00,2,2,[0.],[0.],[0.],[0.],[0.]
16-48-00,2,2,[0.],[0.],[0.],[0.],[0.]
16-48-00,2,2,[0.],[0.],[0.],[0.],[0.]
16-48-00,2,2,[0.],[0.],[0.],[0.],[0.]
16-48-00,2,2,[0.],[0.],[0.],[0.],[0.]
16-48-00,2,2,[0.],[0.],[0.],[0.],[0.]
16-48-00,2,2,[0.],[0.],[0.],[0.],[0.]
16-48-00,2,2,[0.],[0.],[0.],[0.],[0.]
16-48-00,2,2,[0.],[0.],[0.],[0.],[0.]
16-48-00,2,2,[0.],[0.],[0.],[0.],[0.]
16-48-00,2,2,[0.],[0.],[0.],[0.],[0.]
16-48-00,2,2,[0.],[0.],[0.],[0.],[0.]
16-48-00,2,2,[0.],[0.],[0.],[0.],[0.]
16-48-00,2,2,[0.],[0.],[0.],[0.],[0.]
16-48-00,2,2,[0.],[0.],[0.],[0.],[0.]
16-48-00,2,2,[0.],[0.],[0.],[0.],[0.]
