time,theta,alpha,mx,my,fz,imu_ang_vel_x,imu_ang_vel_y,imu_ang_vel_z,imu_accel_x,imu_accel_y,imu_accel_z,Right_Hip_x,Right_Hip_y,Right_Hip_z,Right_Knee_x,Right_Knee_y,Right_Knee_z,Right_Ankle_x,Right_Ankle_y,Right_Ankle_z,Right_Ball_of_Foot_x,Right_Ball_of_Foot_y,Right_Ball_of_Foot_z,Left_Hip_x,Left_Hip_y,Left_Hip_z,Left_Knee_x,Left_Knee_y,Left_Knee_z,Left_Ankle_x,Left_Ankle_y,Left_Ankle_z,Left_Ball_of_Foot_x,Left_Ball_of_Foot_y,Left_Ball_of_Foot_z
12-42-29-121194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.324350357055664,-21.277847290039062,-178.0051727294922,-0.05350787192583084,179.8553009033203,-8.086125373840332,-1.4169752597808838,-155.6829833984375,3.9766693115234375,1.4062884623822019e-15,1.1583115202605065e-15,-2.645748703604986e-16,-2.0447723865509033,-134.3861541748047,-174.02105712890625,-0.003128921380266547,-0.07891896367073059,2.904554843902588,-0.8464146256446838,0.9260293245315552,4.637770175933838
12-42-29-131231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.324350357055664,-21.277847290039062,-178.0051727294922,-0.05350787192583084,179.8553009033203,-8.086125373840332,-1.4169752597808838,-155.6829833984375,3.9766693115234375,1.4062884623822019e-15,1.1583115202605065e-15,-2.645748703604986e-16,-2.0447723865509033,-134.3861541748047,-174.02105712890625,-0.003128921380266547,-0.07891896367073059,2.904554843902588,-0.8464146256446838,0.9260293245315552,4.637770175933838
12-42-29-140196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.3230481147766113,-21.276357650756836,-178.00448608398438,-0.05391857028007507,179.8535614013672,-8.085700988769531,-1.4176212549209595,-155.68289184570312,3.977010488510132,-2.313090489614489e-15,-5.962924013235102e-17,3.7032465742415223e-16,-2.0460314750671387,-134.38629150390625,-174.02137756347656,-0.003451534314081073,-0.0789216011762619,2.905287981033325,-0.8459621071815491,0.9264999628067017,4.638242244720459
12-42-29-151195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.3234705924987793,-21.27581214904785,-178.0034942626953,-0.053661346435546875,179.8546142578125,-8.084066390991211,-1.4163156747817993,-155.68292236328125,3.9766647815704346,-4.603715124368952e-16,-3.904348607183046e-16,-2.2784318072369743e-16,-2.0478570461273193,-134.3861541748047,-174.02066040039062,-0.004009398631751537,-0.08004537969827652,2.904378890991211,-0.8455429077148438,0.9254494905471802,4.638128757476807
12-42-29-160195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.3241734504699707,-21.27404022216797,-178.00462341308594,-0.05215656757354736,179.85377502441406,-8.085647583007812,-1.4170078039169312,-155.68251037597656,3.9740452766418457,-2.0785765009146903e-15,2.74895649185437e-16,2.6766802292563447e-16,-2.047003746032715,-134.386474609375,-174.02024841308594,-0.003400430316105485,-0.08025261014699936,2.9045631885528564,-0.8439023494720459,0.9264306426048279,4.63951301574707
12-42-29-170205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.3237032890319824,-21.27420425415039,-178.0052490234375,-0.05380915105342865,179.85658264160156,-8.0850830078125,-1.4167375564575195,-155.68601989746094,3.974696397781372,2.5682718704690558e-15,-9.26889201818186e-16,-1.265785654646533e-16,-2.0478851795196533,-134.38731384277344,-174.02291870117188,-0.005726381670683622,-0.07839251309633255,2.9039878845214844,-0.8453742861747742,0.9248394966125488,4.637637615203857
12-42-29-181203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.322404146194458,-21.271774291992188,-178.005859375,-0.05488128960132599,179.85311889648438,-8.085923194885254,-1.417887568473816,-155.68528747558594,3.9740304946899414,1.6470697537378535e-15,1.3536262005899155e-15,-7.189116965646805e-16,-2.0475168228149414,-134.38783264160156,-174.02186584472656,-0.005915024317800999,-0.07916708290576935,2.9044415950775146,-0.845504641532898,0.9262908697128296,4.638454914093018
12-42-29-190604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.3234612941741943,-21.271886825561523,-178.00485229492188,-0.05361515283584595,179.85409545898438,-8.086019515991211,-1.4166654348373413,-155.68502807617188,3.9725754261016846,-1.5255199964112694e-15,3.165089220461627e-16,-7.662291804597923e-16,-2.0473287105560303,-134.38909912109375,-174.02020263671875,-0.004878950770944357,-0.07919654250144958,2.903932809829712,-0.844626784324646,0.9269982576370239,4.637763500213623
12-42-29-200608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.324399471282959,-21.273723602294922,-178.00643920898438,-0.053460489958524704,179.85574340820312,-8.088301658630371,-1.4139325618743896,-155.68362426757812,3.973093032836914,2.8095974863724367e-15,-7.146427563896373e-16,-6.992402563372059e-16,-2.04785418510437,-134.3883819580078,-174.02127075195312,-0.003494208212941885,-0.07861271500587463,2.9034202098846436,-0.8461008071899414,0.9277940392494202,4.637793064117432
12-42-29-211606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.324399471282959,-21.273723602294922,-178.00643920898438,-0.053460489958524704,179.85574340820312,-8.088301658630371,-1.4139325618743896,-155.68362426757812,3.973093032836914,2.8095974863724367e-15,-7.146427563896373e-16,-6.992402563372059e-16,-2.04785418510437,-134.3883819580078,-174.02127075195312,-0.003494208212941885,-0.07861271500587463,2.9034202098846436,-0.8461008071899414,0.9277940392494202,4.637793064117432
12-42-29-221607,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.3258492946624756,-21.274250030517578,-178.00741577148438,-0.05243399366736412,179.85691833496094,-8.088836669921875,-1.412901520729065,-155.6837615966797,3.9733409881591797,2.8255708336917583e-15,-7.845998427780804e-16,-5.4142752961356254e-17,-2.0486490726470947,-134.3890838623047,-174.0227813720703,-0.0037743202410638332,-0.0780351459980011,2.9044530391693115,-0.8467132449150085,0.9287748336791992,4.639315605163574
12-42-29-231609,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.3258492946624756,-21.274250030517578,-178.00741577148438,-0.05243399366736412,179.85691833496094,-8.088836669921875,-1.412901520729065,-155.6837615966797,3.9733409881591797,2.8255708336917583e-15,-7.845998427780804e-16,-5.4142752961356254e-17,-2.0486490726470947,-134.3890838623047,-174.0227813720703,-0.0037743202410638332,-0.0780351459980011,2.9044530391693115,-0.8467132449150085,0.9287748336791992,4.639315605163574
12-42-29-241604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.324054479598999,-21.272258758544922,-178.008544921875,-0.0556657612323761,179.8551483154297,-8.090274810791016,-1.4147095680236816,-155.68402099609375,3.9744529724121094,4.2818047526274876e-16,8.775853197826445e-16,-5.680278647856999e-16,-2.0485787391662598,-134.39122009277344,-174.02392578125,-0.002527357079088688,-0.07726054638624191,2.9065263271331787,-0.8479669094085693,0.9301105737686157,4.640669822692871
