time,theta,alpha,mx,my,fz,imu_ang_vel_x,imu_ang_vel_y,imu_ang_vel_z,imu_accel_x,imu_accel_y,imu_accel_z,Right_Hip_x,Right_Hip_y,Right_Hip_z,Right_Knee_x,Right_Knee_y,Right_Knee_z,Right_Ankle_x,Right_Ankle_y,Right_Ankle_z,Right_Ball_of_Foot_x,Right_Ball_of_Foot_y,Right_Ball_of_Foot_z,Left_Hip_x,Left_Hip_y,Left_Hip_z,Left_Knee_x,Left_Knee_y,Left_Knee_z,Left_Ankle_x,Left_Ankle_y,Left_Ankle_z,Left_Ball_of_Foot_x,Left_Ball_of_Foot_y,Left_Ball_of_Foot_z
12-50-11-712019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0543203353881836,-14.715243339538574,-178.66049194335938,-0.0013490173732861876,179.9637451171875,-8.181878089904785,-1.4122509956359863,-154.716064453125,3.7742772102355957,-2.350221449406802e-15,1.392726300226358e-15,9.526269331952184e-16,-2.033430814743042,-140.96115112304688,-173.8859100341797,0.03821634501218796,0.1471281200647354,2.887012481689453,-0.8221714496612549,1.059385061264038,4.851830959320068,-1.0861361604623228e-15,1.1207422209179893e-15,-0.6992636322975159
12-50-11-722028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.053356409072876,-14.713935852050781,-178.66180419921875,-0.0027605846989899874,179.9617462158203,-8.183136940002441,-1.4141900539398193,-154.7153778076172,3.7751693725585938,2.7170726894120605e-15,-4.4385230532262743e-16,5.701519587196177e-16,-2.0348775386810303,-140.9635009765625,-173.8844451904297,0.03691982477903366,0.15062233805656433,2.884956121444702,-0.8204153776168823,1.0564194917678833,4.853421211242676,-2.808922401113475e-15,-1.7399148350314103e-15,-0.6930790543556213
12-50-11-733538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.053497076034546,-14.714712142944336,-178.66104125976562,-0.0021558047737926245,179.9635772705078,-8.183940887451172,-1.4130394458770752,-154.7174072265625,3.7767889499664307,2.8787850433282993e-15,4.941663800268881e-16,2.5570265353298546e-17,-2.034311056137085,-140.9627227783203,-173.88449096679688,0.0371333546936512,0.15036603808403015,2.886025905609131,-0.8197420239448547,1.0573667287826538,4.854142665863037,1.1136136975130155e-14,9.623168842326892e-16,-0.6912611126899719
12-50-11-742549,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.051339626312256,-14.713030815124512,-178.66018676757812,-0.002616415498778224,179.96170043945312,-8.183924674987793,-1.4106881618499756,-154.71560668945312,3.775301933288574,-5.819615038284739e-16,-1.043114086521856e-15,1.4384354803128707e-15,-2.0361499786376953,-140.96324157714844,-173.8829345703125,0.03877556696534157,0.1495238095521927,2.88588809967041,-0.8221386671066284,1.0570993423461914,4.852554798126221,1.223463791079826e-14,2.2947363444386724e-15,-0.6945817470550537
12-50-11-753548,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.052410840988159,-14.711838722229004,-178.66064453125,-0.0016154375625774264,179.96115112304688,-8.18378734588623,-1.412049651145935,-154.71676635742188,3.776038408279419,-2.104210682513921e-15,3.515224582890177e-16,-7.696424585394311e-16,-2.0362143516540527,-140.9639129638672,-173.8838653564453,0.03701746463775635,0.14919017255306244,2.8861916065216064,-0.8216911554336548,1.0583232641220093,4.853819847106934,-7.681950909908103e-16,5.3211033262988774e-15,-0.6942123770713806
12-50-11-763549,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.054872989654541,-14.711077690124512,-178.65982055664062,-0.000448367529315874,179.96102905273438,-8.182723045349121,-1.4123024940490723,-154.7165069580078,3.774367094039917,-1.910810402524425e-15,-1.1650967835636055e-15,4.2448521462101307e-16,-2.0343453884124756,-140.96449279785156,-173.88401794433594,0.038022883236408234,0.15115320682525635,2.8854925632476807,-0.8216973543167114,1.0561943054199219,4.851871967315674,-4.637763201870615e-16,-3.474392777332632e-15,-0.696577787399292
12-50-11-773538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0548644065856934,-14.710099220275879,-178.6597137451172,-0.0010921902721747756,179.96043395996094,-8.182699203491211,-1.4116538763046265,-154.71697998046875,3.7752726078033447,3.809505004590002e-16,-4.664529972399443e-16,-5.003890546343326e-16,-2.0331435203552246,-140.96473693847656,-173.88356018066406,0.03850547596812248,0.1513979434967041,2.8847815990448,-0.8213024139404297,1.0559062957763672,4.851253032684326,9.332492969334107e-15,9.673148021379632e-16,-0.6999540328979492
12-50-11-782538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0552818775177,-14.710186958312988,-178.65943908691406,-0.0012712788302451372,179.961181640625,-8.182498931884766,-1.4121348857879639,-154.71823120117188,3.774851083755493,1.9809169902280585e-15,-1.2939478590164033e-15,-1.1581500546049362e-15,-2.033451557159424,-140.9646759033203,-173.884765625,0.037524040788412094,0.1510138064622879,2.884921073913574,-0.8218816518783569,1.055314064025879,4.851294040679932,-4.719284299692329e-15,-1.113523488504133e-15,-0.699374258518219
12-50-11-792539,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.055272340774536,-14.710110664367676,-178.66033935546875,-0.0009838442783802748,179.96119689941406,-8.184981346130371,-1.4114948511123657,-154.7174072265625,3.77655029296875,1.631301282512649e-16,7.059040762914923e-16,5.057586082452144e-16,-2.033330202102661,-140.96543884277344,-173.88320922851562,0.0379357635974884,0.15203171968460083,2.883183002471924,-0.8205363750457764,1.054814100265503,4.850024223327637,4.473146054340886e-16,3.0119432813178852e-15,-0.6996428370475769
12-50-11-803549,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.055053472518921,-14.710613250732422,-178.66195678710938,-0.0006178573821671307,179.96058654785156,-8.18564224243164,-1.4129966497421265,-154.71746826171875,3.7787973880767822,-1.5761216388011229e-15,5.948235932534121e-16,4.871798405196978e-16,-2.0331192016601562,-140.96279907226562,-173.88597106933594,0.036443669348955154,0.14918775856494904,2.885932207107544,-0.8180579543113708,1.0547311305999756,4.852147579193115,9.744778421355376e-16,6.300495759473503e-15,-0.6998208165168762
12-50-11-814538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.056217670440674,-14.710397720336914,-178.65980529785156,-0.001321061048656702,179.96151733398438,-8.182831764221191,-1.4120844602584839,-154.7174835205078,3.775242328643799,-1.1281953696999983e-15,-4.3809518119881756e-16,1.3041389359212934e-15,-2.0326457023620605,-140.96435546875,-173.8841094970703,0.03848689794540405,0.14895497262477875,2.8848178386688232,-0.8201014995574951,1.0555578470230103,4.851785659790039,6.200948635863915e-15,4.785554039903137e-15,-0.6985925436019897
12-50-11-822560,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0545201301574707,-14.711708068847656,-178.65931701660156,0.00012042117305099964,179.9613037109375,-8.183085441589355,-1.4115968942642212,-154.7170867919922,3.7766318321228027,1.5139809724499425e-15,-1.1665520920461068e-15,8.304198783015649e-16,-2.0362401008605957,-140.9645538330078,-173.88180541992188,0.039412420243024826,0.15111170709133148,2.883740186691284,-0.8221819400787354,1.054500937461853,4.853987693786621,1.4369166443593253e-15,7.220945710947543e-15,-0.6953376531600952
12-50-11-832766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0564167499542236,-14.7110013961792,-178.65957641601562,0.0008301208727061749,179.96041870117188,-8.183276176452637,-1.4119094610214233,-154.71461486816406,3.7762668132781982,-2.041736708697996e-15,5.391948698786084e-17,-7.289635424288657e-16,-2.0338480472564697,-140.9647979736328,-173.8831024169922,0.03819296136498451,0.15101607143878937,2.884398937225342,-0.8206406831741333,1.0556734800338745,4.851644039154053,1.1712245375413983e-15,-1.1495967159035623e-15,-0.6992588043212891
12-50-11-841772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.055842876434326,-14.711323738098145,-178.65878295898438,0.001641687355004251,179.96133422851562,-8.183296203613281,-1.4107069969177246,-154.71534729003906,3.7762320041656494,1.8043629514798094e-16,-7.750835334947967e-16,-6.453853192156262e-16,-2.034837007522583,-140.96522521972656,-173.8829345703125,0.03843524307012558,0.15112370252609253,2.8842661380767822,-0.8210625052452087,1.0557897090911865,4.851719856262207,-3.9789330345623396e-15,5.25449392587622e-15,-0.7011451125144958
12-50-11-851774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0583224296569824,-14.710006713867188,-178.65835571289062,0.002099553821608424,179.95999145507812,-8.183401107788086,-1.4108866453170776,-154.7165069580078,3.777034044265747,-1.5171486639144367e-15,1.778850716155204e-16,3.881777032023291e-16,-2.0339016914367676,-140.96533203125,-173.8827362060547,0.03802803158760071,0.1518884152173996,2.8853960037231445,-0.8212804794311523,1.0541722774505615,4.852931976318359,-6.349305609542558e-15,1.1139813098121239e-15,-0.7006490230560303
12-50-11-862766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0587852001190186,-14.70741081237793,-178.65708923339844,0.0005426797433756292,179.9586639404297,-8.185713768005371,-1.4118473529815674,-154.71682739257812,3.779834270477295,4.3370397711179405e-16,1.041077925195775e-15,-1.5088616111958559e-16,-2.032158374786377,-140.9674072265625,-173.8812255859375,0.037797391414642334,0.1527034044265747,2.885303258895874,-0.8195320963859558,1.053470492362976,4.852597236633301,-1.3032265120305111e-14,1.4767652034837855e-15,-0.6987844705581665
12-50-11-871777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0595450401306152,-14.706032752990723,-178.6586456298828,-0.0012339152162894607,179.9589385986328,-8.185601234436035,-1.412685513496399,-154.71630859375,3.779223918914795,-1.5055956639094801e-15,9.924727394626e-17,1.0102124548794122e-16,-2.03127121925354,-140.9683380126953,-173.882080078125,0.03826293349266052,0.15253089368343353,2.8837780952453613,-0.8200547099113464,1.0531748533248901,4.853405475616455,-2.070809420546605e-15,4.994437446893731e-15,-0.6926610469818115
12-50-11-882780,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.058004140853882,-14.707252502441406,-178.6582794189453,0.000355361495167017,179.9589080810547,-8.183612823486328,-1.4092729091644287,-154.71624755859375,3.778064489364624,1.9106384548361324e-15,7.445941061023453e-17,2.463321364870255e-16,-2.0338263511657715,-140.96792602539062,-173.88113403320312,0.037311919033527374,0.15371569991111755,2.883031129837036,-0.8194825053215027,1.0530734062194824,4.852187633514404,4.2266435848221234e-15,7.935066483283435e-15,-0.6955661773681641
12-50-11-893767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.058004140853882,-14.707252502441406,-178.6582794189453,0.000355361495167017,179.9589080810547,-8.183612823486328,-1.4092729091644287,-154.71624755859375,3.778064489364624,1.9106384548361324e-15,7.445941061023453e-17,2.463321364870255e-16,-2.0338263511657715,-140.96792602539062,-173.88113403320312,0.037311919033527374,0.15371569991111755,2.883031129837036,-0.8194825053215027,1.0530734062194824,4.852187633514404,4.2266435848221234e-15,7.935066483283435e-15,-0.6955661773681641
12-50-11-902768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0576865673065186,-14.70654582977295,-178.6584014892578,0.0007392849656753242,179.95896911621094,-8.185287475585938,-1.4091837406158447,-154.7176513671875,3.779996633529663,-3.022443525248523e-15,-6.864286712517478e-16,-2.43070424365386e-16,-2.0337107181549072,-140.96829223632812,-173.88253784179688,0.03817436099052429,0.15419435501098633,2.885256052017212,-0.8210272789001465,1.0521615743637085,4.851988315582275,-5.412411360430523e-15,-9.062052925209465e-16,-0.7007794976234436
12-50-11-912767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.055652618408203,-14.705547332763672,-178.65676879882812,0.0003628490085247904,179.95899963378906,-8.186506271362305,-1.4086664915084839,-154.7177276611328,3.781136989593506,-6.736638847366255e-16,4.461814341693399e-16,8.091246229746446e-16,-2.035871982574463,-140.9684600830078,-173.8797149658203,0.03745288774371147,0.15211178362369537,2.884352684020996,-0.8201917409896851,1.0524425506591797,4.853430271148682,-1.2284881999405253e-15,-8.725322917962398e-16,-0.6979001760482788
12-50-11-921774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.055652618408203,-14.705547332763672,-178.65676879882812,0.0003628490085247904,179.95899963378906,-8.186506271362305,-1.4086664915084839,-154.7177276611328,3.781136989593506,-6.736638847366255e-16,4.461814341693399e-16,8.091246229746446e-16,-2.035871982574463,-140.9684600830078,-173.8797149658203,0.03745288774371147,0.15211178362369537,2.884352684020996,-0.8201917409896851,1.0524425506591797,4.853430271148682,-1.2284881999405253e-15,-8.725322917962398e-16,-0.6979001760482788
12-50-11-931825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0545060634613037,-14.705038070678711,-178.65750122070312,-0.0009070202941074967,179.95777893066406,-8.187774658203125,-1.409263253211975,-154.7167510986328,3.781984806060791,3.0892390611613396e-15,3.5449842913985686e-16,-1.9429771139711175e-16,-2.036060094833374,-140.96820068359375,-173.8791961669922,0.035993631929159164,0.15247182548046112,2.884307384490967,-0.8179300427436829,1.0512772798538208,4.853606224060059,-1.3337949993606768e-14,5.629340309870612e-15,-0.696002721786499
12-50-11-943825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0547454357147217,-14.704181671142578,-178.65716552734375,-0.0017497609369456768,179.95693969726562,-8.186918258666992,-1.409771203994751,-154.71629333496094,3.7818777561187744,-5.770509361958855e-16,-1.468725616734701e-16,1.42147785423906e-16,-2.035468101501465,-140.96910095214844,-173.88018798828125,0.036146678030490875,0.15451651811599731,2.8839786052703857,-0.8195705413818359,1.0493876934051514,4.8545241355896,-3.3934930840568475e-15,3.062160264870567e-15,-0.6917638182640076
12-50-11-951826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0526373386383057,-14.705501556396484,-178.65660095214844,-0.0037717591039836407,179.95724487304688,-8.187760353088379,-1.4106931686401367,-154.71615600585938,3.7829535007476807,2.866989262504836e-15,-8.449573988961721e-16,-5.411325570071261e-16,-2.0364835262298584,-140.96710205078125,-173.87852478027344,0.03699475899338722,0.1535719931125641,2.8814361095428467,-0.8205795288085938,1.0482732057571411,4.853334426879883,-5.078165383180398e-15,1.1993650896315543e-15,-0.6893934607505798
12-50-11-962829,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.053027868270874,-14.703681945800781,-178.6564483642578,-0.004053338430821896,179.9571533203125,-8.189681053161621,-1.4107543230056763,-154.71705627441406,3.783740520477295,2.745297944796942e-15,-8.001496074493258e-17,6.712544995181606e-16,-2.0361387729644775,-140.96817016601562,-173.8786163330078,0.03543291240930557,0.1530308723449707,2.88405704498291,-0.8177534341812134,1.0484830141067505,4.853664875030518,-9.82852647467454e-15,1.3478710352297961e-15,-0.6919981837272644
12-50-11-971833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0517141819000244,-14.70506477355957,-178.65701293945312,-0.006380764301866293,179.95654296875,-8.189475059509277,-1.412031888961792,-154.7152099609375,3.783527374267578,1.4536243427741368e-16,9.675332307592364e-16,9.037987660386786e-16,-2.036936044692993,-140.96612548828125,-173.8770294189453,0.03628486394882202,0.15069624781608582,2.88175892829895,-0.8199458122253418,1.049483299255371,4.854401111602783,1.0831254877304258e-15,1.0359468113595454e-15,-0.6909579038619995
12-50-11-983824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.048781394958496,-14.706217765808105,-178.65786743164062,-0.005384010262787342,179.9573974609375,-8.190059661865234,-1.4101500511169434,-154.71435546875,3.784183979034424,-2.2175379733841523e-15,1.1208685347062486e-15,-7.234563459640551e-16,-2.038952350616455,-140.96661376953125,-173.87783813476562,0.0391552709043026,0.15246911346912384,2.8816144466400146,-0.8224292397499084,1.0461097955703735,4.852884292602539,-8.782386574706855e-15,5.5750882731154475e-15,-0.6931582093238831
12-50-11-991835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0510964393615723,-14.70665454864502,-178.65802001953125,-0.004341417923569679,179.9589385986328,-8.189014434814453,-1.4114658832550049,-154.71705627441406,3.7836408615112305,1.9661337241996292e-15,-1.089273358740716e-15,2.5105344519546176e-16,-2.037714719772339,-140.9659423828125,-173.8784942626953,0.037499602884054184,0.1514533907175064,2.8838913440704346,-0.8205668926239014,1.047200083732605,4.854213237762451,-2.0179596468356204e-16,2.375925722982418e-15,-0.6948041319847107
12-50-12-002825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0497515201568604,-14.706071853637695,-178.65792846679688,-0.004945043940097094,179.9586944580078,-8.18908405303955,-1.4115831851959229,-154.71630859375,3.784173011779785,-2.7501726194083904e-15,9.410448164327e-16,1.1508424896107365e-15,-2.038266181945801,-140.9661407470703,-173.8789520263672,0.037595637142658234,0.15134145319461823,2.8844873905181885,-0.8213224411010742,1.0475045442581177,4.854390621185303,4.364078492162396e-15,3.1196739608078115e-16,-0.6910515427589417
12-50-12-012834,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0490705966949463,-14.706522941589355,-178.65704345703125,-0.0035487846471369267,179.96063232421875,-8.188782691955566,-1.4096390008926392,-154.7173614501953,3.784369945526123,1.6154812481567805e-15,1.2954353547509003e-15,-4.655096142949398e-16,-2.0379397869110107,-140.9656982421875,-173.87985229492188,0.03803107142448425,0.15123966336250305,2.8857312202453613,-0.821657657623291,1.047290563583374,4.854622840881348,6.7925537156759974e-15,2.325523874488998e-15,-0.6904101967811584
12-50-12-022834,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0470829010009766,-14.706520080566406,-178.6561737060547,-0.005331230815500021,179.96051025390625,-8.187992095947266,-1.410715103149414,-154.717529296875,3.783411741256714,2.8444876205027886e-15,9.875218318858986e-16,-9.728699486085223e-17,-2.0390727519989014,-140.96603393554688,-173.87960815429688,0.03756430000066757,0.1516345590353012,2.8849432468414307,-0.8214580416679382,1.046967625617981,4.854953765869141,7.992344015847073e-16,2.056634959449015e-15,-0.6880466938018799
12-50-12-031912,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0477793216705322,-14.707008361816406,-178.6581573486328,-0.005787080619484186,179.9619140625,-8.187575340270996,-1.410426378250122,-154.7179718017578,3.7838423252105713,1.3942808174428065e-15,1.3646921566502009e-15,9.672909793363217e-17,-2.0382442474365234,-140.9647674560547,-173.88082885742188,0.03813173621892929,0.15034247934818268,2.885643243789673,-0.8205565214157104,1.047120451927185,4.855637073516846,1.7767341925782523e-15,-3.318939361621892e-15,-0.6861671209335327
12-50-12-042923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.047563076019287,-14.70592975616455,-178.65704345703125,-0.00739426352083683,179.95973205566406,-8.18758773803711,-1.4105095863342285,-154.7175750732422,3.781808853149414,1.577926983649077e-15,-1.3755714478247351e-15,-6.458171472000483e-16,-2.0371992588043213,-140.9661102294922,-173.87884521484375,0.039974190294742584,0.15344661474227905,2.883801221847534,-0.822604238986969,1.0434284210205078,4.853851318359375,3.5357620084271006e-15,-8.527881126144197e-16,-0.6874635219573975
12-50-12-052915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0471487045288086,-14.707855224609375,-178.6586456298828,-0.008422558195888996,179.96133422851562,-8.18796443939209,-1.4101667404174805,-154.71621704101562,3.7819881439208984,2.9436120746716967e-15,2.5637598847777097e-16,-1.3088458980091856e-15,-2.035808563232422,-140.96653747558594,-173.88111877441406,0.03857586905360222,0.15201814472675323,2.885687828063965,-0.8215048909187317,1.0459164381027222,4.854319095611572,6.61382912853063e-16,1.6880056914083514e-15,-0.6877925395965576
12-50-12-062911,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0436792373657227,-14.706916809082031,-178.65664672851562,-0.009684670716524124,179.9608154296875,-8.190176963806152,-1.4092350006103516,-154.7173614501953,3.7857861518859863,4.5940946167982664e-17,-6.238778821354186e-16,-5.047646150816115e-16,-2.0371549129486084,-140.9662628173828,-173.8790283203125,0.03783329576253891,0.1504378318786621,2.8850674629211426,-0.8201144337654114,1.0464638471603394,4.852485656738281,4.848694522769433e-16,6.605470395648887e-15,-0.6909738779067993
12-50-12-071913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0436792373657227,-14.706916809082031,-178.65664672851562,-0.009684670716524124,179.9608154296875,-8.190176963806152,-1.4092350006103516,-154.7173614501953,3.7857861518859863,4.5940946167982664e-17,-6.238778821354186e-16,-5.047646150816115e-16,-2.0371549129486084,-140.9662628173828,-173.8790283203125,0.03783329576253891,0.1504378318786621,2.8850674629211426,-0.8201144337654114,1.0464638471603394,4.852485656738281,4.848694522769433e-16,6.605470395648887e-15,-0.6909738779067993
12-50-12-082912,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0476233959198,-14.706019401550293,-178.65577697753906,-0.007587920408695936,179.96176147460938,-8.188985824584961,-1.409827709197998,-154.7176513671875,3.786026954650879,1.934155054067227e-15,7.497082263400708e-16,-6.0074774168650865e-16,-2.0356407165527344,-140.96575927734375,-173.8787078857422,0.03828440234065056,0.15023745596408844,2.882723808288574,-0.8193180561065674,1.0456650257110596,4.8520612716674805,3.953727875150893e-15,3.4592044177971784e-15,-0.6844325065612793
12-50-12-091914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.046842575073242,-14.706452369689941,-178.65504455566406,-0.00762565853074193,179.96339416503906,-8.189482688903809,-1.4106281995773315,-154.71804809570312,3.785966396331787,-1.7190376963430783e-15,9.772446752577438e-16,-2.92628469224663e-16,-2.037200450897217,-140.96620178222656,-173.8778076171875,0.03712976351380348,0.15029215812683105,2.882396697998047,-0.8192392587661743,1.044843316078186,4.851850986480713,1.0698652928202781e-14,-5.347968035012232e-16,-0.6855161190032959
12-50-12-101927,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.046842575073242,-14.706452369689941,-178.65504455566406,-0.00762565853074193,179.96339416503906,-8.189482688903809,-1.4106281995773315,-154.71804809570312,3.785966396331787,-1.7190376963430783e-15,9.772446752577438e-16,-2.92628469224663e-16,-2.037200450897217,-140.96620178222656,-173.8778076171875,0.03712976351380348,0.15029215812683105,2.882396697998047,-0.8192392587661743,1.044843316078186,4.851850986480713,1.0698652928202781e-14,-5.347968035012232e-16,-0.6855161190032959
12-50-12-111946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0460569858551025,-14.706666946411133,-178.6548309326172,-0.007556694559752941,179.96279907226562,-8.189762115478516,-1.4100483655929565,-154.7162628173828,3.786494493484497,-2.1862879633446257e-15,-1.3169595207318161e-15,-7.545671249628767e-16,-2.037884473800659,-140.96705627441406,-173.8790740966797,0.03327048942446709,0.1496785581111908,2.882589817047119,-0.8183819055557251,1.048289179801941,4.852753639221191,2.8808045816327904e-15,1.7284923839794492e-15,-0.6788853406906128
12-50-12-122931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.044769048690796,-14.706708908081055,-178.65525817871094,-0.008714291267096996,179.9598846435547,-8.189604759216309,-1.4095968008041382,-154.71412658691406,3.7860350608825684,-1.3663885518853144e-15,-9.094088770065806e-16,-9.854873646257122e-16,-2.0383918285369873,-140.96502685546875,-173.88108825683594,0.03456983342766762,0.148363396525383,2.8843586444854736,-0.8207703232765198,1.0492404699325562,4.853296756744385,1.0947600146565557e-15,2.8701258255085186e-15,-0.6784571409225464
12-50-12-132462,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0454955101013184,-14.706250190734863,-178.6554718017578,-0.007262487430125475,179.96006774902344,-8.18829345703125,-1.4092426300048828,-154.71331787109375,3.7845630645751953,-1.208385037607747e-15,8.349999972056057e-16,-5.4987754353026124e-17,-2.0383341312408447,-140.96621704101562,-173.88162231445312,0.03563753888010979,0.1495397835969925,2.884389638900757,-0.8232397437095642,1.0489716529846191,4.852412223815918,1.734860377676907e-15,3.0327591159966596e-15,-0.6797230243682861
12-50-12-143456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.047586441040039,-14.709325790405273,-178.6546173095703,-0.007346865255385637,179.96434020996094,-8.18812370300293,-1.4108678102493286,-154.7145538330078,3.7853755950927734,1.5704812464053565e-15,-1.382811144304036e-15,-8.520614112852347e-16,-2.036526918411255,-140.96524047851562,-173.8804931640625,0.0368633009493351,0.14928393065929413,2.8819382190704346,-0.8243223428726196,1.0478994846343994,4.851200103759766,-4.808305768382861e-15,-1.476095094543389e-15,-0.6785180568695068
12-50-12-152460,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.046297550201416,-14.707557678222656,-178.65415954589844,-0.007373127620667219,179.963623046875,-8.189191818237305,-1.4105103015899658,-154.71351623535156,3.7871813774108887,1.1238075272749842e-15,3.44064836114256e-16,-5.634217525580902e-16,-2.0381083488464355,-140.96669006347656,-173.87998962402344,0.03597130998969078,0.150348499417305,2.88289475440979,-0.8227052688598633,1.0488672256469727,4.853672981262207,6.194551419529777e-15,8.898216636177986e-16,-0.6743160486221313
12-50-12-163461,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0436484813690186,-14.705460548400879,-178.6556396484375,-0.008734279312193394,179.9606170654297,-8.189804077148438,-1.4096922874450684,-154.71116638183594,3.7855567932128906,-2.2058082611305747e-15,1.2822219584110884e-15,-4.177387560148102e-16,-2.0400006771087646,-140.9672393798828,-173.87962341308594,0.036627668887376785,0.15041644871234894,2.8816001415252686,-0.8239694237709045,1.0479053258895874,4.853027820587158,-6.505119437772355e-15,1.2010179685490027e-15,-0.6736932396888733
12-50-12-173455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0440337657928467,-14.705318450927734,-178.654052734375,-0.008493799716234207,179.96014404296875,-8.189492225646973,-1.409354329109192,-154.709716796875,3.7857377529144287,1.7123592650704518e-15,1.7793693914864992e-16,8.194475193819511e-16,-2.0392038822174072,-140.96749877929688,-173.87860107421875,0.03649407997727394,0.15061190724372864,2.881256103515625,-0.8246415853500366,1.0482521057128906,4.852239608764648,5.1643708908377835e-15,-3.6584746361111465e-15,-0.6744102835655212
12-50-12-183469,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.04449462890625,-14.705451011657715,-178.65359497070312,-0.007453237194567919,179.96102905273438,-8.189193725585938,-1.408981204032898,-154.71145629882812,3.7847046852111816,-2.0631494898463477e-15,-1.0461416999126981e-15,-3.434628603865542e-16,-2.039602756500244,-140.9677276611328,-173.8784637451172,0.03623635321855545,0.15015549957752228,2.8816070556640625,-0.8243809938430786,1.0487234592437744,4.853116512298584,2.3370229820226856e-15,-6.387453008871577e-15,-0.6742087602615356
