time,theta,alpha,mx,my,fz,imu_ang_vel_x,imu_ang_vel_y,imu_ang_vel_z,imu_accel_x,imu_accel_y,imu_accel_z,Right_Hip_x,Right_Hip_y,Right_Hip_z,Right_Knee_x,Right_Knee_y,Right_Knee_z,Right_Ankle_x,Right_Ankle_y,Right_Ankle_z,Right_Ball_of_Foot_x,Right_Ball_of_Foot_y,Right_Ball_of_Foot_z,Left_Hip_x,Left_Hip_y,Left_Hip_z,Left_Knee_x,Left_Knee_y,Left_Knee_z,Left_Ankle_x,Left_Ankle_y,Left_Ankle_z,Left_Ball_of_Foot_x,Left_Ball_of_Foot_y,Left_Ball_of_Foot_z
12-50-11-462571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.050748586654663,-14.717886924743652,-178.66029357910156,-0.005023101810365915,179.9561004638672,-8.177414894104004,-1.4119807481765747,-154.70492553710938,3.770693063735962,-2.301233140083672e-16,4.853828071825386e-16,-8.464021194668327e-16,-2.0335586071014404,-140.95864868164062,-173.88461303710938,0.030096424743533134,0.1526639759540558,2.8901968002319336,-0.8125496506690979,1.0566630363464355,4.856837272644043,-4.853884187758142e-15,6.414757857080148e-16,-0.6976884603500366
12-50-11-473537,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0521743297576904,-14.717253684997559,-178.66140747070312,-0.004388068802654743,179.95547485351562,-8.178572654724121,-1.412044644355774,-154.7024383544922,3.7711544036865234,1.9883041763193e-15,3.696316256546206e-16,-9.295305681850802e-16,-2.0323123931884766,-140.9612274169922,-173.8851776123047,0.030508488416671753,0.1545848250389099,2.8899998664855957,-0.8134152293205261,1.0545802116394043,4.857563018798828,9.134959803836721e-15,3.825820394401337e-15,-0.6954629421234131
12-50-11-483548,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.052745819091797,-14.716776847839355,-178.66053771972656,-0.0026865422260016203,179.95741271972656,-8.177945137023926,-1.4116899967193604,-154.7066650390625,3.7716686725616455,-1.4437134484863307e-15,-9.83583340439403e-16,3.6035077829578384e-17,-2.0316386222839355,-140.95962524414062,-173.88650512695312,0.030142303556203842,0.15219317376613617,2.8930885791778564,-0.8116732835769653,1.0552152395248413,4.859663486480713,4.7544632720576945e-15,9.340575357716808e-15,-0.6954038739204407
12-50-11-492548,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.052119255065918,-14.718563079833984,-178.6622314453125,-0.0033187847584486008,179.95782470703125,-8.176356315612793,-1.4123338460922241,-154.70730590820312,3.766702890396118,2.4149555188842384e-15,7.372346074005671e-16,6.643448282509336e-16,-2.0319931507110596,-140.95803833007812,-173.8874053955078,0.029973693192005157,0.15047304332256317,2.892922878265381,-0.8111647367477417,1.0561867952346802,4.859200477600098,-2.1136999926220108e-15,-1.7278872848177544e-15,-0.7127696871757507
12-50-11-503548,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0551071166992188,-14.717611312866211,-178.6622314453125,0.00030677273753099144,179.95761108398438,-8.176992416381836,-1.4113894701004028,-154.70762634277344,3.769312620162964,-5.750083162435818e-17,1.0574491662420694e-15,-5.077760289673374e-16,-2.0322465896606445,-140.9584197998047,-173.88946533203125,0.02976495400071144,0.15124908089637756,2.892573833465576,-0.8130437135696411,1.0542281866073608,4.858161926269531,1.0293976584904935e-15,4.1386641254753914e-16,-0.7167844176292419
12-50-11-512548,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0528407096862793,-14.71816635131836,-178.6611328125,-0.0026345246005803347,179.9591522216797,-8.176128387451172,-1.4140957593917847,-154.70863342285156,3.768209934234619,-1.5951561631918215e-15,-5.663361282317962e-16,-5.150474362426011e-16,-2.0329537391662598,-140.95960998535156,-173.88697814941406,0.0314452089369297,0.15199856460094452,2.892819881439209,-0.814465343952179,1.0554404258728027,4.858758449554443,-1.321580508975562e-15,2.0511226807865207e-15,-0.7203319668769836
12-50-11-523547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0527918338775635,-14.718130111694336,-178.66050720214844,-0.003210716415196657,179.9587860107422,-8.17676067352295,-1.4127768278121948,-154.70941162109375,3.76827335357666,2.7046844090419927e-15,-3.183464806158921e-16,-2.660371933345943e-16,-2.0329372882843018,-140.9593963623047,-173.8855743408203,0.03081534057855606,0.15179875493049622,2.8918588161468506,-0.8143078088760376,1.0560274124145508,4.858261585235596,2.964971863321286e-16,1.9158803182302156e-15,-0.7199751734733582
12-50-11-533061,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.05057430267334,-14.720304489135742,-178.65951538085938,-0.004984339699149132,179.96055603027344,-8.175976753234863,-1.41300368309021,-154.70956420898438,3.7671260833740234,9.556152919029112e-17,-1.5386883941257584e-15,3.2719498382960453e-16,-2.034733772277832,-140.9569854736328,-173.88531494140625,0.03086732141673565,0.14943484961986542,2.8909108638763428,-0.8142447471618652,1.056784987449646,4.857553005218506,4.517608296049922e-15,4.968296739592043e-15,-0.7196446657180786
12-50-11-543059,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.049745559692383,-14.72096061706543,-178.65866088867188,-0.0034267494920641184,179.96127319335938,-8.175384521484375,-1.412347435951233,-154.71029663085938,3.7678308486938477,-3.086406794743958e-15,2.440345596175982e-16,3.549369804482978e-17,-2.0357954502105713,-140.95640563964844,-173.8853302001953,0.031200164929032326,0.14866505563259125,2.89074969291687,-0.8137863278388977,1.057365894317627,4.857525825500488,2.4666713272370865e-15,-5.527650722300062e-16,-0.7188904881477356
12-50-11-552060,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0497090816497803,-14.7210693359375,-178.65960693359375,-0.004084060899913311,179.9611358642578,-8.175433158874512,-1.4136602878570557,-154.70924377441406,3.7689709663391113,-1.424885600134762e-15,1.5870716572267528e-15,-1.5753175663061621e-16,-2.036067247390747,-140.9563446044922,-173.88760375976562,0.03162458539009094,0.1483643800020218,2.8923020362854004,-0.8155311346054077,1.0579942464828491,4.858300685882568,-5.67255169567479e-15,3.262344643492859e-15,-0.7145667672157288
12-50-11-563069,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0510897636413574,-14.717752456665039,-178.6605224609375,-0.003692591330036521,179.95838928222656,-8.175772666931152,-1.4135689735412598,-154.70974731445312,3.7682504653930664,1.3735588975420589e-15,-7.40566940894184e-16,-8.324793330336954e-16,-2.034395456314087,-140.95838928222656,-173.887451171875,0.03090544231235981,0.14911462366580963,2.8917722702026367,-0.813594400882721,1.0572314262390137,4.856869220733643,-9.395522385005194e-16,5.3086494008753975e-15,-0.7125442028045654
12-50-11-572070,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.051995038986206,-14.718559265136719,-178.66094970703125,-0.002752528293058276,179.96047973632812,-8.177812576293945,-1.4132215976715088,-154.709716796875,3.771179437637329,4.176967749443619e-16,-2.613103789120009e-16,-6.156770150192209e-17,-2.034205913543701,-140.95872497558594,-173.88796997070312,0.03129468858242035,0.14908239245414734,2.8914613723754883,-0.8132192492485046,1.0572564601898193,4.856121063232422,7.25472369081815e-15,1.3540546933821077e-15,-0.711262047290802
12-50-11-582081,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0543134212493896,-14.718660354614258,-178.66000366210938,0.00036172964610159397,179.96104431152344,-8.177582740783691,-1.4132074117660522,-154.70945739746094,3.770331382751465,2.14220053371475e-15,1.186532116964178e-15,2.768082760501168e-16,-2.0346076488494873,-140.95933532714844,-173.88609313964844,0.0352574847638607,0.15028157830238342,2.8894336223602295,-0.817164421081543,1.057059407234192,4.856503009796143,-1.3509811284538771e-14,-1.294679166087239e-15,-0.7073855996131897
12-50-11-593072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.054466724395752,-14.720104217529297,-178.6606903076172,-0.0013500031782314181,179.96255493164062,-8.178349494934082,-1.4121344089508057,-154.71102905273438,3.770622968673706,1.836170070970613e-15,1.2863890428742243e-15,-4.694312841964986e-17,-2.032944917678833,-140.9593963623047,-173.8866424560547,0.032994192093610764,0.14997965097427368,2.889307975769043,-0.8157867789268494,1.0574440956115723,4.855486869812012,-7.819103437639585e-15,3.540783431496661e-15,-0.7045254111289978
12-50-11-603072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0539238452911377,-14.719878196716309,-178.66046142578125,-0.0009577227756381035,179.96180725097656,-8.17857837677002,-1.4117228984832764,-154.7086944580078,3.7707557678222656,2.4192207532901374e-15,1.7244613078613517e-17,-1.0487309737533361e-15,-2.0330512523651123,-140.95944213867188,-173.88589477539062,0.032937634736299515,0.15040168166160583,2.8893280029296875,-0.8164529800415039,1.0564361810684204,4.855079650878906,-6.737040023345898e-15,3.688493483761839e-15,-0.7039545774459839
12-50-11-613071,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.05558705329895,-14.719061851501465,-178.66104125976562,-0.0008438211516477168,179.96153259277344,-8.180211067199707,-1.4122207164764404,-154.7096405029297,3.771634340286255,1.2872923505729118e-16,7.015148574379389e-16,-4.53420124797016e-16,-2.0328476428985596,-140.95933532714844,-173.8863983154297,0.03248106688261032,0.14974269270896912,2.8894546031951904,-0.8166308999061584,1.0581300258636475,4.854439735412598,2.6948581915791324e-15,-2.7809167390201693e-15,-0.7046173810958862
12-50-11-622078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.05558705329895,-14.719061851501465,-178.66104125976562,-0.0008438211516477168,179.96153259277344,-8.180211067199707,-1.4122207164764404,-154.7096405029297,3.771634340286255,1.2872923505729118e-16,7.015148574379389e-16,-4.53420124797016e-16,-2.0328476428985596,-140.95933532714844,-173.8863983154297,0.03248106688261032,0.14974269270896912,2.8894546031951904,-0.8166308999061584,1.0581300258636475,4.854439735412598,2.6948581915791324e-15,-2.7809167390201693e-15,-0.7046173810958862
12-50-11-632593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0538108348846436,-14.718748092651367,-178.65762329101562,0.0010653141653165221,179.95999145507812,-8.179574012756348,-1.4107224941253662,-154.70806884765625,3.7706267833709717,2.5886798587837273e-15,1.2378498198318167e-15,8.415225347112681e-17,-2.0358920097351074,-140.95887756347656,-173.8838348388672,0.03286545351147652,0.14883631467819214,2.891139030456543,-0.8191485404968262,1.0586313009262085,4.85502815246582,-4.234354549257453e-15,-9.78765678424494e-18,-0.7062801122665405
12-50-11-643593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0535309314727783,-14.718003273010254,-178.66244506835938,-0.00064166693482548,179.959716796875,-8.179279327392578,-1.4131715297698975,-154.70889282226562,3.770709753036499,2.168340605741728e-15,-1.0087060200176102e-15,-3.577027547793199e-16,-2.036071538925171,-140.95851135253906,-173.88778686523438,0.03348878398537636,0.1502392739057541,2.8893589973449707,-0.8182094097137451,1.0561342239379883,4.855344295501709,-4.9322936041689986e-15,-2.2939399217100165e-15,-0.700932502746582
12-50-11-653030,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.054292678833008,-14.71879768371582,-178.66326904296875,0.0007260461570695043,179.95932006835938,-8.179728507995605,-1.412118673324585,-154.7096710205078,3.769559860229492,-2.5470750827222537e-15,1.0644710032003585e-16,-4.760696799274776e-16,-2.036104679107666,-140.9586181640625,-173.8887481689453,0.034381359815597534,0.15020601451396942,2.8903417587280273,-0.8184834718704224,1.0579442977905273,4.854215621948242,-7.004026502386348e-15,5.1903396504511794e-15,-0.7016721367835999
12-50-11-662025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0512444972991943,-14.71534252166748,-178.6621856689453,-0.0054909540340304375,179.9608917236328,-8.182035446166992,-1.4129256010055542,-154.71151733398438,3.7721004486083984,3.2288470315277934e-15,8.877789377863764e-16,1.2632321150083574e-15,-2.0338728427886963,-140.96249389648438,-173.88616943359375,0.03493324667215347,0.1498918980360031,2.889603853225708,-0.8179756999015808,1.057677984237671,4.854101657867432,2.5356005391440365e-15,-9.670280814853176e-16,-0.699601411819458
12-50-11-673017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.05281925201416,-14.716398239135742,-178.66220092773438,-0.004378324840217829,179.9625244140625,-8.182445526123047,-1.4135218858718872,-154.71217346191406,3.773149013519287,-1.0518163971428283e-16,9.739099065444036e-16,-2.135571627399758e-16,-2.0332210063934326,-140.96253967285156,-173.88656616210938,0.03486838936805725,0.1499841809272766,2.8880207538604736,-0.8187560439109802,1.0575295686721802,4.852514266967773,-7.990447191440816e-16,2.4179404629903626e-15,-0.6964479088783264
12-50-11-682018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.053816795349121,-14.717656135559082,-178.66253662109375,-0.0040143933147192,179.96470642089844,-8.182661056518555,-1.4140669107437134,-154.71543884277344,3.773975372314453,-1.1527563605550576e-15,-4.8214203927400895e-17,-2.945833418575871e-16,-2.032331943511963,-140.96116638183594,-173.88742065429688,0.036201320588588715,0.14949636161327362,2.8879425525665283,-0.8190155029296875,1.0559486150741577,4.851933002471924,-1.9914944994453538e-16,5.772913664979637e-15,-0.6962959170341492
12-50-11-693016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0554187297821045,-14.716732025146484,-178.6617431640625,-0.0027599618770182133,179.964599609375,-8.183361053466797,-1.4137779474258423,-154.71498107910156,3.774880886077881,-8.84253321962108e-16,1.3786624828075029e-15,-2.8968717378510204e-16,-2.0309221744537354,-140.96246337890625,-173.88636779785156,0.036832671612501144,0.14973588287830353,2.887962818145752,-0.8193702101707458,1.0565382242202759,4.852736949920654,7.726726871444978e-15,9.355437609567569e-16,-0.6959800720214844
12-50-11-702016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0557057857513428,-14.715874671936035,-178.66064453125,-0.0016470052069053054,179.96420288085938,-8.183182716369629,-1.4133421182632446,-154.7154083251953,3.774662733078003,-8.683219027736755e-16,1.1802299800783692e-15,4.572953534702636e-16,-2.031278371810913,-140.9618377685547,-173.88558959960938,0.03665894642472267,0.14945626258850098,2.887876272201538,-0.8198577165603638,1.0573813915252686,4.852727890014648,-4.923765676456042e-15,7.766527679087037e-16,-0.6970400214195251
