time,index,ankle_angle,ankle_angle,ankle_angle,imu_ang_vel,imu_ang_vel,imu_ang_vel
16-47-57,3,3,[0.],[0.],[0.],[0.],[0.]
16-47-57,3,3,[0.],[0.],[0.],[0.],[0.]
16-47-58,3,3,[0.],[0.],[0.],[0.],[0.]
16-47-58,3,3,[0.],[0.],[0.],[0.],[0.]
16-47-58,3,3,[0.],[0.],[0.],[0.],[0.]
16-47-58,3,3,[0.],[0.],[0.],[0.],[0.]
16-47-58,3,3,[0.],[0.],[0.],[0.],[0.]
16-47-58,3,3,[0.],[0.],[0.],[0.],[0.]
16-47-58,3,3,[0.],[0.],[0.],[0.],[0.]
16-47-58,3,3,[0.],[0.],[0.],[0.],[0.]
16-47-58,3,3,[0.],[0.],[0.],[0.],[0.]
16-47-58,3,3,[0.],[0.],[0.],[0.],[0.]
16-47-58,3,3,[0.],[0.],[0.],[0.],[0.]
16-47-58,3,3,[0.],[0.],[0.],[0.],[0.]
16-47-58,3,3,[0.],[0.],[0.],[0.],[0.]
16-47-58,3,3,[0.],[0.],[0.],[0.],[0.]
16-47-58,3,3,[0.],[0.],[0.],[0.],[0.]
16-47-58,3,3,[0.],[0.],[0.],[0.],[0.]
16-47-58,3,3,[0.],[0.],[0.],[0.],[0.]
16-47-58,3,3,[0.],[0.],[0.],[0.],[0.]
16-47-58,3,3,[0.],[0.],[0.],[0.],[0.]
16-47-58,3,3,[0.],[0.],[0.],[0.],[0.]
16-47-58,3,3,[0.],[0.],[0.],[0.],[0.]
16-47-58,3,3,[0.],[0.],[0.],[0.],[0.]
16-47-58,3,3,[0.],[0.],[0.],[0.],[0.]
16-47-58,3,3,[0.],[0.],[0.],[0.],[0.]
16-47-58,3,3,[0.],[0.],[0.],[0.],[0.]
16-47-58,3,3,[0.],[0.],[0.],[0.],[0.]
16-47-58,3,3,[0.],[0.],[0.],[0.],[0.]
16-47-58,3,3,[0.],[0.],[0.],[0.],[0.]
16-47-58,3,3,[0.],[0.],[0.],[0.],[0.]
16-47-58,3,3,[0.],[0.],[0.],[0.],[0.]
16-47-58,3,3,[0.],[0.],[0.],[0.],[0.]
16-47-58,3,3,[0.],[0.],[0.],[0.],[0.]
16-47-58,3,3,[0.],[0.],[0.],[0.],[0.]
16-47-58,3,3,[0.],[0.],[0.],[0.],[0.]
16-47-58,3,3,[0.],[0.],[0.],[0.],[0.]
16-47-58,3,3,[0.],[0.],[0.],[0.],[0.]
16-47-58,3,3,[0.],[0.],[0.],[0.],[0.]
16-47-58,3,3,[0.],[0.],[0.],[0.],[0.]
16-47-58,3,3,[0.],[0.],[0.],[0.],[0.]
16-47-58,3,3,[0.],[0.],[0.],[0.],[0.]
16-47-58,3,3,[0.],[0.],[0.],[0.],[0.]
16-47-58,3,3,[0.],[0.],[0.],[0.],[0.]
16-47-58,3,3,[0.],[0.],[0.],[0.],[0.]
16-47-58,3,3,[0.],[0.],[0.],[0.],[0.]
16-47-58,3,3,[0.],[0.],[0.],[0.],[0.]
16-47-58,3,3,[0.],[0.],[0.],[0.],[0.]
16-47-58,3,3,[0.],[0.],[0.],[0.],[0.]
16-47-58,3,3,[0.],[0.],[0.],[0.],[0.]
16-47-58,3,3,[0.],[0.],[0.],[0.],[0.]
16-47-58,3,3,[0.],[0.],[0.],[0.],[0.]
16-47-58,3,3,[0.],[0.],[0.],[0.],[0.]
16-47-58,3,3,[0.],[0.],[0.],[0.],[0.]
16-47-58,3,3,[0.],[0.],[0.],[0.],[0.]
16-47-58,3,3,[0.],[0.],[0.],[0.],[0.]
16-47-58,3,3,[0.],[0.],[0.],[0.],[0.]
16-47-58,3,3,[0.],[0.],[0.],[0.],[0.]
16-47-58,3,3,[0.],[0.],[0.],[0.],[0.]
16-47-58,3,3,[0.],[0.],[0.],[0.],[0.]
16-47-58,3,3,[0.],[0.],[0.],[0.],[0.]
16-47-58,3,3,[0.],[0.],[0.],[0.],[0.]
16-47-58,3,3,[0.],[0.],[0.],[0.],[0.]
16-47-58,3,3,[0.],[0.],[0.],[0.],[0.]
16-47-58,3,3,[0.],[0.],[0.],[0.],[0.]
16-47-58,3,3,[0.],[0.],[0.],[0.],[0.]
16-47-58,3,3,[0.],[0.],[0.],[0.],[0.]
16-47-58,3,3,[0.],[0.],[0.],[0.],[0.]
16-47-58,3,3,[0.],[0.],[0.],[0.],[0.]
16-47-58,3,3,[0.],[0.],[0.],[0.],[0.]
16-47-58,3,3,[0.],[0.],[0.],[0.],[0.]
16-47-58,3,3,[0.],[0.],[0.],[0.],[0.]
16-47-58,3,3,[0.],[0.],[0.],[0.],[0.]
16-47-58,3,3,[0.],[0.],[0.],[0.],[0.]
16-47-58,3,3,[0.],[0.],[0.],[0.],[0.]
16-47-58,3,3,[0.],[0.],[0.],[0.],[0.]
16-47-58,3,3,[0.],[0.],[0.],[0.],[0.]
16-47-58,3,3,[0.],[0.],[0.],[0.],[0.]
16-47-58,3,3,[0.],[0.],[0.],[0.],[0.]
16-47-58,3,3,[0.],[0.],[0.],[0.],[0.]
16-47-58,3,3,[0.],[0.],[0.],[0.],[0.]
16-47-58,3,3,[0.],[0.],[0.],[0.],[0.]
16-47-58,3,3,[0.],[0.],[0.],[0.],[0.]
16-47-58,3,3,[0.],[0.],[0.],[0.],[0.]
16-47-58,3,3,[0.],[0.],[0.],[0.],[0.]
16-47-58,3,3,[0.],[0.],[0.],[0.],[0.]
16-47-58,3,3,[0.],[0.],[0.],[0.],[0.]
16-47-58,3,3,[0.],[0.],[0.],[0.],[0.]
16-47-58,3,3,[0.],[0.],[0.],[0.],[0.]
16-47-58,3,3,[0.],[0.],[0.],[0.],[0.]
16-47-58,3,3,[0.],[0.],[0.],[0.],[0.]
16-47-58,3,3,[0.],[0.],[0.],[0.],[0.]
16-47-58,3,3,[0.],[0.],[0.],[0.],[0.]
16-47-58,3,3,[0.],[0.],[0.],[0.],[0.]
16-47-58,3,3,[0.],[0.],[0.],[0.],[0.]
16-47-58,3,3,[0.],[0.],[0.],[0.],[0.]
16-47-58,3,3,[0.],[0.],[0.],[0.],[0.]
16-47-58,3,3,[0.],[0.],[0.],[0.],[0.]
16-47-58,3,3,[0.],[0.],[0.],[0.],[0.]
16-47-58,3,3,[0.],[0.],[0.],[0.],[0.]
16-47-58,3,3,[0.],[0.],[0.],[0.],[0.]
16-47-58,3,3,[0.],[0.],[0.],[0.],[0.]
16-47-59,3,3,[0.],[0.],[0.],[0.],[0.]
16-47-59,3,3,[0.],[0.],[0.],[0.],[0.]
16-47-59,3,3,[0.],[0.],[0.],[0.],[0.]
16-47-59,3,3,[0.],[0.],[0.],[0.],[0.]
