time,index,ankle_angle,ankle_angle,ankle_angle,imu_ang_vel,imu_ang_vel,imu_ang_vel
11-05-56-325653,0,0,[0.],[0.],[0.],[0.],[0.]
11-05-56-335653,0,0,[0.],[0.],[0.],[0.],[0.]
11-05-56-346650,0,0,[0.],[0.],[0.],[0.],[0.]
11-05-56-355650,0,0,[0.],[0.],[0.],[0.],[0.]
11-05-56-366648,0,0,[0.],[0.],[0.],[0.],[0.]
11-05-56-376650,0,0,[0.],[0.],[0.],[0.],[0.]
11-05-56-386652,0,0,[0.],[0.],[0.],[0.],[0.]
11-05-56-396649,0,0,[0.],[0.],[0.],[0.],[0.]
11-05-56-406657,0,0,[0.],[0.],[0.],[0.],[0.]
11-05-56-416658,0,0,[0.],[0.],[0.],[0.],[0.]
11-05-56-425996,0,0,[0.],[0.],[0.],[0.],[0.]
11-05-56-435995,0,0,[0.],[0.],[0.],[0.],[0.]
11-05-56-446996,0,0,[0.],[0.],[0.],[0.],[0.]
11-05-56-456998,0,0,[0.],[0.],[0.],[0.],[0.]
11-05-56-465035,0,0,[0.],[0.],[0.],[0.],[0.]
11-05-56-475995,0,0,[0.],[0.],[0.],[0.],[0.]
11-05-56-486994,0,0,[0.],[0.],[0.],[0.],[0.]
11-05-56-494996,0,0,[0.],[0.],[0.],[0.],[0.]
11-05-56-505003,0,0,[0.],[0.],[0.],[0.],[0.]
11-05-56-515004,0,0,[0.],[0.],[0.],[0.],[0.]
11-05-56-525516,0,0,[0.],[0.],[0.],[0.],[0.]
11-05-56-535516,0,0,[0.],[0.],[0.],[0.],[0.]
11-05-56-546515,0,0,[0.],[0.],[0.],[0.],[0.]
11-05-56-556553,0,0,[0.],[0.],[0.],[0.],[0.]
11-05-56-566515,0,0,[0.],[0.],[0.],[0.],[0.]
11-05-56-575517,0,0,[0.],[0.],[0.],[0.],[0.]
11-05-56-586516,0,0,[0.],[0.],[0.],[0.],[0.]
11-05-56-595517,0,0,[0.],[0.],[0.],[0.],[0.]
11-05-56-605523,0,0,[0.],[0.],[0.],[0.],[0.]
11-05-56-615540,0,0,[0.],[0.],[0.],[0.],[0.]
11-05-56-626037,0,0,[0.],[0.],[0.],[0.],[0.]
11-05-56-637037,0,0,[0.],[0.],[0.],[0.],[0.]
11-05-56-645037,0,0,[0.],[0.],[0.],[0.],[0.]
11-05-56-655038,0,0,[0.],[0.],[0.],[0.],[0.]
11-05-56-665038,0,0,[0.],[0.],[0.],[0.],[0.]
11-05-56-675038,0,0,[0.],[0.],[0.],[0.],[0.]
11-05-56-686039,0,0,[0.],[0.],[0.],[0.],[0.]
11-05-56-696037,0,0,[0.],[0.],[0.],[0.],[0.]
11-05-56-705045,0,0,[0.],[0.],[0.],[0.],[0.]
11-05-56-715045,0,0,[0.],[0.],[0.],[0.],[0.]
11-05-56-725562,0,0,[0.],[0.],[0.],[0.],[0.]
11-05-56-736562,0,0,[0.],[0.],[0.],[0.],[0.]
11-05-56-745563,0,0,[0.],[0.],[0.],[0.],[0.]
11-05-56-756561,0,0,[0.],[0.],[0.],[0.],[0.]
11-05-56-765563,0,0,[0.],[0.],[0.],[0.],[0.]
11-05-56-776562,0,0,[0.],[0.],[0.],[0.],[0.]
11-05-56-786142,0,0,[0.],[0.],[0.],[0.],[0.]
11-05-56-797141,0,0,[0.],[0.],[0.],[0.],[0.]
11-05-56-806145,0,0,[0.],[0.],[0.],[0.],[0.]
11-05-56-815149,0,0,[0.],[0.],[0.],[0.],[0.]
11-05-56-825659,0,0,[0.],[0.],[0.],[0.],[0.]
11-05-56-836662,0,0,[0.],[0.],[0.],[0.],[0.]
11-05-56-846662,0,0,[0.],[0.],[0.],[0.],[0.]
11-05-56-857661,0,0,[0.],[0.],[0.],[0.],[0.]
11-05-56-865661,0,0,[0.],[0.],[0.],[0.],[0.]
11-05-56-876660,0,0,[0.],[0.],[0.],[0.],[0.]
11-05-56-886660,0,0,[0.],[0.],[0.],[0.],[0.]
11-05-56-896660,0,0,[0.],[0.],[0.],[0.],[0.]
11-05-56-905666,0,0,[0.],[0.],[0.],[0.],[0.]
11-05-56-916704,0,0,[0.],[0.],[0.],[0.],[0.]
11-05-56-926285,0,0,[0.],[0.],[0.],[0.],[0.]
11-05-56-936292,0,0,[0.],[0.],[0.],[0.],[0.]
11-05-56-946284,0,0,[0.],[0.],[0.],[0.],[0.]
11-05-56-955286,0,0,[0.],[0.],[0.],[0.],[0.]
11-05-56-966250,0,0,[0.],[0.],[0.],[0.],[0.]
11-05-56-975252,0,0,[0.],[0.],[0.],[0.],[0.]
11-05-56-986250,0,0,[0.],[0.],[0.],[0.],[0.]
11-05-56-996248,0,0,[0.],[0.],[0.],[0.],[0.]
11-05-57-005257,0,0,[0.],[0.],[0.],[0.],[0.]
11-05-57-016255,0,0,[0.],[0.],[0.],[0.],[0.]
11-05-57-025767,0,0,[0.],[0.],[0.],[0.],[0.]
11-05-57-034769,0,0,[0.],[0.],[0.],[0.],[0.]
11-05-57-044769,0,0,[0.],[0.],[0.],[0.],[0.]
11-05-57-055768,0,0,[0.],[0.],[0.],[0.],[0.]
11-05-57-064774,0,0,[0.],[0.],[0.],[0.],[0.]
11-05-57-075769,0,0,[0.],[0.],[0.],[0.],[0.]
11-05-57-084769,0,0,[0.],[0.],[0.],[0.],[0.]
11-05-57-095769,0,0,[0.],[0.],[0.],[0.],[0.]
11-05-57-104775,0,0,[0.],[0.],[0.],[0.],[0.]
11-05-57-115774,0,0,[0.],[0.],[0.],[0.],[0.]
11-05-57-125976,0,0,[0.],[0.],[0.],[0.],[0.]
11-05-57-134977,0,0,[0.],[0.],[0.],[0.],[0.]
11-05-57-145975,0,0,[0.],[0.],[0.],[0.],[0.]
11-05-57-155976,0,0,[0.],[0.],[0.],[0.],[0.]
11-05-57-164976,0,0,[0.],[0.],[0.],[0.],[0.]
11-05-57-175974,0,0,[0.],[0.],[0.],[0.],[0.]
11-05-57-185011,0,0,[0.],[0.],[0.],[0.],[0.]
11-05-57-195014,0,0,[0.],[0.],[0.],[0.],[0.]
11-05-57-205056,0,0,[0.],[0.],[0.],[0.],[0.]
11-05-57-216055,0,0,[0.],[0.],[0.],[0.],[0.]
11-05-57-225224,0,0,[0.],[0.],[0.],[0.],[0.]
11-05-57-235261,0,0,[0.],[0.],[0.],[0.],[0.]
11-05-57-246225,0,0,[0.],[0.],[0.],[0.],[0.]
11-05-57-256222,0,0,[0.],[0.],[0.],[0.],[0.]
11-05-57-265224,0,0,[0.],[0.],[0.],[0.],[0.]
11-05-57-275225,0,0,[0.],[0.],[0.],[0.],[0.]
11-05-57-286225,0,0,[0.],[0.],[0.],[0.],[0.]
11-05-57-297223,0,0,[0.],[0.],[0.],[0.],[0.]
11-05-57-305228,0,0,[0.],[0.],[0.],[0.],[0.]
11-05-57-316227,0,0,[0.],[0.],[0.],[0.],[0.]
11-05-57-325738,0,0,[0.],[0.],[0.],[0.],[0.]
11-05-57-335740,0,0,[0.],[0.],[0.],[0.],[0.]
11-05-57-346740,0,0,[0.],[0.],[0.],[0.],[0.]
11-05-57-356742,0,0,[0.],[0.],[0.],[0.],[0.]
11-05-57-366737,0,0,[0.],[0.],[0.],[0.],[0.]
11-05-57-376738,0,0,[0.],[0.],[0.],[0.],[0.]
11-05-57-386737,0,0,[0.],[0.],[0.],[0.],[0.]
11-05-57-396737,0,0,[0.],[0.],[0.],[0.],[0.]
11-05-57-405741,0,0,[0.],[0.],[0.],[0.],[0.]
11-05-57-416741,0,0,[0.],[0.],[0.],[0.],[0.]
11-05-57-426252,0,0,[0.],[0.],[0.],[0.],[0.]
11-05-57-435252,0,0,[0.],[0.],[0.],[0.],[0.]
11-05-57-445255,0,0,[0.],[0.],[0.],[0.],[0.]
11-05-57-455255,0,0,[0.],[0.],[0.],[0.],[0.]
11-05-57-465257,0,0,[0.],[0.],[0.],[0.],[0.]
11-05-57-475257,0,0,[0.],[0.],[0.],[0.],[0.]
11-05-57-485258,0,0,[0.],[0.],[0.],[0.],[0.]
11-05-57-496254,0,0,[0.],[0.],[0.],[0.],[0.]
11-05-57-505290,0,0,[0.],[0.],[0.],[0.],[0.]
11-05-57-516283,0,0,[0.],[0.],[0.],[0.],[0.]
11-05-57-525328,0,0,[0.],[0.],[0.],[0.],[0.]
11-05-57-535328,0,0,[0.],[0.],[0.],[0.],[0.]
11-05-57-546328,0,0,[0.],[0.],[0.],[0.],[0.]
11-05-57-556327,0,0,[0.],[0.],[0.],[0.],[0.]
11-05-57-567328,0,0,[0.],[0.],[0.],[0.],[0.]
11-05-57-576326,0,0,[0.],[0.],[0.],[0.],[0.]
11-05-57-587328,0,0,[0.],[0.],[0.],[0.],[0.]
11-05-57-595332,0,0,[0.],[0.],[0.],[0.],[0.]
11-05-57-605342,0,0,[0.],[0.],[0.],[0.],[0.]
11-05-57-616340,0,0,[0.],[0.],[0.],[0.],[0.]
11-05-57-625853,0,0,[0.],[0.],[0.],[0.],[0.]
11-05-57-634856,0,0,[0.],[0.],[0.],[0.],[0.]
11-05-57-645851,0,0,[0.],[0.],[0.],[0.],[0.]
11-05-57-655851,0,0,[0.],[0.],[0.],[0.],[0.]
11-05-57-665850,0,0,[0.],[0.],[0.],[0.],[0.]
11-05-57-674852,0,0,[0.],[0.],[0.],[0.],[0.]
