time,theta,alpha,mx,my,fz,imu_ang_vel_x,imu_ang_vel_y,imu_ang_vel_z,imu_accel_x,imu_accel_y,imu_accel_z,State,Swing,Right_Hip_x,Right_Hip_y,Right_Hip_z,Right_Knee_x,Right_Knee_y,Right_Knee_z,Right_Ankle_x,Right_Ankle_y,Right_Ankle_z,Right_Ball_of_Foot_x,Right_Ball_of_Foot_y,Right_Ball_of_Foot_z,Left_Hip_x,Left_Hip_y,Left_Hip_z,Left_Knee_x,Left_Knee_y,Left_Knee_z,Left_Ankle_x,Left_Ankle_y,Left_Ankle_z,Left_Ball_of_Foot_x,Left_Ball_of_Foot_y,Left_Ball_of_Foot_z,Center_of_Mass_Position_x,Center_of_Mass_Position_y,Center_of_Mass_Position_z,Center_of_Mass_Velocity_x,Center_of_Mass_Velocity_y,Center_of_Mass_Velocity_z,Center_of_Mass_Acceleration_x,Center_of_Mass_Acceleration_y,Center_of_Mass_Acceleration_z
1675297473496-2.0,12.0,7.84,0.0986328125,1.017578125,-0.1904296875,-0.12213740458015267,-0.07633587786259542,-0.1450381679389313,0.0,0.0
1675297473513-2.0,12.0,7.84,0.0986328125,1.017578125,-0.1904296875,-0.12213740458015267,-0.07633587786259542,-0.1450381679389313,0.0,0.0
1675297473514-2.0,13.0,7.84,0.0986328125,1.017578125,-0.1904296875,-0.12213740458015267,-0.07633587786259542,-0.1450381679389313,0.0,0.0
1675297473614-2.0,13.0,7.84,0.100830078125,1.01416015625,-0.175048828125,-0.16793893129770993,-0.08396946564885496,-0.16030534351145037,0.0,0.0
1675297473615-2.0,12.0,5.88,0.100830078125,1.01416015625,-0.175048828125,-0.16793893129770993,-0.08396946564885496,-0.16030534351145037,0.0,0.0
1675297473715-2.0,12.0,5.88,0.10009765625,1.012939453125,-0.19921875,-0.17557251908396945,-0.12213740458015267,-0.12213740458015267,0.0,0.0
1675297473717-2.0,12.0,7.84,0.10009765625,1.012939453125,-0.19921875,-0.17557251908396945,-0.12213740458015267,-0.12213740458015267,0.0,0.0
1675297473816-2.0,12.0,7.84,0.107421875,1.019287109375,-0.18115234375,-0.17557251908396945,-0.17557251908396945,-0.11450381679389313,0.0,0.0
1675297473818-2.0,12.0,5.88,0.107421875,1.019287109375,-0.18115234375,-0.17557251908396945,-0.17557251908396945,-0.11450381679389313,0.0,0.0
1675297473916-2.0,12.0,5.88,0.103515625,1.0146484375,-0.16015625,-0.19083969465648856,-0.1984732824427481,-0.12213740458015267,0.0,0.0
1675297473919-1.0,13.0,5.88,0.103515625,1.0146484375,-0.16015625,-0.19083969465648856,-0.1984732824427481,-0.12213740458015267,0.0,0.0
1675297474018-1.0,13.0,5.88,0.095947265625,1.021484375,-0.18359375,-0.16793893129770993,-0.25190839694656486,-0.0916030534351145,0.0,0.0
1675297474020-2.0,13.0,7.84,0.095947265625,1.021484375,-0.18359375,-0.16793893129770993,-0.25190839694656486,-0.0916030534351145,0.0,0.0
1675297474118-2.0,13.0,7.84,0.08447265625,1.014404296875,-0.186767578125,-0.0916030534351145,-0.0916030534351145,-0.16030534351145037,0.0,0.0
1675297474120-2.0,12.0,7.84,0.08447265625,1.014404296875,-0.186767578125,-0.0916030534351145,-0.0916030534351145,-0.16030534351145037,0.0,0.0
1675297474220-2.0,12.0,7.84,0.091796875,1.015380859375,-0.17578125,-0.10687022900763359,-0.183206106870229,-0.08396946564885496,0.0,0.0
1675297474221-2.0,12.0,5.88,0.091796875,1.015380859375,-0.17578125,-0.10687022900763359,-0.183206106870229,-0.08396946564885496,0.0,0.0
1675297474327-2.0,12.0,5.88,0.0927734375,1.017578125,-0.188720703125,-0.11450381679389313,-0.16030534351145037,-0.15267175572519084,0.0,0.0
1675297474327-2.0,12.0,5.88,0.0927734375,1.017578125,-0.188720703125,-0.11450381679389313,-0.16030534351145037,-0.15267175572519084,0.0,0.0
1675297474428-2.0,12.0,7.84,0.08740234375,1.012451171875,-0.197265625,-0.13740458015267176,-0.11450381679389313,-0.1450381679389313,0.0,0.0
1675297474429-2.0,12.0,5.88,0.08740234375,1.012451171875,-0.197265625,-0.13740458015267176,-0.11450381679389313,-0.1450381679389313,0.0,0.0
1675297474528-2.0,12.0,5.88,0.09521484375,1.012451171875,-0.1806640625,-0.1450381679389313,-0.08396946564885496,-0.13740458015267176,0.0,0.0
