time,index,ankle_angle,ankle_angle,ankle_angle,imu_ang_vel,imu_ang_vel,imu_ang_vel
16-54-03,1,1,[0.],[0.],[0.],[0.],[0.]
16-54-03,1,1,[0.],[0.],[0.],[0.],[0.]
16-54-03,1,1,[0.],[0.],[0.],[0.],[0.]
16-54-03,1,1,[0.],[0.],[0.],[0.],[0.]
16-54-03,1,1,[0.],[0.],[0.],[0.],[0.]
16-54-03,1,1,[0.],[0.],[0.],[0.],[0.]
16-54-03,1,1,[0.],[0.],[0.],[0.],[0.]
16-54-03,1,1,[0.],[0.],[0.],[0.],[0.]
16-54-03,1,1,[0.],[0.],[0.],[0.],[0.]
16-54-04,1,1,[0.],[0.],[0.],[0.],[0.]
16-54-04,1,1,[0.],[0.],[0.],[0.],[0.]
16-54-04,1,1,[0.],[0.],[0.],[0.],[0.]
16-54-04,1,1,[0.],[0.],[0.],[0.],[0.]
16-54-04,1,1,[0.],[0.],[0.],[0.],[0.]
16-54-04,1,1,[0.],[0.],[0.],[0.],[0.]
16-54-04,1,1,[0.],[0.],[0.],[0.],[0.]
16-54-04,1,1,[0.],[0.],[0.],[0.],[0.]
16-54-04,1,1,[0.],[0.],[0.],[0.],[0.]
16-54-04,1,1,[0.],[0.],[0.],[0.],[0.]
16-54-04,1,1,[0.],[0.],[0.],[0.],[0.]
16-54-04,1,1,[0.],[0.],[0.],[0.],[0.]
16-54-04,1,1,[0.],[0.],[0.],[0.],[0.]
16-54-04,1,1,[0.],[0.],[0.],[0.],[0.]
16-54-04,1,1,[0.],[0.],[0.],[0.],[0.]
16-54-04,1,1,[0.],[0.],[0.],[0.],[0.]
16-54-04,1,1,[0.],[0.],[0.],[0.],[0.]
16-54-04,1,1,[0.],[0.],[0.],[0.],[0.]
16-54-04,1,1,[0.],[0.],[0.],[0.],[0.]
16-54-04,1,1,[0.],[0.],[0.],[0.],[0.]
16-54-04,1,1,[0.],[0.],[0.],[0.],[0.]
16-54-04,1,1,[0.],[0.],[0.],[0.],[0.]
16-54-04,1,1,[0.],[0.],[0.],[0.],[0.]
16-54-04,1,1,[0.],[0.],[0.],[0.],[0.]
16-54-04,1,1,[0.],[0.],[0.],[0.],[0.]
16-54-04,1,1,[0.],[0.],[0.],[0.],[0.]
16-54-04,1,1,[0.],[0.],[0.],[0.],[0.]
16-54-04,1,1,[0.],[0.],[0.],[0.],[0.]
16-54-04,1,1,[0.],[0.],[0.],[0.],[0.]
16-54-04,1,1,[0.],[0.],[0.],[0.],[0.]
16-54-04,1,1,[0.],[0.],[0.],[0.],[0.]
16-54-04,1,1,[0.],[0.],[0.],[0.],[0.]
16-54-04,1,1,[0.],[0.],[0.],[0.],[0.]
16-54-04,1,1,[0.],[0.],[0.],[0.],[0.]
16-54-04,1,1,[0.],[0.],[0.],[0.],[0.]
16-54-04,1,1,[0.],[0.],[0.],[0.],[0.]
16-54-04,1,1,[0.],[0.],[0.],[0.],[0.]
16-54-04,1,1,[0.],[0.],[0.],[0.],[0.]
16-54-04,1,1,[0.],[0.],[0.],[0.],[0.]
16-54-04,1,1,[0.],[0.],[0.],[0.],[0.]
16-54-04,1,1,[0.],[0.],[0.],[0.],[0.]
16-54-04,1,1,[0.],[0.],[0.],[0.],[0.]
16-54-04,1,1,[0.],[0.],[0.],[0.],[0.]
16-54-04,1,1,[0.],[0.],[0.],[0.],[0.]
16-54-04,1,1,[0.],[0.],[0.],[0.],[0.]
16-54-04,1,1,[0.],[0.],[0.],[0.],[0.]
16-54-04,1,1,[0.],[0.],[0.],[0.],[0.]
16-54-04,1,1,[0.],[0.],[0.],[0.],[0.]
16-54-04,1,1,[0.],[0.],[0.],[0.],[0.]
16-54-04,1,1,[0.],[0.],[0.],[0.],[0.]
16-54-04,1,1,[0.],[0.],[0.],[0.],[0.]
16-54-04,1,1,[0.],[0.],[0.],[0.],[0.]
16-54-04,1,1,[0.],[0.],[0.],[0.],[0.]
16-54-04,1,1,[0.],[0.],[0.],[0.],[0.]
16-54-04,1,1,[0.],[0.],[0.],[0.],[0.]
16-54-04,1,1,[0.],[0.],[0.],[0.],[0.]
16-54-04,1,1,[0.],[0.],[0.],[0.],[0.]
16-54-04,1,1,[0.],[0.],[0.],[0.],[0.]
16-54-04,1,1,[0.],[0.],[0.],[0.],[0.]
16-54-04,1,1,[0.],[0.],[0.],[0.],[0.]
16-54-04,1,1,[0.],[0.],[0.],[0.],[0.]
16-54-04,1,1,[0.],[0.],[0.],[0.],[0.]
16-54-04,1,1,[0.],[0.],[0.],[0.],[0.]
16-54-04,1,1,[0.],[0.],[0.],[0.],[0.]
16-54-04,1,1,[0.],[0.],[0.],[0.],[0.]
16-54-04,1,1,[0.],[0.],[0.],[0.],[0.]
16-54-04,1,1,[0.],[0.],[0.],[0.],[0.]
16-54-04,1,1,[0.],[0.],[0.],[0.],[0.]
16-54-04,1,1,[0.],[0.],[0.],[0.],[0.]
16-54-04,1,1,[0.],[0.],[0.],[0.],[0.]
16-54-04,1,1,[0.],[0.],[0.],[0.],[0.]
16-54-04,1,1,[0.],[0.],[0.],[0.],[0.]
16-54-04,1,1,[0.],[0.],[0.],[0.],[0.]
16-54-04,1,1,[0.],[0.],[0.],[0.],[0.]
16-54-04,1,1,[0.],[0.],[0.],[0.],[0.]
16-54-04,1,1,[0.],[0.],[0.],[0.],[0.]
16-54-04,1,1,[0.],[0.],[0.],[0.],[0.]
16-54-04,1,1,[0.],[0.],[0.],[0.],[0.]
16-54-04,1,1,[0.],[0.],[0.],[0.],[0.]
16-54-04,1,1,[0.],[0.],[0.],[0.],[0.]
16-54-04,1,1,[0.],[0.],[0.],[0.],[0.]
16-54-04,1,1,[0.],[0.],[0.],[0.],[0.]
16-54-04,1,1,[0.],[0.],[0.],[0.],[0.]
16-54-04,1,1,[0.],[0.],[0.],[0.],[0.]
16-54-04,1,1,[0.],[0.],[0.],[0.],[0.]
16-54-04,1,1,[0.],[0.],[0.],[0.],[0.]
16-54-04,1,1,[0.],[0.],[0.],[0.],[0.]
16-54-04,1,1,[0.],[0.],[0.],[0.],[0.]
16-54-04,1,1,[0.],[0.],[0.],[0.],[0.]
16-54-04,1,1,[0.],[0.],[0.],[0.],[0.]
16-54-04,1,1,[0.],[0.],[0.],[0.],[0.]
16-54-04,1,1,[0.],[0.],[0.],[0.],[0.]
16-54-04,1,1,[0.],[0.],[0.],[0.],[0.]
16-54-04,1,1,[0.],[0.],[0.],[0.],[0.]
16-54-04,1,1,[0.],[0.],[0.],[0.],[0.]
16-54-04,1,1,[0.],[0.],[0.],[0.],[0.]
16-54-04,1,1,[0.],[0.],[0.],[0.],[0.]
16-54-04,1,1,[0.],[0.],[0.],[0.],[0.]
16-54-04,1,1,[0.],[0.],[0.],[0.],[0.]
16-54-04,1,1,[0.],[0.],[0.],[0.],[0.]
16-54-05,1,1,[0.],[0.],[0.],[0.],[0.]
16-54-05,1,1,[0.],[0.],[0.],[0.],[0.]
16-54-05,1,1,[0.],[0.],[0.],[0.],[0.]
16-54-05,1,1,[0.],[0.],[0.],[0.],[0.]
16-54-05,1,1,[0.],[0.],[0.],[0.],[0.]
16-54-05,1,1,[0.],[0.],[0.],[0.],[0.]
16-54-05,1,1,[0.],[0.],[0.],[0.],[0.]
16-54-05,1,1,[0.],[0.],[0.],[0.],[0.]
16-54-05,1,1,[0.],[0.],[0.],[0.],[0.]
16-54-05,1,1,[0.],[0.],[0.],[0.],[0.]
16-54-05,1,1,[0.],[0.],[0.],[0.],[0.]
16-54-05,1,1,[0.],[0.],[0.],[0.],[0.]
16-54-05,1,1,[0.],[0.],[0.],[0.],[0.]
16-54-05,1,1,[0.],[0.],[0.],[0.],[0.]
16-54-05,1,1,[0.],[0.],[0.],[0.],[0.]
16-54-05,1,1,[0.],[0.],[0.],[0.],[0.]
16-54-05,1,1,[0.],[0.],[0.],[0.],[0.]
16-54-05,1,1,[0.],[0.],[0.],[0.],[0.]
16-54-05,1,1,[0.],[0.],[0.],[0.],[0.]
16-54-05,1,1,[0.],[0.],[0.],[0.],[0.]
16-54-05,1,1,[0.],[0.],[0.],[0.],[0.]
16-54-05,1,1,[0.],[0.],[0.],[0.],[0.]
16-54-05,1,1,[0.],[0.],[0.],[0.],[0.]
16-54-05,1,1,[0.],[0.],[0.],[0.],[0.]
16-54-05,1,1,[0.],[0.],[0.],[0.],[0.]
16-54-05,1,1,[0.],[0.],[0.],[0.],[0.]
16-54-05,1,1,[0.],[0.],[0.],[0.],[0.]
16-54-05,1,1,[0.],[0.],[0.],[0.],[0.]
16-54-05,1,1,[0.],[0.],[0.],[0.],[0.]
16-54-05,1,1,[0.],[0.],[0.],[0.],[0.]
16-54-05,1,1,[0.],[0.],[0.],[0.],[0.]
16-54-05,1,1,[0.],[0.],[0.],[0.],[0.]
16-54-05,1,1,[0.],[0.],[0.],[0.],[0.]
16-54-05,1,1,[0.],[0.],[0.],[0.],[0.]
16-54-05,1,1,[0.],[0.],[0.],[0.],[0.]
16-54-05,1,1,[0.],[0.],[0.],[0.],[0.]
16-54-05,1,1,[0.],[0.],[0.],[0.],[0.]
16-54-05,1,1,[0.],[0.],[0.],[0.],[0.]
16-54-05,1,1,[0.],[0.],[0.],[0.],[0.]
