time,theta,alpha,mx,my,fz,imu_ang_vel_x,imu_ang_vel_y,imu_ang_vel_z,imu_accel_x,imu_accel_y,imu_accel_z,State,Swing,Right_Hip_x,Right_Hip_y,Right_Hip_z,Right_Knee_x,Right_Knee_y,Right_Knee_z,Right_Ankle_x,Right_Ankle_y,Right_Ankle_z,Right_Ball_of_Foot_x,Right_Ball_of_Foot_y,Right_Ball_of_Foot_z,Left_Hip_x,Left_Hip_y,Left_Hip_z,Left_Knee_x,Left_Knee_y,Left_Knee_z,Left_Ankle_x,Left_Ankle_y,Left_Ankle_z,Left_Ball_of_Foot_x,Left_Ball_of_Foot_y,Left_Ball_of_Foot_z,Center_of_Mass_Position_x,Center_of_Mass_Position_y,Center_of_Mass_Position_z,Center_of_Mass_Velocity_x,Center_of_Mass_Velocity_y,Center_of_Mass_Velocity_z,Center_of_Mass_Acceleration_x,Center_of_Mass_Acceleration_y,Center_of_Mass_Acceleration_z
18-23-17-474689,0.0,0.0,2.0,-8.0,5.88,0.868408203125,0.46630859375,-0.449951171875,-0.366412213740458,-0.4351145038167939,-0.061068702290076333,0.0,0.0,-34.38631820678711,59.940284729003906,-137.5764923095703,5.285689830780029,171.73558044433594,-33.41075134277344,-22.17104721069336,52.80421447753906,-105.2140121459961,8.191160118622195e-15,-4.085508837568244e-15,-40.85651397705078,33.248802185058594,-36.52490997314453,61.82467269897461,-1.2858644723892212,-158.99029541015625,-109.8010025024414,-29.254451751708984,-133.1608123779297,-177.76922607421875,3.945496673667272e-16,-9.06561469875267e-16,9.847792980213668e-17,0.7574769854545593,1.0616143941879272,0.11427374929189682,-0.009564856998622417,-0.0005420685629360378,0.004792576190084219,0.19141335785388947,-0.3299371302127838,0.07169701904058456
18-23-17-484691,0.0,0.0,2.0,-8.0,5.88,0.8623046875,0.47900390625,-0.463134765625,0.0,-0.37404580152671757,0.16793893129770993,0.0,0.0,-34.38631820678711,59.940284729003906,-137.5764923095703,5.285689830780029,171.73558044433594,-33.41075134277344,-22.17104721069336,52.80421447753906,-105.2140121459961,8.191160118622195e-15,-4.085508837568244e-15,-40.85651397705078,33.248802185058594,-36.52490997314453,61.82467269897461,-1.2858644723892212,-158.99029541015625,-109.8010025024414,-29.254451751708984,-133.1608123779297,-177.76922607421875,3.945496673667272e-16,-9.06561469875267e-16,9.847792980213668e-17,0.7574769854545593,1.0616143941879272,0.11427374929189682,-0.009564856998622417,-0.0005420685629360378,0.004792576190084219,0.19141335785388947,-0.3299371302127838,0.07169701904058456
18-23-17-495688,0.0,0.0,2.0,-7.0,5.88,0.8623046875,0.47900390625,-0.463134765625,0.0,-0.37404580152671757,0.16793893129770993,0.0,0.0,-34.386165618896484,59.95583724975586,-137.5843963623047,5.2874436378479,171.73524475097656,-33.41115951538086,-22.1700439453125,52.80373764038086,-105.21324920654297,9.894704311810571e-15,-2.1210926844274095e-15,-40.85848617553711,33.246883392333984,-36.51188278198242,61.832618713378906,-1.285327434539795,-158.99183654785156,-109.80099487304688,-29.254291534423828,-133.16078186035156,-177.7686004638672,-2.219117663361002e-16,3.2425461483232964e-16,4.8189540710257014e-17,0.7575123310089111,1.0616002082824707,0.11429201811552048,-0.0010447665117681026,0.0003351825289428234,0.0004292179655749351,-0.2636115849018097,0.34374403953552246,0.01038795243948698
18-23-17-505694,0.0,0.0,2.0,-7.0,5.88,0.8623046875,0.47900390625,-0.463134765625,0.0,-0.37404580152671757,0.16793893129770993,0.0,0.0,-34.425758361816406,59.97600555419922,-137.6095733642578,5.288951396942139,171.73345947265625,-33.41134262084961,-22.167905807495117,52.80196762084961,-105.21253967285156,2.360397067960405e-15,-8.1925619581499e-15,-40.84309387207031,33.202335357666016,-36.510902404785156,61.82273483276367,-1.288189172744751,-158.98841857910156,-109.80166625976562,-29.253271102905273,-133.15696716308594,-177.77037048339844,-2.466707114379108e-16,4.173547324523488e-15,-2.4411605345154693e-17,0.7575281858444214,1.0616132020950317,0.11421308666467667,-0.0011496648658066988,0.0006109219393692911,-0.0041476087644696236,-0.046750959008932114,0.058750372380018234,0.04362720996141434
18-23-17-515692,0.0,0.0,2.0,-7.0,5.88,0.8623046875,0.47900390625,-0.463134765625,0.0,-0.37404580152671757,0.16793893129770993,0.0,0.0,-34.44639587402344,59.99457931518555,-137.6163330078125,5.290994644165039,171.73379516601562,-33.41407775878906,-22.166791915893555,52.800594329833984,-105.21206665039062,-9.356308994712056e-15,-6.213912475121642e-15,-40.84476852416992,33.17654800415039,-36.50139236450195,61.83279037475586,-1.286329746246338,-158.98655700683594,-109.8009033203125,-29.253314971923828,-133.15769958496094,-177.76991271972656,-1.943559978517947e-16,-2.399863509346535e-15,5.327722425560527e-17,0.7575244903564453,1.0616295337677002,0.1141972541809082,-0.0033322134986519814,0.0005360687500797212,-0.0014676954597234726,0.016261398792266846,-0.1389763355255127,-0.09338413923978806
18-23-17-525689,0.0,0.0,2.0,-7.0,5.88,0.8623046875,0.47900390625,-0.463134765625,0.0,-0.37404580152671757,0.16793893129770993,0.0,0.0,-34.477596282958984,60.00859069824219,-137.63308715820312,5.291535377502441,171.7355499267578,-33.41547393798828,-22.167943954467773,52.804779052734375,-105.21585845947266,1.3709016493074037e-14,-1.1479712173261339e-14,-40.85350036621094,33.14591598510742,-36.50715637207031,61.822269439697266,-1.2869418859481812,-158.9932861328125,-109.79954528808594,-29.255369186401367,-133.1631317138672,-177.7685546875,-3.171141006171963e-16,5.874285721074084e-16,1.5983056434479498e-16,0.757522702217102,1.061635136604309,0.11411631852388382,-0.0025594872422516346,0.0007983967661857605,-0.006918875966221094,-0.1636691391468048,0.16201283037662506,0.006670600734651089
18-23-17-535700,0.0,0.0,2.0,-7.0,5.88,0.840087890625,0.441650390625,-0.4912109375,0.05343511450381679,-0.04580152671755725,-0.183206106870229,0.0,0.0,-34.48272705078125,60.012451171875,-137.64537048339844,5.289210319519043,171.73434448242188,-33.4161262512207,-22.168617248535156,52.804962158203125,-105.21615600585938,2.8379929953797163e-15,-1.0532787783504392e-14,-40.85259246826172,33.13888931274414,-36.50617980957031,61.8100700378418,-1.2854489088058472,-158.9937286376953,-109.80329132080078,-29.255773544311523,-133.16123962402344,-177.76722717285156,-1.846785934898551e-16,4.111094738289481e-15,7.699648604549798e-17,0.7575514912605286,1.0616406202316284,0.11406062543392181,-0.0014845257392153144,0.00010778958676382899,-0.005825012922286987,-0.21469928324222565,-0.04702260345220566,-0.13886186480522156
18-23-17-545700,0.0,0.0,2.0,-7.0,5.88,0.840087890625,0.441650390625,-0.4912109375,0.05343511450381679,-0.04580152671755725,-0.183206106870229,0.0,0.0,-34.46846389770508,60.025848388671875,-137.6609344482422,5.2897419929504395,171.7333984375,-33.41623306274414,-22.168149948120117,52.80466079711914,-105.2165298461914,1.613484939730868e-14,-8.209559368302453e-15,-40.85249710083008,33.147560119628906,-36.4882698059082,61.812984466552734,-1.2851876020431519,-158.99151611328125,-109.8031234741211,-29.25648307800293,-133.15992736816406,-177.7672119140625,2.0498102032347502e-16,6.0249428127209965e-15,-2.487185724065757e-16,0.7576081156730652,1.0616356134414673,0.11405181139707565,0.0014847555430606008,-0.0005271740374155343,-0.0026648982893675566,-0.16566559672355652,-0.07686600089073181,-0.18064886331558228
18-23-17-555231,0.0,0.0,2.0,-7.0,5.88,0.840087890625,0.441650390625,-0.4912109375,0.05343511450381679,-0.04580152671755725,-0.183206106870229,0.0,0.0,-34.46538543701172,60.014671325683594,-137.6474609375,5.288941860198975,171.73321533203125,-33.41617202758789,-22.167551040649414,52.803775787353516,-105.21549224853516,-1.4645886813505313e-15,-3.190421593633839e-15,-40.85091018676758,33.15346145629883,-36.495330810546875,61.815277099609375,-1.2846364974975586,-158.9913330078125,-109.80208587646484,-29.256498336791992,-133.16104125976562,-177.76657104492188,-2.341881457129018e-16,1.5015551049928403e-15,2.741459687788353e-17,0.7575854659080505,1.0616422891616821,0.11402590572834015,-0.005277723539620638,5.9050646086689085e-05,-0.005089600570499897,0.06993342936038971,-0.0810428112745285,-0.08044740557670593
18-23-17-565273,0.0,0.0,2.0,-7.0,5.88,0.840087890625,0.441650390625,-0.4912109375,0.05343511450381679,-0.04580152671755725,-0.183206106870229,0.0,0.0,-34.45170593261719,59.99813461303711,-137.6538848876953,5.289306640625,171.73182678222656,-33.41542053222656,-22.165912628173828,52.803382873535156,-105.21588134765625,6.166780597321097e-15,-1.1045325725822074e-14,-40.85365676879883,33.17158508300781,-36.50367736816406,61.7948112487793,-1.2841283082962036,-158.9905242919922,-109.80196380615234,-29.257570266723633,-133.1612091064453,-177.76626586914062,-2.3471203559077857e-16,-1.540874162646148e-15,-3.122976727557613e-17,0.7576224207878113,1.0616354942321777,0.11397235840559006,0.0004256297543179244,0.00036955170799046755,-0.008859827183187008,-0.11689586192369461,0.22195571660995483,-0.03646840527653694
