time,index,ankle_angle,ankle_angle,ankle_angle,imu_ang_vel,imu_ang_vel,imu_ang_vel
13-00-14-487072,4.3 0,4.3 0,[0.],[0.],[0.],[0.],0.0
13-00-14-496082,4.3 0,4.3 0,[0.],[0.],[0.],[0.],0.0
13-00-14-507073,4.3 0,4.3 0,[0.],[0.],[0.],[0.],0.0
13-00-14-516073,4.3 0,4.3 0,[0.],[0.],[0.],[0.],0.0
13-00-14-526076,4.3 0,4.3 0,[0.],[0.],[0.],[0.],0.0
13-00-14-536120,4.3 0,4.3 0,[0.],[0.],[0.],[0.],0.0
13-00-14-546711,4.3 0,4.3 0,[0.],[0.],[0.],[0.],0.0
13-00-14-557675,4.3 0,4.3 0,[0.],[0.],[0.],[0.],0.0
13-00-14-567672,4.3 0,4.3 0,[0.],[0.],[0.],[0.],0.0
13-00-14-576708,4.3 0,4.3 0,[0.],[0.],[0.],[0.],0.0
13-00-14-586711,4.3 0,4.3 0,[0.],[0.],[0.],[0.],0.0
13-00-14-597714,4.3 0,4.3 0,[0.],[0.],[0.],[0.],0.0
13-00-14-606715,4.3 0,4.3 0,[0.],[0.],[0.],[0.],0.0
13-00-14-617673,4.3 0,4.3 0,[0.],[0.],[0.],[0.],0.0
13-00-14-626676,4.3 0,4.3 0,[0.],[0.],[0.],[0.],0.0
13-00-14-637675,4.3 0,4.3 0,[0.],[0.],[0.],[0.],0.0
13-00-14-647300,4.3 0,4.3 0,[0.],[0.],[0.],[0.],0.0
13-00-14-657296,4.3 0,4.3 0,[0.],[0.],[0.],[0.],0.0
13-00-14-666299,4.3 0,4.3 0,[0.],[0.],[0.],[0.],0.0
13-00-14-676300,4.3 0,4.3 0,[0.],[0.],[0.],[0.],0.0
13-00-14-686301,4.3 0,4.3 0,[0.],[0.],[0.],[0.],0.0
13-00-14-697263,4.3 0,4.3 0,[0.],[0.],[0.],[0.],0.0
13-00-14-706300,4.3 0,4.3 0,[0.],[0.],[0.],[0.],0.0
13-00-14-717261,4.3 0,4.3 0,[0.],[0.],[0.],[0.],0.0
13-00-14-726832,4.3 0,4.3 0,[0.],[0.],[0.],[0.],0.0
13-00-14-736864,4.3 0,4.3 0,[0.],[0.],[0.],[0.],0.0
13-00-14-746453,4.3 0,4.3 0,[0.],[0.],[0.],[0.],0.0
13-00-14-756455,4.3 0,4.3 0,[0.],[0.],[0.],[0.],0.0
13-00-14-767419,4.3 0,4.3 0,[0.],[0.],[0.],[0.],0.0
13-00-14-777414,4.3 0,4.3 0,[0.],[0.],[0.],[0.],0.0
13-00-14-786450,4.3 0,4.3 0,[0.],[0.],[0.],[0.],0.0
13-00-14-796457,4.3 0,4.3 0,[0.],[0.],[0.],[0.],0.0
13-00-14-807415,4.3 0,4.3 0,[0.],[0.],[0.],[0.],0.0
13-00-14-818415,4.3 0,4.3 0,[0.],[0.],[0.],[0.],0.0
13-00-14-827419,4.3 0,4.3 0,[0.],[0.],[0.],[0.],0.0
13-00-14-837418,4.3 0,4.3 0,[0.],[0.],[0.],[0.],0.0
13-00-14-846933,4.3 0,4.3 0,[0.],[0.],[0.],[0.],0.0
13-00-14-855965,4.3 0,4.3 0,[0.],[0.],[0.],[0.],0.0
13-00-14-866965,4.3 0,4.3 0,[0.],[0.],[0.],[0.],0.0
13-00-14-875972,4.3 0,4.3 0,[0.],[0.],[0.],[0.],0.0
13-00-14-885973,4.3 0,4.3 0,[0.],[0.],[0.],[0.],0.0
13-00-14-896964,4.3 0,4.3 0,[0.],[0.],[0.],[0.],0.0
13-00-14-905967,4.3 0,4.3 0,[0.],[0.],[0.],[0.],0.0
13-00-14-916966,4.3 0,4.3 0,[0.],[0.],[0.],[0.],0.0
13-00-14-925966,4.3 0,4.3 0,[0.],[0.],[0.],[0.],0.0
13-00-14-936008,4.3 0,4.3 0,[0.],[0.],[0.],[0.],0.0
13-00-14-946495,4.3 0,4.3 0,[0.],[0.],[0.],[0.],0.0
13-00-14-957494,4.3 0,4.3 0,[0.],[0.],[0.],[0.],0.0
13-00-14-967494,4.3 0,4.3 0,[0.],[0.],[0.],[0.],0.0
13-00-14-976526,4.3 0,4.3 0,[0.],[0.],[0.],[0.],0.0
13-00-14-986527,4.3 0,4.3 0,[0.],[0.],[0.],[0.],0.0
13-00-14-996528,4.3 0,4.3 0,[0.],[0.],[0.],[0.],0.0
13-00-15-007527,4.3 0,4.3 0,[0.],[0.],[0.],[0.],0.0
13-00-15-017491,4.3 0,4.3 0,[0.],[0.],[0.],[0.],0.0
13-00-15-026527,4.3 0,4.3 0,[0.],[0.],[0.],[0.],0.0
13-00-15-036568,4.3 0,4.3 0,[0.],[0.],[0.],[0.],0.0
13-00-15-047154,4.3 0,4.3 0,[0.],[0.],[0.],[0.],0.0
13-00-15-056154,4.3 0,4.3 0,[0.],[0.],[0.],[0.],0.0
13-00-15-067154,4.3 0,4.3 0,[0.],[0.],[0.],[0.],0.0
13-00-15-077154,4.3 0,4.3 0,[0.],[0.],[0.],[0.],0.0
13-00-15-086156,4.3 0,4.3 0,[0.],[0.],[0.],[0.],0.0
13-00-15-096157,4.3 0,4.3 0,[0.],[0.],[0.],[0.],0.0
13-00-15-106158,4.3 0,4.3 0,[0.],[0.],[0.],[0.],0.0
13-00-15-117123,4.3 0,4.3 0,[0.],[0.],[0.],[0.],0.0
13-00-15-127126,4.3 0,4.3 0,[0.],[0.],[0.],[0.],0.0
13-00-15-137125,4.3 0,4.3 0,[0.],[0.],[0.],[0.],0.0
13-00-15-146678,4.3 0,4.3 0,[0.],[0.],[0.],[0.],0.0
13-00-15-156677,4.3 0,4.3 0,[0.],[0.],[0.],[0.],0.0
13-00-15-167674,4.3 0,4.3 0,[0.],[0.],[0.],[0.],0.0
13-00-15-176676,4.3 0,4.3 0,[0.],[0.],[0.],[0.],0.0
13-00-15-186674,4.3 0,4.3 0,[0.],[0.],[0.],[0.],0.0
13-00-15-197678,4.3 0,4.3 0,[0.],[0.],[0.],[0.],0.0
13-00-15-207673,4.3 0,4.3 0,[0.],[0.],[0.],[0.],0.0
13-00-15-217672,4.3 0,4.3 0,[0.],[0.],[0.],[0.],0.0
13-00-15-227676,4.3 0,4.3 0,[0.],[0.],[0.],[0.],0.0
13-00-15-236676,4.3 0,4.3 0,[0.],[0.],[0.],[0.],0.0
13-00-15-247187,4.3 0,4.3 0,[0.],[0.],[0.],[0.],0.0
13-00-15-257187,4.3 0,4.3 0,[0.],[0.],[0.],[0.],0.0
13-00-15-267187,4.3 0,4.3 0,[0.],[0.],[0.],[0.],0.0
13-00-15-277185,4.3 0,4.3 0,[0.],[0.],[0.],[0.],0.0
13-00-15-286187,4.3 0,4.3 0,[0.],[0.],[0.],[0.],0.0
13-00-15-297191,4.3 0,4.3 0,[0.],[0.],[0.],[0.],0.0
13-00-15-307186,4.3 0,4.3 0,[0.],[0.],[0.],[0.],0.0
13-00-15-317185,4.3 0,4.3 0,[0.],[0.],[0.],[0.],0.0
13-00-15-326186,4.3 0,4.3 0,[0.],[0.],[0.],[0.],0.0
13-00-15-336229,4.3 0,4.3 0,[0.],[0.],[0.],[0.],0.0
13-00-15-346784,4.3 0,4.3 0,[0.],[0.],[0.],[0.],0.0
13-00-15-356819,4.3 0,4.3 0,[0.],[0.],[0.],[0.],0.0
13-00-15-366820,4.3 0,4.3 0,[0.],[0.],[0.],[0.],0.0
13-00-15-377782,4.3 0,4.3 0,[0.],[0.],[0.],[0.],0.0
13-00-15-386818,4.3 0,4.3 0,[0.],[0.],[0.],[0.],0.0
13-00-15-396819,4.3 0,4.3 0,[0.],[0.],[0.],[0.],0.0
13-00-15-406820,4.3 0,4.3 0,[0.],[0.],[0.],[0.],0.0
13-00-15-417821,4.3 0,4.3 0,[0.],[0.],[0.],[0.],0.0
13-00-15-427866,4.3 0,4.3 0,[0.],[0.],[0.],[0.],0.0
13-00-15-436863,4.3 0,4.3 0,[0.],[0.],[0.],[0.],0.0
13-00-15-446455,4.3 0,4.3 0,[0.],[0.],[0.],[0.],0.0
13-00-15-457450,4.3 0,4.3 0,[0.],[0.],[0.],[0.],0.0
13-00-15-466450,4.3 0,4.3 0,[0.],[0.],[0.],[0.],0.0
13-00-15-477450,4.3 0,4.3 0,[0.],[0.],[0.],[0.],0.0
13-00-15-487453,4.3 0,4.3 0,[0.],[0.],[0.],[0.],0.0
13-00-15-497414,4.3 0,4.3 0,[0.],[0.],[0.],[0.],0.0
13-00-15-506449,4.3 0,4.3 0,[0.],[0.],[0.],[0.],0.0
13-00-15-517417,4.3 0,4.3 0,[0.],[0.],[0.],[0.],0.0
13-00-15-526450,4.3 0,4.3 0,[0.],[0.],[0.],[0.],0.0
13-00-15-536454,4.3 0,4.3 0,[0.],[0.],[0.],[0.],0.0
13-00-15-546963,4.3 0,4.3 0,[0.],[0.],[0.],[0.],0.0
13-00-15-556962,4.3 0,4.3 0,[0.],[0.],[0.],[0.],0.0
13-00-15-565962,4.3 0,4.3 0,[0.],[0.],[0.],[0.],0.0
13-00-15-575962,4.3 0,4.3 0,[0.],[0.],[0.],[0.],0.0
13-00-15-586962,4.3 0,4.3 0,[0.],[0.],[0.],[0.],0.0
13-00-15-595999,4.3 0,4.3 0,[0.],[0.],[0.],[0.],0.0
13-00-15-606966,4.3 0,4.3 0,[0.],[0.],[0.],[0.],0.0
13-00-15-616967,4.3 0,4.3 0,[0.],[0.],[0.],[0.],0.0
13-00-15-626963,4.3 0,4.3 0,[0.],[0.],[0.],[0.],0.0
13-00-15-635968,4.3 0,4.3 0,[0.],[0.],[0.],[0.],0.0
13-00-15-646478,4.3 0,4.3 0,[0.],[0.],[0.],[0.],0.0
13-00-15-657477,4.3 0,4.3 0,[0.],[0.],[0.],[0.],0.0
13-00-15-666480,4.3 0,4.3 0,[0.],[0.],[0.],[0.],0.0
13-00-15-677478,4.3 0,4.3 0,[0.],[0.],[0.],[0.],0.0
13-00-15-686479,4.3 0,4.3 0,[0.],[0.],[0.],[0.],0.0
13-00-15-697478,4.3 0,4.3 0,[0.],[0.],[0.],[0.],0.0
13-00-15-706479,4.3 0,4.3 0,[0.],[0.],[0.],[0.],0.0
13-00-15-716479,4.3 0,4.3 0,[0.],[0.],[0.],[0.],0.0
13-00-15-727482,4.3 0,4.3 0,[0.],[0.],[0.],[0.],0.0
13-00-15-736487,4.3 0,4.3 0,[0.],[0.],[0.],[0.],0.0
13-00-15-746968,4.3 0,4.3 0,[0.],[0.],[0.],[0.],0.0
