index,ankle_angle,ankle_angle,ankle_angle,imu_ang_vel,imu_ang_vel,imu_ang_vel
2396.0,0.001,0.001,0.001,0.001,0.001,0.001
2397.0,0.001,0.001,0.001,0.001,0.001,0.001
2398.0,0.001,0.001,0.001,0.001,0.001,0.001
2399.0,0.001,0.001,0.001,0.001,0.001,0.001
2400.0,19.481937,19.481937,19.481937,0.54139256,0.54139256,0.54139256
2401.0,23.776302,23.776302,23.776302,0.87871546,0.87871546,0.87871546
2402.0,28.617239,28.617239,28.617239,1.3908683,1.3908683,1.3908683
2403.0,33.968975,33.968975,33.968975,2.146968,2.146968,2.146968
2404.0,39.765682,39.765682,39.765682,3.2319663,3.2319663,3.2319663
2405.0,45.909836,45.909836,45.909836,4.744712,4.744712,4.744712
2406.0,52.27262,52.27262,52.27262,6.792891,6.792891,6.792891
2407.0,58.69676,58.69676,58.69676,9.484211,9.484211,9.484211
2408.0,65.00178,65.00178,65.00178,12.913666,12.913666,12.913666
2409.0,70.99171,70.99171,70.99171,17.147453,17.147453,17.147453
2410.0,76.464745,76.464745,76.464745,22.205036,22.205036,22.205036
2411.0,81.22434,81.22434,81.22434,28.041748,28.041748,28.041748
2412.0,85.09076,85.09076,85.09076,34.53508,34.53508,34.53508
2413.0,87.91235,87.91235,87.91235,41.47798,41.47798,41.47798
2414.0,89.575386,89.575386,89.575386,48.582123,48.582123,48.582123
2415.0,90.01165,90.01165,90.01165,55.492867,55.492867,55.492867
2416.0,89.203125,89.203125,89.203125,61.81581,61.81581,61.81581
2417.0,87.183174,87.183174,87.183174,67.15274,67.15274,67.15274
2418.0,84.034294,84.034294,84.034294,71.14259,71.14259,71.14259
2419.0,79.882515,79.882515,79.882515,73.50171,73.50171,73.50171
2420.0,74.88902,74.88902,74.88902,74.05713,74.05713,74.05713
2421.0,69.239815,69.239815,69.239815,72.76761,72.76761,72.76761
2422.0,63.13423,63.13423,63.13423,69.72863,69.72863,69.72863
2423.0,56.773434,56.773434,56.773434,65.16072,65.16072,65.16072
2424.0,50.34968,50.34968,50.34968,59.383038,59.383038,59.383038
2425.0,44.037186,44.037186,44.037186,52.776512,52.776512,52.776512
2426.0,37.985134,37.985134,37.985134,45.742588,45.742588,45.742588
2427.0,32.313133,32.313133,32.313133,38.66362,38.66362,38.66362
2428.0,27.109138,27.109138,27.109138,31.870296,31.870296,31.870296
2429.0,22.42971,22.42971,22.42971,25.619547,25.619547,25.619547
2430.0,0.001,0.001,0.001,0.001,0.001,0.001
2431.0,0.001,0.001,0.001,0.001,0.001,0.001
2432.0,0.001,0.001,0.001,0.001,0.001,0.001
2433.0,0.001,0.001,0.001,0.001,0.001,0.001
2434.0,0.001,0.001,0.001,0.001,0.001,0.001
2435.0,0.001,0.001,0.001,0.001,0.001,0.001
2436.0,0.001,0.001,0.001,0.001,0.001,0.001
2437.0,0.001,0.001,0.001,0.001,0.001,0.001
2438.0,0.001,0.001,0.001,0.001,0.001,0.001
2439.0,0.001,0.001,0.001,0.001,0.001,0.001
2440.0,0.001,0.001,0.001,0.001,0.001,0.001
2441.0,0.001,0.001,0.001,0.001,0.001,0.001
2442.0,0.001,0.001,0.001,0.001,0.001,0.001
2443.0,0.001,0.001,0.001,0.001,0.001,0.001
2444.0,0.001,0.001,0.001,0.001,0.001,0.001
2445.0,0.001,0.001,0.001,0.001,0.001,0.001
2446.0,0.001,0.001,0.001,0.001,0.001,0.001
2447.0,0.001,0.001,0.001,0.001,0.001,0.001
2448.0,0.001,0.001,0.001,0.001,0.001,0.001
2449.0,0.001,0.001,0.001,0.001,0.001,0.001
2450.0,0.001,0.001,0.001,0.001,0.001,0.001
2451.0,0.001,0.001,0.001,0.001,0.001,0.001
2452.0,0.001,0.001,0.001,0.001,0.001,0.001
2453.0,0.001,0.001,0.001,0.001,0.001,0.001
2454.0,0.001,0.001,0.001,0.001,0.001,0.001
2455.0,0.001,0.001,0.001,0.001,0.001,0.001
2456.0,0.001,0.001,0.001,0.001,0.001,0.001
2457.0,0.001,0.001,0.001,0.001,0.001,0.001
2458.0,0.001,0.001,0.001,0.001,0.001,0.001
2459.0,0.001,0.001,0.001,0.001,0.001,0.001
2460.0,0.001,0.001,0.001,0.001,0.001,0.001
2461.0,0.001,0.001,0.001,0.001,0.001,0.001
2462.0,0.001,0.001,0.001,0.001,0.001,0.001
2463.0,0.001,0.001,0.001,0.001,0.001,0.001
