%time,field.layout.data_offset,field.data0,field.data1,field.data2,field.data3,field.data4,field.data5,field.data6,field.data7,field.data8,field.data9,field.data10,field.data11,field.data12,field.data13,field.data14,field.data15,field.data16,field.data17,field.data18,field.data19,field.data20,field.data21,field.data22,field.data23,field.data24,field.data25,field.data26,field.data27,field.data28,field.data29,field.data30,field.data31,field.data32,field.data33,field.data34,field.data35,field.data36,field.data37,field.data38,field.data39,field.data40,field.data41,field.data42,field.data43,field.data44,field.data45,field.data46,field.data47,field.data48,field.data49,field.data50
1689263542997422100,0,63542.99609375,259.0,4097.0,1.4397385120391846,15.48725700378418,8.005878448486328,4098.0,4353.0,-1.0636370182037354,2.658324718475342,3.634857654571533,4354.0,4609.0,5.872891902923584,-5.464910507202148,-0.16172705590724945,4610.0,4865.0,-7.911896532286004e-16,1.564114099740846e-16,-2.48470471162369e-16,260.0,5121.0,0.4232926666736603,-9.243228912353516,2.980847120285034,5122.0,5377.0,-0.7623518705368042,-2.1705658435821533,-0.7380201816558838,5378.0,5633.0,2.4435904026031494,-3.072849750518799,2.987107038497925,5634.0,5889.0,2.306034493405624e-15,-3.8998315392940166e-16,2.5740639744066093e-17,1280.0,1792.0,-1.6555175574279555e-16,1.0615860751564594e-15,2.9999175310492423e-16,1280.0,3328.0,89.99972534179688,-124.9027328491211,-124.90230560302734
1689263543027501200,0,63543.02734375,259.0,4097.0,1.4518383741378784,15.474838256835938,8.009231567382812,4098.0,4353.0,-1.089382290840149,2.6636483669281006,3.6194355487823486,4354.0,4609.0,5.8738603591918945,-5.454584121704102,-0.16912271082401276,4610.0,4865.0,-2.2700919208383085e-15,-1.337539933190813e-16,3.548886466307451e-16,260.0,5121.0,0.42845895886421204,-9.255773544311523,3.0056161880493164,5122.0,5377.0,-0.7653043270111084,-2.1401710510253906,-0.7120768427848816,5378.0,5633.0,2.459233045578003,-3.102705240249634,2.9961581230163574,5634.0,5889.0,-2.832028824639862e-15,5.913767514932383e-16,1.6856683569299623e-16,1280.0,1792.0,-1.2195208738861808e-15,1.800476737848027e-15,-1.4841834386264998e-16,1280.0,3328.0,89.99967956542969,-146.72366333007812,-146.72344970703125
1689263543059131900,0,63543.05859375,259.0,4097.0,1.4442107677459717,15.490921020507812,8.01296615600586,4098.0,4353.0,-1.1019359827041626,2.65596342086792,3.618898630142212,4354.0,4609.0,5.868879318237305,-5.454031467437744,-0.17069362103939056,4610.0,4865.0,-6.793220648242842e-16,-1.5482471874053027e-16,-1.345262226691812e-16,260.0,5121.0,0.4424747824668884,-9.271003723144531,3.022878408432007,5122.0,5377.0,-0.7659144997596741,-2.1192169189453125,-0.683910608291626,5378.0,5633.0,2.4736292362213135,-3.1262338161468506,3.00390887260437,5634.0,5889.0,-8.33485237598119e-16,-5.8089514228744e-16,-4.338328634317584e-19,1280.0,1792.0,-2.7342888590581308e-17,2.2471345684931935e-17,5.344704840582934e-16,1280.0,3328.0,89.99958038330078,-137.3924102783203,-137.3922576904297
1689263543089279900,0,63543.08984375,259.0,4097.0,1.435623288154602,15.482365608215332,8.011722564697266,4098.0,4353.0,-1.1123007535934448,2.6737797260284424,3.6175429821014404,4354.0,4609.0,5.870658874511719,-5.454395294189453,-0.17354346811771393,4610.0,4865.0,2.848192542614079e-15,2.1127874999098015e-16,2.2486265707076676e-16,260.0,5121.0,0.4537626802921295,-9.276908874511719,3.0213730335235596,5122.0,5377.0,-0.7640886306762695,-2.114682912826538,-0.6758744716644287,5378.0,5633.0,2.4865219593048096,-3.1453840732574463,3.0019257068634033,5634.0,5889.0,2.5138934140465138e-15,-1.602131453042681e-16,1.057126586482689e-18,1280.0,1792.0,9.697649508170147e-16,5.436430567836695e-16,1.5979105819873945e-16,1280.0,3328.0,89.99964904785156,-148.9856719970703,-148.9856414794922
1689263543119928100,0,63543.1171875,259.0,4097.0,1.4370371103286743,15.460803985595703,7.990176677703857,4098.0,4353.0,-1.1090240478515625,2.6933646202087402,3.618091106414795,4354.0,4609.0,5.871398448944092,-5.450255870819092,-0.1657179296016693,4610.0,4865.0,2.1208618679492827e-15,2.41685075510372e-16,-3.952402374467559e-16,260.0,5121.0,0.446948379278183,-9.26919174194336,3.002361536026001,5122.0,5377.0,-0.7571245431900024,-2.096018075942993,-0.6793948411941528,5378.0,5633.0,2.4935503005981445,-3.1816768646240234,2.9986846446990967,5634.0,5889.0,-4.920570562299881e-16,4.3087113497670615e-17,-1.6903466257767662e-16,1280.0,1792.0,-1.3659316834893891e-15,1.0102066447627896e-15,2.8295765583784423e-16,1280.0,3328.0,89.9999008178711,-96.36551666259766,-96.36567687988281
1689263543120743100,0,63543.12109375,259.0,4097.0,1.4329837560653687,15.464919090270996,7.987007141113281,4098.0,4353.0,-1.1050747632980347,2.6860411167144775,3.621460437774658,4354.0,4609.0,5.872564315795898,-5.44920015335083,-0.16419707238674164,4610.0,4865.0,2.4802475713156785e-15,-5.233582058837051e-16,-3.9658437285493005e-16,260.0,5121.0,0.44880712032318115,-9.269763946533203,2.997159957885742,5122.0,5377.0,-0.7586697340011597,-2.085190534591675,-0.6774518489837646,5378.0,5633.0,2.4970741271972656,-3.193459987640381,3.0022053718566895,5634.0,5889.0,-1.3747581903162526e-15,-1.8506259058253692e-16,-2.263234712674252e-16,1280.0,1792.0,-1.0778028385689982e-15,-1.2639003181246227e-15,9.531050832939435e-16,1280.0,3328.0,89.99987030029297,-161.05291748046875,-161.05299377441406
1689263543161091000,0,63543.16015625,259.0,4097.0,1.4192100763320923,15.474342346191406,7.970793724060059,4098.0,4353.0,-1.0919994115829468,2.6619269847869873,3.6212587356567383,4354.0,4609.0,5.874983310699463,-5.450639724731445,-0.16880536079406738,4610.0,4865.0,-3.035778788453621e-16,-3.411771419783885e-16,-2.889237324018299e-16,260.0,5121.0,0.45943763852119446,-9.274468421936035,2.988703966140747,5122.0,5377.0,-0.7603707313537598,-2.0533175468444824,-0.6640846729278564,5378.0,5633.0,2.498565435409546,-3.2117931842803955,3.01831316947937,5634.0,5889.0,-1.7134185856501117e-15,2.2611801283815684e-16,3.527592455060172e-17,1280.0,1792.0,6.315522653353386e-16,2.2793198683426113e-16,-1.565689581022739e-15,1280.0,3328.0,89.99967193603516,135.65309143066406,135.6529998779297
1689263543181740000,0,63543.1796875,259.0,4097.0,1.4023633003234863,15.470377922058105,7.955524444580078,4098.0,4353.0,-1.0859167575836182,2.6402270793914795,3.6162612438201904,4354.0,4609.0,5.8856520652771,-5.4512410163879395,-0.16963255405426025,4610.0,4865.0,-2.9906442143427022e-15,-4.704749214317445e-16,7.793110087600939e-17,260.0,5121.0,0.47350481152534485,-9.263671875,2.991711139678955,5122.0,5377.0,-0.75593501329422,-2.040722608566284,-0.6425479054450989,5378.0,5633.0,2.4994139671325684,-3.209763288497925,3.03454852104187,5634.0,5889.0,9.266708526062516e-17,-4.570685074590771e-17,-2.639057672717269e-16,1280.0,1792.0,1.6101217530621473e-15,-2.076088129873894e-15,-1.1583596952593816e-15,1280.0,3328.0,89.99940490722656,128.4401397705078,128.44017028808594
1689263543212283200,0,63543.2109375,259.0,4097.0,1.3892490863800049,15.486330032348633,7.944577217102051,4098.0,4353.0,-1.1003981828689575,2.5972306728363037,3.619915723800659,4354.0,4609.0,5.887651443481445,-5.442288398742676,-0.15921323001384735,4610.0,4865.0,2.587210468378478e-15,-7.005288581477757e-16,2.7129321806076447e-16,260.0,5121.0,0.4892604351043701,-9.268174171447754,2.9929466247558594,5122.0,5377.0,-0.7385982871055603,-2.020975351333618,-0.6217208504676819,5378.0,5633.0,2.490830659866333,-3.212500810623169,3.046874523162842,5634.0,5889.0,1.933531637818048e-15,-2.4489128050418673e-16,1.691342286536484e-16,1280.0,1792.0,1.0831328595640449e-16,-6.643635688548916e-16,-4.636232189818453e-16,1280.0,3328.0,89.99951934814453,155.31124877929688,155.3112030029297
1689263543243540000,0,63543.2421875,259.0,4097.0,1.3754236698150635,15.489178657531738,7.946826934814453,4098.0,4353.0,-1.1239838600158691,2.587909460067749,3.6328330039978027,4354.0,4609.0,5.877969741821289,-5.438819408416748,-0.14933446049690247,4610.0,4865.0,-2.635772984826935e-15,-3.666597179149503e-17,3.46077068759577e-16,260.0,5121.0,0.5120952129364014,-9.276073455810547,2.984778642654419,5122.0,5377.0,-0.7367923855781555,-1.9943894147872925,-0.6193442344665527,5378.0,5633.0,2.4913580417633057,-3.2349021434783936,3.04910945892334,5634.0,5889.0,2.4527715165726435e-15,3.1976999889309174e-16,-1.5997085417668398e-16,1280.0,1792.0,-1.1312992160560933e-15,-9.545671680400228e-16,-4.586458416255422e-16,1280.0,3328.0,89.99957275390625,-150.8621063232422,-150.86209106445312
