%time,field.curr_pos1,field.curr_pos2,field.toff,field.t
1683145639670011300,2081,-1536,-269,45639.2109375
1683145639670015000,2085,-1536,70,45639.21875
1683145639670270000,2086,-1537,-689,45639.23046875
1683145639731004000,2090,-1538,-73,45639.23828125
1683145639731202400,2096,-1539,-373,45639.25
1683145639731358600,2096,-1539,218,45639.26171875
1683145639731477800,2096,-1539,-189,45639.26953125
1683145639731530600,2096,-1540,47,45639.28125
1683145639731872000,2095,-1540,-689,45639.2890625
1683145639777298700,2094,-1540,202,45639.30078125
1683145639777375600,2093,-1540,-525,45639.30859375
1683145639777537500,2091,-1540,626,45639.3203125
1683145639777650000,2091,-1540,114,45639.328125
1683145639822853500,2090,-1540,-285,45639.33984375
1683145639822974500,2089,-1540,310,45639.3515625
1683145639823165900,2088,-1540,270,45639.359375
1683145639823465800,2089,-1540,-173,45639.37109375
1683145639823598000,2088,-1540,31,45639.37890625
1683145639869340800,2088,-1540,-21,45639.39453125
1683145639869435100,2088,-1540,-117,45639.3984375
1683145639869702800,2087,-1540,-73,45639.41015625
1683145639869837800,2087,-1540,-89,45639.421875
1683145639916188600,2087,-1540,-173,45639.4296875
1683145639916287600,2087,-1540,426,45639.44140625
1683145639916464500,2087,-1540,-317,45639.44921875
1683145639916621500,2087,-1540,-333,45639.46484375
1683145639916666800,2087,-1540,130,45639.47265625
1683145639961944000,2087,-1540,-57,45639.48046875
1683145639962025500,2087,-1540,-325,45639.48828125
1683145639962069700,2087,-1540,-181,45639.5
1683145639962112700,2087,-1540,-209,45639.51171875
1683145639962180200,2087,-1540,-245,45639.51953125
1683145640011187100,2087,-1540,11,45639.53125
1683145640011227200,2087,-1540,662,45639.5390625
1683145640011275700,2087,-1540,7,45639.55078125
1683145640011308100,2087,-1540,-113,45639.55859375
1683145640071298300,2087,-1540,-73,45639.5703125
1683145640071321300,2087,-1540,194,45639.578125
1683145640071327000,2087,-1540,-205,45639.58984375
1683145640071331100,2087,-1540,462,45639.6015625
1683145640071403200,2087,-1540,-393,45639.609375
1683145640071449100,2087,-1540,3,45639.62109375
1683145640071515000,2087,-1540,-725,45639.62890625
1683145640117717600,2087,-1540,262,45639.640625
1683145640117765300,2087,-1540,-149,45639.6484375
1683145640117775200,2087,-1540,326,45639.66015625
1683145640118041500,2087,-1540,-465,45639.671875
1683145640178217700,2087,-1540,234,45639.6796875
1683145640178298000,2086,-1540,-397,45639.69140625
1683145640178303900,2086,-1540,330,45639.69921875
1683145640178311200,2086,-1540,-437,45639.7109375
1683145640178462800,2086,-1540,-269,45639.71875
1683145640178508600,2086,-1540,-177,45639.73046875
1683145640224585800,2086,-1540,58,45639.73828125
1683145640224614200,2086,-1540,-493,45639.75
1683145640224654900,2086,-1540,378,45639.76171875
1683145640224683700,2086,-1540,-221,45639.76953125
1683145640225097900,2086,-1540,146,45639.78125
1683145640271352400,2086,-1540,-33,45639.7890625
1683145640271412500,2086,-1540,-25,45639.80078125
1683145640271439800,2086,-1540,-461,45639.80859375
1683145640271451000,2086,-1540,194,45639.8203125
1683145640272045200,2086,-1540,39,45639.828125
1683145640328591800,2086,-1540,-545,45639.83984375
1683145640328619400,2086,-1540,-1161,45639.8515625
1683145640328623700,2086,-1540,-49,45639.859375
1683145640328627700,2086,-1541,-325,45639.87109375
1683145640379270600,2086,-1541,-97,45639.8828125
1683145640379326900,2086,-1541,190,45639.890625
1683145640379358500,2086,-1541,-429,45639.8984375
1683145640379385700,2086,-1541,346,45639.91015625
1683145640379395800,2086,-1541,-57,45639.921875
1683145640379585300,2087,-1541,-297,45639.9296875
1683145640425776800,2094,-1543,-345,45639.94140625
1683145640425828500,2111,-1553,-89,45639.953125
1683145640425842300,2116,-1562,50,45639.9609375
1683145640425851600,2126,-1570,-157,45639.96875
1683145640425967700,2139,-1584,318,45639.98046875
1683145640472594000,2154,-1601,-249,45639.98828125
1683145640472641400,2161,-1607,170,45640.0
1683145640472659600,2159,-1606,-249,45640.01171875
1683145640472665900,2161,-1607,274,45640.0234375
1683145640472670400,2161,-1607,-17,45640.03125
1683145640518906900,2161,-1608,150,45640.0390625
1683145640518952800,2161,-1608,86,45640.05078125
1683145640518990400,2161,-1609,242,45640.05859375
1683145640519258400,2161,-1609,-265,45640.0703125
1683145640564548000,2161,-1609,106,45640.08203125
1683145640564598700,2161,-1610,-413,45640.08984375
1683145640564627400,2161,-1610,186,45640.1015625
1683145640564635900,2161,-1610,-529,45640.109375
1683145640564850600,2161,-1610,278,45640.12109375
1683145640611464300,2161,-1612,54,45640.12890625
1683145640611490700,2160,-1612,-145,45640.140625
1683145640611496700,2159,-1612,286,45640.1484375
1683145640611500700,2159,-1613,3,45640.16015625
1683145640611542200,2159,-1615,-313,45640.171875
1683145640657448300,2159,-1614,230,45640.1796875
1683145640657508000,2159,-1615,-61,45640.19140625
1683145640657731900,2159,-1617,174,45640.19921875
1683145640657746200,2159,-1617,-281,45640.2109375
1683145640704002100,2159,-1617,266,45640.22265625
1683145640704025900,2159,-1617,-149,45640.23046875
1683145640704051000,2159,-1617,-381,45640.23828125
1683145640704060800,2159,-1617,-17,45640.25390625
1683145640704064300,2159,-1616,-149,45640.26171875
1683145640765527900,2158,-1616,130,45640.26953125
1683145640765581800,2158,-1616,130,45640.28125
1683145640765591500,2158,-1616,186,45640.2890625
1683145640765618500,2158,-1615,-361,45640.30078125
1683145640765958200,2158,-1615,902,45640.30859375
1683145640766078200,2158,-1615,-129,45640.3203125
1683145640812186100,2158,-1615,-105,45640.328125
1683145640812237800,2158,-1615,-193,45640.33984375
1683145640812363300,2158,-1615,114,45640.3515625
1683145640812424000,2158,-1615,-245,45640.359375
1683145640812857700,2158,-1615,-213,45640.37109375
1683145640872663300,2158,-1615,47,45640.37890625
1683145640872703400,2158,-1614,-201,45640.390625
1683145640872714100,2158,-1613,-1,45640.3984375
1683145640872739900,2158,-1613,-1,45640.4140625
1683145640872775000,2158,-1613,11,45640.421875
1683145640872853100,2158,-1613,-53,45640.4296875
1683145640919724300,2158,-1613,135,45640.44140625
1683145640919766700,2157,-1613,-49,45640.44921875
1683145640919777700,2156,-1613,115,45640.4609375
1683145640919784200,2156,-1613,215,45640.46875
1683145640972247500,2156,-1613,-489,45640.48046875
1683145640972298200,2156,-1613,-101,45640.48828125
1683145640972311000,2156,-1613,-441,45640.5
1683145640972336800,2156,-1613,127,45640.51171875
1683145640972364400,2156,-1613,-13,45640.51953125
1683145640972392800,2156,-1613,-201,45640.53125
1683145641028415600,2156,-1613,227,45640.5390625
1683145641028474700,2156,-1613,35,45640.55078125
1683145641028544600,2156,-1613,11,45640.55859375
1683145641028947700,2156,-1613,-329,45640.5703125
1683145641029105700,2156,-1613,15,45640.578125
1683145641075818300,2156,-1613,187,45640.58984375
1683145641075866000,2156,-1613,-221,45640.6015625
1683145641075922300,2156,-1613,271,45640.609375
1683145641076006000,2156,-1613,-133,45640.62109375
1683145641076232600,2156,-1613,-1,45640.62890625
1683145641140260300,2156,-1613,143,45640.640625
1683145641140304900,2156,-1613,-209,45640.6484375
1683145641140331800,2156,-1613,-129,45640.66015625
1683145641140469700,2156,-1613,-457,45640.671875
1683145641140523600,2156,-1613,199,45640.6796875
1683145641140559600,2156,-1613,-169,45640.69140625
1683145641140953000,2156,-1613,-101,45640.69921875
1683145641200434700,2156,-1613,31,45640.7109375
1683145641200499700,2156,-1613,223,45640.71875
1683145641200514300,2156,-1613,-565,45640.73046875
1683145641200522100,2156,-1613,179,45640.73828125
1683145641200575300,2156,-1613,-317,45640.75
1683145641200965300,2156,-1613,87,45640.76171875
1683145641262101600,2156,-1613,75,45640.76953125
1683145641262149500,2156,-1613,-81,45640.78125
1683145641262161100,2156,-1613,-365,45640.7890625
1683145641262288300,2156,-1613,106,45640.80078125
1683145641262601500,2157,-1613,-357,45640.80859375
1683145641262850700,2157,-1613,-153,45640.8203125
1683145641308884800,2158,-1613,47,45640.83203125
1683145641308934400,2158,-1613,95,45640.83984375
1683145641308960800,2157,-1613,-345,45640.8515625
1683145641309264100,2158,-1613,259,45640.859375
1683145641362641500,2158,-1613,-273,45640.87109375
1683145641362692600,2158,-1613,-33,45640.87890625
1683145641362723200,2158,-1613,-669,45640.890625
1683145641362734500,2158,-1613,-113,45640.8984375
1683145641363241600,2158,-1613,87,45640.91015625
1683145641417474100,2158,-1613,-229,45640.921875
1683145641417504400,2157,-1613,58,45640.9296875
1683145641417545700,2158,-1613,-45,45640.94140625
1683145641417555800,2164,-1618,135,45640.94921875
1683145641417589500,2177,-1629,-169,45640.9609375
1683145641417615400,2185,-1638,-65,45640.96875
1683145641464154600,2197,-1650,43,45640.98046875
1683145641464207900,2212,-1666,227,45640.98828125
1683145641464317000,2220,-1673,-61,45641.0
1683145641464383800,2220,-1673,-361,45641.01171875
1683145641464738200,2221,-1673,491,45641.01953125
1683145641511770600,2221,-1673,-17,45641.03125
1683145641511844200,2223,-1676,-1,45641.0390625
1683145641511863000,2227,-1681,75,45641.05078125
1683145641511867200,2233,-1688,-217,45641.05859375
1683145641512387200,2236,-1691,-153,45641.0703125
1683145641557794800,2235,-1690,87,45641.078125
1683145641557842300,2236,-1690,-113,45641.08984375
1683145641557875300,2236,-1690,-353,45641.1015625
1683145641557902200,2235,-1690,-269,45641.109375
1683145641612035400,2235,-1690,27,45641.12109375
1683145641612063200,2234,-1689,-269,45641.12890625
1683145641612070800,2233,-1689,-337,45641.140625
1683145641612075900,2233,-1689,307,45641.1484375
1683145641612079300,2232,-1688,23,45641.16015625
1683145641612108800,2231,-1688,-421,45641.171875
1683145641667638400,2230,-1688,355,45641.1796875
1683145641667687500,2229,-1688,-393,45641.19140625
1683145641667716000,2229,-1688,-137,45641.19921875
1683145641667826500,2230,-1688,7,45641.21484375
1683145641668033600,2229,-1688,-33,45641.21875
1683145641713426100,2229,-1688,-337,45641.23046875
1683145641713450600,2229,-1688,-329,45641.23828125
1683145641713635400,2229,-1686,63,45641.25390625
1683145641713675300,2229,-1681,-469,45641.265625
1683145641774817300,2229,-1678,171,45641.2734375
1683145641774863300,2229,-1677,31,45641.28125
1683145641774901300,2228,-1677,3717,45641.2890625
1683145641774914400,2228,-1677,-110,45641.30078125
1683145641774926400,2228,-1677,561,45641.30859375
1683145641775482900,2228,-1677,297,45641.3203125
1683145641775594600,2228,-1677,421,45641.328125
1683145641820533700,2228,-1677,49,45641.33984375
1683145641820582300,2228,-1678,-170,45641.3515625
1683145641820623900,2228,-1678,-494,45641.359375
1683145641820632900,2228,-1678,89,45641.37109375
1683145641820639500,2228,-1679,113,45641.37890625
1683145641867616600,2228,-1680,-518,45641.390625
1683145641867639300,2228,-1681,145,45641.40234375
1683145641867645600,2228,-1682,-202,45641.41015625
1683145641867856700,2228,-1682,301,45641.421875
1683145641914162100,2228,-1682,209,45641.4296875
1683145641914219800,2228,-1682,213,45641.44140625
1683145641914236300,2228,-1682,-238,45641.44921875
1683145641914243000,2228,-1682,553,45641.4609375
1683145641914494900,2228,-1682,-202,45641.46875
1683145641975806100,2228,-1682,133,45641.48046875
1683145641975858800,2228,-1682,-738,45641.48828125
1683145641975888600,2228,-1682,385,45641.5
1683145641976014000,2228,-1682,197,45641.51171875
1683145641976084500,2228,-1682,-226,45641.51953125
1683145641976279800,2228,-1682,197,45641.53125
1683145642040308300,2228,-1682,-234,45641.5390625
1683145642040361000,2228,-1683,-142,45641.55078125
1683145642040391300,2228,-1683,-54,45641.55859375
1683145642040402000,2228,-1683,109,45641.5703125
1683145642040499600,2228,-1683,81,45641.578125
1683145642040620900,2228,-1683,209,45641.58984375
1683145642099507800,2228,-1683,-234,45641.6015625
1683145642099534300,2228,-1683,169,45641.609375
1683145642099538900,2228,-1683,201,45641.62109375
1683145642099542900,2228,-1683,145,45641.62890625
1683145642099572400,2228,-1683,-94,45641.640625
1683145642099608100,2228,-1684,73,45641.6484375
1683145642144527500,2228,-1684,-322,45641.66015625
1683145642144554300,2228,-1684,277,45641.671875
1683145642144559000,2228,-1684,73,45641.6796875
1683145642144628100,2228,-1684,237,45641.69140625
1683145642144794900,2228,-1684,-722,45641.69921875
1683145642191804400,2228,-1684,357,45641.7109375
1683145642191843400,2228,-1684,181,45641.71875
1683145642192136200,2228,-1684,-58,45641.73046875
1683145642192213600,2228,-1684,241,45641.73828125
1683145642192242600,2228,-1684,201,45641.75
1683145642249394700,2228,-1684,-198,45641.76171875
1683145642249600200,2228,-1684,-422,45641.76953125
1683145642249636700,2228,-1684,177,45641.78125
1683145642249785700,2228,-1684,-310,45641.7890625
1683145642249882000,2228,-1684,38,45641.80078125
1683145642299290600,2228,-1684,397,45641.80859375
1683145642299337300,2228,-1684,193,45641.8203125
1683145642299340500,2228,-1684,-150,45641.828125
1683145642299343400,2228,-1684,73,45641.83984375
1683145642299346400,2228,-1684,-246,45641.8515625
1683145642347689800,2228,-1684,69,45641.859375
1683145642347730500,2228,-1684,14,45641.87109375
1683145642347760100,2228,-1684,185,45641.87890625
1683145642347784600,2228,-1684,-430,45641.890625
1683145642347790900,2228,-1684,805,45641.8984375
1683145642409956300,2228,-1684,-182,45641.91015625
1683145642409978400,2228,-1684,201,45641.921875
1683145642409981900,2228,-1684,357,45641.9296875
1683145642409985000,2228,-1684,249,45641.94140625
1683145642409987900,2228,-1684,129,45641.94921875
1683145642409992000,2228,-1684,-122,45641.9609375
1683145642470143500,2228,-1684,-162,45641.97265625
1683145642470176800,2228,-1684,153,45641.98046875
1683145642470542200,2228,-1684,205,45641.98828125
1683145642470556300,2229,-1685,245,45642.0
1683145642470561900,2241,-1692,-246,45642.01171875
1683145642470864000,2250,-1702,205,45642.01953125
1683145642471462300,2259,-1712,26,45642.03125
1683145642529886800,2276,-1729,-50,45642.0390625
1683145642529904900,2288,-1741,-98,45642.05078125
1683145642529908700,2291,-1745,421,45642.05859375
1683145642529911900,2291,-1745,-198,45642.0703125
1683145642529915000,2293,-1746,89,45642.078125
1683145642575513800,2293,-1748,-46,45642.08984375
1683145642575597200,2299,-1753,-54,45642.1015625
1683145642575600500,2301,-1756,-78,45642.109375
1683145642575630100,2301,-1755,381,45642.12109375
1683145642576090000,2302,-1756,-174,45642.12890625
1683145642621855600,2302,-1756,105,45642.140625
1683145642621896200,2304,-1758,-86,45642.15234375
1683145642621907200,2307,-1761,-102,45642.16015625
1683145642621940500,2306,-1762,65,45642.171875
1683145642621991600,2305,-1761,-498,45642.1796875
1683145642682153600,2306,-1761,189,45642.19140625
1683145642682169300,2305,-1760,-150,45642.19921875
1683145642682200800,2304,-1760,113,45642.2109375
1683145642682222700,2303,-1759,177,45642.21875
1683145642682290600,2303,-1758,53,45642.23046875
1683145642682581000,2302,-1758,133,45642.23828125
1683145642732594800,2302,-1757,205,45642.25
1683145642732624600,2301,-1757,-214,45642.26171875
1683145642732634600,2301,-1757,465,45642.26953125
1683145642732654500,2301,-1757,-10,45642.28125
1683145642733008300,2301,-1755,-198,45642.2890625
1683145642778718400,2300,-1751,221,45642.30078125
1683145642778832400,2299,-1748,-238,45642.30859375
1683145642778935500,2299,-1748,145,45642.3203125
1683145642779153400,2299,-1749,-430,45642.328125
1683145642826961600,2300,-1749,473,45642.33984375
1683145642827009600,2300,-1749,169,45642.3515625
1683145642827031600,2299,-1749,145,45642.359375
1683145642827056300,2299,-1750,6,45642.37109375
1683145642827147500,2299,-1750,157,45642.37890625
1683145642879622400,2299,-1751,-54,45642.390625
1683145642879675300,2299,-1753,-2,45642.40234375
1683145642879720400,2299,-1755,-166,45642.41015625
1683145642879754000,2299,-1756,-58,45642.421875
1683145642879827200,2299,-1756,413,45642.4296875
1683145642937642900,2299,-1756,293,45642.44140625
1683145642937678400,2299,-1756,-182,45642.44921875
1683145642937783600,2299,-1756,-510,45642.4609375
1683145642938011500,2299,-1756,369,45642.46875
1683145642938288300,2299,-1756,121,45642.48046875
1683145642938401000,2299,-1756,517,45642.4921875
1683145642984260700,2299,-1756,477,45642.5
1683145642984361500,2299,-1756,93,45642.51171875
1683145642984384000,2299,-1756,169,45642.51953125
1683145642984413100,2299,-1756,165,45642.53125
1683145642984421000,2299,-1756,-278,45642.5390625
1683145643031091100,2299,-1756,-270,45642.55078125
1683145643031217200,2299,-1756,165,45642.5625
1683145643031234300,2299,-1756,-162,45642.5703125
1683145643031249800,2299,-1756,433,45642.578125
1683145643031406600,2299,-1756,289,45642.58984375
1683145643078188700,2299,-1756,10,45642.6015625
1683145643078241700,2299,-1756,-230,45642.609375
1683145643078255900,2299,-1756,113,45642.62109375
1683145643078645800,2299,-1756,-298,45642.62890625
1683145643124246500,2299,-1756,-14,45642.640625
1683145643124294300,2299,-1756,457,45642.6484375
1683145643124305600,2299,-1756,165,45642.66015625
1683145643124332200,2299,-1756,-422,45642.671875
1683145643124593200,2299,-1756,305,45642.6796875
1683145643171703600,2299,-1756,181,45642.69140625
1683145643171755800,2299,-1756,-202,45642.69921875
1683145643171784900,2299,-1756,645,45642.7109375
1683145643171794000,2299,-1755,193,45642.71875
1683145643172285200,2299,-1755,-226,45642.73046875
1683145643232175400,2299,-1755,177,45642.73828125
1683145643232203200,2299,-1755,-42,45642.75390625
1683145643232235500,2299,-1755,85,45642.76171875
1683145643232353600,2299,-1755,401,45642.76953125
1683145643232410300,2299,-1755,225,45642.78125
1683145643233002400,2299,-1755,-238,45642.7890625
1683145643294497100,2299,-1755,377,45642.80078125
1683145643294584900,2299,-1755,225,45642.80859375
1683145643294636300,2299,-1755,221,45642.8203125
1683145643294853400,2299,-1755,-22,45642.828125
1683145643295100900,2299,-1755,489,45642.83984375
1683145643295123200,2299,-1755,-46,45642.8515625
1683145643353223800,2299,-1755,233,45642.859375
1683145643353272900,2299,-1755,449,45642.87109375
1683145643353294800,2299,-1755,253,45642.87890625
1683145643353321500,2299,-1755,-258,45642.890625
1683145643353438900,2299,-1755,461,45642.8984375
1683145643353466300,2299,-1755,149,45642.91015625
1683145643399289700,2299,-1755,-298,45642.921875
1683145643399317900,2299,-1755,149,45642.9296875
1683145643399349900,2299,-1755,149,45642.94140625
1683145643399467800,2299,-1755,-322,45642.94921875
1683145643446940900,2299,-1755,-230,45642.9609375
1683145643447014000,2299,-1755,-190,45642.96875
1683145643447075200,2299,-1755,301,45642.98046875
1683145643447421900,2299,-1755,-206,45642.98828125
1683145643447616700,2299,-1755,257,45643.0
1683145643506408200,2299,-1755,-202,45643.01171875
1683145643506446100,2299,-1755,-454,45643.01953125
1683145643506456200,2304,-1758,-126,45643.03125
1683145643506463700,2315,-1766,209,45643.0390625
1683145643506515100,2321,-1773,-286,45643.05078125
1683145643506980200,2330,-1782,113,45643.0625
1683145643553797900,2342,-1794,-162,45643.0703125
1683145643553843000,2354,-1806,85,45643.078125
1683145643553853800,2364,-1817,421,45643.08984375
1683145643553881400,2373,-1825,177,45643.1015625
1683145643554602900,2377,-1830,193,45643.109375
1683145643616585500,2376,-1829,81,45643.12109375
1683145643616636900,2376,-1829,205,45643.12890625
1683145643616847600,2376,-1829,-122,45643.140625
1683145643616857200,2376,-1830,225,45643.15234375
1683145643616860600,2375,-1829,-462,45643.16015625
1683145643616863900,2374,-1829,-22,45643.171875
1683145643678214400,2373,-1828,-90,45643.1796875
1683145643678269200,2373,-1828,-178,45643.19140625
1683145643678305000,2373,-1828,129,45643.19921875
1683145643678482300,2372,-1828,-138,45643.2109375
1683145643678548900,2372,-1828,237,45643.21875
1683145643678770100,2372,-1828,-226,45643.23046875
1683145643735730600,2372,-1827,225,45643.23828125
1683145643735852100,2371,-1827,-138,45643.25
1683145643735875400,2371,-1827,145,45643.26171875
1683145643735905100,2371,-1826,-834,45643.26953125
1683145643736112400,2371,-1825,165,45643.28125
1683145643736530100,2371,-1823,-166,45643.2890625
1683145643785384700,2371,-1820,34,45643.30078125
1683145643785409400,2370,-1822,117,45643.3125
1683145643785442200,2370,-1822,-130,45643.3203125
1683145643785632300,2369,-1821,457,45643.328125
1683145643786035000,2370,-1822,-162,45643.33984375
1683145643831293800,2369,-1822,109,45643.3515625
1683145643831341300,2369,-1822,-194,45643.359375
1683145643831458900,2369,-1822,761,45643.37109375
1683145643831781800,2369,-1822,209,45643.37890625
1683145643832275500,2370,-1822,-238,45643.390625
1683145643878483800,2369,-1822,69,45643.40234375
1683145643878529000,2370,-1822,-234,45643.41015625
1683145643878637400,2369,-1822,301,45643.421875
1683145643878873700,2370,-1823,121,45643.4296875
1683145643926541800,2369,-1823,105,45643.44140625
1683145643926600900,2370,-1823,-258,45643.44921875
1683145643926615600,2369,-1823,-270,45643.4609375
1683145643926623400,2370,-1823,-210,45643.46875
1683145643926649700,2369,-1823,61,45643.48046875
1683145643988115900,2370,-1823,149,45643.48828125
1683145643988146800,2370,-1823,-110,45643.5
1683145643988243000,2370,-1823,46,45643.51171875
1683145643988321400,2370,-1823,-18,45643.51953125
1683145643988573600,2370,-1823,-126,45643.53125
1683145643988585200,2370,-1823,38,45643.5390625
1683145644048144000,2370,-1823,-258,45643.55078125
1683145644048200900,2370,-1823,273,45643.55859375
1683145644048213900,2370,-1824,-222,45643.5703125
1683145644048218900,2370,-1824,169,45643.578125
1683145644048243100,2370,-1824,-74,45643.58984375
1683145644048331300,2370,-1824,85,45643.6015625
1683145644095954000,2370,-1824,-226,45643.609375
1683145644095996000,2370,-1824,169,45643.62109375
1683145644096035200,2370,-1824,-238,45643.62890625
1683145644096391500,2370,-1824,237,45643.640625
1683145644096399700,2370,-1824,73,45643.65234375
1683145644146191600,2370,-1824,-302,45643.66015625
1683145644146248300,2370,-1824,-86,45643.671875
1683145644146270100,2370,-1824,237,45643.6796875
1683145644146275500,2370,-1824,-326,45643.69140625
1683145644146703000,2370,-1824,-58,45643.69921875
1683145644211418700,2370,-1824,89,45643.7109375
1683145644211469000,2370,-1824,89,45643.71875
1683145644211489200,2370,-1824,-322,45643.73046875
1683145644211717000,2370,-1824,205,45643.73828125
1683145644211867700,2370,-1824,-286,45643.75
1683145644212014900,2370,-1824,89,45643.76171875
1683145644267498800,2370,-1824,377,45643.76953125
1683145644267637300,2370,-1824,101,45643.78125
1683145644267647600,2370,-1824,-314,45643.7890625
1683145644267671500,2370,-1824,301,45643.80078125
1683145644267801300,2370,-1824,-94,45643.80859375
1683145644268022500,2370,-1824,-166,45643.8203125
1683145644327805100,2370,-1824,505,45643.828125
1683145644327831600,2370,-1824,-142,45643.83984375
1683145644327875700,2370,-1824,137,45643.8515625
1683145644328011700,2370,-1824,-334,45643.859375
1683145644328369800,2370,-1824,-814,45643.87109375
1683145644328541600,2370,-1824,-126,45643.87890625
1683145644374222700,2370,-1824,325,45643.890625
1683145644374269600,2370,-1824,521,45643.8984375
1683145644374299800,2370,-1824,-246,45643.91015625
1683145644374316200,2370,-1824,93,45643.921875
1683145644374324200,2370,-1824,30,45643.9296875
1683145644427580500,2370,-1824,-306,45643.94140625
1683145644427624700,2370,-1824,-14,45643.94921875
1683145644427640800,2378,-1826,-342,45643.96484375
1683145644427845300,2384,-1830,381,45643.96875
1683145644427877800,2387,-1837,-10,45643.98046875
1683145644484590500,2393,-1841,301,45643.98828125
1683145644484632300,2402,-1850,-270,45644.0
1683145644484674700,2416,-1864,209,45644.01171875
1683145644485068100,2427,-1876,-114,45644.01953125
1683145644485213300,2436,-1886,129,45644.03125
1683145644485306800,2446,-1896,-350,45644.0390625
1683145644531217200,2453,-1906,245,45644.05078125
1683145644531262400,2451,-1906,-178,45644.05859375
1683145644531295900,2448,-1905,38,45644.0703125
1683145644531311000,2447,-1904,-14,45644.078125
1683145644531440600,2446,-1900,185,45644.08984375
1683145644577745900,2445,-1898,-6,45644.1015625
1683145644577804700,2444,-1899,-290,45644.109375
1683145644577831000,2444,-1899,-170,45644.12109375
1683145644578199300,2444,-1899,93,45644.12890625
1683145644623494000,2443,-1895,-654,45644.14453125
1683145644623534300,2442,-1893,245,45644.1484375
1683145644623548000,2441,-1891,-210,45644.16015625
1683145644623555500,2440,-1891,197,45644.171875
1683145644623594000,2440,-1892,329,45644.1796875
1683145644670829600,2441,-1892,49,45644.19140625
1683145644670881200,2441,-1892,81,45644.19921875
1683145644671071300,2440,-1893,649,45644.2109375
1683145644671091200,2440,-1894,18,45644.21875
1683145644671129900,2440,-1894,42,45644.23046875
1683145644732339600,2440,-1894,353,45644.23828125
1683145644732391500,2440,-1894,869,45644.25
1683145644732404500,2440,-1894,-86,45644.26171875
1683145644732431500,2440,-1894,65,45644.2734375
1683145644732459100,2440,-1894,65,45644.28125
1683145644732501500,2440,-1894,-262,45644.2890625
1683145644779026000,2440,-1895,117,45644.30078125
1683145644779074500,2441,-1895,15,45644.3125
1683145644779104400,2441,-1895,35,45644.3203125
1683145644779130600,2440,-1895,-330,45644.328125
1683145644829999400,2441,-1895,-329,45644.33984375
1683145644830026100,2440,-1895,-113,45644.3515625
1683145644830082800,2441,-1895,254,45644.359375
1683145644830489400,2441,-1895,453,45644.37109375
1683145644830505600,2441,-1895,82,45644.37890625
1683145644888798500,2441,-1895,-94,45644.390625
1683145644888822700,2441,-1895,209,45644.40234375
1683145644888854000,2441,-1895,137,45644.41015625
1683145644888883900,2441,-1895,57,45644.421875
1683145644889151800,2441,-1895,581,45644.4296875
1683145644889164700,2441,-1895,193,45644.44140625
1683145644949118000,2441,-1895,-194,45644.44921875
1683145644949209600,2441,-1895,433,45644.4609375
1683145644949215000,2441,-1895,97,45644.46875
1683145644949219200,2441,-1895,34,45644.48046875
1683145644949259100,2441,-1895,-418,45644.48828125
1683145644950116400,2441,-1895,-274,45644.5
1683145644995496900,2441,-1895,-246,45644.51171875
1683145644995546500,2441,-1895,177,45644.51953125
1683145644995566400,2441,-1895,-310,45644.53125
1683145644995570300,2441,-1895,73,45644.5390625
1683145644995601000,2441,-1895,-74,45644.55078125
1683145645042647900,2441,-1895,125,45644.55859375
1683145645042675100,2441,-1895,-294,45644.5703125
1683145645042680500,2441,-1895,-218,45644.578125
1683145645042710900,2441,-1895,301,45644.58984375
1683145645042723200,2441,-1895,249,45644.6015625
1683145645089276800,2441,-1895,-10,45644.609375
1683145645089321000,2441,-1895,277,45644.62109375
1683145645089333000,2441,-1895,46,45644.62890625
1683145645089456500,2441,-1895,141,45644.640625
1683145645135401100,2441,-1895,289,45644.65234375
1683145645135460500,2441,-1895,233,45644.66015625
1683145645135489400,2441,-1895,-6,45644.671875
1683145645135515700,2441,-1895,2,45644.6796875
1683145645135520300,2441,-1895,125,45644.69140625
1683145645183526800,2441,-1895,181,45644.69921875
1683145645183559900,2441,-1895,353,45644.7109375
1683145645183570600,2441,-1895,-86,45644.71875
1683145645183869400,2441,-1895,281,45644.73046875
1683145645184007900,2441,-1895,-134,45644.73828125
1683145645244430000,2441,-1895,193,45644.75
1683145645244528600,2441,-1895,-150,45644.76171875
1683145645244532000,2441,-1895,357,45644.76953125
1683145645244590500,2441,-1895,-78,45644.78125
1683145645245067100,2441,-1895,281,45644.7890625
1683145645245213200,2441,-1895,-94,45644.80078125
1683145645291189300,2441,-1895,353,45644.80859375
1683145645291271400,2441,-1895,-98,45644.8203125
1683145645291373700,2441,-1895,317,45644.828125
1683145645291498100,2441,-1895,261,45644.83984375
1683145645291679700,2441,-1895,137,45644.8515625
1683145645350897200,2441,-1895,-98,45644.859375
1683145645351003500,2441,-1895,881,45644.87109375
1683145645351042200,2441,-1895,-122,45644.87890625
1683145645351050800,2441,-1895,-378,45644.890625
1683145645351056700,2441,-1895,-194,45644.8984375
1683145645351060800,2441,-1895,277,45644.91015625
1683145645413387100,2441,-1895,-74,45644.921875
1683145645413545800,2441,-1895,357,45644.9296875
1683145645413649000,2441,-1895,-242,45644.94140625
1683145645413674100,2441,-1895,93,45644.94921875
1683145645413682100,2441,-1895,2,45644.9609375
1683145645413693800,2441,-1895,93,45644.96875
