Time,X,Y,Z,W
0,0.015862,0.003698,-0.057584,-0.998208
0.01,,,,
0.02,,,,
0.03,,,,
0.04,,,,
0.05,0.015896,0.003583,-0.057606,-0.998206
0.06,0.01587,0.003592,-0.057638,-0.998205
0.07,0.01594,0.003559,-0.05764,-0.998204
0.08,0.015925,0.00353,-0.057644,-0.998204
0.09,0.015925,0.003574,-0.057636,-0.998204
0.1,0.015809,0.003576,-0.057649,-0.998205
0.11,0.01589,0.003519,-0.057646,-0.998204
0.12,,,,
0.13,0.015919,0.003576,-0.057665,-0.998203
0.14,0.015938,0.003599,-0.057646,-0.998203
0.15,0.01597,0.003577,-0.057647,-0.998203
0.16,0.016059,0.00358,-0.057752,-0.998195
0.17,0.015808,0.003619,-0.057678,-0.998204
0.18,0.015864,0.003598,-0.057679,-0.998203
0.19,0.015832,0.003623,-0.057668,-0.998204
0.2,0.015718,0.003645,-0.057668,-0.998205
0.21,0.015739,0.003626,-0.05764,-0.998207
0.22,0.01574,0.003614,-0.057651,-0.998206
0.23,0.01599,0.003608,-0.057761,-0.998196
0.24,0.015825,0.0036,-0.057645,-0.998205
0.25,0.01574,0.003652,-0.057643,-0.998206
0.26,0.015786,0.003581,-0.057628,-0.998207
0.27,0.015845,0.003663,-0.057617,-0.998206
0.28,0.015888,0.003634,-0.057648,-0.998204
0.29,0.015924,0.003626,-0.057664,-0.998203
0.3,0.015886,0.003568,-0.057658,-0.998204
0.31,0.015961,0.003565,-0.057666,-0.998202
0.32,,,,
0.33,0.015979,0.003589,-0.057667,-0.998202
0.34,0.016519,0.003311,-0.05801,-0.998174
0.35,0.016547,0.0032,-0.05801,-0.998174
0.36,0.01658,0.003205,-0.058019,-0.998173
0.37,0.016296,0.003883,-0.057809,-0.998187
0.38,0.015992,0.003586,-0.057688,-0.9982
0.39,0.015935,0.003581,-0.057672,-0.998202
0.4,0.015804,0.003534,-0.057685,-0.998204
0.41,0.015931,0.003589,-0.057689,-0.998201
0.42,0.015862,0.003648,-0.057654,-0.998204
0.43,0.015787,0.003605,-0.057646,-0.998206
0.44,0.015832,0.003629,-0.057647,-0.998205
0.45,0.015842,0.003639,-0.057628,-0.998206
0.46,0.015771,0.003649,-0.057637,-0.998206
0.47,0.015744,0.003598,-0.057638,-0.998207
0.48,0.015773,0.0036,-0.057647,-0.998206
0.49,0.015717,0.00362,-0.05765,-0.998207
0.5,0.015753,0.003616,-0.057682,-0.998204
0.51,0.015802,0.003604,-0.057669,-0.998204
0.52,0.015861,0.003642,-0.057664,-0.998203
0.53,0.015853,0.003641,-0.057656,-0.998204
0.54,0.015842,0.003573,-0.057657,-0.998204
0.55,0.016071,0.00355,-0.057771,-0.998194
0.56,0.01586,0.003528,-0.057681,-0.998203
0.57,0.015892,0.003517,-0.057676,-0.998203
0.58,0.01595,0.003529,-0.057706,-0.9982
0.59,0.015909,0.00355,-0.057691,-0.998201
0.6,0.016098,0.00355,-0.057795,-0.998192
0.61,0.015952,0.003564,-0.05768,-0.998201
0.62,0.016045,0.00352,-0.057634,-0.998203
0.63,0.016456,0.003169,-0.057983,-0.998177
0.64,0.015841,0.003583,-0.05766,-0.998204
0.65,0.015819,0.003582,-0.057651,-0.998205
0.66,0.015918,0.00351,-0.057587,-0.998207
0.67,0.016015,0.003552,-0.057771,-0.998195
0.68,0.015924,0.003545,-0.057612,-0.998206
0.69,0.015915,0.003544,-0.057572,-0.998208
0.7,0.015873,0.003682,-0.057659,-0.998203
0.71,0.015911,0.003596,-0.057643,-0.998204
0.72,0.015871,0.003564,-0.057674,-0.998203
0.73,0.016447,0.003208,-0.057987,-0.998177
0.74,0.015917,0.003606,-0.057655,-0.998203
0.75,0.016298,0.003847,-0.057873,-0.998184
0.76,0.015894,0.003589,-0.057643,-0.998204
0.77,0.015868,0.003502,-0.057637,-0.998205
0.78,0.015914,0.003541,-0.057668,-0.998203
0.79,0.015872,0.003607,-0.057674,-0.998203
0.8,0.015903,0.003576,-0.057635,-0.998205
0.81,0.015754,0.003561,-0.05769,-0.998204
0.82,0.015663,0.003576,-0.057701,-0.998205
0.83,0.015846,0.003504,-0.057706,-0.998202
0.84,0.015844,0.003534,-0.05764,-0.998205
0.85,0.015684,0.003621,-0.057657,-0.998207
0.86,0.015665,0.0036,-0.057633,-0.998208
0.87,0.015689,0.003609,-0.057627,-0.998208
0.88,0.015785,0.003646,-0.05763,-0.998207
0.89,0.01574,0.003642,-0.057647,-0.998206
0.9,0.015811,0.003671,-0.057615,-0.998207
0.91,0.015749,0.003647,-0.057609,-0.998208
0.92,0.015705,0.003652,-0.057649,-0.998207
0.93,0.015783,0.003531,-0.057679,-0.998204
0.94,0.015817,0.003495,-0.057642,-0.998206
0.95,0.015843,0.003563,-0.057644,-0.998205
0.96,0.016371,0.003311,-0.057938,-0.99818
0.97,0.015872,0.003669,-0.057618,-0.998206
0.98,0.015929,0.003557,-0.057651,-0.998203
0.99,0.01595,0.003572,-0.057685,-0.998201
1,0.016506,0.00328,-0.05799,-0.998175
1.01,0.016525,0.003298,-0.057964,-0.998176
1.02,0.016484,0.00333,-0.057947,-0.998178
1.03,0.016562,0.003197,-0.057983,-0.998175
1.04,0.016512,0.003157,-0.057963,-0.998177
1.05,0.015824,0.003517,-0.057656,-0.998205
1.06,0.015887,0.003611,-0.057647,-0.998204
1.07,0.016458,0.003313,-0.057983,-0.998176
1.08,0.0159,0.003595,-0.057634,-0.998205
1.09,0.015881,0.003543,-0.057642,-0.998205
1.1,0.016017,0.003538,-0.057795,-0.998194
1.11,0.015821,0.003567,-0.057657,-0.998205
1.12,0.015812,0.00358,-0.05764,-0.998206
1.13,0.015814,0.003561,-0.057636,-0.998206
1.14,0.015859,0.003539,-0.057646,-0.998205
1.15,0.015797,0.003557,-0.057645,-0.998206
1.16,0.015755,0.003596,-0.057642,-0.998206
1.17,0.016003,0.003574,-0.057768,-0.998195
1.18,0.015862,0.003597,-0.057668,-0.998203
1.19,0.015837,0.003528,-0.057681,-0.998203
1.2,0.016095,0.003874,-0.057814,-0.99819
1.21,0.015801,0.003574,-0.057645,-0.998206
1.22,0.015835,0.003636,-0.057682,-0.998203
1.23,0.015816,0.003607,-0.057667,-0.998204
1.24,0.015859,0.003509,-0.057669,-0.998204
1.25,0.015834,0.003598,-0.057659,-0.998204
1.26,0.015799,0.003584,-0.057652,-0.998205
1.27,0.015865,0.003591,-0.057654,-0.998204
1.28,0.015836,0.00362,-0.057666,-0.998204
1.29,0.015782,0.003555,-0.057648,-0.998206
1.3,0.015796,0.003594,-0.057617,-0.998207
1.31,0.016118,0.003882,-0.057765,-0.998193
1.32,0.015798,0.003656,-0.05763,-0.998206
1.33,0.015823,0.003604,-0.057631,-0.998206
1.34,0.015867,0.003559,-0.057633,-0.998205
1.35,0.01626,0.00384,-0.05788,-0.998184
1.36,0.015792,0.003582,-0.05763,-0.998207
1.37,0.016389,0.003304,-0.057954,-0.998179
1.38,0.015926,0.003567,-0.057625,-0.998205
1.39,0.015925,0.003576,-0.057624,-0.998205
1.4,0.016486,0.003328,-0.057973,-0.998177
1.41,0.016448,0.003306,-0.057978,-0.998177
1.42,0.016595,0.003288,-0.057987,-0.998174
1.43,0.016594,0.003297,-0.058028,-0.998172
1.44,0.016518,0.003284,-0.058018,-0.998173
1.45,0.016497,0.003276,-0.058006,-0.998175
1.46,0.015913,0.003575,-0.057643,-0.998204
1.47,0.015861,0.003571,-0.057681,-0.998203
1.48,0.015829,0.003547,-0.057644,-0.998205
1.49,0.015849,0.003563,-0.057678,-0.998203
1.5,0.015764,0.003574,-0.057677,-0.998204
1.51,0.01576,0.003577,-0.057686,-0.998204
1.52,0.015802,0.003573,-0.057695,-0.998203
1.53,0.015752,0.003617,-0.05769,-0.998204
1.54,0.015767,0.003552,-0.057684,-0.998204
1.55,0.015749,0.003579,-0.057682,-0.998204
1.56,0.015674,0.003582,-0.057654,-0.998207
1.57,0.015764,0.003585,-0.057621,-0.998208
1.58,0.01579,0.003583,-0.057655,-0.998205
1.59,0.015706,0.003599,-0.057643,-0.998207
1.6,0.0158,0.003578,-0.057665,-0.998205
1.61,0.015876,0.003593,-0.057643,-0.998205
1.62,0.015904,0.00359,-0.05765,-0.998204
1.63,0.015823,0.003548,-0.057668,-0.998204
1.64,0.015867,0.003505,-0.057655,-0.998204
1.65,0.015908,0.003527,-0.057656,-0.998204
1.66,0.015958,0.003566,-0.057637,-0.998204
1.67,0.01589,0.003541,-0.057607,-0.998207
1.68,0.015907,0.003556,-0.057659,-0.998203
1.69,0.015947,0.003518,-0.057627,-0.998205
1.7,0.016554,0.003201,-0.057953,-0.998177
1.71,0.016422,0.003212,-0.057946,-0.99818
1.72,0.015747,0.00356,-0.057589,-0.99821
1.73,0.015759,0.003577,-0.0576,-0.998209
1.74,0.016436,0.00323,-0.057947,-0.998179
1.75,0.016359,0.003314,-0.05792,-0.998182
1.76,0.015792,0.003633,-0.057593,-0.998209
1.77,0.015768,0.003621,-0.057564,-0.998211
1.78,0.015844,0.003641,-0.057595,-0.998208
1.79,0.015861,0.003631,-0.057625,-0.998206
1.8,0.015807,0.003602,-0.057608,-0.998208
1.81,0.015795,0.003582,-0.057606,-0.998208
1.82,0.015896,0.003691,-0.057624,-0.998205
1.83,0.01611,0.003622,-0.057723,-0.998196
1.84,0.015878,0.003553,-0.05763,-0.998205
1.85,0.015872,0.003595,-0.057665,-0.998203
1.86,0.015856,0.00354,-0.057634,-0.998206
1.87,0.015908,0.003553,-0.057636,-0.998205
1.88,0.015892,0.003552,-0.057678,-0.998202
1.89,0.015838,0.00353,-0.057671,-0.998204
1.9,0.015881,0.003551,-0.057681,-0.998203
1.91,0.015851,0.003548,-0.057679,-0.998203
1.92,0.015827,0.003558,-0.057675,-0.998204
1.93,0.015812,0.003559,-0.057656,-0.998205
1.94,0.015793,0.003525,-0.057657,-0.998205
1.95,0.015778,0.003589,-0.057653,-0.998206
1.96,0.015777,0.003563,-0.057637,-0.998207
1.97,0.015714,0.003565,-0.057628,-0.998208
1.98,0.015739,0.003567,-0.057596,-0.99821
1.99,0.015799,0.003571,-0.057621,-0.998207
2,0.015802,0.00358,-0.057589,-0.998209
2.01,0.015797,0.003536,-0.05763,-0.998207
2.02,0.015808,0.003538,-0.057621,-0.998207
2.03,0.015781,0.003608,-0.057643,-0.998206
2.04,0.015884,0.003545,-0.05765,-0.998204
2.05,0.016499,0.003155,-0.057923,-0.99818
2.06,0.015983,0.003602,-0.057638,-0.998203
2.07,0.016132,0.00353,-0.057699,-0.998197
2.08,0.015934,0.003589,-0.057582,-0.998207
2.09,0.0159,0.003555,-0.057599,-0.998207
2.1,0.016508,0.003172,-0.057936,-0.998179
2.11,0.016529,0.003183,-0.057907,-0.99818
2.12,0.016512,0.003272,-0.057908,-0.99818
2.13,0.015911,0.00357,-0.057568,-0.998208
2.14,0.015908,0.003529,-0.057621,-0.998206
2.15,0.015942,0.003512,-0.05762,-0.998205
2.16,0.015942,0.003527,-0.057595,-0.998207
2.17,0.015848,0.003525,-0.057536,-0.998211
2.18,0.015861,0.003551,-0.057537,-0.998211
2.19,0.015783,0.003545,-0.057491,-0.998215
2.2,0.016133,0.00383,-0.057645,-0.998199
2.21,0.015823,0.003559,-0.057499,-0.998214
2.22,0.015869,0.003589,-0.05748,-0.998214
2.23,0.015914,0.003602,-0.057472,-0.998214
2.24,0.016116,0.003855,-0.057652,-0.998199
2.25,0.016504,0.003247,-0.057843,-0.998184
2.26,0.015974,0.003582,-0.057545,-0.998209
2.27,0.015903,0.003614,-0.057516,-0.998211
2.28,0.015995,0.003608,-0.057518,-0.99821
2.29,0.016562,0.003219,-0.057838,-0.998183
2.3,0.015972,0.003644,-0.057492,-0.998212
2.31,0.015954,0.003565,-0.057486,-0.998212
2.32,0.016424,0.003239,-0.057825,-0.998186
2.33,0.0158,0.003635,-0.057502,-0.998214
2.34,0.016422,0.003317,-0.057828,-0.998186
2.35,0.016372,0.0033,-0.05781,-0.998188
2.36,0.016375,0.003235,-0.057807,-0.998188
2.37,0.015715,0.003657,-0.057514,-0.998214
2.38,0.015744,0.003598,-0.057508,-0.998214
2.39,0.015807,0.003582,-0.057477,-0.998215
2.4,0.01574,0.003586,-0.057435,-0.998219
2.41,0.01581,0.003617,-0.057442,-0.998217
2.42,0.015806,0.003652,-0.057416,-0.998219
2.43,0.015811,0.003625,-0.057455,-0.998216
2.44,0.015818,0.00364,-0.057448,-0.998217
2.45,0.015745,0.003562,-0.057416,-0.99822
2.46,0.01584,0.003609,-0.057435,-0.998217
2.47,0.016489,0.00333,-0.057768,-0.998188
2.48,0.016652,0.003259,-0.057912,-0.998177
2.49,0.016555,0.003202,-0.057799,-0.998186
2.5,0.016601,0.003214,-0.057844,-0.998182
2.51,0.016046,0.003564,-0.05751,-0.99821
2.52,0.016625,0.003191,-0.057834,-0.998183
2.53,0.016485,0.003256,-0.057814,-0.998186
2.54,0.016458,0.003235,-0.057783,-0.998188
2.55,0.016602,0.003299,-0.057834,-0.998183
2.56,0.016589,0.003286,-0.057853,-0.998182
2.57,0.016458,0.00326,-0.057809,-0.998187
2.58,0.015968,0.003551,-0.057506,-0.998211
2.59,0.015991,0.003549,-0.057509,-0.998211
2.6,0.015868,0.003575,-0.057462,-0.998215
2.61,0.015959,0.003539,-0.057496,-0.998212
2.62,0.016073,0.003506,-0.057464,-0.998212
2.63,0.015937,0.003516,-0.057489,-0.998213
2.64,0.015887,0.00353,-0.05752,-0.998212
2.65,0.015896,0.003448,-0.057513,-0.998212
2.66,0.015881,0.003401,-0.057484,-0.998214
2.67,0.015937,0.003402,-0.057481,-0.998214
2.68,0.01592,0.003385,-0.057455,-0.998215
2.69,0.015956,0.003398,-0.057471,-0.998214
2.7,0.015951,0.003406,-0.057489,-0.998213
2.71,0.015965,0.003355,-0.057537,-0.99821
2.72,0.016068,0.003292,-0.057532,-0.998209
2.73,0.016102,0.003262,-0.057432,-0.998214
2.74,0.016062,0.003383,-0.057504,-0.99821
2.75,0.016201,0.003339,-0.057438,-0.998212
2.76,0.01598,0.003314,-0.057519,-0.998211
2.77,0.015961,0.003278,-0.057504,-0.998212
2.78,0.016133,0.003297,-0.057437,-0.998213
2.79,0.01621,0.003346,-0.057393,-0.998214
2.8,0.016042,0.003353,-0.057335,-0.998221
2.81,0.016104,0.003393,-0.057359,-0.998218
2.82,0.016135,0.003412,-0.057407,-0.998215
2.83,0.016138,0.003443,-0.057401,-0.998215
2.84,0.015953,0.003608,-0.057437,-0.998215
2.85,0.015909,0.003623,-0.05739,-0.998219
2.86,0.015987,0.003634,-0.057455,-0.998214
2.87,0.016138,0.003464,-0.057408,-0.998214
2.88,0.016024,0.003427,-0.057415,-0.998216
2.89,0.016199,0.00362,-0.057604,-0.998201
2.9,0.016562,0.003267,-0.057837,-0.998183
2.91,0.016388,0.003917,-0.057747,-0.998189
2.92,0.016251,0.003602,-0.057655,-0.998198
2.93,0.016692,0.003152,-0.057822,-0.998182
2.94,0.016052,0.003615,-0.05758,-0.998205
2.95,0.015962,0.003541,-0.057521,-0.99821
2.96,0.016122,0.003794,-0.057676,-0.998198
2.97,0.015911,0.003564,-0.057621,-0.998205
2.98,0.015998,0.003526,-0.057639,-0.998203
2.99,0.015841,0.00353,-0.057584,-0.998209
3,0.015911,0.00362,-0.057611,-0.998206
3.01,0.015855,0.003602,-0.05761,-0.998207
3.02,0.016123,0.003562,-0.057754,-0.998194
3.03,0.015775,0.003513,-0.057628,-0.998207
3.04,0.01567,0.003525,-0.057585,-0.998211
3.05,0.015716,0.003575,-0.057561,-0.998212
3.06,0.015839,0.003683,-0.057582,-0.998208
3.07,0.015833,0.00358,-0.057598,-0.998208
3.08,0.015714,0.003537,-0.057602,-0.99821
3.09,0.015825,0.003571,-0.057627,-0.998206
3.1,0.015873,0.003606,-0.057631,-0.998205
3.11,0.01592,0.003636,-0.057615,-0.998205
3.12,0.015892,0.003703,-0.057623,-0.998205
3.13,0.015903,0.003559,-0.057654,-0.998204
3.14,0.016002,0.003554,-0.057672,-0.998201
3.15,0.016093,0.003525,-0.057627,-0.998202
3.16,0.015945,0.003582,-0.057657,-0.998203
3.17,0.015931,0.00359,-0.057654,-0.998203
3.18,0.016647,0.003155,-0.058006,-0.998173
3.19,0.016471,0.003191,-0.058036,-0.998174
3.2,0.015903,0.003548,-0.057723,-0.9982
3.21,0.016075,0.00355,-0.057664,-0.9982
3.22,0.016068,0.003562,-0.057665,-0.9982
3.23,0.015863,0.003578,-0.05775,-0.998199
3.24,0.015774,0.003504,-0.057746,-0.998201
3.25,0.015818,0.003506,-0.057754,-0.998199
3.26,0.015822,0.003565,-0.057721,-0.998201
3.27,0.015812,0.003521,-0.057702,-0.998202
3.28,0.015888,0.003543,-0.057634,-0.998205
3.29,0.015758,0.003591,-0.057711,-0.998203
3.3,0.015838,0.003552,-0.057714,-0.998201
3.31,0.015822,0.003509,-0.057732,-0.998201
3.32,0.015781,0.003513,-0.057724,-0.998202
3.33,0.01572,0.0035,-0.057702,-0.998204
3.34,0.015779,0.003491,-0.057749,-0.9982
3.35,0.015811,0.003444,-0.057789,-0.998198
3.36,0.015784,0.00348,-0.057794,-0.998198
3.37,0.015825,0.003467,-0.057785,-0.998198
3.38,0.01582,0.003472,-0.057773,-0.998198
3.39,0.015777,0.003494,-0.057769,-0.998199
3.4,0.015751,0.003495,-0.057774,-0.998199
3.41,0.015734,0.003438,-0.05781,-0.998198
3.42,0.015717,0.003473,-0.057807,-0.998198
3.43,0.015697,0.0035,-0.057756,-0.998201
3.44,0.015789,0.003574,-0.057773,-0.998199
3.45,0.015775,0.003578,-0.057747,-0.9982
3.46,0.015724,0.003615,-0.057752,-0.998201
3.47,0.015687,0.003552,-0.057778,-0.9982
3.48,0.01571,0.00357,-0.057771,-0.9982
3.49,0.015731,0.003618,-0.057784,-0.998199
3.5,0.015742,0.003626,-0.057753,-0.9982
3.51,0.015743,0.003575,-0.057728,-0.998202
3.52,0.015662,0.003609,-0.057729,-0.998203
3.53,0.015725,0.003602,-0.057752,-0.998201
3.54,0.015771,0.003594,-0.057729,-0.998201
3.55,0.015839,0.003618,-0.057721,-0.998201
3.56,0.015815,0.003598,-0.057704,-0.998202
3.57,0.016392,0.003275,-0.058068,-0.998173
3.58,0.016454,0.003253,-0.058063,-0.998172
3.59,0.016479,0.003298,-0.058058,-0.998172
3.6,0.016467,0.00323,-0.058061,-0.998172
3.61,0.016466,0.003318,-0.058061,-0.998172
3.62,0.015829,0.003627,-0.057703,-0.998202
3.63,0.016389,0.003235,-0.058051,-0.998174
3.64,0.016401,0.003278,-0.058038,-0.998174
3.65,0.015828,0.003589,-0.057692,-0.998203
3.66,0.015828,0.003661,-0.057697,-0.998202
3.67,0.015856,0.003659,-0.057688,-0.998202
3.68,0.015836,0.003608,-0.057701,-0.998202
3.69,0.015746,0.00358,-0.057708,-0.998203
3.7,0.015705,0.003654,-0.057686,-0.998205
3.71,0.015734,0.003637,-0.057702,-0.998203
3.72,0.01577,0.003669,-0.057678,-0.998204
3.73,0.015658,0.003616,-0.057665,-0.998207
3.74,0.015759,0.003634,-0.057697,-0.998203
3.75,0.015891,0.003591,-0.057794,-0.998196
3.76,0.015803,0.003625,-0.05779,-0.998197
3.77,0.015668,0.003615,-0.057689,-0.998205
3.78,0.015689,0.003595,-0.057649,-0.998207
3.79,0.015995,0.003547,-0.057787,-0.998194
3.8,0.015768,0.003636,-0.057676,-0.998204
3.81,0.015724,0.003607,-0.057674,-0.998205
3.82,0.015835,0.003595,-0.057704,-0.998202
3.83,0.01582,0.00363,-0.057705,-0.998202
3.84,0.016438,0.003239,-0.058008,-0.998176
3.85,0.015812,0.003552,-0.057643,-0.998206
3.86,0.015762,0.003614,-0.057659,-0.998205
3.87,0.015805,0.003552,-0.057665,-0.998205
3.88,0.0159,0.003608,-0.057671,-0.998203
3.89,0.015806,0.003566,-0.057656,-0.998205
3.9,0.015809,0.003701,-0.057634,-0.998206
3.91,0.016437,0.003288,-0.057968,-0.998178
3.92,0.015795,0.003659,-0.057648,-0.998205
3.93,0.015817,0.003544,-0.057655,-0.998205
3.94,0.015827,0.003549,-0.057655,-0.998205
3.95,0.015846,0.003567,-0.057634,-0.998206
3.96,0.015911,0.003687,-0.057628,-0.998205
3.97,0.016499,0.003315,-0.057989,-0.998175
3.98,0.016436,0.003323,-0.05797,-0.998178
3.99,0.015906,0.003588,-0.057652,-0.998204
4,0.015893,0.003549,-0.057674,-0.998203
4.01,0.015911,0.003546,-0.057689,-0.998202
4.02,0.015921,0.003521,-0.057665,-0.998203
4.03,0.015877,0.003551,-0.057651,-0.998204
4.04,0.01595,0.003584,-0.057659,-0.998203
4.05,0.015865,0.003524,-0.057698,-0.998202
4.06,0.015787,0.00353,-0.057717,-0.998202
4.07,0.015777,0.003508,-0.057734,-0.998201
4.08,0.015853,0.003551,-0.057688,-0.998203
4.09,0.015806,0.003586,-0.057685,-0.998203
4.1,0.015728,0.003585,-0.057708,-0.998203
4.11,0.015701,0.003517,-0.057722,-0.998203
4.12,0.015716,0.003497,-0.057724,-0.998203
4.13,0.015746,0.003524,-0.05773,-0.998202
4.14,0.015769,0.003608,-0.057681,-0.998204
4.15,0.01569,0.003578,-0.057607,-0.99821
4.16,0.015738,0.00361,-0.057658,-0.998206
4.17,0.015836,0.003573,-0.057698,-0.998202
4.18,0.015824,0.003557,-0.057701,-0.998202
4.19,0.015793,0.003606,-0.05766,-0.998205
4.2,0.015852,0.003661,-0.057659,-0.998204
4.21,0.015865,0.003674,-0.057661,-0.998203
4.22,0.015884,0.003572,-0.057646,-0.998204
4.23,0.015854,0.003604,-0.057656,-0.998204
4.24,0.016442,0.00325,-0.057994,-0.998176
4.25,0.015918,0.003601,-0.057663,-0.998203
4.26,0.015906,0.003604,-0.057652,-0.998204
4.27,0.016405,0.003299,-0.057988,-0.998177
4.28,0.016417,0.003261,-0.057996,-0.998177
4.29,0.015795,0.003657,-0.057637,-0.998206
4.3,0.016346,0.003287,-0.057977,-0.998179
4.31,0.016311,0.003305,-0.057964,-0.99818
4.32,0.01576,0.00364,-0.057633,-0.998207
4.33,0.016337,0.003308,-0.057959,-0.99818
4.34,0.015783,0.003642,-0.057654,-0.998205
4.35,0.015832,0.003645,-0.057669,-0.998204
4.36,0.015791,0.003657,-0.057664,-0.998204
4.37,0.015783,0.003619,-0.057679,-0.998204
4.38,0.01576,0.003527,-0.057654,-0.998206
4.39,0.015768,0.003594,-0.057641,-0.998206
4.4,0.015764,0.003637,-0.057657,-0.998205
4.41,0.015886,0.00356,-0.057639,-0.998205
4.42,0.015867,0.003576,-0.057653,-0.998204
4.43,0.016128,0.003934,-0.057811,-0.99819
4.44,0.015818,0.003621,-0.057672,-0.998204
4.45,0.015918,0.00356,-0.057669,-0.998203
4.46,0.01586,0.00357,-0.057685,-0.998203
4.47,0.015823,0.003566,-0.057681,-0.998203
4.48,0.01584,0.003586,-0.057665,-0.998204
4.49,0.015884,0.00359,-0.057673,-0.998203
4.5,0.015813,0.003595,-0.057681,-0.998203
4.51,0.015872,0.003582,-0.057673,-0.998203
4.52,0.015841,0.003556,-0.057686,-0.998203
4.53,0.015781,0.003582,-0.05767,-0.998205
4.54,0.015829,0.003576,-0.057672,-0.998204
4.55,0.01585,0.003576,-0.057646,-0.998205
4.56,0.015772,0.003569,-0.057639,-0.998207
4.57,0.015846,0.003611,-0.057661,-0.998204
4.58,0.015788,0.003584,-0.057659,-0.998205
4.59,0.015842,0.003583,-0.057663,-0.998204
4.6,0.015842,0.003617,-0.05765,-0.998205
4.61,0.016058,0.003578,-0.057757,-0.998195
4.62,0.015852,0.003573,-0.057684,-0.998203
4.63,0.015799,0.003598,-0.057663,-0.998205
4.64,0.015797,0.003554,-0.057658,-0.998205
4.65,0.015878,0.00353,-0.057707,-0.998201
4.66,0.015889,0.003563,-0.057667,-0.998203
4.67,0.015873,0.003545,-0.057661,-0.998204
4.68,0.015864,0.003553,-0.057673,-0.998203
4.69,0.015901,0.003562,-0.057687,-0.998202
4.7,0.015943,0.003515,-0.05766,-0.998203
4.71,0.015868,0.003556,-0.057676,-0.998203
4.72,0.016588,0.003176,-0.057949,-0.998177
4.73,0.015852,0.00361,-0.057665,-0.998204
4.74,0.015806,0.00358,-0.057663,-0.998205
4.75,0.015815,0.003563,-0.057676,-0.998204
4.76,0.015818,0.003559,-0.057671,-0.998204
4.77,0.015861,0.003602,-0.057639,-0.998205
4.78,0.015839,0.003633,-0.057632,-0.998206
4.79,0.0158,0.003636,-0.057635,-0.998206
4.8,0.015795,0.003614,-0.057665,-0.998205
4.81,0.015802,0.003576,-0.057674,-0.998204
4.82,0.015835,0.003587,-0.057679,-0.998203
4.83,0.0158,0.003633,-0.057616,-0.998207
4.84,0.015801,0.003629,-0.057627,-0.998207
4.85,0.015802,0.003593,-0.057651,-0.998205
4.86,0.015853,0.003539,-0.057677,-0.998203
4.87,0.015749,0.003565,-0.057693,-0.998204
4.88,0.015799,0.003553,-0.057671,-0.998204
4.89,0.015801,0.003615,-0.057666,-0.998204
4.9,0.015833,0.003617,-0.057683,-0.998203
4.91,0.015842,0.003513,-0.057722,-0.998201
4.92,0.01576,0.003475,-0.057718,-0.998203
4.93,0.015775,0.003526,-0.05767,-0.998205
4.94,0.015814,0.003581,-0.05766,-0.998205
4.95,0.01588,0.003596,-0.057648,-0.998204
4.96,0.015844,0.003524,-0.057672,-0.998204
4.97,0.015767,0.003529,-0.057701,-0.998203
4.98,0.015878,0.003561,-0.057668,-0.998203
4.99,0.015866,0.003599,-0.057648,-0.998204
5,0.015796,0.003714,-0.057644,-0.998205
5.01,0.015813,0.003564,-0.057629,-0.998207
5.02,0.015879,0.003584,-0.057637,-0.998205
5.03,0.015824,0.00363,-0.057631,-0.998206
5.04,0.015883,0.003594,-0.057615,-0.998206
5.05,0.015882,0.003674,-0.057601,-0.998207
5.06,0.01583,0.003668,-0.057627,-0.998206
5.07,0.015848,0.003556,-0.057645,-0.998205
5.08,0.016445,0.003274,-0.057989,-0.998176
5.09,0.016471,0.003306,-0.057987,-0.998176
5.1,0.016435,0.003315,-0.057986,-0.998177
5.11,0.015737,0.003668,-0.057639,-0.998207
5.12,0.015872,0.00354,-0.057649,-0.998204
5.13,0.015886,0.003532,-0.057661,-0.998204
5.14,0.015847,0.003608,-0.057666,-0.998204
5.15,0.015795,0.003559,-0.057668,-0.998205
5.16,0.015766,0.003576,-0.057672,-0.998205
5.17,0.015726,0.003553,-0.057676,-0.998205
5.18,0.015752,0.00353,-0.057711,-0.998203
5.19,0.015783,0.003519,-0.057722,-0.998202
5.2,0.015796,0.003567,-0.057685,-0.998204
5.21,0.015799,0.003598,-0.057665,-0.998205
5.22,0.01577,0.003599,-0.057649,-0.998206
5.23,0.01576,0.003588,-0.057655,-0.998206
5.24,0.015706,0.003533,-0.057656,-0.998207
5.25,0.015844,0.003613,-0.057675,-0.998203
5.26,0.015999,0.003601,-0.057757,-0.998196
5.27,0.015815,0.003631,-0.05762,-0.998207
5.28,0.015835,0.00361,-0.057598,-0.998208
5.29,0.015913,0.00363,-0.057647,-0.998204
5.3,0.015876,0.003584,-0.057661,-0.998204
5.31,0.015861,0.003606,-0.057638,-0.998205
5.32,0.015865,0.003695,-0.057639,-0.998205
5.33,0.015919,0.003594,-0.057635,-0.998204
5.34,0.015869,0.003564,-0.057657,-0.998204
5.35,0.016393,0.003296,-0.058006,-0.998176
5.36,0.016421,0.003278,-0.058011,-0.998176
5.37,0.016505,0.003309,-0.057981,-0.998176
5.38,0.016473,0.003316,-0.057994,-0.998176
5.39,0.0159,0.00366,-0.057658,-0.998203
5.4,0.015917,0.003509,-0.057677,-0.998202
5.41,0.015933,0.003563,-0.057684,-0.998201
