%time,field.accel_x,field.accel_y,field.accel_z,field.gyro_x,field.gyro_y,field.gyro_z,field.state,field.swing_time,field.t,field.steps
1692299338391046000,-9.423577734375,-0.12210428466796874,-2.454056701660156,2.0229007633587788,-3.6564885496183206,0.816793893129771,0.0,0.37735946973164874,99339.29525470734,57.0
1692299338391288700,-9.583989245605467,0.03591302490234375,-2.3319524169921872,0.07633587786259542,-3.66412213740458,-0.4122137404580153,0.0,0.37735946973164874,99339.31748199463,57.0
1692299338451026100,-9.495403784179686,-0.2537853759765625,-2.308010400390625,-0.648854961832061,-3.9083969465648853,-1.9389312977099236,0.0,0.37735946973164874,99339.33776187897,57.0
1692299338451270800,-9.528922607421874,-0.2609679809570312,-2.221819140625,0.5648854961832062,-3.885496183206107,1.015267175572519,0.0,0.37735946973164874,99339.35729050636,57.0
1692299338507131800,-9.442731347656249,-0.22744915771484372,-2.2170307373046874,1.1450381679389312,-3.4656488549618323,0.9312977099236641,0.0,0.37735946973164874,99339.37958550453,57.0
1692299338507139600,-9.550470422363281,-0.11731588134765625,-2.231395947265625,0.1450381679389313,-3.2213740458015265,0.4122137404580153,0.0,0.37735946973164874,99339.39966464043,57.0
1692299338507143400,-9.533711010742186,-0.22744915771484372,-2.252943762207031,-0.6259541984732825,-3.282442748091603,1.0763358778625953,0.0,0.37735946973164874,99339.4210908413,57.0
1692299338558738500,-9.473855969238281,-0.21787235107421873,-2.2840683837890623,-0.08396946564885496,-3.6717557251908395,1.549618320610687,0.0,0.37735946973164874,99339.44102740288,57.0
1692299338558932300,-9.485826977539062,-0.26815058593749996,-2.3535002319335936,0.0916030534351145,-3.7709923664122136,3.900763358778626,0.0,0.37735946973164874,99339.46294116974,57.0
1692299338609803500,-9.583989245605467,-0.2442085693359375,-2.365471240234375,-0.4122137404580153,-3.6717557251908395,1.5801526717557253,0.0,0.37735946973164874,99339.48436832428,57.0
1692299338609934900,-9.521740002441407,-0.06703764648437499,-2.221819140625,-0.5801526717557252,-3.50381679389313,1.6106870229007633,0.0,0.37735946973164874,99339.50485873222,57.0
1692299338610116300,-9.5384994140625,-0.12210428466796874,-2.243366955566406,-0.1450381679389313,-3.404580152671756,1.7633587786259541,0.0,0.37735946973164874,99339.5269715786,57.0
1692299338656490400,-9.617508068847656,-0.13407529296874998,-2.1930887207031247,0.20610687022900764,-3.282442748091603,1.534351145038168,0.0,0.37735946973164874,99339.54796695709,57.0
1692299338656760500,-9.483432775878907,-0.031124621582031248,-2.221819140625,-0.20610687022900764,-2.885496183206107,1.1603053435114503,0.0,0.37735946973164874,99339.5698299408,57.0
1692299338704456600,-9.507374792480467,-0.13168109130859373,-2.24097275390625,-0.3053435114503817,-2.801526717557252,1.1755725190839694,0.0,0.37735946973164874,99339.59044408798,57.0
1692299338704474500,-9.567229833984374,-0.09576806640624999,-2.3127988037109373,0.030534351145038167,-2.9160305343511452,1.3587786259541985,0.0,0.37735946973164874,99339.61281895638,57.0
1692299338704679600,-9.435548742675781,-0.055066638183593745,-2.35589443359375,0.21374045801526717,-3.0076335877862594,1.549618320610687,0.0,0.37735946973164874,99339.6323621273,57.0
1692299338757647300,-9.502586389160156,-0.2609679809570312,-2.319981408691406,0.022900763358778626,-3.3893129770992365,1.366412213740458,0.0,0.37735946973164874,99339.65563511848,57.0
1692299338757911600,-9.595960253906249,-0.1197100830078125,-2.389413256835937,-0.16030534351145037,-3.854961832061069,1.5190839694656488,0.0,0.37735946973164874,99339.6755297184,57.0
1692299338805882200,-9.3852705078125,-0.086191259765625,-2.3032219970703123,-0.2824427480916031,-4.0458015267175576,3.900763358778626,0.0,0.37735946973164874,99339.69603323936,57.0
1692299338806058500,-9.440337145996093,-0.09816226806640624,-2.3295582153320313,-0.1297709923664122,-4.511450381679389,2.2213740458015265,0.0,0.37735946973164874,99339.71822071075,57.0
1692299338859750300,-9.504980590820312,-0.0718260498046875,-2.2673089721679687,-0.22900763358778625,-4.7251908396946565,2.480916030534351,0.0,0.37735946973164874,99339.73875689507,57.0
1692299338859753200,-9.504980590820312,-0.023942016601562498,-2.3343466186523436,-0.29770992366412213,-5.00763358778626,2.549618320610687,0.0,0.37735946973164874,99339.76085734367,57.0
1692299338859756400,-9.624690673828125,-0.229843359375,-2.3918074584960936,-0.3282442748091603,-5.0458015267175576,2.267175572519084,0.0,0.37735946973164874,99339.78073883057,57.0
1692299338921482600,-9.49300958251953,0.16759411621093748,-2.3511060302734372,-0.6335877862595419,-5.267175572519084,2.015267175572519,0.0,0.37735946973164874,99339.80480837822,57.0
1692299338921785400,-9.6151138671875,0.13168109130859373,-2.3535002319335936,-0.816793893129771,-4.969465648854962,0.030534351145038167,0.0,0.37735946973164874,99339.82449221611,57.0
1692299338971102600,-9.552864624023437,0.12210428466796874,-2.2385785522460937,-0.25190839694656486,-4.740458015267175,1.6106870229007633,0.0,0.37735946973164874,99339.84491324425,57.0
1692299338971185300,-9.567229833984374,0.08140285644531249,-2.1835119140624997,0.16793893129770993,-4.587786259541985,1.6946564885496183,0.0,0.37735946973164874,99339.86677265167,57.0
1692299338971508800,-9.548076220703125,0.0718260498046875,-2.128445275878906,0.2595419847328244,-4.061068702290076,1.297709923664122,0.0,0.37735946973164874,99339.88633942604,57.0
1692299339028352100,-9.394847314453125,0.023942016601562498,-2.068590234375,0.1297709923664122,-3.5267175572519083,1.5190839694656488,0.0,0.37735946973164874,99339.90965247154,57.0
1692299339028729500,-9.641450085449218,-0.928950244140625,-2.2840683837890623,-1.6106870229007633,-4.00763358778626,2.618320610687023,0.0,0.37735946973164874,99339.92913174629,57.0
1692299339028936200,-9.545682019042967,-0.0047884033203125,-2.2960393920898436,0.4580152671755725,-2.717557251908397,2.145038167938931,0.0,0.37735946973164874,99339.9511847496,57.0
1692299339074533700,-9.447519750976562,0.011971008300781249,-2.2002713256835937,1.7251908396946565,-2.068702290076336,2.145038167938931,0.0,0.37735946973164874,99339.97167634964,57.0
1692299339074560300,-9.643844287109374,0.2657563842773437,-1.8914193115234375,-0.7404580152671756,-1.015267175572519,1.8854961832061068,0.0,0.37735946973164874,99339.99144268036,57.0
