%time,field.layout.data_offset,field.data0,field.data1,field.data2,field.data3,field.data4,field.data5,field.data6,field.data7,field.data8,field.data9
1685056696389290500,0,56695.30078125,0.011645735241472721,-0.024853328242897987,1.306075930595398,0.0019276401726529002,0.001482002786360681,-0.0005644115735776722,0.016671406105160713,-0.00840954203158617,-0.008940734900534153
1685056696389296700,0,56695.30859375,0.011667938902974129,-0.024864166975021362,1.3060697317123413,0.001836802577599883,0.001541144447401166,-0.0006889893556945026,0.02066091261804104,-0.00721804890781641,-0.016649048775434494
1685056696389381700,0,56695.3203125,0.011693178676068783,-0.02487034536898136,1.3060643672943115,0.0021071420051157475,0.0016589906299486756,-0.0006713532493449748,0.02678031288087368,-0.015929268673062325,0.0022766690235584974
1685056696389403700,0,56695.33203125,0.011709101498126984,-0.024877646937966347,1.3060595989227295,0.0014699334278702736,0.0014875642955303192,-0.0007543493411503732,-0.01640602946281433,-0.022062722593545914,-0.01724378578364849
1685056696389421900,0,56695.33984375,0.011724981479346752,-0.024890504777431488,1.3060555458068848,0.00134305190294981,0.0009659211500547826,-0.00061129528330639,0.014594110660254955,-0.011199325323104858,0.012083143927156925
1685056696389427800,0,56695.35546875,0.011732297018170357,-0.024885522201657295,1.3060542345046997,0.000728076440282166,0.0019568235147744417,-0.00046020851004868746,-0.03140633553266525,0.051592130213975906,-0.0007306419429369271
1685056696389432700,0,56695.359375,0.01173150260001421,-0.02488834783434868,1.306053638458252,0.00016577719361521304,0.0014299063477665186,-0.0001941096707014367,-0.005850950255990028,-0.01177213340997696,0.02273244597017765
1685056696389445400,0,56695.3671875,0.011730445548892021,-0.024876775220036507,1.306054949760437,-5.938103640801273e-05,0.0024476072285324335,-6.523565389215946e-05,-0.012738320976495743,0.05811464786529541,0.0030766059644520283
1685056696389471500,0,56695.37890625,0.011727518402040005,-0.024864956736564636,1.306056261062622,-5.07940276293084e-05,0.002452926943078637,3.6539299799187575e-06,-0.011531317606568336,-0.0033523975871503353,0.001925620948895812
1685056696389487400,0,56695.390625,0.011717256158590317,-0.02485554665327072,1.3060568571090698,-0.0008102716528810561,0.0022914777509868145,-0.00020908114674966782,-0.04210127145051956,-0.004263760522007942,-0.030160054564476013
1685056696389495200,0,56695.3984375,0.011704308912158012,-0.02485303208231926,1.3060559034347534,-0.0011751326965168118,0.0015764947747811675,-0.0003442792221903801,-0.035546403378248215,-0.03218957409262657,-0.00940750353038311
1685056696389562300,0,56695.41015625,0.011685210280120373,-0.024853697046637535,1.3060544729232788,-0.0016190900932997465,0.0012684229295700788,-0.0005401879316195846,-0.040269650518894196,-0.0069061932153999805,-0.03408859297633171
1685056696389569600,0,56695.421875,0.011669537983834743,-0.024866333231329918,1.3060522079467773,-0.0011659319279715419,0.00010530249710427597,-0.0005852025933563709,-0.004674788098782301,-0.06358112394809723,0.0033489109482616186
1685056696389581000,0,56695.4296875,0.011659973300993443,-0.024878481402993202,1.3060513734817505,-0.0003374770167283714,4.782086398336105e-05,-0.0003758171515073627,-0.00491371750831604,-0.011293618939816952,0.0030518313869833946
1685056696389588700,0,56695.4375,0.011658650822937489,-0.024889515712857246,1.30605149269104,0.0005034369532950222,0.00017253286205232143,-0.00024176292936317623,0.020931364968419075,-0.020732009783387184,-0.0006999506149441004
1685056696389593600,0,56695.4609375,0.011675461195409298,-0.02489767223596573,1.3060532808303833,0.001649182289838791,0.0008085620938800275,-7.381855539279059e-05,0.004103105515241623,-0.03190229833126068,-0.0028480389155447483
1685056696389606700,0,56695.4609375,0.011675461195409298,-0.02489767223596573,1.3060532808303833,0.001649182289838791,0.0008085620938800275,-7.381855539279059e-05,0.004103105515241623,-0.03190229833126068,-0.0028480389155447483
1685056696389620700,0,56695.46875,0.011683398857712746,-0.02489287778735161,1.3060524463653564,0.0015199484769254923,0.0017694684211164713,-0.000154080698848702,0.015223357826471329,0.025730503723025322,-0.032187867909669876
1685056696389631300,0,56695.48046875,0.011691417545080185,-0.024885188788175583,1.306051254272461,0.001413795631378889,0.0023251925595104694,-0.00019735386013053358,0.011003277264535427,-0.003428093623369932,-0.017044110223650932
1685056696389636100,0,56695.5,0.011702531948685646,-0.02487325668334961,1.3060541152954102,0.001232698792591691,0.003024121979251504,0.0003398566914256662,-0.0020558314863592386,0.01212632842361927,-0.025559181347489357
1685056696389646200,0,56695.5078125,0.011704095639288425,-0.024856150150299072,1.3060529232025146,0.0008208627114072442,0.0031178914941847324,9.449007484363392e-05,-0.0069365110248327255,-0.028360383585095406,-0.03150571137666702
1685056696389655300,0,56695.51171875,0.011712086386978626,-0.024835066869854927,1.3060517311096191,0.0010884070070460439,0.0036591298412531614,8.315924787893891e-05,0.01587549038231373,0.028591778129339218,-0.0004224224539939314
1685056696389666500,0,56695.53125,0.011729361489415169,-0.024803401902318,1.306047797203064,0.0011728513054549694,0.0036047121975570917,0.0001708000636426732,0.003713914193212986,-0.029790915548801422,-0.012343212962150574
