%time,field.layout.data_offset,field.data0,field.data1,field.data2,field.data3,field.data4,field.data5,field.data6,field.data7,field.data8,field.data9
1692118093464725400,0,18093.46484375,0.0025494880974292755,0.005117266904562712,1.3171006441116333,0.0003296881914138794,0.000567229522857815,-0.00016194666386581957,-0.006768730003386736,-0.010507478378713131,0.0178523026406765
1692118093485239800,0,18093.484375,0.002552978927269578,0.005159902852028608,1.3171017169952393,0.0007740415167063475,0.0011358249466866255,-0.00015938417345751077,-0.0019201935501769185,0.0012589851394295692,0.008410445414483547
1692118093495070900,0,18093.494140625,0.0025520415510982275,0.005177853628993034,1.3171008825302124,0.0009894112590700388,0.0009361983393318951,-0.00014974948135204613,-0.0009742848924361169,-0.017299234867095947,0.0023317651357501745
1692118093504712800,0,18093.50390625,0.0025489742401987314,0.0051965415477752686,1.3171002864837646,0.0009564495412632823,0.0008865614072419703,-0.00012353014608379453,0.005727902986109257,0.0004124437109567225,-0.0010439971229061484
1692118093514622500,0,18093.513671875,0.0025474403519183397,0.005211620591580868,1.317099928855896,0.0010375846177339554,0.0005041121621616185,-5.608236824627966e-05,-0.0034535035956650972,-0.014187143184244633,0.005702315364032984
1692118093524457900,0,18093.5234375,0.002547463634982705,0.0052240327931940556,1.3170998096466064,0.0012563054915517569,0.0001843437203206122,-4.1911538573913276e-05,0.00563348364084959,-0.0035959684755653143,-0.002519333967939019
1692118093534510400,0,18093.533203125,0.002543804468587041,0.005232920404523611,1.317099928855896,0.0011812977027148008,-7.989024015842006e-05,-8.412111492361873e-05,-0.02783268690109253,-0.021004408597946167,-0.007401278242468834
1692118093544968200,0,18093.544921875,0.002547790529206395,0.005248534958809614,1.31709885597229,0.0016707993345335126,0.00041870118002407253,-0.0001884142548078671,0.03081481158733368,0.03141719475388527,-0.012423288077116013
1692118093564755600,0,18093.564453125,0.0025640178937464952,0.005280590616166592,1.3170974254608154,0.0018546802457422018,0.0005601528682745993,-0.00011138576519442722,-0.01981530152261257,0.011183040216565132,-0.008453462272882462
1692118093574527600,0,18093.57421875,0.0025724153965711594,0.005291056353598833,1.3170965909957886,0.0020467282738536596,0.00012705690460279584,-0.0001192771815112792,0.005516336299479008,-0.006510906387120485,0.0007578835356980562
1692118093584646400,0,18093.583984375,0.0025811174418777227,0.005307398270815611,1.3170955181121826,0.0018968551885336637,0.000527055119164288,-0.00014652175013907254,-0.00957036204636097,0.00644755968824029,-0.009932071901857853
1692118093595615000,0,18093.595703125,0.002589599462226033,0.005315858870744705,1.3170948028564453,0.0019238974200561643,1.8156400983571075e-05,-8.816958143142983e-05,-0.005510538350790739,-0.027258118614554405,0.008578225038945675
1692118093604684300,0,18093.603515625,0.002588871633633971,0.005319772753864527,1.3170952796936035,0.001102380221709609,-0.0005133980885148048,7.632605047547258e-06,-0.03109554573893547,-0.010799017734825611,0.0019478894537314773
1692118093614713200,0,18093.61328125,0.0025920437183231115,0.005319585092365742,1.3170955181121826,0.0014999088598415256,-0.0007470957934856415,-3.0113200409687124e-05,0.0015823778230696917,-0.0014947096351534128,-0.005233151372522116
1692118093624429000,0,18093.623046875,0.0025955201126635075,0.0053124697878956795,1.3170956373214722,0.0016378476284444332,-0.0014307125238701701,-0.00010004643263528123,0.018155157566070557,-0.03642406314611435,-0.013078154064714909
1692118093634565600,0,18093.634765625,0.0026009688153862953,0.00531370472162962,1.3170949220657349,0.001690428820438683,-0.000859288324136287,-0.00013274048978928477,-0.01862487755715847,0.03896816074848175,-0.005054818000644445
1692118093644425900,0,18093.642578125,0.00259953155182302,0.00530460337176919,1.3170956373214722,0.0012120208702981472,-0.0015054087853059173,6.206061516422778e-05,-0.002936817705631256,-0.012803498655557632,0.015202049165964127
1692118093664367100,0,18093.6640625,0.0026003948878496885,0.005302597768604755,1.3170967102050781,0.0015484400792047381,-0.0005213461117818952,-6.785862206015736e-05,-0.007138414774090052,0.021581845358014107,-0.005217989906668663
1692118093665058900,0,18093.6640625,0.0026003948878496885,0.005302597768604755,1.3170967102050781,0.0015484400792047381,-0.0005213461117818952,-6.785862206015736e-05,-0.007138414774090052,0.021581845358014107,-0.005217989906668663
1692118093675699100,0,18093.67578125,0.002595272148028016,0.005303594749420881,1.3170971870422363,0.0009116714354604483,-0.000500718888361007,2.6078112568939105e-05,-0.04251782223582268,-0.0021193157881498337,0.009805690497159958
1692118093684819200,0,18093.68359375,0.002595879603177309,0.005305233411490917,1.317097783088684,0.0011058414820581675,-0.000558114203158766,9.375782974530011e-05,-0.01207867544144392,0.02326502837240696,0.0003509086091071367
1692118093694410900,0,18093.693359375,0.0025937471073120832,0.005297425668686628,1.317098617553711,0.001055250526405871,-0.001311181578785181,4.728975545731373e-05,-0.01510523445904255,-0.02712858095765114,-0.011982638388872147
1692118093714749200,0,18093.71484375,0.002596511272713542,0.005299525801092386,1.317097783088684,0.000915971293579787,-0.0011142038274556398,-7.416711014229804e-05,-0.031168479472398758,-0.043341971933841705,-0.0006200029165484011
1692118093724925600,0,18093.724609375,0.002593990880995989,0.005294459871947765,1.317097544670105,0.0008636295679025352,-0.0012338426895439625,-9.330541070085019e-05,-0.013362003490328789,0.017838340252637863,-0.007093820720911026
1692118093735107300,0,18093.734375,0.002583983587101102,0.005288601387292147,1.3170979022979736,0.0005827803397551179,-0.0015814180951565504,-0.00011815741163445637,-0.01549791544675827,0.0008036729414016008,-0.01334407553076744
1692118093744551900,0,18093.744140625,0.0025740887504070997,0.005281673278659582,1.3170979022979736,0.0002258111780975014,-0.0016724560409784317,-0.00016316126857418567,-0.004217460751533508,0.004262719769030809,-0.0205233134329319
1692118093764544700,0,18093.763671875,0.002564826747402549,0.00526939844712615,1.3170970678329468,0.0005136814434081316,-0.0016717672115191817,-0.00020331447012722492,-0.004304524976760149,-0.019252615049481392,-0.0008376355399377644
1692118093774491500,0,18093.7734375,0.0025543959345668554,0.0052657057531178,1.317097783088684,0.0002204065676778555,-0.0011853184551000595,-0.00018775001808535308,0.002010803436860442,0.0458233542740345,-0.0011463795090094209
