%time,field.accel_x,field.accel_y,field.accel_z,field.gyro_x,field.gyro_y,field.gyro_z,field.state,field.swing_time,Time ms
1.67607E+18,-0.959716797,-0.208740234,-0.135498047,-3.664122137,-1.938931298,3.572519084,0,0,445.92
1.67607E+18,-0.959960938,-0.193115234,-0.126220703,-3.312977099,-1.824427481,3.770992366,0,0,445.940224
1.67607E+18,-0.966552734,-0.173095703,-0.115478516,-2.908396947,-1.694656489,3.969465649,0,0,549.410048
1.67607E+18,-1.408447266,-0.417236328,-0.084960938,-3.282442748,-1.045801527,4.664122137,0,0,549.430016
1.67607E+18,-1.484863281,-0.127929688,-0.092529297,-2.175572519,-0.229007634,5.984732824,0,0,549.430016
1.67607E+18,-1.4921875,-0.179443359,-0.029052734,-2.114503817,0.496183206,6.34351145,0,0,549.459968
1.67607E+18,-1.113769531,-0.176025391,-0.117431641,-1.908396947,0.854961832,6.41221374,0,0,549.470208
1.67607E+18,-0.876708984,-0.256835938,-0.122070313,-1.72519084,0.954198473,6.427480916,0,0,549.490176
1.67607E+18,-0.613769531,-0.384033203,-0.229492188,-2.244274809,0.282442748,6.297709924,0,0,549.50016
1.67607E+18,-0.518310547,-0.332275391,-0.248291016,-2.427480916,-0.694656489,5.832061069,0,0,549.530112
