%time,field.accel_x,field.accel_y,field.accel_z,field.gyro_x,field.gyro_y,field.gyro_z,field.state,field.swing_time,Time ms
1.67607E+18,-0.691894531,-0.638916016,-0.141357422,-3.816793893,-1.580152672,4.946564885,0,0,549.540096
1.67607E+18,-0.852294922,-0.819580078,-0.095458984,-6.083969466,-2.351145038,4.290076336,0,0,549.55008
1.67607E+18,-0.748291016,-0.865478516,-0.087646484,-5.916030534,-2.969465649,4.465648855,0,0,682.35008
1.67607E+18,-0.854492188,-0.544921875,-0.065917969,-8.610687023,-3.198473282,5.41221374,0,0,682.360064
1.67607E+18,-1.039794922,-0.345458984,-0.021728516,-8.832061069,-3,6.267175573,0,0,682.390016
1.67607E+18,-1.086914063,-0.037353516,-0.069824219,-8.34351145,-2.526717557,6.65648855,0,0,682.430208
1.67607E+18,-1.114501953,0.255859375,-0.135009766,-6.763358779,-2.007633588,6.465648855,0,0,682.430208
1.67607E+18,-1.03125,0.413818359,-0.170166016,-4.053435115,-1.465648855,5.893129771,0,0,682.440192
1.67607E+18,-1.038085938,0.342773438,-0.145019531,-1.549618321,-1.106870229,5.099236641,0,0,682.490112
1.67607E+18,-0.955322266,0.139892578,-0.127197266,0.419847328,-0.900763359,4.389312977,0,0,682.540032
1.67607E+18,-0.928710938,-0.160888672,-0.124511719,1.267175573,-0.847328244,4.083969466,0,0,682.550016
1.67607E+18,-0.931152344,-0.407226563,-0.093017578,1.038167939,-0.969465649,4.198473282,0,0,682.590208
1.67607E+18,-0.897705078,-0.415771484,-0.063232422,0.20610687,-1.267175573,4.473282443,0,0,682.590208
1.67607E+18,-0.911621094,-0.293701172,-0.069091797,-0.366412214,-1.564885496,4.72519084,0,0,682.630144
1.67607E+18,-0.928710938,-0.168457031,-0.032470703,-0.335877863,-1.694656489,4.923664122,0,0,682.67008
1.67607E+18,-0.985351563,-0.067138672,-0.029785156,-0.022900763,-1.473282443,4.778625954,0,0,682.72
1.67607E+18,-0.935791016,-0.123291016,-0.050048828,-0.045801527,-1.251908397,4.145038168,0,0,812.54016
1.67607E+18,-0.916259766,-0.157226563,-0.082763672,-0.045801527,-1.061068702,3.496183206,0,0,812.620032
1.67607E+18,-0.945068359,-0.158935547,-0.010498047,0.160305344,-0.900763359,3.267175573,0,0,812.630016
1.67607E+18,-0.979003906,-0.123291016,0.051025391,0.389312977,-0.709923664,3.282442748,0,0,812.649984
1.67607E+18,-0.963378906,-0.129882813,0.048583984,0.511450382,-0.595419847,3.290076336,0,0,812.660224
1.67607E+18,-0.944824219,-0.215576172,0.056152344,0.236641221,-0.595419847,3.27480916,0,0,812.660224
1.67607E+18,-0.956542969,-0.238525391,0.043212891,-0.229007634,-0.557251908,3.312977099,0,0,812.710144
1.67607E+18,-0.949707031,-0.202148438,0.029541016,-0.526717557,-0.473282443,3.259541985,0,0,812.720128
1.67607E+18,-0.966064453,-0.152832031,0.009521484,-0.610687023,-0.366412214,3.183206107,0,0,812.740096
1.67607E+18,-0.965576172,-0.140625,-0.008544922,-0.480916031,-0.221374046,3.076335878,0,0,812.819968
1.67607E+18,-0.950439453,-0.137451172,-0.03125,-0.396946565,-0.045801527,2.923664122,0,0,812.890112
1.67607E+18,-0.95703125,-0.152832031,-0.038085938,-0.351145038,0.106870229,2.778625954,0,0,812.91008
1.67607E+18,-0.960205078,-0.138183594,-0.043945313,-0.267175573,0.236641221,2.687022901,0,0,812.920064
1.67607E+18,-0.974609375,-0.115966797,-0.047363281,-0.022900763,0.381679389,2.786259542,0,0,944
1.67607E+18,-0.977539063,-0.157226563,-0.062011719,-0.122137405,0.465648855,2.854961832,0,0,944.019968
1.67607E+18,-0.978759766,-0.193847656,-0.093017578,-0.213740458,0.549618321,2.992366412,0,0,944.030208
1.67607E+18,-0.886230469,-0.248046875,-0.0625,-0.557251908,0.229007634,3.053435115,0,0,944.06016
1.67607E+18,-0.933349609,-0.209228516,-0.070800781,-0.824427481,0.099236641,3.061068702,0,0,944.070144
1.67607E+18,-0.953613281,-0.225097656,0.023193359,-0.694656489,0.122137405,3.259541985,0,0,944.080128
1.67607E+18,-0.948486328,-0.157958984,0.021728516,-0.580152672,0.183206107,3.328244275,0,0,944.100096
1.67607E+18,-0.955078125,-0.119628906,0.006591797,-0.106870229,0.290076336,3.328244275,0,0,944.11008
1.67607E+18,-0.945068359,-0.189697266,0.025634766,-0.122137405,0.419847328,3.381679389,0,0,944.180224
1.67607E+18,-0.956298828,-0.1484375,-0.005859375,0.030534351,0.595419847,3.496183206,0,0,944.190208
1.67607E+18,-0.947753906,-0.151855469,-0.014892578,0.022900763,0.72519084,3.564885496,0,0,944.200192
1.67607E+18,-0.958496094,-0.114990234,-0.018066406,0.076335878,0.816793893,3.618320611,0,0,944.200192
1.67607E+18,-0.949951172,-0.103759766,-0.052978516,0.160305344,0.86259542,3.572519084,0,0,944.230144
1.67607E+18,-0.957763672,-0.074707031,-0.075683594,0.267175573,0.969465649,3.473282443,0,0,1074.420224
1.67607E+18,-0.9453125,-0.062988281,-0.091796875,0.374045802,1.061068702,3.374045802,0,0,1074.440192
1.67607E+18,-0.9453125,-0.058105469,-0.107177734,0.427480916,1.091603053,3.27480916,0,0,1074.450176
1.67607E+18,-0.951416016,-0.061523438,-0.131103516,0.396946565,1.152671756,3.198473282,0,0,1074.490112
1.67607E+18,-0.95703125,-0.051513672,-0.113037109,0.290076336,1.198473282,3.083969466,0,0,1074.520064
1.67607E+18,-0.955810547,-0.029541016,-0.102783203,0.267175573,1.175572519,2.900763359,0,0,1074.610176
1.67607E+18,-0.952392578,-0.000244141,-0.081787109,0.282442748,1.175572519,2.671755725,0,0,1074.62016
1.67607E+18,-0.9609375,0.021484375,-0.092041016,0.236641221,1.152671756,2.358778626,0,0,1074.67008
1.67607E+18,-0.967773438,0.046386719,-0.083496094,0.198473282,1.13740458,2.030534351,0,0,1074.680064
1.67607E+18,-0.966308594,0.059814453,-0.083251953,0.106870229,1.160305344,1.65648855,0,0,1074.72
1.67607E+18,-0.968994141,0.05859375,-0.099853516,0.030534351,1.167938931,1.305343511,0,0,1074.729984
1.67607E+18,-0.984863281,-0.033203125,-0.0234375,-0.603053435,1.030534351,1.190839695,0,0,1074.760192
1.67607E+18,-0.968994141,-0.043212891,-0.115234375,-0.27480916,1.007633588,0.832061069,0,0,1074.820096
1.67607E+18,-0.970703125,-0.175048828,-0.241943359,-0.396946565,0.755725191,0.786259542,0,0,1208.64
1.67607E+18,-0.979248047,-0.208496094,-0.13671875,-0.564885496,0.877862595,1.358778626,0,0,1208.659968
1.67607E+18,-0.966796875,-0.238037109,-0.134033203,-0.641221374,0.832061069,1.908396947,0,0,1208.680192
1.67607E+18,-0.966308594,-0.323242188,-0.131835938,-0.648854962,0.755725191,2.610687023,0,0,1208.70016
1.67607E+18,-0.973388672,-0.364746094,-0.108886719,-0.572519084,0.801526718,3.458015267,0,0,1208.720128
1.67607E+18,-0.997314453,-0.366455078,-0.068603516,-0.351145038,0.900763359,4.259541985,0,0,1208.740096
1.67607E+18,-1.039306641,-0.364501953,-0.046142578,0.06870229,1,5.114503817,0,0,1208.740096
1.67607E+18,-1.027832031,-0.401123047,-0.009033203,0.374045802,1,3.977099237,0,0,1208.820224
1.67607E+18,-1.063720703,-0.416015625,0.005126953,0.671755725,0.977099237,6.65648855,0,0,1208.830208
1.67607E+18,-1.096923828,-0.428955078,0.010742188,0.816793893,1.061068702,7.320610687,0,0,1208.850176
1.67607E+18,-1.128417969,-0.401367188,-0.017578125,0.969465649,1.251908397,8,0,0,1208.890112
1.67607E+18,-1.177001953,-0.461425781,-0.053710938,0.816793893,1.595419847,8.503816794,0,0,1208.900096
1.67607E+18,-1.435058594,-0.428955078,-0.130371094,1,2.015267176,9.282442748,0,0,1208.940032
1.67607E+18,-1.228759766,-0.510742188,-0.178710938,1.236641221,2.091603053,9.984732824,0,0,1441.170176
1.67607E+18,-1.068847656,-0.365966797,-0.262451172,1.816793893,1.58778626,10.48854962,0,0,1441.190144
1.67607E+18,-1.112548828,-0.296630859,-0.303466797,2.694656489,0.977099237,10.92366412,0,0,1441.210112
1.67607E+18,-1.085449219,-0.303222656,-0.252197266,3.076335878,0.648854962,11.32824427,0,0,1441.240064
1.67607E+18,-1.078369141,-0.226318359,-0.300292969,3.633587786,0.648854962,11.60305344,0,0,1441.240064
1.67607E+18,-1.017089844,-0.201904297,-0.315917969,3.86259542,0.557251908,12.06870229,0,0,1441.270016
1.67607E+18,-0.980957031,-0.127929688,-0.324462891,3.938931298,0.450381679,12.42748092,0,0,1441.28
1.67607E+18,-0.949462891,-0.053222656,-0.289550781,3.86259542,0.221374046,12.78625954,0,0,1441.34016
1.67607E+18,-0.937255859,0.091064453,-0.274169922,3.885496183,0.030534351,13.1221374,0,0,1441.370112
1.67607E+18,-0.943847656,0.199462891,-0.219726563,4.030534351,-0.053435115,13.3129771,0,0,1441.420032
1.67607E+18,-0.990722656,0.162841797,-0.142578125,3.65648855,-0.061068702,13.45038168,0,0,1441.420032
1.67607E+18,-1.012939453,0.135986328,-0.153564453,3.129770992,-0.015267176,13.51908397,0,0,1441.460224
1.67607E+18,-0.990234375,0.183837891,-0.141601563,2.702290076,0.030534351,13.53435115,0,0,1441.460224
1.67607E+18,-0.974853516,0.197265625,-0.144775391,2.320610687,0.007633588,13.50381679,0,0,1441.510144
1.67607E+18,-0.956054688,0.259521484,-0.148681641,2.221374046,0.076335878,13.28244275,0,0,1441.520128
1.67607E+18,-0.948730469,0.281494141,-0.1484375,2.34351145,0.267175573,12.82442748,0,0,1441.530112
1.67607E+18,-0.953857422,0.322753906,-0.137939453,2.709923664,0.557251908,12.22900763,0,0,1441.55008
1.67607E+18,-0.958007813,0.353759766,-0.114746094,3.160305344,0.900763359,11.35114504,0,0,1441.6
1.67607E+18,-0.993408203,0.274169922,-0.116699219,3.488549618,1.435114504,10.24427481,0,0,1441.619968
1.67607E+18,-1.058105469,0.226074219,-0.151611328,4.106870229,2.053435115,9,0,0,1441.66016
1.67607E+18,-0.992431641,0.217041016,-0.084228516,4.305343511,2.396946565,7.511450382,0,0,1441.670144
1.67607E+18,-0.931884766,0.167236328,-0.033935547,4.145038168,2.496183206,6.030534351,0,0,1696.019968
1.67607E+18,-0.857421875,0.161376953,-0.087158203,4.06870229,2.404580153,4.854961832,0,0,1696.040192
1.67607E+18,-0.822021484,0.466308594,-0.0859375,3.938931298,2.091603053,3.778625954,0,0,1696.080128
1.67607E+18,-0.794189453,0.08984375,-0.084228516,4.251908397,1.916030534,3.007633588,0,0,1696.080128
1.67607E+18,-0.670166016,0.410644531,-0.080810547,4.984732824,1.839694656,1.969465649,0,0,1696.140032
1.67607E+18,-0.821044922,0.422607422,-0.068847656,5.786259542,2.381679389,0.358778626,0,0,1696.200192
1.67607E+18,-1.052246094,0.502197266,-0.155029297,6.847328244,2.938931298,-1.022900763,0,0,1696.200192
1.67607E+18,-0.861816406,0.071044922,-0.034667969,6.122137405,2.79389313,-3.053435115,0,0,1696.210176
1.67607E+18,-0.756591797,0.062744141,-0.241699219,6.183206107,2.763358779,-4.541984733,0,0,1696.210176
1.67607E+18,-0.675537109,0.039794922,-0.134521484,6,2.595419847,-3.946564885,0,0,1696.22016
1.67607E+18,-0.553955078,0.032714844,-0.217529297,5.755725191,1.992366412,-6.748091603,0,0,1696.22016
1.67607E+18,-0.510253906,0.166503906,-0.234130859,6.106870229,1.251908397,-7.625954198,0,0,1745.320192
1.67607E+18,-0.527587891,0.066894531,-0.166748047,5.625954198,0.374045802,-8.809160305,0,0,1745.39008
1.67607E+18,-0.566162109,0.052490234,-0.218017578,5.167938931,-0.580152672,-9.786259542,0,0,1745.400064
1.67607E+18,-0.576660156,0.118652344,-0.184326172,4.786259542,-1.564885496,-10.69465649,0,0,1745.410048
1.67607E+18,-0.622802734,-0.027587891,-0.142578125,3.748091603,-2.389312977,-11.9389313,0,0,1745.420032
1.67607E+18,-0.652587891,-0.023925781,-0.157226563,2.72519084,-3.076335878,-12.77862595,0,0,1745.420032
1.67607E+18,-0.666015625,0.002441406,-0.151367188,3.893129771,-3.770992366,-13.60305344,0,0,1745.430016
1.67607E+18,-0.689453125,-0.026123047,-0.134765625,1.20610687,-4.34351145,-14.57251908,0,0,1745.480192
1.67607E+18,-0.734619141,0.004638672,-0.145751953,0.557251908,-4.740458015,-15.35877863,0,0,1745.530112
1.67607E+18,-0.767089844,-0.010009766,-0.139892578,-0.053435115,-5.198473282,-16.16793893,0,0,1745.540096
1.67607E+18,-0.776123047,-0.002929688,-0.147460938,-0.442748092,-5.72519084,-16.83206107,0,0,1745.55008
1.67607E+18,-0.806640625,0.025634766,-0.132324219,-0.679389313,-6.045801527,-17.41221374,0,0,1745.55008
1.67607E+18,-0.839355469,-0.020263672,-0.125244141,-0.984732824,-6.305343511,-17.96183206,0,0,1745.580032
1.67607E+18,-0.852539063,-0.020263672,-0.116699219,-1.13740458,-6.503816794,-18.3740458,0,0,1745.590016
1.67607E+18,-0.868896484,-0.022216797,-0.114746094,-1.129770992,-6.694656489,-18.67938931,0,0,1745.630208
1.67607E+18,-0.887939453,-0.013183594,-0.132324219,-1.061068702,-6.778625954,-18.96183206,0,0,1745.630208
1.67607E+18,-0.9140625,-0.005126953,-0.139648438,-0.824427481,-6.763358779,-19.21374046,0,0,1745.680128
1.67607E+18,-0.926269531,-0.001953125,-0.125,-0.465648855,-6.717557252,-19.36641221,0,0,1745.700096
1.67607E+18,-0.962402344,0.019287109,-0.138916016,0.038167939,-6.580152672,-19.53435115,0,0,1745.71008
1.67607E+18,-1.002441406,-0.002441406,-0.119628906,0.473282443,-6.358778626,-19.64885496,0,0,1745.720064
1.67607E+18,-1.047851563,-0.011962891,-0.127929688,1.007633588,-6.076335878,-19.67938931,0,0,1745.720064
1.67607E+18,-1.073730469,-0.019775391,-0.135498047,1.694656489,-5.687022901,-19.61068702,0,0,1751.070208
1.67607E+18,-1.095947266,-0.035888672,-0.162597656,2.396946565,-5.290076336,-19.42748092,0,0,1751.090176
1.67607E+18,-1.086669922,-0.039306641,-0.180419922,3.190839695,-4.923664122,-19.17557252,0,0,1759.74016
1.67607E+18,-1.056396484,-0.068603516,-0.171386719,3.93129771,-4.65648855,-18.79389313,0,0,1848.310016
1.67607E+18,-1.048828125,-0.059814453,-0.194580078,4.748091603,-4.320610687,-18.38167939,0,0,1848.32
1.67607E+18,-1.026123047,-0.088378906,-0.194580078,5.366412214,-3.992366412,-17.85496183,0,0,1848.339968
1.67607E+18,-1.020019531,-0.118652344,-0.196777344,5.893129771,-3.694656489,-17.32061069,0,0,1848.400128
1.67607E+18,-1.00390625,-0.135986328,-0.198486328,6.267175573,-3.488549618,-16.75572519,0,0,1848.460032
1.67607E+18,-1.000488281,-0.160888672,-0.223632813,6.519083969,-3.267175573,-16.18320611,0,0,1848.470016
1.67607E+18,-1.004394531,-0.219726563,-0.206054688,6.496183206,-3.152671756,-15.49618321,0,0,1848.520192
1.67607E+18,-1.020019531,-0.250976563,-0.209228516,6.27480916,-3.091603053,-14.76335878,0,0,1848.570112
1.67607E+18,-1.049072266,-0.313964844,-0.212158203,5.885496183,-3.083969466,-13.8778626,0,0,2096.70016
1.67607E+18,-1.109375,-0.353027344,-0.202148438,5.282442748,-3.114503817,-12.86259542,0,0,2096.710144
1.67607E+18,-1.135742188,-0.431640625,-0.202392578,4.374045802,-3.129770992,-11.70992366,0,0,2096.740096
1.67607E+18,-1.135009766,-0.459472656,-0.174316406,3.312977099,-3.06870229,-10.44274809,0,0,2096.740096
1.67607E+18,-1.108886719,-0.474609375,-0.168457031,2.038167939,-2.946564885,-9.20610687,0,0,2096.760064
1.67607E+18,-1.02734375,-0.466796875,-0.169189453,0.511450382,-2.954198473,-8.045801527,0,0,2096.780032
1.67607E+18,-0.967285156,-0.465087891,-0.151123047,-0.664122137,-2.938931298,-6.786259542,0,0,2096.809984
1.67607E+18,-0.957275391,-0.417236328,-0.166259766,-1.702290076,-2.984732824,-5.572519084,0,0,2096.86016
1.67607E+18,-0.986083984,-0.426757813,-0.166015625,-2.740458015,-2.93129771,-4.442748092,0,0,2096.870144
1.67607E+18,-0.985839844,-0.382568359,-0.160644531,-3.534351145,-3.015267176,-3.27480916,0,0,2096.900096
1.67607E+18,-0.997070313,-0.320800781,-0.142333984,-4.213740458,-2.992366412,-2.251908397,0,0,2096.900096
1.67607E+18,-1.022949219,-0.385253906,-0.129882813,-4.977099237,-2.954198473,-1.358778626,0,0,2096.969984
1.67607E+18,-0.994873047,-0.415039063,-0.109619141,-5.954198473,-2.984732824,-0.496183206,0,0,2096.979968
1.67607E+18,-0.969482422,-0.416015625,-0.122314453,-6.86259542,-3.038167939,0.290076336,0,0,2096.990208
1.67607E+18,-0.934082031,-0.392578125,-0.119628906,-7.679389313,-3.13740458,1.053435115,0,0,2097.010176
1.67607E+18,-0.912109375,-0.37109375,-0.114746094,-8.465648855,-3.305343511,1.870229008,0,0,2097.030144
1.67607E+18,-0.885009766,-0.358886719,-0.122802734,-9.259541985,-3.473282443,2.488549618,0,0,2097.040128
1.67607E+18,-0.861816406,-0.327392578,-0.120117188,-10.00763359,-3.625954198,3.145038168,0,0,2097.060096
1.67607E+18,-0.837402344,-0.310058594,-0.107177734,-10.71755725,-3.778625954,3.839694656,0,0,2188.8
1.67607E+18,-0.822021484,-0.286865234,-0.108886719,-11.4351145,-3.809160305,4.473282443,0,0,2188.819968
1.67607E+18,-0.818115234,-0.225830078,-0.087402344,-11.90076336,-3.65648855,5.022900763,0,0,2188.840192
1.67607E+18,-1.33984375,-0.377441406,-0.086669922,-12.64885496,-2.648854962,6.06870229,0,0,2188.890112
1.67607E+18,-1.524658203,-0.220703125,-0.017822266,-12.67175573,-1.801526718,8.435114504,0,0,2188.890112
1.67607E+18,-1.727783203,0.086669922,-0.059814453,-13.55725191,-0.702290076,10.7480916,0,0,2188.950016
1.67607E+18,-1.611083984,0.620849609,-0.063232422,-7.923664122,0.259541985,12.46564885,0,0,2188.96
1.67607E+18,-0.929931641,0.642333984,0.231933594,-7.809160305,1.030534351,10.76335878,0,0,2189.010176
1.67607E+18,-0.279296875,0.154052734,0.139404297,-4.358778626,1.687022901,8.335877863,0,0,2189.02016
1.67607E+18,-1.328613281,-0.7421875,-0.0078125,-4.167938931,1.114503817,6.519083969,0,0,2189.060096
1.67607E+18,-0.695068359,-0.594238281,0.007080078,-1.816793893,-0.366412214,6.022900763,0,0,2189.07008
1.67607E+18,-0.973388672,-0.638427734,0.127929688,-0.114503817,-1.282442748,6.34351145,0,0,2189.12
1.67607E+18,-1.047363281,-0.485107422,0.062988281,1.038167939,-1.259541985,7.534351145,0,0,2189.129984
1.67607E+18,-1.026855469,-0.080566406,-0.070068359,2.679389313,-0.763358779,8.404580153,0,0,2189.139968
1.67607E+18,-1.053955078,0.081542969,-0.243164063,3.030534351,-0.259541985,8.450381679,0,0,2189.190144
1.67607E+18,-0.921875,0.002197266,-0.345703125,2.557251908,-0.20610687,8.175572519,0,0,2189.200128
1.67607E+18,-0.923339844,-0.116455078,-0.389160156,1.213740458,-0.297709924,8.122137405,0,0,2333.590016
1.67607E+18,-0.970947266,-0.165771484,-0.291259766,-0.503816794,-0.603053435,8.320610687,0,0,2333.6
1.67607E+18,-0.952148438,-0.070800781,-0.184570313,-1.801526718,-0.961832061,8.007633588,0,0,2333.609984
1.67607E+18,-0.930664063,0.011474609,-0.088134766,-2.320610687,-1.244274809,7.938931298,0,0,2333.620224
1.67607E+18,-0.926025391,0.050537109,0.086914063,-2.114503817,-1.58778626,7.41221374,0,0,2333.66016
1.67607E+18,-0.955322266,-0.041015625,0.100097656,-2.152671756,-1.534351145,6.72519084,0,0,2333.680128
1.67607E+18,-0.966064453,-0.186279297,0.165039063,-1.969465649,-1.106870229,6.106870229,0,0,2333.690112
1.67607E+18,-0.884765625,-0.164306641,0.180908203,-2.015267176,-1.007633588,5.465648855,0,0,2333.830144
1.67607E+18,-0.921875,-0.096435547,0.168212891,-1.534351145,-0.839694656,4.86259542,0,0,2333.850112
1.67607E+18,-0.949707031,-0.143798828,0.221923828,-1.022900763,-0.549618321,4.610687023,0,0,2333.860096
1.67607E+18,-0.946533203,-0.178955078,0.174316406,-0.977099237,-0.236641221,4.450381679,0,0,2333.880064
1.67607E+18,-0.963378906,-0.171386719,0.118408203,-0.72519084,-0.007633588,4.465648855,0,0,2333.880064
1.67607E+18,-0.951416016,-0.221923828,0.092773438,-0.86259542,0.053435115,4.526717557,0,0,2333.890048
1.67607E+18,-0.947509766,-0.228027344,-0.010009766,-0.938931298,0.160305344,4.595419847,0,0,2333.910016
1.67607E+18,-0.953125,-0.262695313,-0.049072266,-0.961832061,0.267175573,4.72519084,0,0,2451.2
1.67607E+18,-0.937744141,-0.249755859,-0.099609375,-0.984732824,0.335877863,4.93129771,0,0,2451.209984
1.67607E+18,-0.954345703,-0.212158203,-0.130371094,-0.732824427,0.458015267,5.145038168,0,0,2451.26016
1.67607E+18,-0.952880859,-0.237548828,-0.127197266,-0.519083969,0.534351145,5.351145038,0,0,2451.270144
1.67607E+18,-0.963623047,-0.203369141,-0.125244141,-0.290076336,0.641221374,5.511450382,0,0,2451.300096
1.67607E+18,-1.003417969,-0.161865234,-0.108398438,0.13740458,0.854961832,5.870229008,0,0,2451.340032
1.67607E+18,-0.946044922,-0.127441406,-0.00390625,0.213740458,0.572519084,5.641221374,0,0,2451.350016
1.67607E+18,-0.876708984,-0.141601563,-0.02734375,-0.061068702,0.259541985,5.076335878,0,0,2451.380224
1.67607E+18,-0.979003906,-0.148193359,0.106933594,0.549618321,0.351145038,5,0,0,2451.390208
1.67607E+18,-0.98046875,-0.067138672,0.134277344,0.366412214,0.41221374,4.984732824,0,0,2451.430144
1.67607E+18,-0.974853516,0.072753906,0.074462891,1.076335878,0.625954198,4.748091603,0,0,2451.440128
1.67607E+18,-0.91796875,-0.090576172,0.077880859,0.770992366,0.72519084,4.381679389,0,0,2451.500032
1.67607E+18,-0.964111328,-0.016357422,0.002441406,0.839694656,0.885496183,4.145038168,0,0,2451.510016
1.67607E+18,-0.930419922,0.022949219,-0.000488281,0.824427481,0.893129771,3.79389313,0,0,2720.339968
1.67607E+18,-0.96484375,0.063232422,-0.049316406,1.045801527,0.93129771,3.549618321,0,0,2720.360192
1.67607E+18,-0.955810547,0.000732422,-0.092529297,1.038167939,0.954198473,3.236641221,0,0,2720.360192
1.67607E+18,-0.951416016,-0.016357422,-0.137451172,0.854961832,0.916030534,3.061068702,0,0,2720.460032
1.67607E+18,-0.953857422,-0.029541016,-0.142333984,0.732824427,0.908396947,2.984732824,0,0,2720.470016
1.67607E+18,-0.959716797,-0.051025391,-0.140869141,0.564885496,0.86259542,2.908396947,0,0,2720.489984
1.67607E+18,-0.962402344,-0.053955078,-0.143554688,0.374045802,0.801526718,2.870229008,0,0,2720.489984
1.67607E+18,-0.963378906,-0.074707031,-0.119873047,0.358778626,0.748091603,2.847328244,0,0,2720.500224
1.67607E+18,-0.971923828,-0.092041016,-0.096923828,0.358778626,0.717557252,2.900763359,0,0,2720.500224
1.67607E+18,-0.965820313,-0.078857422,-0.086425781,0.442748092,0.687022901,2.923664122,0,0,2720.510208
1.67607E+18,-0.96875,-0.08984375,-0.051513672,0.511450382,0.633587786,2.938931298,0,0,2720.520192
1.67607E+18,-0.969482422,-0.084228516,-0.048339844,0.679389313,0.603053435,3.015267176,0,0,2720.570112
1.67607E+18,-0.954833984,-0.061035156,-0.060302734,0.885496183,0.603053435,3.099236641,0,0,2720.600064
1.67607E+18,-0.967285156,-0.069824219,-0.066650391,0.992366412,0.641221374,3.213740458,0,0,2720.610048
1.67607E+18,-0.958007813,-0.090576172,-0.0859375,0.977099237,0.709923664,3.450381679,0,0,2720.64
1.67607E+18,-0.957275391,-0.104980469,-0.125732422,0.72519084,0.763358779,3.717557252,0,0,2720.649984
1.67607E+18,-0.958984375,-0.130615234,-0.14453125,0.374045802,0.770992366,4.007633588,0,0,2720.659968
1.67607E+18,-0.961669922,-0.101806641,-0.15234375,0.022900763,0.824427481,4.358778626,0,0,2796.990208
1.67607E+18,-0.955322266,-0.086914063,-0.091552734,-0.190839695,0.893129771,4.557251908,0,0,2796.990208
1.67607E+18,-0.974121094,-0.077880859,-0.056152344,-0.259541985,1.007633588,4.786259542,0,0,2797.040128
1.67607E+18,-0.975830078,-0.046386719,0.015869141,-0.20610687,1.167938931,4.923664122,0,0,2797.050112
1.67607E+18,-0.986816406,-0.052978516,0.066894531,-0.129770992,1.335877863,5.053435115,0,0,2797.110016
1.67607E+18,-0.990478516,-0.074951172,0.112304688,-0.099236641,1.473282443,5.114503817,0,0,2797.129984
1.67607E+18,-1.023193359,-0.103271484,0.157714844,-0.114503817,1.709923664,5.312977099,0,0,2797.160192
1.67607E+18,-1.056152344,-0.125,0.141845703,-0.061068702,1.916030534,5.450381679,0,0,2797.160192
1.67607E+18,-1.085205078,-0.1875,0.124267578,-0.030534351,2.099236641,5.641221374,0,0,2797.210112
1.67607E+18,-1.104003906,-0.218017578,0.075439453,0.083969466,2.267175573,5.854961832,0,0,2797.23008
1.67607E+18,-1.156494141,-0.34375,-0.037597656,-0.221374046,2.595419847,6.381679389,0,0,2797.270016
1.67607E+18,-1.230957031,-0.286132813,-0.112304688,-1.916030534,2.816793893,6.824427481,0,0,2797.270016
1.67607E+18,-1.443359375,-0.191650391,-0.102050781,0.938931298,2.702290076,7.435114504,0,0,2797.320192
1.67607E+18,-1.093261719,-0.485107422,-0.171630859,0.86259542,2.641221374,8.160305344,0,0,2797.330176
1.67607E+18,-1.143310547,-0.425292969,-0.234375,1.519083969,2.259541985,8.839694656,0,0,2797.350144
1.67607E+18,-1.181640625,-0.344238281,-0.191162109,2.045801527,2.076335878,9.381679389,0,0,2797.380096
1.67607E+18,-1.143310547,-0.293457031,-0.231201172,2.511450382,2.053435115,9.984732824,0,0,2797.410048
1.67607E+18,-1.085693359,-0.260986328,-0.251953125,2.923664122,1.946564885,10.54961832,0,0,3027.52
1.67607E+18,-1.03515625,-0.180908203,-0.2734375,3.122137405,1.740458015,11.01526718,0,0,3027.529984
1.67607E+18,-1.014648438,-0.079833984,-0.250244141,3.152671756,1.450381679,11.50381679,0,0,3027.539968
1.67607E+18,-0.997070313,-0.025878906,-0.262451172,3.030534351,1.244274809,11.97709924,0,0,3027.550208
1.67607E+18,-0.958984375,0.013671875,-0.245361328,2.839694656,1.091603053,12.4351145,0,0,3027.63008
1.67607E+18,-0.946533203,0.023681641,-0.221435547,2.526717557,0.877862595,12.84732824,0,0,3027.640064
1.67607E+18,-0.975585938,0.0859375,-0.185058594,2.427480916,0.740458015,13.13740458,0,0,3027.700224
1.67607E+18,-1.049560547,0.129150391,-0.125244141,2.335877863,0.694656489,13.41221374,0,0,3027.710208
1.67607E+18,-1.086425781,0.124511719,-0.126708984,2.221374046,0.709923664,13.4351145,0,0,3027.720192
1.67607E+18,-1.014892578,0.146972656,-0.122802734,2.213740458,0.595419847,13.51908397,0,0,3027.730176
1.67607E+18,-1.010986328,0.181884766,-0.104980469,2.450381679,0.480916031,13.61832061,0,0,3027.780096
1.67607E+18,-0.990722656,0.259033203,-0.104248047,2.900763359,0.404580153,13.6259542,0,0,3027.79008
1.67607E+18,-0.979003906,0.284423828,-0.082763672,3.648854962,0.374045802,13.48091603,0,0,3027.820032
1.67607E+18,-0.949462891,0.340332031,-0.091308594,4.27480916,0.312977099,13.20610687,0,0,3027.820032
1.67607E+18,-0.909667969,0.26171875,-0.2265625,5.625954198,-0.015267176,12.50381679,0,0,3027.830016
1.67607E+18,-0.925537109,0.472900391,-0.109130859,6.526717557,0.091603053,12.32061069,0,0,3027.910144
