%time,field.layout.data_offset,field.data0,field.data1,field.data2,field.data3,field.data4,field.data5,field.data6,field.data7,field.data8,field.data9
1689262917253446400,0,62917.25390625,1.4537224769592285,-0.4088665843009949,1.0607101917266846,0.44348394870758057,-0.2876969873905182,-0.08985921740531921,0.9219435453414917,-0.1434173583984375,0.24250270426273346
1689262917282954200,0,62917.28125,1.4651546478271484,-0.4186301529407501,1.0577415227890015,0.42733320593833923,-0.29852110147476196,-0.08104182034730911,-0.03629784286022186,-0.4442673623561859,0.22167664766311646
1689262917314865800,0,62917.3125,1.4805415868759155,-0.4318966865539551,1.0545883178710938,0.42806974053382874,-0.3395546078681946,-0.051284309476614,0.1673646867275238,-0.28638985753059387,1.6893582344055176
1689262917346803500,0,62917.34765625,1.4909539222717285,-0.4449477195739746,1.0532565116882324,0.36694157123565674,-0.37611111998558044,0.04441297799348831,-1.804092526435852,2.2797794342041016,4.460546016693115
1689262917375934800,0,62917.375,1.501139760017395,-0.45511773228645325,1.0568145513534546,0.32257962226867676,-0.29822754859924316,0.17844969034194946,-1.34358549118042,-0.05870537832379341,2.9403553009033203
1689262917407501700,0,62917.40625,1.5120209455490112,-0.46253836154937744,1.0625823736190796,0.3350239396095276,-0.2561911344528198,0.1993289589881897,-1.2367652654647827,-0.295758992433548,-0.16492830216884613
1689262917438575300,0,62917.4375,1.5243905782699585,-0.47192201018333435,1.0673249959945679,0.37313753366470337,-0.3161330819129944,0.14170169830322266,-0.5202938318252563,0.22796684503555298,-1.453573226928711
1689262917469259900,0,62917.46875,1.5354140996932983,-0.4811546504497528,1.0693070888519287,0.33688443899154663,-0.3342793881893158,0.06962690502405167,-1.1823283433914185,0.4521653950214386,-1.909072995185852
1689262917499401800,0,62917.5,1.5420708656311035,-0.486304372549057,1.0696855783462524,0.2875376343727112,-0.31948500871658325,0.02510906755924225,-1.6294002532958984,0.6063639521598816,-1.9123479127883911
1689262917528542600,0,62917.52734375,1.563248634338379,-0.498479962348938,1.0704036951065063,0.3236856758594513,-0.3088512718677521,-0.01885661669075489,-1.5114572048187256,0.07600592076778412,-1.1292636394500732
1689262917559261300,0,62917.55859375,1.5756206512451172,-0.50713711977005,1.0715892314910889,0.30918410420417786,-0.2723267078399658,-0.005915362387895584,-1.2558939456939697,0.3713202476501465,-0.27310600876808167
1689262917591575200,0,62917.58984375,1.5841517448425293,-0.5157304406166077,1.0733469724655151,0.27783137559890747,-0.2590824067592621,0.014523088000714779,-0.8795294761657715,0.14168500900268555,-0.01666831225156784
1689262917620456400,0,62917.62109375,1.5902974605560303,-0.5249238014221191,1.0755497217178345,0.2531029284000397,-0.26103994250297546,0.014717490412294865,-0.7679378390312195,-0.2909403145313263,-0.3327905833721161
1689262917657322000,0,62917.65625,1.594910979270935,-0.5338202714920044,1.076683759689331,0.192396342754364,-0.29452866315841675,0.004071992356330156,-1.0193555355072021,-0.11754460632801056,-0.4970954358577728
1689262917682607300,0,62917.68359375,1.5980242490768433,-0.5430259108543396,1.0774085521697998,0.11198000609874725,-0.30986103415489197,0.001076559186913073,-1.065232276916504,-0.16422641277313232,-0.4403764307498932
1689262917713843600,0,62917.71484375,1.5994936227798462,-0.5550807118415833,1.0777466297149658,0.01872330904006958,-0.30974438786506653,-0.004774069879204035,-1.1260510683059692,-0.32508471608161926,-0.5474839806556702
1689262917745192000,0,62917.7421875,1.5991452932357788,-0.5642082095146179,1.0772887468338013,-0.017419086769223213,-0.3156079947948456,-0.023231014609336853,-0.9324777126312256,-0.40729257464408875,-0.599561870098114
1689262917775214200,0,62917.7734375,1.5990229845046997,-0.5731233954429626,1.0764169692993164,-0.02566954307258129,-0.3121148645877838,-0.042897701263427734,-0.8151412606239319,-0.4832584857940674,-0.7281017303466797
1689262917804528500,0,62917.8046875,1.5994914770126343,-0.5819702744483948,1.0754114389419556,-0.027345607057213783,-0.3136734366416931,-0.04690396413207054,-0.8068844676017761,-0.6480639576911926,-0.04309527203440666
1689262917834489600,0,62917.8359375,1.597869873046875,-0.591623842716217,1.074607253074646,-0.07826090604066849,-0.33982861042022705,-0.038680464029312134,-1.1295790672302246,-0.476910799741745,0.2558536231517792
1689262917865629700,0,62917.86328125,1.594695806503296,-0.6022266149520874,1.0738755464553833,-0.1290883719921112,-0.35868483781814575,-0.021347107365727425,-1.3064377307891846,-0.459084153175354,0.5039075016975403
1689262917894982000,0,62917.89453125,1.5901769399642944,-0.6136509776115417,1.0725098848342896,-0.16515642404556274,-0.38364318013191223,-0.030324049293994904,-1.5240617990493774,-0.2931941747665405,-0.14650091528892517
