%time,field.layout.data_offset,field.data0,field.data1,field.data2,field.data3,field.data4,field.data5,field.data6,field.data7,field.data8,field.data9,field.data10,field.data11,field.data12,field.data13,field.data14,field.data15,field.data16,field.data17,field.data18,field.data19,field.data20,field.data21,field.data22,field.data23,field.data24,field.data25,field.data26,field.data27,field.data28,field.data29,field.data30,field.data31,field.data32,field.data33,field.data34,field.data35,field.data36,field.data37,field.data38,field.data39,field.data40,field.data41,field.data42,field.data43,field.data44,field.data45,field.data46,field.data47,field.data48,field.data49,field.data50
1689262915694619700,0,62915.6953125,259.0,4097.0,-2.8388566970825195,3.4937753677368164,4.682772159576416,4098.0,4353.0,1.2142614126205444,4.096063613891602,1.4475842714309692,4354.0,4609.0,-0.8863036632537842,-5.511070251464844,6.894942283630371,4610.0,4865.0,7.156362201576482e-16,8.535462600417715e-16,2.460516097628067e-16,260.0,5121.0,3.103505849838257,-2.654181480407715,3.1733322143554688,5122.0,5377.0,-0.8240692615509033,-1.7336708307266235,-1.570998191833496,5378.0,5633.0,-0.8927910327911377,0.3828854262828827,1.6876742839813232,5634.0,5889.0,2.7919144030490823e-15,7.157117649086314e-16,8.975419454155479e-16,1280.0,1792.0,-6.355994946364381e-16,-1.4963313469280046e-15,2.3478378986932285e-15,1280.0,3328.0,89.99726867675781,-36.27956008911133,-36.27710723876953
1689262915724317700,0,62915.72265625,259.0,4097.0,-2.655127763748169,3.314554214477539,4.842779159545898,4098.0,4353.0,1.236520767211914,4.380813121795654,1.4915599822998047,4354.0,4609.0,-0.9085851907730103,-5.48885440826416,6.9161529541015625,4610.0,4865.0,2.297176858117949e-15,1.276594589146886e-15,-3.96748723716477e-16,260.0,5121.0,2.962301015853882,-2.5647780895233154,3.3390052318573,5122.0,5377.0,-0.8391501903533936,-1.4375410079956055,-1.4368518590927124,5378.0,5633.0,-0.741191029548645,-0.16623471677303314,1.9108500480651855,5634.0,5889.0,1.0803070782426657e-16,-9.247891953837058e-16,-2.2688396885049114e-16,1280.0,1792.0,-1.692258855594752e-15,1.0234709689585552e-15,-6.005171369666187e-16,1280.0,3328.0,89.99659729003906,-52.431671142578125,-52.42927169799805
1689262915756028500,0,62915.75390625,259.0,4097.0,-2.4690287113189697,3.1976165771484375,5.023687839508057,4098.0,4353.0,1.2179679870605469,4.668132781982422,1.5748251676559448,4354.0,4609.0,-0.9309024214744568,-5.466395854949951,6.947891712188721,4610.0,4865.0,2.6231780284177372e-15,3.4754542684342193e-16,-6.941837343398937e-16,260.0,5121.0,2.8267712593078613,-2.547008752822876,3.467283248901367,5122.0,5377.0,-0.8627526760101318,-1.2085596323013306,-1.3613512516021729,5378.0,5633.0,-0.588555097579956,-0.6338639259338379,2.090298652648926,5634.0,5889.0,2.2065057927626386e-15,-1.4503404225074115e-15,1.6258004652647224e-16,1280.0,1792.0,9.34172626373389e-16,1.4255846405442633e-16,-1.5969768605119446e-15,1280.0,3328.0,89.9959487915039,-64.19190216064453,-64.1893081665039
1689262915787009800,0,62915.78515625,259.0,4097.0,-2.2713077068328857,3.2270123958587646,5.223175525665283,4098.0,4353.0,1.1364986896514893,4.818887710571289,1.69192636013031,4354.0,4609.0,-0.9423641562461853,-5.4320478439331055,6.985570430755615,4610.0,4865.0,1.192806725279201e-15,1.50383923521423e-16,-2.656705868871108e-16,260.0,5121.0,2.689124822616577,-2.5272374153137207,3.5773673057556152,5122.0,5377.0,-0.872650682926178,-1.03908371925354,-1.3262823820114136,5378.0,5633.0,-0.4500840902328491,-1.0810810327529907,2.238429307937622,5634.0,5889.0,3.155433627198079e-15,1.5026159343499375e-16,7.33076046206463e-16,1280.0,1792.0,-1.880336698181057e-15,3.4001448337916355e-16,-2.637015529220998e-16,1280.0,3328.0,89.9962158203125,-70.48736572265625,-70.48463439941406
1689262915822415300,0,62915.8203125,259.0,4097.0,-2.067552328109741,3.344611167907715,5.47149658203125,4098.0,4353.0,0.9955735206604004,4.883891582489014,1.9085382223129272,4354.0,4609.0,-0.9382197260856628,-5.425442695617676,7.038334369659424,4610.0,4865.0,4.975328595361911e-16,6.944013159282197e-16,4.075888396172007e-16,260.0,5121.0,2.577024221420288,-2.517235279083252,3.7092020511627197,5122.0,5377.0,-0.8893210291862488,-0.8584473133087158,-1.24751877784729,5378.0,5633.0,-0.353861004114151,-1.5009186267852783,2.3977978229522705,5634.0,5889.0,-2.9159659780645004e-15,-2.4767312199142706e-16,-2.401483724555955e-16,1280.0,1792.0,-1.9543792362323445e-15,1.7095029376234123e-16,1.6931967328255994e-15,1280.0,3328.0,89.99677276611328,-78.50624084472656,-78.50384521484375
1689262915848868700,0,62915.84765625,259.0,4097.0,-1.8799279928207397,3.5349042415618896,5.797931671142578,4098.0,4353.0,0.7710070610046387,4.8564300537109375,2.2833800315856934,4354.0,4609.0,-0.9008760452270508,-5.425416946411133,7.102697372436523,4610.0,4865.0,-2.2560872898466427e-15,9.3904846565514e-16,1.8727240689769478e-16,260.0,5121.0,2.508033275604248,-2.575977325439453,3.8928756713867188,5122.0,5377.0,-0.9014992117881775,-0.710966944694519,-1.04318106174469,5378.0,5633.0,-0.33911949396133423,-1.768829107284546,2.5745275020599365,5634.0,5889.0,-2.6506265545899865e-15,-1.318031335047448e-15,-4.258555286412133e-16,1280.0,1792.0,3.007474970762882e-15,-2.5984753713022496e-15,-3.384411461494183e-16,1280.0,3328.0,89.99676513671875,-96.8381576538086,-96.8358383178711
1689262915878588100,0,62915.87890625,259.0,4097.0,-1.780979871749878,3.701357126235962,6.248785018920898,4098.0,4353.0,0.4726977050304413,4.825216293334961,2.8577053546905518,4354.0,4609.0,-0.8383549451828003,-5.404950141906738,7.177755832672119,4610.0,4865.0,-2.7887421587824966e-16,8.305835674186218e-16,-7.461964277407545e-16,260.0,5121.0,2.533799171447754,-2.76139497756958,4.139057636260986,5122.0,5377.0,-0.8819488286972046,-0.6637424230575562,-0.7142600417137146,5378.0,5633.0,-0.4036492109298706,-1.809326410293579,2.7883079051971436,5634.0,5889.0,3.8213804065105074e-16,3.20419990800991e-16,1.8032271332371006e-16,1280.0,1792.0,1.018827004946115e-15,6.714722928647234e-16,-1.0948838932250916e-15,1280.0,3328.0,89.99557495117188,-116.82272338867188,-116.82019805908203
1689262915910335100,0,62915.91015625,259.0,4097.0,-1.697200059890747,3.8703999519348145,6.739301681518555,4098.0,4353.0,0.03722287341952324,4.8018479347229,3.578563690185547,4354.0,4609.0,-0.7602936029434204,-5.356387615203857,7.302260398864746,4610.0,4865.0,-1.851418146328848e-15,-1.143129195834802e-16,7.759725475124993e-16,260.0,5121.0,2.6207520961761475,-2.9709386825561523,4.34348726272583,5122.0,5377.0,-0.8158038854598999,-0.3618784546852112,-0.4089459478855133,5378.0,5633.0,-0.40260744094848633,-2.1331002712249756,3.040630578994751,5634.0,5889.0,-2.8188199811021416e-15,1.0795996072083614e-15,-5.80449814715421e-16,1280.0,1792.0,-2.548580048511288e-15,-1.499069063292649e-15,5.247613159608318e-16,1280.0,3328.0,89.99417877197266,-124.01964569091797,-124.01734161376953
1689262915940663300,0,62915.94140625,259.0,4097.0,-1.5776749849319458,4.127136707305908,7.272848606109619,4098.0,4353.0,-0.5213527083396912,4.697506904602051,4.4105448722839355,4354.0,4609.0,-0.6857324838638306,-5.314585208892822,7.452145099639893,4610.0,4865.0,2.8466401429799986e-15,-1.3622173381365606e-15,-5.043581980856071e-16,260.0,5121.0,2.6834897994995117,-3.095416307449341,4.520895481109619,5122.0,5377.0,-0.6952850818634033,-0.08574895560741425,-0.10312680900096893,5378.0,5633.0,-0.18978877365589142,-2.503514289855957,3.4194178581237793,5634.0,5889.0,2.7558693394951492e-15,-9.291960960500331e-16,5.343613756267753e-16,1280.0,1792.0,6.378742016162895e-16,-5.898903145499254e-16,-2.1510337175435178e-17,1280.0,3328.0,89.99443054199219,-129.49411010742188,-129.49200439453125
1689262915969013800,0,62915.96875,259.0,4097.0,-1.458351492881775,4.4139404296875,7.850814342498779,4098.0,4353.0,-1.0972611904144287,4.551027297973633,5.304238796234131,4354.0,4609.0,-0.6420008540153503,-5.270511150360107,7.567438125610352,4610.0,4865.0,-2.8224717518959917e-15,8.603033065598151e-16,2.0140599865558004e-16,260.0,5121.0,2.736146926879883,-3.2132034301757812,4.701714992523193,5122.0,5377.0,-0.5521004796028137,0.5138436555862427,0.24474196135997772,5378.0,5633.0,0.25656643509864807,-3.2082667350769043,3.9518332481384277,5634.0,5889.0,1.8738386849261957e-15,-2.353188817579271e-16,7.757266432599995e-16,1280.0,1792.0,-1.9865961343811618e-15,4.3061204215651984e-16,1.8625049605754595e-15,1280.0,3328.0,89.99459075927734,-130.71607971191406,-130.71401977539062
