%time,field.mx,field.my,field.fz,Time (ms)
1.67608E+18,13,-37,-72.52,7553.270016
1.67608E+18,41,-55,-23.52,7599.510016
1.67608E+18,66,-21,37.24,7599.529984
1.67608E+18,109,-23,109.76,7599.529984
1.67608E+18,142,-44,174.44,7599.590144
1.67608E+18,138,-55,217.56,7599.590144
1.67608E+18,115,-73,241.08,7599.660032
1.67608E+18,90,-97,250.88,7599.670016
1.67608E+18,68,-117,258.72,7599.689984
1.67608E+18,62,-119,268.52,7658.000128
1.67608E+18,76,-117,282.24,7658.010112
1.67608E+18,110,-114,307.72,7658.050048
1.67608E+18,154,-110,339.08,7658.060032
1.67608E+18,196,-109,366.52,7658.109952
1.67608E+18,232,-100,392,7708.940032
1.67608E+18,264,-81,403.76,7708.950016
1.67608E+18,292,-61,419.44,7708.969984
1.67608E+18,311,-48,439.04,7708.969984
1.67608E+18,328,-36,452.76,7756.70016
1.67608E+18,344,-22,472.36,7756.710144
1.67608E+18,353,-9,486.08,7756.710144
1.67608E+18,358,5,499.8,7756.720128
1.67608E+18,358,17,511.56,7756.730112
1.67608E+18,351,33,523.32,7803.239936
1.67608E+18,339,50,531.16,7803.270144
1.67608E+18,330,68,535.08,7803.270144
1.67608E+18,325,84,544.88,7803.290112
1.67608E+18,324,96,556.64,7803.290112
1.67608E+18,329,105,562.52,7803.330048
1.67608E+18,340,114,574.28,7850.419968
1.67608E+18,347,124,578.2,7850.439936
1.67608E+18,356,134,580.16,7850.480128
1.67608E+18,361,138,580.16,7850.490112
1.67608E+18,367,144,576.24,7850.51008
1.67608E+18,368,147,574.28,7910.480128
1.67608E+18,367,154,566.44,7910.530048
1.67608E+18,365,157,562.52,7910.56
1.67608E+18,356,159,556.64,7910.569984
1.67608E+18,348,163,552.72,7956.59008
1.67608E+18,339,169,548.8,7956.600064
1.67608E+18,328,175,544.88,7956.610048
1.67608E+18,318,183,540.96,7956.659968
1.67608E+18,309,190,540.96,7956.68992
1.67608E+18,300,199,537.04,8008.120064
1.67608E+18,293,209,537.04,8008.130048
1.67608E+18,286,219,537.04,8008.150016
1.67608E+18,280,228,537.04,8008.16
1.67608E+18,276,236,537.04,8066.92992
1.67608E+18,275,244,537.04,8066.960128
1.67608E+18,274,251,535.08,8066.970112
1.67608E+18,270,257,525.28,8067.010048
1.67608E+18,262,259,509.6,8067.020032
1.67608E+18,251,257,486.08,8115.590144
1.67608E+18,239,253,456.68,8115.600128
1.67608E+18,224,248,427.28,8115.63008
1.67608E+18,210,242,395.92,8115.63008
1.67608E+18,202,238,370.44,8115.670016
1.67608E+18,198,231,350.84,8164.43008
1.67608E+18,193,225,329.28,8164.450048
1.67608E+18,188,218,305.76,8164.460032
1.67608E+18,179,211,282.24,8164.470016
1.67608E+18,167,203,262.64,8164.509952
1.67608E+18,155,196,239.12,8229.71008
1.67608E+18,145,191,217.56,8229.730048
1.67608E+18,137,186,201.88,8229.76
1.67608E+18,131,181,190.12,8229.779968
1.67608E+18,123,177,174.44,8229.789952
1.67608E+18,118,175,164.64,8229.830144
1.67608E+18,115,175,156.8,8286.03008
1.67608E+18,111,172,148.96,8286.040064
1.67608E+18,110,172,141.12,8286.089984
1.67608E+18,108,171,135.24,8286.099968
1.67608E+18,107,170,129.36,8286.24
1.67608E+18,107,169,123.48,8286.249984
1.67608E+18,107,168,117.6,8286.249984
1.67608E+18,106,166,111.72,8286.269952
1.67608E+18,104,163,109.76,8286.310144
1.67608E+18,102,162,101.92,8335.709952
1.67608E+18,100,161,99.96,8398.370048
1.67608E+18,97,160,96.04,8398.390016
1.67608E+18,94,158,92.12,8398.4
1.67608E+18,92,157,99.96,8398.409984
1.67608E+18,91,158,107.8,8398.439936
1.67608E+18,91,160,107.8,8398.439936
1.67608E+18,92,162,111.72,8398.470144
1.67608E+18,95,164,115.64,8398.530048
1.67608E+18,97,168,117.6,8398.540032
