%time,field.mode,field.duration,field.motor1_move,field.motor2_move,field.motor1_torque,field.motor2_torque,field.PF_cmd,field.EV_cmd,field.PF_curr,field.EV_curr,field.CPU0,field.CPU1,field.CPU2,field.CPU3,field.t,field.valid
1683919230691106400,0,0,-284,-284,1500,1500,-10.0,1.2372351915494652e-15,0.0,0.0,11.100000381469727,66.69999694824219,30.0,0.0,19230.98046875,1.0
1683919230691161100,0,0,-284,-284,1500,1500,-10.0,1.2372351915494652e-15,0.0,0.0,11.100000381469727,66.69999694824219,30.0,0.0,19230.98828125,1.0
1683919230691195600,0,0,-284,-284,1500,1500,-10.0,1.2372351915494652e-15,0.0,0.0,11.100000381469727,66.69999694824219,30.0,0.0,19230.998046875,1.0
1683919230691329100,0,0,-284,-284,1500,1500,-10.0,1.2372351915494652e-15,0.0,0.0,20.0,76.9000015258789,44.400001525878906,0.0,19231.009765625,1.0
1683919230691345100,0,0,-284,-284,1500,1500,-10.0,1.2372351915494652e-15,0.0,0.0,20.0,76.9000015258789,44.400001525878906,0.0,19231.01953125,1.0
1683919230691350600,0,0,-284,-284,1500,1500,-10.0,1.2372351915494652e-15,0.0,0.0,20.0,76.9000015258789,44.400001525878906,0.0,19231.029296875,1.0
1683919230691416000,0,0,-284,-284,1500,1500,-10.0,1.2372351915494652e-15,0.0,0.0,20.0,76.9000015258789,44.400001525878906,0.0,19231.0390625,1.0
1683919230691422600,0,0,-284,-284,1500,1500,-10.0,1.2372351915494652e-15,0.0,0.0,20.0,76.9000015258789,44.400001525878906,0.0,19231.048828125,1.0
1683919230691499000,0,0,-284,-284,1500,1500,-10.0,1.2372351915494652e-15,0.0,0.0,20.0,76.9000015258789,44.400001525878906,0.0,19231.05859375,1.0
1683919230691524100,0,0,-284,-284,1500,1500,-10.0,1.2372351915494652e-15,0.0,0.0,20.0,76.9000015258789,44.400001525878906,0.0,19231.068359375,1.0
1683919230691603000,0,0,-284,-284,1500,1500,-10.0,1.2372351915494652e-15,0.0,0.0,20.0,76.9000015258789,44.400001525878906,0.0,19231.078125,1.0
1683919230691619800,0,0,-284,-284,1500,1500,-10.0,1.2372351915494652e-15,0.0,0.0,20.0,76.9000015258789,44.400001525878906,0.0,19231.08984375,1.0
1683919230750844600,0,0,-284,-284,1500,1500,-10.0,1.2372351915494652e-15,0.0,0.0,20.0,76.9000015258789,44.400001525878906,0.0,19231.099609375,1.0
1683919230750870600,0,0,-284,-284,1500,1500,-10.0,1.2372351915494652e-15,0.0,0.0,11.100000381469727,76.9000015258789,22.200000762939453,0.0,19231.109375,1.0
1683919230750923200,0,0,-284,-284,1500,1500,-10.0,1.2372351915494652e-15,0.0,0.0,11.100000381469727,76.9000015258789,22.200000762939453,0.0,19231.119140625,1.0
1683919230750929500,0,0,-284,-284,1500,1500,-10.0,1.2372351915494652e-15,0.0,0.0,11.100000381469727,76.9000015258789,22.200000762939453,0.0,19231.12890625,1.0
1683919230751016500,0,0,-284,-284,1500,1500,-10.0,1.2372351915494652e-15,0.0,0.0,11.100000381469727,76.9000015258789,22.200000762939453,0.0,19231.138671875,1.0
1683919230751028700,0,0,-284,-284,1500,1500,-10.0,1.2372351915494652e-15,0.0,0.0,11.100000381469727,76.9000015258789,22.200000762939453,0.0,19231.1484375,1.0
1683919230751090900,0,0,-284,-284,1500,1500,-10.0,1.2372351915494652e-15,0.0,0.0,11.100000381469727,76.9000015258789,22.200000762939453,0.0,19231.158203125,1.0
1683919230751148200,0,0,-284,-284,1500,1500,-10.0,1.2372351915494652e-15,0.0,0.0,11.100000381469727,76.9000015258789,22.200000762939453,0.0,19231.169921875,1.0
1683919230751160900,0,0,-284,-284,1500,1500,-10.0,1.2372351915494652e-15,0.0,0.0,11.100000381469727,76.9000015258789,22.200000762939453,0.0,19231.1796875,1.0
1683919230808254300,0,0,-284,-284,1500,1500,-10.0,1.2372351915494652e-15,0.0,0.0,11.100000381469727,76.9000015258789,22.200000762939453,0.0,19231.189453125,1.0
1683919230808267000,0,0,-284,-284,1500,1500,-10.0,1.2372351915494652e-15,0.0,0.0,11.100000381469727,76.9000015258789,22.200000762939453,0.0,19231.19921875,1.0
1683919230808270800,0,0,-284,-284,1500,1500,-10.0,1.2372351915494652e-15,0.0,0.0,0.0,66.69999694824219,22.200000762939453,0.0,19231.2109375,1.0
1683919230808275400,0,0,-284,-284,1500,1500,-10.0,1.2372351915494652e-15,0.0,0.0,0.0,66.69999694824219,22.200000762939453,0.0,19231.21875,1.0
1683919230808352600,0,0,-284,-284,1500,1500,-10.0,1.2372351915494652e-15,0.0,0.0,0.0,66.69999694824219,22.200000762939453,0.0,19231.23046875,1.0
1683919230808444700,0,0,-284,-284,1500,1500,-10.0,1.2372351915494652e-15,0.0,0.0,0.0,66.69999694824219,22.200000762939453,0.0,19231.23828125,1.0
1683919230854916800,0,0,-284,-284,1500,1500,-10.0,1.2372351915494652e-15,0.0,0.0,0.0,66.69999694824219,22.200000762939453,0.0,19231.25,1.0
1683919230854931800,0,0,-284,-284,1500,1500,-10.0,1.2372351915494652e-15,0.0,0.0,0.0,66.69999694824219,22.200000762939453,0.0,19231.259765625,1.0
1683919230854935800,0,0,-284,-284,1500,1500,-10.0,1.2372351915494652e-15,0.0,0.0,0.0,66.69999694824219,22.200000762939453,0.0,19231.271484375,1.0
1683919230855005500,0,0,-284,-284,1500,1500,-10.0,1.2372351915494652e-15,0.0,0.0,0.0,66.69999694824219,22.200000762939453,0.0,19231.279296875,1.0
1683919230919378900,0,0,-284,-284,1500,1500,-10.0,1.2372351915494652e-15,0.0,0.0,0.0,66.69999694824219,22.200000762939453,0.0,19231.2890625,1.0
1683919230919391900,0,0,-284,-284,1500,1500,-10.0,1.2372351915494652e-15,0.0,0.0,0.0,66.69999694824219,22.200000762939453,0.0,19231.298828125,1.0
1683919230919458800,0,0,-284,-284,1500,1500,-10.0,1.2372351915494652e-15,0.0,0.0,0.0,66.69999694824219,22.200000762939453,0.0,19231.30859375,1.0
1683919230919464800,0,0,-284,-284,1500,1500,-10.0,1.2372351915494652e-15,0.0,0.0,20.0,71.4000015258789,22.200000762939453,0.0,19231.318359375,1.0
1683919230919527600,0,0,-284,-284,1500,1500,-10.0,1.2372351915494652e-15,0.0,0.0,20.0,71.4000015258789,22.200000762939453,0.0,19231.328125,1.0
1683919230919589300,0,0,-284,-284,1500,1500,-10.0,1.2372351915494652e-15,0.0,0.0,20.0,71.4000015258789,22.200000762939453,0.0,19231.33984375,1.0
1683919230983071200,0,0,-284,-284,1500,1500,-10.0,1.2372351915494652e-15,0.0,0.0,20.0,71.4000015258789,22.200000762939453,0.0,19231.349609375,1.0
1683919230983087500,0,0,-284,-284,1500,1500,-10.0,1.2372351915494652e-15,0.0,0.0,20.0,71.4000015258789,22.200000762939453,0.0,19231.359375,1.0
1683919230983152200,0,0,-284,-284,1500,1500,-10.0,1.2372351915494652e-15,0.0,0.0,20.0,71.4000015258789,22.200000762939453,0.0,19231.369140625,1.0
1683919230983158900,0,0,-284,-284,1500,1500,-10.0,1.2372351915494652e-15,0.0,0.0,20.0,71.4000015258789,22.200000762939453,0.0,19231.37890625,1.0
1683919230983259100,0,0,-284,-284,1500,1500,-10.0,1.2372351915494652e-15,0.0,0.0,20.0,71.4000015258789,22.200000762939453,0.0,19231.388671875,1.0
1683919230983361700,0,0,-284,-284,1500,1500,-10.0,1.2372351915494652e-15,0.0,0.0,20.0,71.4000015258789,22.200000762939453,0.0,19231.3984375,1.0
1683919230983377000,0,0,-284,-284,1500,1500,-10.0,1.2372351915494652e-15,0.0,0.0,20.0,71.4000015258789,22.200000762939453,0.0,19231.408203125,1.0
1683919231037744600,0,0,-284,-284,1500,1500,-10.0,1.2372351915494652e-15,0.0,0.0,22.200000762939453,71.4000015258789,30.0,10.0,19231.419921875,1.0
1683919231037769000,0,0,-284,-284,1500,1500,-10.0,1.2372351915494652e-15,0.0,0.0,22.200000762939453,71.4000015258789,30.0,10.0,19231.4296875,1.0
1683919231037782900,0,0,-284,-284,1500,1500,-10.0,1.2372351915494652e-15,0.0,0.0,22.200000762939453,71.4000015258789,30.0,10.0,19231.439453125,1.0
1683919231037839100,0,0,-284,-284,1500,1500,-10.0,1.2372351915494652e-15,0.0,0.0,22.200000762939453,71.4000015258789,30.0,10.0,19231.44921875,1.0
1683919231037847100,0,0,-284,-284,1500,1500,-10.0,1.2372351915494652e-15,0.0,0.0,22.200000762939453,71.4000015258789,30.0,10.0,19231.458984375,1.0
1683919231086934500,0,0,-284,-284,1500,1500,-10.0,1.2372351915494652e-15,0.0,0.0,22.200000762939453,71.4000015258789,30.0,10.0,19231.46875,1.0
1683919231086948300,0,0,-284,-284,1500,1500,-10.0,1.2372351915494652e-15,0.0,0.0,22.200000762939453,71.4000015258789,30.0,10.0,19231.478515625,1.0
1683919231087044900,0,0,-284,-284,1500,1500,-10.0,1.2372351915494652e-15,0.0,0.0,22.200000762939453,71.4000015258789,30.0,10.0,19231.48828125,1.0
1683919231087050100,0,0,-284,-284,1500,1500,-10.0,1.2372351915494652e-15,0.0,0.0,22.200000762939453,71.4000015258789,30.0,10.0,19231.498046875,1.0
1683919231087137200,0,0,-284,-284,1500,1500,-10.0,1.2372351915494652e-15,0.0,0.0,22.200000762939453,71.4000015258789,30.0,10.0,19231.509765625,1.0
1683919231144404600,0,0,-284,-284,1500,1500,-10.0,1.2372351915494652e-15,0.0,0.0,11.100000381469727,66.69999694824219,11.100000381469727,0.0,19231.521484375,1.0
1683919231144421300,0,0,-284,-284,1500,1500,-10.0,1.2372351915494652e-15,0.0,0.0,11.100000381469727,66.69999694824219,11.100000381469727,0.0,19231.529296875,1.0
1683919231144429800,0,0,-284,-284,1500,1500,-10.0,1.2372351915494652e-15,0.0,0.0,11.100000381469727,66.69999694824219,11.100000381469727,0.0,19231.5390625,1.0
1683919231144517500,0,0,-284,-284,1500,1500,-10.0,1.2372351915494652e-15,0.0,0.0,11.100000381469727,66.69999694824219,11.100000381469727,0.0,19231.548828125,1.0
1683919231144531000,0,0,-284,-284,1500,1500,-10.0,1.2372351915494652e-15,0.0,0.0,11.100000381469727,66.69999694824219,11.100000381469727,0.0,19231.55859375,1.0
1683919231144586800,0,0,-284,-284,1500,1500,-10.0,1.2372351915494652e-15,0.0,0.0,11.100000381469727,66.69999694824219,11.100000381469727,0.0,19231.568359375,1.0
1683919231249966100,0,0,-284,-284,1500,1500,-10.0,1.2372351915494652e-15,0.0,0.0,11.100000381469727,66.69999694824219,11.100000381469727,0.0,19231.578125,1.0
1683919231249999500,0,0,-284,-284,1500,1500,-10.0,1.2372351915494652e-15,0.0,0.0,11.100000381469727,66.69999694824219,11.100000381469727,0.0,19231.58984375,1.0
1683919231250075600,0,0,-284,-284,1500,1500,-10.0,1.2372351915494652e-15,0.0,0.0,11.100000381469727,66.69999694824219,11.100000381469727,0.0,19231.599609375,1.0
1683919231250104400,0,0,-284,-284,1500,1500,-10.0,1.2372351915494652e-15,0.0,0.0,11.100000381469727,66.69999694824219,11.100000381469727,0.0,19231.609375,1.0
1683919231250175200,0,0,-284,-284,1500,1500,-10.0,1.2372351915494652e-15,0.0,0.0,0.0,73.30000305175781,22.200000762939453,0.0,19231.619140625,1.0
1683919231250212300,0,0,-284,-284,1500,1500,-10.0,1.2372351915494652e-15,0.0,0.0,0.0,73.30000305175781,22.200000762939453,0.0,19231.62890625,1.0
1683919231250216700,0,0,-284,-284,1500,1500,-10.0,1.2372351915494652e-15,0.0,0.0,0.0,73.30000305175781,22.200000762939453,0.0,19231.638671875,1.0
1683919231250236500,0,0,-284,-284,1500,1500,-10.0,1.2372351915494652e-15,0.0,0.0,0.0,73.30000305175781,22.200000762939453,0.0,19231.6484375,1.0
1683919231250313100,0,0,-284,-284,1500,1500,-10.0,1.2372351915494652e-15,0.0,0.0,0.0,73.30000305175781,22.200000762939453,0.0,19231.658203125,1.0
1683919231337207000,0,0,-284,-284,1500,1500,-10.0,1.2372351915494652e-15,0.0,0.0,0.0,73.30000305175781,22.200000762939453,0.0,19231.66796875,1.0
1683919231337232700,0,0,-284,-284,1500,1500,-10.0,1.2372351915494652e-15,0.0,0.0,0.0,73.30000305175781,22.200000762939453,0.0,19231.6796875,1.0
1683919231337308400,0,0,-284,-284,1500,1500,-10.0,1.2372351915494652e-15,0.0,0.0,0.0,73.30000305175781,22.200000762939453,0.0,19231.689453125,1.0
1683919231337318100,0,0,-284,-284,1500,1500,-10.0,1.2372351915494652e-15,0.0,0.0,0.0,73.30000305175781,22.200000762939453,0.0,19231.69921875,1.0
1683919231337407900,0,0,-284,-284,1500,1500,-10.0,1.2372351915494652e-15,0.0,0.0,0.0,73.30000305175781,22.200000762939453,0.0,19231.7109375,1.0
1683919231337425100,0,0,-284,-284,1500,1500,-10.0,1.2372351915494652e-15,0.0,0.0,11.100000381469727,71.4000015258789,22.200000762939453,0.0,19231.71875,1.0
1683919231337480100,0,0,-284,-284,1500,1500,-10.0,1.2372351915494652e-15,0.0,0.0,11.100000381469727,71.4000015258789,22.200000762939453,0.0,19231.728515625,1.0
1683919231337517700,0,0,-284,-284,1500,1500,-10.0,1.2372351915494652e-15,0.0,0.0,11.100000381469727,71.4000015258789,22.200000762939453,0.0,19231.73828125,1.0
1683919231407394900,0,0,-284,-284,1500,1500,-10.0,1.2372351915494652e-15,0.0,0.0,11.100000381469727,71.4000015258789,22.200000762939453,0.0,19231.748046875,1.0
1683919231407410200,0,0,-284,-284,1500,1500,-10.0,1.2372351915494652e-15,0.0,0.0,11.100000381469727,71.4000015258789,22.200000762939453,0.0,19231.759765625,1.0
1683919231407467400,0,0,-284,-284,1500,1500,-10.0,1.2372351915494652e-15,0.0,0.0,11.100000381469727,71.4000015258789,22.200000762939453,0.0,19231.76953125,1.0
1683919231407563100,0,0,-284,-284,1500,1500,-10.0,1.2372351915494652e-15,0.0,0.0,11.100000381469727,71.4000015258789,22.200000762939453,0.0,19231.779296875,1.0
1683919231407576700,0,0,-284,-284,1500,1500,-10.0,1.2372351915494652e-15,0.0,0.0,11.100000381469727,71.4000015258789,22.200000762939453,0.0,19231.7890625,1.0
1683919231407640500,0,0,-284,-284,1500,1500,-10.0,1.2372351915494652e-15,0.0,0.0,11.100000381469727,71.4000015258789,22.200000762939453,0.0,19231.798828125,1.0
1683919231407769100,0,0,-284,-284,1500,1500,-10.0,1.2372351915494652e-15,0.0,0.0,11.100000381469727,71.4000015258789,22.200000762939453,0.0,19231.80859375,1.0
1683919231407782400,0,0,-284,-284,1500,1500,-10.0,1.2372351915494652e-15,0.0,0.0,20.0,71.4000015258789,36.400001525878906,0.0,19231.818359375,1.0
1683919231490904200,0,0,-284,-284,1500,1500,-10.0,1.2372351915494652e-15,0.0,0.0,20.0,71.4000015258789,36.400001525878906,0.0,19231.828125,1.0
1683919231490911000,0,0,-284,-284,1500,1500,-10.0,1.2372351915494652e-15,0.0,0.0,20.0,71.4000015258789,36.400001525878906,0.0,19231.83984375,1.0
1683919231490966300,0,0,-284,-284,1500,1500,-10.0,1.2372351915494652e-15,0.0,0.0,20.0,71.4000015258789,36.400001525878906,0.0,19231.849609375,1.0
1683919231490975200,0,0,-284,-284,1500,1500,-10.0,1.2372351915494652e-15,0.0,0.0,20.0,71.4000015258789,36.400001525878906,0.0,19231.859375,1.0
1683919231491030600,0,0,-284,-284,1500,1500,-10.0,1.2372351915494652e-15,0.0,0.0,20.0,71.4000015258789,36.400001525878906,0.0,19231.869140625,1.0
1683919231491034400,0,0,-284,-284,1500,1500,-10.0,1.2372351915494652e-15,0.0,0.0,20.0,71.4000015258789,36.400001525878906,0.0,19231.87890625,1.0
1683919231491099100,0,0,-284,-284,1500,1500,-10.0,1.2372351915494652e-15,0.0,0.0,20.0,71.4000015258789,36.400001525878906,0.0,19231.888671875,1.0
1683919231491109100,0,0,-284,-284,1500,1500,-10.0,1.2372351915494652e-15,0.0,0.0,20.0,71.4000015258789,36.400001525878906,0.0,19231.8984375,1.0
1683919231573867400,0,0,-284,-284,1500,1500,-10.0,1.2372351915494652e-15,0.0,0.0,20.0,71.4000015258789,36.400001525878906,0.0,19231.908203125,1.0
1683919231573887000,0,0,-284,-284,1500,1500,-10.0,1.2372351915494652e-15,0.0,0.0,11.100000381469727,66.69999694824219,12.5,9.100000381469727,19231.91796875,1.0
1683919231573956400,0,0,-284,-284,1500,1500,-10.0,1.2372351915494652e-15,0.0,0.0,11.100000381469727,66.69999694824219,12.5,9.100000381469727,19231.9296875,1.0
1683919231573970000,0,0,-284,-284,1500,1500,-10.0,1.2372351915494652e-15,0.0,0.0,11.100000381469727,66.69999694824219,12.5,9.100000381469727,19231.939453125,1.0
1683919231574030000,0,0,-284,-284,1500,1500,-10.0,1.2372351915494652e-15,0.0,0.0,11.100000381469727,66.69999694824219,12.5,9.100000381469727,19231.94921875,1.0
1683919231574035500,0,0,-284,-284,1500,1500,-10.0,1.2372351915494652e-15,0.0,0.0,11.100000381469727,66.69999694824219,12.5,9.100000381469727,19231.9609375,1.0
1683919231574058300,0,0,-284,-284,1500,1500,-10.0,1.2372351915494652e-15,0.0,0.0,11.100000381469727,66.69999694824219,12.5,9.100000381469727,19231.96875,1.0
1683919231574127900,0,0,-284,-284,1500,1500,-10.0,1.2372351915494652e-15,0.0,0.0,11.100000381469727,66.69999694824219,12.5,9.100000381469727,19231.978515625,1.0
1683919231574161900,0,0,-284,-284,1500,1500,-10.0,1.2372351915494652e-15,0.0,0.0,11.100000381469727,66.69999694824219,12.5,9.100000381469727,19231.98828125,1.0
1683919231574220400,0,0,-284,-284,1500,1500,-10.0,1.2372351915494652e-15,0.0,0.0,11.100000381469727,66.69999694824219,12.5,9.100000381469727,19231.998046875,1.0
1683919231623131300,0,0,-284,-284,1500,1500,-10.0,1.2372351915494652e-15,0.0,0.0,11.100000381469727,66.69999694824219,12.5,9.100000381469727,19232.009765625,1.0
1683919231623219100,0,0,-284,-284,1500,1500,-10.0,1.2372351915494652e-15,0.0,0.0,11.100000381469727,71.4000015258789,0.0,0.0,19232.01953125,1.0
1683919231623229800,0,0,-284,-284,1500,1500,-10.0,1.2372351915494652e-15,0.0,0.0,11.100000381469727,71.4000015258789,0.0,0.0,19232.029296875,1.0
1683919231623237700,0,0,-284,-284,1500,1500,-10.0,1.2372351915494652e-15,0.0,0.0,11.100000381469727,71.4000015258789,0.0,0.0,19232.0390625,1.0
1683919231623241800,0,0,-284,-284,1500,1500,-10.0,1.2372351915494652e-15,0.0,0.0,11.100000381469727,71.4000015258789,0.0,0.0,19232.048828125,1.0
1683919231685531100,0,0,-284,-284,1500,1500,-10.0,1.2372351915494652e-15,0.0,0.0,11.100000381469727,71.4000015258789,0.0,0.0,19232.05859375,1.0
1683919231685544100,0,0,-284,-284,1500,1500,-10.0,1.2372351915494652e-15,0.0,0.0,11.100000381469727,71.4000015258789,0.0,0.0,19232.068359375,1.0
1683919231685548400,0,0,-284,-284,1500,1500,-10.0,1.2372351915494652e-15,0.0,0.0,11.100000381469727,71.4000015258789,0.0,0.0,19232.078125,1.0
1683919231685555600,0,0,-284,-284,1500,1500,-10.0,1.2372351915494652e-15,0.0,0.0,11.100000381469727,71.4000015258789,0.0,0.0,19232.08984375,1.0
1683919231685633500,0,0,-284,-284,1500,1500,-10.0,1.2372351915494652e-15,0.0,0.0,11.100000381469727,71.4000015258789,0.0,0.0,19232.099609375,1.0
1683919231685707900,0,0,-284,-284,1500,1500,-10.0,1.2372351915494652e-15,0.0,0.0,11.100000381469727,71.4000015258789,0.0,0.0,19232.109375,1.0
1683919231734936000,0,0,-284,-284,1500,1500,-10.0,1.2372351915494652e-15,0.0,0.0,0.0,66.69999694824219,11.100000381469727,0.0,19232.119140625,1.0
1683919231734952200,0,0,-284,-284,1500,1500,-10.0,1.2372351915494652e-15,0.0,0.0,0.0,66.69999694824219,11.100000381469727,0.0,19232.12890625,1.0
1683919231735011700,0,0,-284,-284,1500,1500,-10.0,1.2372351915494652e-15,0.0,0.0,0.0,66.69999694824219,11.100000381469727,0.0,19232.138671875,1.0
1683919231735018300,0,0,-284,-284,1500,1500,-10.0,1.2372351915494652e-15,0.0,0.0,0.0,66.69999694824219,11.100000381469727,0.0,19232.1484375,1.0
1683919231735080300,0,0,-284,-284,1500,1500,-10.0,1.2372351915494652e-15,0.0,0.0,0.0,66.69999694824219,11.100000381469727,0.0,19232.16015625,1.0
1683919231785105000,0,0,-284,-284,1500,1500,-10.0,1.2372351915494652e-15,0.0,0.0,0.0,66.69999694824219,11.100000381469727,0.0,19232.169921875,1.0
1683919231785118200,0,0,-284,-284,1500,1500,-10.0,1.2372351915494652e-15,0.0,0.0,0.0,66.69999694824219,11.100000381469727,0.0,19232.1796875,1.0
1683919231785211100,0,0,-284,-284,1500,1500,-10.0,1.2372351915494652e-15,0.0,0.0,0.0,66.69999694824219,11.100000381469727,0.0,19232.189453125,1.0
1683919231785232300,0,0,-284,-284,1500,1500,-10.0,1.2372351915494652e-15,0.0,0.0,0.0,66.69999694824219,11.100000381469727,0.0,19232.19921875,1.0
1683919231785252900,0,0,-284,-284,1500,1500,-10.0,1.2372351915494652e-15,0.0,0.0,0.0,66.69999694824219,11.100000381469727,0.0,19232.208984375,1.0
1683919232226974700,0,0,-284,-284,1500,1500,-10.0,1.2372351915494652e-15,0.0,0.0,20.0,71.4000015258789,0.0,0.0,19232.21875,1.0
1683919232226990700,0,0,-284,-284,1500,1500,-10.0,1.2372351915494652e-15,0.0,0.0,20.0,71.4000015258789,0.0,0.0,19232.228515625,1.0
1683919232227063400,0,0,-284,-284,1500,1500,-10.0,1.2372351915494652e-15,0.0,0.0,20.0,71.4000015258789,0.0,0.0,19232.23828125,1.0
1683919232227068000,0,0,-284,-284,1500,1500,-10.0,1.2372351915494652e-15,0.0,0.0,20.0,71.4000015258789,0.0,0.0,19232.248046875,1.0
1683919232227151400,0,0,-284,-284,1500,1500,-10.0,1.2372351915494652e-15,0.0,0.0,20.0,71.4000015258789,0.0,0.0,19232.259765625,1.0
1683919232227207900,0,0,-284,-284,1500,1500,-10.0,1.2372351915494652e-15,0.0,0.0,20.0,71.4000015258789,0.0,0.0,19232.26953125,1.0
1683919232228751700,0,0,-284,-284,1500,1500,-10.0,1.2372351915494652e-15,0.0,0.0,20.0,71.4000015258789,0.0,0.0,19232.279296875,1.0
1683919232228762200,0,0,-284,-284,1500,1500,-10.0,1.2372351915494652e-15,0.0,0.0,20.0,71.4000015258789,0.0,0.0,19232.2890625,1.0
1683919232228782200,0,0,-284,-284,1500,1500,-10.0,1.2372351915494652e-15,0.0,0.0,20.0,71.4000015258789,0.0,0.0,19232.298828125,1.0
1683919232228796200,0,0,-284,-284,1500,1500,-10.0,1.2372351915494652e-15,0.0,0.0,20.0,71.4000015258789,0.0,0.0,19232.30859375,1.0
1683919232228835700,0,0,-284,-284,1500,1500,-10.0,1.2372351915494652e-15,0.0,0.0,20.0,71.4000015258789,0.0,0.0,19232.318359375,1.0
1683919232228867500,0,0,-284,-284,1500,1500,-10.0,1.2372351915494652e-15,0.0,0.0,11.100000381469727,66.69999694824219,22.200000762939453,0.0,19232.328125,1.0
1683919232228945700,0,0,-284,-284,1500,1500,-10.0,1.2372351915494652e-15,0.0,0.0,11.100000381469727,66.69999694824219,22.200000762939453,0.0,19232.33984375,1.0
1683919232228958000,0,0,-284,-284,1500,1500,-10.0,1.2372351915494652e-15,0.0,0.0,11.100000381469727,66.69999694824219,22.200000762939453,0.0,19232.349609375,1.0
1683919232228985900,0,0,-284,-284,1500,1500,-10.0,1.2372351915494652e-15,0.0,0.0,11.100000381469727,66.69999694824219,22.200000762939453,0.0,19232.359375,1.0
1683919232229043700,0,0,-284,-284,1500,1500,-10.0,1.2372351915494652e-15,0.0,0.0,11.100000381469727,66.69999694824219,22.200000762939453,0.0,19232.369140625,1.0
1683919232229048300,0,0,-284,-284,1500,1500,-10.0,1.2372351915494652e-15,0.0,0.0,11.100000381469727,66.69999694824219,22.200000762939453,0.0,19232.37890625,1.0
1683919232229113400,0,0,-284,-284,1500,1500,-10.0,1.2372351915494652e-15,0.0,0.0,11.100000381469727,66.69999694824219,22.200000762939453,0.0,19232.388671875,1.0
1683919232229123700,0,0,-284,-284,1500,1500,-10.0,1.2372351915494652e-15,0.0,0.0,11.100000381469727,66.69999694824219,22.200000762939453,0.0,19232.3984375,1.0
1683919232229180000,0,0,-284,-284,1500,1500,-10.0,1.2372351915494652e-15,0.0,0.0,11.100000381469727,66.69999694824219,22.200000762939453,0.0,19232.408203125,1.0
1683919232229185300,0,0,-284,-284,1500,1500,-10.0,1.2372351915494652e-15,0.0,0.0,11.100000381469727,66.69999694824219,22.200000762939453,0.0,19232.41796875,1.0
1683919232229251700,0,0,-284,-284,1500,1500,-10.0,1.2372351915494652e-15,0.0,0.0,0.0,71.4000015258789,22.200000762939453,0.0,19232.4296875,1.0
1683919232229255900,0,0,-284,-284,1500,1500,-10.0,1.2372351915494652e-15,0.0,0.0,0.0,71.4000015258789,22.200000762939453,0.0,19232.439453125,1.0
1683919232229320700,0,0,-284,-284,1500,1500,-10.0,1.2372351915494652e-15,0.0,0.0,0.0,71.4000015258789,22.200000762939453,0.0,19232.44921875,1.0
1683919232229384000,0,0,-284,-284,1500,1500,-10.0,1.2372351915494652e-15,0.0,0.0,0.0,71.4000015258789,22.200000762939453,0.0,19232.46484375,1.0
1683919232229396100,0,0,-284,-284,1500,1500,-10.0,1.2372351915494652e-15,0.0,0.0,0.0,71.4000015258789,22.200000762939453,0.0,19232.46875,1.0
1683919232229455500,0,0,-284,-284,1500,1500,-10.0,1.2372351915494652e-15,0.0,0.0,0.0,71.4000015258789,22.200000762939453,0.0,19232.478515625,1.0
1683919232229460900,0,0,-284,-284,1500,1500,-10.0,1.2372351915494652e-15,0.0,0.0,0.0,71.4000015258789,22.200000762939453,0.0,19232.490234375,1.0
1683919232229555000,0,0,-284,-284,1500,1500,-10.0,1.2372351915494652e-15,0.0,0.0,0.0,71.4000015258789,22.200000762939453,0.0,19232.50390625,1.0
1683919232229574500,0,0,-284,-284,1500,1500,-10.0,1.2372351915494652e-15,0.0,0.0,0.0,71.4000015258789,22.200000762939453,0.0,19232.509765625,1.0
1683919232229587100,0,0,-284,-284,1500,1500,-10.0,1.2372351915494652e-15,0.0,0.0,0.0,71.4000015258789,22.200000762939453,0.0,19232.51953125,1.0
1683919232229597100,0,0,-284,-284,1500,1500,-10.0,1.2372351915494652e-15,0.0,0.0,12.5,83.30000305175781,28.600000381469727,0.0,19232.529296875,1.0
1683919232229602100,0,0,-284,-284,1500,1500,-10.0,1.2372351915494652e-15,0.0,0.0,12.5,83.30000305175781,28.600000381469727,0.0,19232.5390625,1.0
1683919232229609600,0,0,-284,-284,1500,1500,-10.0,1.2372351915494652e-15,0.0,0.0,12.5,83.30000305175781,28.600000381469727,0.0,19232.548828125,1.0
1683919232240683000,0,0,-284,-284,1500,1500,-10.0,1.2372351915494652e-15,0.0,0.0,12.5,83.30000305175781,28.600000381469727,0.0,19232.55859375,1.0
1683919232240710700,0,0,-284,-284,1500,1500,-10.0,1.2372351915494652e-15,0.0,0.0,12.5,83.30000305175781,28.600000381469727,0.0,19232.5703125,1.0
1683919232240731900,0,0,-284,-284,1500,1500,-10.0,1.2372351915494652e-15,0.0,0.0,12.5,83.30000305175781,28.600000381469727,0.0,19232.578125,1.0
1683919232240760200,0,0,-284,-284,1500,1500,-10.0,1.2372351915494652e-15,0.0,0.0,12.5,83.30000305175781,28.600000381469727,0.0,19232.58984375,1.0
1683919232240850500,0,0,-284,-284,1500,1500,-10.0,1.2372351915494652e-15,0.0,0.0,12.5,83.30000305175781,28.600000381469727,0.0,19232.599609375,1.0
