%time,field.mode,field.duration,field.motor1_move,field.motor2_move,field.motor1_torque,field.motor2_torque,field.PF_cmd,field.EV_cmd,field.PF_curr,field.EV_curr,field.CPU0,field.CPU1,field.CPU2,field.CPU3,field.t,field.valid
1683919192335659200,0,0,0,0,1500,1500,0.0,0.0,0.0,0.0,30.0,66.69999694824219,0.0,0.0,19192.72265625,1.0
1683919192335694400,0,0,0,0,1500,1500,0.0,0.0,0.0,0.0,30.0,66.69999694824219,0.0,0.0,19192.732421875,1.0
1683919192335701200,0,0,0,0,1500,1500,0.0,0.0,0.0,0.0,30.0,66.69999694824219,0.0,0.0,19192.7421875,1.0
1683919192335758300,0,0,0,0,1500,1500,0.0,0.0,0.0,0.0,30.0,66.69999694824219,0.0,0.0,19192.751953125,1.0
1683919192335832900,0,0,0,0,1500,1500,0.0,0.0,0.0,0.0,30.0,66.69999694824219,0.0,0.0,19192.76171875,1.0
1683919192383749900,0,0,0,0,1500,1500,0.0,0.0,0.0,0.0,12.5,66.69999694824219,20.0,10.0,19192.7734375,1.0
1683919192383765400,0,0,0,0,1500,1500,0.0,0.0,0.0,0.0,12.5,66.69999694824219,20.0,10.0,19192.783203125,1.0
1683919192383841400,0,0,0,0,1500,1500,0.0,0.0,0.0,0.0,12.5,66.69999694824219,20.0,10.0,19192.79296875,1.0
1683919192383848200,0,0,0,0,1500,1500,0.0,0.0,0.0,0.0,12.5,66.69999694824219,20.0,10.0,19192.802734375,1.0
1683919192383913000,0,0,0,0,1500,1500,0.0,0.0,0.0,0.0,12.5,66.69999694824219,20.0,10.0,19192.8125,1.0
1683919192431866500,0,0,0,0,1500,1500,0.0,0.0,0.0,0.0,12.5,66.69999694824219,20.0,10.0,19192.822265625,1.0
1683919192431882200,0,0,0,0,1500,1500,0.0,0.0,0.0,0.0,12.5,66.69999694824219,20.0,10.0,19192.83203125,1.0
1683919192431907800,0,0,0,0,1500,1500,0.0,0.0,0.0,0.0,12.5,66.69999694824219,20.0,10.0,19192.841796875,1.0
1683919192432003600,0,0,0,0,1500,1500,0.0,0.0,0.0,0.0,12.5,66.69999694824219,20.0,10.0,19192.8515625,1.0
