%time,Acceleration in X,Acceleration in Y,Acceleration in Y,Angular Velocity in X,Angular Velocity in Y,Angular Velocity in Z,field.state,field.swing_time,Time in ms
1.68E+18,0.026123047,0.532470703,-0.3984375,-3.809160305,1.091603053,-10.24427481,0,0,2455.859968
1.68E+18,0.00390625,0.300537109,-0.314697266,0.114503817,0.427480916,-12.72519084,0,0,2455.869952
1.68E+18,-0.047363281,0.511474609,-0.336669922,0.923664122,-0.076335878,-15.33587786,0,0,2455.879936
1.68E+18,-0.255615234,0.791503906,-0.414306641,3.832061069,0.015267176,-18.33587786,0,0,2502.520064
1.68E+18,-0.324951172,0.488525391,-0.250488281,4.923664122,-0.061068702,-21.47328244,0,0,2502.62016
1.68E+18,-0.268798828,0.403808594,-0.213134766,5.114503817,-0.442748092,-23.96946565,0,0,2502.62016
1.68E+18,-0.263671875,0.405029297,-0.1953125,5.41221374,-0.923664122,-26.88549618,0,0,2502.630144
1.68E+18,-0.259033203,0.110839844,-0.122558594,4.610687023,-1.20610687,-29.22900763,0,0,2502.630144
1.68E+18,-0.290771484,0.263183594,-0.680175781,5.618320611,-1.053435115,-32.51145038,0,0,2548.59008
1.68E+18,-0.283691406,0.089355469,-0.116943359,2.007633588,-2.083969466,-32.92366412,0,0,2548.620032
1.68E+18,-0.336914063,0.129150391,-0.184326172,0.786259542,-2.435114504,-33.86259542,0,0,2548.649984
1.68E+18,-0.357177734,0.195068359,-0.168701172,-0.251908397,-2.938931298,-35.60305344,0,0,2548.669952
1.68E+18,-0.335449219,0.146972656,-0.150390625,-1.221374046,-3.511450382,-36.96183206,0,0,2609.570048
1.68E+18,-0.332763672,0.106933594,-0.193603516,-2.160305344,-4.183206107,-38.15267176,0,0,2609.609984
1.68E+18,-0.303955078,0.071777344,-0.200927734,-3.106870229,-5.152671756,-37.16793893,0,0,2609.619968
1.68E+18,-0.333984375,0.065185547,-0.188232422,-4.038167939,-6.13740458,-39.86259542,0,0,2609.629952
1.68E+18,-0.386962891,0.065185547,-0.171630859,-4.916030534,-7.13740458,-40.41984733,0,0,2609.629952
1.68E+18,-0.431152344,0.050292969,-0.173583984,-5.877862595,-8.389312977,-40.78625954,0,0,2609.639936
1.68E+18,-0.479980469,0.047851563,-0.207275391,-6.694656489,-8.007633588,-40.85496183,0,0,2609.64992
1.68E+18,-0.556396484,0.033935547,-0.205810547,-7.839694656,-11.13740458,-41.19083969,0,0,2658.739968
1.68E+18,-0.700195313,0.050048828,-0.172119141,-8.916030534,-12.29007634,-41.57251908,0,0,2658.749952
1.68E+18,-0.83984375,-0.021240234,-0.023193359,-10.65648855,-13.03053435,-41.90076336,0,0,2658.759936
1.68E+18,-1.057617188,0.037109375,0.077880859,-12.16793893,-13.32824427,-41.5648855,0,0,2658.759936
1.68E+18,-1.397216797,-0.119384766,0.201171875,-13.90076336,-13.13740458,-39.99236641,0,0,2707.660032
1.68E+18,-1.866455078,-0.180175781,0.271728516,-15.54198473,-12.18320611,-37.45038168,0,0,2707.689984
1.68E+18,2,-0.227539063,0.396484375,-16.9389313,-10.41221374,-33.89312977,0,0,2707.699968
1.68E+18,2,0.162597656,0.369140625,-17.13740458,-8.282442748,-29.67175573,0,0,2707.699968
1.68E+18,2,0.728759766,0.132080078,-14.91603053,-5.183206107,-25.70229008,0,0,2707.72992
1.68E+18,2,0.166503906,0.330566406,-15.66412214,-3.251908397,-23.22900763,0,0,2751.960064
1.68E+18,-1.835693359,-0.032714844,0.144775391,-16.76335878,-3.992366412,-17.6870229,0,0,2751.980032
1.68E+18,-1.359375,0.875976563,-0.107666016,-11.23664122,-3.27480916,-10.35877863,0,0,2752
1.68E+18,-1.165039063,0.992675781,0.395996094,-8.083969466,-3.923664122,-5.450381679,0,0,2752.04992
1.68E+18,-1.426269531,1.395263672,0.202880859,-5.175572519,-3.572519084,-2.625954198,0,0,2752.059904
1.68E+18,-1.173828125,1.430664063,-0.087402344,-0.374045802,-2.641221374,1.053435115,0,0,2797.66016
1.68E+18,-0.817871094,1.455566406,0.107666016,4.938931298,-2.183206107,4.549618321,0,0,2797.680128
1.68E+18,-0.784423828,1.45703125,0.173828125,9.129770992,-1.519083969,5.641221374,0,0,2797.690112
1.68E+18,2,-0.420166016,1.023193359,5.702290076,1.511450382,1.954198473,0,0,2797.700096
1.68E+18,2,-1.40625,0.491455078,-5.832061069,5.34351145,12.16030534,0,0,2868.38016
1.68E+18,-1.613037109,1.999938965,0.715820313,9.030534351,14.22900763,19.64885496,0,0,2868.410112
1.68E+18,-1.65625,-0.031311035,-0.394042969,8.969465649,9.427480916,24.94656489,0,0,2868.410112
1.68E+18,-0.722167969,1.090820313,0.103759766,17.23664122,3.061068702,22.96946565,0,0,2868.460032
1.68E+18,-0.651123047,-1.068603516,0.177734375,11.5648855,-0.091603053,21.58015267,0,0,2868.470016
1.68E+18,-0.023925781,-1.402099609,-0.143310547,6.702290076,-0.633587786,21.77099237,0,0,2868.52992
1.68E+18,-1.726074219,1.999938965,-0.800292969,11.08396947,2.824427481,21.11450382,0,0,2868.539904
1.68E+18,-1.206054688,1.999938965,-0.758300781,15.4351145,4.175572519,17.19847328,0,0,2918.820096
1.68E+18,-1.151855469,1.296142578,-1.046875,13.70229008,4.045801527,13.9389313,0,0,2918.850048
1.68E+18,-0.979736328,-0.134521484,-0.692871094,8.801526718,3.259541985,12.7480916,0,0,2918.860032
1.68E+18,-0.791748047,-0.781738281,-0.181396484,1.824427481,0.778625954,12.1221374,0,0,2918.870016
1.68E+18,-1.071777344,0.084960938,-0.359375,-3.755725191,-0.549618321,11.95419847,0,0,2918.899968
1.68E+18,-0.835205078,0.580322266,0.176513672,-4.549618321,-1.885496183,10.11450382,0,0,2969.28
1.68E+18,-1.009765625,0.735839844,0.247802734,-4.908396947,-1.86259542,8.251908397,0,0,2969.299968
1.68E+18,-1.102783203,0.434570313,0.228027344,-1.694656489,-0.877862595,6.847328244,0,0,2969.319936
1.68E+18,-0.993408203,-0.094970703,0.258056641,-2.007633588,-0.41221374,5.79389313,0,0,2969.32992
1.68E+18,-0.984375,-0.140625,0.076904297,-1.236641221,-0.091603053,5.603053435,0,0,2969.350144
1.68E+18,-0.69140625,-0.334716797,0.173339844,-2.175572519,-1.20610687,5.320610687,0,0,3029.200128
1.68E+18,-0.989746094,-0.088134766,0.031738281,-1.687022901,-1.519083969,5.152671756,0,0,3029.23008
1.68E+18,-0.933837891,-0.346923828,0.249023438,-1.267175573,-1.488549618,5.396946565,0,0,3029.23008
1.68E+18,-0.973144531,-0.236816406,0.194335938,-0.946564885,-1.122137405,5.564885496,0,0,3029.299968
1.68E+18,-0.95703125,-0.040527344,0.08984375,0.351145038,-0.702290076,5.374045802,0,0,3029.309952
1.68E+18,-0.909423828,-0.156738281,0.117431641,0.664122137,-0.580152672,5.450381679,0,0,3029.350144
1.68E+18,-0.968261719,-0.186767578,0.092041016,0.969465649,-0.129770992,5.717557252,0,0,3075.940096
1.68E+18,-0.941650391,-0.255126953,0.056396484,0.79389313,0.198473282,5.977099237,0,0,3075.960064
1.68E+18,-0.930908203,-0.158691406,-0.013671875,0.603053435,0.34351145,6.351145038,0,0,3075.970048
1.68E+18,-0.918945313,-0.073730469,-0.045898438,0.79389313,0.549618321,6.625954198,0,0,3075.980032
1.68E+18,-0.903808594,-0.074462891,-0.062988281,0.763358779,0.702290076,6.816793893,0,0,3075.990016
1.68E+18,-0.913330078,-0.053710938,-0.095214844,0.847328244,0.847328244,7.007633588,0,0,3143.709952
1.68E+18,-0.920898438,-0.078125,-0.086425781,0.885496183,0.893129771,7.236641221,0,0,3143.739904
1.68E+18,-0.945800781,-0.101318359,-0.077880859,0.839694656,0.885496183,7.503816794,0,0,3143.79008
1.68E+18,-0.95703125,-0.110107422,-0.056640625,0.870229008,0.847328244,7.786259542,0,0,3143.800064
1.68E+18,-0.937988281,-0.130859375,-0.054199219,0.938931298,0.732824427,8.198473282,0,0,3143.859968
1.68E+18,-0.945068359,-0.144042969,-0.044677734,1.099236641,0.801526718,8.763358779,0,0,3143.859968
1.68E+18,-0.947509766,-0.192138672,-0.033691406,1,0.900763359,9.396946565,0,0,3143.879936
1.68E+18,-0.962646484,-0.215332031,-0.026855469,0.893129771,1.022900763,10.08396947,0,0,3198.569984
1.68E+18,-0.966796875,-0.215576172,-0.002929688,0.763358779,1.152671756,10.83206107,0,0,3198.589952
1.68E+18,-0.968261719,-0.233886719,0.031005859,0.687022901,1.190839695,11.61068702,0,0,3198.62016
1.68E+18,-0.976806641,-0.244873047,0.036132813,0.679389313,1.213740458,12.5648855,0,0,3198.630144
1.68E+18,-0.99609375,-0.246582031,0.025390625,0.847328244,1.061068702,13.48854962,0,0,3198.67008
1.68E+18,-0.989501953,-0.231689453,0.010742188,1.435114504,0.877862595,14.3129771,0,0,3245.07008
1.68E+18,-1.019287109,-0.064453125,0.010986328,3.580152672,0.496183206,15.36641221,0,0,3245.090048
1.68E+18,-1.105712891,-0.039794922,0.0859375,4.977099237,0.473282443,15.83969466,0,0,3245.100032
1.68E+18,-1.565917969,-0.078369141,0.103515625,5.549618321,1.251908397,15.42748092,0,0,3245.110016
1.68E+18,-1.420654297,-0.949951172,0.004394531,4.419847328,1.625954198,16.0610687,0,0,3245.129984
1.68E+18,-1.284423828,-0.416259766,-0.145751953,4.465648855,1.519083969,17.45801527,0,0,3293.959936
1.68E+18,-1.239013672,-0.487548828,-0.142822266,4.557251908,0.770992366,19.32061069,0,0,3293.98016
1.68E+18,-1.427246094,-0.846435547,-0.10546875,3.290076336,0.809160305,20.96946565,0,0,3293.990144
1.68E+18,-1.565429688,-1.104980469,-0.100341797,1.618320611,1.106870229,23.15267176,0,0,3293.990144
1.68E+18,-1.555908203,-1.152099609,-0.118896484,0.13740458,1.221374046,25.55725191,0,0,3294.020096
1.68E+18,-1.524902344,-1.138916016,-0.119384766,-0.778625954,1.122137405,27.80916031,0,0,3338.72
1.68E+18,-1.767333984,-0.912597656,-0.093261719,-0.770992366,1.091603053,28.58015267,0,0,3338.739968
1.68E+18,-1.889892578,-0.872314453,-0.056152344,-0.015267176,1.076335878,29.35114504,0,0,3338.759936
1.68E+18,-1.958007813,-0.658691406,0.040283203,1.198473282,1.335877863,30.29770992,0,0,3338.76992
1.68E+18,-1.847900391,-0.324707031,-0.066162109,2.519083969,1.06870229,30.48854962,0,0,3386.650112
1.68E+18,-1.818359375,-0.463867188,-0.121826172,2.893129771,0.618320611,30.03816794,0,0,3386.660096
1.68E+18,-1.656738281,-0.621582031,-0.087890625,2.366412214,0.038167939,29.14503817,0,0,3386.67008
1.68E+18,-1.424560547,-0.319091797,-0.069335938,2.435114504,-0.519083969,28.16793893,0,0,3386.690048
1.68E+18,-1.382324219,0.266845703,-0.111328125,3.946564885,-0.938931298,27.28244275,0,0,3386.739968
1.68E+18,-1.509765625,0.311035156,0.032470703,5.114503817,-1.022900763,24.64885496,0,0,3436.809984
1.68E+18,-1.062988281,-0.159179688,0.212158203,2.221374046,-0.328244275,14.64122137,0,0,3436.839936
1.68E+18,1.999938965,2,0.13671875,-5.076335878,0.847328244,19.70992366,0,0,3436.839936
1.68E+18,2,1.999938965,-0.790039063,15.78625954,-0.877862595,12.27480916,0,0,3436.84992
1.68E+18,-1.520019531,0.668212891,0.179443359,7.702290076,2.06870229,-2.114503817,0,0,3436.880128
1.68E+18,-0.746337891,1.125976563,-0.155029297,0.549618321,2.946564885,-3.290076336,0,0,3500.8
1.68E+18,-0.691650391,1.113769531,-0.249023438,7.824427481,4.290076336,-7.335877863,0,0,3500.819968
1.68E+18,-0.428466797,-0.638916016,0.118652344,7.458015267,4.847328244,-9.541984733,0,0,3500.839936
1.68E+18,-0.176025391,-0.290039063,-0.063476563,4.740458015,4.625954198,-10.52671756,0,0,3500.91008
1.68E+18,-0.07421875,0.177978516,-0.456054688,7.58778626,4.007633588,-12.07633588,0,0,3500.920064
1.68E+18,-0.080078125,0.164794922,-0.219238281,8.114503817,3.030534351,-14.72519084,0,0,3500.979968
1.68E+18,-0.1015625,0.256835938,-0.196777344,7.610687023,3.877862595,-17.19083969,0,0,3557.540096
1.68E+18,-0.189208984,0.506347656,-0.318847656,8.86259542,1.358778626,-20.02290076,0,0,3557.6
1.68E+18,-0.355957031,0.492431641,-0.204833984,9.900763359,1.007633588,-21.51908397,0,0,3557.609984
1.68E+18,-0.338623047,0.312988281,-0.598632813,9.267175573,0.419847328,-26.2519084,0,0,3557.64992
1.68E+18,-0.320800781,0.241455078,-0.250732422,7.045801527,-0.404580153,-27.58015267,0,0,3557.66016
1.68E+18,-0.243652344,0.023925781,-0.207519531,5.213740458,-1.458015267,-31.6870229,0,0,3557.71008
1.68E+18,-0.191162109,-0.068847656,-0.223876953,3.13740458,-2.763358779,-33.16030534,0,0,3606.860032
1.68E+18,-0.186035156,-0.044433594,-0.235351563,1.229007634,-2.022900763,-34.58778626,0,0,3606.88
1.68E+18,-0.216796875,-0.009277344,-0.213134766,-0.450381679,-5.198473282,-35.88549618,0,0,3606.899968
1.68E+18,-0.252197266,0.035888672,-0.224609375,-1.877862595,-6.229007634,-37.06870229,0,0,3606.899968
1.68E+18,-0.334716797,0.050292969,-0.200927734,-3.015267176,-7.221374046,-38.21374046,0,0,3606.94016
1.68E+18,-0.388671875,0.052490234,-0.210693359,-3.977099237,-7.984732824,-39.19083969,0,0,3667.020032
1.68E+18,-0.423339844,0.020751953,-0.232421875,-4.801526718,-8.740458015,-39.9389313,0,0,3667.04
1.68E+18,-0.464599609,0.049316406,-0.238037109,-5.335877863,-9.534351145,-40.60305344,0,0,3667.04
1.68E+18,-0.546875,0.119384766,-0.226318359,-5.496183206,-10.22137405,-41.24427481,0,0,3667.120128
1.68E+18,-0.632324219,0.16015625,-0.194335938,-5.580152672,-10.67938931,-41.82442748,0,0,3667.130112
1.68E+18,-0.724853516,0.117919922,-0.228515625,-5.061068702,-11.47328244,-42.03816794,0,0,3667.140096
1.68E+18,-0.847900391,0.079101563,-0.200439453,-4.625954198,-11.7480916,-41.94656489,0,0,3725.850112
1.68E+18,-0.96875,0.029785156,-0.170410156,-4.312977099,-11.70992366,-41.57251908,0,0,3725.87008
1.68E+18,-1.133544922,-0.014404297,-0.145263672,-4.229007634,-11.64885496,-41.06870229,0,0,3725.910016
1.68E+18,-1.338134766,-0.098876953,-0.063720703,-4.717557252,-10.92366412,-40.12977099,0,0,3725.92
1.68E+18,-1.563232422,-0.200439453,0.007568359,-5.763358779,-9.93129771,-38.61068702,0,0,3725.929984
1.68E+18,-1.873046875,-0.405273438,0.06640625,-7.580152672,-8.396946565,-36.22137405,0,0,3725.96992
1.68E+18,2,-0.483886719,0.080810547,-9.854961832,-6.610687023,-32.77099237,0,0,3771.79008
1.68E+18,2,-0.465820313,0.121582031,-12.16030534,-4.618320611,-28.39694656,0,0,3771.810048
1.68E+18,2,-0.296386719,0.155761719,-14.32061069,-2.847328244,-23.44274809,0,0,3771.820032
1.68E+18,-1.912109375,-0.206054688,0.530761719,-17.53435115,-3.358778626,-18.94656489,0,0,3771.849984
1.68E+18,-1.994628906,0.071533203,0.085449219,-18.38167939,-3.198473282,-16.09160305,0,0,3771.88992
1.68E+18,-1.672851563,-0.223632813,-0.348632813,-18.35877863,-0.847328244,-10.99236641,0,0,3821.730048
1.68E+18,-0.678955078,0.604980469,0.153564453,-15.78625954,-2.671755725,-5.244274809,0,0,3821.740032
1.68E+18,-0.4609375,1.729980469,-0.166503906,-11.46564885,-3.801526718,-0.893129771,0,0,3821.750016
1.68E+18,-0.856445313,1.730712891,-0.162841797,-1.748091603,-4.816793893,1.93129771,0,0,3821.799936
1.68E+18,-1.185302734,0.91796875,0.380859375,1.687022901,-5.358778626,3.679389313,0,0,3890.700032
1.68E+18,-1.075927734,0.561035156,0.291992188,2.778625954,-4.984732824,6.183206107,0,0,3890.729984
1.68E+18,-1.3671875,0.506835938,0.237304688,5.824427481,-3.572519084,7.86259542,0,0,3890.739968
1.68E+18,2,-0.767578125,1.03515625,1.091603053,0.34351145,6.969465649,0,0,3890.78016
1.68E+18,-1.893798828,2,1.301025391,-6.58778626,6.061068702,12.81679389,0,0,3890.790144
1.68E+18,2,0.063720703,-0.744140625,3.557251908,10.23664122,19.09160305,0,0,3890.840064
1.68E+18,2,1.749938965,-0.319335938,12.92366412,7.183206107,22.96946565,0,0,3890.88
1.68E+18,-1.302246094,0.875488281,0.464111328,20.41221374,3.641221374,21.51145038,0,0,3951.960064
1.68E+18,-0.754882813,-0.345947266,0.079345703,18.0610687,0.610687023,21.36641221,0,0,3951.970048
1.68E+18,-0.202636719,-1.291748047,-0.454833984,15.57251908,0.442748092,18.42748092,0,0,3951.990016
1.68E+18,-1.021972656,0.140380859,-0.674072266,12.83206107,2.259541985,17.25954198,0,0,3952.009984
1.68E+18,-1.22265625,1.119873047,-0.665527344,12.93129771,3.938931298,15.4351145,0,0,3952.059904
1.68E+18,-1.427978516,1.844482422,-0.747802734,15.28244275,4.580152672,13.20610687,0,0,3952.059904
1.68E+18,-1.228759766,1.298583984,-0.56640625,16.47328244,4.213740458,11.52671756,0,0,4005.639936
1.68E+18,-0.953857422,0.064208984,-0.212158203,12.47328244,2.809160305,9.702290076,0,0,4005.64992
1.68E+18,-0.754882813,-0.616210938,-0.033691406,7.541984733,0.809160305,8.786259542,0,0,4005.680128
1.68E+18,-0.908691406,-0.537841797,-0.015380859,-0.572519084,-0.480916031,9.366412214,0,0,4005.690112
1.68E+18,-0.942871094,0.030761719,0.107177734,-4.374045802,-1.404580153,9.770992366,0,0,4005.700096
1.68E+18,-0.951416016,0.425292969,0.166015625,-6.152671756,-1.786259542,8.34351145,0,0,4005.730048
1.68E+18,-0.806396484,0.384033203,0.207763672,-6.381679389,-1.671755725,6.801526718,0,0,4054.220032
1.68E+18,-0.935546875,0.03515625,0.260498047,-4.984732824,-0.832061069,5.610687023,0,0,4054.24
1.68E+18,-1.014892578,-0.03515625,0.298095703,-3.122137405,-0.557251908,4.465648855,0,0,4054.24
1.68E+18,-0.944824219,-0.062011719,0.174316406,-1.236641221,-0.557251908,3.687022901,0,0,4054.279936
1.68E+18,-0.944091797,-0.215332031,0.15234375,0.519083969,-0.702290076,3.534351145,0,0,4054.28992
1.68E+18,-0.892578125,-0.392333984,0.091552734,1.022900763,-0.694656489,3.839694656,0,0,4099.990016
1.68E+18,-0.938476563,-0.44140625,0.021240234,1.091603053,-0.236641221,4.488549618,0,0,4100
1.68E+18,-0.984619141,-0.4453125,-0.016357422,0.702290076,0.580152672,5.335877863,0,0,4100.039936
1.68E+18,-1.015380859,-0.340820313,-0.044677734,0.229007634,1.190839695,6.267175573,0,0,4100.04992
1.68E+18,-0.925292969,-0.268310547,-0.063476563,-0.114503817,1.282442748,7,0,0,4100.080128
1.68E+18,-0.796386719,-0.319824219,0.012207031,-0.870229008,0.687022901,6.938931298,0,0,4145.019904
1.68E+18,-0.893798828,-0.335693359,0.0546875,-1,0.740458015,6.992366412,0,0,4145.040128
1.68E+18,-0.883056641,-0.271972656,0.178955078,-0.938931298,0.86259542,7.198473282,0,0,4145.050112
1.68E+18,-0.952636719,-0.030029297,0.123046875,0.045801527,1.20610687,7.335877863,0,0,4145.07008
1.68E+18,-0.930908203,-0.002197266,0.089111328,1.251908397,1.351145038,7.435114504,0,0,4192.339968
1.68E+18,-0.909912109,-0.183105469,0.034423828,1.435114504,1.473282443,7.648854962,0,0,4192.359936
1.68E+18,-0.935302734,-0.265380859,-0.037353516,1.229007634,1.671755725,8.167938931,0,0,4192.36992
1.68E+18,-0.934570313,-0.237548828,-0.062988281,0.801526718,1.809160305,8.687022901,0,0,4192.43008
1.68E+18,-0.931396484,-0.125976563,-0.123046875,0.702290076,1.885496183,8.938931298,0,0,4192.440064
1.68E+18,-0.949707031,-0.074951172,-0.1328125,0.847328244,1.961832061,9.061068702,0,0,4239.709952
1.68E+18,-0.939208984,-0.109863281,-0.157958984,0.885496183,1.984732824,9.282442748,0,0,4239.72992
1.68E+18,-0.956787109,-0.157958984,-0.131103516,0.954198473,2.022900763,9.572519084,0,0,4239.750144
1.68E+18,-0.940917969,-0.232421875,-0.104736328,0.763358779,2.007633588,10.19083969,0,0,4239.760128
1.68E+18,-0.961181641,-0.259033203,-0.078857422,0.641221374,2.061068702,11.02290076,0,0,4239.820032
1.68E+18,-0.947509766,-0.326171875,-0.006591797,0.297709924,2.236641221,12.07633588,0,0,4288.48
1.68E+18,-0.977539063,-0.373779297,0.044921875,0.259541985,2.526717557,13.32824427,0,0,4288.519936
1.68E+18,-0.961669922,-0.380371094,0.057617188,0.625954198,2.633587786,14.44274809,0,0,4288.54016
1.68E+18,-0.969482422,-0.270751953,0.054931641,1.557251908,2.687022901,15.36641221,0,0,4288.560128
1.68E+18,-0.999267578,-0.258056641,0.036621094,2.763358779,2.740458015,16.23664122,0,0,4338.919936
1.68E+18,-1.04296875,-0.316650391,-0.002197266,3.229007634,2.847328244,16.90839695,0,0,4338.92992
1.68E+18,-1.034667969,-0.260009766,-0.095214844,3.610687023,2.717557252,17.5648855,0,0,4338.970112
1.68E+18,-1.031982422,-0.064208984,-0.063232422,4.72519084,2.244274809,18.50381679,0,0,4338.980096
1.68E+18,-1.775878906,-0.261474609,0.071044922,5.908396947,3.022900763,18.58015267,0,0,4339.030016
1.68E+18,-1.384765625,-1.231201172,0.046142578,3.893129771,3.648854962,19.41984733,0,0,4396.59008
1.68E+18,-1.34765625,-0.7265625,-0.249755859,3.687022901,3.687022901,20.90076336,0,0,4396.620032
1.68E+18,-1.263671875,-0.657470703,-0.168701172,3.923664122,3.099236641,22.70992366,0,0,4396.630016
1.68E+18,-1.491455078,-0.961914063,-0.106445313,3.511450382,3.06870229,24.7480916,0,0,4396.64
1.68E+18,-1.569335938,-1.218994141,-0.088867188,1.809160305,3.312977099,26.96183206,0,0,4396.649984
1.68E+18,-1.506835938,-1.095214844,-0.097900391,0.366412214,3.496183206,29.02290076,0,0,4396.68992
1.68E+18,-1.3984375,-0.8046875,-0.067626953,-0.022900763,3.732824427,30.29770992,0,0,4444.019968
1.68E+18,-1.676025391,-0.441162109,-0.020996094,0.603053435,3.885496183,30.10687023,0,0,4444.06016
1.68E+18,-1.882080078,-0.482177734,-0.008789063,2.015267176,3.664122137,30.44274809,0,0,4444.06016
1.68E+18,-1.856933594,-0.365234375,-0.079345703,3.839694656,3.114503817,30.7480916,0,0,4444.16
1.68E+18,-1.844238281,-0.363769531,-0.208007813,4.702290076,2.122137405,30.3129771,0,0,4444.169984
1.68E+18,-1.779541016,-0.474121094,-0.119873047,4.381679389,1.435114504,29.45801527,0,0,4490.269952
1.68E+18,-1.613769531,-0.405273438,-0.019042969,4.175572519,1.435114504,28.87022901,0,0,4490.299904
1.68E+18,-1.582519531,-0.015869141,-0.001953125,4.732824427,1.839694656,28.18320611,0,0,4490.310144
1.68E+18,-1.490722656,0.612060547,0.117431641,5.145038168,1.847328244,25.67175573,0,0,4490.4
1.68E+18,-1.993408203,0.530761719,0.422363281,4.213740458,1.992366412,18.72519084,0,0,4490.409984
1.68E+18,-1.037353516,-0.098632813,0.329833984,-5.114503817,4.282442748,9.786259542,0,0,4539.869952
1.68E+18,1.248291016,1.999938965,-1.432373047,6.664122137,2.145038168,17.55725191,0,0,4539.879936
1.68E+18,-1.924560547,-1.218261719,1.429443359,2.702290076,1,-0.022900763,0,0,4539.899904
1.68E+18,-0.930664063,-1.374511719,-0.269287109,-4.145038168,3.435114504,-9.358778626,0,0,4539.920128
1.68E+18,0.204589844,-0.135742188,0.134277344,-4.72519084,2.183206107,-6.480916031,0,0,4584.740096
1.68E+18,-0.412109375,-0.285400391,-0.165283203,-2.549618321,2.160305344,-8.404580153,0,0,4584.760064
1.68E+18,-0.161132813,-0.474121094,0.041259766,-5.312977099,2.366412214,-11.09923664,0,0,4584.780032
1.68E+18,0.019287109,-0.010009766,-0.196289063,-5.572519084,2.312977099,-11.23664122,0,0,4584.790016
1.68E+18,-0.05859375,0.415771484,-0.315673828,-2.908396947,1.984732824,-12.98473282,0,0,4584.8
1.68E+18,-0.03515625,0.197509766,-0.196533203,-3.061068702,1.229007634,-15.48091603,0,0,4631.980032
1.68E+18,-0.094970703,0.508544922,-0.262451172,-2.435114504,0.893129771,-15.72519084,0,0,4632.009984
1.68E+18,-0.196044922,0.579589844,-0.203125,-0.946564885,0.625954198,-20.75572519,0,0,4632.039936
1.68E+18,-0.221679688,0.533203125,-0.163330078,-0.297709924,0.328244275,-21.70992366,0,0,4632.039936
1.68E+18,-0.205810547,0.526367188,-0.145019531,0.114503817,-0.236641221,-26.22137405,0,0,4632.04992
1.68E+18,-0.254150391,0.452148438,-0.142333984,0.511450382,-0.946564885,-28.81679389,0,0,4682.490112
1.68E+18,-0.256347656,0.268310547,-0.067382813,0.106870229,-1.511450382,-30.96183206,0,0,4682.520064
1.68E+18,-0.303955078,0.135986328,-0.027587891,-0.664122137,-1.86259542,-32.5648855,0,0,4682.530048
1.68E+18,-0.329101563,0.057861328,0.036132813,-1.755725191,-2.167938931,-33.72519084,0,0,4682.550016
1.68E+18,-0.379882813,0.050048828,0.014160156,-2.664122137,-2.305343511,-34.6870229,0,0,4682.589952
1.68E+18,-0.417724609,0.110839844,-0.018554688,-3.541984733,-2.625954198,-35.59541985,0,0,4738.67008
1.68E+18,-0.413330078,0.191650391,-0.060058594,-3.847328244,-3.122137405,-36.51145038,0,0,4738.690048
1.68E+18,-0.423828125,0.235351563,-0.08984375,-4.106870229,-4.145038168,-37.81679389,0,0,4738.710016
1.68E+18,-0.444335938,0.235351563,-0.103027344,-4.045801527,-4.580152672,-38.32824427,0,0,4738.749952
1.68E+18,-0.453369141,0.176757813,-0.097412109,-3.938931298,-5.297709924,-38.81679389,0,0,4738.749952
1.68E+18,-0.510986328,0.145263672,-0.114990234,-3.740458015,-6.175572519,-39.01526718,0,0,4738.78016
1.68E+18,-0.572753906,0.144287109,-0.143798828,-3.541984733,-7.114503817,-39.05343511,0,0,4788.68992
1.68E+18,-0.684570313,0.17578125,-0.182861328,-3.022900763,-7.893129771,-38.96946565,0,0,4788.710144
1.68E+18,-0.736572266,0.14453125,-0.177490234,-2.473282443,-8.847328244,-38.80916031,0,0,4788.730112
1.68E+18,-0.843994141,0.239257813,-0.196777344,-1.564885496,-9.603053435,-38.55725191,0,0,4788.740096
1.68E+18,-0.944335938,0.23046875,-0.182617188,0.160305344,-10.3129771,-38.48091603,0,0,4849.48992
1.68E+18,-1.118164063,0.211425781,-0.127685547,1.664122137,-10.48854962,-38.16030534,0,0,4849.50016
1.68E+18,-1.276855469,0.172607422,0.017333984,2.977099237,-10.3129771,-37.4351145,0,0,4849.50016
1.68E+18,-1.524414063,0.061035156,-0.010498047,3.93129771,-9.702290076,-36.11450382,0,0,4849.540096
1.68E+18,2,-0.013916016,0.28125,3.839694656,-7.526717557,-34.34351145,0,0,4849.560064
1.68E+18,2,-0.945556641,-0.156494141,1.198473282,-4.27480916,-26.49618321,0,0,4849.590016
1.68E+18,2,0.725585938,-0.045166016,2.816793893,-2.58778626,-19.70229008,0,0,4849.6
1.68E+18,2,0.5234375,-0.476074219,2.152671756,-0.015267176,-17.47328244,0,0,4894.24
1.68E+18,-1.198486328,0.497558594,-0.424072266,-0.58778626,-0.27480916,-12.29770992,0,0,4894.259968
1.68E+18,-1.053466797,0.451171875,-0.754638672,-0.061068702,-1.312977099,-7.282442748,0,0,4894.279936
1.68E+18,-1.579101563,-0.124023438,-0.55859375,-0.129770992,-0.740458015,-1.259541985,0,0,4894.310144
1.68E+18,2,-0.353515625,-0.343261719,-4.992366412,0.190839695,5.79389313,0,0,4943.58016
1.68E+18,2,-0.028564453,-0.078613281,-7.641221374,1.519083969,13.09923664,0,0,4943.600128
