%time,field.layout.data_offset,field.data0,field.data1,field.data2,field.data3,field.data4,field.data5,field.data6,field.data7,field.data8,field.data9,field.data10,field.data11,field.data12,field.data13,field.data14,field.data15,field.data16,field.data17,field.data18,field.data19,field.data20,field.data21,field.data22,field.data23,field.data24,field.data25,field.data26,field.data27,field.data28
1676077425132702700,0,77425.0,1.0,0.2638073265552521,0.0011283267522230744,0.42695352435112,16.0,1.1030223369598389,-0.03350432217121124,0.886806070804596,17.0,-4.430363178253174,-2.1278913021087646,1.2197988033294678,18.0,-1.4201321601867676,-0.26310989260673523,1.7271872758865356,20.0,-0.7778587341308594,0.5913666486740112,0.19418016076087952,21.0,-0.4095183312892914,0.4559435546398163,0.09942737966775894,22.0,-0.2851143777370453,0.07929426431655884,0.09733378142118454
1676077425147030700,0,77425.0,1.0,0.04452146962285042,-0.05209742859005928,0.6152063012123108,16.0,1.675944209098816,0.38064640760421753,1.2216124534606934,17.0,-4.290250301361084,-1.788817286491394,1.1084227561950684,18.0,-1.7892860174179077,-0.9415626525878906,1.7305299043655396,20.0,-0.5947932004928589,0.5345447063446045,0.38497838377952576,21.0,-0.48806408047676086,0.626639187335968,0.4090876877307892,22.0,-0.47490572929382324,0.3654490113258362,0.24741090834140778
1676077425150721700,0,77425.0,1.0,-0.12311343848705292,-0.17631494998931885,0.6436470746994019,16.0,2.6848814487457275,0.11893799901008606,1.0249965190887451,17.0,-3.7481014728546143,-1.4999589920043945,1.033307671546936,18.0,-1.579467535018921,-0.5783429145812988,1.918128252029419,20.0,-0.324525386095047,1.2069731950759888,0.477781742811203,21.0,-0.4689602553844452,0.32989177107810974,0.3691841661930084,22.0,-0.38879406452178955,0.23464561998844147,0.3853221833705902
1676077425161149400,0,77425.0,1.0,-0.32037562131881714,-0.17830798029899597,0.5640466809272766,16.0,2.247567892074585,1.096700668334961,0.831214964389801,17.0,-3.270244598388672,-1.1052716970443726,0.8551004528999329,18.0,-1.498222827911377,-0.6517967581748962,1.8396848440170288,20.0,0.4787192940711975,1.6059534549713135,0.4702718257904053,21.0,-0.45772218704223633,0.3920668661594391,0.5692650675773621,22.0,-0.21322140097618103,0.14794795215129852,0.19476734101772308
1676077425179142100,0,77425.0,1.0,-0.6521150469779968,0.12191792577505112,0.05407828465104103,16.0,1.3713669776916504,1.1067163944244385,0.2319875806570053,17.0,-2.630028247833252,-0.3474763333797455,0.22098736464977264,18.0,-1.5248363018035889,-0.9329560995101929,1.2742140293121338,20.0,0.1007017120718956,0.8575621247291565,0.1933102160692215,21.0,-0.7405986189842224,0.306246817111969,0.13356250524520874,22.0,-0.26456430554389954,0.10207124054431915,-0.060239531099796295
1676077425195160800,0,77425.0,1.0,-0.8886740803718567,0.6388261318206787,-0.49306076765060425,16.0,-0.4174968898296356,0.8081610798835754,-0.3097146153450012,17.0,-0.9527751207351685,0.5946818590164185,-0.11346136778593063,18.0,-0.6957059502601624,-0.8863561749458313,0.925025463104248,20.0,-0.7297161221504211,-0.04872464761137962,0.004930851515382528,21.0,-0.37688568234443665,0.2775391936302185,-0.24215035140514374,22.0,0.10496843606233597,-0.16600185632705688,0.008227001875638962
1676077425212693900,0,77425.0,1.0,-1.001950979232788,0.8350107073783875,-0.7120468020439148,16.0,-0.9987277388572693,0.2751433253288269,-0.650910496711731,17.0,0.4110662341117859,1.049560308456421,-0.00250921119004488,18.0,-0.2626625895500183,-0.770806074142456,1.039238452911377,20.0,-0.5573655962944031,0.4740067422389984,-0.07735444605350494,21.0,-0.6360433101654053,-0.014570417813956738,-0.3396075665950775,22.0,0.08051944524049759,-0.28840896487236023,-0.04902226850390434
1676077425235665800,0,77425.0,1.0,-1.151162028312683,0.9938488602638245,-0.8721665740013123,16.0,-2.3218064308166504,1.89889395236969,-0.8366604447364807,17.0,2.4866585731506348,1.4220646619796753,0.3747002184391022,18.0,-1.504263162612915,-1.2313032150268555,0.9611443281173706,20.0,-0.3566332161426544,0.40721431374549866,-0.11692779511213303,21.0,-0.8896480798721313,-0.1730407029390335,-0.1412390172481537,22.0,0.03954796865582466,-0.022188670933246613,-0.13949772715568542
1676077425240241400,0,77425.0,1.0,-1.2189223766326904,0.910125732421875,-0.8136945366859436,16.0,-3.733884811401367,1.336745023727417,-0.8900240063667297,17.0,2.7116265296936035,1.4066282510757446,-0.09356287121772766,18.0,-2.1506266593933105,-1.6982227563858032,0.14270465075969696,20.0,-0.24649325013160706,0.60182124376297,-0.1286388337612152,21.0,-1.0301235914230347,-0.1984909325838089,-0.05541505664587021,22.0,-0.01123613677918911,0.09048425406217575,0.1792152374982834
1676077425250354500,0,77425.0,1.0,-1.2414069175720215,0.6456220149993896,-0.6884221434593201,16.0,-2.1150975227355957,1.9054471254348755,-1.4131971597671509,17.0,2.506950855255127,1.0816857814788818,-0.4550524055957794,18.0,-3.167227029800415,-1.9470422267913818,-1.5808398723602295,20.0,-0.10519319772720337,0.37884286046028137,-0.09804143011569977,21.0,-1.186075210571289,-0.29689329862594604,-0.08907301723957062,22.0,-0.05778152495622635,-0.07780159264802933,-0.017646949738264084
