%time,field.mx,field.my,field.fz,
1.67608E+18,-28,32,-217.56,6353.320192
1.67608E+18,-26,35,-221.48,6353.39008
1.67608E+18,-24,39,-225.4,6353.400064
1.67608E+18,-14,37,-211.68,6353.400064
1.67608E+18,6,5,-194.04,6353.410048
1.67608E+18,-8,39,-201.88,6353.410048
1.67608E+18,-31,63,-215.6,6353.460224
1.67608E+18,-30,63,-213.64,6353.470208
1.67608E+18,-36,92,-219.52,6353.480192
1.67608E+18,-58,216,-243.04,6419.95008
1.67608E+18,-35,101,-207.76,6419.960064
1.67608E+18,-22,75,-192.08,6419.970048
1.67608E+18,-26,85,-162.68,6419.990016
1.67608E+18,-46,60,-109.76,6420.009984
1.67608E+18,-49,-184,54.88,6470.790144
1.67608E+18,46,-155,274.4,6470.820096
1.67608E+18,134,-91,429.24,6470.83008
1.67608E+18,188,-80,513.52,6470.840064
1.67608E+18,182,-109,554.68,6470.850048
1.67608E+18,154,-173,574.28,6515.610112
1.67608E+18,130,-241,584.08,6515.640064
1.67608E+18,134,-286,603.68,6515.670016
1.67608E+18,169,-295,631.12,6515.689984
1.67608E+18,223,-275,656.6,6515.74016
1.67608E+18,290,-235,664.44,6515.79008
1.67608E+18,350,-203,664.44,6563.290112
1.67608E+18,387,-182,650.72,6563.300096
1.67608E+18,414,-138,623.28,6563.320064
1.67608E+18,429,-75,589.96,6563.330048
1.67608E+18,434,-13,556.64,6563.340032
1.67608E+18,438,45,527.24,6610.120192
1.67608E+18,439,99,501.76,6610.14016
1.67608E+18,436,147,476.28,6610.210048
1.67608E+18,420,182,452.76,6610.220032
1.67608E+18,393,209,427.28,6610.230016
1.67608E+18,368,227,405.72,6655.750144
1.67608E+18,344,241,395.92,6655.770112
1.67608E+18,321,257,388.08,6655.780096
1.67608E+18,293,289,378.28,6655.810048
1.67608E+18,280,317,376.32,6700.140032
1.67608E+18,281,350,384.16,6700.16
1.67608E+18,284,385,390.04,6700.200192
1.67608E+18,293,417,399.84,6747.810048
1.67608E+18,305,448,411.6,6747.84
1.67608E+18,316,479,419.44,6747.84
1.67608E+18,324,512,429.24,6747.880192
1.67608E+18,328,546,433.16,6747.930112
1.67608E+18,330,580,431.2,6747.940096
1.67608E+18,331,618,429.24,6809.590016
1.67608E+18,330,658,421.4,6809.61024
1.67608E+18,331,697,411.6,6809.630208
1.67608E+18,334,735,401.8,6809.650176
1.67608E+18,339,776,390.04,6854.770176
1.67608E+18,341,816,374.36,6854.790144
1.67608E+18,345,861,360.64,6854.800128
1.67608E+18,350,907,348.88,6854.810112
1.67608E+18,350,952,331.24,6854.88
1.67608E+18,347,994,319.48,6899.460096
1.67608E+18,339,1041,299.88,6899.480064
1.67608E+18,334,1087,280.28,6899.480064
1.67608E+18,337,1129,258.72,6899.490048
1.67608E+18,357,1163,248.92,6946.590208
1.67608E+18,357,1195,237.16,6946.610176
1.67608E+18,356,1210,231.28,6946.640128
1.67608E+18,344,1210,221.48,6946.650112
1.67608E+18,331,1197,203.84,6946.660096
1.67608E+18,309,1161,176.4,7002.160128
1.67608E+18,279,1089,147,7002.170112
1.67608E+18,241,992,113.68,7002.170112
1.67608E+18,202,892,72.52,7002.200064
1.67608E+18,160,776,27.44,7002.210048
1.67608E+18,124,647,-13.72,7002.230016
1.67608E+18,89,524,-52.92,7060.49024
1.67608E+18,57,412,-82.32,7060.520192
1.67608E+18,30,318,-105.84,7060.54016
1.67608E+18,2,235,-129.36,7060.560128
1.67608E+18,-20,154,-147,7060.580096
1.67608E+18,-39,74,-158.76,7115.590144
1.67608E+18,-45,7,-166.6,7115.620096
1.67608E+18,-40,-28,-174.44,7115.640064
1.67608E+18,-37,-4,-188.16,7115.650048
1.67608E+18,-74,-133,-184.24,7165.320192
1.67608E+18,-61,-114,-176.4,7165.34016
1.67608E+18,-27,-13,-176.4,7165.34016
1.67608E+18,-22,-15,-176.4,7165.350144
1.67608E+18,-18,-29,-172.48,7165.350144
1.67608E+18,-29,6,-176.4,7165.350144
1.67608E+18,-30,-1,-178.36,7165.380096
1.67608E+18,-32,-8,-176.4,7224.75008
1.67608E+18,-37,-2,-178.36,7224.770048
1.67608E+18,-38,-4,-178.36,7224.790016
1.67608E+18,-39,-9,-180.32,7224.809984
1.67608E+18,-36,-7,-178.36,7224.820224
1.67608E+18,-37,-11,-180.32,7283.560192
1.67608E+18,-33,-10,-180.32,7283.58016
1.67608E+18,-33,-7,-180.32,7283.600128
1.67608E+18,-36,-3,-184.24,7283.63008
1.67608E+18,-38,-1,-186.2,7283.640064
1.67608E+18,-37,1,-186.2,7283.660032
1.67608E+18,-42,3,-188.16,7283.670016
1.67608E+18,-42,5,-190.12,7283.700224
1.67608E+18,-40,8,-192.08,7328.630016
1.67608E+18,-39,10,-194.04,7328.65024
1.67608E+18,-38,13,-196,7328.670208
1.67608E+18,-36,15,-197.96,7328.70016
1.67608E+18,-35,16,-199.92,7328.770048
1.67608E+18,-35,16,-203.84,7374.73024
1.67608E+18,-34,19,-205.8,7374.760192
1.67608E+18,-29,23,-205.8,7374.78016
1.67608E+18,-28,26,-211.68,7374.78016
1.67608E+18,-26,27,-211.68,7374.800128
1.67608E+18,-23,29,-213.64,7419.58016
1.67608E+18,-20,34,-215.6,7419.600128
1.67608E+18,-15,39,-211.68,7419.620096
1.67608E+18,8,22,-184.24,7419.63008
1.67608E+18,0,-2,-182.28,7419.660032
1.67608E+18,-28,47,-201.88,7466.729984
1.67608E+18,-31,57,-205.8,7466.740224
1.67608E+18,-56,70,-219.52,7466.770176
1.67608E+18,-87,121,-231.28,7466.78016
1.67608E+18,-49,147,-217.56,7514.610176
1.67608E+18,-5,92,-196,7514.630144
1.67608E+18,-7,81,-182.28,7514.650112
1.67608E+18,-15,82,-160.72,7514.660096
1.67608E+18,-7,42,-109.76,7561.260032
1.67608E+18,-29,-215,50.96,7561.310208
1.67608E+18,68,-228,346.92,7561.320192
1.67608E+18,177,-151,550.76,7561.330176
1.67608E+18,256,-78,660.52,7561.350144
1.67608E+18,235,-50,686,7609.100032
1.67608E+18,178,-96,687.96,7609.12
1.67608E+18,123,-174,672.28,7609.12
1.67608E+18,90,-240,670.32,7609.129984
1.67608E+18,90,-273,670.32,7655.270144
1.67608E+18,118,-269,666.4,7655.290112
1.67608E+18,171,-240,666.4,7703.47008
1.67608E+18,237,-206,670.32,7772.740096
1.67608E+18,289,-186,670.32,7772.760064
1.67608E+18,325,-155,654.64,7772.770048
1.67608E+18,351,-99,625.24,7772.840192
1.67608E+18,370,-38,597.8,7772.840192
1.67608E+18,375,25,564.48,7772.900096
1.67608E+18,366,96,523.32,7772.91008
1.67608E+18,352,150,484.12,7773.050112
1.67608E+18,332,182,450.8,7773.060096
1.67608E+18,308,202,423.36,7773.07008
1.67608E+18,287,215,399.84,7773.07008
1.67608E+18,273,227,384.16,7821.590016
1.67608E+18,256,254,366.52,7821.6
1.67608E+18,241,281,360.64,7821.609984
1.67608E+18,241,303,364.56,7821.620224
1.67608E+18,261,342,362.6,7821.630208
1.67608E+18,287,376,376.32,7821.650176
1.67608E+18,305,402,393.96,7869.910016
1.67608E+18,320,432,403.76,7869.929984
1.67608E+18,330,466,405.72,7869.950208
1.67608E+18,334,502,407.68,7869.970176
1.67608E+18,338,539,411.6,7870.010112
1.67608E+18,338,575,411.6,7916.740096
1.67608E+18,337,612,409.64,7916.770048
1.67608E+18,336,653,403.76,7916.81024
1.67608E+18,332,693,399.84,7916.820224
1.67608E+18,331,736,390.04,7916.830208
1.67608E+18,333,780,382.2,7962.220032
1.67608E+18,342,825,376.32,7962.260224
1.67608E+18,354,871,366.52,7962.280192
1.67608E+18,371,921,356.72,7962.280192
1.67608E+18,384,970,344.96,8047.84
1.67608E+18,396,1023,329.28,8097.12
1.67608E+18,401,1072,309.68,8097.170176
1.67608E+18,406,1118,290.08,8097.210112
1.67608E+18,406,1160,270.48,8097.220096
1.67608E+18,416,1196,258.72,8097.23008
1.67608E+18,433,1223,254.8,8097.29024
1.67608E+18,438,1249,250.88,8097.350144
1.67608E+18,435,1260,245,8097.380096
1.67608E+18,424,1276,231.28,8097.449984
1.67608E+18,407,1266,215.6,8097.470208
1.67608E+18,383,1220,192.08,8097.480192
1.67608E+18,350,1137,162.68,8146.409984
1.67608E+18,308,1040,129.36,8146.480128
1.67608E+18,265,937,90.16,8146.500096
1.67608E+18,226,819,50.96,8146.520064
1.67608E+18,187,684,13.72,8146.540032
1.67608E+18,155,550,-13.72,8146.590208
1.67608E+18,119,427,-43.12,8194.35008
1.67608E+18,82,318,-70.56,8194.360064
1.67608E+18,46,222,-92.12,8194.409984
1.67608E+18,11,137,-109.76,8241.320192
1.67608E+18,-22,53,-123.48,8241.34016
1.67608E+18,-45,-16,-137.2,8241.350144
1.67608E+18,-53,-51,-150.92,8241.370112
1.67608E+18,-47,-27,-170.52,8241.420032
1.67608E+18,-32,-107,-160.72,8241.430016
1.67608E+18,-73,-129,-172.48,8241.480192
1.67608E+18,-45,-13,-174.44,8287.04
1.67608E+18,-48,-17,-180.32,8287.070208
1.67608E+18,-49,-17,-174.44,8287.070208
1.67608E+18,-35,2,-172.48,8287.10016
1.67608E+18,-29,-3,-172.48,8339.650048
1.67608E+18,-29,-5,-170.52,8339.689984
1.67608E+18,-28,1,-172.48,8339.700224
1.67608E+18,-25,1,-172.48,8339.750144
1.67608E+18,-27,-6,-176.4,8339.780096
1.67608E+18,-30,-6,-176.4,8393.730048
1.67608E+18,-35,-5,-180.32,8393.750016
1.67608E+18,-34,0,-180.32,8393.76
1.67608E+18,-31,3,-180.32,8393.76
1.67608E+18,-29,4,-182.28,8393.769984
1.67608E+18,-27,7,-180.32,8393.769984
1.67608E+18,-26,11,-182.28,8393.810176
1.67608E+18,-26,15,-184.24,8440.790016
1.67608E+18,-31,13,-186.2,8440.809984
1.67608E+18,-33,14,-188.16,8440.809984
1.67608E+18,-35,14,-188.16,8440.830208
1.67608E+18,-38,13,-190.12,8485.66016
1.67608E+18,-38,16,-190.12,8485.680128
1.67608E+18,-39,17,-192.08,8485.690112
1.67608E+18,-37,22,-194.04,8485.750016
1.67608E+18,-37,22,-196,8485.76
1.67608E+18,-36,23,-197.96,8485.76
1.67608E+18,-33,24,-196,8532.840192
1.67608E+18,-30,27,-197.96,8532.86016
1.67608E+18,-28,31,-201.88,8532.870144
1.67608E+18,-28,32,-201.88,8532.91008
1.67608E+18,-26,31,-205.8,8593.220096
1.67608E+18,-24,30,-205.8,8593.23008
1.67608E+18,-23,33,-207.76,8593.240064
1.67608E+18,-19,37,-201.88,8593.28
1.67608E+18,-7,17,-188.16,8640.350208
1.67608E+18,-11,17,-186.2,8640.38016
1.67608E+18,-25,48,-197.96,8640.390144
1.67608E+18,-28,48,-201.88,8640.390144
1.67608E+18,-25,52,-199.92,8640.400128
1.67608E+18,-34,71,-205.8,8686.840064
1.67608E+18,-40,171,-227.36,8686.860032
1.67608E+18,-21,80,-199.92,8686.870016
1.67608E+18,-21,58,-188.16,8686.94016
1.67608E+18,-20,74,-176.4,8686.99008
1.67608E+18,5,85,-133.28,8737.950208
1.67608E+18,39,-93,-31.36,8737.970176
1.67608E+18,115,-200,239.12,8737.98016
1.67608E+18,251,-172,493.92,8738.040064
1.67608E+18,346,-107,642.88,8738.089984
1.67608E+18,309,-61,676.2,8793.670144
1.67608E+18,199,-87,660.52,8793.680128
1.67608E+18,91,-135,629.16,8793.680128
1.67608E+18,7,-208,605.64,8793.690112
1.67608E+18,-22,-265,607.6,8793.700096
1.67608E+18,8,-310,631.12,8873.590016
1.67608E+18,65,-344,666.4,8929.12
1.67608E+18,112,-358,680.12,8929.140224
1.67608E+18,148,-355,672.28,8929.170176
1.67608E+18,178,-340,652.68,8929.190144
1.67608E+18,209,-317,640.92,8929.190144
1.67608E+18,244,-288,637,8929.23008
1.67608E+18,275,-252,635.04,8929.23008
1.67608E+18,292,-203,627.2,8929.260032
1.67608E+18,306,-154,619.36,8929.300224
1.67608E+18,325,-107,613.48,8929.310208
1.67608E+18,326,-59,609.56,8929.320192
1.67608E+18,300,-18,593.88,8979.070208
1.67608E+18,266,8,574.28,8979.090176
1.67608E+18,236,27,560.56,8979.120128
1.67608E+18,215,45,552.72,8979.120128
1.67608E+18,201,64,546.84,8979.2
1.67608E+18,193,91,542.92,9024.91008
1.67608E+18,188,125,537.04,9024.940032
1.67608E+18,192,159,529.2,9024.950016
1.67608E+18,202,187,525.28,9024.980224
1.67608E+18,217,205,525.28,9025.040128
1.67608E+18,229,224,521.36,9073.12
1.67608E+18,241,233,525.28,9073.140224
1.67608E+18,249,239,527.24,9073.140224
1.67608E+18,256,245,529.2,9073.18016
1.67608E+18,257,248,533.12,9073.190144
1.67608E+18,257,260,529.2,9073.200128
1.67608E+18,272,284,523.32,9119.290112
1.67608E+18,282,305,531.16,9119.31008
1.67608E+18,285,325,533.12,9119.320064
1.67608E+18,285,351,531.16,9119.350016
1.67608E+18,280,374,525.28,9119.380224
1.67608E+18,271,397,523.32,9119.400192
1.67608E+18,260,422,515.48,9165.92
1.67608E+18,247,446,501.76,9165.940224
1.67608E+18,233,469,482.16,9165.960192
1.67608E+18,220,489,462.56,9165.970176
1.67608E+18,207,510,439.04,9215.05024
1.67608E+18,200,531,415.52,9273.040128
1.67608E+18,192,550,388.08,9273.050112
1.67608E+18,186,567,356.72,9273.050112
1.67608E+18,180,583,323.4,9273.129984
1.67608E+18,172,598,288.12,9273.129984
1.67608E+18,166,609,252.84,9273.240064
1.67608E+18,158,611,219.52,9273.270016
1.67608E+18,156,609,188.16,9273.270016
1.67608E+18,157,601,158.76,9273.320192
1.67608E+18,157,584,139.16,9318.390016
1.67608E+18,144,558,115.64,9318.4
1.67608E+18,125,522,86.24,9318.440192
1.67608E+18,106,486,58.8,9318.450176
1.67608E+18,88,445,33.32,9318.480128
1.67608E+18,73,397,7.84,9365.410048
1.67608E+18,61,346,-17.64,9365.45024
1.67608E+18,53,295,-41.16,9365.460224
1.67608E+18,44,245,-64.68,9365.470208
1.67608E+18,35,198,-82.32,9365.510144
1.67608E+18,27,155,-96.04,9412.510208
1.67608E+18,20,116,-107.8,9412.530176
1.67608E+18,14,83,-117.6,9458.490112
1.67608E+18,9,60,-125.44,9458.51008
1.67608E+18,0,41,-133.28,9458.520064
1.67608E+18,-10,25,-141.12,9458.530048
1.67608E+18,-18,16,-147,9458.540032
1.67608E+18,-22,13,-154.84,9458.56
1.67608E+18,-27,9,-162.68,9509.07008
1.67608E+18,-33,9,-166.6,9567.650048
1.67608E+18,-36,8,-174.44,9567.670016
1.67608E+18,-37,9,-174.44,9567.68
1.67608E+18,-38,10,-178.36,9567.800064
1.67608E+18,-36,10,-174.44,9567.810048
1.67608E+18,-36,7,-172.48,9567.810048
1.67608E+18,-35,3,-170.52,9567.830016
1.67608E+18,-25,-6,-166.6,9567.84
1.67608E+18,-29,-4,-168.56,9567.849984
1.67608E+18,-33,1,-170.52,9567.880192
