%time,field.accel_x,field.accel_y,field.accel_z,field.gyro_x,field.gyro_y,field.gyro_z,field.state,field.swing_time,
1.67608E+18,-0.380371094,0.267578125,-0.151123047,-7.015267176,-3.694656489,-28.67175573,0,0,1347.700224
1.67608E+18,-0.379150391,0.250732422,-0.172607422,-6.610687023,-4.221374046,-29.64885496,0,0,1394.600192
1.67608E+18,-0.407714844,0.280273438,-0.174804688,-6.129770992,-4.832061069,-30.58778626,0,0,1394.630144
1.67608E+18,-0.437744141,0.304199219,-0.166503906,-5.488549618,-5.458015267,-31.6259542,0,0,1394.660096
1.67608E+18,-0.493164063,0.286865234,-0.176025391,-5.335877863,-6.030534351,-32.13740458,0,0,1394.680064
1.67608E+18,-0.544677734,0.239013672,-0.187255859,-4.961832061,-6.687022901,-32.58015267,0,0,1394.700032
1.67608E+18,-0.633056641,0.216552734,-0.236083984,-4.496183206,-7.374045802,-32.78625954,0,0,1440.300032
1.67608E+18,-0.692871094,0.209960938,-0.261474609,-3.900763359,-8.13740458,-32.8778626,0,0,1440.310016
1.67608E+18,-0.741943359,0.246337891,-0.263671875,-3.175572519,-8.847328244,-33.08396947,0,0,1440.310016
1.67608E+18,-0.774169922,0.291015625,-0.259277344,-2.290076336,-9.450381679,-33.48091603,0,0,1440.33024
1.67608E+18,-0.840820313,0.347900391,-0.21484375,-1.229007634,-9.916030534,-34,0,0,1440.390144
1.67608E+18,-0.901855469,0.330078125,-0.198730469,0.183206107,-9.954198473,-34.32061069,0,0,1499.700224
1.67608E+18,-0.950927734,0.279052734,-0.141357422,1.824427481,-9.625954198,-34.11450382,0,0,1499.730176
1.67608E+18,-1.009033203,0.166992188,-0.103515625,3.328244275,-9,-33.22137405,0,0,1499.750144
1.67608E+18,-1.084472656,0.140625,-0.098876953,4.93129771,-8.41221374,-31.51145038,0,0,1499.760128
1.67608E+18,-1.190673828,0.183349609,-0.062011719,6.351145038,-8.053435115,-29.74045802,0,0,1499.770112
1.67608E+18,-1.594726563,0.009521484,-0.063232422,6.992366412,-7.694656489,-27.9389313,0,0,1499.84
1.67608E+18,-1.803222656,-0.099365234,-0.019287109,6.58778626,-6.977099237,-26.08396947,0,0,1547.720192
1.67608E+18,-1.816650391,-0.432861328,0.156982422,4.221374046,-6.358778626,-23.71755725,0,0,1547.750144
1.67608E+18,-1.890136719,-0.329345703,0.051025391,1.984732824,-4.885496183,-21.03053435,0,0,1547.760128
1.67608E+18,-1.848876953,-0.562744141,0.084472656,-1.351145038,-3.816793893,-18.19083969,0,0,1547.810048
1.67608E+18,-1.770751953,-0.468994141,-0.109619141,-3.595419847,-2.541984733,-13.90076336,0,0,1603.340032
1.67608E+18,-1.386962891,-0.081787109,-0.006347656,-4.900763359,-2.526717557,-9.091603053,0,0,1603.369984
1.67608E+18,-1.333496094,0.110839844,-0.238769531,-5.259541985,-2.541984733,-4.717557252,0,0,1603.400192
1.67608E+18,-1.26953125,0.072021484,-0.114746094,-6.175572519,-3.488549618,-0.832061069,0,0,1603.410176
1.67608E+18,-1.267089844,-0.100585938,0.055664063,-8.259541985,-4.20610687,2.488549618,0,0,1603.450112
1.67608E+18,2,-0.274414063,-0.030761719,-10.42748092,-3.335877863,5.816793893,0,0,1658.409984
1.67608E+18,-1.838623047,0.442138672,-0.783447266,-9.404580153,0.053435115,15.51145038,0,0,1658.420224
1.67608E+18,2,0.966064453,0.465576172,-10.5648855,0.534351145,19.01526718,0,0,1658.430208
1.67608E+18,-1.249023438,1.999938965,-0.692626953,-5.175572519,3.183206107,18.70992366,0,0,1658.440192
1.67608E+18,-1.743408203,0.298095703,-0.208251953,-3.778625954,3.328244275,16.22137405,0,0,1658.46016
1.67608E+18,-0.974121094,0.107421875,-0.530761719,-1.511450382,1.992366412,15.08396947,0,0,1658.480128
1.67608E+18,-0.764648438,-0.632568359,-0.374511719,-1.091603053,1.290076336,14.2519084,0,0,1706.110208
1.67608E+18,-0.430664063,-0.732421875,-0.010253906,-1.946564885,0.244274809,13.69465649,0,0,1706.14016
1.67608E+18,-1.056396484,0.208007813,0.079833984,2.435114504,0.229007634,13.35877863,0,0,1706.170112
1.67608E+18,-1.438720703,1.254638672,0.041015625,6.389312977,1.442748092,12.65648855,0,0,1706.220032
1.67608E+18,-1.121826172,0.905517578,0.03125,11.04580153,2.152671756,11.35114504,0,0,1706.230016
1.67608E+18,-0.896240234,0.257324219,-0.168212891,9.93129771,1.984732824,9.770992366,0,0,1763.960064
1.67608E+18,-0.963623047,-0.046386719,-0.213867188,9.732824427,1.86259542,9.366412214,0,0,1763.970048
1.67608E+18,-0.921630859,-0.053955078,0.056884766,4.106870229,0.847328244,9.335877863,0,0,1763.980032
1.67608E+18,-0.878173828,-0.263671875,0.006835938,1.717557252,0.129770992,8.358778626,0,0,1764
1.67608E+18,-0.884033203,-0.094970703,0.032958984,-3.053435115,-0.610687023,7.671755725,0,0,1764.050176
1.67608E+18,-1.0859375,0.214599609,0.085205078,-3.778625954,-0.320610687,6.900763359,0,0,1764.100096
1.67608E+18,-0.995605469,0.275146484,0.113525391,-3.961832061,0.229007634,7.687022901,0,0,1811.870208
1.67608E+18,-0.958984375,0.107666016,0.064697266,-3.305343511,0.740458015,4.65648855,0,0,1811.880192
1.67608E+18,-0.961425781,-0.111816406,0.113037109,-1.961832061,1.076335878,4.305343511,0,0,1811.940096
1.67608E+18,-0.966064453,-0.337158203,0.155273438,-1.496183206,1.160305344,4.633587786,0,0,1811.940096
1.67608E+18,-0.976318359,-0.3046875,0.079589844,-0.839694656,1.213740458,5.106870229,0,0,1811.980032
1.67608E+18,-0.936279297,-0.332763672,0.059814453,-0.572519084,1.167938931,5.496183206,0,0,1870.120192
1.67608E+18,-0.965576172,-0.282958984,-0.005371094,-0.259541985,1.251908397,5.763358779,0,0,1870.130176
1.67608E+18,-0.812011719,-0.284667969,-0.079345703,-0.358778626,0.992366412,5.595419847,0,0,1870.14016
1.67608E+18,-0.906982422,-0.189453125,-0.115478516,-0.145038168,1.022900763,5.534351145,0,0,1870.150144
1.67608E+18,-0.946289063,-0.189697266,-0.029785156,0.374045802,1.190839695,5.778625954,0,0,1870.150144
1.67608E+18,-0.935546875,-0.168212891,-0.020507813,0.450381679,1.27480916,6.061068702,0,0,1870.200064
1.67608E+18,-0.927734375,-0.165039063,0,0.679389313,1.320610687,6.20610687,0,0,1930.440192
1.67608E+18,-0.916015625,-0.182617188,0.058105469,0.488549618,1.297709924,6.198473282,0,0,1930.520064
1.67608E+18,-0.940185547,-0.052246094,0.053222656,0.648854962,1.396946565,6.221374046,0,0,1930.530048
1.67608E+18,-0.948486328,-0.009277344,0.044921875,0.877862595,1.503816794,6.160305344,0,0,1930.540032
1.67608E+18,-0.942382813,-0.022949219,0.001464844,0.984732824,1.740458015,6.007633588,0,0,1930.540032
1.67608E+18,-0.9375,-0.028808594,-0.030029297,0.977099237,1.847328244,5.816793893,0,0,1930.550016
1.67608E+18,-0.944824219,0.016113281,-0.074707031,1.053435115,1.908396947,5.687022901,0,0,1978.430208
1.67608E+18,-0.945800781,-0.009277344,-0.107910156,1.083969466,1.885496183,5.557251908,0,0,1978.440192
1.67608E+18,-0.948242188,-0.032470703,-0.127441406,0.870229008,1.854961832,5.458015267,0,0,1978.450176
1.67608E+18,-0.938720703,-0.047851563,-0.129394531,0.595419847,1.786259542,5.435114504,0,0,1978.480128
1.67608E+18,-0.965820313,-0.046386719,-0.122314453,0.312977099,1.755725191,5.526717557,0,0,2021.350144
1.67608E+18,-0.958984375,-0.083007813,-0.120361328,0.20610687,1.702290076,5.709923664,0,0,2021.370112
1.67608E+18,-0.964599609,-0.106201172,-0.113769531,0.045801527,1.786259542,5.893129771,0,0,2021.380096
1.67608E+18,-0.960449219,-0.140380859,-0.097412109,-0.045801527,1.832061069,6.236641221,0,0,2021.420032
1.67608E+18,-0.955566406,-0.167236328,-0.039794922,0,1.900763359,6.603053435,0,0,2021.480192
1.67608E+18,-0.970947266,-0.231689453,-0.011962891,-0.099236641,2.160305344,7.366412214,0,0,2069.570048
1.67608E+18,-0.981933594,-0.224365234,0.029785156,0.152671756,2.335877863,8.160305344,0,0,2069.580032
1.67608E+18,-0.995117188,-0.311279297,0.077880859,0.053435115,2.557251908,9.13740458,0,0,2069.590016
1.67608E+18,-1.010742188,-0.342285156,0.071044922,0.404580153,2.801526718,10.23664122,0,0,2069.620224
1.67608E+18,-1.012939453,-0.377685547,0.086669922,0.839694656,2.969465649,11.38167939,0,0,2069.620224
1.67608E+18,-1.052490234,-0.414550781,0.071044922,1.564885496,3.13740458,12.51908397,0,0,2123.68
1.67608E+18,-1.060058594,-0.424072266,0.003417969,2.34351145,3.213740458,13.59541985,0,0,2123.689984
1.67608E+18,-1.080810547,-0.383300781,-0.047851563,3.152671756,3.351145038,14.40458015,0,0,2123.700224
1.67608E+18,-1.086425781,-0.279541016,-0.047851563,4.404580153,3.282442748,15.06870229,0,0,2123.74016
1.67608E+18,-1.468017578,-0.145996094,0.197998047,6.717557252,3.473282443,15.87022901,0,0,2123.74016
1.67608E+18,-1.338378906,-0.856445313,0.189453125,6.20610687,4.213740458,16.9389313,0,0,2184.150016
1.67608E+18,-1.423095703,-0.696044922,-0.037841797,5.778625954,4.511450382,18.22137405,0,0,2184.22016
1.67608E+18,-1.425292969,-0.780517578,0.043945313,5.374045802,4.427480916,19.67175573,0,0,2184.22016
1.67608E+18,-1.579345703,-0.782714844,0.006347656,5.251908397,4.58778626,21.25954198,0,0,2184.260096
1.67608E+18,-1.510498047,-0.977050781,-0.003662109,4.702290076,4.786259542,22.82442748,0,0,2184.27008
1.67608E+18,-1.480224609,-0.881103516,-0.074462891,4.572519084,5.221374046,23.83206107,0,0,2184.290048
1.67608E+18,-1.551513672,-0.8203125,-0.065429688,4.41221374,5.458015267,24.32061069,0,0,2289.240064
1.67608E+18,-1.44140625,-0.612304688,-0.021484375,4.389312977,6.106870229,25.3129771,0,0,2289.260032
1.67608E+18,-1.582275391,-0.28515625,0.077636719,4.977099237,6.061068702,26.05343511,0,0,2289.270016
1.67608E+18,-1.572265625,-0.127197266,0.047851563,6.030534351,5.541984733,26.2519084,0,0,2289.300224
1.67608E+18,-1.643798828,-0.145507813,-0.098632813,7.083969466,5.038167939,25.96946565,0,0,2289.320192
1.67608E+18,-1.709228516,-0.374511719,-0.235351563,6.816793893,4.961832061,25.22900763,0,0,2289.350144
1.67608E+18,-1.670654297,-0.339111328,-0.125244141,6.198473282,5.099236641,24.20610687,0,0,2289.360128
1.67608E+18,-1.564453125,-0.056396484,-0.057617188,6.129770992,5.282442748,23.76335878,0,0,2289.360128
1.67608E+18,-1.426269531,0.460693359,-0.0078125,6.175572519,4.625954198,22.58015267,0,0,2289.380096
1.67608E+18,2,0.824462891,0.413818359,4.442748092,3.93129771,17.51908397,0,0,2289.400064
1.67608E+18,-0.737548828,-0.242431641,0.248779297,-2.58778626,7.488549618,10.66412214,0,0,2412.27008
1.67608E+18,-0.798583984,1.17578125,-0.819580078,4.816793893,7.748091603,14.70229008,0,0,2412.290048
1.67608E+18,-1.228515625,0.110351563,0.927978516,0.618320611,2.839694656,4.72519084,0,0,2412.290048
1.67608E+18,-0.817626953,0.455566406,-0.269775391,-5.015267176,3.603053435,-0.038167939,0,0,2412.329984
1.67608E+18,-0.010742188,0.07421875,-0.126953125,-4.022900763,1.34351145,0.061068702,0,0,2412.340224
1.67608E+18,-0.295898438,-0.472412109,0.025390625,-7.595419847,1.175572519,-3.053435115,0,0,2412.400128
1.67608E+18,-0.238525391,-0.624511719,0.088134766,-10.25954198,0.748091603,-4.389312977,0,0,2412.450048
1.67608E+18,0.014648438,0.106689453,-0.390136719,-8.839694656,0.809160305,-4.351145038,0,0,2412.470016
