%time,field.accel_x,field.accel_y,field.accel_z,field.gyro_x,field.gyro_y,field.gyro_z,field.state,field.swing_time,
1.67608E+18,-0.234130859,0.62109375,-0.132568359,-5.832061069,0.305343511,-7.091603053,0,0,2412.530176
1.67608E+18,-0.2734375,0.288818359,-0.144287109,-7.007633588,-0.13740458,-10.71755725,0,0,2412.54016
1.67608E+18,-0.419433594,0.601806641,-0.342773438,-4.625954198,0.374045802,-11.75572519,0,0,2412.570112
1.67608E+18,-0.393554688,0.391845703,-0.199462891,-3.229007634,0.015267176,-16,0,0,2412.580096
1.67608E+18,-0.326660156,0.389404297,-0.149658203,-2.717557252,-0.877862595,-18.15267176,0,0,2412.580096
1.67608E+18,-0.394287109,0.376953125,-0.384033203,-2.320610687,-0.816793893,-20.97709924,0,0,2543.830016
1.67608E+18,-0.342773438,0.212890625,-0.083007813,-1.633587786,-1.824427481,-23.18320611,0,0,2543.849984
1.67608E+18,-0.353271484,0.156982422,-0.024414063,-2.213740458,-2.435114504,-25.12977099,0,0,2543.90016
1.67608E+18,-0.356689453,0.248291016,-0.145751953,-2.160305344,-2.854961832,-26.50381679,0,0,2543.910144
1.67608E+18,-0.402832031,0.256103516,-0.131347656,-2.015267176,-3.389312977,-28.07633588,0,0,2543.920128
1.67608E+18,-0.40625,0.145263672,-0.142089844,-2.72519084,-4.122137405,-29.49618321,0,0,2543.920128
1.67608E+18,-0.391357422,0.110839844,-0.147705078,-3.526717557,-4.946564885,-30.77862595,0,0,2543.930112
1.67608E+18,-0.389892578,0.042236328,-0.172119141,-4.381679389,-5.984732824,-31.89312977,0,0,2543.95008
1.67608E+18,-0.418212891,0.059326172,-0.158447266,-5.236641221,-6.977099237,-32.77862595,0,0,2543.980032
1.67608E+18,-0.475341797,0.059570313,-0.137939453,-6.145038168,-8.007633588,-33.50381679,0,0,2543.990016
1.67608E+18,-0.504638672,0.0078125,-0.137207031,-7.06870229,-9.038167939,-34.05343511,0,0,2544.030208
1.67608E+18,-0.609130859,-0.01953125,-0.141845703,-7.893129771,-9.992366412,-34.40458015,0,0,2544.040192
1.67608E+18,-0.626464844,-0.014404297,-0.147949219,-8.564885496,-10.95419847,-34.61068702,0,0,2544.06016
1.67608E+18,-0.693603516,0.0390625,-0.152832031,-8.885496183,-11.73282443,-34.83969466,0,0,2684.400128
1.67608E+18,-0.754882813,0.0546875,-0.114501953,-8.992366412,-12.60305344,-34.91603053,0,0,2684.410112
1.67608E+18,-0.803955078,0.046875,-0.090820313,-8.648854962,-13.07633588,-34.71755725,0,0,2684.410112
1.67608E+18,-0.917724609,0.086669922,-0.08984375,-7.79389313,-13.33587786,-34.35877863,0,0,2684.440064
1.67608E+18,-1.116943359,0.186035156,-0.085693359,-6.297709924,-13.42748092,-34.01526718,0,0,2684.470016
1.67608E+18,-1.303222656,0.248291016,-0.035888672,-4.79389313,-13.22137405,-33.81679389,0,0,2684.48
1.67608E+18,-1.489746094,0.296142578,0.006835938,-2.877862595,-12.60305344,-33.52671756,0,0,2684.48
1.67608E+18,-1.61328125,0.287353516,0.090576172,-1.358778626,-11.60305344,-33.08396947,0,0,2684.49024
1.67608E+18,2,0.328125,0.508544922,-0.404580153,-8.854961832,-32.45038168,0,0,2684.500224
1.67608E+18,2,-0.138916016,0.016113281,-0.282442748,-4.969465649,-24.65648855,0,0,2684.54016
1.67608E+18,2,1.478515625,0.123046875,5.20610687,-2.312977099,-19.12977099,0,0,2684.580096
1.67608E+18,-1.757324219,1.437255859,-0.132324219,8.381679389,-0.244274809,-17.29007634,0,0,2684.580096
1.67608E+18,-1.069335938,1.340332031,-0.409912109,11.21374046,-0.580152672,-14.15267176,0,0,2684.620032
1.67608E+18,-0.978759766,1.022216797,-0.477050781,16.24427481,0.290076336,-9.083969466,0,0,2684.680192
1.67608E+18,-1.728027344,0.393798828,-0.158447266,17.52671756,1.183206107,-4.465648855,0,0,2804.670208
1.67608E+18,2,0.293457031,-0.119140625,15.6870229,3.396946565,1.465648855,0,0,2804.690176
1.67608E+18,2,0.557373047,-0.03125,17.35877863,6.435114504,7.366412214,0,0,2804.70016
1.67608E+18,-1.918945313,0.744140625,-0.206787109,17.61068702,7.824427481,12.13740458,0,0,2804.70016
1.67608E+18,2,0.30078125,-0.704589844,17.00763359,12.03816794,18.48091603,0,0,2804.710144
1.67608E+18,-1.233642578,0.229736328,-0.914550781,13.90076336,11.30534351,18.48091603,0,0,2804.75008
1.67608E+18,-0.26953125,-0.971923828,-0.713623047,6.404580153,5.129770992,16.87022901,0,0,2804.780032
1.67608E+18,-0.297119141,-1.458496094,-0.342529297,-0.488549618,2.694656489,15.67175573,0,0,2804.790016
1.67608E+18,-0.779052734,-0.254638672,-0.113037109,-6.015267176,2.770992366,15.70992366,0,0,2804.790016
1.67608E+18,-1.350341797,1.860107422,-0.157226563,-0.847328244,3.900763359,14.77862595,0,0,2804.81024
1.67608E+18,-1.171386719,1.959960938,-0.354980469,3.916030534,4.946564885,13.77099237,0,0,2804.850176
1.67608E+18,-1.250976563,0.570068359,0.153320313,5.366412214,1.984732824,9.404580153,0,0,2804.86016
1.67608E+18,-0.735595703,-0.747070313,-0.216552734,1.610687023,3.015267176,7.717557252,0,0,2940.11008
1.67608E+18,-0.961181641,-0.5546875,0.152587891,-2.122137405,1.755725191,8.549618321,0,0,2940.130048
1.67608E+18,-1.204589844,0.602294922,0.136962891,-3.572519084,1.839694656,8.213740458,0,0,2940.140032
1.67608E+18,-1.008789063,0.752929688,0.065429688,-1.824427481,1.709923664,6.190839695,0,0,2940.150016
1.67608E+18,-0.862304688,0.122802734,0.00390625,-1.946564885,1.603053435,4.419847328,0,0,2940.180224
1.67608E+18,-0.997314453,-0.079345703,-0.100585938,-1.488549618,1.801526718,4.015267176,0,0,2940.200192
1.67608E+18,-0.942871094,-0.274414063,-0.024902344,-2.175572519,1.702290076,4.221374046,0,0,2940.250112
1.67608E+18,-0.971679688,-0.182128906,-0.075683594,-2.496183206,1.526717557,4.564885496,0,0,2940.260096
1.67608E+18,-1.018066406,-0.239013672,-0.039306641,-2.442748092,1.41221374,4.870229008,0,0,2940.290048
1.67608E+18,-1.025146484,-0.286621094,-0.052001953,-2.122137405,1.809160305,5.435114504,0,0,2940.300032
1.67608E+18,-1.024902344,-0.350585938,-0.197265625,-1.106870229,2.099236641,6.015267176,0,0,2940.32
1.67608E+18,-0.673583984,-0.319335938,-0.005859375,-1.450381679,1.458015267,5.34351145,0,0,2940.329984
1.67608E+18,-0.934570313,-0.133544922,-0.011962891,0.183206107,1.610687023,5.20610687,0,0,2940.350208
1.67608E+18,-0.940429688,-0.284423828,0.30078125,1.297709924,3.419847328,5.732824427,0,0,2940.360192
1.67608E+18,-1.007568359,-0.143310547,0.199707031,1.106870229,2.114503817,6.167938931,0,0,3075.85024
1.67608E+18,-0.918945313,-0.192382813,0.202880859,1.41221374,2.335877863,6.396946565,0,0,3075.85024
1.67608E+18,-0.924072266,-0.228759766,0.252929688,0.839694656,2.511450382,6.618320611,0,0,3075.860224
1.67608E+18,-0.968994141,-0.087890625,0.186523438,0.984732824,2.893129771,6.916030534,0,0,3075.860224
1.67608E+18,-0.933837891,-0.028320313,0.1640625,1.06870229,3.183206107,6.870229008,0,0,3075.960064
1.67608E+18,-0.948730469,0.011962891,0.094238281,1.366412214,3.541984733,6.809160305,0,0,3075.980032
1.67608E+18,-0.948486328,-0.014160156,0.050292969,1.618320611,3.877862595,6.763358779,0,0,3075.990016
1.67608E+18,-0.945068359,-0.026855469,-0.033447266,1.778625954,4.244274809,6.717557252,0,0,3076.070144
1.67608E+18,-0.93359375,-0.034179688,-0.096923828,1.79389313,4.419847328,6.694656489,0,0,3076.080128
1.67608E+18,-0.935058594,-0.026611328,-0.148681641,1.633587786,4.419847328,6.72519084,0,0,3076.100096
1.67608E+18,-0.935791016,-0.01953125,-0.189453125,1.381679389,4.328244275,6.877862595,0,0,3076.17024
1.67608E+18,-0.924804688,-0.052246094,-0.218505859,0.977099237,4.190839695,7.076335878,0,0,3076.190208
1.67608E+18,-0.953125,-0.094238281,-0.245117188,0.480916031,4.045801527,7.374045802,0,0,3076.200192
1.67608E+18,-0.951904297,-0.151855469,-0.254150391,0.091603053,3.992366412,7.702290076,0,0,3167.990016
1.67608E+18,-0.943115234,-0.145263672,-0.236083984,-0.20610687,3.93129771,8.129770992,0,0,3168.01024
1.67608E+18,-0.971191406,-0.173095703,-0.205078125,-0.27480916,3.961832061,8.694656489,0,0,3168.01024
1.67608E+18,-0.981445313,-0.223632813,-0.147460938,-0.244274809,4.099236641,9.396946565,0,0,3168.040192
1.67608E+18,-0.985107422,-0.315185547,-0.062011719,-0.259541985,4.404580153,10.29007634,0,0,3168.050176
1.67608E+18,-1.035400391,-0.369873047,0.030029297,-0.190839695,4.732824427,11.44274809,0,0,3168.090112
1.67608E+18,-1.07421875,-0.429199219,0.123779297,-0.045801527,5.007633588,12.59541985,0,0,3168.11008
1.67608E+18,-1.126953125,-0.483642578,0.186523438,0.404580153,5.328244275,14.09923664,0,0,3168.16
1.67608E+18,-1.246337891,-0.533447266,0.215820313,0.870229008,5.816793893,14.76335878,0,0,3168.169984
1.67608E+18,-1.365722656,-0.476806641,0.192626953,1.854961832,6.572519084,15.85496183,0,0,3279.290112
1.67608E+18,-1.342529297,-0.601806641,0.201660156,2.687022901,7.167938931,17.11450382,0,0,3279.31008
1.67608E+18,-1.311035156,-0.701171875,0.07421875,3.27480916,7.65648855,18.63358779,0,0,3279.320064
1.67608E+18,-1.371826172,-0.897216797,0.057861328,3.305343511,8.061068702,20.49618321,0,0,3279.330048
1.67608E+18,2,-0.963134766,-0.852050781,1.816793893,5.809160305,20.28244275,0,0,3279.390208
1.67608E+18,-1.002685547,2,-0.106445313,0.030534351,7.229007634,24.35114504,0,0,3279.430144
1.67608E+18,2,-1.407958984,-0.313720703,-2.480916031,8.786259542,26.83969466,0,0,3279.47008
1.67608E+18,-1.513916016,-1.765380859,-0.433105469,-4.297709924,10.50381679,29.07633588,0,0,3279.480064
1.67608E+18,-1.276611328,-1.700195313,0.119140625,-7.236641221,11.85496183,31.18320611,0,0,3279.490048
1.67608E+18,-1.134765625,-1.119628906,-0.031982422,-9.297709924,11.78625954,30.76335878,0,0,3279.550208
1.67608E+18,2,0.515136719,-0.128173828,-4.824427481,10.80152672,30,0,0,3279.550208
1.67608E+18,-1.873779297,-0.328125,0.072998047,-2.022900763,9.86259542,29.28244275,0,0,3279.590144
1.67608E+18,-1.344970703,-0.608154297,-0.154052734,-5.183206107,8.664122137,28.50381679,0,0,3458.540032
1.67608E+18,-1.126464844,-0.173828125,-0.179199219,-6.389312977,7.34351145,27.67175573,0,0,3458.56
1.67608E+18,-1.264160156,0.456298828,-0.186523438,-6.152671756,6.442748092,26.77099237,0,0,3458.57024
1.67608E+18,-0.822998047,0.509521484,0.535400391,-6.183206107,4.809160305,21.50381679,0,0,3458.62016
1.67608E+18,-1.485595703,-0.244628906,0.141601563,-12.5648855,3.908396947,16.69465649,0,0,3458.630144
1.67608E+18,-0.366699219,1.999938965,-1.729248047,-8.557251908,10.77099237,15.70992366,0,0,3458.660096
1.67608E+18,-0.644775391,1.999938965,1.331298828,-12.51145038,2.083969466,13.27480916,0,0,3458.680064
1.67608E+18,-0.848388672,0.770507813,-0.470214844,-16.59541985,2.755725191,2.20610687,0,0,3458.690048
1.67608E+18,-0.130615234,0.027099609,0.070068359,-17.01526718,2.290076336,0.671755725,0,0,3458.750208
1.67608E+18,-0.531738281,0.244384766,-0.061279297,-16.15267176,0.13740458,-3.328244275,0,0,3458.760192
1.67608E+18,-0.278320313,-0.088623047,0.229003906,-18.12977099,1.938931298,-4.748091603,0,0,3458.770176
1.67608E+18,-0.240478516,0.368408203,-0.036376953,-17.32061069,1.847328244,-6.488549618,0,0,3458.820096
1.67608E+18,0.040527344,0.874023438,-0.368408203,-13.27480916,1.564885496,-6.549618321,0,0,3458.870016
1.67608E+18,-0.200683594,1.001708984,-0.127929688,-8.923664122,0.938931298,-9.541984733,0,0,3458.910208
1.67608E+18,-0.225097656,0.702880859,-0.233642578,-7.305343511,0.511450382,-12.61832061,0,0,3458.920192
1.67608E+18,-0.410888672,0.864746094,-0.231201172,-2.816793893,1.175572519,-15.67938931,0,0,3458.920192
1.67608E+18,-0.426269531,0.697998047,-0.164550781,-0.419847328,0.709923664,-18.67175573,0,0,3458.920192
1.67608E+18,-0.362304688,0.746337891,-0.203857422,2.442748092,0.213740458,-20.3740458,0,0,3559.540224
1.67608E+18,-0.381835938,0.795654297,-0.1640625,5.58778626,-0.641221374,-22.63358779,0,0,3559.570176
1.67608E+18,-0.290771484,0.519042969,-0.087890625,7.34351145,-1.335877863,-24.80916031,0,0,3559.58016
1.67608E+18,-0.290283203,0.319091797,-0.103271484,8.251908397,-2.015267176,-26.46564885,0,0,3559.590144
1.67608E+18,-0.303710938,0.288085938,-0.113037109,8.961832061,-2.687022901,-28.06870229,0,0,3559.600128
1.67608E+18,-0.312255859,0.257324219,-0.075927734,9.312977099,-3.549618321,-29.23664122,0,0,3559.600128
1.67608E+18,-0.298339844,0.309326172,-0.19140625,10.28244275,-4.244274809,-30.39694656,0,0,3559.610112
1.67608E+18,-0.317871094,0.370849609,-0.23828125,11.25954198,-5.015267176,-31.51908397,0,0,3559.620096
1.67608E+18,-0.357910156,0.33203125,-0.251708984,11.96946565,-5.748091603,-32.87022901,0,0,3559.620096
1.67608E+18,-0.33203125,0.213867188,-0.25,12.19847328,-6.572519084,-34.03053435,0,0,3559.650048
1.67608E+18,-0.341308594,0.135253906,-0.278808594,12.32061069,-7.41221374,-34.75572519,0,0,3732.920064
1.67608E+18,-0.374755859,0.08203125,-0.278076172,12.33587786,-8.305343511,-35.22900763,0,0,3732.940032
1.67608E+18,-0.370849609,0.029052734,-0.270263672,11.92366412,-9.27480916,-35.54961832,0,0,3733.000192
1.67608E+18,-0.434082031,0.074951172,-0.288085938,11.70229008,-10.2519084,-35.8778626,0,0,3733.030144
1.67608E+18,-0.493164063,0.019775391,-0.303955078,11.23664122,-11.23664122,-36.09923664,0,0,3733.040128
1.67608E+18,-0.598876953,-0.068847656,-0.280761719,10.32824427,-12.23664122,-36.09923664,0,0,3733.040128
1.67608E+18,-0.763427734,-0.141357422,-0.280761719,9.267175573,-12.84732824,-35.9389313,0,0,3733.080064
1.67608E+18,-0.918212891,-0.132080078,-0.260498047,8.366412214,-13.32061069,-35.55725191,0,0,3733.090048
1.67608E+18,-1.048828125,-0.140380859,-0.255859375,7.603053435,-13.61068702,-35.22900763,0,0,3733.100032
1.67608E+18,-1.170654297,-0.155273438,-0.217773438,6.297709924,-13.6870229,-34.9389313,0,0,3733.100032
1.67608E+18,-1.269042969,-0.159667969,-0.119140625,4.992366412,-13.3129771,-34.48091603,0,0,3733.170176
1.67608E+18,-1.406738281,-0.220214844,-0.062744141,3.305343511,-12.26717557,-33.61832061,0,0,3733.190144
1.67608E+18,-1.567138672,-0.306396484,-0.045410156,1.488549618,-11.12977099,-32.0610687,0,0,3733.250048
1.67608E+18,-1.700195313,-0.333251953,-0.066650391,-0.473282443,-9.984732824,-29.88549618,0,0,3733.260032
1.67608E+18,-1.788818359,-0.303466797,-0.09375,-2.557251908,-8.984732824,-27.2519084,0,0,3733.320192
1.67608E+18,-1.775146484,-0.254394531,-0.076660156,-4.687022901,-8.213740458,-23.91603053,0,0,3733.330176
1.67608E+18,-1.669677734,-0.282958984,-0.109863281,-7.450381679,-8.160305344,-20.26717557,0,0,3733.350144
1.67608E+18,-1.59765625,-0.499511719,0.040283203,-11.30534351,-8.213740458,-17.25954198,0,0,3733.370112
1.67608E+18,-1.803466797,-0.6640625,-0.064941406,-14.9389313,-6.41221374,-14.46564885,0,0,3905.240064
1.67608E+18,-1.191650391,-0.220947266,-0.068115234,-15.75572519,-6.34351145,-8.267175573,0,0,3905.250048
1.67608E+18,-0.928466797,0.446289063,-0.255615234,-17.59541985,-6.687022901,-4.045801527,0,0,3905.260032
1.67608E+18,-0.921875,0.790283203,-0.374267578,-15.85496183,-6.93129771,-0.595419847,0,0,3905.260032
1.67608E+18,-0.903076172,0.569824219,-0.134765625,-15.66412214,-7.854961832,1.702290076,0,0,3905.270016
1.67608E+18,-0.774902344,0.366210938,-0.012451172,-16.16793893,-8.519083969,4.076335878,0,0,3905.270016
1.67608E+18,-0.846435547,0.271240234,0.016113281,-16.15267176,-7.839694656,6.34351145,0,0,3905.28
1.67608E+18,2,-0.752685547,0.448974609,-20.92366412,-4.030534351,5.86259542,0,0,3905.28
1.67608E+18,2,-1.012939453,0.313964844,-26.23664122,-2.282442748,10.39694656,0,0,3905.29024
1.67608E+18,2,1.510253906,1.621337891,-20.88549618,6.404580153,17.06870229,0,0,3905.300224
1.67608E+18,-1.793701172,0.096191406,-0.107910156,-15.1221374,3.580152672,19.87022901,0,0,3905.300224
1.67608E+18,-1.86328125,1.986816406,0.014404297,0.687022901,0.06870229,17.25954198,0,0,3905.310208
1.67608E+18,-0.553466797,-0.314941406,0.172607422,3.129770992,-2.572519084,15.41221374,0,0,3905.310208
1.67608E+18,-0.473632813,-1.267333984,-0.062988281,4.458015267,-2.641221374,15.38167939,0,0,3905.360128
1.67608E+18,-1.078613281,0.203613281,-0.6015625,7.419847328,-1.061068702,14.76335878,0,0,3905.380096
1.67608E+18,-0.739013672,0.244873047,-0.610839844,9.541984733,-0.076335878,13.41221374,0,0,3905.44
1.67608E+18,-1.339111328,1.069335938,-0.795166016,13.0610687,1.625954198,12.16793893,0,0,3905.449984
1.67608E+18,-1.25,1.135253906,-0.749755859,15.61068702,2.007633588,11.04580153,0,0,4051.250176
1.67608E+18,-1.153076172,0.511230469,-0.476806641,15.89312977,1.786259542,10.10687023,0,0,4051.270144
1.67608E+18,-0.896240234,-0.084960938,-0.252685547,13.09160305,0.610687023,9.061068702,0,0,4051.280128
1.67608E+18,-0.758056641,-0.471679688,-0.007080078,7.923664122,-1.007633588,8.198473282,0,0,4051.280128
1.67608E+18,-0.896484375,-0.385986328,0.162597656,3.007633588,-1.977099237,8.465648855,0,0,4051.290112
1.67608E+18,-0.979492188,-0.166748047,0.247558594,-0.969465649,-2.465648855,9.038167939,0,0,4051.300096
1.67608E+18,-0.9375,0.0859375,0.292724609,-3.801526718,-2.625954198,8.511450382,0,0,4051.31008
1.67608E+18,-0.941894531,0.117919922,0.342773438,-4.748091603,-2.175572519,7.450381679,0,0,4051.350016
1.67608E+18,-0.969726563,0.029785156,0.4140625,-4.122137405,-1.473282443,6.503816794,0,0,4051.36
1.67608E+18,-0.960205078,0.043945313,0.374511719,-2.427480916,-0.801526718,5.625954198,0,0,4051.410176
1.67608E+18,-0.918212891,-0.094482422,0.332519531,-0.572519084,-0.65648855,4.824427481,0,0,4051.410176
1.67608E+18,-0.835693359,-0.287841797,0.291748047,0.633587786,-0.702290076,4.488549618,0,0,4051.42016
1.67608E+18,-0.878173828,-0.239257813,0.300537109,1.671755725,-0.641221374,4.641221374,0,0,4051.42016
1.67608E+18,-0.968505859,-0.3828125,0.140136719,1.694656489,-0.114503817,5.038167939,0,0,4051.450112
1.67608E+18,-0.974121094,-0.339111328,0.015136719,1.389312977,0.259541985,5.893129771,0,0,4051.450112
1.67608E+18,-0.885253906,-0.28515625,-0.049804688,0.740458015,0.259541985,6.679389313,0,0,4185.34016
1.67608E+18,-0.998535156,-0.237304688,-0.183837891,0.290076336,0.610687023,6.65648855,0,0,4185.34016
1.67608E+18,-1.014648438,-0.25,-0.200439453,0.145038168,1.091603053,7.015267176,0,0,4185.350144
1.67608E+18,-0.968994141,-0.127685547,-0.221191406,0.328244275,1.236641221,7.374045802,0,0,4185.420032
1.67608E+18,-0.875732422,-0.136230469,-0.28125,0.824427481,0.893129771,7.20610687,0,0,4185.430016
1.67608E+18,-0.825195313,-0.312011719,-0.190429688,0.442748092,0.328244275,6.916030534,0,0,4185.449984
1.67608E+18,-0.908935547,-0.300292969,-0.100830078,0.480916031,0.160305344,7.160305344,0,0,4185.50016
1.67608E+18,-0.959960938,-0.127441406,-0.028076172,0.541984733,0.114503817,7.534351145,0,0,4185.510144
1.67608E+18,-0.964355469,-0.032714844,-0.026367188,0.770992366,0.045801527,7.687022901,0,0,4185.55008
1.67608E+18,-0.934326172,-0.111572266,0.004150391,0.618320611,-0.053435115,7.679389313,0,0,4185.560064
1.67608E+18,-0.939941406,-0.069824219,0.022216797,0.496183206,-0.091603053,7.572519084,0,0,4185.570048
1.67608E+18,-0.942871094,0.016113281,0.020019531,0.618320611,-0.06870229,7.480916031,0,0,4185.6
1.67608E+18,-0.937011719,-0.05859375,0.040039063,0.526717557,0.076335878,7.473282443,0,0,4185.640192
1.67608E+18,-0.9453125,-0.032470703,0.029541016,0.633587786,0.213740458,7.511450382,0,0,4337.210112
1.67608E+18,-0.945800781,-0.071289063,0.022460938,0.603053435,0.297709924,7.709923664,0,0,4337.23008
1.67608E+18,-0.97265625,-0.174316406,0.020507813,0.381679389,0.435114504,8.145038168,0,0,4337.240064
1.67608E+18,-0.967285156,-0.252929688,0.059814453,0.251908397,0.564885496,8.984732824,0,0,4337.270016
1.67608E+18,-0.963867188,-0.315185547,0.085449219,0.328244275,0.679389313,9.893129771,0,0,4337.270016
1.67608E+18,-0.972167969,-0.313720703,0.093017578,0.763358779,0.79389313,10.93129771,0,0,4337.34016
1.67608E+18,-0.981933594,-0.282226563,0.070800781,1.511450382,0.969465649,11.87022901,0,0,4337.350144
1.67608E+18,-0.979492188,-0.329345703,0.077392578,2.244274809,1.053435115,12.83206107,0,0,4337.350144
1.67608E+18,-0.994628906,-0.323730469,-0.00390625,3.045801527,1.083969466,13.74045802,0,0,4337.400064
1.67608E+18,-0.999267578,-0.310791016,-0.045166016,3.679389313,1.007633588,14.45038168,0,0,4337.410048
1.67608E+18,-1.048339844,-0.208984375,-0.059814453,4.290076336,0.847328244,15.05343511,0,0,4337.420032
1.67608E+18,-0.970214844,-0.081787109,-0.025146484,5.580152672,0.244274809,15.55725191,0,0,4337.420032
1.67608E+18,-1.222900391,0.109375,0.157714844,7.93129771,-0.129770992,16.05343511,0,0,4337.430016
1.67608E+18,-1.392333984,-0.734863281,0.189453125,7.221374046,0.79389313,16.93129771,0,0,4337.430016
1.67608E+18,-1.380859375,-0.662109375,-0.026367188,6.061068702,1.183206107,18.09160305,0,0,4337.44
1.67608E+18,-1.347900391,-0.756347656,-0.075439453,5.480916031,1.076335878,19.4351145,0,0,4514.010112
1.67608E+18,-1.4921875,-0.754882813,-0.108398438,5.030534351,0.923664122,20.90839695,0,0,4514.040064
1.67608E+18,-1.510253906,-0.880126953,-0.129638672,4.595419847,0.79389313,22.1221374,0,0,4514.050048
1.67608E+18,-1.463623047,-0.91796875,-0.142333984,4.091603053,0.679389313,23.54198473,0,0,4514.060032
1.67608E+18,-1.517333984,-0.838867188,-0.175048828,3.679389313,0.72519084,24.67938931,0,0,4514.08
1.67608E+18,-1.511962891,-0.874755859,-0.155517578,3.358778626,0.519083969,25.90076336,0,0,4514.120192
1.67608E+18,-1.526123047,-0.595214844,-0.094482422,3.519083969,0.778625954,27.11450382,0,0,4514.150144
1.67608E+18,-1.618896484,-0.403564453,-0.00390625,3.885496183,0.503816794,27.96946565,0,0,4514.19008
1.67608E+18,-1.566162109,-0.291015625,-0.031982422,4.435114504,0.244274809,28.40458015,0,0,4514.230016
1.67608E+18,-1.549316406,-0.128662109,-0.015136719,5.145038168,-0.076335878,28.09160305,0,0,4514.290176
1.67608E+18,-1.418945313,-0.152099609,-0.078857422,5.687022901,-0.34351145,27.19847328,0,0,4514.30016
1.67608E+18,-1.188720703,-0.103759766,-0.141601563,6.328244275,-0.671755725,26.25954198,0,0,4514.310144
1.67608E+18,-1.201171875,0.1640625,-0.187255859,7.167938931,-0.740458015,25.55725191,0,0,4514.340096
1.67608E+18,-1.328857422,0.481689453,-0.177490234,9.34351145,-0.488549618,24.4351145,0,0,4514.360064
1.67608E+18,-1.510742188,1.056152344,-0.162109375,11.16030534,0.351145038,20.18320611,0,0,4514.370048
1.67608E+18,-1.033691406,-0.227050781,0.467285156,5.511450382,1.969465649,12.93129771,0,0,4514.4
1.67608E+18,-0.006591797,-0.495117188,0.605957031,-1.885496183,-2.282442748,16.91603053,0,0,4514.409984
1.67608E+18,2,1.999938965,-0.427978516,16.2519084,2.564885496,8.832061069,0,0,4514.420224
1.67608E+18,-1.282226563,-0.208251953,1.481933594,1.93129771,3.351145038,-0.282442748,0,0,4686.550016
1.67608E+18,-1.039794922,1.245361328,-0.52734375,-0.259541985,6.755725191,-3.870229008,0,0,4686.56
1.67608E+18,-0.569580078,-0.204833984,-0.009277344,1.083969466,7.106870229,-6.916030534,0,0,4686.600192
1.67608E+18,-0.608886719,-0.723632813,-0.1640625,-2.13740458,7.045801527,-7.297709924,0,0,4686.630144
1.67608E+18,-0.070800781,-0.020263672,-0.299316406,-1.572519084,5.755725191,-7.603053435,0,0,4686.640128
1.67608E+18,-0.193603516,0.045410156,-0.406982422,-0.381679389,5.633587786,-10.41984733,0,0,4686.650112
1.67608E+18,-0.181884766,-0.058349609,-0.047851563,-2.694656489,4.534351145,-12.99236641,0,0,4686.710016
1.67608E+18,-0.209228516,0.152587891,-0.1953125,-3.305343511,3.541984733,-15.1221374,0,0,4686.72
1.67608E+18,-0.309082031,0.770019531,-0.368652344,-1.076335878,3.022900763,-17.03053435,0,0,4686.73024
1.67608E+18,-0.398193359,0.632324219,-0.185302734,0.404580153,2.824427481,-20.51908397,0,0,4686.78016
1.67608E+18,-0.418701172,0.432128906,-0.156494141,-0.396946565,2.625954198,-24.11450382,0,0,4686.800128
1.67608E+18,-0.373779297,0.431152344,-0.225097656,0.320610687,2.549618321,-27.07633588,0,0,4686.810112
1.67608E+18,-0.265380859,0.195800781,-0.125,0.34351145,1.885496183,-29.11450382,0,0,4686.840064
1.67608E+18,-0.184570313,0.159423828,-0.141845703,0.259541985,0.358778626,-31.42748092,0,0,4686.840064
1.67608E+18,-0.25,0.217529297,-0.125732422,0.236641221,1.900763359,-32.12977099,0,0,4686.900224
1.67608E+18,-0.222900391,0.100097656,-0.156005859,-0.053435115,-0.473282443,-33.17557252,0,0,4686.930176
1.67608E+18,-0.240478516,0.126953125,-0.131591797,-1.435114504,-1.259541985,-34.19847328,0,0,4686.960128
1.67608E+18,-0.275878906,0.179931641,-0.192871094,-0.251908397,-2.290076336,-35.16793893,0,0,4859.710208
1.67608E+18,-0.300292969,0.2109375,-0.231201172,0.076335878,-3.259541985,-35.94656489,0,0,4859.720192
1.67608E+18,-0.343017578,0.1953125,-0.254638672,0.229007634,-4.083969466,-37.1221374,0,0,4859.730176
1.67608E+18,-0.373535156,0.166992188,-0.280029297,0.267175573,-5.091603053,-37.89312977,0,0,4859.74016
1.67608E+18,-0.434326172,0.115478516,-0.28125,0.251908397,-6.183206107,-38.45038168,0,0,4859.74016
1.67608E+18,-0.528564453,0.089599609,-0.288085938,0.41221374,-7.061068702,-38.61832061,0,0,4859.750144
1.67608E+18,-0.647949219,0.078369141,-0.303466797,0.832061069,-8.06870229,-38.64122137,0,0,4859.760128
1.67608E+18,-0.766845703,0.094482422,-0.270507813,1.503816794,-8.603053435,-38.6259542,0,0,4859.780096
1.67608E+18,-0.877685547,0.074707031,-0.201416016,2.183206107,-9.030534351,-38.34351145,0,0,4859.780096
1.67608E+18,-1.012207031,0.055908203,-0.173828125,2.885496183,-9.27480916,-37.70229008,0,0,4859.84
1.67608E+18,-1.221191406,0.056152344,-0.171875,3.664122137,-9.320610687,-36.84732824,0,0,4859.870208
1.67608E+18,-1.500244141,0.026367188,-0.10546875,4.351145038,-9.175572519,-35.72519084,0,0,4859.880192
