%time,field.accel_x,field.accel_y,field.accel_z,field.gyro_x,field.gyro_y,field.gyro_z,field.state,field.swing_time,field.t,field.steps
1689263214913806600,-8.877699755859375,2.7724855224609373,-1.8315642700195311,24.450381679389313,20.541984732824428,59.80152671755725,1.0,0.40912294387817383,63214.81662130356,166.0
1689263214973969400,-9.129090930175781,2.760514514160156,-1.9991583862304687,21.358778625954198,20.137404580152673,57.7557251908397,1.0,0.40912294387817383,63214.83623504639,166.0
1689263214973985200,-9.229647399902344,3.1292215698242187,-2.2194249389648437,12.900763358778626,17.47328244274809,53.80152671755725,1.0,0.40912294387817383,63214.85950088501,166.0
1689263214973992900,-9.323021264648437,2.779668127441406,-2.1811177124023438,8.51908396946565,14.885496183206106,50.12213740458015,1.0,0.40912294387817383,63214.87912964821,166.0
1689263215037902100,-9.399635717773437,2.7820623291015623,-2.0757728393554684,6.885496183206107,11.801526717557252,44.41984732824427,1.0,0.40912294387817383,63214.90137696266,166.0
1689263215037910100,-9.476250170898437,2.750937707519531,-2.133233679199219,8.587786259541986,7.9541984732824424,39.49618320610687,1.0,0.40912294387817383,63214.92135095596,166.0
1689263215037912800,-9.382876306152344,2.4971523315429685,-2.133233679199219,11.48091603053435,4.877862595419847,34.541984732824424,1.0,0.40912294387817383,63214.940886974335,166.0
1689263215098029500,-9.054870678710937,2.6479870361328124,-2.04943662109375,15.51908396946565,-0.8473282442748091,27.091603053435115,1.0,0.40912294387817383,63214.96312737465,166.0
1689263215098044500,-8.700528833007812,2.825157958984375,-2.0183119995117185,19.022900763358777,-4.1603053435114505,21.297709923664122,1.0,0.40912294387817383,63214.98369264603,166.0
1689263215098060600,-8.499415893554687,2.868253588867187,-1.9033903198242186,22.49618320610687,-6.534351145038168,12.01526717557252,0.0,0.37257830301920575,63215.00743722916,167.0
1689263215157918400,-8.406042028808594,2.592920397949219,-1.9943699829101562,26.709923664122137,-5.6106870229007635,6.625954198473282,0.0,0.37257830301920575,63215.027403116226,167.0
1689263215157925200,-8.434772448730468,2.664746447753906,-2.138022082519531,30.564885496183205,-4.679389312977099,1.0076335877862594,0.0,0.37257830301920575,63215.049689531326,167.0
1689263215157927900,-8.520963708496094,2.6312276245117188,-2.398990063476562,34.12977099236641,-5.1603053435114505,-3.595419847328244,0.0,0.37257830301920575,63215.070682525635,167.0
1689263215221931800,-8.78432589111328,2.6192566162109374,-2.703053674316406,35.87022900763359,-5.893129770992366,-8.221374045801527,0.0,0.37257830301920575,63215.09338402748,167.0
1689263215221942100,-14.10903038330078,2.798821740722656,-3.9336733276367184,36.33587786259542,-18.96946564885496,-16.702290076335878,0.0,0.37257830301920575,63215.11298465729,167.0
1689263215221948100,-15.543157177734374,7.560888842773437,-5.5090580200195305,17.572519083969464,-18.244274809160306,-19.18320610687023,0.0,0.37257830301920575,63215.133432626724,167.0
1689263215281994100,-4.876988781738281,3.076549133300781,-3.873818286132812,20.81679389312977,-12.022900763358779,-26.114503816793892,0.0,0.37257830301920575,63215.15609240532,167.0
1689263215282007600,-10.85291612548828,6.806715319824218,-5.128379956054687,-8.045801526717558,-13.282442748091603,-38.083969465648856,0.0,0.37257830301920575,63215.175721645355,167.0
1689263215282011300,-6.773196496582031,5.341463903808593,-2.1691467041015624,-24.52671755725191,-15.251908396946565,-51.44274809160305,0.0,0.37257830301920575,63215.19866323471,167.0
1689263215341957600,-8.810662109374999,-1.1635820068359375,-0.9241618408203125,-11.465648854961833,-10.900763358778626,-54.80916030534351,0.0,0.37257830301920575,63215.21870589256,167.0
1689263215341972900,-10.338162768554687,1.9752163696289062,-1.6208745239257811,-13.557251908396946,-10.465648854961833,-44.83206106870229,0.0,0.37257830301920575,63215.241137742996,167.0
1689263215342042100,-8.252813122558594,1.158793603515625,-0.9696516723632812,-6.870229007633588,-9.13740458015267,-34.06870229007634,0.0,0.37257830301920575,63215.26064109802,167.0
1689263215418200600,-8.525752111816406,1.4987702392578124,-0.5147533569335937,12.946564885496183,-6.648854961832061,-31.984732824427482,0.0,0.37257830301920575,63215.28062200546,167.0
1689263215418227900,-10.754753857421875,2.9041666137695312,-1.3215993164062498,2.282442748091603,-3.3206106870229006,-25.18320610687023,0.0,0.37257830301920575,63215.3032617569,167.0
1689263215418320300,-8.992621435546875,1.5514426757812498,-0.9409212524414062,-2.8931297709923665,3.9389312977099236,-17.81679389312977,0.0,0.37257830301920575,63215.32287287712,167.0
1689263215469925000,-9.564835632324218,1.668758557128906,-1.8507178833007811,-0.37404580152671757,6.702290076335878,-12.709923664122137,0.0,0.37257830301920575,63215.34443616867,167.0
1689263215469941600,-9.294290844726563,2.442085693359375,-3.0119056884765625,0.33587786259541985,8.351145038167939,-10.465648854961833,0.0,0.37257830301920575,63215.364614486694,167.0
1689263215469956000,-9.255983618164063,2.123656872558594,-3.2154128295898436,0.37404580152671757,7.343511450381679,-6.908396946564886,0.0,0.37257830301920575,63215.38723611832,167.0
1689263215530016200,-9.258377819824219,1.6519991455078125,-2.9568390502929685,0.8320610687022901,5.358778625954199,-3.198473282442748,0.0,0.37257830301920575,63215.407181978226,167.0
1689263215530035000,-9.169792358398437,2.262520568847656,-2.770091320800781,-0.5801526717557252,5.8396946564885495,-2.3893129770992365,0.0,0.37257830301920575,63215.42662239075,167.0
1689263215530096400,-9.33978067626953,2.8514941772460936,-2.882618798828125,-3.687022900763359,2.3587786259541983,-3.6564885496183206,0.0,0.37257830301920575,63215.448694467545,167.0
