%time,field.layout.data_offset,field.data0,field.data1,field.data2,field.data3,field.data4,field.data5,field.data6,field.data7,field.data8,field.data9,field.data10,field.data11,field.data12,field.data13,field.data14,field.data15,field.data16,field.data17,field.data18,field.data19,field.data20,field.data21,field.data22,field.data23,field.data24,field.data25,field.data26,field.data27,field.data28,field.data29,field.data30,field.data31,field.data32,field.data33,field.data34,field.data35,field.data36,field.data37,field.data38,field.data39,field.data40,field.data41,field.data42,field.data43,field.data44,field.data45,field.data46,field.data47,field.data48,field.data49
1689263214431855500,0,63214.4296875,1.0,0.06689026951789856,0.038171619176864624,0.007624882273375988,-0.2219594269990921,-0.2292841672897339,0.016018914058804512,16.0,0.049108244478702545,0.038304999470710754,0.0011245926143601537,-0.16685965657234192,0.24096283316612244,-0.0014865272678434849,17.0,0.05736459791660309,-0.04712200537323952,0.005750542972236872,-0.7720927000045776,1.0184823274612427,-0.1056276187300682,18.0,0.009407601319253445,-0.012855097651481628,-0.003836957970634103,0.12370599806308746,0.3543701171875,-0.12426585704088211,20.0,0.09005402773618698,0.04802649840712547,0.0010032220743596554,-0.1333763301372528,-0.1823088377714157,-0.01376396045088768,21.0,0.04225801303982735,0.03550417348742485,0.003026626305654645,0.05648977681994438,-0.8925355076789856,-0.07794377952814102,22.0,0.0125282509252429,-0.0005471064359880984,0.007536507211625576,0.0456593856215477,0.03437444195151329,0.041305724531412125
1689263214461998400,0,63214.4609375,1.0,0.05197346210479736,0.031088758260011673,0.0027411479968577623,-0.3691129982471466,-0.31469738483428955,-0.165235698223114,16.0,0.020117992535233498,0.03836891055107117,0.007131905294954777,-0.795848548412323,0.011840203776955605,0.1646544486284256,17.0,0.02500438690185547,-0.036948125809431076,0.011569260619580746,-0.30321627855300903,0.7892830967903137,-0.07963863760232925,18.0,-0.0014313067076727748,-0.013308857567608356,-0.0018151049735024571,0.1570724993944168,0.4732179641723633,0.018010975793004036,20.0,0.07070936262607574,0.040285900235176086,0.0007352680549956858,-0.6185993552207947,-0.33316195011138916,-0.04308664798736572,21.0,0.03597602620720863,0.02324625290930271,0.0020965184085071087,0.07846678048372269,-0.20849117636680603,-0.035815462470054626,22.0,0.012301510199904442,0.002082355087623,0.006014001090079546,0.05715243145823479,0.1928524523973465,-0.09343286603689194
1689263214491966300,0,63214.4921875,1.0,0.02183123677968979,0.020358698442578316,0.005808830726891756,-0.2233385443687439,-0.07806918770074844,0.15916234254837036,16.0,-0.021785220131278038,0.018086567521095276,0.01597452163696289,-0.48848769068717957,-0.10933520644903183,0.32555440068244934,17.0,0.012289403937757015,-0.02548319660127163,0.018515901640057564,0.2006787359714508,-0.5952470898628235,0.20876452326774597,18.0,-0.008145957253873348,-0.014871781691908836,-0.0004916098550893366,0.08146072924137115,-0.15119411051273346,0.15151622891426086,20.0,0.04540541023015976,0.012538613751530647,-0.002521099988371134,-0.2292744368314743,-0.825819730758667,-0.15076188743114471,21.0,0.029816601425409317,0.01625709794461727,-0.0015676665352657437,-0.18682162463665009,0.16374969482421875,-0.11328381299972534,22.0,0.009980635717511177,0.005669202655553818,0.003250648034736514,-0.10711667686700821,0.164601668715477,0.08393748849630356
1689263214524090800,0,63214.5234375,1.0,0.00013870674592908472,0.014808092266321182,0.009682145901024342,-0.24326761066913605,0.09519790858030319,0.3271929919719696,16.0,-0.046045783907175064,0.023676501587033272,0.01570807583630085,-0.6814417243003845,1.0486937761306763,0.14961804449558258,17.0,0.009619025513529778,-0.05133364349603653,0.02039155550301075,0.5640580654144287,-1.5025707483291626,0.34257984161376953,18.0,-0.006040074396878481,-0.02257544919848442,-0.0016228134045377374,0.1458127200603485,-0.24119044840335846,0.16507968306541443,20.0,0.02103286050260067,0.000782427960075438,-0.004705824889242649,-0.6096022129058838,-0.3911024034023285,-0.014342504553496838,21.0,0.015933511778712273,0.0067521617747843266,-0.004262440372258425,-0.1260390728712082,-0.5454038381576538,-0.1610078066587448,22.0,0.008161317557096481,0.009936720132827759,-0.0014732293784618378,0.04160100221633911,0.06330599635839462,-0.042724620550870895
1689263214556442300,0,63214.5546875,1.0,-0.03896539285778999,0.01984783075749874,0.01313584204763174,-0.33021703362464905,0.22402004897594452,0.5169017314910889,16.0,-0.09967498481273651,0.06146405264735222,0.008666164241731167,-1.3524725437164307,1.7323055267333984,-0.11502901464700699,17.0,0.03851843997836113,-0.17130544781684875,0.027375364676117897,1.2620164155960083,-3.023729085922241,0.7574028372764587,18.0,0.006685265339910984,-0.05647028237581253,-0.007076121401041746,0.1924685388803482,-0.7015686631202698,0.5460212230682373,20.0,-0.014614266343414783,-0.0170811228454113,-0.007090619765222073,-0.9312942028045654,-1.0448871850967407,0.02824416384100914,21.0,-0.0036216946318745613,-0.021185217425227165,-0.007804384920746088,-0.40161991119384766,-0.5628435015678406,0.08119751513004303,22.0,0.008747873827815056,0.012333950959146023,-0.0034581341315060854,-0.1399059295654297,-0.16302178800106049,-0.049555692821741104
1689263214590720900,0,63214.58984375,1.0,-0.06343924254179001,0.02038835920393467,0.01935788057744503,-0.16064612567424774,0.055696550756692886,0.14198708534240723,16.0,-0.13882014155387878,0.062295153737068176,0.01600794866681099,-0.9988497495651245,0.4777854084968567,-0.2153763622045517,17.0,0.08168614655733109,-0.2975241243839264,0.05434400588274002,1.0087438821792603,-3.3257501125335693,0.7686577439308167,18.0,0.01790683902800083,-0.09260156750679016,-0.01713506691157818,0.19479376077651978,-0.7844425439834595,0.9863033890724182,20.0,-0.03201775997877121,-0.015159683302044868,0.0010779028525575995,-0.9676600694656372,-0.12652267515659332,0.19382767379283905,21.0,-0.017418822273612022,-0.03240912780165672,-0.00016681682609487325,-0.2600443661212921,-0.51347815990448,0.07842005789279938,22.0,0.0061690909788012505,0.009444904513657093,-0.003389163175597787,0.028319738805294037,-0.17642579972743988,-0.10078848898410797
1689263214627229800,0,63214.62890625,1.0,-0.08603700250387192,0.013434642925858498,0.00214576069265604,-0.20625615119934082,-0.2092086225748062,-0.3078271150588989,16.0,-0.1726834774017334,0.018608098849654198,-0.007434825412929058,-0.818396806716919,-0.7240904569625854,-0.462039589881897,17.0,0.1091880053281784,-0.4026874899864197,0.05268114432692528,0.3160211741924286,-2.069999933242798,0.5009608864784241,18.0,0.017145833000540733,-0.12657354772090912,-0.026868436485528946,0.14681434631347656,-0.4487913250923157,0.6360509991645813,20.0,-0.043242692947387695,-0.00995574239641428,-0.0032357843592762947,-0.4230790138244629,-0.11475672572851181,-0.09742475301027298,21.0,-0.025626488029956818,-0.04043268412351608,-0.004925701767206192,-0.2569808065891266,-0.9761087894439697,-0.13266925513744354,22.0,0.004843683913350105,0.0037888118531554937,-0.0003958478628192097,-0.12832725048065186,-0.08424875885248184,-0.15296180546283722
1689263214650151700,0,63214.6484375,1.0,-0.1119113564491272,-0.011121932417154312,-0.005041821394115686,-0.30694541335105896,-0.6744157075881958,-0.33351051807403564,16.0,-0.2001475989818573,-0.012816221453249454,-0.007449326105415821,-0.39433640241622925,-1.163530707359314,-0.62112957239151,17.0,0.11002908647060394,-0.47447341680526733,0.07714299857616425,0.06048906221985817,-0.6106549501419067,0.3781208097934723,18.0,0.0110239302739501,-0.14639084041118622,-0.038032516837120056,0.031123515218496323,-0.16873350739479065,0.7437506318092346,20.0,-0.04436812549829483,-0.017574073746800423,-0.008053107187151909,-0.13827936351299286,0.033112939447164536,-0.06932815164327621,21.0,-0.03493456169962883,-0.05997290089726448,-0.009506341069936752,-0.08067712187767029,-0.3045686185359955,-0.10259036719799042,22.0,-0.0029701022431254387,-0.002563959453254938,-0.0006162066129036248,-0.06589445471763611,-0.019194548949599266,-0.1375461220741272
1689263214679661800,0,63214.6796875,1.0,-0.1262943297624588,-0.03413258120417595,-0.01610155962407589,-0.1846371740102768,-1.066725254058838,-0.36780110001564026,16.0,-0.1924160122871399,-0.01297315675765276,-0.025042925029993057,0.22124439477920532,-1.0310120582580566,-0.6267813444137573,17.0,0.09787094593048096,-0.47187063097953796,0.07691316306591034,-0.6036585569381714,0.9449034929275513,0.3971864879131317,18.0,0.08475512266159058,-0.06690272688865662,0.09336511790752411,0.2612001299858093,-0.6761981844902039,-0.07528599351644516,20.0,-0.04472460597753525,-0.024477297440171242,-0.01597096398472786,0.5477285385131836,-0.030201992020010948,-0.04342111572623253,21.0,-0.03833513706922531,-0.06667757779359818,-0.0171548742800951,0.019411006942391396,-0.06013207137584686,-0.13472980260849,22.0,-0.00870881974697113,-0.005729686934500933,-0.001918582245707512,-0.014086499810218811,-0.017382247373461723,-0.017405329272150993
1689263214709609000,0,63214.7109375,1.0,-0.12269920110702515,-0.03718116879463196,-0.028391098603606224,-0.25646620988845825,-1.2207911014556885,-0.5307832360267639,16.0,-0.14291967451572418,0.027574947103857994,-0.022993117570877075,0.8403313755989075,-1.1672755479812622,-0.11439055949449539,17.0,0.0752980187535286,-0.39316779375076294,0.08210791647434235,0.018200736492872238,-0.47179171442985535,0.4811572730541229,18.0,0.1010562852025032,-0.09285091608762741,0.12066484242677689,0.19257177412509918,-2.346644401550293,0.023782575502991676,20.0,-0.041743144392967224,-0.036713384091854095,-0.025649312883615494,0.40790995955467224,-0.7756247520446777,-0.42163145542144775,21.0,-0.036032769829034805,-0.0634719729423523,-0.026432184502482414,-0.05163365602493286,-0.4503372609615326,-0.15017838776111603,22.0,-0.018311679363250732,-0.013686836697161198,-0.0029136149678379297,-0.2599971890449524,-0.4126850962638855,-0.15230023860931396
