%time,field.curr_pos1,field.curr_pos2,field.toff,field.motor_fail,field.t
1685048808932954400,-208,80,1000280,0,48808.98828125
1685048808932967700,-207,77,1000000,0,48808.99609375
1685048808932969600,-207,75,1003120,0,48809.0078125
1685048808933085400,-207,74,1004480,0,48809.015625
1685048808933130400,-207,74,1003960,0,48809.02734375
1685048808977985300,-207,74,1002720,0,48809.03515625
1685048808977998500,-207,74,1007280,0,48809.046875
1685048808978006700,-207,74,1003960,0,48809.05859375
1685048808978139200,-207,74,1005760,0,48809.06640625
1685048809022360200,-207,74,1005760,0,48809.078125
1685048809022381700,-207,74,1001800,0,48809.0859375
1685048809022392400,-207,74,1002920,0,48809.09765625
1685048809022476400,-207,74,1004640,0,48809.10546875
1685048809022618400,-207,74,1005000,0,48809.1171875
1685048809072067800,-207,74,1003080,0,48809.12890625
1685048809072087000,-207,74,1005840,0,48809.13671875
1685048809072092700,-207,74,1004920,0,48809.1484375
1685048809072095900,-207,74,1004040,0,48809.15625
1685048809116851300,-207,75,1005600,0,48809.16796875
1685048809116867900,-207,74,1011000,0,48809.17578125
1685048809116878700,-207,75,1006200,0,48809.1875
1685048809116886300,-207,75,1001600,0,48809.1953125
1685048809116894800,-207,75,1005080,0,48809.20703125
1685048809170240400,-207,75,1001160,0,48809.21875
1685048809170257900,-207,75,999840,0,48809.2265625
1685048809170262700,-207,75,1003800,0,48809.23828125
1685048809170314100,-207,75,1006280,0,48809.24609375
1685048809170326300,-207,75,1003080,0,48809.2578125
1685048809214752000,-207,75,1001240,0,48809.265625
1685048809214800000,-207,75,1003320,0,48809.27734375
1685048809214805800,-207,75,1005040,0,48809.28515625
1685048809214809200,-207,75,999600,0,48809.296875
1685048809214975200,-207,75,1005840,0,48809.30859375
1685048809261537700,-207,75,1007880,0,48809.31640625
1685048809261557800,-207,75,997880,0,48809.328125
1685048809261582700,-207,75,1005200,0,48809.3359375
1685048809261590600,-207,75,1001960,0,48809.34765625
1685048809308485800,-207,75,1000360,0,48809.35546875
1685048809308503300,-207,75,1009200,0,48809.3671875
1685048809308511500,-207,75,1003960,0,48809.37890625
1685048809308547800,-207,75,1001440,0,48809.38671875
1685048809308557500,-207,75,1002440,0,48809.3984375
1685048809358576600,-207,75,1005360,0,48809.40625
1685048809358599300,-207,75,1007480,0,48809.41796875
1685048809358605000,-207,75,1013800,0,48809.42578125
1685048809358608800,-207,75,1006640,0,48809.4375
1685048809358622500,-207,75,991760,0,48809.4453125
1685048809410936500,-207,75,1000120,0,48809.45703125
1685048809410956200,-207,75,1002880,0,48809.46875
1685048809410963700,-207,75,1001120,0,48809.4765625
1685048809411086500,-207,75,1003800,0,48809.48828125
1685048809411092700,-207,75,1003520,0,48809.49609375
1685048809465959200,-207,75,1007160,0,48809.5078125
1685048809465976100,-207,75,1002920,0,48809.515625
1685048809465981100,-207,75,1016880,0,48809.52734375
1685048809466000500,-207,75,976080,0,48809.53515625
1685048809466103300,-207,75,1015000,0,48809.546875
1685048809466195300,-207,75,998160,0,48809.55859375
1685048809517033700,-207,75,1010640,0,48809.56640625
1685048809517048800,-207,75,1005480,0,48809.578125
1685048809517052400,-207,75,1006240,0,48809.5859375
1685048809517180300,-207,75,1007840,0,48809.59765625
1685048809563697500,-207,75,1001320,0,48809.60546875
1685048809563711400,-207,75,1006160,0,48809.6171875
1685048809563719700,-207,75,1004520,0,48809.62890625
1685048809563744000,-207,75,1006800,0,48809.63671875
1685048809563771800,-207,75,1004160,0,48809.6484375
1685048809563783900,-207,75,987200,0,48809.65625
1685048809610993500,-207,75,1006200,0,48809.66796875
1685048809611012300,-207,75,978760,0,48809.67578125
1685048809611017100,-207,75,1006960,0,48809.6875
1685048809611021500,-207,75,1005480,0,48809.6953125
1685048809657733300,-207,75,1029120,0,48809.70703125
1685048809657770100,-207,75,950000,0,48809.71875
1685048809657797600,-207,75,1018520,0,48809.7265625
1685048809657806700,-207,75,1024640,0,48809.73828125
1685048809657810600,-207,75,990000,0,48809.74609375
1685048809719053900,-207,75,1016520,0,48809.7578125
1685048809719068500,-207,75,1003920,0,48809.765625
1685048809719071700,-207,75,1003000,0,48809.77734375
1685048809719074900,-207,75,1003360,0,48809.78515625
1685048809719091800,-207,75,1007280,0,48809.796875
1685048809767328100,-207,75,1004320,0,48809.80859375
1685048809767346400,-207,75,1008680,0,48809.81640625
1685048809767366400,-207,75,1005600,0,48809.828125
1685048809767401000,-207,75,1003120,0,48809.8359375
1685048809767409300,-207,75,1006840,0,48809.84765625
1685048809767454300,-207,75,1016000,0,48809.85546875
1685048809823257300,-207,75,1001280,0,48809.8671875
1685048809823279100,-207,75,1004440,0,48809.87890625
1685048809823318000,-207,75,1002400,0,48809.88671875
1685048809823346400,-207,75,1008600,0,48809.8984375
1685048809823353200,-207,75,987000,0,48809.90625
1685048809823576400,-207,75,1003600,0,48809.91796875
1685048809870486600,-207,75,1006640,0,48809.92578125
1685048809870833800,-207,75,1001720,0,48809.9375
1685048809870850400,-207,75,1004640,0,48809.9453125
1685048809870861600,-207,75,1013280,0,48809.95703125
1685048809919896300,-207,75,1002720,0,48809.96875
1685048809919912600,-207,75,1002640,0,48809.9765625
1685048809919922200,-207,75,1003440,0,48809.98828125
1685048809919947500,-207,75,1005280,0,48809.99609375
1685048809919961000,-207,75,1005160,0,48810.0078125
1685048809985542800,-207,75,1001960,0,48810.015625
1685048809985557300,-207,75,1004960,0,48810.02734375
1685048809985565400,-207,75,1002080,0,48810.03515625
1685048809985593400,-207,75,1005680,0,48810.046875
1685048809985601400,-207,75,1007080,0,48810.05859375
1685048809985779700,-207,75,1001840,0,48810.06640625
1685048809985905000,-207,75,1006640,0,48810.078125
1685048810035736300,-207,75,1013800,0,48810.0859375
1685048810035759800,-207,75,1009600,0,48810.09765625
1685048810035771300,-207,75,1012120,0,48810.10546875
1685048810035801200,-207,75,995040,0,48810.1171875
1685048810100824300,-207,75,1002960,0,48810.12890625
1685048810100859400,-207,75,998480,0,48810.140625
1685048810100882600,-207,75,1000160,0,48810.1484375
1685048810100896200,-207,75,999720,0,48810.16015625
1685048810100903200,-207,75,997600,0,48810.16796875
1685048810100908900,-207,75,1002920,0,48810.17578125
1685048810100949200,-207,75,1002320,0,48810.1875
1685048810156379300,-207,75,1005600,0,48810.1953125
1685048810156393400,-207,75,1007720,0,48810.20703125
1685048810156412300,-207,75,1005280,0,48810.21875
1685048810156431200,-207,75,1005760,0,48810.2265625
1685048810156468900,-207,75,1009080,0,48810.23828125
1685048810203340800,-207,75,1005040,0,48810.24609375
1685048810203396900,-207,75,1000320,0,48810.2578125
1685048810203402000,-207,75,1005640,0,48810.265625
1685048810203426300,-207,75,1007080,0,48810.27734375
1685048810203547700,-207,75,1003000,0,48810.28515625
1685048810203706600,-207,75,1004520,0,48810.296875
1685048810260469000,-207,75,1003920,0,48810.30859375
1685048810260491400,-207,75,1044880,0,48810.31640625
1685048810260496900,-207,75,1004120,0,48810.328125
1685048810260502600,-207,75,1027360,0,48810.3359375
1685048810260539200,-207,75,1009040,0,48810.34765625
