%time,field.curr_pos1,field.curr_pos2,field.toff,field.motor_fail,field.t
1685043468016707000,283,0,496560,0,43468.046875
1685043468016766400,283,0,503680,0,43468.0546875
1685043468016797700,283,0,500800,0,43468.06640625
1685043468016823900,283,0,501360,0,43468.07421875
1685043468068128800,283,0,500840,0,43468.0859375
1685043468068176200,283,0,501680,0,43468.09375
1685043468068179900,283,0,495840,0,43468.10546875
1685043468068182700,283,0,500720,0,43468.11328125
1685043468068190000,283,0,500160,0,43468.125
1685043468119678300,283,0,501040,0,43468.13671875
1685043468119704400,283,0,502080,0,43468.14453125
1685043468119719300,283,0,503480,0,43468.15625
1685043468119730900,283,0,501440,0,43468.1640625
1685043468119736300,283,0,501120,0,43468.17578125
1685043468170982300,283,0,501280,0,43468.18359375
1685043468171031000,283,0,505840,0,43468.1953125
1685043468171042000,283,0,500960,0,43468.203125
1685043468171239100,283,0,498320,0,43468.21484375
1685043468171279800,283,0,501040,0,43468.2265625
1685043468171302900,283,0,499920,0,43468.234375
1685043468222344900,283,0,501200,0,43468.24609375
1685043468222362300,283,0,504360,0,43468.25390625
1685043468222374800,283,0,501359,0,43468.265625
1685043468222383500,283,0,501360,0,43468.2734375
1685043468222522100,283,0,504120,0,43468.28515625
1685043468270611700,283,0,501600,0,43468.296875
1685043468270831500,283,0,498200,0,43468.3046875
1685043468270846800,283,0,501360,0,43468.31640625
1685043468270964600,283,0,501560,0,43468.32421875
1685043468322826200,283,0,502000,0,43468.3359375
1685043468322858800,283,0,500520,0,43468.34375
1685043468322863300,283,0,504240,0,43468.35546875
1685043468322867700,283,0,500800,0,43468.36328125
1685043468322985300,283,0,501120,0,43468.375
1685043468323002100,283,0,500920,0,43468.38671875
1685043468369249300,283,0,504680,0,43468.39453125
1685043468369553300,283,0,501920,0,43468.40625
1685043468369590300,283,0,498960,0,43468.4140625
1685043468369614700,283,0,501160,0,43468.42578125
1685043468369778500,283,0,556800,0,43468.43359375
1685043468427154500,283,0,500720,0,43468.4453125
1685043468427174400,283,0,505600,0,43468.453125
1685043468427187900,283,0,501280,0,43468.46484375
1685043468427280500,283,0,502320,0,43468.4765625
1685043468427525600,283,0,493040,0,43468.484375
1685043468477646500,283,0,500360,0,43468.49609375
1685043468477665700,283,0,508080,0,43468.50390625
1685043468477680400,283,0,502400,0,43468.515625
1685043468477834200,283,0,486000,0,43468.5234375
1685043468477968000,283,0,501560,0,43468.53515625
1685043468526610600,283,0,499120,0,43468.546875
